,AAPL,MSFT,AMZN,OXY,PFE,WFC,MGM,HBAN,LUMN,US Dollar,GS,LEN,FB,GOOGL,GOOG,CPB,NTRS,JNPR,NTAP,NLY,VRT,T,D,USB,BRK.B,DVA,CAH,ZION,JPM,JNJ,BERY,V,UNH,CVS,ARW,ABBV,TMO,PG,MDT,VLY,PB,ABT,MRK,LLY,RRC,DHR,ISRG,INTC,AMGN,BMY,DBI,OI,STNG,CAR,ESI,MX,PAG,UNFI,BCEI,LAZ,REGN,THG,R,GPRE,ADS,AXL,DHT,ESRT,GILD,IDXX,MGY,MUR,NRZ,ZTS,AVT,HTH,TTMI,SYK,PKI,PDCE,OVV,CXP,GES,EOG,FANG,ANTM,ABC,ASB,ILMN,SUN,MRO,LGND,HOMB,CNC,BSM,ALGN,COP,XOM,REGI,PXD,EW,CI,BIIB,BDX,ALB,ABMD,NGVT,INT,VVV,RAD,PSX,MPC,MAG.TO,AVYA,FNV.TO,ECL,DK,CTVA,CNX,CVX,APA,CC,RGLD,VLO,HCC,RPM,WPM.TO,PPG,CF,BSX,KL.TO,DD,FMC,HFC,NEM,WLK,AGI.TO,SIL.TO,SSL.TO,RS,NUE,VRTX,LYB,DOW,LAUR,ABX.TO,SSRM,EMN,FR.TO,HCA,ELD.TO,SVM.TO,RMD,PVG.TO,PBF,IQV,PAAS.TO,FCX,DRD,AU,A,SPCE,BK,PARR,K.TO,NTCT,MTD,FL9.,FVI.TO,NBR,BVN.,WAT,CRL,FOSL,GEF,HOLX,STAR,LH,MCK,STE,VGR,DGX,WELL,TFX,ATCO,MIC,IHRT,BFAM,BIO,VTRS,TGI,TGT,SFL,SRG,JWN,SGMS,LYFT,HXL,HSIC,DG,AUB,AAP,WRE,SBUX,PEB,Us Dollars,Black Stone Minerals LP Partnership Units,CVI,INCY,FRT,AKR,PDM,JBGS,MGP,MCD,HLT,MAR,KW,PNC,GE,MTB,ATUS,AGNC,DXC,TSLA,NVDA,ASO,FTI,NXST,SWBI,ACM,HRB,BIG,QRTEA,SYF,SLG,MAXR,TEN,RF,GPI,TMX,VST,AMCX,NEP,BXS,MDRX,COF,KMT,ACI,UBSI,NOMD,AXS,AR,AA,MPLN,CRM,SRCL,TMHC,UHS,WY,ZBH,EAF,BBBY,CTLT,ABCB,XRAY,EXPE,RTX,COO,KO,WST,IBM,BAX,CERN,CYH,ENPH,DXCM,PRGO,SJM,ORLY,n/a,HUM,MRNA,AZO,SUM
08/26/2021,4.75,4.36,3.2,3.04,2.56,2.46,2.38,2.29,2.14,0.0,2.09,1.97,1.74,1.55,1.51,1.44,1.46,1.44,1.41,1.36,1.34,1.32,1.14,1.18,1.14,1.13,1.12,1.06,1.01,0.95,0.89,0.86,0.82,0.84,0.79,0.6,0.57,0.51,0.49,0.51,0.42,0.4,0.4,0.38,0.42,0.36,0.33,0.34,0.32,0.32,0.33,0.32,0.31,0.29,0.3,0.27,0.27,0.29,0.27,0.26,0.26,0.27,0.26,0.27,0.26,0.24,0.24,0.24,0.24,0.23,0.25,0.24,0.24,0.23,0.25,0.24,0.23,0.22,0.23,0.23,0.24,0.23,0.25,0.23,0.24,0.23,0.22,0.24,0.22,0.22,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.21,0.22,0.2,0.21,0.21,0.2,0.2,0.2,0.2,0.21,0.2,0.21,0.21,0.21,0.2,0.21,0.2,0.19,0.22,0.2,0.2,0.2,0.21,0.2,0.19,0.2,0.19,0.19,0.19,0.19,0.2,0.19,0.18,0.19,0.19,0.2,0.18,0.18,0.17,0.18,0.18,0.18,0.19,0.18,0.18,0.19,0.18,0.17,0.17,0.19,0.18,0.17,0.17,0.17,0.17,0.17,0.19,0.17,0.17,0.18,0.18,0.16,0.17,0.16,0.16,0.17,0.16,0.16,0.15,0.0,0.16,0.16,0.16,0.14,0.14,0.15,0.14,0.13,0.14,0.14,0.15,0.13,0.15,0.13,0.12,0.13,0.13,0.12,0.13,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.0,0.0,0.12,0.13,0.12,0.0,0.0,0.0,0.0,0.0,0.17,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.47
08/31/2021,4.8,4.36,2.81,0.27,0.43,1.36,0.0,0.84,1.71,0.0,0.0,0.0,1.76,1.74,1.73,1.63,1.0,0.0,0.0,1.42,0.0,0.29,0.0,1.86,1.08,0.25,0.25,0.0,1.0,0.89,0.0,0.77,0.75,0.25,0.0,0.37,0.38,0.0,0.34,0.0,0.42,0.38,0.34,0.36,0.29,0.36,0.25,0.0,0.27,0.29,0.0,0.3,0.3,0.25,0.25,0.27,0.0,0.39,0.28,0.0,0.25,0.0,0.72,0.26,1.42,0.0,0.0,0.0,0.0,0.25,0.27,0.27,0.93,0.25,0.0,0.25,0.0,0.26,0.25,0.27,0.28,0.0,0.0,0.26,0.26,0.0,0.25,0.55,0.0,0.25,0.27,0.0,0.0,0.0,0.25,0.25,0.26,0.25,0.26,0.26,0.25,0.25,0.25,0.25,0.26,0.25,0.26,0.0,0.25,0.0,0.26,0.26,0.26,0.42,0.25,0.25,0.28,0.26,0.26,0.25,0.27,0.27,0.25,0.27,0.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.26,0.27,0.25,0.27,0.0,0.26,0.24,0.25,0.25,0.25,0.26,0.26,0.0,0.25,0.26,0.26,0.26,0.25,0.26,0.0,0.25,0.25,0.3,0.25,0.25,0.27,0.0,0.26,0.26,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.29,0.25,0.26,0.0,0.0,0.26,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.69,2.41,2.02,1.64,1.62,1.32,1.1,1.03,0.97,0.83,0.76,0.76,0.72,0.67,0.61,0.61,0.51,0.48,0.46,0.45,0.44,0.44,0.4,0.39,0.38,0.38,0.37,0.36,0.35,0.34,0.32,0.29,0.29,0.29,0.28,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.0,0.0,0.0,0.0,0.0,100.36
09/01/2021,4.8,4.36,2.81,0.27,0.43,1.36,0.0,0.84,1.71,0.0,0.0,0.0,1.76,1.74,1.73,1.63,1.0,0.0,0.0,1.42,0.0,0.29,0.0,1.86,1.08,0.25,0.25,0.0,1.0,0.89,0.0,0.77,0.75,0.25,0.0,0.37,0.38,0.0,0.34,0.0,0.42,0.38,0.34,0.36,0.29,0.36,0.25,0.0,0.27,0.29,0.0,0.3,0.3,0.25,0.25,0.27,0.0,0.39,0.28,0.0,0.25,0.0,0.72,0.26,1.42,0.0,0.0,0.0,0.0,0.25,0.27,0.27,0.93,0.25,0.0,0.25,0.0,0.26,0.25,0.27,0.28,0.0,0.0,0.26,0.26,0.0,0.25,0.55,0.0,0.25,0.27,0.0,0.0,0.0,0.25,0.25,0.26,0.25,0.26,0.26,0.25,0.25,0.25,0.25,0.26,0.25,0.26,0.0,0.25,0.0,0.26,0.26,0.26,0.42,0.25,0.25,0.28,0.26,0.26,0.25,0.27,0.27,0.25,0.27,0.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.26,0.27,0.25,0.27,0.0,0.26,0.24,0.25,0.25,0.25,0.26,0.26,0.0,0.25,0.26,0.26,0.26,0.25,0.26,0.0,0.25,0.25,0.3,0.25,0.25,0.27,0.0,0.26,0.26,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.29,0.25,0.26,0.0,0.0,0.26,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.69,2.41,2.02,1.64,1.62,1.32,1.1,1.03,0.97,0.83,0.76,0.76,0.72,0.67,0.61,0.61,0.51,0.48,0.46,0.45,0.44,0.44,0.4,0.39,0.38,0.38,0.37,0.36,0.35,0.34,0.32,0.29,0.29,0.29,0.28,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.0,0.0,0.0,0.0,0.0,100.36
09/03/2021,4.92,4.41,2.92,0.27,0.42,1.25,0.0,0.84,1.77,0.0,0.0,0.0,1.8,1.75,1.75,1.64,0.98,0.0,0.0,1.42,0.0,0.29,0.0,1.84,1.08,0.25,0.25,0.0,0.98,0.9,0.0,0.76,0.75,0.25,0.0,0.37,0.38,0.0,0.34,0.0,0.42,0.39,0.35,0.36,0.28,0.37,0.26,0.0,0.27,0.29,0.0,0.29,0.3,0.25,0.25,0.26,0.0,0.4,0.28,0.0,0.25,0.0,0.7,0.26,1.43,0.0,0.0,0.0,0.25,0.25,0.28,0.26,0.95,0.25,0.0,0.25,0.0,0.26,0.25,0.27,0.28,0.0,0.0,0.25,0.27,0.0,0.26,0.54,0.0,0.25,0.26,0.0,0.0,0.0,0.25,0.26,0.25,0.25,0.25,0.26,0.25,0.25,0.0,0.25,0.26,0.26,0.25,0.0,0.25,0.0,0.26,0.26,0.26,0.41,0.25,0.25,0.29,0.26,0.26,0.25,0.28,0.26,0.25,0.27,0.0,0.0,0.25,0.25,0.25,0.26,0.25,0.25,0.26,0.27,0.25,0.26,0.0,0.26,0.25,0.25,0.24,0.25,0.25,0.25,0.0,0.25,0.26,0.25,0.26,0.25,0.26,0.0,0.25,0.25,0.29,0.26,0.26,0.27,0.0,0.26,0.26,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.29,0.26,0.26,0.0,0.0,0.26,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.26,0.0,0.0,0.0,0.0,0.26,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.65,2.4,2.0,1.6,1.61,1.31,1.14,1.02,1.02,0.82,0.77,0.75,0.71,0.67,0.57,0.6,0.49,0.47,0.46,0.42,0.43,0.44,0.4,0.39,0.38,0.38,0.37,0.35,0.33,0.34,0.35,0.28,0.3,0.28,0.28,0.27,0.25,0.26,0.26,0.26,0.25,0.26,0.26,0.26,0.25,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.26,0.25,0.25,0.25,0.26,0.25,0.24,0.25,0.0,0.0,0.0,0.0,100.43
09/06/2021,4.88,4.31,2.86,0.29,0.43,1.2,0.0,0.81,1.74,0.0,0.0,0.0,1.74,1.7,1.7,1.65,0.95,0.0,0.0,1.39,0.0,0.3,0.0,1.77,1.06,0.25,0.26,0.0,0.96,0.89,0.0,0.73,0.77,0.26,0.0,0.35,0.39,0.0,0.35,0.0,0.42,0.4,0.35,0.37,0.33,0.38,0.26,0.0,0.28,0.29,0.0,0.3,0.33,0.26,0.25,0.26,0.0,0.41,0.29,0.0,0.26,0.0,0.72,0.28,1.35,0.0,0.0,0.0,0.25,0.26,0.3,0.27,0.93,0.26,0.0,0.25,0.0,0.27,0.26,0.29,0.29,0.0,0.0,0.26,0.27,0.0,0.26,0.54,0.25,0.25,0.26,0.0,0.0,0.0,0.0,0.27,0.26,0.25,0.0,0.26,0.26,0.27,0.0,0.26,0.27,0.26,0.26,0.0,0.26,0.0,0.26,0.26,0.26,0.43,0.25,0.26,0.28,0.27,0.28,0.26,0.29,0.26,0.25,0.26,0.0,0.25,0.26,0.25,0.26,0.26,0.26,0.25,0.27,0.26,0.26,0.27,0.0,0.26,0.25,0.25,0.0,0.25,0.24,0.25,0.0,0.25,0.26,0.26,0.26,0.26,0.26,0.0,0.26,0.25,0.27,0.26,0.26,0.27,0.0,0.26,0.26,0.0,0.0,0.0,0.26,0.0,0.26,0.0,0.0,0.0,0.28,0.26,0.27,0.0,0.0,0.26,0.0,0.26,0.26,0.26,0.0,0.26,0.0,0.27,0.0,0.0,0.0,0.0,0.27,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.61,2.37,1.95,1.61,1.57,1.24,1.11,1.0,1.01,0.82,0.76,0.69,0.73,0.69,0.57,0.6,0.48,0.48,0.48,0.4,0.43,0.43,0.41,0.4,0.38,0.4,0.38,0.36,0.32,0.35,0.38,0.28,0.31,0.27,0.32,0.29,0.27,0.26,0.27,0.26,0.26,0.27,0.26,0.26,0.26,0.28,0.26,0.26,0.26,0.25,0.26,0.25,0.26,0.25,0.27,0.25,0.26,0.26,0.27,0.25,0.0,0.0,0.27,0.25,0.25,0.0,100.36999999999998
09/07/2021,4.92,4.33,2.88,0.28,0.44,1.19,0.0,0.81,1.72,0.0,0.0,0.0,1.76,1.72,1.72,1.67,0.95,0.0,0.0,1.39,0.0,0.3,0.0,1.77,1.05,0.25,0.26,0.0,0.96,0.89,0.0,0.74,0.77,0.26,0.0,0.35,0.4,0.0,0.35,0.0,0.42,0.4,0.36,0.37,0.34,0.38,0.26,0.0,0.28,0.29,0.0,0.3,0.33,0.26,0.25,0.26,0.0,0.41,0.3,0.0,0.26,0.0,0.72,0.27,1.35,0.0,0.0,0.0,0.25,0.26,0.29,0.26,0.94,0.26,0.0,0.25,0.0,0.27,0.27,0.28,0.29,0.0,0.0,0.26,0.26,0.0,0.27,0.54,0.25,0.26,0.26,0.0,0.0,0.0,0.28,0.26,0.26,0.25,0.0,0.26,0.26,0.26,0.24,0.26,0.27,0.27,0.25,0.0,0.26,0.0,0.26,0.26,0.27,0.43,0.26,0.26,0.29,0.27,0.28,0.26,0.29,0.26,0.26,0.26,0.0,0.25,0.27,0.0,0.26,0.26,0.27,0.25,0.27,0.26,0.26,0.27,0.0,0.27,0.26,0.25,0.0,0.25,0.0,0.25,0.0,0.26,0.26,0.26,0.27,0.26,0.27,0.0,0.26,0.26,0.27,0.26,0.27,0.27,0.0,0.26,0.27,0.0,0.0,0.0,0.27,0.0,0.26,0.0,0.0,0.0,0.29,0.27,0.27,0.0,0.0,0.26,0.0,0.26,0.26,0.26,0.0,0.26,0.0,0.26,0.0,0.0,0.0,0.0,0.27,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.62,2.35,1.95,1.62,1.57,1.26,1.12,1.03,1.01,0.8,0.75,0.71,0.74,0.69,0.57,0.6,0.48,0.48,0.48,0.39,0.42,0.43,0.41,0.4,0.37,0.39,0.38,0.35,0.32,0.34,0.39,0.28,0.31,0.27,0.34,0.29,0.26,0.26,0.27,0.26,0.26,0.27,0.26,0.26,0.25,0.29,0.26,0.27,0.26,0.25,0.26,0.25,0.26,0.25,0.28,0.25,0.26,0.26,0.27,0.26,0.0,0.25,0.0,0.25,0.27,0.0,100.73999999999998
09/08/2021,4.92,4.33,2.88,0.28,0.44,1.19,0.0,0.81,1.72,0.0,0.0,0.0,1.76,1.72,1.72,1.67,0.95,0.0,0.0,1.39,0.0,0.3,0.0,1.77,1.05,0.25,0.26,0.0,0.96,0.89,0.0,0.74,0.77,0.26,0.0,0.35,0.4,0.0,0.35,0.0,0.42,0.4,0.36,0.37,0.34,0.38,0.26,0.0,0.28,0.29,0.0,0.3,0.33,0.26,0.25,0.26,0.0,0.41,0.3,0.0,0.26,0.0,0.72,0.27,1.35,0.0,0.0,0.0,0.25,0.26,0.29,0.26,0.94,0.26,0.0,0.25,0.0,0.27,0.27,0.28,0.29,0.0,0.0,0.26,0.26,0.0,0.27,0.54,0.25,0.26,0.26,0.0,0.0,0.0,0.28,0.26,0.26,0.25,0.0,0.26,0.26,0.26,0.24,0.26,0.27,0.27,0.25,0.0,0.26,0.0,0.26,0.26,0.27,0.43,0.26,0.26,0.29,0.27,0.28,0.26,0.29,0.26,0.26,0.26,0.0,0.25,0.27,0.0,0.26,0.26,0.27,0.25,0.27,0.26,0.26,0.27,0.0,0.27,0.26,0.25,0.0,0.25,0.0,0.25,0.0,0.26,0.26,0.26,0.27,0.26,0.27,0.0,0.26,0.26,0.27,0.26,0.27,0.27,0.0,0.26,0.27,0.0,0.0,0.0,0.27,0.0,0.26,0.0,0.0,0.0,0.29,0.27,0.27,0.0,0.0,0.26,0.0,0.26,0.26,0.26,0.0,0.26,0.0,0.26,0.0,0.0,0.0,0.0,0.27,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.62,2.35,1.95,1.62,1.57,1.26,1.12,1.03,1.01,0.8,0.75,0.71,0.74,0.69,0.57,0.6,0.48,0.48,0.48,0.39,0.42,0.43,0.41,0.4,0.37,0.39,0.38,0.35,0.32,0.34,0.39,0.28,0.31,0.27,0.34,0.29,0.26,0.26,0.27,0.26,0.26,0.27,0.26,0.26,0.25,0.29,0.26,0.27,0.26,0.25,0.26,0.25,0.26,0.25,0.28,0.25,0.26,0.26,0.27,0.26,0.0,0.25,0.0,0.25,0.27,0.0,100.73999999999998
09/09/2021,4.92,4.33,2.88,0.28,0.44,1.19,0.0,0.81,1.72,0.0,0.0,0.0,1.76,1.72,1.72,1.67,0.95,0.0,0.0,1.39,0.0,0.3,0.0,1.77,1.05,0.25,0.26,0.0,0.96,0.89,0.0,0.74,0.77,0.26,0.0,0.35,0.4,0.0,0.35,0.0,0.42,0.4,0.36,0.37,0.34,0.38,0.26,0.0,0.28,0.29,0.0,0.3,0.33,0.26,0.25,0.26,0.0,0.41,0.3,0.0,0.26,0.0,0.72,0.27,1.35,0.0,0.0,0.0,0.25,0.26,0.29,0.26,0.94,0.26,0.0,0.25,0.0,0.27,0.27,0.28,0.29,0.0,0.0,0.26,0.26,0.0,0.27,0.54,0.25,0.26,0.26,0.0,0.0,0.0,0.28,0.26,0.26,0.25,0.0,0.26,0.26,0.26,0.24,0.26,0.27,0.27,0.25,0.0,0.26,0.0,0.26,0.26,0.27,0.43,0.26,0.26,0.29,0.27,0.28,0.26,0.29,0.26,0.26,0.26,0.0,0.25,0.27,0.0,0.26,0.26,0.27,0.25,0.27,0.26,0.26,0.27,0.0,0.27,0.26,0.25,0.0,0.25,0.0,0.25,0.0,0.26,0.26,0.26,0.27,0.26,0.27,0.0,0.26,0.26,0.27,0.26,0.27,0.27,0.0,0.26,0.27,0.0,0.0,0.0,0.27,0.0,0.26,0.0,0.0,0.0,0.29,0.27,0.27,0.0,0.0,0.26,0.0,0.26,0.26,0.26,0.0,0.26,0.0,0.26,0.0,0.0,0.0,0.0,0.27,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.62,2.35,1.95,1.62,1.57,1.26,1.12,1.03,1.01,0.8,0.75,0.71,0.74,0.69,0.57,0.6,0.48,0.48,0.48,0.39,0.42,0.43,0.41,0.4,0.37,0.39,0.38,0.35,0.32,0.34,0.39,0.28,0.31,0.27,0.34,0.29,0.26,0.26,0.27,0.26,0.26,0.27,0.26,0.26,0.25,0.29,0.26,0.27,0.26,0.25,0.26,0.25,0.26,0.25,0.28,0.25,0.26,0.26,0.27,0.26,0.0,0.25,0.0,0.25,0.27,0.0,100.73999999999998
09/10/2021,4.95,4.27,2.88,0.28,0.43,1.18,0.0,0.81,1.68,0.0,0.0,0.0,1.77,1.7,1.71,1.65,0.93,0.0,0.0,1.36,0.0,0.29,0.0,1.74,1.03,0.25,0.26,0.0,0.95,0.87,0.0,0.74,0.76,0.26,0.0,0.34,0.39,0.0,0.34,0.0,0.41,0.4,0.35,0.36,0.33,0.38,0.26,0.0,0.27,0.28,0.0,0.29,0.33,0.26,0.24,0.25,0.0,0.4,0.3,0.0,0.25,0.0,0.71,0.28,1.34,0.0,0.0,0.0,0.25,0.25,0.28,0.26,0.92,0.25,0.0,0.25,0.0,0.26,0.26,0.28,0.29,0.0,0.0,0.25,0.26,0.0,0.26,0.53,0.24,0.25,0.26,0.0,0.0,0.0,0.27,0.26,0.26,0.25,0.24,0.25,0.26,0.26,0.0,0.26,0.26,0.27,0.25,0.0,0.26,0.0,0.25,0.26,0.26,0.41,0.25,0.26,0.29,0.27,0.27,0.25,0.29,0.25,0.25,0.26,0.0,0.0,0.26,0.0,0.26,0.26,0.26,0.24,0.27,0.26,0.25,0.26,0.0,0.26,0.25,0.25,0.24,0.24,0.0,0.25,0.0,0.25,0.25,0.25,0.26,0.25,0.26,0.0,0.26,0.25,0.28,0.26,0.26,0.27,0.0,0.25,0.26,0.0,0.0,0.0,0.25,0.0,0.26,0.0,0.0,0.0,0.28,0.26,0.27,0.0,0.0,0.26,0.0,0.25,0.26,0.25,0.0,0.26,0.0,0.26,0.0,0.0,0.0,0.0,0.26,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,2.29,1.92,1.54,1.53,1.24,1.13,1.01,1.01,0.79,0.73,0.68,0.72,0.67,0.54,0.58,0.46,0.48,0.46,0.38,0.42,0.42,0.41,0.39,0.36,0.39,0.38,0.35,0.31,0.34,0.39,0.28,0.3,0.26,0.33,0.29,0.26,0.26,0.26,0.26,0.25,0.26,0.25,0.26,0.0,0.28,0.25,0.26,0.26,0.24,0.25,0.25,0.26,0.25,0.28,0.24,0.24,0.25,0.27,0.25,0.0,0.24,1.22,0.25,0.28,0.0,100.12
09/13/2021,4.89,4.25,2.88,0.27,0.43,1.19,0.0,0.81,1.74,0.0,0.0,0.0,1.76,1.71,1.71,1.65,0.93,0.0,0.0,1.37,0.0,0.29,0.0,1.75,1.03,0.25,0.26,0.0,0.96,0.85,0.0,0.74,0.75,0.25,0.0,0.34,0.4,0.0,0.34,0.0,0.41,0.4,0.34,0.34,0.34,0.38,0.26,0.0,0.26,0.28,0.0,0.28,0.32,0.25,0.24,0.25,0.0,0.4,0.32,0.0,0.25,0.0,0.69,0.27,1.35,0.0,0.0,0.0,0.25,0.25,0.29,0.25,0.93,0.25,0.0,0.25,0.0,0.26,0.26,0.28,0.29,0.0,0.0,0.25,0.26,0.0,0.26,0.53,0.24,0.25,0.25,0.0,0.0,0.0,0.26,0.26,0.26,0.25,0.0,0.26,0.26,0.26,0.0,0.26,0.27,0.26,0.25,0.0,0.27,0.0,0.25,0.26,0.25,0.41,0.25,0.26,0.28,0.26,0.28,0.25,0.28,0.25,0.25,0.26,0.0,0.24,0.26,0.24,0.26,0.26,0.26,0.24,0.28,0.25,0.25,0.26,0.0,0.25,0.25,0.25,0.0,0.24,0.0,0.24,0.0,0.25,0.25,0.25,0.25,0.26,0.25,0.0,0.26,0.25,0.27,0.26,0.26,0.26,0.0,0.24,0.26,0.0,0.0,0.0,0.25,0.0,0.26,0.0,0.0,0.0,0.28,0.27,0.26,0.0,0.0,0.26,0.0,0.25,0.26,0.25,0.0,0.26,0.0,0.25,0.0,0.0,0.0,0.0,0.26,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.61,2.3,1.93,1.55,1.55,1.23,1.14,0.99,1.0,0.76,0.73,0.67,0.72,0.67,0.56,0.58,0.47,0.47,0.46,0.37,0.42,0.42,0.44,0.39,0.38,0.38,0.38,0.34,0.31,0.33,0.37,0.27,0.3,0.27,0.33,0.29,0.27,0.25,0.27,0.25,0.25,0.26,0.25,0.25,0.0,0.29,0.25,0.27,0.26,0.25,0.25,0.25,0.26,0.25,0.28,0.24,0.24,0.0,0.27,0.27,0.0,0.25,1.19,0.25,0.29,0.24,99.92999999999998
