,7203.T,NESN.SW,DPW.DE,ROG.SW,9432.T,RDSA.AS,DTE.DE,TTE.PA,VOW3.DE,GLEN.L,BP.L,DAI.DE,8058.T,BAS.DE,8001.T,DG.PA,ENEL.MI,BMW.DE,6501.T,AD.AS,CA.PA,EDF.PA,7267.T,ULVR.L,BHP.AX,8031.T,MC.PA,9984.T,NOVN.SW,8015.T,ABI.BR,GSK.L,AIR.PA,688208.SS,RIO.L,5020.T,MT.AS,SAP.DE,9433.T,8002.T,6758.T,UG,3382.T,TSCO.L,6702.T,EQNR.OL,9434.T,FORTUM.HE,ALV.DE,FRE.DE,8267.T,SIE.DE,ENI.MI,ENGI.PA,BOL.PA,SAN.PA,ORA.PA,ENB.TO,TEF.MC,BAYN.DE,UN01.DE,ATD.B.TO,PST.MI,EN.PA,CS.PA,CPG.L,ACS.MC,5401.T,FME.DE,VOD.L,BT.A.L,8053.T,SGO.PA,WN.TO,OR.PA,BNP.PA,6503.T,SHL.DE,L.TO,CON.DE,AZN.L,BATS.L,7201.T,NOKIA.HE,SAN.MC,9501.T,RAND.AS,6752.T,WOW.AX,IBE.MC,5019.T,4188.T,6902.T,KNIN.SW,G.MI,AI.PA,REP.MC,VIE.PA,CRH.L,ADEN.SW,BA.L,1.HK,7751.T,6178.T,B4B.DE,NOVO B.CO,6701.T,SBRY.L,VIV.PA,SU.PA,6098.T,DSV.CO,BAM.A.TO,5411.T,RNO.PA,ERIC B.ST,9613.T,VOLV B.ST,CAP.PA,4502.T,UMI.BR,7259.T,FERG.L,7459.T,HOLN.SW,MG.TO,BN.PA,FGR.PA,CO.PA,HOT.DE,HEIA.AS,NTR.TO,HEIO.AS,SW.PA,ADS.DE,MUV2.DE,HSBA.L,MRK.DE,ITX.MC,TKA.DE,AV.L,9101.T,LGEN.L,ABBN.SW,HO.PA,SAF.PA,7011.T,8750.T,WES.AX,6502.T,MRW.L,COL.AX,ISS.CO,IMB.L,4005.T,288.HK,9062.T,POW.TO,5108.T,BCE.TO,ZURN.SW,FMG.AX,LLOY.L,8306.T,JMT.LS,SKA B.ST,9503.T,WPP.L,9502.T,3407.T,MFC.TO,PUB.PA,9020.T,HEN3.DE,RY.TO,OMV.VI,SEV.PA,HEI.DE,KER.PA,NG.L,7261.T,1812.T,2914.T,EL.PA,5802.T,PHIA.AS,RMG.L,2502.T,GWO.TO,6367.T,ISP.MI,JMAT.L,7752.T,SU.TO,GLE.PA,1802.T,9064.T,3402.T,4755.T,5021.T,003000.KS,6981.T,RKT.L,ERF.PA,AP4.SI,2784.T,7911.T,7912.T,9143.T,BBVA.MC,REL.L,9104.T,n/a,ASML.AS,PRU.L,TLX.DE,4689.T,4901.T,8766.T,4300.SR,BAM,SUM
08/12/2021,1.29,1.23,1.17,1.19,1.02,1.02,0.95,0.93,0.9,0.92,0.83,0.77,0.81,0.72,0.75,0.69,0.68,0.61,0.63,0.63,0.57,0.52,0.6,0.57,0.61,0.61,0.6,0.49,0.56,0.58,0.46,0.54,0.54,0.0,0.54,0.51,0.56,0.52,0.49,0.47,0.49,0.51,0.44,0.49,0.41,0.42,0.46,0.46,0.4,0.43,0.42,0.43,0.41,0.41,0.41,0.38,0.38,0.37,0.4,0.34,0.39,0.39,0.37,0.37,0.38,0.33,0.34,0.39,0.33,0.34,0.31,0.35,0.37,0.35,0.34,0.32,0.3,0.35,0.33,0.28,0.28,0.29,0.32,0.34,0.29,0.25,0.27,0.3,0.3,0.27,0.28,0.27,0.28,0.26,0.26,0.26,0.24,0.27,0.26,0.22,0.28,0.25,0.27,0.26,0.26,0.29,0.25,0.26,0.25,0.26,0.25,0.23,0.26,0.25,0.22,0.21,0.24,0.22,0.26,0.22,0.25,0.21,0.22,0.22,0.21,0.2,0.23,0.22,0.2,0.22,0.2,0.21,0.2,0.19,0.21,0.21,0.2,0.23,0.19,0.2,0.2,0.28,0.21,0.21,0.2,0.18,0.18,0.2,0.2,0.19,0.22,0.2,0.18,0.19,0.17,0.17,0.18,0.19,0.17,0.18,0.19,0.17,0.18,0.17,0.19,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.0,0.17,0.17,0.16,0.16,0.17,0.18,0.17,0.0,0.18,0.17,0.18,0.0,0.0,0.0,0.15,0.16,0.19,0.16,0.0,0.0,0.0,0.17,0.16,0.16,0.0,0.17,0.17,0.56,0.16,0.0,0.17,0.0,0.0,0.0,0.15,0.15,0.16,0.16,0.18,0.0,0.16,0.15,0.0,0.0,0.0,0.0,0.0,0.0,69.4
08/13/2021,1.29,1.23,1.16,1.19,1.03,1.02,0.95,0.92,0.9,0.93,0.84,0.77,0.8,0.72,0.74,0.69,0.68,0.61,0.63,0.63,0.57,0.53,0.59,0.56,0.61,0.61,0.6,0.49,0.56,0.57,0.46,0.54,0.54,0.0,0.55,0.5,0.58,0.52,0.49,0.46,0.48,0.51,0.44,0.49,0.41,0.42,0.45,0.46,0.4,0.43,0.42,0.43,0.41,0.41,0.41,0.38,0.38,0.37,0.4,0.34,0.39,0.39,0.37,0.37,0.38,0.33,0.34,0.39,0.34,0.34,0.31,0.34,0.37,0.35,0.33,0.32,0.3,0.35,0.34,0.28,0.28,0.28,0.32,0.34,0.29,0.25,0.27,0.3,0.3,0.27,0.27,0.27,0.28,0.26,0.26,0.26,0.24,0.27,0.27,0.22,0.28,0.25,0.27,0.26,0.26,0.29,0.25,0.27,0.25,0.26,0.25,0.23,0.26,0.26,0.22,0.21,0.23,0.22,0.26,0.22,0.25,0.2,0.22,0.22,0.21,0.21,0.23,0.21,0.2,0.23,0.2,0.22,0.2,0.19,0.2,0.21,0.2,0.23,0.19,0.2,0.2,0.28,0.21,0.21,0.2,0.18,0.18,0.2,0.2,0.18,0.22,0.2,0.18,0.19,0.17,0.17,0.18,0.19,0.17,0.18,0.19,0.16,0.18,0.17,0.18,0.18,0.18,0.17,0.17,0.16,0.17,0.17,0.16,0.17,0.17,0.16,0.16,0.17,0.18,0.17,0.0,0.17,0.16,0.17,0.0,0.0,0.0,0.0,0.16,0.19,0.16,0.0,0.0,0.0,0.17,0.16,0.16,0.0,0.17,0.16,0.56,0.16,0.0,0.17,0.0,0.0,0.0,0.15,0.15,0.16,0.16,0.17,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,69.28999999999999
08/16/2021,1.29,1.21,1.17,1.19,1.02,1.01,0.96,0.93,0.9,0.94,0.82,0.77,0.82,0.73,0.75,0.69,0.68,0.61,0.64,0.66,0.58,0.52,0.58,0.56,0.61,0.6,0.6,0.47,0.56,0.57,0.45,0.54,0.53,0.0,0.49,0.51,0.57,0.52,0.48,0.47,0.47,0.52,0.44,0.49,0.42,0.43,0.45,0.45,0.4,0.43,0.42,0.43,0.41,0.41,0.41,0.38,0.38,0.36,0.4,0.34,0.38,0.39,0.37,0.37,0.38,0.32,0.34,0.4,0.33,0.34,0.31,0.35,0.37,0.34,0.34,0.32,0.3,0.35,0.34,0.28,0.28,0.28,0.33,0.33,0.29,0.25,0.27,0.3,0.3,0.27,0.27,0.28,0.28,0.26,0.27,0.26,0.24,0.28,0.27,0.22,0.28,0.25,0.27,0.26,0.27,0.29,0.25,0.27,0.25,0.26,0.25,0.23,0.25,0.27,0.22,0.21,0.23,0.22,0.26,0.22,0.26,0.21,0.22,0.22,0.22,0.2,0.23,0.22,0.2,0.23,0.19,0.22,0.19,0.18,0.2,0.22,0.2,0.23,0.2,0.19,0.2,0.29,0.21,0.21,0.19,0.17,0.18,0.21,0.2,0.17,0.22,0.2,0.17,0.19,0.18,0.16,0.18,0.19,0.18,0.18,0.19,0.16,0.17,0.18,0.19,0.18,0.18,0.17,0.17,0.17,0.18,0.17,0.16,0.16,0.17,0.16,0.16,0.17,0.18,0.17,0.0,0.18,0.17,0.17,0.0,0.0,0.0,0.0,0.17,0.2,0.16,0.16,0.0,0.0,0.17,0.16,0.15,0.15,0.15,0.0,0.56,0.16,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.18,0.0,0.15,0.16,0.16,0.0,0.0,0.0,0.0,0.0,69.3
08/17/2021,1.29,1.22,1.16,1.19,1.04,0.99,0.97,0.92,0.9,0.93,0.82,0.77,0.82,0.73,0.75,0.69,0.68,0.61,0.64,0.65,0.58,0.52,0.58,0.56,0.61,0.6,0.6,0.47,0.56,0.57,0.46,0.54,0.53,0.0,0.49,0.49,0.58,0.52,0.48,0.47,0.47,0.52,0.44,0.5,0.42,0.43,0.45,0.45,0.4,0.43,0.42,0.43,0.41,0.41,0.41,0.38,0.38,0.36,0.4,0.34,0.38,0.39,0.36,0.38,0.38,0.32,0.34,0.41,0.34,0.33,0.31,0.35,0.37,0.34,0.33,0.32,0.3,0.35,0.33,0.28,0.29,0.28,0.33,0.33,0.29,0.25,0.27,0.29,0.3,0.27,0.27,0.28,0.28,0.26,0.27,0.26,0.24,0.28,0.27,0.22,0.28,0.24,0.27,0.26,0.27,0.29,0.24,0.27,0.25,0.26,0.27,0.23,0.25,0.29,0.21,0.2,0.23,0.22,0.26,0.22,0.26,0.2,0.22,0.22,0.22,0.2,0.23,0.22,0.2,0.23,0.19,0.22,0.19,0.18,0.21,0.22,0.2,0.24,0.2,0.19,0.21,0.29,0.21,0.21,0.19,0.17,0.18,0.21,0.2,0.16,0.22,0.2,0.16,0.19,0.18,0.17,0.18,0.19,0.18,0.18,0.19,0.16,0.17,0.18,0.19,0.19,0.18,0.17,0.17,0.16,0.17,0.17,0.16,0.16,0.17,0.16,0.16,0.17,0.17,0.17,0.0,0.17,0.17,0.17,0.0,0.0,0.0,0.15,0.16,0.2,0.16,0.15,0.0,0.0,0.17,0.16,0.0,0.15,0.0,0.0,0.56,0.16,0.0,0.17,0.0,0.0,0.0,0.0,0.16,0.16,0.16,0.18,0.0,0.15,0.16,0.16,0.0,0.0,0.0,0.0,0.0,69.25
08/18/2021,1.29,1.22,1.16,1.19,1.04,0.99,0.97,0.92,0.9,0.93,0.82,0.77,0.82,0.73,0.75,0.69,0.68,0.61,0.64,0.65,0.58,0.52,0.58,0.56,0.61,0.6,0.6,0.47,0.56,0.57,0.46,0.54,0.53,0.0,0.49,0.49,0.58,0.52,0.48,0.47,0.47,0.52,0.44,0.5,0.42,0.43,0.45,0.45,0.4,0.43,0.42,0.43,0.41,0.41,0.41,0.38,0.38,0.36,0.4,0.34,0.38,0.39,0.36,0.38,0.38,0.32,0.34,0.41,0.34,0.33,0.31,0.35,0.37,0.34,0.33,0.32,0.3,0.35,0.33,0.28,0.29,0.28,0.33,0.33,0.29,0.25,0.27,0.29,0.3,0.27,0.27,0.28,0.28,0.26,0.27,0.26,0.24,0.28,0.27,0.22,0.28,0.24,0.27,0.26,0.27,0.29,0.24,0.27,0.25,0.26,0.27,0.23,0.25,0.29,0.21,0.2,0.23,0.22,0.26,0.22,0.26,0.2,0.22,0.22,0.22,0.2,0.23,0.22,0.2,0.23,0.19,0.22,0.19,0.18,0.21,0.22,0.2,0.24,0.2,0.19,0.21,0.29,0.21,0.21,0.19,0.17,0.18,0.21,0.2,0.16,0.22,0.2,0.16,0.19,0.18,0.17,0.18,0.19,0.18,0.18,0.19,0.16,0.17,0.18,0.19,0.19,0.18,0.17,0.17,0.16,0.17,0.17,0.16,0.16,0.17,0.16,0.16,0.17,0.17,0.17,0.0,0.17,0.17,0.17,0.0,0.0,0.0,0.15,0.16,0.2,0.16,0.15,0.0,0.0,0.17,0.16,0.0,0.15,0.0,0.0,0.56,0.16,0.0,0.17,0.0,0.0,0.0,0.0,0.16,0.16,0.16,0.18,0.0,0.15,0.16,0.16,0.0,0.0,0.0,0.0,0.0,69.25
08/19/2021,1.29,1.24,1.16,1.21,1.04,0.98,0.98,0.92,0.88,0.92,0.8,0.76,0.82,0.73,0.74,0.7,0.68,0.6,0.64,0.66,0.59,0.53,0.58,0.56,0.6,0.59,0.59,0.47,0.57,0.56,0.46,0.55,0.53,0.0,0.49,0.49,0.57,0.52,0.48,0.46,0.47,0.52,0.44,0.5,0.42,0.43,0.45,0.46,0.4,0.44,0.42,0.43,0.41,0.41,0.41,0.38,0.38,0.36,0.4,0.34,0.37,0.39,0.36,0.38,0.39,0.33,0.34,0.4,0.34,0.33,0.3,0.35,0.37,0.35,0.33,0.31,0.3,0.35,0.33,0.28,0.29,0.28,0.32,0.33,0.29,0.25,0.27,0.29,0.3,0.27,0.27,0.28,0.28,0.26,0.27,0.26,0.23,0.28,0.27,0.22,0.28,0.25,0.26,0.26,0.27,0.3,0.25,0.27,0.26,0.27,0.26,0.24,0.25,0.3,0.21,0.2,0.24,0.22,0.26,0.22,0.26,0.2,0.22,0.22,0.21,0.2,0.23,0.21,0.2,0.23,0.2,0.21,0.19,0.18,0.2,0.22,0.2,0.24,0.2,0.19,0.21,0.3,0.2,0.22,0.19,0.17,0.18,0.21,0.2,0.17,0.22,0.2,0.17,0.19,0.18,0.17,0.16,0.19,0.18,0.18,0.2,0.16,0.17,0.17,0.19,0.19,0.18,0.17,0.17,0.16,0.17,0.17,0.16,0.16,0.17,0.16,0.16,0.17,0.17,0.17,0.0,0.17,0.17,0.17,0.0,0.0,0.0,0.16,0.16,0.2,0.16,0.15,0.0,0.0,0.17,0.16,0.0,0.15,0.0,0.0,0.0,0.16,0.0,0.17,0.0,0.0,0.0,0.0,0.15,0.16,0.16,0.19,0.58,0.15,0.16,0.16,0.0,0.0,0.0,0.0,0.0,69.27
08/20/2021,1.29,1.26,1.18,1.22,1.04,0.99,0.99,0.92,0.87,0.9,0.81,0.75,0.83,0.73,0.75,0.69,0.68,0.59,0.65,0.67,0.6,0.53,0.57,0.56,0.59,0.59,0.59,0.46,0.57,0.56,0.46,0.56,0.53,0.0,0.48,0.48,0.56,0.53,0.49,0.47,0.46,0.5,0.44,0.5,0.41,0.44,0.45,0.46,0.39,0.44,0.42,0.44,0.41,0.41,0.41,0.39,0.38,0.36,0.4,0.34,0.38,0.4,0.36,0.38,0.38,0.32,0.34,0.39,0.34,0.34,0.3,0.35,0.37,0.35,0.33,0.31,0.3,0.36,0.34,0.27,0.29,0.29,0.31,0.33,0.28,0.25,0.27,0.29,0.3,0.27,0.27,0.28,0.28,0.28,0.27,0.27,0.23,0.28,0.27,0.21,0.28,0.25,0.27,0.26,0.27,0.3,0.24,0.26,0.26,0.27,0.26,0.25,0.25,0.29,0.21,0.21,0.24,0.22,0.26,0.23,0.25,0.21,0.22,0.22,0.21,0.2,0.23,0.21,0.2,0.23,0.2,0.21,0.19,0.18,0.2,0.22,0.2,0.24,0.2,0.19,0.2,0.31,0.2,0.22,0.19,0.17,0.17,0.21,0.2,0.17,0.22,0.2,0.16,0.19,0.18,0.18,0.16,0.19,0.18,0.18,0.2,0.16,0.17,0.17,0.19,0.19,0.18,0.17,0.17,0.16,0.17,0.17,0.16,0.16,0.17,0.16,0.16,0.17,0.17,0.17,0.0,0.17,0.17,0.17,0.0,0.0,0.0,0.16,0.17,0.2,0.16,0.0,0.0,0.0,0.16,0.16,0.0,0.15,0.0,0.0,0.0,0.16,0.0,0.17,0.58,0.0,0.0,0.15,0.16,0.16,0.16,0.19,0.0,0.15,0.16,0.15,0.0,0.0,0.0,0.0,0.0,69.32000000000001
08/23/2021,1.25,1.28,1.23,1.24,1.04,0.96,1.0,0.9,0.86,0.87,0.78,0.73,0.83,0.71,0.75,0.71,0.7,0.58,0.63,0.69,0.6,0.55,0.57,0.56,0.52,0.57,0.53,0.47,0.57,0.55,0.45,0.56,0.52,0.0,0.46,0.47,0.53,0.53,0.5,0.46,0.47,0.5,0.45,0.51,0.41,0.42,0.46,0.48,0.4,0.44,0.43,0.43,0.4,0.43,0.41,0.4,0.39,0.36,0.41,0.34,0.39,0.4,0.37,0.39,0.39,0.32,0.34,0.37,0.34,0.34,0.3,0.35,0.36,0.35,0.33,0.31,0.3,0.36,0.34,0.27,0.3,0.29,0.31,0.33,0.28,0.25,0.27,0.28,0.3,0.29,0.27,0.28,0.27,0.28,0.27,0.27,0.23,0.29,0.27,0.21,0.28,0.25,0.27,0.26,0.28,0.31,0.25,0.26,0.26,0.27,0.27,0.25,0.25,0.27,0.21,0.21,0.26,0.21,0.26,0.23,0.25,0.2,0.22,0.22,0.21,0.19,0.23,0.21,0.2,0.23,0.2,0.21,0.19,0.18,0.2,0.23,0.19,0.25,0.2,0.19,0.2,0.3,0.2,0.22,0.19,0.17,0.17,0.21,0.21,0.18,0.22,0.2,0.16,0.18,0.17,0.0,0.15,0.19,0.18,0.18,0.2,0.0,0.17,0.18,0.2,0.18,0.18,0.17,0.17,0.16,0.17,0.16,0.16,0.16,0.17,0.16,0.16,0.17,0.0,0.18,0.0,0.17,0.17,0.17,0.0,0.0,0.0,0.16,0.17,0.2,0.16,0.0,0.0,0.0,0.16,0.16,0.0,0.16,0.0,0.0,0.0,0.16,0.0,0.18,0.6,0.0,0.0,0.16,0.16,0.16,0.16,0.18,0.0,0.16,0.16,0.16,0.16,0.16,0.15,0.0,0.0,69.19
08/24/2021,1.2,1.29,1.22,1.24,1.05,0.97,1.01,0.91,0.86,0.87,0.78,0.73,0.81,0.71,0.74,0.7,0.71,0.58,0.63,0.7,0.61,0.55,0.54,0.57,0.51,0.55,0.54,0.45,0.58,0.51,0.46,0.56,0.52,0.0,0.46,0.47,0.54,0.53,0.5,0.45,0.47,0.49,0.45,0.51,0.42,0.42,0.46,0.48,0.4,0.44,0.44,0.43,0.4,0.44,0.42,0.4,0.4,0.36,0.41,0.34,0.4,0.4,0.37,0.39,0.39,0.33,0.34,0.36,0.34,0.35,0.3,0.34,0.36,0.35,0.33,0.31,0.3,0.36,0.34,0.27,0.3,0.29,0.29,0.33,0.28,0.26,0.27,0.27,0.31,0.29,0.27,0.28,0.25,0.28,0.27,0.27,0.24,0.29,0.27,0.21,0.28,0.25,0.27,0.26,0.28,0.32,0.25,0.27,0.27,0.27,0.27,0.25,0.26,0.26,0.2,0.21,0.25,0.21,0.27,0.23,0.25,0.19,0.22,0.23,0.21,0.19,0.23,0.22,0.21,0.23,0.19,0.21,0.19,0.18,0.2,0.23,0.2,0.26,0.2,0.19,0.2,0.27,0.2,0.22,0.19,0.17,0.17,0.21,0.21,0.18,0.23,0.2,0.16,0.18,0.17,0.16,0.0,0.19,0.17,0.18,0.2,0.0,0.17,0.18,0.2,0.19,0.19,0.17,0.18,0.16,0.17,0.16,0.16,0.16,0.17,0.16,0.16,0.17,0.0,0.18,0.0,0.17,0.17,0.17,0.0,0.0,0.0,0.16,0.17,0.2,0.16,0.0,0.0,0.0,0.16,0.16,0.0,0.15,0.0,0.0,0.0,0.16,0.0,0.18,0.0,0.15,0.0,0.16,0.16,0.16,0.16,0.17,0.0,0.16,0.16,0.16,0.16,0.15,0.0,0.61,0.0,69.16
08/25/2021,1.2,1.29,1.22,1.24,1.05,0.97,1.01,0.91,0.86,0.87,0.78,0.73,0.81,0.71,0.74,0.7,0.71,0.58,0.63,0.7,0.61,0.55,0.54,0.57,0.51,0.55,0.54,0.45,0.58,0.51,0.46,0.56,0.52,0.0,0.46,0.47,0.54,0.53,0.5,0.45,0.47,0.49,0.45,0.51,0.42,0.42,0.46,0.48,0.4,0.44,0.44,0.43,0.4,0.44,0.42,0.4,0.4,0.36,0.41,0.34,0.4,0.4,0.37,0.39,0.39,0.33,0.34,0.36,0.34,0.35,0.3,0.34,0.36,0.35,0.33,0.31,0.3,0.36,0.34,0.27,0.3,0.29,0.29,0.33,0.28,0.26,0.27,0.27,0.31,0.29,0.27,0.28,0.25,0.28,0.27,0.27,0.24,0.29,0.27,0.21,0.28,0.25,0.27,0.26,0.28,0.32,0.25,0.27,0.27,0.27,0.27,0.25,0.0,0.26,0.2,0.21,0.25,0.21,0.27,0.23,0.25,0.19,0.22,0.23,0.21,0.19,0.23,0.22,0.21,0.23,0.19,0.21,0.19,0.18,0.2,0.23,0.2,0.26,0.2,0.19,0.2,0.27,0.2,0.22,0.19,0.17,0.17,0.21,0.21,0.18,0.23,0.2,0.16,0.18,0.17,0.16,0.0,0.19,0.17,0.18,0.2,0.0,0.17,0.18,0.2,0.19,0.19,0.17,0.18,0.16,0.17,0.16,0.16,0.16,0.17,0.16,0.16,0.17,0.0,0.18,0.0,0.17,0.17,0.17,0.0,0.0,0.0,0.16,0.17,0.2,0.16,0.0,0.0,0.0,0.16,0.16,0.0,0.15,0.0,0.0,0.0,0.16,0.0,0.18,0.0,0.15,0.0,0.16,0.16,0.16,0.16,0.17,0.0,0.16,0.16,0.16,0.16,0.15,0.0,0.61,0.26,69.16
08/26/2021,1.22,1.28,1.23,1.23,1.06,0.98,1.0,0.91,0.86,0.89,0.8,0.73,0.81,0.71,0.73,0.7,0.69,0.57,0.64,0.69,0.6,0.55,0.55,0.56,0.51,0.55,0.55,0.44,0.57,0.51,0.46,0.56,0.53,0.0,0.46,0.47,0.54,0.53,0.5,0.44,0.48,0.49,0.46,0.52,0.42,0.43,0.46,0.48,0.4,0.44,0.44,0.43,0.41,0.43,0.42,0.4,0.39,0.37,0.41,0.34,0.4,0.4,0.37,0.39,0.39,0.32,0.34,0.36,0.34,0.34,0.29,0.34,0.36,0.35,0.33,0.31,0.3,0.36,0.34,0.27,0.3,0.29,0.29,0.33,0.28,0.25,0.27,0.28,0.31,0.29,0.27,0.28,0.26,0.28,0.27,0.27,0.24,0.29,0.27,0.21,0.28,0.25,0.27,0.26,0.28,0.31,0.25,0.31,0.27,0.27,0.27,0.25,0.0,0.27,0.2,0.21,0.25,0.21,0.26,0.23,0.25,0.19,0.22,0.23,0.21,0.19,0.23,0.22,0.2,0.23,0.2,0.21,0.19,0.18,0.2,0.23,0.19,0.25,0.2,0.19,0.21,0.28,0.2,0.22,0.19,0.17,0.17,0.21,0.2,0.18,0.23,0.2,0.16,0.18,0.17,0.16,0.16,0.19,0.18,0.18,0.2,0.0,0.17,0.17,0.2,0.19,0.18,0.17,0.18,0.16,0.17,0.17,0.16,0.16,0.17,0.16,0.16,0.17,0.0,0.17,0.0,0.17,0.17,0.17,0.0,0.0,0.0,0.16,0.17,0.2,0.16,0.0,0.0,0.0,0.16,0.16,0.0,0.16,0.0,0.0,0.0,0.16,0.0,0.18,0.0,0.16,0.0,0.16,0.16,0.16,0.16,0.17,0.0,0.16,0.16,0.16,0.16,0.0,0.0,0.61,0.25,69.21000000000001
