,MSFT,AAPL,AMZN,FB,NVDA,JNJ,UNH,V,GOOG,GOOGL,ENPH,PG,MA,PYPL,DIS,BAC,ADBE,CMCSA,VZ,PFE,CRM,INTC,T,ABT,KO,PEP,ABBV,MRK,AY,BDX,ACN,LLY,SEDG,MCD,MDT,QCOM,BMY,UPS,UNP,AMGN,C,MS,FSLR,INTU,SBUX,GS,BLK,TGT,CAT,GE,MMM,CVS,AXP,SPGI,ANTM,PLD,CI,GILD,ADP,TJX,USB,CSX,EQIX,GM,CL,EL,COF,NSC,EW,APD,ITW,ADSK,REGN,D,ETN,PGR,MCO,EMR,F,WM,BIIB,VRTX,ECL,NEM,JCI,DOW,TROW,KMB,MET,TEL,A,EXC,EBAY,LULU,BAX,INFO,APTV,BK,ALL,WDAY,HASI,PRU,AIG,SRE,PPG,HPQ,GIS,CMI,MAR,MSI,AFL,WBA,WELL,ADM,ROK,HLT,FRC,MCK,KR,AVB,STT,AMP,CBRE,VRSK,AWK,ES,KEYS,IFF,FITB,DAL,BBY,KHC,VFC,IP,WY,ED,HSY,NTRS,CLX,HIG,EIX,TSN,PPL,XYL,VTR,EXPE,CHD,ETR,TRU,LUV,GWW,KEY,YUM,CCL,RF,DRI,PEAK,DGX,CAG,CMS,CE,CAH,RCL,K,ABC,AVY,PFG,PCG,BMRN,SJM,HBAN,CNP,LUMN,WPC,HAS,IPG,IRM,ELS,HST,TREX,PNR,LNC,MOS,TAP,WTRG,DECK,OC,UGI,NI,CPB,VST,OGN,VOYA,ALV,GPS,PRGO,BEPC,AGPXX,VER,VEREIT Inc,Cash,Invesco Shrt-Trm Inv Gov&Agcy Instl,n/a,SLVM WI,SLVM,O,ONL,SUM
09/13/2021,5.55,5.59,4.84,3.19,4.46,1.95,1.68,1.66,2.69,2.82,1.02,1.52,1.31,1.43,1.78,1.35,2.55,1.45,1.18,1.13,1.95,1.77,1.03,0.98,0.94,0.93,0.83,0.82,0.19,0.32,1.75,0.86,0.65,1.01,0.78,1.31,0.62,0.6,0.61,0.55,0.64,0.67,0.46,1.25,0.78,0.6,0.56,0.52,0.49,0.5,0.47,0.49,0.44,0.46,0.39,0.43,0.32,0.39,0.37,0.48,0.33,0.31,0.33,0.36,0.28,0.33,0.3,0.27,0.33,0.26,0.27,0.52,0.3,0.26,0.28,0.24,0.26,0.27,0.3,0.25,0.21,0.21,0.24,0.19,0.23,0.2,0.21,0.2,0.2,0.4,0.23,0.21,0.27,0.25,0.18,0.19,0.23,0.19,0.17,0.41,0.21,0.18,0.2,0.18,0.15,0.28,0.15,0.15,0.2,0.33,0.15,0.16,0.15,0.14,0.16,0.19,0.15,0.14,0.15,0.13,0.13,0.13,0.14,0.14,0.14,0.13,0.27,0.16,0.12,0.11,0.14,0.1,0.13,0.13,0.11,0.11,0.11,0.1,0.09,0.1,0.09,0.09,0.1,0.1,0.09,0.12,0.09,0.1,0.1,0.08,0.08,0.08,0.21,0.1,0.08,0.11,0.08,0.09,0.07,0.08,0.07,0.06,0.1,0.07,0.08,0.08,0.07,0.06,0.06,0.06,0.1,0.06,0.06,0.06,0.07,0.07,0.06,0.06,0.05,0.05,0.05,0.05,0.04,0.04,0.05,0.06,0.04,0.04,0.04,0.03,0.04,0.0,0.03,0.04,0.03,0.02,0.34,0.63,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,100.04000000000002
09/14/2021,5.52,5.59,4.81,3.21,4.45,1.92,1.68,1.65,2.7,2.83,1.01,1.52,1.32,1.44,1.79,1.37,2.56,1.44,1.17,1.12,1.95,1.78,1.03,0.97,0.94,0.93,0.81,0.81,0.19,0.32,1.76,0.82,0.66,1.02,0.77,1.31,0.61,0.59,0.6,0.54,0.65,0.68,0.48,1.25,0.79,0.6,0.56,0.52,0.49,0.5,0.47,0.49,0.44,0.47,0.39,0.42,0.32,0.38,0.37,0.48,0.33,0.31,0.32,0.36,0.28,0.33,0.3,0.27,0.33,0.26,0.27,0.52,0.29,0.27,0.28,0.24,0.26,0.26,0.29,0.25,0.19,0.21,0.24,0.19,0.23,0.2,0.21,0.2,0.2,0.4,0.23,0.21,0.27,0.28,0.18,0.19,0.23,0.19,0.17,0.41,0.21,0.18,0.21,0.18,0.16,0.28,0.15,0.15,0.21,0.33,0.15,0.16,0.15,0.14,0.15,0.2,0.15,0.14,0.15,0.13,0.13,0.13,0.14,0.14,0.14,0.13,0.27,0.16,0.12,0.11,0.15,0.1,0.13,0.13,0.11,0.11,0.11,0.1,0.09,0.1,0.09,0.09,0.1,0.1,0.09,0.12,0.09,0.09,0.1,0.08,0.08,0.08,0.21,0.11,0.08,0.11,0.08,0.09,0.07,0.08,0.07,0.07,0.1,0.07,0.08,0.08,0.07,0.06,0.06,0.05,0.1,0.06,0.06,0.06,0.07,0.07,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.06,0.04,0.04,0.04,0.03,0.04,0.0,0.03,0.04,0.03,0.02,0.34,0.65,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,99.99
09/15/2021,5.52,5.59,4.81,3.21,4.45,1.92,1.68,1.65,2.7,2.83,1.01,1.52,1.32,1.44,1.79,1.37,2.56,1.44,1.17,1.12,1.95,1.78,1.03,0.97,0.94,0.93,0.81,0.81,0.19,0.32,1.76,0.82,0.66,1.02,0.77,1.31,0.61,0.59,0.6,0.54,0.65,0.68,0.48,1.25,0.79,0.6,0.56,0.52,0.49,0.5,0.47,0.49,0.44,0.47,0.39,0.42,0.32,0.38,0.37,0.48,0.33,0.31,0.32,0.36,0.28,0.33,0.3,0.27,0.33,0.26,0.27,0.52,0.29,0.27,0.28,0.24,0.26,0.26,0.29,0.25,0.19,0.21,0.24,0.19,0.23,0.2,0.21,0.2,0.2,0.4,0.23,0.21,0.27,0.28,0.18,0.19,0.23,0.19,0.17,0.41,0.21,0.18,0.21,0.18,0.16,0.28,0.15,0.15,0.21,0.33,0.15,0.16,0.15,0.14,0.15,0.2,0.15,0.14,0.15,0.13,0.13,0.13,0.14,0.14,0.14,0.13,0.27,0.16,0.12,0.11,0.15,0.1,0.13,0.13,0.11,0.11,0.11,0.1,0.09,0.1,0.09,0.09,0.1,0.1,0.09,0.12,0.09,0.09,0.1,0.08,0.08,0.08,0.21,0.11,0.08,0.11,0.08,0.09,0.07,0.08,0.07,0.07,0.1,0.07,0.08,0.08,0.07,0.06,0.06,0.05,0.1,0.06,0.06,0.06,0.07,0.07,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.06,0.04,0.04,0.04,0.03,0.04,0.0,0.03,0.04,0.03,0.02,0.34,0.65,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,99.99
09/16/2021,5.53,5.44,4.82,3.24,4.55,1.92,1.65,1.65,2.67,2.8,1.0,1.53,1.32,1.44,1.79,1.35,2.56,1.44,1.18,1.12,1.94,1.8,1.02,0.99,0.94,0.93,0.81,0.81,0.19,0.32,1.78,0.82,0.65,1.03,0.76,1.33,0.61,0.61,0.6,0.54,0.64,0.68,0.49,1.26,0.8,0.6,0.56,0.53,0.5,0.5,0.47,0.48,0.44,0.47,0.38,0.42,0.31,0.39,0.37,0.48,0.33,0.3,0.32,0.37,0.28,0.33,0.31,0.27,0.32,0.26,0.27,0.51,0.29,0.26,0.28,0.24,0.26,0.26,0.29,0.26,0.2,0.21,0.24,0.19,0.23,0.2,0.21,0.2,0.2,0.4,0.23,0.21,0.27,0.29,0.18,0.19,0.23,0.19,0.17,0.41,0.2,0.18,0.21,0.18,0.16,0.28,0.15,0.15,0.21,0.33,0.15,0.15,0.15,0.15,0.16,0.2,0.15,0.14,0.14,0.13,0.13,0.13,0.14,0.14,0.14,0.13,0.27,0.16,0.12,0.11,0.15,0.1,0.13,0.13,0.11,0.11,0.11,0.1,0.09,0.11,0.09,0.09,0.1,0.1,0.09,0.12,0.09,0.09,0.1,0.08,0.08,0.08,0.21,0.11,0.08,0.11,0.08,0.08,0.07,0.08,0.07,0.06,0.1,0.07,0.08,0.08,0.07,0.06,0.06,0.06,0.1,0.06,0.06,0.05,0.07,0.07,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.06,0.04,0.04,0.04,0.04,0.04,0.0,0.03,0.04,0.03,0.02,0.33,0.67,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,99.98
09/17/2021,5.54,5.45,4.8,3.22,4.47,1.9,1.69,1.64,2.69,2.82,1.01,1.55,1.31,1.42,1.79,1.37,2.51,1.46,1.18,1.09,1.91,1.84,1.03,0.97,0.95,0.93,0.82,0.81,0.19,0.32,1.76,0.81,0.66,1.03,0.76,1.33,0.61,0.61,0.6,0.55,0.65,0.69,0.52,1.24,0.8,0.61,0.56,0.52,0.5,0.51,0.47,0.49,0.45,0.47,0.39,0.42,0.31,0.39,0.37,0.47,0.34,0.3,0.32,0.38,0.28,0.33,0.31,0.27,0.32,0.26,0.27,0.51,0.29,0.26,0.27,0.24,0.26,0.26,0.3,0.26,0.2,0.21,0.24,0.19,0.23,0.2,0.21,0.2,0.2,0.4,0.22,0.21,0.27,0.28,0.17,0.2,0.23,0.19,0.17,0.41,0.2,0.18,0.21,0.18,0.16,0.28,0.15,0.15,0.21,0.33,0.15,0.15,0.16,0.15,0.16,0.21,0.15,0.14,0.14,0.13,0.13,0.13,0.14,0.14,0.14,0.13,0.26,0.16,0.12,0.11,0.15,0.1,0.13,0.13,0.11,0.11,0.11,0.1,0.09,0.11,0.09,0.1,0.1,0.1,0.09,0.12,0.09,0.1,0.1,0.08,0.08,0.09,0.21,0.11,0.08,0.11,0.08,0.08,0.07,0.08,0.07,0.06,0.11,0.07,0.08,0.08,0.07,0.06,0.06,0.06,0.1,0.06,0.06,0.05,0.07,0.07,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.06,0.04,0.04,0.04,0.04,0.04,0.0,0.03,0.04,0.03,0.02,0.33,0.67,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,100.01
09/20/2021,5.68,5.42,4.81,3.19,4.5,1.9,1.7,1.63,2.72,2.86,0.98,1.54,1.3,1.42,1.78,1.34,2.56,1.38,1.18,1.1,1.92,1.84,1.03,0.97,0.94,0.93,0.82,0.8,0.19,0.33,1.78,0.8,0.67,1.03,0.76,1.28,0.6,0.6,0.59,0.55,0.65,0.67,0.51,1.27,0.77,0.6,0.56,0.52,0.5,0.5,0.47,0.49,0.45,0.47,0.4,0.42,0.31,0.39,0.37,0.48,0.35,0.3,0.32,0.39,0.28,0.32,0.31,0.27,0.32,0.26,0.27,0.52,0.29,0.26,0.28,0.24,0.26,0.26,0.3,0.26,0.19,0.21,0.24,0.2,0.24,0.2,0.21,0.2,0.2,0.4,0.22,0.21,0.28,0.28,0.18,0.2,0.24,0.19,0.17,0.41,0.2,0.18,0.21,0.19,0.15,0.28,0.15,0.15,0.22,0.33,0.15,0.15,0.15,0.15,0.16,0.21,0.15,0.14,0.14,0.13,0.13,0.13,0.14,0.14,0.14,0.12,0.27,0.16,0.12,0.11,0.14,0.1,0.13,0.13,0.11,0.11,0.11,0.1,0.09,0.11,0.09,0.1,0.1,0.1,0.09,0.12,0.09,0.09,0.09,0.08,0.08,0.09,0.21,0.11,0.08,0.11,0.08,0.08,0.07,0.08,0.07,0.06,0.11,0.07,0.08,0.08,0.07,0.06,0.06,0.06,0.1,0.06,0.06,0.05,0.07,0.08,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.07,0.04,0.04,0.04,0.04,0.04,0.0,0.03,0.04,0.03,0.02,0.32,0.69,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,100.06
09/21/2021,5.7,5.42,4.84,3.19,4.49,1.9,1.7,1.64,2.71,2.85,0.99,1.53,1.31,1.43,1.78,1.36,2.58,1.39,1.18,1.09,1.95,1.83,1.04,0.97,0.93,0.93,0.82,0.79,0.19,0.33,1.77,0.79,0.65,1.04,0.76,1.29,0.59,0.6,0.59,0.55,0.65,0.67,0.51,1.27,0.77,0.59,0.54,0.53,0.49,0.5,0.46,0.49,0.45,0.47,0.4,0.42,0.31,0.39,0.36,0.49,0.34,0.3,0.32,0.38,0.28,0.32,0.31,0.27,0.32,0.26,0.27,0.52,0.29,0.26,0.28,0.24,0.26,0.26,0.31,0.25,0.2,0.21,0.24,0.19,0.23,0.19,0.21,0.2,0.2,0.39,0.22,0.21,0.28,0.28,0.18,0.2,0.23,0.18,0.17,0.42,0.2,0.18,0.21,0.18,0.15,0.28,0.15,0.15,0.22,0.33,0.15,0.15,0.16,0.15,0.16,0.21,0.15,0.14,0.13,0.13,0.13,0.13,0.14,0.14,0.14,0.12,0.27,0.15,0.12,0.11,0.14,0.1,0.13,0.13,0.11,0.11,0.11,0.1,0.09,0.11,0.09,0.09,0.09,0.1,0.09,0.12,0.09,0.09,0.09,0.08,0.08,0.09,0.21,0.11,0.08,0.11,0.08,0.08,0.07,0.08,0.07,0.06,0.1,0.07,0.08,0.08,0.07,0.06,0.06,0.06,0.1,0.06,0.07,0.05,0.07,0.07,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.07,0.04,0.04,0.04,0.04,0.04,0.0,0.03,0.04,0.03,0.02,0.32,0.69,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,99.98
09/22/2021,5.7,5.42,4.84,3.19,4.49,1.9,1.7,1.64,2.71,2.85,0.99,1.53,1.31,1.43,1.78,1.36,2.58,1.39,1.18,1.09,1.95,1.83,1.04,0.97,0.93,0.93,0.82,0.79,0.19,0.33,1.77,0.79,0.65,1.04,0.76,1.29,0.59,0.6,0.59,0.55,0.65,0.67,0.51,1.27,0.77,0.59,0.54,0.53,0.49,0.5,0.46,0.49,0.45,0.47,0.4,0.42,0.31,0.39,0.36,0.49,0.34,0.3,0.32,0.38,0.28,0.32,0.31,0.27,0.32,0.26,0.27,0.52,0.29,0.26,0.28,0.24,0.26,0.26,0.31,0.25,0.2,0.21,0.24,0.19,0.23,0.19,0.21,0.2,0.2,0.39,0.22,0.21,0.28,0.28,0.18,0.2,0.23,0.18,0.17,0.42,0.2,0.18,0.21,0.18,0.15,0.28,0.15,0.15,0.22,0.33,0.15,0.15,0.16,0.15,0.16,0.21,0.15,0.14,0.13,0.13,0.13,0.13,0.14,0.14,0.14,0.12,0.27,0.15,0.12,0.11,0.14,0.1,0.13,0.13,0.11,0.11,0.11,0.1,0.09,0.11,0.09,0.09,0.09,0.1,0.09,0.12,0.09,0.09,0.09,0.08,0.08,0.09,0.21,0.11,0.08,0.11,0.08,0.08,0.07,0.08,0.07,0.06,0.1,0.07,0.08,0.08,0.07,0.06,0.06,0.06,0.1,0.06,0.07,0.05,0.07,0.07,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.07,0.04,0.04,0.04,0.04,0.04,0.0,0.03,0.04,0.03,0.02,0.32,0.69,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,99.98
09/23/2021,5.7,5.42,4.84,3.19,4.49,1.9,1.7,1.64,2.71,2.85,0.99,1.53,1.31,1.43,1.78,1.36,2.58,1.39,1.18,1.09,1.95,1.83,1.04,0.97,0.93,0.93,0.82,0.79,0.19,0.33,1.77,0.79,0.65,1.04,0.76,1.29,0.59,0.6,0.59,0.55,0.65,0.67,0.51,1.27,0.77,0.59,0.54,0.53,0.49,0.5,0.46,0.49,0.45,0.47,0.4,0.42,0.31,0.39,0.36,0.49,0.34,0.3,0.32,0.38,0.28,0.32,0.31,0.27,0.32,0.26,0.27,0.52,0.29,0.26,0.28,0.24,0.26,0.26,0.31,0.25,0.2,0.21,0.24,0.19,0.23,0.19,0.21,0.2,0.2,0.39,0.22,0.21,0.28,0.28,0.18,0.2,0.23,0.18,0.17,0.42,0.2,0.18,0.21,0.18,0.15,0.28,0.15,0.15,0.22,0.33,0.15,0.15,0.16,0.15,0.16,0.21,0.15,0.14,0.13,0.13,0.13,0.13,0.14,0.14,0.14,0.12,0.27,0.15,0.12,0.11,0.14,0.1,0.13,0.13,0.11,0.11,0.11,0.1,0.09,0.11,0.09,0.09,0.09,0.1,0.09,0.12,0.09,0.09,0.09,0.08,0.08,0.09,0.21,0.11,0.08,0.11,0.08,0.08,0.07,0.08,0.07,0.06,0.1,0.07,0.08,0.08,0.07,0.06,0.06,0.06,0.1,0.06,0.07,0.05,0.07,0.07,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.07,0.04,0.04,0.04,0.04,0.04,0.0,0.03,0.04,0.03,0.02,0.32,0.69,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,99.98
09/24/2021,5.65,5.36,4.79,3.12,4.38,1.93,1.73,1.65,2.68,2.82,0.99,1.56,1.32,1.4,1.78,1.35,2.56,1.41,1.21,1.11,1.99,1.82,1.05,0.98,0.94,0.94,0.83,0.82,0.19,0.33,1.77,0.82,0.67,1.05,0.77,1.27,0.6,0.61,0.59,0.56,0.64,0.67,0.48,1.26,0.77,0.58,0.54,0.53,0.47,0.5,0.47,0.5,0.46,0.47,0.41,0.42,0.31,0.4,0.38,0.49,0.34,0.3,0.33,0.38,0.28,0.32,0.32,0.27,0.32,0.26,0.28,0.53,0.3,0.26,0.28,0.24,0.26,0.25,0.3,0.26,0.2,0.21,0.24,0.19,0.23,0.19,0.2,0.2,0.2,0.39,0.23,0.21,0.28,0.29,0.18,0.2,0.23,0.18,0.17,0.42,0.2,0.18,0.21,0.18,0.15,0.28,0.16,0.14,0.22,0.33,0.15,0.15,0.16,0.15,0.15,0.21,0.15,0.14,0.14,0.13,0.13,0.13,0.14,0.14,0.14,0.12,0.26,0.15,0.12,0.12,0.14,0.1,0.13,0.13,0.12,0.11,0.11,0.1,0.09,0.11,0.09,0.1,0.1,0.1,0.09,0.13,0.09,0.09,0.1,0.09,0.08,0.09,0.21,0.11,0.08,0.11,0.08,0.09,0.07,0.08,0.07,0.06,0.11,0.07,0.08,0.08,0.07,0.06,0.06,0.06,0.09,0.06,0.07,0.06,0.07,0.07,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.07,0.04,0.04,0.04,0.04,0.04,0.0,0.03,0.04,0.03,0.02,0.31,0.69,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,100.0
09/27/2021,5.69,5.43,4.79,3.0,4.52,1.92,1.7,1.66,2.7,2.84,1.02,1.56,1.32,1.4,1.72,1.38,2.48,1.39,1.2,1.1,1.99,1.83,1.04,0.97,0.93,0.94,0.83,0.81,0.19,0.33,1.77,0.8,0.69,1.06,0.77,1.26,0.6,0.59,0.58,0.55,0.64,0.68,0.48,1.27,0.77,0.59,0.53,0.53,0.47,0.49,0.47,0.49,0.48,0.47,0.41,0.42,0.31,0.4,0.37,0.49,0.35,0.3,0.33,0.39,0.28,0.32,0.32,0.26,0.33,0.25,0.28,0.53,0.3,0.26,0.28,0.24,0.26,0.26,0.31,0.26,0.19,0.21,0.24,0.19,0.23,0.19,0.2,0.2,0.2,0.39,0.23,0.21,0.28,0.29,0.18,0.2,0.23,0.18,0.17,0.42,0.21,0.18,0.21,0.18,0.15,0.28,0.16,0.14,0.22,0.33,0.14,0.15,0.15,0.15,0.15,0.21,0.15,0.14,0.13,0.13,0.13,0.13,0.14,0.14,0.14,0.12,0.27,0.15,0.12,0.12,0.14,0.1,0.13,0.13,0.12,0.11,0.11,0.1,0.09,0.11,0.09,0.1,0.09,0.1,0.09,0.13,0.09,0.09,0.1,0.09,0.08,0.09,0.21,0.11,0.08,0.11,0.08,0.09,0.07,0.08,0.07,0.06,0.11,0.07,0.08,0.08,0.07,0.06,0.06,0.06,0.09,0.06,0.07,0.06,0.07,0.08,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.07,0.04,0.04,0.04,0.04,0.04,0.0,0.03,0.04,0.03,0.02,0.32,0.77,0.0,0.0,0.0,0.0,-0.03,0.0,0.0,0.0,0.0,100.02
09/28/2021,5.64,5.4,4.78,2.98,4.57,1.91,1.68,1.68,2.68,2.82,1.01,1.54,1.35,1.42,1.72,1.41,2.47,1.38,1.19,1.09,2.1,1.82,1.03,0.97,0.92,0.93,0.82,0.81,0.18,0.32,1.79,0.8,0.69,1.06,0.77,1.26,0.59,0.59,0.59,0.55,0.66,0.69,0.46,1.29,0.77,0.59,0.54,0.52,0.48,0.51,0.47,0.49,0.49,0.47,0.41,0.41,0.31,0.4,0.37,0.49,0.36,0.3,0.32,0.39,0.28,0.32,0.33,0.26,0.33,0.25,0.28,0.53,0.29,0.26,0.28,0.23,0.26,0.26,0.32,0.26,0.19,0.21,0.24,0.19,0.23,0.19,0.21,0.19,0.2,0.4,0.23,0.21,0.28,0.29,0.18,0.2,0.24,0.19,0.17,0.42,0.21,0.18,0.21,0.18,0.15,0.28,0.16,0.15,0.23,0.33,0.14,0.15,0.15,0.15,0.15,0.22,0.15,0.14,0.13,0.13,0.13,0.13,0.14,0.14,0.13,0.12,0.27,0.14,0.13,0.12,0.14,0.1,0.13,0.13,0.12,0.11,0.11,0.1,0.08,0.11,0.09,0.1,0.09,0.1,0.09,0.13,0.09,0.09,0.09,0.09,0.08,0.09,0.2,0.12,0.09,0.12,0.08,0.08,0.07,0.07,0.07,0.06,0.11,0.07,0.08,0.08,0.07,0.06,0.06,0.06,0.1,0.06,0.07,0.06,0.07,0.08,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.07,0.04,0.04,0.04,0.03,0.04,0.0,0.03,0.04,0.03,0.02,0.31,0.77,0.0,0.0,0.0,0.0,-0.03,0.0,0.0,0.0,0.0,100.06
09/29/2021,5.64,5.4,4.78,2.98,4.57,1.91,1.68,1.68,2.68,2.82,1.01,1.54,1.35,1.42,1.72,1.41,2.47,1.38,1.19,1.09,2.1,1.82,1.03,0.97,0.92,0.93,0.82,0.81,0.18,0.32,1.79,0.8,0.69,1.06,0.77,1.26,0.59,0.59,0.59,0.55,0.66,0.69,0.46,1.29,0.77,0.59,0.54,0.52,0.48,0.51,0.47,0.49,0.49,0.47,0.41,0.41,0.31,0.4,0.37,0.49,0.36,0.3,0.32,0.39,0.28,0.32,0.33,0.26,0.33,0.25,0.28,0.53,0.29,0.26,0.28,0.23,0.26,0.26,0.32,0.26,0.19,0.21,0.24,0.19,0.23,0.19,0.21,0.19,0.2,0.4,0.23,0.21,0.28,0.29,0.18,0.2,0.24,0.19,0.17,0.42,0.21,0.18,0.21,0.18,0.15,0.28,0.16,0.15,0.23,0.33,0.14,0.15,0.15,0.15,0.15,0.22,0.15,0.14,0.13,0.13,0.13,0.13,0.14,0.14,0.13,0.12,0.27,0.14,0.13,0.12,0.14,0.1,0.13,0.13,0.12,0.11,0.11,0.1,0.08,0.11,0.09,0.1,0.09,0.1,0.09,0.13,0.09,0.09,0.09,0.09,0.08,0.09,0.2,0.12,0.09,0.12,0.08,0.08,0.07,0.07,0.07,0.06,0.11,0.07,0.08,0.08,0.07,0.06,0.06,0.06,0.1,0.06,0.07,0.06,0.07,0.08,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.07,0.04,0.04,0.04,0.03,0.04,0.0,0.03,0.04,0.03,0.02,0.31,0.77,0.0,0.0,0.0,0.0,-0.03,0.0,0.0,0.0,0.0,100.06
09/30/2021,5.63,5.4,4.79,3.04,4.49,1.9,1.68,1.71,2.7,2.84,0.98,1.54,1.36,1.42,1.72,1.43,2.44,1.38,1.19,1.09,2.16,1.83,1.03,0.96,0.92,0.93,0.82,0.82,0.18,0.32,1.77,0.8,0.67,1.06,0.76,1.26,0.59,0.59,0.59,0.55,0.66,0.68,0.45,1.29,0.77,0.59,0.54,0.52,0.48,0.51,0.46,0.49,0.49,0.47,0.41,0.41,0.31,0.39,0.37,0.49,0.36,0.3,0.32,0.39,0.28,0.32,0.33,0.27,0.32,0.25,0.27,0.54,0.29,0.26,0.27,0.23,0.26,0.25,0.32,0.26,0.19,0.21,0.24,0.18,0.23,0.19,0.21,0.19,0.2,0.4,0.23,0.21,0.27,0.29,0.18,0.2,0.24,0.19,0.17,0.41,0.21,0.18,0.21,0.18,0.15,0.28,0.16,0.15,0.23,0.33,0.14,0.15,0.15,0.15,0.15,0.22,0.15,0.14,0.13,0.13,0.13,0.14,0.14,0.14,0.13,0.12,0.27,0.14,0.13,0.12,0.14,0.1,0.13,0.13,0.12,0.11,0.11,0.1,0.09,0.11,0.09,0.1,0.09,0.1,0.09,0.14,0.09,0.09,0.09,0.09,0.08,0.09,0.2,0.12,0.09,0.12,0.08,0.08,0.07,0.07,0.07,0.06,0.12,0.07,0.08,0.08,0.07,0.06,0.06,0.05,0.1,0.06,0.07,0.05,0.07,0.08,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.06,0.04,0.04,0.04,0.04,0.04,0.0,0.03,0.04,0.03,0.02,0.3,0.77,0.0,0.0,0.0,0.0,-0.02,0.0,0.0,0.0,0.0,100.02
10/01/2021,5.63,5.4,4.79,3.04,4.49,1.9,1.68,1.71,2.7,2.84,0.98,1.54,1.36,1.42,1.72,1.43,2.44,1.38,1.19,1.09,2.16,1.83,1.03,0.96,0.92,0.93,0.82,0.82,0.18,0.32,1.77,0.8,0.67,1.06,0.76,1.26,0.59,0.59,0.59,0.55,0.66,0.68,0.45,1.29,0.77,0.59,0.54,0.52,0.48,0.51,0.46,0.49,0.49,0.47,0.41,0.41,0.31,0.39,0.37,0.49,0.36,0.3,0.32,0.39,0.28,0.32,0.33,0.27,0.32,0.25,0.27,0.54,0.29,0.26,0.27,0.23,0.26,0.25,0.32,0.26,0.19,0.21,0.24,0.18,0.23,0.19,0.21,0.19,0.2,0.4,0.23,0.21,0.27,0.29,0.18,0.2,0.24,0.19,0.17,0.41,0.21,0.18,0.21,0.18,0.15,0.28,0.16,0.15,0.23,0.33,0.14,0.15,0.15,0.15,0.15,0.22,0.15,0.14,0.13,0.13,0.13,0.14,0.14,0.14,0.13,0.12,0.27,0.14,0.13,0.12,0.14,0.1,0.13,0.13,0.12,0.11,0.11,0.1,0.09,0.11,0.09,0.1,0.09,0.1,0.09,0.14,0.09,0.09,0.09,0.09,0.08,0.09,0.2,0.12,0.09,0.12,0.08,0.08,0.07,0.07,0.07,0.06,0.12,0.07,0.08,0.08,0.07,0.06,0.06,0.05,0.1,0.06,0.07,0.05,0.07,0.08,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.06,0.04,0.04,0.04,0.04,0.04,0.0,0.03,0.04,0.03,0.02,0.3,0.77,0.0,0.0,0.0,0.0,-0.02,0.0,0.0,0.0,0.0,100.02
