,DHR,ADBE,AMAT,RUN,DOCU,TMO,DT,MSCI,CMG,EW,RNG,CRWD,002960.SZ,FRC,BIO,TRMB,TDOC,COO,LSPDEUR,LULU,GDDY,EXAS,ZTS,ASML,BLL,PINS,SGEN,MKC,RMD,IDXX,EVBG,NEE,MLHR,HQY,HASI,CHGG,REGN,NVRO,ECL,MLAB,NOMD,PODD,SRNG,DXCM,NGVT,ZBRA,LBTYK,ON,VRRM,ETSY,CDAY,DSEY,TREX,HOLX,MTN,NXPI,MA,AZEK,LSF,n/a,TDUP,GDRX,NUAN,CREE,VRTX,BMBL,URI,SFIX,LYFT,ZY,ROP,WW,301012.SZ,DIBS,3L5,LSPD.TO,DNA,WOLF,WRBY,ZVIA,SHOP,EVGO,ABSI,RELY,MLKN,SUM
10/19/2021,3.5,3.28,1.71,2.07,2.03,2.4,2.9,2.27,2.73,2.46,0.0,1.9,0.0,2.06,2.2,1.9,1.39,1.86,0.0,1.9,1.36,1.57,1.72,1.78,1.8,1.01,1.68,1.47,1.59,1.41,1.57,1.48,1.1,1.2,1.41,1.14,1.75,0.85,1.18,1.28,1.1,1.17,0.0,1.85,1.42,1.15,1.16,1.27,1.03,1.04,1.18,1.0,0.4,0.54,0.95,0.71,0.83,1.18,0.76,1.61,0.78,1.11,0.54,0.0,0.6,0.98,0.0,0.0,1.21,0.0,0.87,0.0,0.0,0.54,0.0,1.79,1.29,0.71,0.57,0.53,0.47,0.38,0.25,0.11,0.0,99.99
10/20/2021,3.5,3.28,1.71,2.07,2.03,2.4,2.9,2.27,2.73,2.46,0.0,1.9,0.0,2.06,2.2,1.9,1.39,1.86,0.0,1.9,1.36,1.57,1.72,1.78,1.8,1.01,1.68,1.47,1.59,1.41,1.57,1.48,1.1,1.2,1.41,1.14,1.75,0.85,1.18,1.28,1.1,1.17,0.0,1.85,1.42,1.15,1.16,1.27,1.03,1.04,1.18,1.0,0.4,0.54,0.95,0.71,0.83,1.18,0.76,1.61,0.78,1.11,0.54,0.0,0.6,0.98,0.0,0.0,1.21,0.0,0.87,0.0,0.0,0.54,0.0,1.79,1.29,0.71,0.57,0.53,0.47,0.38,0.25,0.11,0.0,99.99
10/21/2021,3.5,3.28,1.71,2.07,2.03,2.4,2.9,2.27,2.73,2.46,0.0,1.9,0.0,2.06,2.2,1.9,1.39,1.86,0.0,1.9,1.36,1.57,1.72,1.78,1.8,1.01,1.68,1.47,1.59,1.41,1.57,1.48,1.1,1.2,1.41,1.14,1.75,0.85,1.18,1.28,1.1,1.17,0.0,1.85,1.42,1.15,1.16,1.27,1.03,1.04,1.18,1.0,0.4,0.54,0.95,0.71,0.83,1.18,0.76,1.61,0.78,1.11,0.54,0.0,0.6,0.98,0.0,0.0,1.21,0.0,0.87,0.0,0.0,0.54,0.0,1.79,1.29,0.71,0.57,0.53,0.47,0.38,0.25,0.11,0.0,99.99
10/22/2021,3.5,3.28,1.71,2.07,2.03,2.4,2.9,2.27,2.73,2.46,0.0,1.9,0.0,2.06,2.2,1.9,1.39,1.86,0.0,1.9,1.36,1.57,1.72,1.78,1.8,1.01,1.68,1.47,1.59,1.41,1.57,1.48,1.1,1.2,1.41,1.14,1.75,0.85,1.18,1.28,1.1,1.17,0.0,1.85,1.42,1.15,1.16,1.27,1.03,1.04,1.18,1.0,0.4,0.54,0.95,0.71,0.83,1.18,0.76,1.61,0.78,1.11,0.54,0.0,0.6,0.98,0.0,0.0,1.21,0.0,0.87,0.0,0.0,0.54,0.0,1.79,1.29,0.71,0.57,0.53,0.47,0.38,0.25,0.11,0.0,99.99
10/25/2021,3.5,3.28,1.71,2.07,2.03,2.4,2.9,2.27,2.73,2.46,0.0,1.9,0.0,2.06,2.2,1.9,1.39,1.86,0.0,1.9,1.36,1.57,1.72,1.78,1.8,1.01,1.68,1.47,1.59,1.41,1.57,1.48,1.1,1.2,1.41,1.14,1.75,0.85,1.18,1.28,1.1,1.17,0.0,1.85,1.42,1.15,1.16,1.27,1.03,1.04,1.18,1.0,0.4,0.54,0.95,0.71,0.83,1.18,0.76,1.61,0.78,1.11,0.54,0.0,0.6,0.98,0.0,0.0,1.21,0.0,0.87,0.0,0.0,0.54,0.0,1.79,1.29,0.71,0.57,0.53,0.47,0.38,0.25,0.11,0.0,99.99
10/26/2021,3.5,3.28,1.71,2.07,2.03,2.4,2.9,2.27,2.73,2.46,0.0,1.9,0.0,2.06,2.2,1.9,1.39,1.86,0.0,1.9,1.36,1.57,1.72,1.78,1.8,1.01,1.68,1.47,1.59,1.41,1.57,1.48,1.1,1.2,1.41,1.14,1.75,0.85,1.18,1.28,1.1,1.17,0.0,1.85,1.42,1.15,1.16,1.27,1.03,1.04,1.18,1.0,0.4,0.54,0.95,0.71,0.83,1.18,0.76,1.61,0.78,1.11,0.54,0.0,0.6,0.98,0.0,0.0,1.21,0.0,0.87,0.0,0.0,0.54,0.0,1.79,1.29,0.71,0.57,0.53,0.47,0.38,0.25,0.11,0.0,99.99
10/27/2021,3.5,3.28,1.71,2.07,2.03,2.4,2.9,2.27,2.73,2.46,0.0,1.9,0.0,2.06,2.2,1.9,1.39,1.86,0.0,1.9,1.36,1.57,1.72,1.78,1.8,1.01,1.68,1.47,1.59,1.41,1.57,1.48,1.1,1.2,1.41,1.14,1.75,0.85,1.18,1.28,1.1,1.17,0.0,1.85,1.42,1.15,1.16,1.27,1.03,1.04,1.18,1.0,0.4,0.54,0.95,0.71,0.83,1.18,0.76,1.61,0.78,1.11,0.54,0.0,0.6,0.98,0.0,0.0,1.21,0.0,0.87,0.0,0.0,0.54,0.0,1.79,1.29,0.71,0.57,0.53,0.47,0.38,0.25,0.11,0.0,99.99
10/28/2021,3.5,3.28,1.71,2.07,2.03,2.4,2.9,2.27,2.73,2.46,0.0,1.9,0.0,2.06,2.2,1.9,1.39,1.86,0.0,1.9,1.36,1.57,1.72,1.78,1.8,1.01,1.68,1.47,1.59,1.41,1.57,1.48,1.1,1.2,1.41,1.14,1.75,0.85,1.18,1.28,1.1,1.17,0.0,1.85,1.42,1.15,1.16,1.27,1.03,1.04,1.18,1.0,0.4,0.54,0.95,0.71,0.83,1.18,0.76,1.61,0.78,1.11,0.54,0.0,0.6,0.98,0.0,0.0,1.21,0.0,0.87,0.0,0.0,0.54,0.0,1.79,1.29,0.71,0.57,0.53,0.47,0.38,0.25,0.11,0.0,99.99
10/29/2021,3.5,3.28,1.71,2.07,2.03,2.4,2.9,2.27,2.73,2.46,0.0,1.9,0.0,2.06,2.2,1.9,1.39,1.86,0.0,1.9,1.36,1.57,1.72,1.78,1.8,1.01,1.68,1.47,1.59,1.41,1.57,1.48,1.1,1.2,1.41,1.14,1.75,0.85,1.18,1.28,1.1,1.17,0.0,1.85,1.42,1.15,1.16,1.27,1.03,1.04,1.18,1.0,0.4,0.54,0.95,0.71,0.83,1.18,0.76,1.61,0.78,1.11,0.54,0.0,0.6,0.98,0.0,0.0,1.21,0.0,0.87,0.0,0.0,0.54,0.0,1.79,1.29,0.71,0.57,0.53,0.47,0.38,0.25,0.11,0.0,99.99
11/01/2021,3.5,3.28,1.71,2.07,2.03,2.4,2.9,2.27,2.73,2.46,0.0,1.9,0.0,2.06,2.2,1.9,1.39,1.86,0.0,1.9,1.36,1.57,1.72,1.78,1.8,1.01,1.68,1.47,1.59,1.41,1.57,1.48,1.1,1.2,1.41,1.14,1.75,0.85,1.18,1.28,1.1,1.17,0.0,1.85,1.42,1.15,1.16,1.27,1.03,1.04,1.18,1.0,0.4,0.54,0.95,0.71,0.83,1.18,0.76,1.61,0.78,1.11,0.54,0.0,0.6,0.98,0.0,0.0,1.21,0.0,0.87,0.0,0.0,0.54,0.0,1.79,1.29,0.71,0.57,0.53,0.47,0.38,0.25,0.11,0.0,99.99
11/02/2021,3.5,3.28,1.71,2.07,2.03,2.4,2.9,2.27,2.73,2.46,0.0,1.9,0.0,2.06,2.2,1.9,1.39,1.86,0.0,1.9,1.36,1.57,1.72,1.78,1.8,1.01,1.68,1.47,1.59,1.41,1.57,1.48,0.0,1.2,1.41,1.14,1.75,0.85,1.18,1.28,1.1,1.17,0.0,1.85,1.42,1.15,1.16,1.27,1.03,1.04,1.18,1.0,0.4,0.54,0.95,0.71,0.83,1.18,0.76,1.61,0.78,1.11,0.54,0.0,0.6,0.98,0.0,0.0,1.21,0.0,0.87,0.0,0.0,0.54,0.0,1.79,1.29,0.71,0.57,0.53,0.47,0.38,0.25,0.11,1.1,99.99
11/03/2021,3.5,3.28,1.71,2.07,2.03,2.4,2.9,2.27,2.73,2.46,0.0,1.9,0.0,2.06,2.2,1.9,1.39,1.86,0.0,1.9,1.36,1.57,1.72,1.78,1.8,1.01,1.68,1.47,1.59,1.41,1.57,1.48,0.0,1.2,1.41,1.14,1.75,0.85,1.18,1.28,1.1,1.17,0.0,1.85,1.42,1.15,1.16,1.27,1.03,1.04,1.18,1.0,0.4,0.54,0.95,0.71,0.83,1.18,0.76,1.61,0.78,1.11,0.54,0.0,0.6,0.98,0.0,0.0,1.21,0.0,0.87,0.0,0.0,0.54,0.0,1.79,1.29,0.71,0.57,0.53,0.47,0.38,0.25,0.11,1.1,99.99
11/04/2021,3.5,3.28,1.71,2.07,2.03,2.4,2.9,2.27,2.73,2.46,0.0,1.9,0.0,2.06,2.2,1.9,1.39,1.86,0.0,1.9,1.36,1.57,1.72,1.78,1.8,1.01,1.68,1.47,1.59,1.41,1.57,1.48,0.0,1.2,1.41,1.14,1.75,0.85,1.18,1.28,1.1,1.17,0.0,1.85,1.42,1.15,1.16,1.27,1.03,1.04,1.18,1.0,0.4,0.54,0.95,0.71,0.83,1.18,0.76,1.61,0.78,1.11,0.54,0.0,0.6,0.98,0.0,0.0,1.21,0.0,0.87,0.0,0.0,0.54,0.0,1.79,1.29,0.71,0.57,0.53,0.47,0.38,0.25,0.11,1.1,99.99
11/05/2021,3.5,3.28,1.71,2.07,2.03,2.4,2.9,2.27,2.73,2.46,0.0,1.9,0.0,2.06,2.2,1.9,1.39,1.86,0.0,1.9,1.36,1.57,1.72,1.78,1.8,1.01,1.68,1.47,1.59,1.41,1.57,1.48,0.0,1.2,1.41,1.14,1.75,0.85,1.18,1.28,1.1,1.17,0.0,1.85,1.42,1.15,1.16,1.27,1.03,1.04,1.18,1.0,0.4,0.54,0.95,0.71,0.83,1.18,0.76,1.61,0.78,1.11,0.54,0.0,0.6,0.98,0.0,0.0,1.21,0.0,0.87,0.0,0.0,0.54,0.0,1.79,1.29,0.71,0.57,0.53,0.47,0.38,0.25,0.11,1.1,99.99
11/08/2021,3.5,3.28,1.71,2.07,2.03,2.4,2.9,2.27,2.73,2.46,0.0,1.9,0.0,2.06,2.2,1.9,1.39,1.86,0.0,1.9,1.36,1.57,1.72,1.78,1.8,1.01,1.68,1.47,1.59,1.41,1.57,1.48,0.0,1.2,1.41,1.14,1.75,0.85,1.18,1.28,1.1,1.17,0.0,1.85,1.42,1.15,1.16,1.27,1.03,1.04,1.18,1.0,0.4,0.54,0.95,0.71,0.83,1.18,0.76,1.61,0.78,1.11,0.54,0.0,0.6,0.98,0.0,0.0,1.21,0.0,0.87,0.0,0.0,0.54,0.0,1.79,1.29,0.71,0.57,0.53,0.47,0.38,0.25,0.11,1.1,99.99
11/09/2021,3.5,3.28,1.71,2.07,2.03,2.4,2.9,2.27,2.73,2.46,0.0,1.9,0.0,2.06,2.2,1.9,1.39,1.86,0.0,1.9,1.36,1.57,1.72,1.78,1.8,1.01,1.68,1.47,1.59,1.41,1.57,1.48,0.0,1.2,1.41,1.14,1.75,0.85,1.18,1.28,1.1,1.17,0.0,1.85,1.42,1.15,1.16,1.27,1.03,1.04,1.18,1.0,0.4,0.54,0.95,0.71,0.83,1.18,0.76,1.61,0.78,1.11,0.54,0.0,0.6,0.98,0.0,0.0,1.21,0.0,0.87,0.0,0.0,0.54,0.0,1.79,1.29,0.71,0.57,0.53,0.47,0.38,0.25,0.11,1.1,99.99
11/10/2021,3.5,3.28,1.71,2.07,2.03,2.4,2.9,2.27,2.73,2.46,0.0,1.9,0.0,2.06,2.2,1.9,1.39,1.86,0.0,1.9,1.36,1.57,1.72,1.78,1.8,1.01,1.68,1.47,1.59,1.41,1.57,1.48,0.0,1.2,1.41,1.14,1.75,0.85,1.18,1.28,1.1,1.17,0.0,1.85,1.42,1.15,1.16,1.27,1.03,1.04,1.18,1.0,0.4,0.54,0.95,0.71,0.83,1.18,0.76,1.61,0.78,1.11,0.54,0.0,0.6,0.98,0.0,0.0,1.21,0.0,0.87,0.0,0.0,0.54,0.0,1.79,1.29,0.71,0.57,0.53,0.47,0.38,0.25,0.11,1.1,99.99
11/11/2021,3.5,3.28,1.71,2.07,2.03,2.4,2.9,2.27,2.73,2.46,0.0,1.9,0.0,2.06,2.2,1.9,1.39,1.86,0.0,1.9,1.36,1.57,1.72,1.78,1.8,1.01,1.68,1.47,1.59,1.41,1.57,1.48,0.0,1.2,1.41,1.14,1.75,0.85,1.18,1.28,1.1,1.17,0.0,1.85,1.42,1.15,1.16,1.27,1.03,1.04,1.18,1.0,0.4,0.54,0.95,0.71,0.83,1.18,0.76,1.61,0.78,1.11,0.54,0.0,0.6,0.98,0.0,0.0,1.21,0.0,0.87,0.0,0.0,0.54,0.0,1.79,1.29,0.71,0.57,0.53,0.47,0.38,0.25,0.11,1.1,99.99
11/12/2021,3.5,3.28,1.71,2.07,2.03,2.4,2.9,2.27,2.73,2.46,0.0,1.9,0.0,2.06,2.2,1.9,1.39,1.86,0.0,1.9,1.36,1.57,1.72,1.78,1.8,1.01,1.68,1.47,1.59,1.41,1.57,1.48,0.0,1.2,1.41,1.14,1.75,0.85,1.18,1.28,1.1,1.17,0.0,1.85,1.42,1.15,1.16,1.27,1.03,1.04,1.18,1.0,0.4,0.54,0.95,0.71,0.83,1.18,0.76,1.61,0.78,1.11,0.54,0.0,0.6,0.98,0.0,0.0,1.21,0.0,0.87,0.0,0.0,0.54,0.0,1.79,1.29,0.71,0.57,0.53,0.47,0.38,0.25,0.11,1.1,99.99
11/15/2021,3.5,3.28,1.71,2.07,2.03,2.4,2.9,2.27,2.73,2.46,0.0,1.9,0.0,2.06,2.2,1.9,1.39,1.86,0.0,1.9,1.36,1.57,1.72,1.78,1.8,1.01,1.68,1.47,1.59,1.41,1.57,1.48,0.0,1.2,1.41,1.14,1.75,0.85,1.18,1.28,1.1,1.17,0.0,1.85,1.42,1.15,1.16,1.27,1.03,1.04,1.18,1.0,0.4,0.54,0.95,0.71,0.83,1.18,0.76,1.61,0.78,1.11,0.54,0.0,0.6,0.98,0.0,0.0,1.21,0.0,0.87,0.0,0.0,0.54,0.0,1.79,1.29,0.71,0.57,0.53,0.47,0.38,0.25,0.11,1.1,99.99
11/16/2021,3.5,3.28,1.71,2.07,2.03,2.4,2.9,2.27,2.73,2.46,0.0,1.9,0.0,2.06,2.2,1.9,1.39,1.86,0.0,1.9,1.36,1.57,1.72,1.78,1.8,1.01,1.68,1.47,1.59,1.41,1.57,1.48,0.0,1.2,1.41,1.14,1.75,0.85,1.18,1.28,1.1,1.17,0.0,1.85,1.42,1.15,1.16,1.27,1.03,1.04,1.18,1.0,0.4,0.54,0.95,0.71,0.83,1.18,0.76,1.61,0.78,1.11,0.54,0.0,0.6,0.98,0.0,0.0,1.21,0.0,0.87,0.0,0.0,0.54,0.0,1.79,1.29,0.71,0.57,0.53,0.47,0.38,0.25,0.11,1.1,99.99
11/17/2021,3.5,3.28,1.71,2.07,2.03,2.4,2.9,2.27,2.73,2.46,0.0,1.9,0.0,2.06,2.2,1.9,1.39,1.86,0.0,1.9,1.36,1.57,1.72,1.78,1.8,1.01,1.68,1.47,1.59,1.41,1.57,1.48,0.0,1.2,1.41,1.14,1.75,0.85,1.18,1.28,1.1,1.17,0.0,1.85,1.42,1.15,1.16,1.27,1.03,1.04,1.18,1.0,0.4,0.54,0.95,0.71,0.83,1.18,0.76,1.61,0.78,1.11,0.54,0.0,0.6,0.98,0.0,0.0,1.21,0.0,0.87,0.0,0.0,0.54,0.0,1.79,1.29,0.71,0.57,0.53,0.47,0.38,0.25,0.11,1.1,99.99
11/18/2021,3.5,3.28,1.71,2.07,2.03,2.4,2.9,2.27,2.73,2.46,0.0,1.9,0.0,2.06,2.2,1.9,1.39,1.86,0.0,1.9,1.36,1.57,1.72,1.78,1.8,1.01,1.68,1.47,1.59,1.41,1.57,1.48,0.0,1.2,1.41,1.14,1.75,0.85,1.18,1.28,1.1,1.17,0.0,1.85,1.42,1.15,1.16,1.27,1.03,1.04,1.18,1.0,0.4,0.54,0.95,0.71,0.83,1.18,0.76,1.61,0.78,1.11,0.54,0.0,0.6,0.98,0.0,0.0,1.21,0.0,0.87,0.0,0.0,0.54,0.0,1.79,1.29,0.71,0.57,0.53,0.47,0.38,0.25,0.11,1.1,99.99
11/19/2021,3.5,3.28,1.71,2.07,2.03,2.4,2.9,2.27,2.73,2.46,0.0,1.9,0.0,2.06,2.2,1.9,1.39,1.86,0.0,1.9,1.36,1.57,1.72,1.78,1.8,1.01,1.68,1.47,1.59,1.41,1.57,1.48,0.0,1.2,1.41,1.14,1.75,0.85,1.18,1.28,1.1,1.17,0.0,1.85,1.42,1.15,1.16,1.27,1.03,1.04,1.18,1.0,0.4,0.54,0.95,0.71,0.83,1.18,0.76,1.61,0.78,1.11,0.54,0.0,0.6,0.98,0.0,0.0,1.21,0.0,0.87,0.0,0.0,0.54,0.0,1.79,1.29,0.71,0.57,0.53,0.47,0.38,0.25,0.11,1.1,99.99
11/22/2021,3.5,3.28,1.71,2.07,2.03,2.4,2.9,2.27,2.73,2.46,0.0,1.9,0.0,2.06,2.2,1.9,1.39,1.86,0.0,1.9,1.36,1.57,1.72,1.78,1.8,1.01,1.68,1.47,1.59,1.41,1.57,1.48,0.0,1.2,1.41,1.14,1.75,0.85,1.18,1.28,1.1,1.17,0.0,1.85,1.42,1.15,1.16,1.27,1.03,1.04,1.18,1.0,0.4,0.54,0.95,0.71,0.83,1.18,0.76,1.61,0.78,1.11,0.54,0.0,0.6,0.98,0.0,0.0,1.21,0.0,0.87,0.0,0.0,0.54,0.0,1.79,1.29,0.71,0.57,0.53,0.47,0.38,0.25,0.11,1.1,99.99
11/23/2021,3.5,3.28,1.71,2.07,2.03,2.4,2.9,2.27,2.73,2.46,0.0,1.9,0.0,2.06,2.2,1.9,1.39,1.86,0.0,1.9,1.36,1.57,1.72,1.78,1.8,1.01,1.68,1.47,1.59,1.41,1.57,1.48,0.0,1.2,1.41,1.14,1.75,0.85,1.18,1.28,1.1,1.17,0.0,1.85,1.42,1.15,1.16,1.27,1.03,1.04,1.18,1.0,0.4,0.54,0.95,0.71,0.83,1.18,0.76,1.61,0.78,1.11,0.54,0.0,0.6,0.98,0.0,0.0,1.21,0.0,0.87,0.0,0.0,0.54,0.0,1.79,1.29,0.71,0.57,0.53,0.47,0.38,0.25,0.11,1.1,99.99
11/24/2021,3.5,3.28,1.71,2.07,2.03,2.4,2.9,2.27,2.73,2.46,0.0,1.9,0.0,2.06,2.2,1.9,1.39,1.86,0.0,1.9,1.36,1.57,1.72,1.78,1.8,1.01,1.68,1.47,1.59,1.41,1.57,1.48,0.0,1.2,1.41,1.14,1.75,0.85,1.18,1.28,1.1,1.17,0.0,1.85,1.42,1.15,1.16,1.27,1.03,1.04,1.18,1.0,0.4,0.54,0.95,0.71,0.83,1.18,0.76,1.61,0.78,1.11,0.54,0.0,0.6,0.98,0.0,0.0,1.21,0.0,0.87,0.0,0.0,0.54,0.0,1.79,1.29,0.71,0.57,0.53,0.47,0.38,0.25,0.11,1.1,99.99
11/25/2021,3.5,3.28,1.71,2.07,2.03,2.4,2.9,2.27,2.73,2.46,0.0,1.9,0.0,2.06,2.2,1.9,1.39,1.86,0.0,1.9,1.36,1.57,1.72,1.78,1.8,1.01,1.68,1.47,1.59,1.41,1.57,1.48,0.0,1.2,1.41,1.14,1.75,0.85,1.18,1.28,1.1,1.17,0.0,1.85,1.42,1.15,1.16,1.27,1.03,1.04,1.18,1.0,0.4,0.54,0.95,0.71,0.83,1.18,0.76,1.61,0.78,1.11,0.54,0.0,0.6,0.98,0.0,0.0,1.21,0.0,0.87,0.0,0.0,0.54,0.0,1.79,1.29,0.71,0.57,0.53,0.47,0.38,0.25,0.11,1.1,99.99
11/26/2021,3.5,3.28,1.71,2.07,2.03,2.4,2.9,2.27,2.73,2.46,0.0,1.9,0.0,2.06,2.2,1.9,1.39,1.86,0.0,1.9,1.36,1.57,1.72,1.78,1.8,1.01,1.68,1.47,1.59,1.41,1.57,1.48,0.0,1.2,1.41,1.14,1.75,0.85,1.18,1.28,1.1,1.17,0.0,1.85,1.42,1.15,1.16,1.27,1.03,1.04,1.18,1.0,0.4,0.54,0.95,0.71,0.83,1.18,0.76,1.61,0.78,1.11,0.54,0.0,0.6,0.98,0.0,0.0,1.21,0.0,0.87,0.0,0.0,0.54,0.0,1.79,1.29,0.71,0.57,0.53,0.47,0.38,0.25,0.11,1.1,99.99
11/29/2021,3.5,3.28,1.71,2.07,2.03,2.4,2.9,2.27,2.73,2.46,0.0,1.9,0.0,2.06,2.2,1.9,1.39,1.86,0.0,1.9,1.36,1.57,1.72,1.78,1.8,1.01,1.68,1.47,1.59,1.41,1.57,1.48,0.0,1.2,1.41,1.14,1.75,0.85,1.18,1.28,1.1,1.17,0.0,1.85,1.42,1.15,1.16,1.27,1.03,1.04,1.18,1.0,0.4,0.54,0.95,0.71,0.83,1.18,0.76,1.61,0.78,1.11,0.54,0.0,0.6,0.98,0.0,0.0,1.21,0.0,0.87,0.0,0.0,0.54,0.0,1.79,1.29,0.71,0.57,0.53,0.47,0.38,0.25,0.11,1.1,99.99
11/30/2021,3.5,3.28,1.71,2.07,2.03,2.4,2.9,2.27,2.73,2.46,0.0,1.9,0.0,2.06,2.2,1.9,1.39,1.86,0.0,1.9,1.36,1.57,1.72,1.78,1.8,1.01,1.68,1.47,1.59,1.41,1.57,1.48,0.0,1.2,1.41,1.14,1.75,0.85,1.18,1.28,1.1,1.17,0.0,1.85,1.42,1.15,1.16,1.27,1.03,1.04,1.18,1.0,0.4,0.54,0.95,0.71,0.83,1.18,0.76,1.61,0.78,1.11,0.54,0.0,0.6,0.98,0.0,0.0,1.21,0.0,0.87,0.0,0.0,0.54,0.0,1.79,1.29,0.71,0.57,0.53,0.47,0.38,0.25,0.11,1.1,99.99
12/01/2021,3.5,3.28,1.71,2.07,2.03,2.4,2.9,2.27,2.73,2.46,0.0,1.9,0.0,2.06,2.2,1.9,1.39,1.86,0.0,1.9,1.36,1.57,1.72,1.78,1.8,1.01,1.68,1.47,1.59,1.41,1.57,1.48,0.0,1.2,1.41,1.14,1.75,0.85,1.18,1.28,1.1,1.17,0.0,1.85,1.42,1.15,1.16,1.27,1.03,1.04,1.18,1.0,0.4,0.54,0.95,0.71,0.83,1.18,0.76,1.61,0.78,1.11,0.54,0.0,0.6,0.98,0.0,0.0,1.21,0.0,0.87,0.0,0.0,0.54,0.0,1.79,1.29,0.71,0.57,0.53,0.47,0.38,0.25,0.11,1.1,99.99
12/02/2021,3.5,3.28,1.71,2.07,2.03,2.4,2.9,2.27,2.73,2.46,0.0,1.9,0.0,2.06,2.2,1.9,1.39,1.86,0.0,1.9,1.36,1.57,1.72,1.78,1.8,1.01,1.68,1.47,1.59,1.41,1.57,1.48,0.0,1.2,1.41,1.14,1.75,0.85,1.18,1.28,1.1,1.17,0.0,1.85,1.42,1.15,1.16,1.27,1.03,1.04,1.18,1.0,0.4,0.54,0.95,0.71,0.83,1.18,0.76,1.61,0.78,1.11,0.54,0.0,0.6,0.98,0.0,0.0,1.21,0.0,0.87,0.0,0.0,0.54,0.0,1.79,1.29,0.71,0.57,0.53,0.47,0.38,0.25,0.11,1.1,99.99
12/06/2021,3.5,3.28,1.71,2.07,2.03,2.4,2.9,2.27,2.73,2.46,0.0,1.9,0.0,2.06,2.2,1.9,1.39,1.86,0.0,1.9,1.36,1.57,1.72,1.78,1.8,1.01,1.68,1.47,1.59,1.41,1.57,1.48,0.0,1.2,1.41,1.14,1.75,0.85,1.18,1.28,1.1,1.17,0.0,1.85,1.42,1.15,1.16,1.27,1.03,1.04,1.18,1.0,0.4,0.54,0.95,0.71,0.83,1.18,0.76,1.61,0.78,1.11,0.54,0.0,0.6,0.98,0.0,0.0,1.21,0.0,0.87,0.0,0.0,0.54,0.0,1.79,1.29,0.71,0.57,0.53,0.47,0.38,0.25,0.11,1.1,99.99
12/07/2021,3.5,3.28,1.71,2.07,2.03,2.4,2.9,2.27,2.73,2.46,0.0,1.9,0.0,2.06,2.2,1.9,1.39,1.86,0.0,1.9,1.36,1.57,1.72,1.78,1.8,1.01,1.68,1.47,1.59,1.41,1.57,1.48,0.0,1.2,1.41,1.14,1.75,0.85,1.18,1.28,1.1,1.17,0.0,1.85,1.42,1.15,1.16,1.27,1.03,1.04,1.18,1.0,0.4,0.54,0.95,0.71,0.83,1.18,0.76,1.61,0.78,1.11,0.54,0.0,0.6,0.98,0.0,0.0,1.21,0.0,0.87,0.0,0.0,0.54,0.0,1.79,1.29,0.71,0.57,0.53,0.47,0.38,0.25,0.11,1.1,99.99
12/08/2021,3.5,3.28,1.71,2.07,2.03,2.4,2.9,2.27,2.73,2.46,0.0,1.9,0.0,2.06,2.2,1.9,1.39,1.86,0.0,1.9,1.36,1.57,1.72,1.78,1.8,1.01,1.68,1.47,1.59,1.41,1.57,1.48,0.0,1.2,1.41,1.14,1.75,0.85,1.18,1.28,1.1,1.17,0.0,1.85,1.42,1.15,1.16,1.27,1.03,1.04,1.18,1.0,0.4,0.54,0.95,0.71,0.83,1.18,0.76,1.61,0.78,1.11,0.54,0.0,0.6,0.98,0.0,0.0,1.21,0.0,0.87,0.0,0.0,0.54,0.0,1.79,1.29,0.71,0.57,0.53,0.47,0.38,0.25,0.11,1.1,99.99
12/09/2021,3.5,3.28,1.71,2.07,2.03,2.4,2.9,2.27,2.73,2.46,0.0,1.9,0.0,2.06,2.2,1.9,1.39,1.86,0.0,1.9,1.36,1.57,1.72,1.78,1.8,1.01,1.68,1.47,1.59,1.41,1.57,1.48,0.0,1.2,1.41,1.14,1.75,0.85,1.18,1.28,1.1,1.17,0.0,1.85,1.42,1.15,1.16,1.27,1.03,1.04,1.18,1.0,0.4,0.54,0.95,0.71,0.83,1.18,0.76,1.61,0.78,1.11,0.54,0.0,0.6,0.98,0.0,0.0,1.21,0.0,0.87,0.0,0.0,0.54,0.0,1.79,1.29,0.71,0.57,0.53,0.47,0.38,0.25,0.11,1.1,99.99
12/10/2021,3.5,3.28,1.71,2.07,2.03,2.4,2.9,2.27,2.73,2.46,0.0,1.9,0.0,2.06,2.2,1.9,1.39,1.86,0.0,1.9,1.36,1.57,1.72,1.78,1.8,1.01,1.68,1.47,1.59,1.41,1.57,1.48,0.0,1.2,1.41,1.14,1.75,0.85,1.18,1.28,1.1,1.17,0.0,1.85,1.42,1.15,1.16,1.27,1.03,1.04,1.18,1.0,0.4,0.54,0.95,0.71,0.83,1.18,0.76,1.61,0.78,1.11,0.54,0.0,0.6,0.98,0.0,0.0,1.21,0.0,0.87,0.0,0.0,0.54,0.0,1.79,1.29,0.71,0.57,0.53,0.47,0.38,0.25,0.11,1.1,99.99
