,AAPL,MSFT,AMZN,FB,GOOG,GOOGL,2330.TW,NVDA,TSLA,JNJ,JPM,700.HK,V,Alibaba Group Holding Ltd.,UNH,NESN.SW,BRK.B,PG,005930.KS,HD,MA,BAC,PYPL,DIS,ASML.AS,ROG.SW,ADBE,CMCSA,KO,NFLX,VZ,INTC,CSCO,T,PFE,MC.PA,PEP,ABBV,CRM,WMT,AVGO,ABT,MRK,NKE,ACN,NOVN.SW,COST,TMO,MDT,LLY,7203.T,DHR,TXN,MCD,WFC,SHOP.NE,HON,BMY,ULVR.L,PM,QCOM,AZN.L,C,ORCL,UNP,SAP.DE,SBUX,1299.HK,UPS,KMI,PXD,RTX,NOVOB.CO,RY.TO,IBM,SIE.DE,AMGN,3690.HK,LOW,NEE,6758.T,LIN,INTU,AMAT,OR.PA,SLB,BLK,8031.T,ALV.DE,MS,BA,CBA.AX,SAN.PA,GS,TD.TO,GE,ISRG,VALE3.SA,MMM,DGE.L,AMT,AXP,HSBA.L,CAT,TGT,DE,AMD,CVS,MDLZ,BKNG,MO,CHTR,GSK.L,RIO.L,SU.PA,PNC,FIS,CSL.AX,SYK,HAL,ES,British American Tobacco PLC Sponsored ADR,SCHW,DAI.DE,NOW,SPGI,LRCX,AWK,EL,PLD,ADP,GILD,ZM,MU,SQ,9984.T,6861.T,ZTS,China Construction Bank Corporation Class H,DG.PA,TMUS,LMT,BNS.TO,NPN.JO,CCI,MMC,ANTM,USB,Infosys Limited Sponsored ADR,SHW,TJX,Sberbank Russia PJSC Sponsored ADR,AIR.PA,ENB,8306.T,BAM.A.TO,CSX,DTE.DE,CL,ECL,TFC,ITW,KER.PA,PPL.TO,CB,CI,BMO.TO,MRNA,NSC,BDX,SIKA.SW,WBC.AX,CME,6098.T,EQIX,WTRG,MELI,FCX,INVE B.ST,FISV,ADS.DE,NG.L,CNR.TO,UBER,ADSK,388.HK,RELIANCE.NS,7974.T,GM,4063.T,EMR,Compagnie Financiere Richemont SA,SRE,SNAP,NIO,ATVI,JCI,ZURN.SW,NESTE.HE,NXPI,6367.T,EW,RKT.L,WMB,9988.HK,SHOP,NOVO B.CO,BMTA.,INFY,SBRCY,ENB.TO,939.HK,SAN.MC,RITN.,ETN,VOW3.DE,ILMN,STATE STREET INSTITUTIONAL LIQ STATE STR,JD,4308.T,GIVN.SW,BX,BSX,GEN.,BNP.PA,GE.,PRX.AS,AON,A,BAM,ADI,8035.T,SUM
08/16/2021,3.68,3.04,2.09,1.27,1.24,1.25,0.78,0.74,0.82,0.7,0.7,0.54,0.59,0.0,0.57,0.53,0.56,0.54,0.47,0.51,0.47,0.49,0.43,0.47,0.5,0.42,0.41,0.39,0.38,0.34,0.35,0.33,0.37,0.32,0.4,0.36,0.34,0.32,0.33,0.34,0.33,0.33,0.31,0.33,0.33,0.3,0.33,0.31,0.29,0.32,0.29,0.32,0.26,0.27,0.31,0.0,0.27,0.25,0.24,0.25,0.25,0.23,0.26,0.25,0.23,0.24,0.22,0.21,0.2,0.21,0.21,0.22,0.0,0.22,0.22,0.22,0.19,0.17,0.2,0.23,0.2,0.21,0.21,0.19,0.21,0.18,0.2,0.19,0.18,0.22,0.19,0.19,0.18,0.2,0.17,0.0,0.19,0.17,0.18,0.18,0.18,0.17,0.17,0.17,0.18,0.18,0.18,0.17,0.16,0.16,0.16,0.17,0.16,0.15,0.17,0.16,0.14,0.15,0.14,0.13,0.16,0.0,0.15,0.15,0.15,0.15,0.13,0.15,0.14,0.15,0.15,0.14,0.12,0.12,0.17,0.12,0.15,0.14,0.0,0.13,0.13,0.12,0.13,0.12,0.12,0.13,0.12,0.13,0.0,0.14,0.13,0.0,0.12,0.0,0.12,0.13,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.11,0.12,0.0,0.11,0.18,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.13,0.12,0.12,0.11,0.1,0.11,0.11,0.0,0.12,0.11,0.1,0.0,0.0,0.0,0.11,0.0,0.1,0.11,0.0,0.0,0.11,0.11,0.0,0.11,0.12,0.1,0.0,0.0,0.53,0.26,0.26,0.14,0.14,0.13,0.14,0.12,0.11,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.1,0.11,0.0,0.0,0.1,0.18,0.0,0.0,0.0,0.0,0.0,0.0,56.19
08/17/2021,3.67,3.07,2.08,1.27,1.23,1.25,0.77,0.75,0.81,0.7,0.69,0.52,0.59,0.0,0.58,0.53,0.55,0.55,0.45,0.51,0.47,0.48,0.43,0.47,0.5,0.42,0.41,0.39,0.39,0.34,0.35,0.33,0.37,0.32,0.41,0.36,0.34,0.32,0.33,0.34,0.33,0.33,0.31,0.33,0.33,0.3,0.33,0.31,0.29,0.32,0.29,0.32,0.27,0.27,0.3,0.0,0.27,0.25,0.24,0.25,0.25,0.23,0.25,0.26,0.23,0.24,0.23,0.21,0.2,0.21,0.21,0.22,0.0,0.22,0.22,0.22,0.19,0.16,0.2,0.23,0.2,0.21,0.21,0.19,0.21,0.18,0.2,0.19,0.18,0.22,0.19,0.19,0.18,0.2,0.17,0.0,0.19,0.16,0.18,0.18,0.18,0.17,0.17,0.17,0.18,0.18,0.19,0.17,0.16,0.16,0.16,0.17,0.16,0.15,0.17,0.15,0.14,0.16,0.15,0.13,0.16,0.0,0.15,0.15,0.15,0.15,0.13,0.15,0.14,0.15,0.15,0.14,0.12,0.12,0.17,0.12,0.15,0.14,0.0,0.13,0.13,0.12,0.13,0.12,0.12,0.13,0.12,0.13,0.0,0.14,0.13,0.0,0.12,0.0,0.12,0.13,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.11,0.13,0.0,0.11,0.18,0.11,0.11,0.12,0.11,0.11,0.12,0.11,0.11,0.13,0.11,0.12,0.11,0.11,0.11,0.11,0.0,0.12,0.11,0.1,0.0,0.0,0.0,0.11,0.0,0.1,0.11,0.0,0.0,0.11,0.11,0.0,0.11,0.12,0.1,0.0,0.0,0.52,0.26,0.26,0.14,0.14,0.13,0.14,0.12,0.11,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.1,0.11,0.0,0.0,0.1,0.18,0.0,0.0,0.0,0.0,0.0,0.0,56.17
08/18/2021,3.67,3.07,2.08,1.27,1.23,1.25,0.77,0.75,0.81,0.7,0.69,0.52,0.59,0.0,0.58,0.53,0.55,0.55,0.45,0.51,0.47,0.48,0.43,0.47,0.5,0.42,0.41,0.39,0.39,0.34,0.35,0.33,0.37,0.32,0.41,0.36,0.34,0.32,0.33,0.34,0.33,0.33,0.31,0.33,0.33,0.3,0.33,0.31,0.29,0.32,0.29,0.32,0.27,0.27,0.3,0.0,0.27,0.25,0.24,0.25,0.25,0.23,0.25,0.26,0.23,0.24,0.23,0.21,0.2,0.21,0.21,0.22,0.0,0.22,0.22,0.22,0.19,0.16,0.2,0.23,0.2,0.21,0.21,0.19,0.21,0.18,0.2,0.19,0.18,0.22,0.19,0.19,0.18,0.2,0.17,0.0,0.19,0.16,0.18,0.18,0.18,0.17,0.17,0.17,0.18,0.18,0.19,0.17,0.16,0.16,0.16,0.17,0.16,0.15,0.17,0.15,0.14,0.16,0.15,0.13,0.16,0.0,0.15,0.15,0.15,0.15,0.13,0.15,0.14,0.15,0.15,0.14,0.12,0.12,0.17,0.12,0.15,0.14,0.0,0.13,0.13,0.12,0.13,0.12,0.12,0.13,0.12,0.13,0.0,0.14,0.13,0.0,0.12,0.0,0.12,0.13,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.11,0.13,0.0,0.11,0.18,0.11,0.11,0.12,0.11,0.11,0.12,0.11,0.11,0.13,0.11,0.12,0.11,0.11,0.11,0.11,0.0,0.12,0.11,0.1,0.0,0.0,0.0,0.11,0.0,0.1,0.11,0.0,0.0,0.11,0.11,0.0,0.11,0.12,0.1,0.0,0.0,0.52,0.26,0.26,0.14,0.14,0.13,0.14,0.12,0.11,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.1,0.11,0.0,0.0,0.1,0.18,0.0,0.0,0.0,0.0,0.0,0.0,56.17
08/20/2021,3.74,3.1,2.07,1.26,1.24,1.26,0.77,0.73,0.76,0.72,0.69,0.49,0.6,0.0,0.6,0.55,0.56,0.56,0.45,0.49,0.47,0.48,0.43,0.46,0.5,0.43,0.41,0.4,0.39,0.35,0.35,0.33,0.37,0.33,0.43,0.35,0.35,0.33,0.33,0.35,0.33,0.34,0.32,0.33,0.34,0.31,0.34,0.32,0.3,0.33,0.28,0.33,0.26,0.28,0.3,0.0,0.27,0.26,0.24,0.25,0.25,0.23,0.25,0.26,0.23,0.24,0.23,0.23,0.21,0.2,0.2,0.22,0.0,0.22,0.22,0.22,0.2,0.15,0.19,0.23,0.19,0.21,0.21,0.19,0.21,0.17,0.2,0.19,0.18,0.22,0.18,0.18,0.18,0.2,0.17,0.0,0.19,0.16,0.18,0.18,0.18,0.17,0.16,0.17,0.17,0.18,0.19,0.17,0.17,0.15,0.16,0.17,0.16,0.14,0.17,0.15,0.14,0.16,0.15,0.13,0.16,0.0,0.15,0.14,0.15,0.15,0.13,0.16,0.14,0.15,0.15,0.15,0.12,0.12,0.16,0.12,0.15,0.14,0.0,0.13,0.12,0.12,0.13,0.0,0.12,0.14,0.12,0.13,0.0,0.14,0.13,0.0,0.12,0.0,0.12,0.13,0.12,0.12,0.11,0.12,0.12,0.12,0.11,0.11,0.13,0.0,0.11,0.19,0.11,0.11,0.12,0.11,0.11,0.12,0.11,0.11,0.12,0.1,0.11,0.11,0.11,0.11,0.11,0.0,0.12,0.11,0.11,0.0,0.0,0.0,0.11,0.0,0.1,0.11,0.0,0.0,0.11,0.11,0.0,0.1,0.12,0.11,0.0,0.0,0.49,0.25,0.27,0.14,0.14,0.14,0.14,0.12,0.1,0.1,0.11,0.0,0.11,0.0,0.0,0.0,0.1,0.11,0.0,0.0,0.0,0.17,0.14,0.1,0.0,0.0,0.0,0.0,56.280000000000015
08/24/2021,3.72,3.25,2.06,1.27,1.26,1.27,0.74,0.79,0.78,0.73,0.68,0.48,0.6,0.0,0.62,0.55,0.56,0.56,0.44,0.51,0.46,0.47,0.44,0.47,0.5,0.43,0.42,0.4,0.39,0.37,0.35,0.33,0.38,0.32,0.42,0.31,0.35,0.33,0.35,0.35,0.33,0.34,0.32,0.33,0.34,0.31,0.35,0.32,0.3,0.33,0.26,0.33,0.26,0.28,0.29,0.0,0.27,0.26,0.24,0.25,0.25,0.24,0.25,0.26,0.23,0.24,0.23,0.22,0.21,0.19,0.2,0.22,0.0,0.22,0.22,0.22,0.19,0.14,0.22,0.24,0.19,0.22,0.22,0.19,0.21,0.17,0.2,0.17,0.18,0.22,0.17,0.18,0.19,0.19,0.17,0.0,0.2,0.15,0.17,0.18,0.19,0.16,0.16,0.16,0.17,0.17,0.18,0.17,0.17,0.15,0.17,0.17,0.16,0.14,0.17,0.15,0.14,0.16,0.15,0.12,0.17,0.0,0.15,0.14,0.16,0.15,0.13,0.16,0.15,0.15,0.15,0.15,0.12,0.12,0.17,0.11,0.15,0.14,0.0,0.13,0.13,0.12,0.13,0.0,0.13,0.14,0.12,0.12,0.0,0.14,0.14,0.0,0.12,0.0,0.12,0.13,0.12,0.12,0.11,0.12,0.12,0.12,0.1,0.11,0.13,0.0,0.11,0.18,0.11,0.11,0.12,0.11,0.11,0.12,0.11,0.11,0.13,0.0,0.11,0.12,0.1,0.12,0.11,0.0,0.12,0.11,0.11,0.0,0.0,0.0,0.11,0.0,0.1,0.11,0.0,0.0,0.11,0.11,0.0,0.1,0.12,0.11,0.0,0.0,0.45,0.25,0.28,0.14,0.14,0.13,0.13,0.12,0.1,0.0,0.11,0.0,0.1,0.0,0.0,0.0,0.11,0.11,0.1,0.0,0.0,0.17,0.11,0.1,0.1,0.0,0.0,0.0,56.42
08/25/2021,3.72,3.25,2.06,1.27,1.26,1.27,0.74,0.79,0.78,0.73,0.68,0.48,0.6,0.0,0.62,0.55,0.56,0.56,0.44,0.51,0.46,0.47,0.44,0.47,0.5,0.43,0.42,0.4,0.39,0.37,0.35,0.33,0.38,0.32,0.42,0.31,0.35,0.33,0.35,0.35,0.33,0.34,0.32,0.33,0.34,0.31,0.35,0.32,0.3,0.33,0.26,0.33,0.26,0.28,0.29,0.0,0.27,0.26,0.24,0.25,0.25,0.24,0.25,0.26,0.23,0.24,0.23,0.22,0.21,0.19,0.2,0.22,0.0,0.22,0.22,0.22,0.19,0.14,0.22,0.24,0.19,0.22,0.22,0.19,0.21,0.17,0.2,0.17,0.18,0.22,0.17,0.18,0.19,0.19,0.17,0.17,0.2,0.15,0.17,0.18,0.19,0.16,0.16,0.16,0.17,0.17,0.18,0.17,0.17,0.15,0.17,0.17,0.16,0.14,0.17,0.15,0.14,0.16,0.15,0.12,0.17,0.0,0.15,0.14,0.16,0.15,0.13,0.16,0.15,0.15,0.15,0.15,0.12,0.12,0.17,0.11,0.15,0.14,0.0,0.13,0.13,0.12,0.13,0.0,0.13,0.14,0.12,0.12,0.0,0.14,0.14,0.0,0.12,0.0,0.12,0.0,0.12,0.12,0.11,0.12,0.12,0.12,0.1,0.11,0.13,0.0,0.11,0.18,0.11,0.11,0.12,0.11,0.11,0.12,0.11,0.11,0.13,0.0,0.11,0.12,0.1,0.12,0.11,0.0,0.12,0.11,0.11,0.0,0.0,0.0,0.11,0.0,0.1,0.11,0.0,0.0,0.11,0.11,0.0,0.1,0.12,0.11,0.0,0.0,0.45,0.25,0.28,0.14,0.14,0.13,0.13,0.12,0.1,0.0,0.11,0.0,0.1,0.0,0.0,0.0,0.11,0.11,0.1,0.0,0.0,0.0,0.11,0.1,0.1,0.13,0.0,0.0,56.42
08/30/2021,3.65,3.15,2.1,1.28,1.27,1.29,0.79,0.82,0.8,0.69,0.7,0.53,0.59,0.0,0.59,0.54,0.55,0.54,0.45,0.49,0.46,0.49,0.43,0.46,0.51,0.42,0.42,0.39,0.38,0.37,0.34,0.33,0.39,0.31,0.4,0.31,0.34,0.34,0.36,0.34,0.33,0.34,0.31,0.33,0.34,0.3,0.33,0.31,0.3,0.32,0.27,0.32,0.27,0.27,0.3,0.0,0.27,0.25,0.23,0.25,0.24,0.23,0.25,0.25,0.23,0.24,0.22,0.22,0.2,0.19,0.2,0.21,0.0,0.22,0.21,0.22,0.19,0.16,0.22,0.23,0.2,0.21,0.22,0.19,0.21,0.18,0.2,0.18,0.18,0.22,0.17,0.18,0.18,0.2,0.17,0.18,0.19,0.15,0.17,0.17,0.18,0.17,0.16,0.17,0.17,0.18,0.19,0.17,0.16,0.16,0.16,0.17,0.16,0.14,0.17,0.15,0.13,0.16,0.15,0.13,0.16,0.0,0.15,0.14,0.16,0.15,0.13,0.16,0.15,0.15,0.14,0.14,0.12,0.12,0.16,0.11,0.15,0.14,0.0,0.13,0.12,0.12,0.13,0.0,0.12,0.14,0.12,0.13,0.0,0.14,0.13,0.0,0.12,0.0,0.12,0.0,0.12,0.12,0.11,0.12,0.12,0.12,0.1,0.11,0.13,0.0,0.11,0.19,0.11,0.11,0.12,0.11,0.11,0.12,0.11,0.11,0.13,0.1,0.11,0.12,0.1,0.11,0.11,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.11,0.0,0.1,0.11,0.0,0.0,0.11,0.11,0.0,0.11,0.13,0.11,0.0,0.0,0.46,0.26,0.27,0.14,0.14,0.13,0.14,0.12,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.12,0.1,0.0,0.0,0.0,0.11,0.1,0.11,0.13,0.0,0.0,56.20000000000001
08/31/2021,3.65,3.13,2.11,1.3,1.29,1.31,0.79,0.84,0.8,0.68,0.7,0.52,0.59,0.0,0.59,0.54,0.55,0.54,0.45,0.49,0.46,0.49,0.44,0.47,0.52,0.42,0.42,0.39,0.37,0.37,0.34,0.33,0.38,0.31,0.39,0.31,0.34,0.33,0.35,0.33,0.33,0.33,0.31,0.32,0.34,0.3,0.33,0.31,0.3,0.31,0.27,0.32,0.27,0.27,0.3,0.0,0.27,0.24,0.23,0.25,0.25,0.23,0.25,0.25,0.23,0.24,0.22,0.22,0.2,0.2,0.21,0.21,0.0,0.22,0.21,0.22,0.19,0.16,0.22,0.23,0.2,0.21,0.22,0.2,0.21,0.18,0.21,0.17,0.18,0.22,0.18,0.18,0.18,0.2,0.17,0.18,0.19,0.15,0.17,0.17,0.18,0.17,0.16,0.17,0.17,0.18,0.19,0.17,0.16,0.16,0.17,0.17,0.16,0.14,0.17,0.16,0.13,0.16,0.15,0.13,0.16,0.0,0.15,0.14,0.16,0.15,0.14,0.16,0.15,0.15,0.14,0.14,0.11,0.12,0.17,0.11,0.15,0.14,0.0,0.13,0.12,0.12,0.13,0.0,0.12,0.14,0.12,0.13,0.0,0.14,0.13,0.0,0.12,0.0,0.12,0.0,0.12,0.12,0.11,0.12,0.12,0.12,0.1,0.11,0.13,0.0,0.11,0.18,0.11,0.11,0.12,0.11,0.1,0.12,0.11,0.11,0.13,0.11,0.11,0.12,0.1,0.11,0.11,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.11,0.11,0.0,0.11,0.12,0.11,0.0,0.0,0.44,0.26,0.26,0.14,0.14,0.13,0.14,0.12,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.12,0.1,0.0,0.0,0.0,0.11,0.1,0.11,0.13,0.13,0.0,56.24
09/07/2021,3.77,3.11,2.16,1.29,1.27,1.29,0.81,0.83,0.82,0.68,0.68,0.53,0.56,0.0,0.59,0.53,0.53,0.54,0.46,0.52,0.43,0.47,0.45,0.47,0.53,0.41,0.42,0.4,0.38,0.38,0.34,0.33,0.38,0.31,0.39,0.32,0.34,0.3,0.35,0.35,0.33,0.34,0.31,0.31,0.34,0.29,0.34,0.31,0.3,0.31,0.28,0.33,0.26,0.27,0.26,0.0,0.26,0.24,0.22,0.26,0.24,0.23,0.24,0.25,0.22,0.23,0.22,0.21,0.2,0.19,0.2,0.21,0.0,0.21,0.21,0.22,0.19,0.17,0.21,0.23,0.21,0.21,0.22,0.19,0.21,0.17,0.2,0.18,0.18,0.22,0.17,0.18,0.18,0.19,0.16,0.18,0.2,0.15,0.17,0.17,0.19,0.16,0.15,0.16,0.16,0.18,0.19,0.17,0.16,0.16,0.17,0.17,0.16,0.14,0.17,0.15,0.13,0.16,0.15,0.13,0.16,0.0,0.14,0.14,0.17,0.15,0.13,0.16,0.15,0.15,0.14,0.14,0.0,0.12,0.17,0.11,0.16,0.14,0.0,0.13,0.12,0.12,0.12,0.0,0.12,0.14,0.12,0.12,0.0,0.14,0.13,0.0,0.12,0.0,0.12,0.0,0.11,0.11,0.11,0.12,0.12,0.11,0.1,0.11,0.12,0.0,0.11,0.19,0.1,0.11,0.12,0.11,0.1,0.12,0.12,0.11,0.13,0.11,0.11,0.11,0.0,0.11,0.13,0.0,0.1,0.11,0.12,0.0,0.0,0.1,0.11,0.0,0.0,0.11,0.0,0.0,0.11,0.11,0.1,0.1,0.13,0.11,0.0,0.0,0.46,0.26,0.25,0.14,0.14,0.13,0.14,0.12,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.12,0.0,0.0,0.0,0.0,0.12,0.1,0.11,0.13,0.13,0.11,56.120000000000005
09/13/2021,3.81,3.11,2.2,1.3,1.28,1.29,0.81,0.82,0.84,0.68,0.68,0.58,0.58,0.0,0.58,0.53,0.53,0.54,0.46,0.53,0.45,0.47,0.45,0.48,0.53,0.4,0.42,0.4,0.38,0.4,0.34,0.33,0.38,0.31,0.39,0.32,0.34,0.3,0.35,0.35,0.33,0.34,0.3,0.31,0.34,0.28,0.34,0.32,0.3,0.3,0.28,0.33,0.26,0.27,0.26,0.0,0.26,0.24,0.23,0.25,0.24,0.22,0.24,0.25,0.22,0.23,0.23,0.22,0.2,0.19,0.2,0.21,0.0,0.21,0.21,0.22,0.18,0.18,0.21,0.23,0.21,0.21,0.22,0.19,0.21,0.16,0.2,0.18,0.18,0.22,0.17,0.18,0.17,0.19,0.16,0.17,0.2,0.14,0.16,0.17,0.19,0.16,0.15,0.16,0.16,0.17,0.18,0.17,0.15,0.16,0.17,0.17,0.15,0.14,0.17,0.15,0.13,0.16,0.15,0.13,0.16,0.0,0.14,0.13,0.16,0.15,0.13,0.16,0.14,0.15,0.14,0.14,0.0,0.12,0.16,0.13,0.17,0.14,0.0,0.13,0.12,0.12,0.12,0.0,0.12,0.14,0.12,0.12,0.0,0.13,0.12,0.0,0.12,0.0,0.12,0.0,0.11,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.12,0.0,0.11,0.2,0.0,0.11,0.12,0.11,0.0,0.13,0.12,0.11,0.13,0.1,0.11,0.11,0.0,0.11,0.12,0.0,0.1,0.11,0.12,0.0,0.0,0.11,0.11,0.0,0.1,0.11,0.0,0.0,0.11,0.11,0.1,0.1,0.14,0.11,0.0,0.0,0.48,0.25,0.25,0.14,0.13,0.13,0.14,0.12,0.1,0.0,0.11,0.0,0.0,0.0,0.1,0.0,0.0,0.12,0.1,0.0,0.0,0.0,0.12,0.1,0.11,0.13,0.13,0.12,56.25
09/14/2021,3.68,3.09,2.18,1.32,1.26,1.28,0.82,0.83,0.83,0.66,0.68,0.54,0.57,0.0,0.57,0.53,0.53,0.55,0.45,0.53,0.44,0.46,0.45,0.48,0.54,0.39,0.42,0.39,0.37,0.39,0.34,0.33,0.37,0.31,0.38,0.33,0.34,0.29,0.34,0.34,0.33,0.34,0.3,0.32,0.34,0.28,0.34,0.32,0.29,0.29,0.29,0.33,0.27,0.27,0.27,0.0,0.26,0.23,0.23,0.25,0.24,0.22,0.24,0.25,0.21,0.23,0.23,0.22,0.2,0.19,0.21,0.21,0.0,0.21,0.21,0.23,0.18,0.18,0.21,0.23,0.22,0.21,0.22,0.2,0.21,0.17,0.2,0.19,0.17,0.22,0.17,0.18,0.17,0.19,0.16,0.17,0.19,0.14,0.16,0.18,0.18,0.16,0.15,0.16,0.16,0.17,0.18,0.17,0.15,0.16,0.17,0.17,0.15,0.14,0.17,0.15,0.13,0.16,0.15,0.13,0.16,0.0,0.14,0.13,0.16,0.15,0.13,0.16,0.14,0.15,0.14,0.14,0.1,0.12,0.15,0.13,0.17,0.14,0.0,0.12,0.11,0.12,0.12,0.0,0.12,0.14,0.11,0.12,0.0,0.13,0.12,0.0,0.12,0.0,0.12,0.0,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.12,0.0,0.11,0.21,0.0,0.11,0.12,0.11,0.0,0.14,0.11,0.11,0.13,0.11,0.11,0.11,0.1,0.11,0.12,0.0,0.0,0.11,0.12,0.0,0.0,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.11,0.11,0.1,0.1,0.14,0.11,0.0,0.0,0.47,0.25,0.25,0.14,0.13,0.13,0.14,0.12,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.12,0.0,0.0,0.0,0.0,0.12,0.11,0.11,0.13,0.13,0.13,55.92000000000001
