,BRK.B,CMCSA,BAC,JPM,CI,CBRE,CNC,BMY,CSCO,GOOGL,UNH,PG,VZ,ALXN,SO,IPG,TRV,MDLZ,OSK,D,PNC,DFS,TEL,MMM,NEM,NOC,AMGN,EXC,MTB,AMT,ANTM,OC,LHX,CVS,CB,DUK,PVH,DG,EVRG,CTSH,BBY,KR,SNY,COF,PCG,LEA,TT,DD,ITT,PNR,AMG,PPL,TPR,HUM,SWK,JCI,REGN,NXPI,OTIS,RBC,SPG,POR,TSN,NLOK,DOX,LOW,WPP PLC ADR,IFF,USFD,AIG,FB,WHR,IVZ,BLK,LGF/B,ALL,NWL,CFR,FOXA,SPB,STT,BHP,WPP,4308.T,TMUS,n/a,688101.SS,688001.SS,AZN,688226.SS,SUM
08/30/2021,4.46,3.42,2.84,2.5,2.51,2.3,2.34,2.6,2.27,2.38,2.65,2.47,1.87,2.1,1.62,1.61,1.52,1.62,1.52,1.57,1.52,1.52,1.43,1.42,1.2,1.64,1.49,1.29,1.15,1.35,1.31,0.86,0.98,1.19,1.15,1.17,0.62,1.18,1.1,1.04,1.03,1.09,1.25,1.02,1.03,0.81,0.65,0.86,0.87,0.85,0.77,0.81,0.77,1.35,0.7,0.74,1.12,0.71,0.73,0.65,0.71,0.67,0.62,0.64,0.66,0.32,0.0,0.66,0.56,0.53,0.56,0.45,0.36,0.39,0.42,0.33,0.0,0.31,0.34,0.28,0.27,0.1,0.62,0.0,0.01,0.0,1.65,0.0,0.0,0.0,100.04999999999998
08/31/2021,4.46,3.42,2.84,2.5,2.51,2.3,2.34,2.6,2.27,2.38,2.65,2.47,1.87,2.1,1.62,1.61,1.52,1.62,1.52,1.57,1.52,1.52,1.43,1.42,1.2,1.64,1.49,1.29,1.15,1.35,1.31,0.86,0.98,1.19,1.15,1.17,0.62,1.18,1.1,1.04,1.03,1.09,1.25,1.02,1.03,0.81,0.65,0.86,0.87,0.85,0.77,0.81,0.77,1.35,0.7,0.74,1.12,0.71,0.73,0.65,0.71,0.67,0.62,0.64,0.66,0.32,0.0,0.66,0.56,0.53,0.56,0.45,0.36,0.39,0.42,0.33,0.0,0.31,0.34,0.28,0.27,0.1,0.0,0.0,0.01,0.62,1.65,0.0,0.0,0.0,100.04999999999998
09/01/2021,4.46,3.42,2.84,2.5,2.51,2.3,2.34,2.6,2.27,2.38,2.65,2.47,1.87,2.1,1.62,1.61,1.52,1.62,1.52,1.57,1.52,1.52,1.43,1.42,1.2,1.64,1.49,1.29,1.15,1.35,1.31,0.86,0.98,1.19,1.15,1.17,0.62,1.18,1.1,1.04,1.03,1.09,1.25,1.02,1.03,0.81,0.65,0.86,0.87,0.85,0.77,0.81,0.77,1.35,0.7,0.74,1.12,0.71,0.73,0.65,0.71,0.67,0.62,0.64,0.66,0.32,0.0,0.66,0.56,0.53,0.56,0.45,0.36,0.39,0.42,0.33,0.0,0.31,0.34,0.28,0.27,0.1,0.0,0.0,0.01,0.62,0.0,1.65,0.0,0.0,100.04999999999998
09/02/2021,4.38,3.58,2.52,2.37,2.41,2.52,2.18,2.64,2.38,2.65,2.73,2.63,1.86,0.0,1.91,1.56,1.49,1.65,1.41,1.82,1.4,1.45,1.55,1.41,1.19,1.61,1.5,1.4,1.07,1.46,1.33,0.22,1.03,1.15,1.19,1.26,0.5,1.31,1.4,0.0,1.02,1.17,1.22,1.0,0.0,0.37,0.7,0.82,0.92,0.93,0.78,0.83,0.72,1.3,0.67,0.77,1.18,0.7,0.81,0.7,0.67,0.91,0.6,0.59,1.63,0.31,0.0,0.66,0.48,0.49,0.56,0.45,0.31,0.37,0.3,0.32,0.0,0.29,0.3,0.28,0.26,0.11,0.57,0.0,0.0,0.0,0.0,3.39,1.42,0.0,100.0
09/03/2021,4.38,3.58,2.52,2.37,2.41,2.52,2.18,2.64,2.38,2.65,2.73,2.63,1.86,0.0,1.91,1.56,1.49,1.65,1.41,1.82,1.4,1.45,1.55,1.41,1.19,1.61,1.5,1.4,1.07,1.46,1.33,0.22,1.03,1.15,1.19,1.26,0.5,1.31,1.4,0.0,1.02,1.17,1.22,1.0,0.0,0.37,0.7,0.82,0.92,0.93,0.78,0.83,0.72,1.3,0.67,0.77,1.18,0.7,0.81,0.7,0.67,0.91,0.6,0.59,1.63,0.31,0.0,0.66,0.48,0.49,0.56,0.45,0.31,0.37,0.3,0.32,0.0,0.29,0.3,0.28,0.26,0.11,0.0,0.0,0.0,0.57,0.0,0.0,1.42,3.39,100.0
09/06/2021,4.38,3.58,2.52,2.37,2.41,2.52,2.18,2.64,2.38,2.65,2.73,2.63,1.86,0.0,1.91,1.56,1.49,1.65,1.41,1.82,1.4,1.45,1.55,1.41,1.19,1.61,1.5,1.4,1.07,1.46,1.33,0.22,1.03,1.15,1.19,1.26,0.5,1.31,1.4,0.0,1.02,1.17,1.22,1.0,0.0,0.37,0.7,0.82,0.92,0.93,0.78,0.83,0.72,1.3,0.67,0.77,1.18,0.7,0.81,0.7,0.67,0.91,0.6,0.59,1.63,0.31,0.0,0.66,0.48,0.49,0.56,0.45,0.31,0.37,0.3,0.32,0.0,0.29,0.3,0.28,0.26,0.11,0.57,0.0,0.0,0.0,0.0,3.39,1.42,0.0,100.0
09/07/2021,4.38,3.58,2.52,2.37,2.41,2.52,2.18,2.64,2.38,2.65,2.73,2.63,1.86,0.0,1.91,1.56,1.49,1.65,1.41,1.82,1.4,1.45,1.55,1.41,1.19,1.61,1.5,1.4,1.07,1.46,1.33,0.22,1.03,1.15,1.19,1.26,0.5,1.31,1.4,0.0,1.02,1.17,1.22,1.0,0.0,0.37,0.7,0.82,0.92,0.93,0.78,0.83,0.72,1.3,0.67,0.77,1.18,0.7,0.81,0.7,0.67,0.91,0.6,0.59,1.63,0.31,0.0,0.66,0.48,0.49,0.56,0.45,0.31,0.37,0.3,0.32,0.0,0.29,0.3,0.28,0.26,0.11,0.57,0.0,0.0,3.39,0.0,0.0,1.42,0.0,100.0
09/08/2021,4.38,3.58,2.52,2.37,2.41,2.52,2.18,2.64,2.38,2.65,2.73,2.63,1.86,0.0,1.91,1.56,1.49,1.65,1.41,1.82,1.4,1.45,1.55,1.41,1.19,1.61,1.5,1.4,1.07,1.46,1.33,0.22,1.03,1.15,1.19,1.26,0.5,1.31,1.4,0.0,1.02,1.17,1.22,1.0,0.0,0.37,0.7,0.82,0.92,0.93,0.78,0.83,0.72,1.3,0.67,0.77,1.18,0.7,0.81,0.7,0.67,0.91,0.6,0.59,1.63,0.31,0.0,0.66,0.48,0.49,0.56,0.45,0.31,0.37,0.3,0.32,0.0,0.29,0.3,0.28,0.26,0.11,0.57,0.0,0.0,3.39,0.0,0.0,1.42,0.0,100.0
09/09/2021,4.38,3.58,2.52,2.37,2.41,2.52,2.18,2.64,2.38,2.65,2.73,2.63,1.86,0.0,1.91,1.56,1.49,1.65,1.41,1.82,1.4,1.45,1.55,1.41,1.19,1.61,1.5,1.4,1.07,1.46,1.33,0.22,1.03,1.15,1.19,1.26,0.5,1.31,1.4,0.0,1.02,1.17,1.22,1.0,0.0,0.37,0.7,0.82,0.92,0.93,0.78,0.83,0.72,1.3,0.67,0.77,1.18,0.7,0.81,0.7,0.67,0.91,0.6,0.59,1.63,0.31,0.0,0.66,0.48,0.49,0.56,0.45,0.31,0.37,0.3,0.32,0.0,0.29,0.3,0.28,0.26,0.11,0.57,0.0,0.0,3.39,0.0,0.0,1.42,0.0,100.0
09/10/2021,4.38,3.58,2.52,2.37,2.41,2.52,2.18,2.64,2.38,2.65,2.73,2.63,1.86,0.0,1.91,1.56,1.49,1.65,1.41,1.82,1.4,1.45,1.55,1.41,1.19,1.61,1.5,1.4,1.07,1.46,1.33,0.22,1.03,1.15,1.19,1.26,0.5,1.31,1.4,0.0,1.02,1.17,1.22,1.0,0.0,0.37,0.7,0.82,0.92,0.93,0.78,0.83,0.72,1.3,0.67,0.77,1.18,0.7,0.81,0.7,0.67,0.91,0.6,0.59,1.63,0.31,0.0,0.66,0.48,0.49,0.56,0.45,0.31,0.37,0.3,0.32,0.0,0.29,0.3,0.28,0.26,0.11,0.57,0.0,0.0,3.39,0.0,0.0,1.42,0.0,100.0
09/13/2021,4.38,3.58,2.52,2.37,2.41,2.52,2.18,2.64,2.38,2.65,2.73,2.63,1.86,0.0,1.91,1.56,1.49,1.65,1.41,1.82,1.4,1.45,1.55,1.41,1.19,1.61,1.5,1.4,1.07,1.46,1.33,0.22,1.03,1.15,1.19,1.26,0.5,1.31,1.4,0.0,1.02,1.17,1.22,1.0,0.0,0.37,0.7,0.82,0.92,0.93,0.78,0.83,0.72,1.3,0.67,0.77,1.18,0.7,0.81,0.7,0.67,0.91,0.6,0.59,1.63,0.31,0.0,0.66,0.48,0.49,0.56,0.45,0.31,0.37,0.3,0.32,0.0,0.29,0.3,0.28,0.26,0.11,0.57,0.0,0.0,3.39,0.0,0.0,1.42,0.0,100.0
09/14/2021,4.38,3.58,2.52,2.37,2.41,2.52,2.18,2.64,2.38,2.65,2.73,2.63,1.86,0.0,1.91,1.56,1.49,1.65,1.41,1.82,1.4,1.45,1.55,1.41,1.19,1.61,1.5,1.4,1.07,1.46,1.33,0.22,1.03,1.15,1.19,1.26,0.5,1.31,1.4,0.0,1.02,1.17,1.22,1.0,0.0,0.37,0.7,0.82,0.92,0.93,0.78,0.83,0.72,1.3,0.67,0.77,1.18,0.7,0.81,0.7,0.67,0.91,0.6,0.59,1.63,0.31,0.0,0.66,0.48,0.49,0.56,0.45,0.31,0.37,0.3,0.32,0.0,0.29,0.3,0.28,0.26,0.11,0.57,0.0,0.0,3.39,0.0,0.0,1.42,0.0,100.0
09/15/2021,4.38,3.58,2.52,2.37,2.41,2.52,2.18,2.64,2.38,2.65,2.73,2.63,1.86,0.0,1.91,1.56,1.49,1.65,1.41,1.82,1.4,1.45,1.55,1.41,1.19,1.61,1.5,1.4,1.07,1.46,1.33,0.22,1.03,1.15,1.19,1.26,0.5,1.31,1.4,0.0,1.02,1.17,1.22,1.0,0.0,0.37,0.7,0.82,0.92,0.93,0.78,0.83,0.72,1.3,0.67,0.77,1.18,0.7,0.81,0.7,0.67,0.91,0.6,0.59,1.63,0.31,0.0,0.66,0.48,0.49,0.56,0.45,0.31,0.37,0.3,0.32,0.0,0.29,0.3,0.28,0.26,0.11,0.57,0.0,0.0,3.39,0.0,0.0,1.42,0.0,100.0
09/16/2021,4.38,3.58,2.52,2.37,2.41,2.52,2.18,2.64,2.38,2.65,2.73,2.63,1.86,0.0,1.91,1.56,1.49,1.65,1.41,1.82,1.4,1.45,1.55,1.41,1.19,1.61,1.5,1.4,1.07,1.46,1.33,0.22,1.03,1.15,1.19,1.26,0.5,1.31,1.4,0.0,1.02,1.17,1.22,1.0,0.0,0.37,0.7,0.82,0.92,0.93,0.78,0.83,0.72,1.3,0.67,0.77,1.18,0.7,0.81,0.7,0.67,0.91,0.6,0.59,1.63,0.31,0.0,0.66,0.48,0.49,0.56,0.45,0.31,0.37,0.3,0.32,0.0,0.29,0.3,0.28,0.26,0.11,0.57,0.0,0.0,3.39,0.0,0.0,1.42,0.0,100.0
09/17/2021,4.38,3.58,2.52,2.37,2.41,2.52,2.18,2.64,2.38,2.65,2.73,2.63,1.86,0.0,1.91,1.56,1.49,1.65,1.41,1.82,1.4,1.45,1.55,1.41,1.19,1.61,1.5,1.4,1.07,1.46,1.33,0.22,1.03,1.15,1.19,1.26,0.5,1.31,1.4,0.0,1.02,1.17,1.22,1.0,0.0,0.37,0.7,0.82,0.92,0.93,0.78,0.83,0.72,1.3,0.67,0.77,1.18,0.7,0.81,0.7,0.67,0.91,0.6,0.59,1.63,0.31,0.0,0.66,0.48,0.49,0.56,0.45,0.31,0.37,0.3,0.32,0.0,0.29,0.3,0.28,0.26,0.11,0.57,0.0,0.0,3.39,0.0,0.0,1.42,0.0,100.0
09/20/2021,4.38,3.58,2.52,2.37,2.41,2.52,2.18,2.64,2.38,2.65,2.73,2.63,1.86,0.0,1.91,1.56,1.49,1.65,1.41,1.82,1.4,1.45,1.55,1.41,1.19,1.61,1.5,1.4,1.07,1.46,1.33,0.22,1.03,1.15,1.19,1.26,0.5,1.31,1.4,0.0,1.02,1.17,1.22,1.0,0.0,0.37,0.7,0.82,0.92,0.93,0.78,0.83,0.72,1.3,0.67,0.77,1.18,0.7,0.81,0.7,0.67,0.91,0.6,0.59,1.63,0.31,0.0,0.66,0.48,0.49,0.56,0.45,0.31,0.37,0.3,0.32,0.0,0.29,0.3,0.28,0.26,0.11,0.57,0.0,0.0,3.39,0.0,0.0,1.42,0.0,100.0
09/21/2021,4.38,3.58,2.52,2.37,2.41,2.52,2.18,2.64,2.38,2.65,2.73,2.63,1.86,0.0,1.91,1.56,1.49,1.65,1.41,1.82,1.4,1.45,1.55,1.41,1.19,1.61,1.5,1.4,1.07,1.46,1.33,0.22,1.03,1.15,1.19,1.26,0.5,1.31,1.4,0.0,1.02,1.17,1.22,1.0,0.0,0.37,0.7,0.82,0.92,0.93,0.78,0.83,0.72,1.3,0.67,0.77,1.18,0.7,0.81,0.7,0.67,0.91,0.6,0.59,1.63,0.31,0.0,0.66,0.48,0.49,0.56,0.45,0.31,0.37,0.3,0.32,0.0,0.29,0.3,0.28,0.26,0.11,0.57,0.0,0.0,3.39,0.0,0.0,1.42,0.0,100.0
