,PGR,PFE,CAH,PRU,XOM,VZ,IBM,WBA,DOW,MMM,PM,LYB,GILD,DUK,MO,SO,IP,LUMN,NEE,K,EIX,KMI,PFG,UNM,AMCR,ED,FE,NWL,ETR,OKE,STX,IPG,ORI,R,WMB,AFG,CFG,KEY,PPL,XRX,BEN,RF,HBAN,SPG,MCY,WU,LEG,FLO,IRM,NAVI,VTR,PNW,OGE,MSM,FHN,CMA,HRB,NLOK,JHG,TNL,SR,PBCT,NYCB,O,NFG,FGXXX,FHI,VLY,UMPQ,FNB,ETRN,CMP,MPW,ALE,NWE,UBSI,KIM,VNO,FULT,OHI,AM,ACC,FRT,STOR,HIW,NNN,LSI,OFC,COR,WRI,SRC,DOC,UE,ABBV,T,COST,KHC,GIS,D,CSX,VLO,NI,HR,WING,SUM
08/23/2021,4.8,5.76,4.14,4.62,3.85,4.52,4.32,4.1,4.0,3.48,3.19,2.84,2.91,2.72,2.25,2.38,2.05,1.7,2.13,1.54,1.48,1.25,1.45,1.21,1.4,1.35,1.17,0.93,1.17,0.91,1.04,1.04,0.94,0.86,0.78,0.94,0.71,0.73,0.76,0.67,0.67,0.67,0.56,0.49,0.44,0.47,0.43,0.47,0.45,0.45,0.37,0.36,0.36,0.31,0.29,0.31,0.31,0.26,0.28,0.19,0.22,0.2,0.19,0.19,0.16,0.09,0.16,0.15,0.16,0.13,0.13,0.15,0.13,0.13,0.13,0.12,0.17,0.1,0.1,0.09,0.08,0.1,0.08,0.08,0.07,0.07,0.08,0.07,0.07,0.0,0.05,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95999999999998
08/24/2021,4.8,5.76,4.14,4.62,3.85,4.52,4.32,4.1,4.0,3.48,3.19,2.84,2.91,2.72,2.25,2.38,2.05,1.7,2.13,1.54,1.48,1.25,1.45,1.21,1.4,1.35,1.17,0.93,1.17,0.91,1.04,1.04,0.94,0.86,0.78,0.94,0.71,0.73,0.76,0.67,0.67,0.67,0.56,0.49,0.44,0.47,0.43,0.47,0.45,0.45,0.37,0.36,0.36,0.31,0.29,0.31,0.31,0.26,0.28,0.19,0.22,0.2,0.19,0.19,0.16,0.09,0.16,0.15,0.16,0.13,0.13,0.15,0.13,0.13,0.13,0.12,0.17,0.1,0.1,0.09,0.08,0.1,0.08,0.08,0.07,0.07,0.08,0.07,0.07,0.0,0.05,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95999999999998
08/25/2021,4.82,5.7,4.11,4.61,3.82,4.49,4.32,4.13,3.99,3.43,3.16,2.85,2.92,2.7,2.25,2.39,2.06,1.76,2.16,1.53,1.5,1.24,1.45,1.2,1.44,1.35,1.17,0.94,1.19,0.93,1.04,1.04,0.94,0.86,0.78,0.94,0.71,0.73,0.77,0.68,0.67,0.68,0.57,0.49,0.44,0.46,0.43,0.47,0.44,0.46,0.37,0.36,0.36,0.31,0.3,0.31,0.31,0.25,0.28,0.19,0.22,0.2,0.2,0.19,0.16,0.11,0.16,0.15,0.16,0.13,0.13,0.15,0.13,0.13,0.14,0.12,0.17,0.1,0.1,0.09,0.08,0.1,0.08,0.08,0.07,0.07,0.08,0.07,0.07,0.0,0.05,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01999999999998
08/26/2021,4.78,5.81,4.15,4.59,3.96,4.46,4.31,4.12,4.05,3.42,3.12,2.88,2.91,2.65,2.23,2.35,2.03,1.76,2.1,1.51,1.48,1.26,1.46,1.22,1.41,1.32,1.15,0.94,1.17,0.95,1.06,1.05,0.94,0.88,0.79,0.94,0.72,0.74,0.75,0.68,0.68,0.69,0.57,0.49,0.44,0.46,0.43,0.46,0.44,0.45,0.37,0.35,0.36,0.31,0.3,0.32,0.31,0.25,0.28,0.19,0.21,0.2,0.2,0.18,0.16,0.11,0.16,0.15,0.16,0.13,0.13,0.15,0.13,0.13,0.13,0.12,0.17,0.1,0.1,0.09,0.08,0.1,0.08,0.07,0.07,0.07,0.08,0.07,0.07,0.0,0.05,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
08/27/2021,4.75,5.63,4.12,4.63,3.99,4.43,4.31,4.11,4.12,3.42,3.12,2.95,2.9,2.63,2.22,2.32,2.05,1.8,2.09,1.49,1.48,1.28,1.48,1.25,1.41,1.31,1.15,0.96,1.17,0.97,1.0,1.05,0.94,0.89,0.8,0.94,0.73,0.75,0.75,0.68,0.69,0.69,0.58,0.5,0.44,0.46,0.43,0.45,0.44,0.45,0.37,0.34,0.36,0.31,0.3,0.32,0.31,0.26,0.29,0.2,0.21,0.2,0.2,0.18,0.16,0.11,0.16,0.15,0.16,0.13,0.14,0.15,0.14,0.12,0.13,0.12,0.17,0.1,0.1,0.09,0.08,0.1,0.08,0.07,0.07,0.07,0.08,0.06,0.07,0.0,0.05,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/30/2021,4.75,5.54,4.1,4.66,3.96,4.41,4.3,4.08,4.17,3.45,3.15,2.93,2.88,2.64,2.26,2.35,2.07,1.8,2.1,1.46,1.45,1.26,1.48,1.25,1.42,1.32,1.15,0.97,1.17,0.97,0.99,1.04,0.94,0.92,0.79,0.93,0.73,0.75,0.75,0.67,0.7,0.7,0.59,0.5,0.44,0.46,0.44,0.45,0.44,0.47,0.37,0.34,0.36,0.31,0.3,0.32,0.31,0.26,0.28,0.2,0.2,0.2,0.2,0.18,0.16,0.11,0.16,0.15,0.16,0.13,0.14,0.15,0.13,0.12,0.13,0.12,0.17,0.1,0.1,0.09,0.08,0.1,0.08,0.08,0.07,0.07,0.08,0.06,0.07,0.0,0.05,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
08/31/2021,4.75,5.54,4.1,4.66,3.96,4.41,4.3,4.08,4.17,3.45,3.15,2.93,2.88,2.64,2.26,2.35,2.07,1.8,2.1,1.46,1.45,1.26,1.48,1.25,1.42,1.32,1.15,0.97,1.17,0.97,0.99,1.04,0.94,0.92,0.79,0.93,0.73,0.75,0.75,0.67,0.7,0.7,0.59,0.5,0.44,0.46,0.44,0.45,0.44,0.47,0.37,0.34,0.36,0.31,0.3,0.32,0.31,0.26,0.28,0.2,0.2,0.2,0.2,0.18,0.16,0.11,0.16,0.15,0.16,0.13,0.14,0.15,0.13,0.12,0.13,0.12,0.17,0.1,0.1,0.09,0.08,0.1,0.08,0.08,0.07,0.07,0.08,0.06,0.07,0.0,0.05,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
09/01/2021,4.77,5.4,4.1,4.7,4.0,4.39,4.28,4.1,4.24,3.41,3.15,2.95,2.85,2.61,2.27,2.32,2.08,1.76,2.07,1.45,1.44,1.28,1.5,1.27,1.42,1.31,1.14,0.97,1.14,0.98,1.0,1.04,0.93,0.93,0.79,0.94,0.74,0.76,0.75,0.68,0.71,0.7,0.59,0.5,0.44,0.46,0.44,0.45,0.45,0.47,0.37,0.34,0.36,0.31,0.31,0.33,0.31,0.26,0.29,0.21,0.2,0.21,0.2,0.18,0.16,0.11,0.16,0.16,0.16,0.14,0.14,0.15,0.13,0.12,0.13,0.13,0.17,0.1,0.1,0.09,0.09,0.1,0.08,0.08,0.07,0.07,0.08,0.07,0.07,0.0,0.05,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/02/2021,4.77,5.4,4.1,4.7,4.0,4.39,4.28,4.1,4.24,3.41,3.15,2.95,2.85,2.61,2.27,2.32,2.08,1.76,2.07,1.45,1.44,1.28,1.5,1.27,1.42,1.31,1.14,0.97,1.14,0.98,1.0,1.04,0.93,0.93,0.79,0.94,0.74,0.76,0.75,0.68,0.71,0.7,0.59,0.5,0.44,0.46,0.44,0.45,0.45,0.47,0.37,0.34,0.36,0.31,0.31,0.33,0.31,0.26,0.29,0.21,0.2,0.21,0.2,0.18,0.16,0.11,0.16,0.16,0.16,0.14,0.14,0.15,0.13,0.12,0.13,0.13,0.17,0.1,0.1,0.09,0.09,0.1,0.08,0.08,0.07,0.07,0.08,0.07,0.07,0.0,0.05,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/03/2021,4.73,5.45,4.1,4.65,3.98,4.41,4.29,4.13,4.18,3.45,3.19,2.94,2.89,2.63,2.29,2.32,2.07,1.77,2.09,1.45,1.44,1.27,1.49,1.25,1.43,1.32,1.15,0.96,1.13,0.97,1.01,1.04,0.94,0.93,0.8,0.94,0.73,0.74,0.75,0.67,0.7,0.69,0.59,0.51,0.45,0.45,0.44,0.45,0.45,0.47,0.37,0.34,0.36,0.31,0.3,0.32,0.31,0.26,0.29,0.2,0.21,0.2,0.2,0.18,0.16,0.11,0.16,0.15,0.16,0.13,0.14,0.15,0.14,0.12,0.13,0.12,0.17,0.1,0.1,0.09,0.09,0.1,0.09,0.08,0.07,0.07,0.08,0.06,0.07,0.0,0.06,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/06/2021,4.69,5.4,4.22,4.57,3.93,4.41,4.28,4.36,4.04,3.39,3.24,2.78,2.87,2.65,2.33,2.34,2.08,1.8,2.13,1.44,1.47,1.26,1.46,1.24,1.41,1.33,1.17,0.97,1.16,0.97,1.03,1.05,0.91,0.92,0.81,0.94,0.72,0.73,0.77,0.69,0.69,0.67,0.58,0.51,0.43,0.46,0.43,0.45,0.47,0.47,0.38,0.34,0.36,0.31,0.29,0.31,0.32,0.26,0.28,0.2,0.21,0.2,0.2,0.18,0.16,0.14,0.15,0.15,0.16,0.13,0.15,0.16,0.14,0.12,0.13,0.12,0.17,0.1,0.1,0.09,0.09,0.1,0.09,0.08,0.08,0.07,0.08,0.06,0.07,0.0,0.06,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/07/2021,4.69,5.4,4.22,4.57,3.93,4.41,4.28,4.36,4.04,3.39,3.24,2.78,2.87,2.65,2.33,2.34,2.08,1.8,2.13,1.44,1.47,1.26,1.46,1.24,1.41,1.33,1.17,0.97,1.16,0.97,1.03,1.05,0.91,0.92,0.81,0.94,0.72,0.73,0.77,0.69,0.69,0.67,0.58,0.51,0.43,0.46,0.43,0.45,0.47,0.47,0.38,0.34,0.36,0.31,0.29,0.31,0.32,0.26,0.28,0.2,0.21,0.2,0.2,0.18,0.16,0.14,0.15,0.15,0.16,0.13,0.15,0.16,0.14,0.12,0.13,0.12,0.17,0.1,0.1,0.09,0.09,0.1,0.09,0.08,0.08,0.07,0.08,0.06,0.07,0.0,0.06,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/08/2021,4.69,5.4,4.22,4.57,3.93,4.41,4.28,4.36,4.04,3.39,3.24,2.78,2.87,2.65,2.33,2.34,2.08,1.8,2.13,1.44,1.47,1.26,1.46,1.24,1.41,1.33,1.17,0.97,1.16,0.97,1.03,1.05,0.91,0.92,0.81,0.94,0.72,0.73,0.77,0.69,0.69,0.67,0.58,0.51,0.43,0.46,0.43,0.45,0.47,0.47,0.38,0.34,0.36,0.31,0.29,0.31,0.32,0.26,0.28,0.2,0.21,0.2,0.2,0.18,0.16,0.14,0.15,0.15,0.16,0.13,0.15,0.16,0.14,0.12,0.13,0.12,0.17,0.1,0.1,0.09,0.09,0.1,0.09,0.08,0.08,0.07,0.08,0.06,0.07,0.0,0.06,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/09/2021,4.71,5.43,4.25,4.59,3.94,4.44,4.29,4.34,4.03,3.4,3.27,2.75,2.87,2.64,2.34,2.33,2.08,1.78,2.12,1.45,1.46,1.26,1.46,1.24,1.41,1.32,1.17,0.98,1.15,0.97,1.04,1.05,0.9,0.92,0.8,0.94,0.72,0.73,0.77,0.67,0.69,0.66,0.58,0.51,0.44,0.46,0.42,0.45,0.47,0.47,0.38,0.34,0.36,0.3,0.29,0.31,0.32,0.27,0.29,0.2,0.2,0.2,0.2,0.18,0.16,0.11,0.15,0.15,0.16,0.13,0.15,0.16,0.14,0.12,0.13,0.12,0.17,0.1,0.1,0.09,0.09,0.1,0.09,0.08,0.08,0.07,0.08,0.06,0.07,0.0,0.06,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/10/2021,4.66,5.47,4.3,4.63,3.95,4.43,4.28,4.36,4.06,3.28,3.3,2.74,2.87,2.6,2.35,2.35,2.05,1.78,2.13,1.42,1.48,1.26,1.46,1.24,1.37,1.31,1.15,0.98,1.16,0.97,1.03,1.05,0.9,0.93,0.8,0.94,0.72,0.74,0.78,0.65,0.68,0.67,0.59,0.51,0.44,0.46,0.42,0.45,0.47,0.48,0.38,0.34,0.36,0.3,0.29,0.32,0.32,0.27,0.28,0.21,0.2,0.2,0.2,0.18,0.16,0.18,0.15,0.15,0.16,0.13,0.15,0.16,0.15,0.12,0.13,0.12,0.17,0.1,0.1,0.09,0.09,0.1,0.09,0.08,0.08,0.07,0.08,0.07,0.07,0.0,0.06,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
09/13/2021,4.66,5.44,4.28,4.62,3.92,4.44,4.3,4.36,3.98,3.32,3.23,2.68,2.9,2.65,2.36,2.39,2.05,1.79,2.16,1.45,1.49,1.25,1.45,1.24,1.38,1.35,1.16,0.98,1.19,0.96,0.98,1.06,0.9,0.9,0.81,0.94,0.72,0.73,0.78,0.64,0.68,0.66,0.58,0.5,0.44,0.46,0.42,0.45,0.47,0.48,0.38,0.34,0.36,0.3,0.29,0.31,0.32,0.27,0.28,0.2,0.2,0.2,0.2,0.18,0.16,0.22,0.15,0.15,0.16,0.13,0.15,0.15,0.15,0.12,0.14,0.12,0.17,0.1,0.1,0.09,0.09,0.1,0.09,0.08,0.08,0.07,0.08,0.07,0.07,0.0,0.06,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/14/2021,4.63,5.42,4.29,4.64,3.94,4.43,4.3,4.34,3.97,3.3,3.21,2.67,2.86,2.65,2.36,2.4,2.06,1.84,2.16,1.46,1.49,1.25,1.46,1.25,1.37,1.34,1.15,0.99,1.17,0.97,1.02,1.06,0.91,0.9,0.79,0.94,0.73,0.74,0.77,0.64,0.68,0.67,0.59,0.5,0.44,0.46,0.43,0.45,0.47,0.48,0.38,0.34,0.36,0.3,0.29,0.32,0.31,0.27,0.28,0.2,0.2,0.2,0.2,0.18,0.16,0.22,0.15,0.15,0.16,0.13,0.15,0.15,0.15,0.12,0.14,0.12,0.17,0.1,0.1,0.09,0.09,0.1,0.09,0.07,0.07,0.07,0.08,0.07,0.07,0.0,0.05,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96999999999998
09/15/2021,4.65,5.39,4.27,4.63,3.95,4.43,4.29,4.27,4.0,3.29,3.26,2.72,2.89,2.63,2.37,2.37,2.06,1.79,2.15,1.46,1.48,1.26,1.46,1.23,1.39,1.32,1.14,0.97,1.17,0.98,0.99,1.04,0.9,0.91,0.8,0.92,0.73,0.74,0.77,0.63,0.69,0.67,0.59,0.49,0.44,0.45,0.42,0.45,0.46,0.48,0.39,0.33,0.36,0.3,0.29,0.32,0.31,0.27,0.28,0.21,0.2,0.2,0.2,0.18,0.16,0.46,0.15,0.14,0.16,0.13,0.15,0.16,0.14,0.12,0.13,0.12,0.17,0.1,0.1,0.09,0.09,0.1,0.08,0.07,0.07,0.07,0.08,0.06,0.07,0.0,0.05,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/16/2021,4.65,5.39,4.27,4.63,3.95,4.43,4.29,4.27,4.0,3.29,3.26,2.72,2.89,2.63,2.37,2.37,2.06,1.79,2.15,1.46,1.48,1.26,1.46,1.23,1.39,1.32,1.14,0.97,1.17,0.98,0.99,1.04,0.9,0.91,0.8,0.92,0.73,0.74,0.77,0.63,0.69,0.67,0.59,0.49,0.44,0.45,0.42,0.45,0.46,0.48,0.39,0.33,0.36,0.3,0.29,0.32,0.31,0.27,0.28,0.21,0.2,0.2,0.2,0.18,0.16,0.46,0.15,0.14,0.16,0.13,0.15,0.16,0.14,0.12,0.13,0.12,0.17,0.1,0.1,0.09,0.09,0.1,0.08,0.07,0.07,0.07,0.08,0.06,0.07,0.0,0.05,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/17/2021,4.66,5.23,4.25,4.67,4.03,4.43,4.3,4.21,3.99,3.28,3.2,2.74,2.88,2.6,2.33,2.36,2.06,1.87,2.12,1.47,1.49,1.26,1.47,1.25,1.38,1.31,1.12,0.97,1.18,0.99,0.98,1.06,0.9,0.93,0.81,0.92,0.74,0.76,0.76,0.63,0.69,0.68,0.59,0.5,0.44,0.46,0.43,0.45,0.46,0.49,0.39,0.33,0.36,0.3,0.29,0.33,0.31,0.26,0.29,0.21,0.2,0.2,0.2,0.18,0.16,0.48,0.15,0.14,0.16,0.13,0.15,0.16,0.14,0.12,0.13,0.12,0.17,0.1,0.1,0.09,0.09,0.1,0.09,0.07,0.07,0.07,0.08,0.06,0.07,0.0,0.05,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
09/20/2021,4.62,5.25,4.25,4.62,4.1,4.42,4.26,4.29,3.95,3.26,3.24,2.75,2.9,2.58,2.29,2.35,2.03,1.89,2.12,1.48,1.49,1.28,1.48,1.23,1.39,1.3,1.13,0.97,1.17,1.03,0.98,1.08,0.85,0.95,0.84,0.91,0.74,0.77,0.76,0.63,0.7,0.67,0.58,0.5,0.43,0.46,0.43,0.44,0.44,0.48,0.39,0.33,0.35,0.3,0.29,0.32,0.31,0.26,0.28,0.21,0.19,0.2,0.2,0.18,0.17,0.57,0.15,0.14,0.16,0.13,0.16,0.16,0.14,0.11,0.13,0.11,0.17,0.1,0.1,0.09,0.1,0.1,0.09,0.07,0.07,0.07,0.08,0.06,0.07,0.0,0.05,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/21/2021,4.64,5.25,4.26,4.62,4.08,4.44,4.27,4.31,3.93,3.26,3.23,2.74,2.9,2.58,2.28,2.34,2.04,1.91,2.12,1.48,1.46,1.27,1.48,1.23,1.37,1.3,1.12,0.97,1.17,1.03,1.0,1.07,0.84,0.94,0.83,0.93,0.74,0.78,0.76,0.64,0.69,0.68,0.58,0.51,0.44,0.46,0.42,0.44,0.44,0.49,0.39,0.33,0.35,0.3,0.29,0.32,0.31,0.26,0.28,0.21,0.2,0.2,0.2,0.18,0.16,0.54,0.15,0.14,0.16,0.13,0.16,0.16,0.14,0.11,0.13,0.11,0.18,0.1,0.1,0.09,0.1,0.1,0.09,0.07,0.07,0.07,0.08,0.06,0.08,0.0,0.06,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/22/2021,4.64,5.25,4.26,4.62,4.08,4.44,4.27,4.31,3.93,3.26,3.23,2.74,2.9,2.58,2.28,2.34,2.04,1.91,2.12,1.48,1.46,1.27,1.48,1.23,1.37,1.3,1.12,0.97,1.17,1.03,1.0,1.07,0.84,0.94,0.83,0.93,0.74,0.78,0.76,0.64,0.69,0.68,0.58,0.51,0.44,0.46,0.42,0.44,0.44,0.49,0.39,0.33,0.35,0.3,0.29,0.32,0.31,0.26,0.28,0.21,0.2,0.2,0.2,0.18,0.16,0.54,0.15,0.14,0.16,0.13,0.16,0.16,0.14,0.11,0.13,0.11,0.18,0.1,0.1,0.09,0.1,0.1,0.09,0.07,0.07,0.07,0.08,0.06,0.08,0.0,0.06,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/23/2021,4.66,5.23,4.28,4.63,4.07,4.47,4.27,4.31,3.85,3.26,3.23,2.71,2.94,2.55,2.29,2.32,2.01,1.95,2.08,1.49,1.48,1.26,1.48,1.17,1.35,1.3,1.11,0.97,1.17,1.03,0.99,1.07,0.84,0.93,0.84,0.93,0.75,0.78,0.75,0.64,0.69,0.68,0.58,0.51,0.44,0.45,0.42,0.45,0.44,0.49,0.39,0.33,0.35,0.3,0.29,0.33,0.31,0.26,0.29,0.22,0.2,0.2,0.21,0.18,0.16,0.71,0.15,0.14,0.16,0.13,0.16,0.15,0.14,0.11,0.13,0.12,0.17,0.1,0.09,0.09,0.09,0.1,0.09,0.07,0.07,0.07,0.08,0.06,0.08,0.0,0.05,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/24/2021,3.9,4.5,4.48,4.32,1.98,4.55,4.47,4.56,3.72,2.94,2.58,2.93,2.34,2.07,1.82,1.83,0.0,1.76,1.41,1.19,1.2,0.12,1.12,1.03,1.05,1.1,0.91,0.86,0.89,0.1,0.91,0.0,0.76,0.0,0.07,0.65,0.0,0.62,0.55,0.6,0.65,0.0,0.42,0.44,0.33,0.4,0.41,0.36,0.35,0.31,0.31,0.32,0.27,0.26,0.28,0.25,0.3,0.21,0.21,0.0,0.18,0.17,0.14,0.15,0.13,0.87,0.11,0.12,0.11,0.11,0.0,0.08,0.11,0.1,0.1,0.09,0.0,0.12,0.0,0.07,0.0,0.07,0.07,0.05,0.06,0.06,0.05,0.05,0.05,0.0,0.05,0.03,0.02,4.61,4.52,4.51,2.26,1.55,1.19,0.95,0.68,0.4,0.04,0.02,100.01999999999998
09/27/2021,3.88,4.48,4.46,4.39,2.02,4.52,4.5,4.53,3.75,2.94,2.57,2.95,2.32,2.05,1.82,1.81,0.0,1.75,1.4,1.19,1.21,0.12,1.13,1.03,1.05,1.1,0.91,0.86,0.87,0.1,0.92,0.0,0.77,0.0,0.07,0.65,0.0,0.63,0.55,0.6,0.66,0.0,0.42,0.45,0.33,0.4,0.41,0.36,0.35,0.3,0.31,0.31,0.27,0.26,0.29,0.25,0.3,0.21,0.21,0.0,0.18,0.17,0.14,0.15,0.14,0.87,0.11,0.12,0.11,0.11,0.0,0.08,0.11,0.1,0.1,0.09,0.0,0.12,0.0,0.07,0.0,0.07,0.07,0.05,0.06,0.06,0.05,0.05,0.05,0.0,0.05,0.03,0.02,4.55,4.5,4.49,2.26,1.59,1.18,0.95,0.7,0.4,0.04,0.02,100.0
09/28/2021,3.86,4.5,4.48,4.53,2.09,4.55,4.57,4.57,3.82,2.97,2.59,3.02,2.33,2.04,1.84,1.8,0.0,1.77,1.39,1.19,1.19,0.13,1.16,1.05,1.06,1.09,0.91,0.87,0.84,0.1,0.94,0.0,0.77,0.0,0.07,0.66,0.0,0.65,0.55,0.61,0.68,0.0,0.44,0.45,0.33,0.4,0.41,0.36,0.35,0.3,0.31,0.31,0.27,0.26,0.3,0.26,0.3,0.21,0.21,0.0,0.17,0.18,0.14,0.15,0.14,0.0,0.12,0.13,0.11,0.11,0.0,0.08,0.11,0.1,0.1,0.1,0.0,0.13,0.0,0.07,0.0,0.07,0.07,0.05,0.06,0.06,0.05,0.05,0.05,0.0,0.05,0.03,0.02,4.59,4.53,4.49,2.27,1.6,1.17,0.96,0.72,0.39,0.04,0.02,99.99
09/29/2021,3.84,4.45,4.45,4.53,2.1,4.53,4.57,4.54,3.76,2.95,2.59,3.0,2.3,2.03,1.82,1.79,0.0,1.79,1.37,1.19,1.18,0.13,1.16,1.05,1.05,1.09,0.91,0.85,0.82,0.1,0.95,0.0,0.77,0.0,0.07,0.65,0.0,0.65,0.55,0.61,0.68,0.0,0.44,0.45,0.33,0.4,0.41,0.36,0.35,0.31,0.3,0.31,0.27,0.26,0.3,0.27,0.3,0.21,0.21,0.0,0.17,0.18,0.14,0.14,0.14,0.31,0.12,0.13,0.12,0.11,0.0,0.08,0.11,0.1,0.1,0.1,0.0,0.13,0.0,0.07,0.0,0.07,0.07,0.05,0.06,0.05,0.05,0.05,0.05,0.0,0.05,0.03,0.02,4.55,4.5,4.62,2.27,1.6,1.17,0.96,0.72,0.39,0.04,0.02,99.99000000000001
