,ASAN,SYKE,TTD,MSTR,APPN,SPT,BILL,AVLR,WK,COUP,SPLK,SMAR,FIVN,HUBS,NET,EVBG,DOMO,CRWD,VRNS,RIOT,PAYC,DOCU,DDOG,ZUO,RPD,SQ,NOW,MARA,CDAY,ATEN,PCTY,DT,RNG,ADBE,NTNX,SAIL,QADA,RAMP,FTNT,ZM,TYL,IT,ESTC,JCOM,DCT,BKI,ZS,BL,PYPL,ALTR,MSFT,CDNS,PAYA,ZEN,PANW,ACN,JAMF,PRFT,PTC,PEGA,ADSK,CRNC,SNPS,INTU,ZNGA,ANSS,BOX,AZPN,SPSC,VRRM,CNXC,LPSN,ALRM,MIME,VERX,CRM,MGI,DBX,PD,QLYS,AGYS,WDAY,PLAN,AYX,PAYX,ECOM,MA,EGHT,GWRE,CSOD,MANH,MSP,RPAY,QTWO,CSGS,FICO,EPAM,V,MITK,IMXI,G,JKHY,CLDR,BR,EXLS,MCFE,MDLA,ADP,MNTV,EPAY,PFPT,ORCL,WORK,TTEC,DLB,TDC,PLTR,AFRM,BLKB,FIS,GPN,NUAN,NEWR,SSNC,SWI,UPLD,AI,VG,EVTC,FEYE,FISV,APPF,TENB,EVOP,IIIV,BNFT,EA,MODN,CVLT,ZIXI,XM,NLOK,FOUR,CTSH,PRGS,CTXS,ATVI,OSPN,WEX,YEXT,VRNT,PRO,VMW,ACIW,DXC,AVYA,FLT,ENV,APPS,TTWO,UIS,XPER,PING,ADS,CDK,WU,BTRS,DMRC,IBM,MMS,SCPL,TLS,PLTK,VERI,ETWO,CLSK,EEFT,IDCC,SKLZ,EBIX,CNDT,Sabre Corp.,AMSWA,CASS,STATE STREET INSTITUTIONAL LIQ STATE STR,U.S. Dollar,SABR,Skillz Inc. Class A,Cleanspark Inc.,SDA.AX,N-able Inc.,NABL WI,002810.KS,GVMXX,SWIEUR,SSIXX,NABL,603121.SS,n/a,GSKY,OLO,GDYN,NCR,APP,KNBE,CTLP,HCKT,SUM
08/24/2021,0.87,0.7,0.7,0.75,0.47,0.72,0.72,0.65,0.73,0.5,0.65,0.61,0.59,0.69,0.69,0.63,0.69,0.56,0.59,0.6,0.75,0.61,0.74,0.54,0.68,0.65,0.66,0.72,0.65,0.68,0.77,0.61,0.5,0.65,0.53,0.5,0.6,0.58,0.71,0.5,0.6,0.7,0.62,0.55,0.59,0.55,0.64,0.54,0.54,0.61,0.64,0.66,0.51,0.47,0.54,0.63,0.56,0.75,0.51,0.54,0.65,0.5,0.65,0.63,0.44,0.58,0.54,0.49,0.69,0.57,0.58,0.56,0.52,0.62,0.54,0.58,0.48,0.56,0.52,0.58,0.51,0.56,0.6,0.47,0.59,0.52,0.53,0.48,0.56,0.6,0.59,0.53,0.49,0.43,0.57,0.48,0.67,0.53,0.6,0.63,0.61,0.59,0.55,0.58,0.62,0.49,0.55,0.57,0.5,0.6,0.55,0.58,0.0,0.55,0.53,0.59,0.53,0.52,0.47,0.48,0.46,0.54,0.59,0.55,0.27,0.47,0.41,0.48,0.57,0.43,0.57,0.47,0.5,0.46,0.46,0.45,0.52,0.51,0.5,0.51,0.65,0.49,0.43,0.58,0.5,0.46,0.46,0.37,0.46,0.46,0.5,0.42,0.51,0.43,0.46,0.39,0.51,0.53,0.36,0.47,0.46,0.5,0.52,0.44,0.41,0.47,0.39,0.39,0.5,0.49,0.52,0.44,0.54,0.44,0.41,0.32,0.46,0.47,0.26,0.41,0.46,0.0,0.36,0.39,0.0,0.0,0.36,0.0,0.0,0.07,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
08/26/2021,0.71,0.68,0.69,0.69,0.65,0.61,0.62,0.62,0.59,0.6,0.64,0.59,0.59,0.6,0.6,0.58,0.61,0.58,0.58,0.65,0.57,0.59,0.58,0.59,0.57,0.59,0.59,0.63,0.58,0.57,0.58,0.56,0.56,0.58,0.58,0.58,0.59,0.6,0.55,0.56,0.56,0.55,0.57,0.57,0.58,0.56,0.55,0.56,0.57,0.56,0.56,0.56,0.55,0.56,0.54,0.55,0.56,0.56,0.55,0.57,0.56,0.49,0.56,0.55,0.54,0.55,0.54,0.53,0.54,0.56,0.56,0.57,0.55,0.54,0.61,0.54,0.56,0.54,0.56,0.52,0.54,0.55,0.53,0.56,0.54,0.53,0.53,0.55,0.55,0.54,0.53,0.55,0.53,0.54,0.55,0.53,0.54,0.53,0.55,0.52,0.53,0.54,0.54,0.53,0.54,0.53,0.54,0.53,0.53,0.52,0.53,0.5,0.53,0.54,0.52,0.56,0.57,0.53,0.53,0.52,0.52,0.53,0.53,0.52,0.0,0.52,0.55,0.52,0.53,0.5,0.52,0.53,0.51,0.5,0.5,0.53,0.52,0.53,0.52,0.51,0.55,0.51,0.5,0.52,0.51,0.52,0.52,0.52,0.5,0.53,0.52,0.5,0.52,0.5,0.5,0.51,0.5,0.51,0.55,0.51,0.5,0.53,0.49,0.5,0.5,0.49,0.45,0.52,0.52,0.5,0.5,0.51,0.49,0.48,0.45,0.49,0.46,0.48,0.54,0.49,0.49,0.0,0.34,0.35,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,4.68,0.52,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.69
08/30/2021,0.85,0.68,0.69,0.71,0.48,0.78,0.74,0.66,0.72,0.51,0.67,0.61,0.58,0.69,0.68,0.64,0.72,0.64,0.63,0.62,0.75,0.62,0.73,0.55,0.69,0.63,0.66,0.72,0.65,0.7,0.77,0.63,0.49,0.64,0.54,0.53,0.58,0.56,0.72,0.49,0.58,0.69,0.59,0.55,0.58,0.53,0.68,0.53,0.53,0.59,0.61,0.65,0.47,0.47,0.66,0.62,0.57,0.78,0.5,0.54,0.59,0.48,0.65,0.62,0.44,0.57,0.53,0.49,0.7,0.54,0.58,0.56,0.52,0.71,0.6,0.59,0.48,0.55,0.53,0.59,0.52,0.57,0.59,0.46,0.57,0.54,0.51,0.47,0.56,0.59,0.59,0.51,0.49,0.44,0.55,0.47,0.65,0.52,0.6,0.61,0.59,0.56,0.53,0.55,0.59,0.49,0.54,0.55,0.48,0.59,0.53,0.56,0.0,0.54,0.52,0.58,0.53,0.54,0.47,0.47,0.44,0.53,0.6,0.54,0.26,0.46,0.43,0.48,0.55,0.45,0.56,0.45,0.53,0.44,0.46,0.43,0.51,0.52,0.52,0.55,0.63,0.49,0.44,0.57,0.5,0.44,0.44,0.38,0.46,0.47,0.5,0.45,0.51,0.42,0.47,0.39,0.5,0.52,0.37,0.45,0.46,0.49,0.55,0.45,0.4,0.45,0.38,0.41,0.48,0.47,0.54,0.47,0.53,0.46,0.46,0.38,0.45,0.46,0.26,0.4,0.44,0.0,0.36,0.37,0.0,0.0,0.4,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95000000000002
08/31/2021,0.86,0.67,0.69,0.7,0.5,0.81,0.93,0.67,0.73,0.53,0.66,0.62,0.57,0.69,0.68,0.63,0.65,0.63,0.65,0.64,0.73,0.61,0.73,0.56,0.69,0.63,0.66,0.78,0.64,0.71,0.77,0.62,0.48,0.63,0.54,0.54,0.57,0.58,0.71,0.48,0.57,0.68,0.59,0.56,0.59,0.52,0.68,0.53,0.53,0.59,0.6,0.65,0.49,0.46,0.65,0.61,0.56,0.78,0.5,0.54,0.59,0.5,0.65,0.62,0.44,0.56,0.53,0.48,0.71,0.55,0.57,0.56,0.52,0.68,0.61,0.57,0.49,0.54,0.53,0.58,0.52,0.6,0.6,0.46,0.56,0.54,0.5,0.47,0.55,0.58,0.59,0.5,0.49,0.45,0.55,0.47,0.64,0.51,0.61,0.6,0.58,0.56,0.52,0.54,0.59,0.49,0.53,0.54,0.48,0.6,0.52,0.56,0.0,0.54,0.51,0.59,0.54,0.51,0.47,0.46,0.44,0.52,0.6,0.53,0.26,0.47,0.43,0.47,0.54,0.44,0.55,0.44,0.53,0.45,0.46,0.43,0.5,0.52,0.52,0.54,0.61,0.48,0.45,0.56,0.51,0.44,0.43,0.38,0.46,0.47,0.5,0.47,0.47,0.42,0.46,0.38,0.5,0.52,0.37,0.44,0.47,0.5,0.54,0.45,0.4,0.45,0.39,0.42,0.47,0.47,0.55,0.47,0.52,0.48,0.46,0.4,0.45,0.46,0.26,0.4,0.45,0.0,0.37,0.37,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/07/2021,1.04,0.0,0.67,0.71,0.52,0.85,0.97,0.71,0.76,0.58,0.68,0.67,0.53,0.7,0.72,0.69,0.61,0.62,0.71,0.57,0.75,0.63,0.75,0.61,0.72,0.63,0.7,0.84,0.67,0.68,0.8,0.66,0.47,0.63,0.64,0.53,0.57,0.63,0.72,0.42,0.58,0.69,0.65,0.54,0.62,0.53,0.71,0.57,0.55,0.59,0.6,0.66,0.51,0.47,0.66,0.62,0.58,0.82,0.5,0.56,0.54,0.49,0.66,0.62,0.43,0.56,0.54,0.49,0.71,0.55,0.58,0.59,0.53,0.7,0.55,0.57,0.47,0.56,0.6,0.6,0.51,0.62,0.66,0.48,0.56,0.57,0.48,0.48,0.58,0.58,0.59,0.5,0.51,0.46,0.55,0.48,0.65,0.49,0.63,0.61,0.59,0.56,0.52,0.54,0.6,0.5,0.53,0.54,0.5,0.6,0.0,0.56,0.0,0.56,0.5,0.62,0.56,0.71,0.48,0.44,0.42,0.52,0.62,0.52,0.26,0.48,0.43,0.52,0.54,0.44,0.54,0.44,0.55,0.44,0.46,0.43,0.52,0.53,0.54,0.54,0.67,0.49,0.44,0.55,0.5,0.44,0.43,0.38,0.44,0.46,0.5,0.45,0.46,0.44,0.45,0.38,0.5,0.51,0.45,0.44,0.47,0.48,0.58,0.44,0.4,0.45,0.39,0.46,0.48,0.48,0.52,0.5,0.54,0.52,0.48,0.4,0.44,0.45,0.29,0.4,0.47,0.0,0.38,0.37,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,-0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/13/2021,1.1,0.0,0.63,0.65,0.49,0.86,0.97,0.69,0.75,0.57,0.67,0.6,0.55,0.69,0.71,0.67,0.58,0.6,0.7,0.53,0.74,0.58,0.77,0.58,0.71,0.6,0.68,0.77,0.66,0.68,0.79,0.67,0.44,0.64,0.65,0.52,0.58,0.63,0.71,0.42,0.58,0.71,0.62,0.56,0.65,0.53,0.7,0.6,0.55,0.59,0.6,0.67,0.55,0.46,0.67,0.62,0.62,0.82,0.49,0.54,0.54,0.47,0.66,0.63,0.41,0.58,0.49,0.48,0.73,0.54,0.59,0.59,0.51,0.69,0.53,0.57,0.48,0.56,0.59,0.6,0.5,0.61,0.65,0.47,0.55,0.55,0.5,0.48,0.58,0.59,0.59,0.48,0.49,0.45,0.55,0.48,0.64,0.51,0.6,0.61,0.58,0.55,0.53,0.55,0.61,0.43,0.53,0.53,0.49,0.59,0.0,0.56,0.0,0.54,0.49,0.62,0.55,0.71,0.46,0.46,0.46,0.53,0.61,0.52,0.26,0.47,0.44,0.52,0.54,0.45,0.55,0.46,0.56,0.45,0.45,0.43,0.51,0.55,0.51,0.53,0.67,0.5,0.42,0.56,0.5,0.47,0.42,0.38,0.44,0.46,0.5,0.44,0.46,0.43,0.45,0.37,0.51,0.51,0.45,0.44,0.47,0.47,0.55,0.44,0.41,0.45,0.37,0.53,0.48,0.47,0.54,0.5,0.54,0.48,0.47,0.39,0.44,0.45,0.28,0.39,0.44,0.0,0.38,0.36,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/14/2021,1.11,0.0,0.64,0.63,0.47,0.87,0.94,0.7,0.75,0.56,0.67,0.59,0.55,0.68,0.72,0.68,0.58,0.6,0.69,0.5,0.74,0.58,0.76,0.57,0.7,0.6,0.69,0.71,0.65,0.69,0.8,0.67,0.42,0.64,0.65,0.51,0.58,0.64,0.72,0.43,0.58,0.71,0.62,0.55,0.65,0.53,0.69,0.6,0.55,0.6,0.61,0.68,0.54,0.45,0.68,0.63,0.64,0.81,0.49,0.54,0.54,0.45,0.67,0.63,0.44,0.59,0.48,0.48,0.75,0.53,0.59,0.6,0.51,0.69,0.52,0.57,0.47,0.56,0.58,0.59,0.48,0.61,0.65,0.46,0.55,0.58,0.5,0.47,0.59,0.59,0.59,0.48,0.5,0.45,0.55,0.47,0.65,0.51,0.58,0.61,0.58,0.55,0.53,0.55,0.61,0.39,0.54,0.53,0.49,0.59,0.0,0.57,0.0,0.52,0.5,0.57,0.56,0.96,0.46,0.45,0.45,0.53,0.6,0.51,0.26,0.46,0.44,0.52,0.54,0.45,0.53,0.45,0.56,0.45,0.44,0.43,0.52,0.56,0.51,0.52,0.68,0.5,0.42,0.57,0.5,0.47,0.43,0.38,0.44,0.46,0.49,0.43,0.45,0.43,0.44,0.37,0.51,0.51,0.44,0.44,0.46,0.47,0.55,0.44,0.42,0.45,0.37,0.55,0.48,0.46,0.55,0.5,0.58,0.49,0.47,0.37,0.43,0.45,0.28,0.39,0.44,0.0,0.38,0.36,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/16/2021,1.15,0.0,0.63,0.66,0.48,0.84,0.94,0.7,0.77,0.55,0.66,0.57,0.54,0.68,0.7,0.68,0.56,0.58,0.68,0.5,0.72,0.57,0.75,0.56,0.72,0.6,0.68,0.71,0.65,0.74,0.77,0.66,0.42,0.63,0.63,0.54,0.59,0.64,0.69,0.42,0.57,0.7,0.61,0.56,0.66,0.53,0.68,0.6,0.55,0.61,0.61,0.67,0.55,0.44,0.69,0.63,0.64,0.8,0.48,0.53,0.54,0.48,0.67,0.62,0.42,0.58,0.5,0.48,0.76,0.55,0.58,0.59,0.52,0.7,0.53,0.56,0.49,0.56,0.58,0.61,0.48,0.62,0.65,0.46,0.55,0.58,0.5,0.47,0.58,0.59,0.59,0.49,0.5,0.44,0.55,0.47,0.64,0.51,0.58,0.61,0.57,0.55,0.53,0.55,0.62,0.41,0.54,0.53,0.49,0.6,0.0,0.57,0.0,0.52,0.5,0.56,0.55,0.85,0.47,0.45,0.45,0.53,0.6,0.52,0.26,0.45,0.43,0.54,0.55,0.45,0.53,0.46,0.59,0.44,0.44,0.43,0.52,0.56,0.51,0.54,0.66,0.49,0.42,0.57,0.5,0.48,0.42,0.4,0.45,0.47,0.5,0.43,0.46,0.43,0.46,0.36,0.51,0.51,0.44,0.43,0.47,0.48,0.54,0.45,0.42,0.46,0.36,0.53,0.48,0.47,0.55,0.49,0.56,0.51,0.47,0.37,0.44,0.45,0.27,0.39,0.45,0.0,0.38,0.37,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
09/17/2021,1.22,0.0,0.63,0.64,0.47,0.87,0.97,0.71,0.79,0.55,0.66,0.58,0.54,0.69,0.72,0.68,0.57,0.59,0.68,0.49,0.73,0.56,0.77,0.56,0.72,0.6,0.69,0.69,0.64,0.73,0.8,0.68,0.42,0.63,0.63,0.54,0.59,0.65,0.7,0.41,0.58,0.71,0.62,0.56,0.66,0.53,0.71,0.59,0.55,0.61,0.62,0.68,0.55,0.44,0.7,0.63,0.6,0.81,0.48,0.53,0.54,0.47,0.67,0.64,0.41,0.58,0.48,0.48,0.77,0.53,0.59,0.58,0.52,0.7,0.52,0.56,0.48,0.55,0.59,0.62,0.48,0.62,0.65,0.46,0.56,0.58,0.5,0.47,0.58,0.6,0.6,0.48,0.49,0.44,0.55,0.46,0.65,0.5,0.56,0.6,0.58,0.55,0.54,0.55,0.63,0.4,0.54,0.53,0.49,0.58,0.0,0.55,0.0,0.51,0.51,0.56,0.57,0.84,0.47,0.45,0.45,0.53,0.6,0.51,0.26,0.45,0.43,0.56,0.55,0.46,0.52,0.45,0.57,0.44,0.42,0.41,0.53,0.55,0.51,0.54,0.67,0.49,0.41,0.56,0.49,0.48,0.42,0.41,0.44,0.46,0.5,0.42,0.45,0.43,0.45,0.37,0.5,0.52,0.44,0.43,0.46,0.47,0.53,0.44,0.42,0.45,0.35,0.5,0.48,0.47,0.56,0.49,0.58,0.49,0.47,0.36,0.43,0.46,0.27,0.4,0.43,0.0,0.38,0.36,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.94
09/21/2021,1.34,0.0,0.64,0.63,0.47,0.92,0.98,0.72,0.8,0.55,0.66,0.6,0.56,0.7,0.73,0.68,0.59,0.6,0.68,0.5,0.75,0.58,0.79,0.57,0.71,0.61,0.69,0.71,0.65,0.69,0.82,0.68,0.45,0.64,0.62,0.53,0.58,0.6,0.69,0.41,0.57,0.7,0.63,0.54,0.65,0.51,0.7,0.61,0.54,0.6,0.61,0.67,0.55,0.47,0.68,0.62,0.63,0.79,0.47,0.53,0.55,0.48,0.65,0.63,0.4,0.57,0.48,0.48,0.81,0.53,0.57,0.61,0.52,0.68,0.53,0.57,0.49,0.54,0.62,0.61,0.5,0.61,0.65,0.46,0.54,0.61,0.49,0.48,0.57,0.59,0.57,0.47,0.49,0.45,0.55,0.45,0.63,0.5,0.53,0.56,0.56,0.55,0.53,0.54,0.61,0.4,0.54,0.52,0.47,0.57,0.0,0.55,0.0,0.5,0.49,0.56,0.61,0.9,0.48,0.45,0.44,0.53,0.6,0.5,0.27,0.46,0.44,0.59,0.55,0.45,0.52,0.45,0.56,0.43,0.41,0.41,0.48,0.54,0.48,0.55,0.66,0.47,0.43,0.56,0.5,0.49,0.43,0.39,0.43,0.47,0.5,0.43,0.45,0.42,0.46,0.37,0.5,0.51,0.48,0.43,0.46,0.46,0.54,0.45,0.42,0.44,0.39,0.53,0.47,0.47,0.57,0.48,0.55,0.53,0.48,0.37,0.43,0.44,0.27,0.4,0.42,0.0,0.37,0.36,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.07
09/27/2021,0.67,0.0,0.56,0.53,0.55,0.59,0.52,0.54,0.56,0.53,0.52,0.56,0.52,0.58,0.0,0.53,0.57,0.53,0.52,0.52,0.57,0.52,0.57,0.55,0.54,0.57,0.54,0.56,0.54,0.56,0.59,0.55,0.54,0.51,0.53,0.54,0.53,0.51,0.53,0.48,0.54,0.55,0.55,0.56,0.53,0.5,0.55,0.55,0.52,0.53,0.53,0.52,0.5,0.56,0.54,0.53,0.54,0.55,0.52,0.54,0.54,0.55,0.51,0.54,0.46,0.51,0.57,0.52,0.63,0.55,0.51,0.54,0.55,0.52,0.54,0.57,0.53,0.52,0.56,0.55,0.56,0.53,0.53,0.53,0.53,0.52,0.54,0.55,0.52,0.53,0.52,0.52,0.56,0.53,0.53,0.5,0.53,0.54,0.49,0.39,0.51,0.53,0.53,0.52,0.53,0.55,0.53,0.53,0.52,0.51,0.0,0.53,0.0,0.5,0.52,0.56,0.58,0.54,0.57,0.52,0.52,0.53,0.53,0.52,0.0,0.54,0.52,0.59,0.54,0.53,0.53,0.53,0.53,0.51,0.44,0.52,0.47,0.5,0.52,0.46,0.52,0.5,0.58,0.53,0.54,0.55,0.5,0.52,0.53,0.53,0.56,0.52,0.53,0.52,0.54,0.54,0.54,0.54,0.63,0.5,0.56,0.52,0.55,0.57,0.54,0.51,0.54,0.52,0.53,0.53,0.57,0.48,0.49,0.66,0.53,0.49,0.52,0.53,0.54,0.55,0.52,0.0,0.45,0.28,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.06,0.72,0.54,0.54,0.54,0.53,0.5,0.41,0.29,99.98000000000002
09/28/2021,0.65,0.0,0.56,0.51,0.56,0.59,0.51,0.54,0.56,0.53,0.52,0.55,0.52,0.58,0.0,0.54,0.58,0.53,0.51,0.5,0.57,0.52,0.57,0.55,0.54,0.56,0.54,0.53,0.55,0.56,0.59,0.56,0.53,0.5,0.52,0.53,0.53,0.51,0.53,0.48,0.54,0.55,0.55,0.56,0.52,0.5,0.55,0.55,0.52,0.53,0.53,0.52,0.51,0.55,0.55,0.52,0.54,0.55,0.52,0.53,0.55,0.54,0.51,0.54,0.46,0.51,0.58,0.52,0.64,0.56,0.52,0.5,0.54,0.52,0.54,0.59,0.51,0.53,0.56,0.55,0.54,0.53,0.53,0.55,0.53,0.52,0.54,0.55,0.52,0.53,0.52,0.52,0.56,0.54,0.54,0.49,0.53,0.54,0.49,0.4,0.52,0.53,0.53,0.53,0.54,0.56,0.53,0.53,0.52,0.51,0.0,0.53,0.0,0.49,0.52,0.57,0.57,0.53,0.57,0.52,0.51,0.53,0.53,0.52,0.0,0.53,0.52,0.59,0.54,0.53,0.52,0.54,0.55,0.5,0.44,0.52,0.47,0.49,0.52,0.47,0.52,0.5,0.58,0.54,0.62,0.54,0.5,0.52,0.53,0.52,0.56,0.52,0.54,0.52,0.54,0.55,0.54,0.54,0.63,0.51,0.57,0.52,0.56,0.58,0.55,0.51,0.54,0.53,0.53,0.53,0.58,0.47,0.49,0.68,0.53,0.47,0.52,0.53,0.54,0.55,0.51,0.0,0.46,0.28,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.06,0.72,0.53,0.56,0.53,0.54,0.48,0.42,0.29,100.02
09/29/2021,0.65,0.0,0.56,0.51,0.56,0.59,0.51,0.54,0.56,0.53,0.52,0.55,0.52,0.58,0.0,0.54,0.58,0.53,0.51,0.5,0.57,0.52,0.57,0.55,0.54,0.56,0.54,0.53,0.55,0.56,0.59,0.56,0.53,0.5,0.52,0.53,0.53,0.51,0.53,0.48,0.54,0.55,0.55,0.56,0.52,0.5,0.55,0.55,0.52,0.53,0.53,0.52,0.51,0.55,0.55,0.52,0.54,0.55,0.52,0.53,0.55,0.54,0.51,0.54,0.46,0.51,0.58,0.52,0.64,0.56,0.52,0.5,0.54,0.52,0.54,0.59,0.51,0.53,0.56,0.55,0.54,0.53,0.53,0.55,0.53,0.52,0.54,0.55,0.52,0.53,0.52,0.52,0.56,0.54,0.54,0.49,0.53,0.54,0.49,0.4,0.52,0.53,0.53,0.53,0.54,0.56,0.53,0.53,0.52,0.51,0.0,0.53,0.0,0.49,0.52,0.57,0.57,0.53,0.57,0.52,0.51,0.53,0.53,0.52,0.0,0.53,0.52,0.59,0.54,0.53,0.52,0.54,0.55,0.5,0.44,0.52,0.47,0.49,0.52,0.47,0.52,0.5,0.58,0.54,0.62,0.54,0.5,0.52,0.53,0.52,0.56,0.52,0.54,0.52,0.54,0.55,0.54,0.54,0.63,0.51,0.57,0.52,0.56,0.58,0.55,0.51,0.54,0.53,0.53,0.53,0.58,0.47,0.49,0.68,0.53,0.47,0.52,0.53,0.54,0.55,0.51,0.0,0.46,0.28,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.06,0.72,0.53,0.56,0.53,0.54,0.48,0.42,0.29,100.02
09/30/2021,0.65,0.0,0.56,0.51,0.56,0.59,0.51,0.54,0.56,0.53,0.52,0.55,0.52,0.58,0.0,0.54,0.58,0.53,0.51,0.5,0.57,0.52,0.57,0.55,0.54,0.56,0.54,0.53,0.55,0.56,0.59,0.56,0.53,0.5,0.52,0.53,0.53,0.51,0.53,0.48,0.54,0.55,0.55,0.56,0.52,0.5,0.55,0.55,0.52,0.53,0.53,0.52,0.51,0.55,0.55,0.52,0.54,0.55,0.52,0.53,0.55,0.54,0.51,0.54,0.46,0.51,0.58,0.52,0.64,0.56,0.52,0.5,0.54,0.52,0.54,0.59,0.51,0.53,0.56,0.55,0.54,0.53,0.53,0.55,0.53,0.52,0.54,0.55,0.52,0.53,0.52,0.52,0.56,0.54,0.54,0.49,0.53,0.54,0.49,0.4,0.52,0.53,0.53,0.53,0.54,0.56,0.53,0.53,0.52,0.51,0.0,0.53,0.0,0.49,0.52,0.57,0.57,0.53,0.57,0.52,0.51,0.53,0.53,0.52,0.0,0.53,0.52,0.59,0.54,0.53,0.52,0.54,0.55,0.5,0.44,0.52,0.47,0.49,0.52,0.47,0.52,0.5,0.58,0.54,0.62,0.54,0.5,0.52,0.53,0.52,0.56,0.52,0.54,0.52,0.54,0.55,0.54,0.54,0.63,0.51,0.57,0.52,0.56,0.58,0.55,0.51,0.54,0.53,0.53,0.53,0.58,0.47,0.49,0.68,0.53,0.47,0.52,0.53,0.54,0.55,0.51,0.0,0.46,0.28,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.06,0.72,0.53,0.56,0.53,0.54,0.48,0.42,0.29,100.02
10/01/2021,0.57,0.0,0.52,0.51,0.51,0.5,0.51,0.52,0.53,0.49,0.5,0.53,0.52,0.55,0.0,0.52,0.57,0.51,0.49,0.48,0.56,0.51,0.55,0.53,0.53,0.54,0.52,0.5,0.57,0.54,0.58,0.54,0.54,0.48,0.49,0.53,0.55,0.5,0.51,0.48,0.53,0.53,0.52,0.57,0.51,0.51,0.52,0.54,0.51,0.52,0.53,0.5,0.54,0.55,0.56,0.52,0.55,0.54,0.53,0.53,0.56,0.56,0.5,0.53,0.47,0.51,0.58,0.54,0.64,0.57,0.55,0.49,0.55,0.52,0.53,0.58,0.53,0.52,0.54,0.53,0.55,0.52,0.52,0.55,0.53,0.53,0.56,0.54,0.53,0.55,0.52,0.54,0.58,0.53,0.56,0.49,0.5,0.55,0.48,0.41,0.52,0.54,0.55,0.54,0.56,0.58,0.55,0.54,0.54,0.52,0.0,0.55,0.0,0.5,0.52,0.6,0.53,0.51,0.58,0.54,0.54,0.55,0.51,0.53,0.0,0.52,0.51,0.6,0.56,0.54,0.54,0.53,0.55,0.52,0.44,0.55,0.51,0.5,0.54,0.46,0.49,0.52,0.57,0.55,0.59,0.55,0.53,0.52,0.58,0.52,0.57,0.5,0.58,0.52,0.55,0.56,0.56,0.56,0.63,0.53,0.6,0.53,0.54,0.61,0.56,0.54,0.54,0.54,0.55,0.55,0.61,0.47,0.51,0.64,0.54,0.47,0.55,0.53,0.52,0.57,0.54,0.0,0.45,0.29,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.07,0.75,0.52,0.55,0.54,0.52,0.46,0.41,0.3,100.01999999999998
