,VGLT,NVDA,Sprott Physical Gold Trust,COST,HON,NEE,UNP,LOW,AMT,CAT,ZTS,PLD,CCI,CSX,ILMN,EQIX,EW,ITW,ADI,Us Dollars,GPN,NXPI,REGN,WM,ALGN,EMR,VRTX,MSCI,NEM,JCI,SNPS,A,IQV,SCCO,ROST,AEP,APH,APTV,EOG,CTAS,CTSH,PH,SPG,ALXN,CNC,PAYX,SYY,IFF,SBAC,XLNX,PANW,SWKS,SLB,AFL,ANSS,RSG,PXD,DHI,KEYS,AME,VRSK,PCAR,EQR,WEC,EFX,SIVB,GRMN,ARE,O,FTV,ED,MKC,ABC,DISCK,DISCA,IP,NUE,DOV,DTE,VMC,URI,WAT,TFX,MLM,ETR,HPE,LNG,IT,SSNC,NTAP,RF,HAL,JBHT,LNT,WPC,CNP,MHK,WRK,HSIC,NI,SEE,NOV,DTM WI,FTI,AZN,PHYS/U.NE,n/a,DTM,NOW,ISRG,HCA,FIS,TWLO,IDXX,KLAC,DOCU,FCX,DLR,VEEV,MCHP,RMD,DD,ODFL,MTD,EPAM,WST,PAYC,W,ZBRA,ALB,EXR,SUI,HRL,VTR,CTLT,DVN,FOXA,CHD,FLT,ALNY,ON,RNG,BURL,EXPD,TDY,QRVO,AGR,DRE,TER,GPC,AVY,TYL,BXP,EXAS,SBNY,FANG,CDAY,MKTX,WAB,PWR,UDR,AES,MOH,INCY,MASI,LKQ,ELS,CPT,CGNX,EMN,L,NDSN,CCK,CSGP,INVH,SUM
09/16/2021,14.52,8.87,0.0,3.27,2.47,2.66,2.18,2.33,2.17,1.82,1.57,1.57,1.33,1.12,1.07,1.22,1.19,1.13,1.02,0.0,0.78,0.96,1.09,1.04,0.94,0.95,0.8,0.85,0.74,0.86,0.83,0.84,0.77,0.76,0.66,0.71,0.73,0.64,0.66,0.7,0.64,0.61,0.69,0.0,0.59,0.63,0.63,0.58,0.6,0.61,0.75,0.48,0.63,0.6,0.53,0.64,0.61,0.52,0.52,0.48,0.54,0.47,0.5,0.48,0.54,0.56,0.52,0.5,0.42,0.43,0.42,0.37,0.41,0.31,0.3,0.37,0.53,0.4,0.37,0.37,0.41,0.42,0.3,0.39,0.36,0.3,0.37,0.45,0.29,0.33,0.31,0.29,0.29,0.24,0.22,0.24,0.2,0.22,0.17,0.16,0.14,0.09,0.0,0.05,0.0,4.79,0.96,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
09/17/2021,14.71,8.93,0.0,3.27,2.44,2.67,2.15,2.32,2.19,1.79,1.56,1.57,1.32,1.11,1.07,1.21,1.21,1.12,1.03,0.0,0.77,0.95,1.11,1.04,0.93,0.94,0.8,0.86,0.74,0.85,0.83,0.84,0.78,0.75,0.65,0.71,0.73,0.65,0.65,0.68,0.64,0.6,0.68,0.0,0.57,0.64,0.62,0.57,0.61,0.62,0.77,0.47,0.62,0.59,0.54,0.64,0.61,0.51,0.52,0.49,0.54,0.47,0.5,0.48,0.54,0.54,0.51,0.5,0.42,0.44,0.42,0.37,0.41,0.3,0.29,0.37,0.52,0.4,0.37,0.37,0.39,0.43,0.31,0.38,0.36,0.29,0.36,0.45,0.29,0.33,0.3,0.29,0.29,0.24,0.22,0.24,0.2,0.21,0.18,0.15,0.15,0.09,0.0,0.05,0.0,4.82,0.96,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99000000000002
09/20/2021,14.58,8.92,0.0,3.3,2.43,2.65,2.15,2.36,2.19,1.8,1.55,1.57,1.32,1.12,1.07,1.24,1.21,1.12,1.03,0.0,0.78,0.95,1.12,1.03,0.96,0.95,0.79,0.86,0.72,0.86,0.84,0.85,0.78,0.73,0.66,0.69,0.74,0.65,0.69,0.68,0.65,0.61,0.7,0.0,0.58,0.63,0.63,0.57,0.61,0.62,0.77,0.47,0.65,0.59,0.54,0.64,0.62,0.52,0.52,0.49,0.53,0.46,0.5,0.47,0.54,0.56,0.51,0.5,0.42,0.43,0.42,0.37,0.41,0.3,0.3,0.37,0.54,0.39,0.37,0.36,0.41,0.42,0.31,0.37,0.36,0.29,0.37,0.46,0.29,0.33,0.31,0.3,0.29,0.24,0.22,0.23,0.2,0.21,0.18,0.15,0.14,0.09,0.0,0.05,0.0,4.69,0.99,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01000000000002
09/21/2021,14.66,8.87,0.0,3.3,2.44,2.6,2.15,2.39,2.19,1.78,1.53,1.56,1.33,1.11,1.07,1.28,1.21,1.12,1.03,0.0,0.78,0.95,1.13,1.04,0.96,0.94,0.8,0.85,0.72,0.86,0.82,0.86,0.79,0.73,0.67,0.68,0.74,0.64,0.7,0.68,0.64,0.61,0.7,0.0,0.61,0.64,0.63,0.54,0.61,0.61,0.76,0.47,0.64,0.59,0.53,0.64,0.63,0.53,0.52,0.49,0.54,0.46,0.49,0.47,0.54,0.57,0.51,0.49,0.42,0.43,0.42,0.38,0.41,0.31,0.3,0.36,0.52,0.39,0.36,0.36,0.41,0.42,0.31,0.37,0.35,0.29,0.36,0.45,0.29,0.32,0.31,0.29,0.29,0.24,0.22,0.23,0.19,0.21,0.18,0.15,0.14,0.09,0.0,0.05,0.0,4.72,1.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/22/2021,14.66,8.87,0.0,3.3,2.44,2.6,2.15,2.39,2.19,1.78,1.53,1.56,1.33,1.11,1.07,1.28,1.21,1.12,1.03,0.0,0.78,0.95,1.13,1.04,0.96,0.94,0.8,0.85,0.72,0.86,0.82,0.86,0.79,0.73,0.67,0.68,0.74,0.64,0.7,0.68,0.64,0.61,0.7,0.0,0.61,0.64,0.63,0.54,0.61,0.61,0.76,0.47,0.64,0.59,0.53,0.64,0.63,0.53,0.52,0.49,0.54,0.46,0.49,0.47,0.54,0.57,0.51,0.49,0.42,0.43,0.42,0.38,0.41,0.31,0.3,0.36,0.52,0.39,0.36,0.36,0.41,0.42,0.31,0.37,0.35,0.29,0.36,0.45,0.29,0.32,0.31,0.29,0.29,0.24,0.22,0.23,0.19,0.21,0.18,0.15,0.14,0.09,0.0,0.05,0.0,4.72,1.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/23/2021,14.66,8.87,0.0,3.3,2.44,2.6,2.15,2.39,2.19,1.78,1.53,1.56,1.33,1.11,1.07,1.28,1.21,1.12,1.03,0.0,0.78,0.95,1.13,1.04,0.96,0.94,0.8,0.85,0.72,0.86,0.82,0.86,0.79,0.73,0.67,0.68,0.74,0.64,0.7,0.68,0.64,0.61,0.7,0.0,0.61,0.64,0.63,0.54,0.61,0.61,0.76,0.47,0.64,0.59,0.53,0.64,0.63,0.53,0.52,0.49,0.54,0.46,0.49,0.47,0.54,0.57,0.51,0.49,0.42,0.43,0.42,0.38,0.41,0.31,0.3,0.36,0.52,0.39,0.36,0.36,0.41,0.42,0.31,0.37,0.35,0.29,0.36,0.45,0.29,0.32,0.31,0.29,0.29,0.24,0.22,0.23,0.19,0.21,0.18,0.15,0.14,0.09,0.0,0.05,0.0,4.72,1.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/24/2021,19.82,8.7,0.0,3.29,2.43,2.64,2.12,2.39,2.2,1.71,1.57,1.56,1.34,1.1,1.05,1.26,1.21,1.12,1.03,0.0,0.76,0.94,1.13,1.05,0.96,0.92,0.8,0.86,0.72,0.85,0.81,0.85,0.79,0.71,0.67,0.68,0.73,0.63,0.69,0.69,0.64,0.6,0.7,0.0,0.6,0.64,0.64,0.54,0.62,0.61,0.76,0.46,0.62,0.57,0.52,0.65,0.6,0.52,0.52,0.48,0.55,0.45,0.5,0.48,0.52,0.56,0.52,0.5,0.43,0.43,0.42,0.38,0.41,0.29,0.28,0.36,0.48,0.39,0.37,0.37,0.4,0.42,0.31,0.37,0.35,0.28,0.37,0.46,0.29,0.32,0.3,0.29,0.3,0.24,0.23,0.24,0.19,0.21,0.17,0.16,0.14,0.08,0.0,0.05,0.0,0.03,1.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/27/2021,19.23,9.08,0.0,3.25,2.45,2.58,2.14,2.38,2.14,1.75,1.58,1.54,1.3,1.1,1.04,1.24,1.22,1.13,1.06,0.0,0.78,0.98,1.12,1.04,0.97,0.94,0.79,0.87,0.7,0.86,0.82,0.85,0.8,0.71,0.68,0.67,0.75,0.67,0.73,0.69,0.66,0.62,0.72,0.0,0.59,0.64,0.66,0.53,0.61,0.62,0.77,0.46,0.66,0.57,0.53,0.65,0.63,0.51,0.53,0.48,0.56,0.45,0.5,0.47,0.53,0.6,0.52,0.5,0.42,0.43,0.42,0.37,0.41,0.29,0.28,0.36,0.49,0.39,0.36,0.38,0.42,0.43,0.31,0.38,0.33,0.28,0.39,0.47,0.29,0.33,0.32,0.3,0.3,0.24,0.22,0.23,0.2,0.21,0.18,0.15,0.14,0.08,0.0,0.05,0.0,0.03,0.94,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03000000000004
09/28/2021,19.12,8.95,0.0,3.37,2.45,2.57,2.17,2.38,2.11,1.76,1.58,1.53,1.29,1.12,1.04,1.22,1.22,1.12,1.07,0.0,0.78,0.98,1.11,1.05,0.97,0.94,0.78,0.88,0.7,0.85,0.82,0.85,0.8,0.73,0.68,0.67,0.75,0.66,0.74,0.7,0.66,0.61,0.71,0.0,0.59,0.65,0.67,0.53,0.6,0.63,0.78,0.46,0.66,0.58,0.53,0.65,0.65,0.51,0.52,0.48,0.55,0.45,0.5,0.47,0.53,0.61,0.53,0.49,0.42,0.43,0.42,0.37,0.41,0.29,0.28,0.36,0.5,0.39,0.36,0.38,0.43,0.42,0.31,0.37,0.32,0.28,0.39,0.48,0.29,0.34,0.32,0.31,0.3,0.24,0.22,0.24,0.2,0.22,0.18,0.15,0.15,0.08,0.0,0.05,0.0,0.03,0.95,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.00000000000004
09/29/2021,19.12,8.95,0.0,3.37,2.45,2.57,2.17,2.38,2.11,1.76,1.58,1.53,1.29,1.12,1.04,1.22,1.22,1.12,1.07,0.0,0.78,0.98,1.11,1.05,0.97,0.94,0.78,0.88,0.7,0.85,0.82,0.85,0.8,0.73,0.68,0.67,0.75,0.66,0.74,0.7,0.66,0.61,0.71,0.0,0.59,0.65,0.67,0.53,0.6,0.63,0.78,0.46,0.66,0.58,0.53,0.65,0.65,0.51,0.52,0.48,0.55,0.45,0.5,0.47,0.53,0.61,0.53,0.49,0.42,0.43,0.42,0.37,0.41,0.29,0.28,0.36,0.5,0.39,0.36,0.38,0.43,0.42,0.31,0.37,0.32,0.28,0.39,0.48,0.29,0.34,0.32,0.31,0.3,0.24,0.22,0.24,0.2,0.22,0.18,0.15,0.15,0.08,0.0,0.05,0.0,0.03,0.95,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.00000000000004
09/30/2021,19.18,8.84,0.0,3.34,2.46,2.53,2.19,2.43,2.06,1.8,1.54,1.52,1.26,1.13,1.03,1.19,1.19,1.13,1.07,0.0,0.79,0.99,1.08,1.04,0.94,0.95,0.79,0.86,0.71,0.84,0.8,0.83,0.77,0.75,0.69,0.67,0.76,0.68,0.78,0.69,0.67,0.62,0.72,0.0,0.61,0.64,0.68,0.53,0.59,0.64,0.78,0.46,0.69,0.59,0.53,0.64,0.68,0.52,0.52,0.49,0.55,0.46,0.49,0.46,0.53,0.63,0.5,0.49,0.41,0.43,0.42,0.37,0.41,0.3,0.29,0.37,0.52,0.39,0.36,0.38,0.44,0.41,0.31,0.38,0.32,0.3,0.4,0.47,0.29,0.34,0.34,0.32,0.3,0.23,0.22,0.24,0.2,0.22,0.18,0.15,0.15,0.09,0.0,0.06,0.0,0.03,0.95,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01000000000003
10/01/2021,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.36,0.0,0.0,1.63,0.0,1.77,0.0,2.24,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,1.23,1.1,0.0,1.16,1.21,0.0,0.0,0.0,0.0,1.1,0.0,0.0,1.01,0.0,0.9,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.91,0.0,0.69,1.01,0.0,0.76,0.96,0.0,0.0,0.76,0.0,0.8,0.69,0.75,0.0,0.0,0.9,0.0,0.74,0.64,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.72,0.57,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.49,0.0,0.0,0.45,0.35,0.36,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,3.03,2.86,2.04,1.88,1.46,1.29,1.29,1.28,1.2,1.12,1.1,1.07,0.98,0.9,0.85,0.78,0.78,0.76,0.74,0.73,0.66,0.62,0.59,0.57,0.56,0.56,0.55,0.55,0.54,0.52,0.51,0.51,0.5,0.5,0.5,0.5,0.48,0.47,0.47,0.46,0.46,0.44,0.44,0.44,0.43,0.42,0.41,0.4,0.4,0.4,0.4,0.4,0.39,0.39,0.38,0.38,0.37,0.37,0.37,0.37,0.35,0.34,0.34,0.33,0.33,0.0,0.0,99.97
10/04/2021,20.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.38,0.0,0.0,1.64,0.0,1.76,0.0,2.2,0.0,1.17,0.0,0.0,0.0,0.0,0.0,0.0,1.26,1.08,0.0,1.16,1.21,0.0,0.0,0.0,0.0,1.08,0.0,0.0,1.01,0.0,0.91,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.9,0.0,0.69,0.99,0.0,0.75,0.97,0.0,0.0,0.76,0.0,0.81,0.69,0.76,0.0,0.0,0.9,0.0,0.74,0.65,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.7,0.57,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.48,0.0,0.0,0.44,0.36,0.36,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0,3.05,2.86,2.04,1.9,1.42,1.3,1.24,1.27,1.19,1.13,1.09,1.03,0.98,0.9,0.84,0.77,0.78,0.77,0.75,0.71,0.65,0.63,0.59,0.57,0.57,0.57,0.55,0.55,0.54,0.52,0.51,0.51,0.48,0.49,0.5,0.5,0.47,0.47,0.47,0.47,0.45,0.44,0.44,0.44,0.43,0.42,0.42,0.41,0.4,0.41,0.4,0.4,0.4,0.38,0.38,0.38,0.37,0.37,0.37,0.37,0.35,0.34,0.34,0.33,0.33,0.0,0.0,100.01
10/05/2021,20.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.37,0.0,0.0,1.57,0.0,1.74,0.0,2.18,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,1.26,1.08,0.0,1.16,1.18,0.0,0.0,0.0,0.0,1.08,0.0,0.0,1.01,0.0,0.92,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.92,0.0,0.67,0.99,0.0,0.76,0.96,0.0,0.0,0.75,0.0,0.8,0.68,0.76,0.0,0.0,0.91,0.0,0.74,0.65,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.68,0.56,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.48,0.0,0.0,0.43,0.35,0.36,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23,0.0,3.12,2.91,2.0,1.89,1.47,1.28,1.24,1.27,1.18,1.11,1.1,1.03,0.97,0.0,0.82,0.76,0.79,0.75,0.76,0.66,0.63,0.63,0.58,0.56,0.55,0.56,0.54,0.57,0.55,0.51,0.51,0.55,0.48,0.53,0.47,0.48,0.48,0.46,0.47,0.47,0.45,0.43,0.43,0.45,0.43,0.44,0.43,0.42,0.41,0.4,0.4,0.4,0.4,0.38,0.37,0.37,0.37,0.37,0.37,0.37,0.36,0.34,0.35,0.33,0.33,0.89,0.0,100.0
10/06/2021,20.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.37,0.0,0.0,1.57,0.0,1.74,0.0,2.18,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,1.26,1.08,0.0,1.16,1.18,0.0,0.0,0.0,0.0,1.08,0.0,0.0,1.01,0.0,0.92,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.92,0.0,0.67,0.99,0.0,0.76,0.96,0.0,0.0,0.75,0.0,0.8,0.68,0.76,0.0,0.0,0.91,0.0,0.74,0.65,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.68,0.56,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.48,0.0,0.0,0.43,0.35,0.36,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23,0.0,3.12,2.91,2.0,1.89,1.47,1.28,1.24,1.27,1.18,1.11,1.1,1.03,0.97,0.0,0.82,0.76,0.79,0.75,0.76,0.66,0.63,0.63,0.58,0.56,0.55,0.56,0.54,0.57,0.55,0.51,0.51,0.55,0.48,0.53,0.47,0.48,0.48,0.46,0.47,0.47,0.45,0.43,0.43,0.45,0.43,0.44,0.43,0.42,0.41,0.4,0.4,0.4,0.4,0.38,0.37,0.37,0.37,0.37,0.37,0.37,0.36,0.34,0.35,0.33,0.33,0.89,0.0,100.0
10/07/2021,20.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42,0.0,0.0,1.53,0.0,1.67,0.0,2.17,0.0,1.15,0.0,0.0,0.0,0.0,0.0,0.0,1.22,1.12,0.0,1.13,1.16,0.0,0.0,0.0,0.0,1.08,0.0,0.0,1.02,0.0,0.92,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.91,0.0,0.67,1.02,0.0,0.75,0.97,0.0,0.0,0.74,0.0,0.8,0.68,0.78,0.0,0.0,0.9,0.0,0.76,0.67,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.69,0.56,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.49,0.0,0.0,0.44,0.36,0.36,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,3.09,2.83,2.0,1.88,1.44,1.28,1.24,1.23,1.19,1.13,1.09,1.0,0.96,0.0,0.83,0.76,0.78,0.74,0.76,0.63,0.63,0.63,0.58,0.57,0.57,0.57,0.54,0.61,0.57,0.51,0.51,0.57,0.48,0.51,0.46,0.48,0.48,0.46,0.48,0.48,0.45,0.44,0.43,0.44,0.44,0.43,0.44,0.45,0.4,0.41,0.41,0.39,0.4,0.39,0.37,0.37,0.37,0.37,0.37,0.38,0.36,0.34,0.35,0.33,0.34,0.88,0.0,100.01
10/08/2021,20.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42,0.0,0.0,1.53,0.0,1.67,0.0,2.17,0.0,1.15,0.0,0.0,0.0,0.0,0.0,0.0,1.22,1.12,0.0,1.13,1.16,0.0,0.0,0.0,0.0,1.08,0.0,0.0,1.02,0.0,0.92,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.91,0.0,0.67,1.02,0.0,0.75,0.97,0.0,0.0,0.74,0.0,0.8,0.68,0.78,0.0,0.0,0.9,0.0,0.76,0.67,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.69,0.56,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.49,0.0,0.0,0.44,0.36,0.36,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,3.09,2.83,2.0,1.88,1.44,1.28,1.24,1.23,1.19,1.13,1.09,1.0,0.96,0.0,0.83,0.76,0.78,0.74,0.76,0.63,0.63,0.63,0.58,0.57,0.57,0.57,0.54,0.61,0.57,0.51,0.51,0.57,0.48,0.51,0.46,0.48,0.48,0.46,0.48,0.48,0.45,0.44,0.43,0.44,0.44,0.43,0.44,0.45,0.4,0.41,0.41,0.39,0.4,0.39,0.37,0.37,0.37,0.37,0.37,0.38,0.36,0.34,0.35,0.33,0.34,0.88,0.0,100.01
10/11/2021,19.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.43,0.0,0.0,1.6,0.0,1.72,0.0,2.17,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.1,0.0,1.14,1.17,0.0,0.0,0.0,0.0,1.1,0.0,0.0,1.04,0.0,0.91,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.95,0.0,0.67,1.01,0.0,0.76,0.99,0.0,0.0,0.74,0.0,0.82,0.7,0.78,0.0,0.0,0.91,0.0,0.75,0.67,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.69,0.57,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.49,0.0,0.0,0.45,0.36,0.36,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,0.0,3.14,2.92,1.96,1.86,1.46,1.28,1.22,1.32,1.23,1.1,1.1,1.0,0.94,0.0,0.84,0.77,0.81,0.74,0.77,0.63,0.62,0.64,0.59,0.57,0.56,0.55,0.54,0.59,0.57,0.51,0.51,0.58,0.48,0.51,0.46,0.47,0.47,0.45,0.49,0.49,0.46,0.45,0.44,0.45,0.43,0.43,0.44,0.45,0.42,0.4,0.41,0.39,0.4,0.4,0.38,0.36,0.38,0.37,0.37,0.37,0.35,0.34,0.36,0.33,0.34,0.88,0.0,99.98
