,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,TSLA,NVDA,JPM,JNJ,V,UNH,BRK.B,HD,PYPL,PG,MA,DIS,BAC,ADBE,CMCSA,XOM,NFLX,INTC,VZ,CRM,PFE,T,TMO,CSCO,ABT,KO,PEP,ABBV,WMT,NKE,LLY,MRK,CVX,ACN,AVGO,DHR,TXN,MCD,COST,WFC,MDT,QCOM,PM,UNP,HON,UPS,BMY,LIN,NEE,ORCL,LOW,C,AMGN,SBUX,BA,INTU,GS,RTX,MS,TGT,IBM,AMAT,AMT,BLK,MMM,CAT,GE,AMD,ISRG,CVS,SCHW,NOW,AXP,SPGI,CHTR,DE,ZTS,ANTM,SQ,PLD,LMT,FIS,MU,MDLZ,MO,CI,LRCX,ZM,BKNG,TMUS,CCI,SYK,GILD,ADP,COP,PNC,MRNA,TJX,SNAP,CSX,DUK,USB,EQIX,GM,EL,NSC,BDX,TFC,FDX,MMC,ATVI,CME,CL,COF,ILMN,SHW,ITW,BSX,ADI,APD,ICE,D,REGN,BX,MELI,ADSK,EW,SO,CB,WM,ETN,HUM,TWLO,FISV,UBER,AON,EMR,SNOW,GPN,ECL,PGR,NOC,HCA,MCO,F,IDXX,VRTX,TWTR,BIIB,DG,ROP,FCX,DOCU,PSA,LHX,ROKU,KMB,MSCI,JCI,KLAC,DXCM,LULU,NEM,EOG,TROW,EXC,MRVL,IQV,TT,ROST,A,GD,EBAY,ALGN,DOW,CRWD,APH,DD,PRU,BK,HPQ,PH,CNC,EA,BAX,MET,ALXN,PPG,VEEV,DLR,SNPS,SLB,INFO,AEP,APTV,ORLY,CARR,TEL,WDAY,CASH,MTCH,AIG,TRV,CMG,Cash,GENERAL ELECTRIC CO,TEAM,GEN.,n/a,MCHP,GE.,FTNT,CTSH,AFL,DFS,SBAC,CDNS,PANW,WST,ANSS,CTAS,SPG,MSI,PLTR,RMD,MPC,MAR,PXD,SYY,NET,XLNX,DELL,ODFL,ABNB,PAYX,GIS,KKR,TTD,HLT,AZO,ROK,YUM,DDOG,SRE,SUM
08/10/2021,6.34,5.57,3.78,2.25,2.09,1.97,1.43,1.27,1.2,1.19,1.05,1.0,0.94,0.93,0.85,0.91,0.84,0.83,0.77,0.78,0.69,0.63,0.58,0.57,0.57,0.6,0.65,0.52,0.56,0.56,0.55,0.57,0.55,0.52,0.54,0.56,0.57,0.49,0.49,0.53,0.5,0.51,0.46,0.46,0.5,0.5,0.45,0.44,0.4,0.39,0.41,0.35,0.4,0.41,0.41,0.38,0.36,0.38,0.35,0.36,0.34,0.37,0.34,0.34,0.37,0.35,0.33,0.34,0.32,0.32,0.29,0.29,0.29,0.34,0.31,0.27,0.27,0.3,0.27,0.28,0.24,0.26,0.26,0.24,0.28,0.26,0.23,0.21,0.23,0.22,0.23,0.19,0.24,0.22,0.22,0.21,0.21,0.22,0.22,0.23,0.19,0.2,0.37,0.19,0.21,0.19,0.21,0.2,0.21,0.18,0.19,0.17,0.18,0.19,0.18,0.2,0.16,0.19,0.17,0.18,0.19,0.19,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.2,0.21,0.19,0.19,0.18,0.18,0.16,0.17,0.14,0.15,0.16,0.14,0.15,0.15,0.19,0.13,0.15,0.14,0.14,0.17,0.15,0.14,0.17,0.14,0.14,0.13,0.15,0.14,0.13,0.14,0.12,0.13,0.12,0.12,0.13,0.13,0.14,0.13,0.14,0.13,0.11,0.12,0.12,0.12,0.11,0.12,0.11,0.12,0.12,0.12,0.15,0.12,0.12,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.12,0.11,0.12,0.0,0.12,0.12,0.11,0.12,0.13,0.12,0.11,0.0,0.0,0.11,0.0,0.13,0.0,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.84
08/11/2021,6.3,5.57,3.74,2.25,2.08,1.97,1.39,1.25,1.23,1.18,1.05,1.01,0.96,0.92,0.85,0.9,0.85,0.83,0.79,0.78,0.69,0.63,0.58,0.57,0.57,0.6,0.65,0.52,0.56,0.56,0.55,0.57,0.55,0.52,0.54,0.55,0.57,0.49,0.49,0.53,0.5,0.51,0.46,0.46,0.49,0.52,0.45,0.44,0.4,0.39,0.41,0.35,0.4,0.41,0.41,0.38,0.36,0.38,0.34,0.36,0.34,0.37,0.35,0.34,0.37,0.34,0.33,0.34,0.32,0.32,0.29,0.29,0.3,0.34,0.31,0.28,0.28,0.3,0.28,0.28,0.24,0.26,0.26,0.24,0.27,0.25,0.23,0.22,0.23,0.22,0.23,0.19,0.24,0.21,0.22,0.21,0.21,0.21,0.22,0.23,0.19,0.21,0.37,0.19,0.21,0.19,0.21,0.2,0.2,0.18,0.19,0.18,0.18,0.2,0.18,0.2,0.17,0.19,0.17,0.19,0.19,0.19,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.2,0.21,0.19,0.19,0.18,0.18,0.16,0.17,0.14,0.15,0.16,0.14,0.15,0.15,0.19,0.13,0.15,0.14,0.14,0.17,0.15,0.14,0.16,0.14,0.14,0.14,0.15,0.14,0.14,0.14,0.12,0.13,0.11,0.12,0.13,0.13,0.14,0.13,0.14,0.12,0.11,0.12,0.12,0.12,0.11,0.13,0.11,0.12,0.13,0.11,0.15,0.12,0.12,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.12,0.11,0.12,0.0,0.12,0.12,0.11,0.12,0.13,0.12,0.11,0.0,0.0,0.11,0.0,0.13,0.0,0.0,0.12,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.8
08/13/2021,6.28,5.51,3.72,2.24,2.1,1.98,1.42,1.23,1.25,1.19,1.04,1.0,0.97,0.92,0.84,0.91,0.83,0.83,0.82,0.77,0.69,0.64,0.57,0.57,0.57,0.58,0.7,0.52,0.56,0.56,0.56,0.57,0.55,0.52,0.55,0.55,0.59,0.49,0.49,0.53,0.5,0.52,0.45,0.46,0.5,0.53,0.44,0.44,0.41,0.39,0.41,0.35,0.39,0.4,0.41,0.38,0.36,0.39,0.34,0.35,0.35,0.37,0.36,0.34,0.38,0.35,0.33,0.33,0.31,0.32,0.3,0.29,0.3,0.33,0.3,0.28,0.29,0.29,0.27,0.28,0.24,0.27,0.25,0.24,0.27,0.25,0.23,0.21,0.22,0.22,0.23,0.19,0.23,0.21,0.22,0.21,0.21,0.21,0.22,0.23,0.19,0.21,0.4,0.2,0.21,0.2,0.21,0.2,0.2,0.18,0.19,0.18,0.18,0.2,0.17,0.2,0.17,0.19,0.17,0.19,0.19,0.19,0.17,0.16,0.17,0.16,0.17,0.16,0.16,0.2,0.22,0.19,0.18,0.18,0.18,0.16,0.17,0.14,0.14,0.16,0.14,0.15,0.15,0.18,0.13,0.15,0.14,0.14,0.17,0.15,0.14,0.16,0.14,0.13,0.13,0.15,0.14,0.14,0.14,0.12,0.14,0.11,0.12,0.13,0.13,0.14,0.13,0.14,0.12,0.0,0.13,0.12,0.12,0.11,0.12,0.12,0.12,0.13,0.12,0.14,0.12,0.11,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,0.11,0.0,0.12,0.12,0.12,0.12,0.13,0.12,0.0,0.0,0.0,0.12,0.0,0.13,0.0,0.0,0.11,0.0,0.13,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.76
08/16/2021,6.39,5.55,3.68,2.24,2.09,1.97,1.43,1.22,1.26,1.19,1.01,0.98,0.97,0.92,0.83,0.91,0.81,0.84,0.83,0.78,0.69,0.63,0.56,0.57,0.57,0.59,0.68,0.52,0.56,0.57,0.55,0.57,0.55,0.52,0.55,0.54,0.57,0.49,0.49,0.53,0.5,0.52,0.45,0.46,0.5,0.54,0.44,0.44,0.4,0.4,0.41,0.35,0.39,0.41,0.42,0.38,0.36,0.4,0.34,0.35,0.35,0.37,0.36,0.34,0.39,0.34,0.33,0.3,0.32,0.32,0.3,0.3,0.3,0.32,0.3,0.29,0.29,0.29,0.27,0.28,0.25,0.27,0.25,0.23,0.26,0.25,0.23,0.21,0.2,0.23,0.23,0.19,0.21,0.2,0.22,0.21,0.21,0.21,0.23,0.23,0.2,0.21,0.34,0.2,0.21,0.2,0.21,0.2,0.2,0.18,0.19,0.18,0.18,0.2,0.17,0.2,0.17,0.19,0.17,0.2,0.19,0.19,0.17,0.16,0.16,0.16,0.16,0.17,0.16,0.19,0.22,0.19,0.18,0.18,0.19,0.16,0.17,0.14,0.14,0.16,0.13,0.15,0.15,0.19,0.12,0.15,0.14,0.14,0.17,0.15,0.14,0.16,0.13,0.13,0.13,0.15,0.14,0.14,0.13,0.12,0.13,0.11,0.12,0.13,0.14,0.13,0.12,0.14,0.12,0.0,0.12,0.12,0.12,0.11,0.12,0.12,0.12,0.13,0.12,0.15,0.12,0.11,0.11,0.0,0.11,0.12,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,0.12,0.0,0.12,0.12,0.11,0.12,0.13,0.12,0.11,0.0,0.0,0.12,0.0,0.13,0.0,0.0,0.12,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.70000000000002
08/17/2021,6.4,5.55,3.68,2.24,2.09,1.98,1.43,1.22,1.26,1.19,1.01,0.98,0.97,0.93,0.83,0.91,0.81,0.84,0.83,0.78,0.69,0.63,0.56,0.57,0.57,0.59,0.68,0.52,0.56,0.57,0.55,0.57,0.55,0.52,0.55,0.54,0.57,0.49,0.49,0.53,0.5,0.52,0.45,0.46,0.5,0.54,0.44,0.44,0.4,0.4,0.41,0.35,0.39,0.41,0.42,0.38,0.36,0.4,0.34,0.35,0.35,0.37,0.36,0.34,0.39,0.35,0.33,0.3,0.32,0.32,0.3,0.3,0.0,0.32,0.3,0.29,0.29,0.29,0.27,0.28,0.25,0.27,0.25,0.23,0.26,0.25,0.23,0.22,0.2,0.23,0.23,0.19,0.21,0.2,0.22,0.21,0.21,0.21,0.23,0.23,0.2,0.21,0.34,0.2,0.21,0.2,0.21,0.2,0.2,0.18,0.19,0.18,0.18,0.2,0.17,0.2,0.17,0.19,0.17,0.2,0.19,0.19,0.17,0.16,0.16,0.16,0.16,0.17,0.16,0.19,0.22,0.19,0.18,0.18,0.19,0.16,0.17,0.14,0.14,0.16,0.13,0.15,0.15,0.19,0.12,0.15,0.14,0.14,0.17,0.15,0.14,0.16,0.13,0.13,0.14,0.15,0.14,0.14,0.13,0.12,0.13,0.11,0.12,0.13,0.14,0.13,0.12,0.14,0.12,0.0,0.12,0.12,0.12,0.11,0.12,0.12,0.12,0.13,0.12,0.15,0.12,0.11,0.11,0.1,0.11,0.12,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,0.12,0.0,0.12,0.12,0.11,0.12,0.13,0.12,0.11,0.0,0.0,0.12,0.0,0.13,0.0,0.0,0.12,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.7
08/18/2021,6.39,5.6,3.66,2.24,2.1,1.97,1.42,1.24,1.24,1.2,1.01,0.99,0.96,0.92,0.83,0.91,0.81,0.85,0.82,0.78,0.69,0.62,0.57,0.56,0.57,0.6,0.7,0.52,0.56,0.57,0.55,0.57,0.55,0.53,0.55,0.55,0.57,0.5,0.49,0.53,0.5,0.52,0.45,0.46,0.5,0.53,0.45,0.44,0.41,0.4,0.41,0.35,0.39,0.41,0.42,0.38,0.36,0.39,0.34,0.35,0.34,0.37,0.36,0.34,0.39,0.34,0.33,0.3,0.32,0.32,0.3,0.3,0.29,0.34,0.3,0.28,0.28,0.3,0.27,0.28,0.24,0.27,0.25,0.23,0.26,0.26,0.23,0.21,0.2,0.23,0.23,0.19,0.21,0.19,0.22,0.21,0.21,0.21,0.23,0.23,0.19,0.21,0.34,0.2,0.21,0.2,0.21,0.2,0.2,0.17,0.19,0.18,0.18,0.2,0.17,0.2,0.17,0.19,0.17,0.2,0.19,0.19,0.17,0.16,0.17,0.16,0.16,0.17,0.16,0.2,0.22,0.19,0.18,0.18,0.19,0.16,0.17,0.14,0.14,0.16,0.13,0.15,0.15,0.19,0.13,0.15,0.14,0.14,0.17,0.15,0.14,0.16,0.13,0.13,0.14,0.15,0.14,0.14,0.13,0.12,0.13,0.0,0.13,0.13,0.13,0.13,0.12,0.14,0.12,0.0,0.12,0.12,0.12,0.0,0.12,0.11,0.12,0.13,0.13,0.14,0.12,0.11,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,0.12,0.0,0.12,0.12,0.11,0.12,0.13,0.12,0.11,0.0,0.0,0.12,0.0,0.13,0.0,0.0,0.12,0.0,0.16,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.77000000000001
08/19/2021,6.46,5.62,3.66,2.25,2.1,1.98,1.36,1.22,1.23,1.2,1.02,1.0,0.96,0.92,0.84,0.91,0.82,0.84,0.81,0.78,0.69,0.61,0.57,0.56,0.57,0.59,0.7,0.52,0.57,0.56,0.56,0.57,0.56,0.54,0.56,0.55,0.58,0.5,0.48,0.54,0.5,0.53,0.45,0.47,0.5,0.52,0.45,0.44,0.41,0.4,0.41,0.36,0.4,0.41,0.43,0.38,0.36,0.39,0.34,0.35,0.34,0.37,0.35,0.34,0.38,0.34,0.33,0.31,0.32,0.33,0.3,0.3,0.29,0.33,0.31,0.29,0.28,0.29,0.27,0.28,0.25,0.27,0.26,0.24,0.26,0.26,0.23,0.21,0.2,0.23,0.23,0.19,0.22,0.19,0.22,0.21,0.21,0.21,0.23,0.23,0.19,0.2,0.33,0.2,0.2,0.2,0.21,0.2,0.2,0.17,0.19,0.18,0.18,0.2,0.18,0.2,0.17,0.19,0.17,0.2,0.19,0.19,0.17,0.17,0.17,0.16,0.16,0.17,0.16,0.2,0.21,0.19,0.18,0.18,0.19,0.16,0.17,0.14,0.13,0.16,0.13,0.16,0.15,0.19,0.12,0.15,0.14,0.15,0.17,0.15,0.13,0.16,0.13,0.13,0.14,0.15,0.14,0.14,0.13,0.13,0.13,0.0,0.13,0.13,0.14,0.13,0.13,0.14,0.12,0.0,0.12,0.12,0.12,0.11,0.12,0.11,0.13,0.13,0.13,0.14,0.12,0.11,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,0.12,0.0,0.12,0.12,0.11,0.12,0.13,0.12,0.0,0.0,0.0,0.12,0.0,0.13,0.0,0.0,0.11,0.0,0.16,0.0,0.0,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.91
08/20/2021,6.47,5.62,3.62,2.22,2.09,1.97,1.33,1.2,1.23,1.22,1.02,1.02,0.97,0.89,0.82,0.92,0.82,0.83,0.81,0.79,0.7,0.61,0.57,0.56,0.58,0.59,0.73,0.52,0.57,0.57,0.57,0.57,0.56,0.54,0.56,0.55,0.59,0.51,0.48,0.54,0.49,0.53,0.44,0.47,0.51,0.52,0.46,0.43,0.42,0.4,0.41,0.36,0.4,0.42,0.43,0.39,0.34,0.39,0.34,0.35,0.33,0.37,0.35,0.34,0.38,0.34,0.33,0.3,0.33,0.32,0.3,0.29,0.29,0.33,0.31,0.29,0.28,0.3,0.27,0.28,0.25,0.27,0.26,0.24,0.25,0.26,0.23,0.22,0.2,0.23,0.23,0.19,0.21,0.19,0.21,0.21,0.21,0.22,0.23,0.23,0.19,0.2,0.36,0.19,0.2,0.2,0.21,0.2,0.21,0.16,0.19,0.18,0.19,0.19,0.18,0.2,0.17,0.19,0.17,0.2,0.19,0.19,0.17,0.17,0.16,0.16,0.16,0.17,0.17,0.19,0.21,0.19,0.19,0.18,0.19,0.16,0.17,0.14,0.13,0.16,0.13,0.16,0.15,0.19,0.12,0.15,0.14,0.15,0.17,0.15,0.13,0.16,0.14,0.13,0.14,0.15,0.14,0.13,0.13,0.13,0.14,0.0,0.13,0.13,0.14,0.13,0.13,0.13,0.12,0.0,0.12,0.12,0.12,0.12,0.12,0.11,0.13,0.13,0.13,0.14,0.12,0.0,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,0.12,0.0,0.12,0.12,0.11,0.12,0.13,0.12,0.0,0.0,0.0,0.12,0.11,0.13,0.0,0.0,0.12,0.0,0.18,0.0,0.0,0.0,0.11,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.91
08/23/2021,6.38,5.75,3.6,2.22,2.09,1.98,1.35,1.23,1.22,1.23,1.02,1.05,0.96,0.91,0.83,0.93,0.81,0.82,0.8,0.8,0.7,0.58,0.61,0.56,0.57,0.61,0.71,0.51,0.57,0.58,0.57,0.57,0.57,0.54,0.56,0.53,0.59,0.52,0.46,0.55,0.49,0.54,0.44,0.47,0.51,0.51,0.45,0.42,0.41,0.4,0.41,0.36,0.4,0.42,0.44,0.38,0.38,0.38,0.34,0.35,0.32,0.38,0.35,0.33,0.38,0.33,0.33,0.31,0.33,0.32,0.29,0.28,0.28,0.32,0.32,0.29,0.28,0.3,0.26,0.28,0.25,0.26,0.26,0.24,0.25,0.26,0.23,0.21,0.2,0.23,0.23,0.19,0.21,0.18,0.21,0.21,0.22,0.22,0.23,0.23,0.18,0.2,0.33,0.21,0.2,0.2,0.21,0.19,0.21,0.16,0.19,0.18,0.19,0.19,0.17,0.21,0.17,0.18,0.17,0.19,0.18,0.19,0.17,0.17,0.16,0.16,0.16,0.17,0.17,0.19,0.21,0.19,0.19,0.18,0.19,0.17,0.17,0.14,0.13,0.17,0.13,0.16,0.15,0.19,0.12,0.15,0.14,0.14,0.17,0.15,0.13,0.16,0.14,0.13,0.14,0.15,0.14,0.12,0.13,0.13,0.13,0.0,0.13,0.13,0.14,0.13,0.13,0.14,0.12,0.0,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.13,0.13,0.14,0.12,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.12,0.13,0.0,0.12,0.12,0.11,0.12,0.13,0.12,0.11,0.0,0.0,0.12,0.11,0.13,0.0,0.0,0.12,0.0,0.19,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.94000000000001
08/24/2021,6.38,5.75,3.6,2.22,2.09,1.98,1.35,1.23,1.22,1.23,1.02,1.05,0.96,0.91,0.83,0.93,0.81,0.82,0.8,0.8,0.7,0.58,0.61,0.56,0.57,0.61,0.71,0.51,0.57,0.58,0.57,0.57,0.57,0.54,0.56,0.53,0.59,0.52,0.46,0.55,0.49,0.54,0.44,0.47,0.51,0.51,0.45,0.42,0.41,0.4,0.41,0.36,0.4,0.42,0.44,0.38,0.38,0.38,0.34,0.35,0.32,0.38,0.35,0.33,0.38,0.33,0.33,0.31,0.33,0.32,0.29,0.28,0.28,0.32,0.32,0.29,0.28,0.3,0.26,0.28,0.25,0.26,0.26,0.24,0.25,0.26,0.23,0.21,0.2,0.23,0.23,0.19,0.21,0.18,0.21,0.21,0.22,0.22,0.23,0.23,0.18,0.2,0.33,0.21,0.2,0.2,0.21,0.19,0.21,0.16,0.19,0.18,0.19,0.19,0.17,0.21,0.17,0.18,0.17,0.19,0.18,0.19,0.17,0.17,0.16,0.16,0.16,0.17,0.17,0.19,0.21,0.19,0.19,0.18,0.19,0.17,0.17,0.14,0.13,0.17,0.13,0.16,0.15,0.19,0.12,0.15,0.14,0.14,0.17,0.15,0.13,0.16,0.14,0.13,0.14,0.15,0.14,0.12,0.13,0.13,0.13,0.0,0.13,0.13,0.14,0.13,0.13,0.14,0.12,0.0,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.13,0.13,0.14,0.12,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.12,0.13,0.0,0.12,0.12,0.11,0.12,0.13,0.12,0.11,0.0,0.0,0.12,0.11,0.13,0.0,0.0,0.12,0.0,0.19,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.94000000000001
08/25/2021,6.39,5.85,3.58,2.23,2.1,1.98,1.36,1.28,1.21,1.22,1.01,1.04,0.95,0.92,0.83,0.92,0.8,0.82,0.8,0.8,0.7,0.58,0.61,0.55,0.57,0.61,0.7,0.51,0.57,0.59,0.57,0.57,0.56,0.54,0.56,0.54,0.59,0.51,0.46,0.55,0.49,0.54,0.44,0.47,0.52,0.51,0.45,0.42,0.41,0.39,0.4,0.35,0.4,0.42,0.44,0.38,0.39,0.38,0.33,0.35,0.31,0.38,0.35,0.33,0.38,0.34,0.33,0.3,0.33,0.32,0.29,0.28,0.28,0.32,0.32,0.29,0.28,0.31,0.26,0.28,0.25,0.25,0.26,0.24,0.26,0.26,0.23,0.21,0.2,0.23,0.23,0.19,0.21,0.19,0.21,0.21,0.22,0.22,0.23,0.23,0.18,0.2,0.34,0.21,0.2,0.2,0.21,0.19,0.21,0.16,0.19,0.18,0.18,0.19,0.17,0.21,0.17,0.18,0.17,0.19,0.18,0.19,0.17,0.17,0.16,0.16,0.16,0.17,0.17,0.19,0.21,0.19,0.19,0.19,0.19,0.17,0.17,0.14,0.13,0.17,0.13,0.16,0.15,0.18,0.12,0.15,0.14,0.14,0.17,0.15,0.13,0.16,0.13,0.13,0.14,0.15,0.14,0.12,0.13,0.13,0.13,0.0,0.13,0.13,0.14,0.13,0.13,0.14,0.12,0.0,0.13,0.12,0.12,0.11,0.12,0.11,0.13,0.13,0.13,0.14,0.12,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.11,0.13,0.0,0.12,0.12,0.11,0.12,0.13,0.12,0.11,0.0,0.0,0.12,0.11,0.13,0.0,0.0,0.12,0.0,0.19,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.99
08/26/2021,6.4,5.81,3.62,2.23,2.13,2.0,1.4,1.34,1.21,1.2,1.01,1.02,0.95,0.9,0.84,0.91,0.81,0.83,0.8,0.81,0.7,0.6,0.61,0.56,0.57,0.62,0.71,0.5,0.57,0.59,0.56,0.56,0.55,0.54,0.55,0.54,0.58,0.51,0.46,0.54,0.49,0.53,0.44,0.46,0.51,0.5,0.44,0.43,0.41,0.39,0.4,0.35,0.4,0.42,0.43,0.38,0.38,0.38,0.33,0.35,0.32,0.38,0.35,0.33,0.38,0.33,0.32,0.31,0.33,0.33,0.29,0.29,0.28,0.33,0.31,0.28,0.28,0.31,0.26,0.28,0.25,0.26,0.26,0.24,0.26,0.26,0.22,0.21,0.2,0.23,0.23,0.19,0.21,0.19,0.22,0.21,0.21,0.21,0.23,0.23,0.19,0.2,0.36,0.21,0.21,0.2,0.21,0.19,0.21,0.16,0.19,0.18,0.18,0.19,0.17,0.2,0.16,0.18,0.17,0.19,0.18,0.19,0.17,0.16,0.16,0.16,0.16,0.17,0.17,0.2,0.21,0.19,0.19,0.18,0.19,0.16,0.17,0.14,0.14,0.17,0.13,0.15,0.15,0.18,0.12,0.15,0.14,0.14,0.17,0.15,0.13,0.16,0.14,0.13,0.14,0.15,0.14,0.13,0.13,0.13,0.13,0.0,0.13,0.13,0.14,0.13,0.13,0.14,0.12,0.0,0.12,0.12,0.12,0.11,0.12,0.11,0.13,0.12,0.12,0.15,0.12,0.0,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.11,0.13,0.0,0.12,0.12,0.11,0.12,0.13,0.12,0.11,0.0,0.0,0.12,0.11,0.13,0.0,0.0,0.12,0.0,0.19,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.04
