,UNFI,M,C6M.,PBF,CYH,GPI,SAH,BBBY,ODP,SPTN,ANDE,GNW,NSIT,ABG,OMI,RLGY,SANM,BIG,UFPI,VRTV,SEM,BCC,SIG,ABM,ARNC,OI,REZI,MGLN,COKE,MTH,GME,AXL,CVET,KELYA,UFS,AEL,FDP,MDC,S7V.,HUBG,GVA,ANF,DBD,GMS,COOP,CCS,PBI,PLXS,PSMT,AAWW,BLMN,ARCB,LCII,MHO,GCI,MDP,TSE,EAT,AIT,MTOR,WGO,AMN,PARR,LGIH,AMCX,FUL,RCII,HI,SWN,FIX,MOG.A,MATX,ENSG,GFF,PATK,MANT,ECHO,STC,CNXN,ATI,MLI,DBI,HTH,MYRG,SYKE,CAL,GEO,SCSC,PMT,VSTO,ITRI,CPS,TTEC,AJRD,REGI,TTMI,KTB,VGR,ENDP,GIII,GCO,UVV,RRC,GPRE,GES,SSP,DHR.,FL2P.,SAIA,UIS,CAKE,BHE,GBX,HNI,EPC,HIBB,SNBR,HZO,SCL,CLW,KFY,FN,NBR,RILY,POLY,ACA,TGI,CXW,MD,UNF,IBP,HSC,SKYW,KRA,PLCE,TBI,TUP,SPXC,WWW,AMWD,DHC,JBT,DLX,CBB,RYAM,SENEA,MDRX,KOP,SJI,AAN,ECPG,OII,WTS,SNEX,AEIS,CENX,MODV,AIR,CHS,PLUS,KWR,IRBT,PIPR,DIOD,CENT,FLOW,CNSL,MATW,FOSL,CALM,CENTA,LZB,UCTT,SM,LDL,HMN,USCR,MERC,GDOT,FWRD,FELE,WNC,AVA,CRS,VG,BNED,WIRE,CPE,SPNT,PDCE,CONN,BKE,APOG,NTGR,RDNT,VTOL,GTLS,ZUMZ,MTRN,SCVL,STMP,SGH,AMEH,ASIX,SXC,DORM,CORE,SBH,FBC,BGS,DNOW,CEIX,SHOO,USNA,CVCO,ZEUS,TWI,UNIT,ALG,THRM,ITGR,EXLS,OSIS,CCRN,ROCK,KLIC,SUM
08/16/2021,3.19,2.42,1.95,0.95,1.13,1.52,1.41,1.03,1.06,1.07,1.01,0.97,0.95,1.07,0.89,0.78,0.79,0.66,0.74,1.02,0.59,0.69,0.59,0.7,0.65,0.59,0.66,0.57,0.6,0.66,0.0,0.46,0.48,0.51,0.5,0.52,0.47,0.49,0.41,0.43,0.47,0.38,0.41,0.46,0.49,0.47,0.39,0.41,0.38,0.43,0.37,0.44,0.42,0.41,0.43,0.4,0.33,0.31,0.37,0.39,0.38,0.37,0.34,0.33,0.28,0.35,0.4,0.33,0.28,0.32,0.3,0.37,0.29,0.29,0.37,0.29,0.33,0.32,0.32,0.28,0.31,0.27,0.27,0.32,0.28,0.25,0.32,0.3,0.24,0.29,0.22,0.22,0.26,0.23,0.23,0.25,0.25,0.26,0.23,0.23,0.24,0.21,0.23,0.28,0.22,0.21,0.23,0.28,0.28,0.23,0.19,0.21,0.25,0.21,0.23,0.22,0.21,0.25,0.21,0.25,0.22,0.21,0.15,0.19,0.17,0.19,0.21,0.22,0.23,0.21,0.22,0.21,0.21,0.22,0.22,0.2,0.23,0.21,0.23,0.2,0.18,0.21,0.19,0.19,0.2,0.19,0.18,0.19,0.19,0.18,0.19,0.16,0.22,0.2,0.15,0.19,0.2,0.17,0.18,0.21,0.19,0.18,0.19,0.2,0.16,0.21,0.17,0.17,0.17,0.17,0.16,0.16,0.0,0.0,0.16,0.17,0.16,0.15,0.16,0.16,0.16,0.17,0.15,0.16,0.14,0.15,0.19,0.0,0.15,0.0,0.15,0.15,0.16,0.0,0.0,0.15,0.17,0.0,0.0,0.15,0.16,0.0,0.0,0.18,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.16,0.14,0.16,0.16,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.39
08/17/2021,3.19,2.39,0.0,0.93,1.11,1.49,1.39,1.0,1.07,1.08,1.0,0.99,0.95,1.06,0.88,0.79,0.8,0.67,0.75,1.01,0.59,0.69,0.6,0.71,0.66,0.58,0.66,0.58,0.6,0.67,0.0,0.46,0.48,0.49,0.5,0.52,0.48,0.5,0.0,0.45,0.46,0.37,0.4,0.46,0.49,0.47,0.39,0.41,0.37,0.44,0.37,0.44,0.41,0.42,0.42,0.41,0.33,0.32,0.37,0.39,0.38,0.37,0.34,0.33,0.28,0.35,0.39,0.33,0.27,0.32,0.3,0.36,0.3,0.28,0.37,0.29,0.34,0.32,0.31,0.28,0.32,0.27,0.27,0.32,0.28,0.25,0.33,0.29,0.24,0.28,0.21,0.23,0.26,0.23,0.22,0.25,0.26,0.26,0.22,0.23,0.24,0.21,0.22,0.27,0.22,0.21,0.0,0.0,0.28,0.22,0.19,0.21,0.25,0.21,0.23,0.22,0.2,0.25,0.21,0.25,0.22,0.21,0.15,0.18,0.17,0.19,0.21,0.22,0.23,0.21,0.22,0.2,0.21,0.22,0.22,0.2,0.23,0.21,0.23,0.2,0.18,0.21,0.19,0.2,0.2,0.19,0.18,0.19,0.19,0.18,0.19,0.15,0.22,0.2,0.15,0.19,0.2,0.17,0.17,0.21,0.19,0.18,0.19,0.2,0.16,0.21,0.17,0.17,0.17,0.17,0.16,0.16,0.0,0.0,0.16,0.17,0.16,0.15,0.16,0.16,0.17,0.17,0.15,0.15,0.14,0.0,0.19,0.0,0.15,0.0,0.14,0.15,0.16,0.14,0.0,0.15,0.17,0.0,0.15,0.15,0.16,0.0,0.0,0.18,0.15,0.0,1.97,0.4,0.28,0.23,0.0,0.16,0.0,0.0,0.16,0.0,0.16,0.16,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.2
08/18/2021,3.19,2.39,1.97,0.93,1.11,1.49,1.39,1.0,1.07,1.09,1.0,0.99,0.95,1.06,0.88,0.79,0.8,0.67,0.75,1.01,0.6,0.69,0.6,0.71,0.67,0.58,0.66,0.58,0.6,0.67,0.0,0.46,0.48,0.49,0.5,0.52,0.48,0.5,0.4,0.45,0.46,0.37,0.4,0.46,0.49,0.47,0.39,0.41,0.37,0.44,0.37,0.44,0.41,0.42,0.42,0.41,0.33,0.32,0.37,0.39,0.38,0.37,0.34,0.33,0.28,0.35,0.4,0.33,0.27,0.32,0.3,0.36,0.3,0.28,0.37,0.29,0.34,0.32,0.31,0.28,0.32,0.27,0.27,0.32,0.28,0.25,0.33,0.29,0.24,0.28,0.21,0.23,0.26,0.23,0.22,0.25,0.26,0.26,0.22,0.24,0.24,0.21,0.22,0.27,0.22,0.21,0.23,0.28,0.28,0.22,0.19,0.21,0.25,0.21,0.23,0.22,0.2,0.25,0.21,0.25,0.22,0.21,0.15,0.18,0.17,0.19,0.21,0.22,0.23,0.21,0.22,0.2,0.21,0.22,0.22,0.2,0.23,0.21,0.23,0.2,0.18,0.21,0.19,0.2,0.2,0.19,0.18,0.19,0.19,0.18,0.19,0.16,0.22,0.2,0.15,0.19,0.2,0.17,0.17,0.21,0.19,0.18,0.19,0.2,0.16,0.21,0.17,0.17,0.17,0.17,0.16,0.16,0.0,0.0,0.17,0.17,0.16,0.15,0.16,0.16,0.17,0.17,0.15,0.15,0.14,0.0,0.19,0.0,0.15,0.0,0.14,0.15,0.16,0.14,0.0,0.15,0.17,0.0,0.15,0.15,0.16,0.0,0.0,0.18,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.16,0.0,0.16,0.16,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.27
08/19/2021,3.26,2.4,1.95,0.89,1.11,1.54,1.45,0.99,1.07,1.11,0.98,0.98,0.96,1.1,0.87,0.78,0.79,0.67,0.75,0.99,0.6,0.68,0.6,0.71,0.65,0.59,0.65,0.58,0.6,0.68,0.0,0.46,0.48,0.47,0.5,0.51,0.49,0.5,0.4,0.46,0.46,0.37,0.38,0.45,0.49,0.47,0.39,0.42,0.38,0.45,0.37,0.44,0.42,0.42,0.42,0.4,0.32,0.32,0.36,0.38,0.38,0.38,0.33,0.34,0.28,0.35,0.4,0.33,0.26,0.32,0.3,0.37,0.3,0.29,0.37,0.3,0.34,0.32,0.31,0.28,0.32,0.27,0.27,0.32,0.29,0.25,0.34,0.3,0.24,0.28,0.21,0.23,0.27,0.23,0.22,0.25,0.26,0.26,0.21,0.23,0.24,0.22,0.22,0.26,0.22,0.21,0.23,0.28,0.28,0.22,0.19,0.21,0.25,0.21,0.23,0.22,0.2,0.25,0.21,0.24,0.22,0.21,0.14,0.18,0.16,0.19,0.2,0.21,0.23,0.21,0.22,0.2,0.21,0.23,0.23,0.2,0.23,0.21,0.23,0.2,0.18,0.21,0.19,0.2,0.19,0.19,0.18,0.19,0.19,0.17,0.19,0.15,0.22,0.2,0.15,0.19,0.2,0.17,0.17,0.22,0.19,0.17,0.2,0.2,0.16,0.21,0.17,0.17,0.17,0.17,0.16,0.16,0.0,0.0,0.17,0.17,0.16,0.15,0.16,0.16,0.17,0.17,0.16,0.15,0.14,0.0,0.19,0.0,0.15,0.0,0.0,0.15,0.16,0.0,0.15,0.15,0.17,0.0,0.15,0.15,0.16,0.0,0.0,0.18,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.16,0.0,0.15,0.16,0.15,0.14,0.0,0.0,0.0,0.0,0.0,0.0,74.34
08/20/2021,3.35,2.35,1.98,0.89,1.14,1.47,1.4,0.97,1.04,1.14,1.04,0.98,0.97,1.06,0.89,0.77,0.8,0.66,0.75,0.99,0.59,0.66,0.57,0.73,0.67,0.6,0.65,0.59,0.61,0.66,0.0,0.46,0.47,0.46,0.51,0.52,0.49,0.49,0.39,0.46,0.45,0.36,0.39,0.44,0.49,0.45,0.38,0.42,0.38,0.46,0.36,0.44,0.42,0.41,0.42,0.39,0.32,0.31,0.37,0.38,0.37,0.38,0.32,0.33,0.27,0.35,0.38,0.33,0.26,0.32,0.3,0.38,0.29,0.29,0.36,0.3,0.34,0.33,0.31,0.28,0.32,0.25,0.27,0.32,0.29,0.25,0.34,0.3,0.25,0.28,0.21,0.22,0.26,0.23,0.22,0.26,0.26,0.27,0.22,0.23,0.25,0.22,0.22,0.27,0.21,0.21,0.24,0.28,0.28,0.22,0.19,0.22,0.25,0.22,0.24,0.21,0.2,0.24,0.22,0.25,0.22,0.23,0.14,0.18,0.16,0.19,0.2,0.22,0.24,0.21,0.22,0.2,0.21,0.24,0.22,0.21,0.22,0.21,0.23,0.21,0.18,0.21,0.19,0.2,0.18,0.19,0.18,0.19,0.19,0.17,0.2,0.15,0.23,0.21,0.14,0.18,0.2,0.17,0.17,0.22,0.19,0.17,0.2,0.2,0.16,0.21,0.18,0.17,0.17,0.18,0.16,0.16,0.0,0.0,0.17,0.18,0.16,0.15,0.16,0.16,0.17,0.17,0.16,0.15,0.14,0.0,0.19,0.0,0.15,0.0,0.0,0.14,0.16,0.14,0.14,0.15,0.17,0.0,0.15,0.15,0.17,0.0,0.0,0.18,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.16,0.0,0.15,0.16,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.28
08/23/2021,3.22,2.84,1.97,0.81,1.12,1.46,1.4,0.97,1.04,1.17,1.07,0.93,0.97,1.05,0.87,0.77,0.79,0.65,0.76,0.98,0.57,0.68,0.6,0.74,0.67,0.59,0.63,0.6,0.61,0.66,0.0,0.43,0.45,0.46,0.52,0.52,0.48,0.5,0.39,0.46,0.44,0.39,0.38,0.45,0.49,0.46,0.38,0.42,0.38,0.45,0.35,0.41,0.41,0.41,0.4,0.39,0.3,0.31,0.36,0.36,0.37,0.38,0.31,0.33,0.26,0.35,0.4,0.34,0.25,0.32,0.3,0.37,0.29,0.29,0.36,0.29,0.34,0.33,0.31,0.27,0.32,0.27,0.28,0.32,0.3,0.26,0.33,0.31,0.25,0.27,0.21,0.21,0.27,0.23,0.21,0.26,0.26,0.27,0.21,0.24,0.26,0.22,0.21,0.27,0.23,0.21,0.24,0.28,0.29,0.22,0.19,0.22,0.24,0.21,0.24,0.21,0.2,0.24,0.22,0.25,0.22,0.25,0.0,0.18,0.16,0.19,0.19,0.2,0.24,0.22,0.22,0.2,0.2,0.23,0.22,0.2,0.21,0.21,0.23,0.21,0.17,0.21,0.18,0.21,0.18,0.19,0.18,0.19,0.19,0.18,0.2,0.14,0.23,0.21,0.15,0.17,0.21,0.16,0.17,0.23,0.19,0.17,0.2,0.2,0.16,0.22,0.18,0.17,0.17,0.18,0.16,0.16,0.0,0.0,0.17,0.18,0.16,0.15,0.17,0.16,0.17,0.17,0.16,0.0,0.15,0.14,0.19,0.0,0.16,0.0,0.0,0.15,0.16,0.15,0.0,0.15,0.18,0.0,0.15,0.16,0.17,0.0,0.0,0.17,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.16,0.0,0.0,0.16,0.15,0.0,0.14,0.14,0.14,0.0,0.0,0.0,74.37
08/24/2021,3.33,2.9,0.0,0.89,1.18,1.42,1.4,0.98,1.05,1.21,1.07,0.91,0.96,1.03,0.86,0.78,0.79,0.66,0.75,0.99,0.56,0.67,0.63,0.74,0.66,0.59,0.64,0.59,0.6,0.66,0.0,0.42,0.44,0.46,0.51,0.52,0.48,0.5,0.0,0.46,0.44,0.39,0.38,0.45,0.5,0.46,0.38,0.42,0.38,0.45,0.35,0.42,0.41,0.42,0.41,0.38,0.3,0.31,0.36,0.36,0.37,0.39,0.31,0.33,0.26,0.35,0.4,0.34,0.25,0.32,0.3,0.37,0.3,0.3,0.36,0.29,0.34,0.33,0.31,0.26,0.32,0.28,0.28,0.32,0.29,0.26,0.32,0.31,0.25,0.27,0.21,0.22,0.27,0.23,0.2,0.25,0.24,0.26,0.0,0.24,0.26,0.22,0.2,0.26,0.22,0.22,0.0,0.0,0.29,0.22,0.19,0.22,0.24,0.21,0.24,0.22,0.2,0.24,0.21,0.25,0.22,0.25,0.0,0.18,0.16,0.2,0.19,0.2,0.24,0.22,0.23,0.2,0.2,0.24,0.22,0.21,0.21,0.21,0.24,0.21,0.17,0.21,0.18,0.2,0.18,0.19,0.17,0.19,0.19,0.18,0.2,0.14,0.23,0.21,0.15,0.17,0.21,0.16,0.18,0.23,0.19,0.16,0.2,0.2,0.16,0.21,0.19,0.17,0.17,0.18,0.16,0.16,0.0,0.0,0.17,0.18,0.16,0.15,0.17,0.16,0.17,0.17,0.16,0.0,0.14,0.15,0.19,0.0,0.16,0.0,0.0,0.0,0.16,0.15,0.0,0.15,0.18,0.0,0.14,0.16,0.17,0.0,0.0,0.17,0.14,0.0,1.95,0.39,0.28,0.24,0.0,0.15,0.0,0.0,0.16,0.0,0.14,0.16,0.14,0.14,0.14,0.14,0.0,0.14,0.0,0.0,74.50999999999999
08/25/2021,3.33,2.9,0.0,0.89,1.18,1.42,1.4,0.98,1.05,1.21,1.07,0.91,0.96,1.03,0.86,0.78,0.79,0.66,0.75,0.99,0.56,0.67,0.63,0.74,0.66,0.59,0.64,0.59,0.6,0.66,0.0,0.42,0.44,0.46,0.51,0.52,0.48,0.5,0.0,0.46,0.44,0.39,0.38,0.45,0.5,0.46,0.38,0.42,0.38,0.45,0.35,0.42,0.41,0.42,0.41,0.38,0.3,0.31,0.36,0.36,0.37,0.39,0.31,0.33,0.26,0.35,0.4,0.34,0.25,0.32,0.3,0.37,0.3,0.3,0.36,0.29,0.34,0.33,0.31,0.26,0.32,0.28,0.28,0.32,0.29,0.26,0.32,0.31,0.25,0.27,0.21,0.22,0.27,0.23,0.2,0.25,0.24,0.26,0.0,0.24,0.26,0.22,0.2,0.26,0.22,0.22,0.0,0.0,0.29,0.22,0.19,0.22,0.24,0.21,0.24,0.22,0.2,0.24,0.21,0.25,0.22,0.25,0.0,0.18,0.16,0.2,0.19,0.2,0.24,0.22,0.23,0.2,0.2,0.24,0.22,0.21,0.21,0.21,0.24,0.21,0.17,0.21,0.18,0.2,0.18,0.19,0.17,0.19,0.19,0.18,0.2,0.14,0.23,0.21,0.15,0.17,0.21,0.16,0.18,0.23,0.19,0.16,0.2,0.2,0.16,0.21,0.19,0.17,0.17,0.18,0.16,0.16,0.0,0.0,0.17,0.18,0.16,0.15,0.17,0.16,0.17,0.17,0.16,0.0,0.14,0.15,0.19,0.0,0.16,0.0,0.0,0.0,0.16,0.15,0.0,0.15,0.18,0.0,0.14,0.16,0.17,0.0,0.0,0.17,0.14,0.0,1.95,0.39,0.28,0.24,0.0,0.15,0.0,0.0,0.16,0.0,0.14,0.16,0.14,0.14,0.14,0.14,0.0,0.14,0.0,0.0,74.50999999999999
08/26/2021,3.28,2.87,0.0,0.95,1.15,1.43,1.38,1.0,1.05,1.17,1.08,0.95,0.95,1.04,0.87,0.78,0.78,0.66,0.75,0.97,0.56,0.67,0.62,0.74,0.65,0.58,0.64,0.58,0.59,0.65,0.0,0.42,0.44,0.46,0.51,0.51,0.48,0.49,0.0,0.46,0.45,0.39,0.38,0.45,0.49,0.45,0.38,0.42,0.39,0.44,0.35,0.43,0.4,0.41,0.42,0.38,0.3,0.32,0.36,0.35,0.37,0.39,0.32,0.32,0.27,0.35,0.4,0.34,0.25,0.32,0.3,0.38,0.29,0.3,0.36,0.29,0.34,0.33,0.31,0.26,0.32,0.29,0.28,0.32,0.29,0.25,0.31,0.3,0.25,0.27,0.21,0.22,0.27,0.23,0.21,0.25,0.24,0.26,0.15,0.24,0.26,0.22,0.2,0.25,0.23,0.22,0.0,0.0,0.29,0.22,0.19,0.22,0.24,0.21,0.24,0.22,0.2,0.24,0.22,0.24,0.22,0.24,0.14,0.19,0.17,0.2,0.2,0.2,0.24,0.22,0.22,0.2,0.21,0.25,0.21,0.21,0.22,0.21,0.23,0.21,0.17,0.21,0.18,0.2,0.19,0.19,0.17,0.19,0.18,0.17,0.19,0.15,0.23,0.21,0.14,0.18,0.22,0.16,0.18,0.22,0.19,0.16,0.2,0.2,0.16,0.21,0.18,0.17,0.17,0.18,0.16,0.16,0.0,0.0,0.17,0.18,0.16,0.15,0.17,0.16,0.17,0.17,0.16,0.0,0.15,0.15,0.19,0.0,0.16,0.0,0.0,0.0,0.16,0.14,0.0,0.17,0.18,0.0,0.15,0.16,0.17,0.0,0.0,0.17,0.14,0.0,1.96,0.39,0.28,0.22,0.0,0.16,0.0,0.0,0.16,0.0,0.15,0.16,0.14,0.0,0.14,0.0,0.0,0.14,0.0,0.0,74.42
08/27/2021,3.3,2.97,0.0,0.99,1.14,1.45,1.37,1.03,1.04,1.16,1.06,0.95,0.94,1.03,0.85,0.78,0.78,0.66,0.75,1.0,0.55,0.68,0.64,0.72,0.66,0.59,0.64,0.57,0.58,0.66,0.0,0.43,0.44,0.44,0.5,0.51,0.47,0.5,0.0,0.45,0.45,0.41,0.38,0.45,0.49,0.46,0.39,0.42,0.38,0.43,0.36,0.43,0.41,0.41,0.45,0.36,0.31,0.32,0.36,0.36,0.37,0.37,0.34,0.33,0.26,0.35,0.4,0.34,0.25,0.32,0.3,0.38,0.29,0.3,0.36,0.28,0.34,0.33,0.31,0.26,0.31,0.29,0.27,0.33,0.28,0.26,0.3,0.31,0.25,0.26,0.22,0.22,0.26,0.23,0.21,0.25,0.24,0.26,0.15,0.25,0.27,0.22,0.21,0.26,0.23,0.22,0.0,0.0,0.29,0.22,0.19,0.22,0.24,0.21,0.23,0.23,0.2,0.24,0.21,0.25,0.22,0.24,0.15,0.18,0.17,0.2,0.2,0.2,0.24,0.21,0.23,0.2,0.22,0.24,0.22,0.2,0.23,0.21,0.23,0.21,0.17,0.21,0.18,0.2,0.19,0.19,0.17,0.19,0.18,0.17,0.19,0.15,0.22,0.2,0.15,0.18,0.21,0.16,0.19,0.22,0.19,0.16,0.2,0.2,0.16,0.21,0.18,0.17,0.18,0.18,0.15,0.16,0.0,0.0,0.17,0.18,0.16,0.15,0.17,0.16,0.17,0.17,0.15,0.0,0.14,0.15,0.18,0.0,0.15,0.0,0.14,0.0,0.16,0.14,0.0,0.17,0.18,0.0,0.0,0.17,0.17,0.0,0.0,0.17,0.15,0.0,1.96,0.4,0.28,0.22,0.0,0.16,0.0,0.0,0.16,0.0,0.15,0.15,0.14,0.14,0.14,0.0,0.0,0.0,0.0,0.0,74.59
08/30/2021,3.31,2.88,0.0,1.03,1.12,1.43,1.37,1.02,1.05,1.16,1.05,0.97,0.97,1.01,0.84,0.79,0.8,0.63,0.76,1.04,0.57,0.7,0.66,0.74,0.65,0.59,0.66,0.58,0.58,0.65,0.0,0.43,0.44,0.43,0.5,0.5,0.48,0.5,0.0,0.46,0.46,0.36,0.38,0.46,0.49,0.46,0.37,0.42,0.39,0.43,0.37,0.42,0.4,0.41,0.46,0.36,0.31,0.32,0.36,0.36,0.38,0.38,0.34,0.33,0.25,0.35,0.4,0.34,0.26,0.32,0.3,0.38,0.28,0.3,0.36,0.28,0.34,0.34,0.32,0.26,0.31,0.29,0.27,0.33,0.29,0.25,0.3,0.36,0.25,0.27,0.22,0.22,0.27,0.22,0.21,0.25,0.25,0.26,0.0,0.24,0.27,0.22,0.22,0.25,0.23,0.22,0.0,0.0,0.27,0.23,0.2,0.22,0.24,0.21,0.23,0.25,0.2,0.24,0.21,0.25,0.22,0.23,0.15,0.18,0.17,0.2,0.19,0.19,0.24,0.21,0.22,0.2,0.23,0.24,0.19,0.21,0.22,0.21,0.23,0.21,0.17,0.21,0.17,0.2,0.19,0.18,0.16,0.2,0.18,0.17,0.19,0.15,0.23,0.21,0.15,0.18,0.21,0.16,0.17,0.22,0.19,0.16,0.2,0.21,0.16,0.21,0.18,0.17,0.17,0.17,0.15,0.16,0.14,0.0,0.17,0.17,0.0,0.15,0.17,0.16,0.17,0.17,0.15,0.0,0.14,0.15,0.18,0.0,0.15,0.0,0.14,0.0,0.16,0.14,0.0,0.18,0.19,0.0,0.0,0.16,0.17,0.14,0.0,0.17,0.14,0.0,2.0,0.4,0.28,0.23,0.0,0.16,0.0,0.0,0.16,0.0,0.14,0.15,0.15,0.14,0.0,0.0,0.0,0.14,0.0,0.0,74.64999999999999
08/31/2021,3.31,2.85,0.0,1.12,1.12,1.43,1.36,1.0,1.06,1.15,1.04,0.97,0.97,1.02,0.84,0.79,0.81,0.59,0.77,1.06,0.57,0.71,0.69,0.74,0.67,0.6,0.68,0.57,0.58,0.65,0.0,0.44,0.43,0.44,0.5,0.49,0.49,0.5,0.0,0.46,0.46,0.36,0.38,0.46,0.49,0.46,0.37,0.42,0.38,0.42,0.38,0.42,0.4,0.41,0.47,0.36,0.32,0.32,0.36,0.36,0.37,0.37,0.34,0.32,0.25,0.35,0.39,0.34,0.27,0.31,0.3,0.38,0.28,0.3,0.36,0.27,0.33,0.34,0.32,0.26,0.31,0.29,0.27,0.33,0.28,0.26,0.29,0.36,0.24,0.26,0.22,0.21,0.27,0.21,0.21,0.24,0.24,0.26,0.0,0.24,0.26,0.21,0.23,0.26,0.23,0.22,0.0,0.0,0.0,0.22,0.21,0.22,0.24,0.2,0.22,0.22,0.2,0.23,0.22,0.25,0.23,0.23,0.17,0.19,0.18,0.2,0.2,0.19,0.24,0.22,0.22,0.2,0.24,0.24,0.2,0.21,0.22,0.21,0.23,0.21,0.18,0.21,0.18,0.2,0.2,0.18,0.17,0.21,0.18,0.17,0.2,0.16,0.23,0.21,0.16,0.19,0.22,0.17,0.17,0.23,0.19,0.17,0.2,0.21,0.16,0.22,0.18,0.18,0.18,0.18,0.15,0.16,0.14,0.0,0.17,0.18,0.0,0.16,0.18,0.16,0.17,0.18,0.15,0.0,0.14,0.16,0.19,0.0,0.16,0.0,0.14,0.0,0.17,0.14,0.0,0.18,0.18,0.0,0.0,0.16,0.16,0.15,0.0,0.18,0.14,0.0,2.0,0.39,0.27,0.22,0.0,0.17,0.0,0.0,0.16,0.0,0.14,0.16,0.15,0.14,0.0,0.0,0.0,0.0,0.14,0.14,74.8
09/01/2021,3.31,2.85,0.0,1.12,1.12,1.43,1.36,1.0,1.06,1.15,1.04,0.97,0.97,1.02,0.84,0.79,0.81,0.59,0.77,1.06,0.57,0.71,0.69,0.74,0.67,0.6,0.68,0.57,0.58,0.65,0.0,0.44,0.43,0.44,0.5,0.49,0.49,0.5,0.0,0.46,0.46,0.36,0.38,0.46,0.49,0.46,0.37,0.42,0.38,0.42,0.38,0.42,0.4,0.41,0.47,0.36,0.32,0.32,0.36,0.36,0.37,0.37,0.34,0.32,0.25,0.35,0.39,0.34,0.27,0.31,0.3,0.38,0.28,0.3,0.36,0.27,0.33,0.34,0.32,0.26,0.31,0.29,0.27,0.33,0.28,0.26,0.29,0.36,0.24,0.26,0.22,0.21,0.27,0.21,0.21,0.24,0.24,0.26,0.0,0.24,0.26,0.21,0.23,0.26,0.23,0.22,0.0,0.0,0.0,0.22,0.21,0.22,0.24,0.2,0.22,0.22,0.2,0.23,0.22,0.25,0.23,0.23,0.17,0.19,0.18,0.2,0.2,0.19,0.24,0.22,0.22,0.2,0.24,0.24,0.2,0.21,0.22,0.21,0.23,0.21,0.18,0.21,0.18,0.2,0.2,0.18,0.17,0.21,0.18,0.17,0.2,0.16,0.23,0.21,0.16,0.19,0.22,0.17,0.17,0.23,0.19,0.17,0.2,0.21,0.16,0.22,0.18,0.18,0.18,0.18,0.15,0.16,0.14,0.0,0.17,0.18,0.0,0.16,0.18,0.16,0.17,0.18,0.15,0.0,0.14,0.16,0.19,0.0,0.16,0.0,0.14,0.0,0.17,0.14,0.0,0.18,0.18,0.0,0.0,0.16,0.16,0.15,0.0,0.18,0.14,0.0,2.0,0.39,0.27,0.22,0.0,0.17,0.0,0.0,0.16,0.0,0.14,0.16,0.15,0.14,0.0,0.0,0.0,0.0,0.14,0.14,74.8
