,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,NVDA,TSLA,PYPL,ADBE,HD,V,NFLX,CRM,MA,TMO,UNH,JNJ,PG,QCOM,ABBV,INTU,AVGO,NKE,AMAT,ABT,DHR,CMCSA,AMD,LLY,NOW,ACN,UPS,CHTR,SPGI,LOW,MRK,TXN,COST,BLK,LRCX,LIN,PEP,ORCL,DE,TGT,SBUX,ISRG,BMY,KO,UNP,AMGN,MCD,ZTS,ADSK,AMT,NEE,REGN,TMUS,IDXX,TWTR,CAT,VRTX,CCI,DG,KLAC,EBAY,MSCI,SHW,FDX,CMG,FISV,ALGN,ATVI,MCO,DXCM,LMT,EQIX,SYK,ADP,EL,SNPS,CDNS,CSX,XTSLA,EW,PGR,XLNX,BKNG,ILMN,MMC,ICE,RMD,CL,FTNT,MNST,MTD,FCX,A,ANSS,IQV,HUM,NSC,APTV,ITW,CPRT,NEM,MCHP,SIVB,VRSK,ALXN,APD,AON,ORLY,TROW,INFO,BIIB,WST,GNRC,ROP,ADI,ODFL,ECL,ETSY,CARR,ENPH,LHX,APH,CTAS,QRVO,EA,URI,DOW,FAST,EMR,SBAC,ANET,PSA,TTWO,TT,PH,TSCO,TRMB,TER,WM,TDG,ZBRA,FRC,DHI,MKTX,PAYX,ROK,DPZ,AZO,POOL,CRL,PAYC,TYL,CTLT,ALB,CTSH,MSI,SWKS,KEYS,MPWR,MXIM,BLL,TEL,OTIS,PKI,TECH,KMB,ABMD,FMC,EXPD,CHD,SEDG,AWK,GLW,BIO,CGNX,FICO,YUM,EFX,AME,CLX,CMI,PTC,TTC,AKAM,GWW,CZR,IT,STE,TREX,RH,AXON,WAT,GRMN,BRO,BBY,HES,MASI,WSM,AJG,HLT,HOLX,NDAQ,FDS,GGG,KSU,MRNA,RGEN,USD,DECK,CDW,DAR,CLF,FIVE,EXR,SUM
08/13/2021,10.78,10.18,6.72,4.08,3.88,3.71,2.34,2.58,1.52,1.4,1.2,1.14,1.08,1.11,1.03,1.0,0.95,0.86,0.79,0.78,0.71,0.68,0.63,0.66,0.6,0.61,0.63,0.56,0.61,0.62,0.54,0.54,0.46,0.5,0.49,0.45,0.43,0.44,0.49,0.43,0.42,0.43,0.42,0.42,0.42,0.41,0.38,0.39,0.37,0.36,0.33,0.31,0.33,0.33,0.34,0.3,0.32,0.3,0.27,0.27,0.25,0.26,0.24,0.23,0.27,0.25,0.21,0.24,0.23,0.2,0.25,0.21,0.23,0.18,0.21,0.23,0.19,0.2,0.19,0.21,0.2,0.21,0.2,0.18,0.1,0.19,0.17,0.17,0.16,0.17,0.18,0.17,0.19,0.16,0.19,0.17,0.17,0.16,0.16,0.15,0.14,0.13,0.14,0.15,0.14,0.14,0.12,0.14,0.15,0.14,0.0,0.13,0.15,0.13,0.14,0.14,0.13,0.15,0.12,0.13,0.13,0.12,0.12,0.11,0.14,0.12,0.13,0.13,0.11,0.1,0.1,0.12,0.11,0.11,0.12,0.11,0.1,0.1,0.09,0.1,0.09,0.1,0.11,0.1,0.11,0.1,0.1,0.09,0.09,0.08,0.09,0.1,0.1,0.09,0.09,0.1,0.11,0.09,0.1,0.13,0.09,0.08,0.07,0.08,0.09,0.08,0.09,0.09,0.09,0.1,0.08,0.08,0.07,0.06,0.0,0.07,0.07,0.08,0.07,0.08,0.07,0.0,0.08,0.07,0.07,0.0,0.07,0.07,0.0,0.06,0.06,0.0,0.0,0.06,0.06,0.06,0.06,0.0,0.07,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.07,0.07,0.07,0.0,0.0,0.38,0.0,0.0,0.06,0.0,0.06,0.06,0.06,0.0,93.38
08/16/2021,10.96,10.25,6.65,4.08,3.87,3.7,2.33,2.61,1.51,1.42,1.2,1.1,1.06,1.13,1.01,1.0,0.93,0.87,0.79,0.78,0.71,0.69,0.63,0.65,0.56,0.61,0.64,0.56,0.61,0.6,0.54,0.54,0.46,0.5,0.49,0.45,0.43,0.43,0.49,0.43,0.39,0.43,0.42,0.42,0.42,0.4,0.37,0.39,0.37,0.36,0.34,0.31,0.33,0.33,0.34,0.31,0.33,0.3,0.28,0.27,0.24,0.27,0.24,0.24,0.26,0.24,0.21,0.24,0.24,0.2,0.25,0.21,0.24,0.18,0.21,0.22,0.19,0.2,0.2,0.21,0.2,0.21,0.2,0.19,0.12,0.19,0.17,0.17,0.16,0.17,0.18,0.17,0.19,0.16,0.2,0.17,0.17,0.16,0.16,0.15,0.14,0.13,0.14,0.14,0.14,0.14,0.12,0.14,0.16,0.14,0.0,0.13,0.15,0.13,0.14,0.14,0.13,0.15,0.13,0.13,0.13,0.12,0.12,0.11,0.14,0.12,0.13,0.13,0.11,0.1,0.1,0.12,0.11,0.11,0.12,0.12,0.09,0.1,0.09,0.1,0.09,0.11,0.1,0.09,0.11,0.1,0.1,0.09,0.09,0.08,0.09,0.1,0.09,0.09,0.09,0.1,0.11,0.09,0.1,0.13,0.1,0.08,0.07,0.08,0.09,0.07,0.09,0.09,0.09,0.1,0.08,0.08,0.07,0.06,0.0,0.07,0.07,0.08,0.07,0.08,0.07,0.0,0.08,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.0,0.0,0.07,0.06,0.06,0.06,0.06,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.0,0.0,0.33,0.0,0.0,0.06,0.06,0.0,0.06,0.06,0.0,93.43
08/17/2021,10.94,10.32,6.61,4.07,3.88,3.69,2.35,2.59,1.51,1.43,1.19,1.11,1.07,1.14,1.01,1.0,0.94,0.87,0.79,0.78,0.71,0.69,0.63,0.66,0.56,0.6,0.64,0.56,0.63,0.6,0.54,0.54,0.46,0.5,0.5,0.45,0.44,0.43,0.49,0.43,0.39,0.44,0.43,0.42,0.42,0.4,0.37,0.39,0.37,0.36,0.34,0.31,0.33,0.33,0.34,0.31,0.33,0.31,0.27,0.27,0.24,0.26,0.24,0.24,0.26,0.24,0.22,0.24,0.24,0.2,0.25,0.21,0.23,0.18,0.21,0.22,0.19,0.2,0.2,0.21,0.2,0.21,0.2,0.19,0.11,0.19,0.17,0.17,0.16,0.18,0.18,0.17,0.19,0.16,0.2,0.17,0.17,0.16,0.16,0.15,0.14,0.13,0.14,0.14,0.14,0.14,0.12,0.14,0.16,0.14,0.0,0.13,0.15,0.13,0.14,0.14,0.13,0.15,0.12,0.13,0.13,0.12,0.12,0.11,0.14,0.11,0.13,0.13,0.11,0.1,0.1,0.12,0.11,0.11,0.12,0.12,0.09,0.1,0.09,0.1,0.09,0.11,0.1,0.09,0.11,0.09,0.1,0.09,0.09,0.08,0.09,0.1,0.09,0.09,0.09,0.1,0.11,0.09,0.1,0.13,0.1,0.08,0.07,0.08,0.09,0.08,0.09,0.09,0.09,0.1,0.08,0.08,0.07,0.06,0.0,0.07,0.07,0.08,0.07,0.08,0.07,0.0,0.08,0.07,0.07,0.07,0.07,0.0,0.06,0.06,0.0,0.0,0.07,0.06,0.0,0.06,0.06,0.0,0.07,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.07,0.07,0.07,0.0,0.0,0.32,0.0,0.0,0.06,0.06,0.0,0.06,0.06,0.0,93.49
08/18/2021,10.94,10.32,6.61,4.07,3.88,3.69,2.35,2.59,1.51,1.43,1.19,1.11,1.07,1.14,1.01,1.0,0.94,0.87,0.79,0.78,0.71,0.69,0.63,0.66,0.56,0.6,0.64,0.56,0.63,0.6,0.54,0.54,0.46,0.5,0.5,0.45,0.44,0.43,0.49,0.43,0.39,0.44,0.43,0.42,0.42,0.4,0.37,0.39,0.37,0.36,0.34,0.31,0.33,0.33,0.34,0.31,0.33,0.31,0.27,0.27,0.24,0.26,0.24,0.24,0.26,0.24,0.22,0.24,0.24,0.2,0.25,0.21,0.23,0.18,0.21,0.22,0.19,0.2,0.2,0.21,0.2,0.21,0.2,0.19,0.11,0.19,0.17,0.17,0.16,0.18,0.18,0.17,0.19,0.16,0.2,0.17,0.17,0.16,0.16,0.15,0.14,0.13,0.14,0.14,0.14,0.14,0.12,0.14,0.16,0.14,0.0,0.13,0.15,0.13,0.14,0.14,0.13,0.15,0.12,0.13,0.13,0.12,0.12,0.11,0.14,0.11,0.13,0.13,0.11,0.1,0.1,0.12,0.11,0.11,0.12,0.12,0.09,0.1,0.09,0.1,0.09,0.11,0.1,0.09,0.11,0.09,0.1,0.09,0.09,0.08,0.09,0.1,0.09,0.09,0.09,0.1,0.11,0.09,0.1,0.13,0.1,0.08,0.07,0.08,0.09,0.08,0.09,0.09,0.09,0.1,0.08,0.08,0.07,0.06,0.0,0.07,0.07,0.08,0.07,0.08,0.07,0.0,0.08,0.07,0.07,0.07,0.07,0.0,0.06,0.06,0.0,0.0,0.07,0.06,0.0,0.06,0.06,0.0,0.07,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.07,0.07,0.07,0.0,0.0,0.32,0.0,0.0,0.06,0.06,0.0,0.06,0.06,0.0,93.49
08/19/2021,11.05,10.34,6.59,4.09,3.88,3.69,2.32,2.46,1.52,1.42,1.2,1.11,1.07,1.12,1.01,1.02,0.95,0.87,0.79,0.78,0.72,0.69,0.63,0.66,0.56,0.61,0.64,0.56,0.61,0.61,0.53,0.55,0.47,0.5,0.5,0.45,0.44,0.43,0.49,0.43,0.39,0.44,0.43,0.42,0.42,0.4,0.38,0.39,0.37,0.36,0.34,0.31,0.34,0.33,0.34,0.31,0.33,0.31,0.27,0.27,0.24,0.26,0.23,0.24,0.26,0.24,0.23,0.24,0.24,0.21,0.25,0.21,0.23,0.18,0.21,0.23,0.19,0.2,0.2,0.21,0.2,0.21,0.2,0.19,0.11,0.19,0.17,0.16,0.16,0.18,0.18,0.17,0.19,0.16,0.19,0.17,0.17,0.16,0.16,0.15,0.15,0.13,0.14,0.14,0.14,0.14,0.12,0.14,0.16,0.14,0.0,0.13,0.15,0.13,0.14,0.14,0.13,0.15,0.12,0.13,0.13,0.12,0.12,0.11,0.14,0.11,0.13,0.13,0.11,0.1,0.1,0.12,0.11,0.11,0.12,0.12,0.09,0.1,0.09,0.1,0.09,0.11,0.11,0.09,0.11,0.09,0.1,0.09,0.09,0.08,0.09,0.1,0.09,0.09,0.09,0.1,0.11,0.09,0.1,0.12,0.1,0.08,0.07,0.08,0.09,0.07,0.09,0.09,0.09,0.1,0.09,0.08,0.07,0.06,0.0,0.07,0.07,0.08,0.07,0.08,0.07,0.0,0.08,0.07,0.07,0.07,0.07,0.0,0.06,0.06,0.06,0.0,0.07,0.06,0.0,0.06,0.06,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.07,0.07,0.07,0.0,0.0,0.31,0.0,0.0,0.06,0.06,0.0,0.0,0.0,0.0,93.53000000000002
08/20/2021,11.08,10.38,6.54,4.04,3.87,3.68,2.28,2.41,1.5,1.43,1.15,1.12,1.08,1.12,1.02,1.03,0.97,0.89,0.8,0.77,0.74,0.69,0.62,0.65,0.56,0.62,0.65,0.56,0.61,0.62,0.54,0.55,0.47,0.51,0.5,0.43,0.45,0.43,0.5,0.43,0.39,0.44,0.43,0.43,0.41,0.39,0.38,0.4,0.38,0.37,0.34,0.31,0.34,0.34,0.34,0.31,0.33,0.32,0.27,0.27,0.24,0.26,0.24,0.24,0.26,0.23,0.22,0.24,0.24,0.2,0.25,0.21,0.23,0.18,0.21,0.23,0.19,0.2,0.2,0.21,0.2,0.21,0.2,0.19,0.13,0.2,0.17,0.17,0.16,0.18,0.18,0.17,0.19,0.17,0.19,0.17,0.17,0.15,0.17,0.15,0.15,0.13,0.14,0.14,0.14,0.14,0.12,0.14,0.16,0.15,0.0,0.13,0.16,0.13,0.14,0.14,0.13,0.15,0.12,0.13,0.12,0.12,0.12,0.12,0.14,0.1,0.13,0.13,0.11,0.1,0.1,0.12,0.11,0.11,0.12,0.12,0.09,0.1,0.09,0.1,0.09,0.1,0.1,0.09,0.11,0.09,0.1,0.09,0.09,0.08,0.09,0.1,0.1,0.09,0.09,0.1,0.11,0.09,0.1,0.12,0.1,0.08,0.07,0.08,0.09,0.08,0.09,0.09,0.09,0.1,0.09,0.08,0.07,0.06,0.0,0.07,0.07,0.08,0.07,0.08,0.07,0.0,0.08,0.08,0.07,0.07,0.07,0.0,0.06,0.06,0.06,0.0,0.07,0.0,0.06,0.0,0.06,0.07,0.07,0.0,0.0,0.0,0.07,0.0,0.0,0.06,0.07,0.07,0.07,0.0,0.0,0.33,0.0,0.0,0.0,0.06,0.06,0.0,0.0,0.0,93.58
08/23/2021,10.88,10.56,6.46,4.02,3.86,3.68,2.33,2.45,1.5,1.44,1.17,1.11,1.14,1.16,1.0,1.03,0.99,0.89,0.81,0.75,0.73,0.7,0.62,0.64,0.56,0.62,0.65,0.56,0.6,0.62,0.55,0.55,0.46,0.51,0.49,0.48,0.45,0.43,0.5,0.42,0.39,0.44,0.44,0.42,0.4,0.38,0.37,0.41,0.38,0.36,0.34,0.3,0.34,0.34,0.34,0.32,0.34,0.32,0.27,0.27,0.23,0.25,0.24,0.24,0.26,0.23,0.22,0.24,0.24,0.2,0.25,0.22,0.23,0.18,0.21,0.23,0.19,0.21,0.2,0.2,0.2,0.23,0.2,0.19,0.13,0.2,0.17,0.17,0.15,0.16,0.18,0.17,0.19,0.16,0.19,0.17,0.17,0.14,0.17,0.15,0.15,0.13,0.14,0.13,0.14,0.14,0.12,0.13,0.15,0.15,0.0,0.13,0.15,0.14,0.14,0.13,0.13,0.16,0.12,0.13,0.12,0.13,0.12,0.11,0.14,0.1,0.13,0.13,0.11,0.1,0.1,0.11,0.1,0.11,0.11,0.12,0.09,0.1,0.09,0.1,0.09,0.11,0.11,0.09,0.11,0.09,0.1,0.09,0.09,0.08,0.09,0.1,0.1,0.09,0.09,0.1,0.11,0.09,0.1,0.12,0.1,0.09,0.07,0.08,0.09,0.08,0.09,0.09,0.09,0.1,0.09,0.08,0.07,0.0,0.0,0.07,0.0,0.08,0.07,0.08,0.07,0.0,0.08,0.07,0.07,0.07,0.07,0.0,0.06,0.06,0.0,0.0,0.07,0.06,0.06,0.0,0.06,0.07,0.07,0.0,0.06,0.0,0.07,0.06,0.0,0.0,0.07,0.07,0.07,0.0,0.0,0.31,0.0,0.0,0.06,0.06,0.06,0.0,0.0,0.0,93.53000000000002
08/24/2021,10.87,10.72,6.41,4.03,3.86,3.69,2.43,2.45,1.5,1.45,1.18,1.1,1.13,1.16,0.99,1.02,0.99,0.88,0.8,0.75,0.73,0.7,0.62,0.64,0.55,0.62,0.65,0.56,0.59,0.62,0.55,0.55,0.46,0.51,0.49,0.49,0.45,0.42,0.5,0.43,0.38,0.44,0.43,0.42,0.38,0.39,0.37,0.41,0.38,0.36,0.33,0.3,0.33,0.34,0.34,0.32,0.34,0.32,0.27,0.27,0.23,0.25,0.24,0.24,0.26,0.23,0.22,0.24,0.24,0.2,0.25,0.22,0.23,0.18,0.2,0.23,0.19,0.2,0.2,0.2,0.2,0.23,0.2,0.19,0.12,0.2,0.17,0.17,0.15,0.17,0.18,0.17,0.19,0.16,0.19,0.17,0.17,0.14,0.17,0.15,0.15,0.13,0.14,0.13,0.14,0.14,0.12,0.13,0.15,0.15,0.0,0.13,0.15,0.13,0.14,0.13,0.13,0.15,0.12,0.13,0.12,0.13,0.12,0.12,0.14,0.11,0.13,0.13,0.11,0.1,0.1,0.11,0.1,0.11,0.11,0.12,0.09,0.1,0.09,0.1,0.09,0.11,0.11,0.09,0.11,0.09,0.1,0.09,0.09,0.08,0.09,0.1,0.09,0.09,0.09,0.1,0.11,0.09,0.1,0.12,0.1,0.09,0.07,0.08,0.1,0.08,0.09,0.09,0.09,0.1,0.09,0.08,0.07,0.0,0.0,0.07,0.07,0.08,0.07,0.08,0.07,0.0,0.08,0.07,0.07,0.07,0.07,0.0,0.06,0.06,0.0,0.0,0.0,0.06,0.06,0.0,0.06,0.0,0.07,0.0,0.06,0.0,0.07,0.06,0.06,0.06,0.07,0.07,0.07,0.0,0.0,0.32,0.0,0.0,0.06,0.06,0.0,0.0,0.0,0.0,93.63000000000002
08/25/2021,10.87,10.72,6.41,4.03,3.86,3.69,2.43,2.45,1.5,1.45,1.18,1.1,1.13,1.16,0.99,1.02,0.99,0.88,0.8,0.75,0.73,0.7,0.62,0.64,0.55,0.62,0.65,0.56,0.59,0.62,0.55,0.55,0.46,0.51,0.49,0.49,0.45,0.42,0.5,0.43,0.38,0.44,0.43,0.42,0.38,0.39,0.37,0.41,0.38,0.36,0.33,0.3,0.33,0.34,0.34,0.32,0.34,0.32,0.27,0.27,0.23,0.25,0.24,0.24,0.26,0.23,0.22,0.24,0.24,0.2,0.25,0.22,0.23,0.18,0.2,0.23,0.19,0.2,0.2,0.2,0.2,0.23,0.2,0.19,0.12,0.2,0.17,0.17,0.15,0.17,0.18,0.17,0.19,0.16,0.19,0.17,0.17,0.14,0.17,0.15,0.15,0.13,0.14,0.13,0.14,0.14,0.12,0.13,0.15,0.15,0.0,0.13,0.15,0.13,0.14,0.13,0.13,0.15,0.12,0.13,0.12,0.13,0.12,0.12,0.14,0.11,0.13,0.13,0.11,0.1,0.1,0.11,0.1,0.11,0.11,0.12,0.09,0.1,0.09,0.1,0.09,0.11,0.11,0.09,0.11,0.09,0.1,0.09,0.09,0.08,0.09,0.1,0.09,0.09,0.09,0.1,0.11,0.09,0.1,0.12,0.1,0.09,0.07,0.08,0.1,0.08,0.09,0.09,0.09,0.1,0.09,0.08,0.07,0.0,0.0,0.07,0.07,0.08,0.07,0.08,0.07,0.0,0.08,0.07,0.07,0.07,0.07,0.0,0.06,0.06,0.0,0.0,0.0,0.06,0.06,0.0,0.06,0.0,0.07,0.0,0.06,0.0,0.07,0.06,0.06,0.06,0.07,0.07,0.07,0.0,0.0,0.32,0.0,0.0,0.06,0.06,0.0,0.0,0.0,0.0,93.63000000000002
08/26/2021,10.86,10.62,6.48,4.03,3.9,3.72,2.53,2.52,1.51,1.45,1.16,1.1,1.14,1.16,0.99,1.0,0.97,0.87,0.78,0.75,0.72,0.7,0.62,0.64,0.56,0.61,0.64,0.56,0.61,0.6,0.57,0.55,0.45,0.51,0.49,0.48,0.44,0.43,0.49,0.43,0.39,0.44,0.42,0.41,0.39,0.38,0.36,0.4,0.37,0.35,0.33,0.3,0.33,0.33,0.34,0.31,0.33,0.32,0.27,0.26,0.24,0.25,0.24,0.24,0.26,0.23,0.22,0.24,0.23,0.19,0.25,0.22,0.23,0.17,0.2,0.23,0.19,0.2,0.2,0.2,0.2,0.23,0.2,0.19,0.12,0.19,0.17,0.17,0.15,0.16,0.18,0.17,0.19,0.16,0.19,0.17,0.17,0.14,0.17,0.15,0.14,0.13,0.14,0.13,0.13,0.13,0.12,0.13,0.15,0.15,0.0,0.13,0.15,0.13,0.14,0.13,0.13,0.15,0.12,0.13,0.12,0.12,0.12,0.12,0.14,0.11,0.13,0.13,0.11,0.1,0.1,0.11,0.1,0.11,0.11,0.12,0.09,0.1,0.09,0.1,0.09,0.1,0.11,0.09,0.11,0.09,0.1,0.08,0.09,0.08,0.09,0.09,0.09,0.09,0.09,0.1,0.11,0.09,0.1,0.12,0.1,0.08,0.07,0.08,0.1,0.08,0.09,0.09,0.09,0.09,0.09,0.08,0.07,0.0,0.0,0.0,0.07,0.08,0.07,0.08,0.07,0.06,0.08,0.07,0.07,0.06,0.07,0.0,0.0,0.06,0.0,0.0,0.0,0.06,0.06,0.0,0.06,0.06,0.07,0.0,0.06,0.0,0.07,0.06,0.06,0.06,0.07,0.07,0.0,0.0,0.0,0.34,0.0,0.0,0.06,0.06,0.0,0.0,0.06,0.0,93.5
08/27/2021,10.85,10.54,6.55,4.05,3.93,3.75,2.51,2.52,1.52,1.45,1.15,1.1,1.13,1.16,0.99,1.0,0.96,0.85,0.78,0.75,0.72,0.7,0.62,0.64,0.56,0.61,0.64,0.56,0.6,0.59,0.57,0.54,0.45,0.51,0.49,0.47,0.44,0.43,0.49,0.43,0.39,0.44,0.42,0.41,0.4,0.38,0.36,0.4,0.37,0.35,0.33,0.3,0.33,0.33,0.35,0.31,0.33,0.32,0.27,0.27,0.24,0.25,0.24,0.23,0.25,0.23,0.22,0.24,0.23,0.19,0.25,0.22,0.24,0.17,0.2,0.23,0.19,0.2,0.2,0.2,0.2,0.23,0.2,0.18,0.12,0.19,0.17,0.17,0.16,0.16,0.18,0.17,0.19,0.16,0.19,0.17,0.16,0.15,0.17,0.15,0.15,0.13,0.14,0.13,0.13,0.14,0.12,0.13,0.15,0.15,0.0,0.13,0.15,0.13,0.14,0.13,0.13,0.15,0.12,0.13,0.12,0.13,0.12,0.12,0.14,0.11,0.13,0.13,0.11,0.1,0.1,0.12,0.11,0.11,0.11,0.12,0.1,0.1,0.09,0.1,0.09,0.1,0.11,0.09,0.11,0.09,0.1,0.09,0.09,0.08,0.09,0.1,0.09,0.09,0.09,0.1,0.11,0.09,0.1,0.12,0.1,0.08,0.07,0.08,0.1,0.08,0.09,0.09,0.09,0.09,0.09,0.08,0.07,0.0,0.0,0.0,0.07,0.08,0.07,0.08,0.07,0.06,0.08,0.07,0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.06,0.0,0.06,0.0,0.07,0.0,0.0,0.0,0.07,0.06,0.06,0.06,0.07,0.07,0.06,0.06,0.0,0.32,0.0,0.0,0.06,0.06,0.06,0.0,0.06,0.0,93.54
08/30/2021,10.74,10.46,6.6,4.05,3.95,3.76,2.55,2.51,1.49,1.45,1.14,1.09,1.13,1.2,0.97,1.01,0.95,0.85,0.78,0.75,0.73,0.7,0.63,0.63,0.56,0.61,0.64,0.55,0.6,0.59,0.57,0.55,0.45,0.51,0.49,0.48,0.43,0.43,0.49,0.43,0.39,0.44,0.42,0.41,0.41,0.38,0.36,0.4,0.36,0.35,0.33,0.3,0.33,0.33,0.32,0.31,0.33,0.32,0.26,0.27,0.23,0.25,0.24,0.23,0.25,0.24,0.23,0.24,0.23,0.19,0.25,0.22,0.23,0.17,0.2,0.23,0.19,0.2,0.2,0.2,0.2,0.23,0.21,0.18,0.13,0.19,0.17,0.17,0.17,0.16,0.18,0.17,0.19,0.16,0.2,0.17,0.17,0.15,0.18,0.15,0.15,0.13,0.14,0.13,0.13,0.14,0.12,0.14,0.15,0.15,0.0,0.13,0.15,0.13,0.14,0.13,0.13,0.15,0.13,0.13,0.2,0.13,0.12,0.12,0.14,0.11,0.13,0.13,0.11,0.1,0.1,0.12,0.11,0.11,0.12,0.12,0.09,0.1,0.09,0.1,0.09,0.1,0.11,0.09,0.11,0.09,0.1,0.09,0.09,0.08,0.09,0.1,0.09,0.09,0.09,0.1,0.11,0.09,0.1,0.13,0.1,0.09,0.07,0.09,0.1,0.0,0.09,0.09,0.09,0.1,0.09,0.08,0.08,0.06,0.0,0.0,0.07,0.08,0.07,0.08,0.07,0.0,0.08,0.07,0.07,0.0,0.07,0.0,0.06,0.0,0.0,0.06,0.0,0.06,0.06,0.06,0.06,0.0,0.07,0.0,0.0,0.0,0.07,0.07,0.06,0.06,0.07,0.07,0.07,0.0,0.0,0.33,0.07,0.0,0.0,0.06,0.06,0.0,0.06,0.0,93.63
08/31/2021,10.72,10.38,6.6,4.11,3.98,3.79,2.59,2.52,1.5,1.45,1.14,1.09,1.14,1.18,0.97,0.99,0.94,0.84,0.77,0.75,0.72,0.71,0.63,0.63,0.58,0.6,0.63,0.55,0.62,0.58,0.57,0.55,0.45,0.51,0.49,0.48,0.43,0.43,0.48,0.44,0.4,0.44,0.41,0.41,0.41,0.37,0.36,0.4,0.36,0.35,0.32,0.29,0.33,0.33,0.32,0.31,0.32,0.32,0.26,0.26,0.23,0.25,0.24,0.23,0.24,0.24,0.23,0.24,0.23,0.19,0.25,0.22,0.23,0.17,0.2,0.23,0.19,0.2,0.2,0.2,0.2,0.23,0.21,0.18,0.13,0.19,0.17,0.18,0.17,0.16,0.18,0.17,0.19,0.16,0.2,0.17,0.17,0.15,0.17,0.15,0.15,0.13,0.14,0.13,0.13,0.14,0.12,0.14,0.16,0.15,0.0,0.13,0.15,0.13,0.14,0.13,0.13,0.15,0.13,0.12,0.18,0.13,0.12,0.12,0.14,0.11,0.12,0.13,0.1,0.1,0.1,0.12,0.11,0.11,0.12,0.12,0.09,0.1,0.08,0.1,0.09,0.1,0.11,0.09,0.11,0.09,0.11,0.09,0.09,0.08,0.09,0.1,0.09,0.09,0.09,0.1,0.11,0.09,0.1,0.13,0.1,0.09,0.07,0.09,0.1,0.0,0.09,0.09,0.09,0.09,0.09,0.08,0.07,0.06,0.0,0.0,0.07,0.08,0.07,0.08,0.07,0.06,0.08,0.07,0.07,0.0,0.07,0.06,0.0,0.0,0.0,0.06,0.0,0.0,0.06,0.0,0.06,0.0,0.07,0.0,0.06,0.0,0.0,0.06,0.06,0.06,0.07,0.07,0.07,0.06,0.0,0.31,0.07,0.0,0.0,0.06,0.06,0.0,0.06,0.0,93.5
09/01/2021,10.72,10.38,6.6,4.11,3.98,3.79,2.59,2.52,1.5,1.45,1.14,1.09,1.14,1.18,0.97,0.99,0.94,0.84,0.77,0.75,0.72,0.71,0.63,0.63,0.58,0.6,0.63,0.55,0.62,0.58,0.57,0.55,0.45,0.51,0.49,0.48,0.43,0.43,0.48,0.44,0.4,0.44,0.41,0.41,0.41,0.37,0.36,0.4,0.36,0.35,0.32,0.29,0.33,0.33,0.32,0.31,0.32,0.32,0.26,0.26,0.23,0.25,0.24,0.23,0.24,0.24,0.23,0.24,0.23,0.19,0.25,0.22,0.23,0.17,0.2,0.23,0.19,0.2,0.2,0.2,0.2,0.23,0.21,0.18,0.13,0.19,0.17,0.18,0.17,0.16,0.18,0.17,0.19,0.16,0.2,0.17,0.17,0.15,0.17,0.15,0.15,0.13,0.14,0.13,0.13,0.14,0.12,0.14,0.16,0.15,0.0,0.13,0.15,0.13,0.14,0.13,0.13,0.15,0.13,0.12,0.18,0.13,0.12,0.12,0.14,0.11,0.12,0.13,0.1,0.1,0.1,0.12,0.11,0.11,0.12,0.12,0.09,0.1,0.08,0.1,0.09,0.1,0.11,0.09,0.11,0.09,0.11,0.09,0.09,0.08,0.09,0.1,0.09,0.09,0.09,0.1,0.11,0.09,0.1,0.13,0.1,0.09,0.07,0.09,0.1,0.0,0.09,0.09,0.09,0.09,0.09,0.08,0.07,0.06,0.0,0.0,0.07,0.08,0.07,0.08,0.07,0.06,0.08,0.07,0.07,0.0,0.07,0.06,0.0,0.0,0.0,0.06,0.0,0.0,0.06,0.0,0.06,0.0,0.07,0.0,0.06,0.0,0.0,0.06,0.06,0.06,0.07,0.07,0.07,0.06,0.0,0.31,0.07,0.0,0.0,0.06,0.06,0.0,0.06,0.0,93.5
