,MSFT,NVDA,ADBE,BRK.B,PG,HD,COST,V,CSCO,TSLA,BAC,UNH,PYPL,PEP,NFLX,TMUS,MA,ACN,XOM,NEE,INTC,DHR,PFE,MRK,ABBV,TXN,ABT,LLY,CVX,NOW,INTU,TMO,MCD,CHTR,C,QCOM,HON,LIN,AMD,MDT,AVGO,BMY,BKNG,ORCL,MS,UNP,AMGN,LOW,UPS,TGT,PNC,RTX,PM,IBM,SCHW,ADSK,USB,CAT,ATVI,ZBRA,BA,AMAT,AMT,MDLZ,GE,ISRG,ANET,CVS,VEEV,SPGI,ADP,CI,DE,GILD,ZTS,TFC,PLD,LMT,LRCX,EQIX,FIS,CB,SYK,AXP,CDNS,CME,OMC,MU,MO,CCI,LUMN,DG,DUK,VRTX,TJX,MET,GRMN,ICE,ANTM,CSX,PRU,NSC,ILMN,MCO,F,REGN,SO,MMC,STZ,FDX,JCI,APD,BIIB,BDX,EMR,DD,MNST,CL,SHW,IPG,ETN,FISV,D,BSX,EL,ADM,WM,COF,ADI,CMG,PSA,ECL,EW,ALXN,NOC,BK,INFO,ROP,TROW,SNPS,VRSN,EXC,TEL,DOW,COP,GPN,IAC,ITW,AIG,EXPE,VIAC,LHX,HUM,HCA,APTV,ROST,WBA,SLB,ALGN,MPC,CMI,ZM,FCX,TRV,AON,NEM,DISH,ALL,CTSH,PSX,FRC,EA,ORLY,SYY,MAR,HPQ,SIVB,APH,AEP,PAYX,AFL,FITB,SRE,LUV,YUM,DLR,EBAY,PPG,CBRE,AMP,HLT,STT,NWSA,KR,IQV,BAX,MCK,FTNT,KLAC,EOG,KMB,GD,TT,VRSK,AZN,DXCM,GE.,MSI,WFC,MTCH,MMM,FOXA,SPOT,ETSY,IT,FOX,MGM,AAL,SUM
08/13/2021,6.86,2.3,2.37,2.25,1.82,1.61,1.73,1.56,1.58,1.59,1.36,1.25,1.19,1.18,1.09,1.05,1.04,1.06,0.81,0.92,0.73,0.87,0.89,0.7,0.73,0.72,0.76,0.82,0.65,0.73,0.73,0.72,0.66,0.68,0.66,0.65,0.64,0.64,0.67,0.58,0.6,0.57,0.52,0.6,0.55,0.49,0.45,0.46,0.42,0.48,0.44,0.44,0.42,0.43,0.42,0.45,0.4,0.38,0.34,0.4,0.37,0.38,0.38,0.36,0.0,0.39,0.36,0.35,0.37,0.37,0.37,0.31,0.36,0.34,0.35,0.33,0.35,0.3,0.32,0.31,0.28,0.32,0.28,0.29,0.31,0.28,0.25,0.27,0.27,0.26,0.23,0.29,0.29,0.27,0.26,0.26,0.28,0.25,0.23,0.24,0.24,0.22,0.25,0.24,0.21,0.24,0.24,0.24,0.21,0.2,0.23,0.21,0.21,0.21,0.22,0.2,0.23,0.2,0.22,0.23,0.22,0.2,0.21,0.2,0.2,0.19,0.2,0.2,0.19,0.23,0.19,0.19,0.2,0.0,0.18,0.19,0.19,0.18,0.19,0.18,0.16,0.18,0.19,0.17,0.15,0.15,0.15,0.17,0.18,0.14,0.15,0.17,0.15,0.18,0.16,0.15,0.15,0.13,0.17,0.14,0.14,0.15,0.15,0.15,0.16,0.14,0.15,0.15,0.15,0.12,0.15,0.13,0.15,0.13,0.14,0.13,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.12,0.15,0.14,0.12,0.12,0.14,0.13,0.12,0.13,0.0,0.13,0.12,0.0,0.12,0.14,0.13,0.0,0.0,0.12,0.0,0.12,0.12,0.13,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.46000000000001
08/16/2021,6.79,2.22,2.35,2.27,1.81,1.64,1.74,1.52,1.59,1.57,1.4,1.24,1.18,1.18,1.07,1.06,1.01,1.05,0.83,0.93,0.73,0.87,0.89,0.7,0.72,0.72,0.74,0.81,0.66,0.71,0.73,0.71,0.66,0.68,0.68,0.64,0.66,0.64,0.67,0.57,0.59,0.56,0.53,0.59,0.57,0.5,0.45,0.48,0.42,0.48,0.45,0.44,0.42,0.43,0.43,0.44,0.41,0.4,0.35,0.4,0.38,0.36,0.37,0.36,0.0,0.37,0.36,0.36,0.36,0.37,0.37,0.3,0.38,0.34,0.34,0.34,0.34,0.3,0.3,0.3,0.27,0.33,0.28,0.29,0.31,0.28,0.26,0.26,0.28,0.26,0.24,0.29,0.29,0.26,0.27,0.27,0.28,0.25,0.23,0.25,0.25,0.23,0.25,0.24,0.21,0.23,0.24,0.24,0.2,0.2,0.23,0.21,0.21,0.21,0.23,0.21,0.23,0.2,0.23,0.23,0.23,0.21,0.21,0.2,0.2,0.2,0.2,0.21,0.19,0.22,0.19,0.19,0.19,0.0,0.18,0.19,0.19,0.18,0.19,0.18,0.16,0.18,0.19,0.17,0.15,0.15,0.14,0.17,0.18,0.15,0.15,0.17,0.15,0.18,0.16,0.16,0.16,0.13,0.17,0.15,0.15,0.14,0.16,0.15,0.17,0.14,0.15,0.15,0.16,0.12,0.15,0.14,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.15,0.13,0.12,0.13,0.14,0.13,0.12,0.13,0.0,0.14,0.12,0.0,0.12,0.14,0.13,0.0,0.0,0.12,0.0,0.12,0.12,0.12,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.44999999999999
08/17/2021,6.91,2.26,2.38,2.23,1.82,1.61,1.74,1.5,1.6,1.58,1.38,1.24,1.17,1.18,1.07,1.06,1.01,1.06,0.8,0.94,0.72,0.88,0.93,0.71,0.74,0.71,0.75,0.8,0.66,0.72,0.74,0.72,0.66,0.68,0.66,0.65,0.65,0.64,0.68,0.58,0.59,0.57,0.53,0.59,0.57,0.5,0.45,0.47,0.42,0.48,0.44,0.44,0.43,0.43,0.42,0.45,0.4,0.4,0.35,0.4,0.37,0.35,0.38,0.37,0.0,0.38,0.35,0.36,0.36,0.37,0.37,0.3,0.37,0.35,0.35,0.33,0.35,0.3,0.28,0.31,0.27,0.33,0.29,0.28,0.32,0.27,0.26,0.24,0.28,0.26,0.23,0.29,0.28,0.26,0.27,0.27,0.28,0.24,0.23,0.25,0.25,0.23,0.25,0.24,0.2,0.24,0.24,0.24,0.2,0.2,0.23,0.21,0.21,0.21,0.23,0.21,0.23,0.2,0.23,0.23,0.23,0.21,0.21,0.2,0.2,0.2,0.2,0.22,0.19,0.23,0.19,0.19,0.19,0.0,0.18,0.19,0.19,0.18,0.19,0.18,0.16,0.18,0.19,0.17,0.15,0.15,0.14,0.17,0.18,0.14,0.14,0.17,0.15,0.18,0.16,0.15,0.16,0.13,0.17,0.14,0.15,0.14,0.15,0.15,0.17,0.14,0.15,0.15,0.16,0.12,0.15,0.14,0.14,0.14,0.13,0.13,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.12,0.15,0.14,0.13,0.13,0.14,0.13,0.12,0.13,0.0,0.13,0.12,0.0,0.12,0.15,0.12,0.0,0.0,0.12,0.0,0.12,0.12,0.12,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.51
08/18/2021,6.91,2.26,2.38,2.23,1.82,1.61,1.74,1.5,1.6,1.58,1.38,1.24,1.17,1.18,1.07,1.06,1.01,1.06,0.8,0.94,0.72,0.88,0.93,0.71,0.74,0.71,0.75,0.8,0.66,0.72,0.74,0.72,0.66,0.68,0.66,0.65,0.65,0.64,0.68,0.58,0.59,0.57,0.53,0.59,0.57,0.5,0.45,0.47,0.42,0.48,0.44,0.44,0.43,0.43,0.42,0.45,0.4,0.4,0.35,0.4,0.37,0.35,0.38,0.37,0.0,0.38,0.35,0.36,0.36,0.37,0.37,0.3,0.37,0.35,0.35,0.33,0.35,0.3,0.28,0.31,0.27,0.33,0.29,0.28,0.32,0.27,0.26,0.24,0.28,0.26,0.23,0.29,0.28,0.26,0.27,0.27,0.28,0.24,0.23,0.25,0.25,0.23,0.25,0.24,0.2,0.24,0.24,0.24,0.2,0.2,0.23,0.21,0.21,0.21,0.23,0.21,0.23,0.2,0.23,0.23,0.23,0.21,0.21,0.2,0.2,0.2,0.2,0.22,0.19,0.23,0.19,0.19,0.19,0.0,0.18,0.19,0.19,0.18,0.19,0.18,0.16,0.18,0.19,0.17,0.15,0.15,0.14,0.17,0.18,0.14,0.14,0.17,0.15,0.18,0.16,0.15,0.16,0.13,0.17,0.14,0.15,0.14,0.15,0.15,0.17,0.14,0.15,0.15,0.16,0.12,0.15,0.14,0.14,0.14,0.13,0.13,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.12,0.15,0.14,0.13,0.13,0.14,0.13,0.12,0.13,0.0,0.13,0.12,0.0,0.12,0.15,0.12,0.0,0.0,0.12,0.0,0.12,0.12,0.12,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.51
08/19/2021,6.91,2.26,2.38,2.23,1.82,1.61,1.74,1.5,1.6,1.58,1.38,1.24,1.17,1.18,1.07,1.06,1.01,1.06,0.8,0.94,0.72,0.88,0.93,0.71,0.74,0.71,0.75,0.8,0.66,0.72,0.74,0.72,0.66,0.68,0.66,0.65,0.65,0.64,0.68,0.58,0.59,0.57,0.53,0.59,0.57,0.5,0.45,0.47,0.42,0.48,0.44,0.44,0.43,0.43,0.42,0.45,0.4,0.4,0.35,0.4,0.37,0.35,0.38,0.37,0.0,0.38,0.35,0.36,0.36,0.37,0.37,0.3,0.37,0.35,0.35,0.33,0.35,0.3,0.28,0.31,0.27,0.33,0.29,0.28,0.32,0.27,0.26,0.24,0.28,0.26,0.23,0.29,0.28,0.26,0.27,0.27,0.28,0.24,0.23,0.25,0.25,0.23,0.25,0.24,0.2,0.24,0.24,0.24,0.2,0.2,0.23,0.21,0.21,0.21,0.23,0.21,0.23,0.2,0.23,0.23,0.23,0.21,0.21,0.2,0.2,0.2,0.2,0.22,0.19,0.23,0.19,0.19,0.19,0.0,0.18,0.19,0.19,0.18,0.19,0.18,0.16,0.18,0.19,0.17,0.15,0.15,0.14,0.17,0.18,0.14,0.14,0.17,0.15,0.18,0.16,0.15,0.16,0.13,0.17,0.14,0.15,0.14,0.15,0.15,0.17,0.14,0.15,0.15,0.16,0.12,0.15,0.14,0.14,0.14,0.13,0.13,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.12,0.15,0.14,0.13,0.13,0.14,0.13,0.12,0.13,0.0,0.13,0.12,0.0,0.12,0.15,0.12,0.0,0.0,0.12,0.0,0.12,0.12,0.12,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.51
08/20/2021,6.94,2.23,2.38,2.24,1.83,1.62,1.76,1.51,1.59,1.51,1.37,1.26,1.18,1.19,1.08,1.02,1.01,1.07,0.79,0.95,0.72,0.89,0.93,0.72,0.75,0.71,0.76,0.82,0.65,0.71,0.74,0.73,0.67,0.69,0.65,0.65,0.65,0.65,0.66,0.58,0.59,0.58,0.51,0.6,0.57,0.5,0.45,0.47,0.43,0.48,0.43,0.43,0.43,0.43,0.42,0.44,0.4,0.4,0.35,0.4,0.36,0.35,0.38,0.37,0.0,0.38,0.35,0.36,0.35,0.38,0.37,0.3,0.37,0.35,0.35,0.33,0.36,0.3,0.29,0.31,0.27,0.33,0.29,0.28,0.31,0.27,0.26,0.24,0.28,0.26,0.23,0.29,0.29,0.25,0.27,0.26,0.28,0.24,0.23,0.25,0.25,0.23,0.26,0.24,0.2,0.24,0.24,0.24,0.2,0.21,0.23,0.21,0.21,0.22,0.22,0.21,0.23,0.2,0.23,0.23,0.23,0.21,0.21,0.2,0.2,0.2,0.21,0.22,0.19,0.23,0.19,0.19,0.2,0.0,0.18,0.19,0.19,0.18,0.19,0.18,0.16,0.18,0.19,0.17,0.15,0.15,0.14,0.17,0.18,0.14,0.14,0.17,0.15,0.18,0.16,0.15,0.16,0.13,0.17,0.14,0.15,0.13,0.15,0.15,0.17,0.14,0.15,0.15,0.16,0.0,0.15,0.14,0.15,0.14,0.13,0.13,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.12,0.15,0.14,0.14,0.12,0.14,0.13,0.12,0.13,0.0,0.14,0.12,0.0,0.12,0.14,0.12,0.0,0.12,0.12,0.0,0.12,0.12,0.12,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.54999999999998
08/23/2021,6.94,2.19,2.38,2.25,1.84,1.56,1.77,1.52,1.59,1.48,1.37,1.28,1.16,1.2,1.08,1.03,1.01,1.08,0.79,0.95,0.71,0.9,0.97,0.73,0.76,0.7,0.77,0.83,0.65,0.72,0.73,0.74,0.67,0.7,0.65,0.63,0.65,0.65,0.67,0.59,0.59,0.58,0.51,0.6,0.56,0.5,0.45,0.45,0.43,0.47,0.43,0.43,0.44,0.43,0.41,0.44,0.4,0.39,0.35,0.4,0.35,0.34,0.39,0.37,0.0,0.39,0.35,0.37,0.36,0.38,0.37,0.3,0.37,0.36,0.36,0.33,0.36,0.3,0.28,0.31,0.28,0.34,0.29,0.28,0.31,0.27,0.26,0.24,0.28,0.27,0.24,0.28,0.29,0.26,0.26,0.26,0.28,0.24,0.24,0.25,0.24,0.23,0.26,0.24,0.2,0.25,0.24,0.24,0.2,0.21,0.23,0.21,0.22,0.22,0.22,0.2,0.23,0.2,0.23,0.23,0.23,0.21,0.21,0.2,0.2,0.2,0.21,0.21,0.19,0.23,0.2,0.19,0.2,0.0,0.18,0.19,0.19,0.18,0.18,0.18,0.16,0.18,0.19,0.17,0.15,0.15,0.14,0.17,0.18,0.14,0.14,0.17,0.15,0.18,0.16,0.15,0.16,0.13,0.16,0.14,0.15,0.13,0.14,0.16,0.17,0.14,0.15,0.15,0.16,0.0,0.15,0.14,0.14,0.14,0.13,0.13,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.12,0.15,0.14,0.13,0.12,0.14,0.13,0.12,0.13,0.0,0.14,0.12,0.0,0.13,0.14,0.12,0.0,0.12,0.12,0.0,0.12,0.12,0.12,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.57
08/24/2021,7.19,2.34,2.43,2.22,1.84,1.6,1.79,1.49,1.65,1.51,1.34,1.3,1.16,1.2,1.14,1.04,0.99,1.09,0.75,0.98,0.7,0.9,0.93,0.73,0.75,0.7,0.77,0.82,0.61,0.74,0.74,0.73,0.67,0.7,0.64,0.62,0.64,0.65,0.65,0.59,0.58,0.58,0.5,0.59,0.55,0.49,0.44,0.51,0.42,0.46,0.43,0.42,0.43,0.42,0.41,0.45,0.39,0.37,0.34,0.41,0.34,0.34,0.39,0.37,0.0,0.39,0.36,0.36,0.36,0.37,0.36,0.3,0.34,0.35,0.36,0.32,0.36,0.3,0.28,0.31,0.27,0.34,0.29,0.27,0.32,0.26,0.24,0.24,0.28,0.27,0.23,0.29,0.29,0.26,0.28,0.26,0.29,0.24,0.23,0.25,0.24,0.23,0.24,0.23,0.19,0.25,0.24,0.24,0.21,0.2,0.23,0.2,0.21,0.22,0.22,0.2,0.22,0.2,0.23,0.23,0.23,0.21,0.22,0.2,0.2,0.19,0.21,0.21,0.19,0.23,0.2,0.19,0.2,0.0,0.18,0.19,0.19,0.18,0.19,0.2,0.16,0.19,0.18,0.16,0.14,0.14,0.14,0.17,0.18,0.13,0.14,0.17,0.15,0.18,0.15,0.15,0.15,0.12,0.16,0.13,0.14,0.13,0.13,0.16,0.17,0.13,0.15,0.15,0.16,0.0,0.14,0.14,0.15,0.14,0.13,0.13,0.13,0.14,0.14,0.14,0.14,0.13,0.13,0.0,0.15,0.14,0.13,0.12,0.14,0.13,0.12,0.13,0.0,0.15,0.12,0.0,0.12,0.14,0.12,0.0,0.12,0.12,0.0,0.12,0.12,0.13,0.33,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.67999999999999
08/25/2021,7.19,2.34,2.43,2.22,1.84,1.6,1.79,1.49,1.65,1.51,1.34,1.3,1.16,1.2,1.14,1.04,0.99,1.09,0.75,0.98,0.7,0.9,0.93,0.73,0.75,0.7,0.77,0.82,0.61,0.74,0.74,0.73,0.67,0.7,0.64,0.62,0.64,0.65,0.65,0.59,0.58,0.58,0.5,0.59,0.55,0.49,0.44,0.51,0.42,0.46,0.43,0.42,0.43,0.42,0.41,0.45,0.39,0.37,0.34,0.41,0.34,0.34,0.39,0.37,0.33,0.39,0.36,0.36,0.36,0.37,0.36,0.3,0.34,0.35,0.36,0.32,0.36,0.3,0.28,0.31,0.27,0.34,0.29,0.27,0.32,0.26,0.24,0.24,0.28,0.27,0.23,0.29,0.29,0.26,0.28,0.26,0.29,0.24,0.23,0.25,0.24,0.23,0.24,0.23,0.19,0.25,0.24,0.24,0.21,0.2,0.23,0.2,0.21,0.22,0.22,0.2,0.22,0.2,0.23,0.23,0.23,0.21,0.22,0.2,0.2,0.19,0.21,0.21,0.19,0.23,0.2,0.19,0.2,0.0,0.18,0.19,0.19,0.18,0.19,0.2,0.16,0.19,0.18,0.16,0.14,0.14,0.14,0.17,0.18,0.13,0.14,0.17,0.15,0.18,0.15,0.15,0.15,0.12,0.16,0.13,0.14,0.13,0.13,0.16,0.17,0.13,0.15,0.15,0.16,0.0,0.14,0.14,0.15,0.14,0.13,0.13,0.13,0.14,0.14,0.14,0.14,0.13,0.13,0.0,0.15,0.14,0.13,0.12,0.14,0.13,0.12,0.13,0.0,0.15,0.12,0.0,0.12,0.14,0.12,0.0,0.12,0.12,0.0,0.12,0.12,0.13,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.67999999999999
08/26/2021,7.19,2.34,2.43,2.22,1.84,1.6,1.79,1.49,1.65,1.51,1.34,1.3,1.16,1.2,1.14,1.04,0.99,1.09,0.75,0.98,0.7,0.9,0.93,0.73,0.75,0.7,0.77,0.82,0.61,0.74,0.74,0.73,0.67,0.7,0.64,0.62,0.64,0.65,0.65,0.59,0.58,0.58,0.5,0.59,0.55,0.49,0.44,0.51,0.42,0.46,0.43,0.42,0.43,0.42,0.41,0.45,0.39,0.37,0.34,0.41,0.34,0.34,0.39,0.37,0.33,0.39,0.36,0.36,0.36,0.37,0.36,0.3,0.34,0.35,0.36,0.32,0.36,0.3,0.28,0.31,0.27,0.34,0.29,0.27,0.32,0.26,0.24,0.24,0.28,0.27,0.23,0.29,0.29,0.26,0.28,0.26,0.29,0.24,0.23,0.25,0.24,0.23,0.24,0.23,0.19,0.25,0.24,0.24,0.21,0.2,0.23,0.2,0.21,0.22,0.22,0.2,0.22,0.2,0.23,0.23,0.23,0.21,0.22,0.2,0.2,0.19,0.21,0.21,0.19,0.23,0.2,0.19,0.2,0.0,0.18,0.19,0.19,0.18,0.19,0.2,0.16,0.19,0.18,0.16,0.14,0.14,0.14,0.17,0.18,0.13,0.14,0.17,0.15,0.18,0.15,0.15,0.15,0.12,0.16,0.13,0.14,0.13,0.13,0.16,0.17,0.13,0.15,0.15,0.16,0.0,0.14,0.14,0.15,0.14,0.13,0.13,0.13,0.14,0.14,0.14,0.14,0.13,0.13,0.0,0.15,0.14,0.13,0.12,0.14,0.13,0.12,0.13,0.0,0.15,0.12,0.0,0.12,0.14,0.12,0.0,0.12,0.12,0.0,0.12,0.12,0.13,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.67999999999999
08/27/2021,7.16,2.45,2.44,2.2,1.81,1.58,1.76,1.5,1.64,1.55,1.34,1.27,1.17,1.18,1.14,1.03,0.99,1.08,0.76,0.94,0.71,0.88,0.94,0.71,0.74,0.7,0.76,0.8,0.61,0.75,0.74,0.72,0.66,0.69,0.63,0.62,0.63,0.64,0.66,0.57,0.58,0.57,0.52,0.57,0.55,0.48,0.43,0.49,0.41,0.45,0.42,0.41,0.42,0.41,0.41,0.44,0.39,0.38,0.34,0.4,0.35,0.35,0.39,0.37,0.34,0.39,0.36,0.36,0.36,0.37,0.36,0.3,0.35,0.35,0.35,0.33,0.36,0.3,0.29,0.31,0.27,0.34,0.29,0.27,0.33,0.27,0.25,0.24,0.28,0.27,0.23,0.29,0.28,0.26,0.28,0.26,0.29,0.24,0.23,0.25,0.24,0.23,0.23,0.24,0.19,0.25,0.24,0.24,0.21,0.2,0.24,0.2,0.21,0.22,0.22,0.2,0.22,0.2,0.23,0.23,0.23,0.22,0.21,0.2,0.21,0.19,0.21,0.21,0.19,0.23,0.2,0.19,0.2,0.0,0.18,0.19,0.19,0.18,0.19,0.2,0.16,0.19,0.19,0.17,0.15,0.14,0.14,0.17,0.18,0.14,0.15,0.17,0.15,0.18,0.15,0.15,0.15,0.13,0.17,0.14,0.15,0.13,0.14,0.16,0.17,0.13,0.15,0.15,0.16,0.0,0.14,0.14,0.15,0.14,0.13,0.13,0.13,0.15,0.14,0.14,0.14,0.13,0.13,0.12,0.15,0.14,0.13,0.12,0.14,0.13,0.12,0.13,0.0,0.15,0.12,0.0,0.12,0.15,0.12,0.0,0.0,0.12,0.12,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.58
08/30/2021,7.09,2.47,2.45,2.21,1.79,1.56,1.74,1.48,1.66,1.55,1.38,1.26,1.17,1.16,1.13,1.01,0.99,1.08,0.77,0.94,0.71,0.88,0.89,0.7,0.75,0.7,0.75,0.79,0.62,0.75,0.74,0.72,0.66,0.68,0.65,0.62,0.63,0.64,0.66,0.59,0.58,0.56,0.55,0.57,0.56,0.48,0.42,0.49,0.41,0.45,0.43,0.42,0.42,0.41,0.42,0.45,0.4,0.39,0.33,0.41,0.35,0.35,0.38,0.36,0.35,0.39,0.36,0.36,0.36,0.37,0.36,0.3,0.36,0.35,0.35,0.33,0.35,0.3,0.29,0.3,0.27,0.34,0.3,0.28,0.33,0.27,0.25,0.25,0.28,0.26,0.24,0.29,0.28,0.27,0.29,0.26,0.29,0.24,0.23,0.24,0.24,0.22,0.24,0.23,0.2,0.25,0.24,0.24,0.21,0.2,0.24,0.2,0.21,0.21,0.23,0.2,0.22,0.2,0.22,0.23,0.23,0.22,0.21,0.2,0.21,0.19,0.21,0.21,0.18,0.23,0.19,0.19,0.2,0.0,0.18,0.2,0.19,0.18,0.19,0.2,0.16,0.18,0.18,0.17,0.15,0.14,0.15,0.17,0.19,0.14,0.15,0.17,0.15,0.18,0.15,0.15,0.15,0.13,0.17,0.14,0.15,0.13,0.14,0.16,0.17,0.13,0.15,0.15,0.16,0.0,0.15,0.14,0.15,0.14,0.13,0.13,0.14,0.15,0.14,0.14,0.14,0.13,0.13,0.12,0.15,0.14,0.13,0.12,0.14,0.13,0.12,0.13,0.0,0.14,0.12,0.0,0.12,0.15,0.12,0.0,0.0,0.12,0.12,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.53999999999999
08/31/2021,7.0,2.34,2.44,2.31,1.78,1.77,1.73,1.47,1.76,1.63,0.0,1.25,1.17,1.15,1.28,0.99,1.13,1.09,0.77,0.93,0.71,0.88,0.87,0.69,0.74,0.7,0.74,0.78,0.62,0.73,0.75,0.71,0.65,1.02,0.65,0.62,0.63,0.64,0.67,0.59,0.59,0.55,0.57,0.57,0.78,0.48,0.42,0.0,0.41,0.45,0.43,0.41,0.42,0.41,0.59,0.41,0.4,0.39,0.33,0.42,0.36,0.41,0.38,0.36,0.36,0.4,0.36,0.36,0.27,0.52,0.36,0.3,0.37,0.35,0.35,0.34,0.35,0.3,0.3,0.31,0.26,0.34,0.3,0.0,0.33,0.26,0.29,0.25,0.28,0.26,0.0,0.27,0.28,0.26,0.33,0.27,0.3,0.24,0.23,0.24,0.25,0.22,0.23,0.27,0.2,0.26,0.24,0.24,0.2,0.2,0.24,0.2,0.21,0.21,0.23,0.2,0.22,0.2,0.22,0.32,0.23,0.22,0.21,0.2,0.21,0.19,0.21,0.22,0.2,0.24,0.19,0.19,0.2,0.0,0.18,0.2,0.19,0.18,0.19,0.2,0.27,0.18,0.19,0.17,0.15,0.14,0.17,0.17,0.19,0.24,0.23,0.17,0.14,0.18,0.15,0.15,0.15,0.13,0.17,0.15,0.15,0.13,0.21,0.16,0.17,0.13,0.21,0.15,0.16,0.0,0.15,0.14,0.15,0.14,0.32,0.16,0.14,0.15,0.14,0.14,0.14,0.13,0.13,0.0,0.15,0.14,0.15,0.0,0.14,0.14,0.12,0.14,0.13,0.14,0.13,0.0,0.0,0.15,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.66,0.23,0.18,0.15,0.15,0.15,0.15,0.13,0.13,0.13,88.76
09/01/2021,7.0,2.34,2.44,2.31,1.78,1.77,1.73,1.47,1.76,1.63,0.0,1.25,1.17,1.15,1.28,0.99,1.13,1.09,0.77,0.93,0.71,0.88,0.87,0.69,0.74,0.7,0.74,0.78,0.62,0.73,0.75,0.71,0.65,1.02,0.65,0.62,0.63,0.64,0.67,0.59,0.59,0.55,0.57,0.57,0.78,0.48,0.42,0.0,0.41,0.45,0.43,0.41,0.42,0.41,0.59,0.41,0.4,0.39,0.33,0.42,0.36,0.41,0.38,0.36,0.36,0.4,0.36,0.36,0.27,0.52,0.36,0.3,0.37,0.35,0.35,0.34,0.35,0.3,0.3,0.31,0.26,0.34,0.3,0.0,0.33,0.26,0.29,0.25,0.28,0.26,0.0,0.27,0.28,0.26,0.33,0.27,0.3,0.24,0.23,0.24,0.25,0.22,0.23,0.27,0.2,0.26,0.24,0.24,0.2,0.2,0.24,0.2,0.21,0.21,0.23,0.2,0.22,0.2,0.22,0.32,0.23,0.22,0.21,0.2,0.21,0.19,0.21,0.22,0.2,0.24,0.19,0.19,0.2,0.0,0.18,0.2,0.19,0.18,0.19,0.2,0.27,0.18,0.19,0.17,0.15,0.14,0.17,0.17,0.19,0.24,0.23,0.17,0.14,0.18,0.15,0.15,0.15,0.13,0.17,0.15,0.15,0.13,0.21,0.16,0.17,0.13,0.21,0.15,0.16,0.0,0.15,0.14,0.15,0.14,0.32,0.16,0.14,0.15,0.14,0.14,0.14,0.13,0.13,0.0,0.15,0.14,0.15,0.0,0.14,0.14,0.12,0.14,0.13,0.14,0.13,0.0,0.0,0.15,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.66,0.23,0.18,0.15,0.15,0.15,0.15,0.13,0.13,0.13,88.76
