,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,TSLA,NVDA,JPM,JNJ,V,UNH,PYPL,HD,PG,MA,DIS,BAC,ADBE,CMCSA,XOM,NFLX,VZ,INTC,CSCO,CRM,PFE,KO,T,ABT,PEP,ABBV,TMO,CVX,WMT,LLY,NKE,MRK,ACN,AVGO,WFC,DHR,TXN,COST,MCD,MDT,QCOM,HON,UPS,PM,BMY,UNP,NEE,ORCL,C,AMGN,LOW,SBUX,RTX,BA,BLK,INTU,AMAT,AMT,IBM,MS,GS,TGT,CAT,AMD,MMM,GE,ISRG,NOW,SCHW,AXP,CVS,SPGI,DE,SQ,CHTR,ANTM,LMT,FIS,PLD,MU,BKNG,ZTS,SYK,LRCX,MDLZ,TMUS,MO,CCI,GILD,ZM,ADP,COP,UBER,TJX,MRNA,CI,GM,PNC,DUK,USB,BDX,CB,FDX,MMC,ATVI,TFC,EQIX,CSX,CME,EL,ITW,COF,ILMN,BX,ICE,EW,SHW,CL,NSC,SO,ADSK,FISV,TWLO,APD,WM,MCO,ETN,D,BSX,ADI,HUM,REGN,PGR,EMR,F,GPN,HCA,NXPI,NOC,NEM,BIIB,VRTX,DG,ECL,AON,FCX,ROP,XTSLA,JCI,EOG,KLAC,ALGN,LHX,WDAY,ROST,KMB,DOW,PSA,EBAY,GD,EXC,MET,SLB,DLR,AEP,CNC,SRE,BK,ALL,DD,AIG,BAX,EA,TRV,MAR,STZ,SYY,GIS,CTSH,KMI,TEAM,WBA,MNST,SNOW,DELL,KHC,KDP,LVS,USD,VMW,SCCO,JPFFT,GE.,ESU1,SUM
08/24/2021,7.46,7.36,4.45,2.76,2.65,2.52,1.72,1.69,1.6,1.49,1.52,1.26,1.3,1.03,1.14,1.13,1.0,1.02,0.98,0.99,0.87,0.72,0.76,0.74,0.68,0.79,0.76,0.87,0.71,0.63,0.7,0.7,0.67,0.7,0.58,0.7,0.74,0.67,0.64,0.68,0.61,0.63,0.65,0.55,0.65,0.57,0.56,0.51,0.51,0.45,0.51,0.5,0.48,0.54,0.5,0.47,0.41,0.48,0.43,0.41,0.36,0.42,0.45,0.37,0.42,0.4,0.45,0.42,0.4,0.36,0.41,0.36,0.0,0.39,0.38,0.36,0.33,0.36,0.34,0.32,0.33,0.33,0.3,0.28,0.26,0.32,0.25,0.27,0.31,0.3,0.26,0.28,0.27,0.29,0.27,0.29,0.23,0.29,0.23,0.21,0.29,0.42,0.23,0.21,0.25,0.26,0.24,0.23,0.27,0.21,0.25,0.2,0.24,0.24,0.24,0.23,0.24,0.23,0.24,0.23,0.25,0.21,0.24,0.24,0.21,0.21,0.23,0.24,0.22,0.18,0.19,0.21,0.2,0.21,0.21,0.2,0.2,0.17,0.21,0.18,0.19,0.16,0.15,0.21,0.18,0.18,0.14,0.16,0.16,0.18,0.18,0.2,0.15,0.16,0.15,0.17,0.12,0.16,0.17,0.15,0.14,0.14,0.15,0.15,0.16,0.16,0.16,0.15,0.14,0.12,0.15,0.15,0.12,0.13,0.14,0.13,0.12,0.15,0.12,0.13,0.13,0.11,0.11,0.12,0.12,0.13,0.1,0.15,0.11,0.12,0.1,0.09,0.08,0.08,0.04,0.09,0.04,0.02,0.01,0.35,0.0,100.06
08/25/2021,7.46,7.36,4.45,2.76,2.65,2.52,1.72,1.69,1.6,1.49,1.52,1.26,1.3,1.03,1.14,1.13,1.0,1.02,0.98,0.99,0.87,0.72,0.76,0.74,0.68,0.79,0.76,0.87,0.71,0.63,0.7,0.7,0.67,0.7,0.58,0.7,0.74,0.67,0.64,0.68,0.61,0.63,0.65,0.55,0.65,0.57,0.56,0.51,0.51,0.45,0.51,0.5,0.48,0.54,0.5,0.47,0.41,0.48,0.43,0.41,0.36,0.42,0.45,0.37,0.42,0.4,0.45,0.42,0.4,0.36,0.41,0.36,0.35,0.39,0.38,0.36,0.33,0.36,0.34,0.32,0.33,0.33,0.3,0.28,0.26,0.32,0.25,0.27,0.31,0.3,0.26,0.28,0.27,0.29,0.27,0.29,0.23,0.29,0.23,0.21,0.29,0.42,0.23,0.21,0.25,0.26,0.24,0.23,0.27,0.21,0.25,0.2,0.24,0.24,0.24,0.23,0.24,0.23,0.24,0.23,0.25,0.21,0.24,0.24,0.21,0.21,0.23,0.24,0.22,0.18,0.19,0.21,0.2,0.21,0.21,0.2,0.2,0.17,0.21,0.18,0.19,0.16,0.15,0.21,0.18,0.18,0.14,0.16,0.16,0.18,0.18,0.2,0.15,0.16,0.15,0.17,0.12,0.16,0.17,0.15,0.14,0.14,0.15,0.15,0.16,0.16,0.16,0.15,0.14,0.12,0.15,0.15,0.12,0.13,0.14,0.13,0.12,0.15,0.12,0.13,0.13,0.11,0.11,0.12,0.12,0.13,0.1,0.15,0.11,0.12,0.1,0.09,0.08,0.08,0.04,0.09,0.04,0.02,0.01,0.0,0.0,100.06
08/26/2021,7.47,7.3,4.5,2.76,2.68,2.54,1.7,1.74,1.67,1.5,1.49,1.26,1.27,1.04,1.12,1.12,1.0,1.03,0.98,1.0,0.87,0.74,0.76,0.73,0.68,0.79,0.77,0.89,0.7,0.63,0.7,0.69,0.67,0.69,0.59,0.69,0.72,0.67,0.63,0.67,0.61,0.63,0.64,0.55,0.64,0.57,0.55,0.52,0.51,0.44,0.5,0.49,0.47,0.53,0.49,0.47,0.41,0.47,0.43,0.41,0.37,0.42,0.45,0.38,0.41,0.4,0.45,0.42,0.4,0.36,0.42,0.36,0.35,0.39,0.39,0.36,0.33,0.35,0.34,0.32,0.34,0.33,0.29,0.28,0.25,0.31,0.26,0.28,0.31,0.29,0.26,0.28,0.27,0.28,0.27,0.29,0.23,0.29,0.23,0.21,0.29,0.44,0.22,0.21,0.25,0.26,0.24,0.23,0.26,0.21,0.25,0.2,0.24,0.24,0.24,0.23,0.24,0.23,0.24,0.22,0.25,0.21,0.23,0.24,0.21,0.21,0.22,0.24,0.23,0.18,0.19,0.2,0.2,0.21,0.2,0.2,0.2,0.17,0.21,0.18,0.19,0.16,0.15,0.21,0.18,0.17,0.15,0.16,0.16,0.18,0.18,0.2,0.16,0.16,0.15,0.17,0.13,0.16,0.17,0.15,0.14,0.14,0.15,0.15,0.15,0.16,0.16,0.15,0.14,0.12,0.14,0.14,0.12,0.13,0.14,0.13,0.12,0.15,0.12,0.13,0.13,0.12,0.11,0.12,0.12,0.13,0.1,0.15,0.11,0.12,0.1,0.09,0.08,0.08,0.04,0.1,0.04,0.02,0.01,0.0,0.0,100.01
08/27/2021,7.46,7.24,4.56,2.78,2.7,2.56,1.7,1.75,1.66,1.51,1.47,1.26,1.27,1.04,1.11,1.11,1.01,1.03,0.99,1.0,0.86,0.75,0.76,0.73,0.69,0.8,0.76,0.86,0.69,0.62,0.69,0.69,0.67,0.69,0.6,0.68,0.71,0.67,0.62,0.67,0.61,0.63,0.64,0.55,0.63,0.56,0.56,0.52,0.51,0.44,0.5,0.49,0.47,0.52,0.49,0.47,0.41,0.46,0.43,0.41,0.38,0.42,0.45,0.38,0.41,0.4,0.45,0.43,0.4,0.37,0.41,0.36,0.35,0.39,0.39,0.37,0.33,0.35,0.33,0.33,0.33,0.33,0.29,0.28,0.26,0.31,0.26,0.29,0.31,0.3,0.26,0.28,0.27,0.28,0.26,0.29,0.23,0.28,0.24,0.21,0.29,0.42,0.23,0.22,0.25,0.26,0.24,0.23,0.26,0.21,0.25,0.2,0.24,0.23,0.24,0.23,0.25,0.23,0.24,0.22,0.25,0.21,0.23,0.23,0.21,0.21,0.22,0.24,0.23,0.18,0.19,0.2,0.19,0.21,0.2,0.2,0.19,0.17,0.21,0.18,0.2,0.16,0.16,0.21,0.19,0.17,0.15,0.17,0.16,0.18,0.18,0.2,0.16,0.16,0.15,0.17,0.13,0.16,0.18,0.15,0.14,0.14,0.15,0.15,0.15,0.16,0.16,0.15,0.14,0.13,0.14,0.14,0.12,0.13,0.14,0.13,0.13,0.15,0.12,0.13,0.13,0.12,0.11,0.12,0.11,0.13,0.1,0.15,0.11,0.11,0.11,0.09,0.08,0.08,0.04,0.1,0.04,0.02,0.01,0.0,0.0,100.01999999999998
08/30/2021,7.39,7.19,4.59,2.78,2.71,2.57,1.71,1.74,1.68,1.55,1.46,1.25,1.25,1.03,1.1,1.11,0.99,1.02,1.01,0.99,0.86,0.74,0.76,0.72,0.69,0.8,0.79,0.84,0.69,0.62,0.7,0.68,0.68,0.69,0.6,0.68,0.71,0.66,0.62,0.68,0.62,0.65,0.64,0.55,0.63,0.56,0.57,0.51,0.51,0.44,0.5,0.48,0.47,0.52,0.49,0.48,0.41,0.47,0.43,0.41,0.37,0.43,0.45,0.39,0.41,0.4,0.46,0.43,0.39,0.37,0.41,0.36,0.36,0.39,0.39,0.37,0.34,0.35,0.34,0.34,0.33,0.33,0.29,0.29,0.25,0.31,0.26,0.3,0.31,0.3,0.27,0.27,0.26,0.29,0.26,0.29,0.23,0.28,0.24,0.21,0.28,0.43,0.23,0.21,0.26,0.26,0.24,0.23,0.26,0.21,0.25,0.2,0.24,0.23,0.24,0.23,0.25,0.23,0.25,0.22,0.26,0.21,0.23,0.23,0.21,0.21,0.22,0.22,0.23,0.18,0.19,0.21,0.19,0.21,0.2,0.2,0.29,0.17,0.21,0.18,0.2,0.16,0.15,0.21,0.2,0.18,0.14,0.16,0.16,0.17,0.18,0.2,0.16,0.16,0.15,0.17,0.13,0.16,0.17,0.15,0.15,0.13,0.15,0.15,0.15,0.16,0.16,0.15,0.15,0.13,0.14,0.14,0.12,0.13,0.14,0.13,0.13,0.15,0.12,0.13,0.13,0.12,0.11,0.12,0.11,0.13,0.1,0.15,0.11,0.12,0.12,0.09,0.08,0.08,0.05,0.02,0.04,0.02,0.01,0.0,0.0,100.06999999999998
08/31/2021,7.38,7.14,4.6,2.82,2.74,2.59,1.7,1.75,1.71,1.55,1.44,1.25,1.25,1.04,1.1,1.1,0.99,1.04,1.01,1.0,0.86,0.75,0.76,0.72,0.69,0.79,0.78,0.82,0.68,0.61,0.69,0.68,0.67,0.68,0.6,0.67,0.7,0.66,0.61,0.68,0.63,0.65,0.64,0.56,0.63,0.56,0.57,0.52,0.51,0.44,0.5,0.47,0.46,0.52,0.49,0.48,0.4,0.47,0.43,0.41,0.38,0.43,0.46,0.39,0.41,0.39,0.46,0.44,0.39,0.37,0.43,0.36,0.36,0.39,0.39,0.38,0.35,0.35,0.33,0.34,0.33,0.34,0.29,0.28,0.25,0.31,0.26,0.3,0.31,0.3,0.27,0.27,0.26,0.29,0.26,0.28,0.23,0.28,0.24,0.21,0.28,0.41,0.23,0.22,0.26,0.25,0.25,0.23,0.26,0.21,0.25,0.2,0.25,0.23,0.24,0.23,0.25,0.23,0.25,0.21,0.27,0.21,0.23,0.23,0.2,0.21,0.22,0.22,0.22,0.18,0.19,0.21,0.19,0.21,0.2,0.2,0.28,0.17,0.21,0.18,0.2,0.16,0.15,0.21,0.2,0.17,0.15,0.16,0.16,0.17,0.18,0.2,0.17,0.16,0.07,0.17,0.13,0.17,0.17,0.15,0.16,0.13,0.15,0.15,0.15,0.16,0.16,0.15,0.15,0.13,0.14,0.14,0.12,0.13,0.14,0.13,0.13,0.15,0.12,0.13,0.13,0.12,0.11,0.12,0.11,0.13,0.1,0.15,0.11,0.12,0.11,0.08,0.08,0.08,0.05,0.1,0.04,0.02,0.01,0.0,0.0,100.06
09/01/2021,7.38,7.14,4.6,2.82,2.74,2.59,1.7,1.75,1.71,1.55,1.44,1.25,1.25,1.04,1.1,1.1,0.99,1.04,1.01,1.0,0.86,0.75,0.76,0.72,0.69,0.79,0.78,0.82,0.68,0.61,0.69,0.68,0.67,0.68,0.6,0.67,0.7,0.66,0.61,0.68,0.63,0.65,0.64,0.56,0.63,0.56,0.57,0.52,0.51,0.44,0.5,0.47,0.46,0.52,0.49,0.48,0.4,0.47,0.43,0.41,0.38,0.43,0.46,0.39,0.41,0.39,0.46,0.44,0.39,0.37,0.43,0.36,0.36,0.39,0.39,0.38,0.35,0.35,0.33,0.34,0.33,0.34,0.29,0.28,0.25,0.31,0.26,0.3,0.31,0.3,0.27,0.27,0.26,0.29,0.26,0.28,0.23,0.28,0.24,0.21,0.28,0.41,0.23,0.22,0.26,0.25,0.25,0.23,0.26,0.21,0.25,0.2,0.25,0.23,0.24,0.23,0.25,0.23,0.25,0.21,0.27,0.21,0.23,0.23,0.2,0.21,0.22,0.22,0.22,0.18,0.19,0.21,0.19,0.21,0.2,0.2,0.28,0.17,0.21,0.18,0.2,0.16,0.15,0.21,0.2,0.17,0.15,0.16,0.16,0.17,0.18,0.2,0.17,0.16,0.07,0.17,0.13,0.17,0.17,0.15,0.16,0.13,0.15,0.15,0.15,0.16,0.16,0.15,0.15,0.13,0.14,0.14,0.12,0.13,0.14,0.13,0.13,0.15,0.12,0.13,0.13,0.12,0.11,0.12,0.11,0.13,0.1,0.15,0.11,0.12,0.11,0.08,0.08,0.08,0.05,0.1,0.04,0.02,0.01,0.0,0.0,100.06
09/02/2021,7.56,7.2,4.67,2.87,2.74,2.59,1.69,1.78,1.71,1.52,1.44,1.23,1.24,1.07,1.11,1.1,0.97,1.03,0.99,1.0,0.86,0.74,0.77,0.71,0.69,0.79,0.77,0.82,0.69,0.61,0.69,0.68,0.67,0.69,0.6,0.67,0.7,0.66,0.61,0.68,0.63,0.63,0.65,0.56,0.63,0.56,0.56,0.52,0.51,0.44,0.5,0.47,0.46,0.52,0.49,0.47,0.4,0.46,0.43,0.4,0.37,0.43,0.45,0.39,0.41,0.39,0.45,0.43,0.39,0.36,0.42,0.36,0.36,0.39,0.4,0.36,0.34,0.35,0.34,0.34,0.33,0.34,0.29,0.28,0.25,0.31,0.26,0.29,0.31,0.3,0.27,0.27,0.26,0.29,0.26,0.28,0.23,0.28,0.24,0.2,0.28,0.39,0.22,0.21,0.25,0.25,0.24,0.23,0.26,0.2,0.25,0.2,0.24,0.24,0.24,0.22,0.25,0.23,0.23,0.21,0.27,0.21,0.23,0.23,0.2,0.2,0.22,0.22,0.22,0.19,0.19,0.21,0.19,0.21,0.2,0.2,0.28,0.16,0.21,0.18,0.2,0.16,0.15,0.21,0.2,0.17,0.14,0.16,0.16,0.17,0.18,0.2,0.17,0.16,0.07,0.17,0.12,0.16,0.17,0.15,0.16,0.13,0.14,0.15,0.15,0.17,0.16,0.15,0.14,0.12,0.14,0.14,0.11,0.13,0.14,0.13,0.12,0.15,0.12,0.13,0.13,0.12,0.11,0.12,0.11,0.13,0.1,0.15,0.11,0.12,0.11,0.09,0.08,0.08,0.05,0.1,0.04,0.02,0.01,0.0,0.0,100.06
09/03/2021,7.51,7.17,4.75,2.86,2.74,2.6,1.69,1.8,1.69,1.52,1.44,1.22,1.23,1.07,1.11,1.09,0.96,1.04,0.99,1.0,0.87,0.73,0.78,0.72,0.69,0.79,0.77,0.81,0.69,0.62,0.69,0.68,0.67,0.69,0.59,0.67,0.69,0.64,0.61,0.68,0.63,0.6,0.65,0.56,0.63,0.56,0.56,0.52,0.51,0.45,0.5,0.47,0.45,0.52,0.49,0.47,0.41,0.46,0.44,0.4,0.37,0.42,0.45,0.39,0.42,0.39,0.46,0.43,0.39,0.36,0.42,0.35,0.36,0.39,0.4,0.36,0.34,0.36,0.34,0.34,0.33,0.34,0.29,0.28,0.25,0.31,0.26,0.3,0.31,0.3,0.27,0.27,0.25,0.29,0.26,0.29,0.19,0.28,0.24,0.2,0.28,0.4,0.23,0.21,0.26,0.25,0.24,0.23,0.26,0.21,0.25,0.2,0.24,0.24,0.23,0.23,0.25,0.23,0.23,0.21,0.27,0.21,0.23,0.23,0.2,0.2,0.22,0.21,0.22,0.18,0.19,0.21,0.19,0.21,0.2,0.2,0.28,0.16,0.21,0.18,0.2,0.16,0.15,0.21,0.19,0.17,0.15,0.16,0.16,0.17,0.18,0.2,0.17,0.16,0.07,0.17,0.12,0.16,0.18,0.15,0.16,0.13,0.15,0.15,0.15,0.16,0.16,0.15,0.14,0.12,0.14,0.14,0.11,0.13,0.14,0.13,0.12,0.15,0.12,0.13,0.13,0.12,0.11,0.12,0.11,0.13,0.1,0.15,0.11,0.12,0.11,0.08,0.08,0.08,0.05,0.11,0.04,0.02,0.01,0.0,0.0,100.00999999999998
09/06/2021,7.58,7.13,4.72,2.82,2.71,2.57,1.68,1.79,1.68,1.52,1.45,1.19,1.25,1.06,1.11,1.1,0.94,1.04,0.97,1.0,0.89,0.73,0.8,0.72,0.68,0.79,0.77,0.82,0.69,0.62,0.7,0.68,0.62,0.7,0.59,0.67,0.69,0.64,0.61,0.68,0.62,0.58,0.66,0.55,0.64,0.56,0.57,0.51,0.5,0.45,0.52,0.46,0.45,0.53,0.49,0.46,0.41,0.46,0.43,0.4,0.37,0.43,0.45,0.39,0.43,0.39,0.46,0.43,0.38,0.36,0.41,0.35,0.36,0.4,0.41,0.36,0.33,0.36,0.34,0.34,0.33,0.34,0.29,0.28,0.25,0.32,0.26,0.3,0.31,0.3,0.27,0.27,0.25,0.3,0.27,0.29,0.2,0.28,0.24,0.21,0.27,0.42,0.23,0.21,0.26,0.26,0.24,0.23,0.26,0.21,0.25,0.2,0.24,0.25,0.23,0.22,0.25,0.23,0.23,0.21,0.27,0.21,0.23,0.24,0.21,0.2,0.22,0.2,0.22,0.18,0.19,0.21,0.2,0.21,0.2,0.2,0.27,0.17,0.21,0.18,0.2,0.16,0.15,0.21,0.18,0.17,0.15,0.16,0.16,0.17,0.18,0.2,0.17,0.16,0.09,0.17,0.13,0.16,0.18,0.15,0.16,0.13,0.15,0.15,0.16,0.16,0.16,0.15,0.14,0.13,0.15,0.14,0.12,0.13,0.14,0.13,0.12,0.15,0.13,0.13,0.13,0.12,0.11,0.12,0.11,0.13,0.1,0.16,0.12,0.11,0.11,0.08,0.08,0.08,0.05,0.12,0.04,0.02,0.01,0.0,0.0,100.00999999999998
09/07/2021,7.61,7.13,4.74,2.83,2.72,2.58,1.66,1.79,1.72,1.51,1.45,1.2,1.25,1.07,1.12,1.1,0.94,1.03,0.97,1.0,0.89,0.73,0.8,0.72,0.68,0.79,0.78,0.82,0.69,0.62,0.7,0.68,0.62,0.7,0.59,0.67,0.69,0.64,0.61,0.69,0.63,0.57,0.66,0.55,0.64,0.56,0.57,0.51,0.5,0.45,0.52,0.46,0.45,0.53,0.49,0.46,0.41,0.46,0.43,0.4,0.37,0.42,0.45,0.39,0.43,0.39,0.45,0.43,0.38,0.36,0.42,0.35,0.36,0.4,0.42,0.35,0.33,0.36,0.34,0.34,0.33,0.33,0.29,0.28,0.24,0.32,0.26,0.3,0.31,0.3,0.27,0.27,0.25,0.3,0.27,0.28,0.2,0.28,0.24,0.2,0.27,0.44,0.23,0.21,0.26,0.26,0.24,0.23,0.26,0.2,0.25,0.2,0.24,0.25,0.23,0.22,0.25,0.23,0.22,0.21,0.28,0.21,0.23,0.24,0.2,0.2,0.22,0.2,0.22,0.19,0.19,0.21,0.2,0.21,0.2,0.2,0.27,0.17,0.21,0.18,0.2,0.16,0.15,0.21,0.18,0.17,0.15,0.16,0.16,0.17,0.18,0.2,0.17,0.16,0.09,0.17,0.12,0.16,0.18,0.15,0.16,0.13,0.15,0.15,0.16,0.16,0.16,0.15,0.14,0.12,0.15,0.14,0.12,0.13,0.14,0.13,0.12,0.15,0.13,0.13,0.13,0.11,0.11,0.12,0.11,0.13,0.1,0.16,0.12,0.11,0.12,0.08,0.08,0.08,0.04,0.12,0.04,0.02,0.01,0.0,0.0,100.06999999999998
09/08/2021,7.61,7.13,4.74,2.83,2.72,2.58,1.66,1.79,1.72,1.51,1.45,1.2,1.25,1.07,1.12,1.1,0.94,1.03,0.97,1.0,0.89,0.73,0.8,0.72,0.68,0.79,0.78,0.82,0.69,0.62,0.7,0.68,0.62,0.7,0.59,0.67,0.69,0.64,0.61,0.69,0.63,0.57,0.66,0.55,0.64,0.56,0.57,0.51,0.5,0.45,0.52,0.46,0.45,0.53,0.49,0.46,0.41,0.46,0.43,0.4,0.37,0.42,0.45,0.39,0.43,0.39,0.45,0.43,0.38,0.36,0.42,0.35,0.36,0.4,0.42,0.35,0.33,0.36,0.34,0.34,0.33,0.33,0.29,0.28,0.24,0.32,0.26,0.3,0.31,0.3,0.27,0.27,0.25,0.3,0.27,0.28,0.2,0.28,0.24,0.2,0.27,0.44,0.23,0.21,0.26,0.26,0.24,0.23,0.26,0.2,0.25,0.2,0.24,0.25,0.23,0.22,0.25,0.23,0.22,0.21,0.28,0.21,0.23,0.24,0.2,0.2,0.22,0.2,0.22,0.19,0.19,0.21,0.2,0.21,0.2,0.2,0.27,0.17,0.21,0.18,0.2,0.16,0.15,0.21,0.18,0.17,0.15,0.16,0.16,0.17,0.18,0.2,0.17,0.16,0.09,0.17,0.12,0.16,0.18,0.15,0.16,0.13,0.15,0.15,0.16,0.16,0.16,0.15,0.14,0.12,0.15,0.14,0.12,0.13,0.14,0.13,0.12,0.15,0.13,0.13,0.13,0.11,0.11,0.12,0.11,0.13,0.1,0.16,0.12,0.11,0.12,0.08,0.08,0.08,0.04,0.12,0.04,0.02,0.01,0.0,0.0,100.06999999999998
09/09/2021,7.62,7.14,4.75,2.83,2.72,2.58,1.66,1.79,1.72,1.51,1.45,1.2,1.25,1.07,1.12,1.1,0.94,1.03,0.97,1.0,0.89,0.73,0.8,0.72,0.68,0.79,0.78,0.82,0.69,0.62,0.71,0.68,0.62,0.7,0.59,0.67,0.69,0.64,0.61,0.69,0.63,0.57,0.66,0.55,0.64,0.56,0.57,0.51,0.5,0.45,0.52,0.46,0.45,0.53,0.49,0.46,0.41,0.46,0.43,0.4,0.37,0.42,0.45,0.39,0.43,0.39,0.45,0.43,0.38,0.36,0.42,0.35,0.36,0.4,0.42,0.36,0.33,0.36,0.34,0.34,0.33,0.33,0.29,0.28,0.24,0.32,0.26,0.3,0.31,0.3,0.27,0.27,0.25,0.3,0.27,0.28,0.2,0.28,0.24,0.2,0.27,0.44,0.23,0.21,0.26,0.26,0.24,0.23,0.26,0.2,0.25,0.2,0.24,0.25,0.23,0.22,0.25,0.23,0.22,0.21,0.28,0.21,0.23,0.24,0.2,0.2,0.22,0.2,0.22,0.19,0.19,0.21,0.2,0.21,0.2,0.2,0.27,0.17,0.21,0.18,0.2,0.16,0.15,0.21,0.18,0.17,0.15,0.16,0.16,0.17,0.18,0.2,0.17,0.16,0.09,0.17,0.12,0.16,0.18,0.15,0.16,0.13,0.15,0.15,0.16,0.16,0.16,0.15,0.14,0.12,0.15,0.14,0.12,0.13,0.14,0.13,0.12,0.15,0.13,0.13,0.13,0.11,0.11,0.12,0.11,0.13,0.1,0.16,0.12,0.11,0.12,0.08,0.08,0.08,0.04,0.12,0.04,0.02,0.01,0.0,0.0,100.11999999999998
09/10/2021,7.74,7.12,4.79,2.88,2.73,2.6,1.65,1.84,1.71,1.51,1.43,1.21,1.25,1.09,1.11,1.1,0.95,1.05,0.98,1.0,0.87,0.73,0.83,0.72,0.68,0.78,0.77,0.82,0.68,0.62,0.7,0.67,0.61,0.71,0.59,0.67,0.68,0.64,0.61,0.68,0.63,0.58,0.66,0.55,0.64,0.55,0.57,0.51,0.49,0.45,0.52,0.46,0.44,0.52,0.49,0.46,0.4,0.46,0.43,0.4,0.36,0.42,0.45,0.39,0.42,0.39,0.45,0.43,0.38,0.36,0.42,0.34,0.35,0.4,0.41,0.36,0.33,0.36,0.34,0.33,0.33,0.33,0.29,0.27,0.24,0.32,0.26,0.3,0.31,0.31,0.27,0.26,0.25,0.3,0.26,0.28,0.2,0.27,0.24,0.21,0.26,0.46,0.23,0.21,0.26,0.25,0.24,0.23,0.26,0.2,0.25,0.19,0.24,0.25,0.22,0.22,0.24,0.22,0.22,0.21,0.27,0.21,0.24,0.23,0.2,0.19,0.22,0.2,0.22,0.18,0.19,0.2,0.19,0.2,0.19,0.2,0.28,0.17,0.21,0.17,0.19,0.16,0.15,0.21,0.18,0.17,0.15,0.15,0.16,0.17,0.18,0.2,0.17,0.16,0.11,0.16,0.12,0.16,0.18,0.15,0.16,0.13,0.15,0.15,0.15,0.16,0.16,0.15,0.14,0.12,0.15,0.14,0.12,0.13,0.13,0.12,0.12,0.15,0.13,0.13,0.12,0.12,0.11,0.12,0.11,0.13,0.1,0.16,0.11,0.11,0.12,0.08,0.08,0.08,0.05,0.09,0.04,0.02,0.01,0.0,0.0,100.04999999999998
