,AMGN,GILD,MRNA,ILMN,REGN,BIIB,VRTX,IQV,ALXN,BNTX,MTD,SGEN,WAT,ALNY,GMAB,CRL,INCY,TECH,BGNE,NVCR,NVAX,BMRN,TXG,ARGX,GH,ZLAB,RGEN,NTRA,CRSP,NBIX,NTLA,UTHR,MRTX,BRKR,FATE,BBIO,XLRN,NVTA,XTSLA,DNLI,HALO,PACB,ARWR,RARE,BHVN,EXEL,SRPT,TWST,ADPT,IONS,MEDP,BEAM,BPMC,ASND,CDNA,APLS,ARNA,ALKS,IMAB,ACAD,KOD,RETA,LEGN,IOVA,AGIO,TPTX,GLPG,GRFS,EDIT,NKTR,SWTX,INSM,ITCI,EBS,PTCT,ARVN,ALLK,BCRX,NSTG,SAGE,RCKT,VCYT,VIR,KRTX,DRNA,AMRS,MYGN,PRTA,FOLD,ALEC,BLI,RVNC,FGEN,BLUE,LGND,GBT,XNCR,IRWD,AXSM,RLAY,MOR,TBIO,QTRX,FLGT,PTGX,RVMD,ALLO,INO,ZNTL,MGNX,LMNX,OPK,ZYME,CSTL,SUPN,SGMO,CYTK,RGNX,DCPH,CDXS,MCRB,IGMS,ATRA,RCUS,CNST,MNKD,KURA,IMGN,ALXO,GBIO,YMAB,VNDA,KRYS,AMTI,MDGL,QURE,CERS,IBRX,OMER,TVTX,CHRS,ADCT,VIVO,REPL,RUBY,FMTX,AFMD,RPTX,CCXI,RIGL,CRTX,SRRK,ENTA,RDUS,MRSN,RYTM,ARQT,PSNL,ISEE,CRNX,ARDX,STOK,KDMN,CGEN,STRO,PLRX,MRNS,KPTI,ANAB,EPZM,RNA,VSTM,ITOS,TBPH,MESO,ARCT,MYOV,NRIX,XENE,GTHX,SNDX,DTIL,CLLS,TCRR,ZIOP,AKRO,NKTX,EGRX,ICPT,ORIC,AKBA,MGTX,NGM,RLMD,KROS,ESPR,IDYA,SPPI,CARA,CLVS,RAPT,PGEN,ANNX,USD,GERN,ANSGR.IS,KALV,CTMX,ADAP,IMVT,PRVB,KDNY,GOSS,KNSA,APLT,SPRO,PASG,FLDM,CVM,ALT,FULC,PSTX,SELB,KZR,ABUS,FIXX,n/a,URGN,SUM
08/11/2021,7.09,6.23,10.22,5.22,4.46,3.69,3.74,3.41,0.0,4.97,2.52,2.09,1.75,1.64,1.58,1.46,1.2,1.34,1.24,0.96,1.01,1.02,0.94,0.84,0.74,0.71,0.92,0.68,0.62,0.6,0.73,0.68,0.53,0.61,0.61,0.41,0.48,0.42,0.05,0.31,0.41,0.44,0.45,0.4,0.51,0.38,0.44,0.34,0.35,0.38,0.37,0.36,0.4,0.34,0.3,0.29,0.24,0.33,0.28,0.22,0.26,0.26,0.29,0.24,0.2,0.21,0.21,0.21,0.27,0.2,0.22,0.2,0.17,0.21,0.2,0.26,0.19,0.22,0.2,0.15,0.15,0.23,0.19,0.17,0.13,0.16,0.19,0.18,0.2,0.11,0.14,0.14,0.08,0.12,0.13,0.15,0.13,0.15,0.11,0.12,0.09,0.18,0.11,0.14,0.13,0.11,0.12,0.13,0.14,0.1,0.0,0.11,0.11,0.11,0.1,0.08,0.17,0.08,0.09,0.11,0.0,0.08,0.07,0.08,0.0,0.07,0.08,0.08,0.09,0.08,0.07,0.06,0.07,0.05,0.07,0.08,0.07,0.05,0.06,0.06,0.07,0.07,0.06,0.07,0.06,0.07,0.05,0.06,0.06,0.05,0.07,0.07,0.06,0.05,0.06,0.04,0.05,0.05,0.06,0.04,0.0,0.04,0.06,0.04,0.05,0.04,0.0,0.03,0.04,0.04,0.05,0.04,0.05,0.05,0.05,0.08,0.06,0.06,0.04,0.04,0.04,0.03,0.0,0.0,0.0,0.03,0.05,0.04,0.0,0.03,0.03,0.04,0.05,0.03,0.04,0.03,0.05,0.03,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.74
08/13/2021,6.99,6.23,11.21,5.29,4.46,3.64,3.64,3.37,0.0,5.29,2.49,2.02,1.74,1.73,1.56,1.45,1.15,1.28,1.21,0.91,1.21,1.0,0.9,0.84,0.68,0.71,0.91,0.61,0.61,0.58,0.67,0.64,0.51,0.6,0.57,0.39,0.48,0.38,0.09,0.32,0.41,0.42,0.43,0.42,0.45,0.38,0.43,0.31,0.34,0.37,0.36,0.34,0.39,0.34,0.28,0.27,0.22,0.33,0.31,0.21,0.26,0.21,0.29,0.23,0.19,0.21,0.2,0.2,0.3,0.19,0.19,0.19,0.15,0.21,0.2,0.24,0.2,0.19,0.18,0.16,0.14,0.21,0.2,0.17,0.11,0.17,0.18,0.18,0.2,0.11,0.14,0.13,0.08,0.1,0.13,0.14,0.13,0.15,0.05,0.12,0.09,0.18,0.11,0.13,0.13,0.11,0.11,0.13,0.13,0.1,0.0,0.11,0.1,0.11,0.09,0.09,0.17,0.08,0.08,0.11,0.0,0.09,0.07,0.09,0.0,0.07,0.08,0.08,0.09,0.07,0.07,0.06,0.07,0.05,0.07,0.07,0.07,0.05,0.06,0.06,0.07,0.07,0.06,0.07,0.07,0.06,0.05,0.06,0.05,0.05,0.12,0.07,0.06,0.05,0.05,0.04,0.05,0.05,0.06,0.04,0.0,0.04,0.06,0.04,0.05,0.04,0.0,0.03,0.04,0.0,0.05,0.04,0.05,0.06,0.05,0.08,0.05,0.06,0.05,0.04,0.05,0.0,0.0,0.0,0.03,0.03,0.05,0.04,0.0,0.04,0.0,0.04,0.04,0.03,0.03,0.03,0.05,0.03,0.04,0.04,0.04,0.04,0.04,0.0,0.03,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.03,0.04,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.83000000000004
08/16/2021,7.21,6.48,9.76,5.42,4.55,3.77,3.74,3.44,0.0,4.7,2.54,2.09,1.81,1.75,1.59,1.46,1.18,1.32,1.11,0.94,1.27,1.02,0.91,0.86,0.7,0.73,0.94,0.61,0.62,0.6,0.71,0.66,0.51,0.62,0.6,0.4,0.49,0.39,0.09,0.33,0.42,0.42,0.42,0.43,0.47,0.4,0.45,0.33,0.33,0.38,0.36,0.36,0.41,0.34,0.28,0.27,0.23,0.34,0.29,0.22,0.28,0.22,0.28,0.24,0.2,0.22,0.21,0.21,0.32,0.19,0.19,0.2,0.16,0.22,0.2,0.25,0.2,0.2,0.19,0.16,0.14,0.21,0.2,0.17,0.11,0.16,0.18,0.19,0.2,0.11,0.13,0.13,0.08,0.09,0.13,0.13,0.14,0.16,0.05,0.13,0.1,0.18,0.11,0.13,0.13,0.11,0.11,0.13,0.13,0.11,0.0,0.11,0.1,0.1,0.09,0.09,0.18,0.09,0.09,0.12,0.04,0.08,0.08,0.09,0.0,0.07,0.08,0.09,0.09,0.08,0.07,0.06,0.07,0.05,0.07,0.08,0.07,0.06,0.07,0.06,0.07,0.08,0.06,0.07,0.07,0.07,0.05,0.06,0.06,0.05,0.12,0.08,0.06,0.05,0.06,0.04,0.05,0.05,0.06,0.04,0.0,0.04,0.06,0.04,0.05,0.04,0.0,0.03,0.04,0.04,0.05,0.04,0.05,0.06,0.05,0.07,0.06,0.07,0.05,0.04,0.05,0.04,0.0,0.0,0.03,0.0,0.05,0.04,0.0,0.04,0.0,0.04,0.04,0.0,0.04,0.0,0.05,0.03,0.04,0.04,0.05,0.04,0.04,0.0,0.03,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.04,0.03,0.0,0.0,0.03,0.04,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.9
08/17/2021,7.19,6.54,9.78,5.52,4.63,3.77,3.68,3.45,0.0,4.89,2.58,2.06,1.82,1.68,1.64,1.49,1.18,1.32,1.08,0.91,1.39,1.0,0.89,0.85,0.67,0.73,0.96,0.6,0.58,0.61,0.68,0.65,0.5,0.62,0.56,0.38,0.48,0.38,0.09,0.32,0.43,0.41,0.43,0.43,0.49,0.41,0.45,0.31,0.32,0.39,0.38,0.34,0.4,0.33,0.26,0.26,0.21,0.33,0.28,0.21,0.28,0.23,0.28,0.22,0.2,0.22,0.21,0.2,0.31,0.19,0.2,0.19,0.15,0.22,0.2,0.25,0.2,0.21,0.18,0.16,0.13,0.2,0.22,0.16,0.1,0.15,0.18,0.19,0.2,0.12,0.14,0.13,0.08,0.09,0.12,0.12,0.14,0.16,0.05,0.13,0.1,0.18,0.11,0.13,0.13,0.11,0.11,0.14,0.14,0.1,0.0,0.11,0.1,0.1,0.09,0.09,0.18,0.08,0.08,0.11,0.03,0.08,0.07,0.09,0.0,0.07,0.08,0.08,0.09,0.07,0.07,0.06,0.07,0.05,0.07,0.08,0.07,0.05,0.07,0.07,0.07,0.08,0.06,0.06,0.07,0.06,0.05,0.06,0.05,0.05,0.11,0.08,0.06,0.05,0.06,0.04,0.05,0.05,0.06,0.05,0.0,0.04,0.06,0.04,0.05,0.04,0.0,0.0,0.04,0.0,0.05,0.0,0.05,0.06,0.05,0.08,0.06,0.07,0.05,0.04,0.05,0.03,0.0,0.0,0.03,0.0,0.05,0.04,0.0,0.04,0.03,0.04,0.04,0.03,0.03,0.03,0.05,0.03,0.04,0.04,0.04,0.04,0.04,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.0,0.0,0.03,0.04,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.85
08/18/2021,7.19,6.54,9.78,5.52,4.63,3.77,3.68,3.45,0.0,4.89,2.58,2.06,1.82,1.68,1.64,1.49,1.18,1.32,1.08,0.91,1.39,1.0,0.89,0.85,0.67,0.73,0.96,0.6,0.58,0.61,0.68,0.65,0.5,0.62,0.56,0.38,0.48,0.38,0.09,0.32,0.43,0.41,0.43,0.43,0.49,0.41,0.45,0.31,0.32,0.39,0.38,0.34,0.4,0.33,0.26,0.26,0.21,0.33,0.28,0.21,0.28,0.23,0.28,0.22,0.2,0.22,0.21,0.2,0.31,0.19,0.2,0.19,0.15,0.22,0.2,0.25,0.2,0.21,0.18,0.16,0.13,0.2,0.22,0.16,0.1,0.15,0.18,0.19,0.2,0.12,0.14,0.13,0.08,0.09,0.12,0.12,0.14,0.16,0.05,0.13,0.1,0.18,0.11,0.13,0.13,0.11,0.11,0.14,0.14,0.1,0.0,0.11,0.1,0.1,0.09,0.09,0.18,0.08,0.08,0.11,0.03,0.08,0.07,0.09,0.0,0.07,0.08,0.08,0.09,0.07,0.07,0.06,0.07,0.05,0.07,0.08,0.07,0.05,0.07,0.07,0.07,0.08,0.06,0.06,0.07,0.06,0.05,0.06,0.05,0.05,0.11,0.08,0.06,0.05,0.06,0.04,0.05,0.05,0.06,0.05,0.0,0.04,0.06,0.04,0.05,0.04,0.03,0.0,0.04,0.03,0.05,0.03,0.05,0.06,0.05,0.08,0.06,0.07,0.05,0.04,0.05,0.03,0.03,0.03,0.0,0.03,0.05,0.04,0.03,0.04,0.03,0.04,0.04,0.0,0.03,0.03,0.05,0.0,0.04,0.04,0.04,0.04,0.04,0.0,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.04,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.85
08/19/2021,7.32,6.67,9.49,5.67,4.71,3.83,3.66,3.59,0.0,4.5,2.65,2.08,1.86,1.7,1.65,1.53,1.2,1.36,1.11,0.89,1.25,1.01,0.9,0.85,0.66,0.72,0.97,0.61,0.57,0.62,0.68,0.65,0.5,0.63,0.57,0.38,0.48,0.37,0.09,0.32,0.43,0.4,0.44,0.41,0.49,0.42,0.43,0.3,0.32,0.38,0.4,0.34,0.4,0.33,0.27,0.26,0.21,0.33,0.28,0.2,0.27,0.23,0.28,0.22,0.2,0.22,0.21,0.2,0.3,0.18,0.2,0.19,0.16,0.21,0.19,0.24,0.2,0.2,0.18,0.16,0.13,0.19,0.22,0.16,0.1,0.16,0.19,0.18,0.2,0.11,0.13,0.13,0.07,0.09,0.13,0.12,0.14,0.16,0.05,0.12,0.09,0.18,0.1,0.13,0.13,0.11,0.11,0.13,0.14,0.1,0.0,0.11,0.1,0.1,0.09,0.08,0.18,0.08,0.08,0.11,0.0,0.08,0.07,0.09,0.0,0.07,0.07,0.08,0.09,0.07,0.07,0.06,0.06,0.05,0.07,0.07,0.07,0.05,0.07,0.08,0.07,0.07,0.06,0.06,0.07,0.06,0.05,0.06,0.05,0.05,0.1,0.08,0.06,0.05,0.06,0.04,0.05,0.05,0.06,0.05,0.0,0.03,0.06,0.04,0.05,0.04,0.0,0.0,0.04,0.0,0.04,0.0,0.05,0.06,0.05,0.07,0.06,0.06,0.05,0.03,0.05,0.0,0.0,0.0,0.0,0.03,0.05,0.04,0.03,0.04,0.03,0.04,0.04,0.03,0.03,0.03,0.05,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.04,0.03,0.0,0.0,0.0,0.04,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.76
08/20/2021,7.19,6.67,10.01,5.54,4.77,3.83,3.74,3.55,0.0,4.72,2.58,2.09,1.82,1.7,1.63,1.5,1.2,1.33,1.1,0.87,1.26,1.01,0.9,0.84,0.66,0.68,0.95,0.59,0.55,0.62,0.67,0.65,0.49,0.62,0.54,0.38,0.48,0.37,0.09,0.32,0.42,0.38,0.43,0.41,0.5,0.42,0.43,0.3,0.31,0.38,0.38,0.34,0.4,0.33,0.26,0.26,0.21,0.34,0.26,0.2,0.28,0.24,0.27,0.22,0.2,0.22,0.21,0.2,0.3,0.18,0.2,0.19,0.16,0.22,0.19,0.24,0.21,0.18,0.17,0.16,0.14,0.18,0.21,0.16,0.1,0.15,0.18,0.2,0.2,0.11,0.12,0.13,0.07,0.09,0.12,0.12,0.14,0.16,0.05,0.13,0.09,0.18,0.1,0.13,0.13,0.11,0.11,0.13,0.14,0.1,0.0,0.11,0.1,0.09,0.09,0.08,0.18,0.08,0.08,0.1,0.0,0.08,0.07,0.09,0.0,0.07,0.07,0.08,0.09,0.07,0.07,0.06,0.07,0.05,0.07,0.07,0.07,0.05,0.06,0.09,0.08,0.08,0.06,0.06,0.07,0.06,0.05,0.06,0.05,0.05,0.09,0.08,0.06,0.05,0.05,0.04,0.05,0.04,0.06,0.05,0.0,0.04,0.06,0.04,0.05,0.03,0.0,0.0,0.05,0.0,0.04,0.0,0.05,0.05,0.05,0.08,0.06,0.07,0.05,0.03,0.05,0.0,0.03,0.04,0.0,0.03,0.05,0.04,0.03,0.04,0.03,0.03,0.04,0.03,0.0,0.03,0.05,0.03,0.04,0.0,0.04,0.04,0.03,0.04,0.03,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.04,0.03,0.0,0.0,0.0,0.04,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.85
08/23/2021,7.23,6.78,9.7,5.17,5.0,3.84,3.81,3.68,0.0,4.43,2.67,2.14,1.88,1.73,1.68,1.57,1.23,1.38,1.11,0.86,1.21,1.02,0.88,0.86,0.67,0.65,1.0,0.63,0.55,0.63,0.65,0.67,0.49,0.64,0.57,0.37,0.48,0.36,0.09,0.31,0.41,0.37,0.43,0.37,0.51,0.41,0.42,0.31,0.31,0.38,0.38,0.34,0.4,0.34,0.27,0.28,0.21,0.36,0.23,0.2,0.29,0.23,0.25,0.22,0.19,0.21,0.2,0.21,0.3,0.18,0.2,0.19,0.16,0.22,0.19,0.23,0.2,0.19,0.17,0.16,0.13,0.19,0.24,0.16,0.1,0.14,0.19,0.2,0.2,0.1,0.12,0.13,0.07,0.09,0.12,0.12,0.13,0.16,0.04,0.12,0.1,0.18,0.11,0.12,0.14,0.11,0.11,0.12,0.14,0.1,0.0,0.1,0.1,0.1,0.09,0.08,0.17,0.08,0.08,0.1,0.0,0.08,0.07,0.09,0.0,0.07,0.07,0.08,0.08,0.07,0.07,0.06,0.06,0.05,0.06,0.07,0.07,0.05,0.06,0.09,0.08,0.07,0.06,0.06,0.06,0.06,0.05,0.06,0.06,0.04,0.1,0.08,0.07,0.05,0.05,0.04,0.05,0.04,0.06,0.05,0.0,0.03,0.06,0.04,0.05,0.03,0.03,0.0,0.04,0.0,0.05,0.0,0.06,0.06,0.05,0.07,0.06,0.07,0.05,0.03,0.05,0.0,0.03,0.04,0.0,0.03,0.04,0.04,0.03,0.04,0.03,0.03,0.04,0.03,0.0,0.03,0.05,0.03,0.04,0.0,0.04,0.04,0.0,0.03,0.03,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.04,0.03,0.0,0.0,0.0,0.04,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.82
08/24/2021,7.09,6.75,9.73,5.26,4.98,3.82,3.76,3.59,0.0,4.58,2.61,2.13,1.83,1.71,1.71,1.56,1.21,1.37,0.99,0.87,1.26,1.01,0.88,0.87,0.69,0.66,0.99,0.65,0.55,0.64,0.67,0.67,0.49,0.64,0.44,0.38,0.48,0.38,0.09,0.3,0.41,0.39,0.43,0.38,0.52,0.42,0.43,0.32,0.31,0.39,0.38,0.35,0.4,0.34,0.28,0.28,0.21,0.36,0.24,0.2,0.29,0.22,0.25,0.22,0.2,0.22,0.2,0.21,0.3,0.18,0.21,0.19,0.16,0.23,0.19,0.24,0.2,0.19,0.18,0.16,0.13,0.19,0.24,0.17,0.1,0.16,0.19,0.2,0.2,0.1,0.12,0.13,0.08,0.09,0.12,0.12,0.14,0.16,0.05,0.12,0.1,0.18,0.11,0.13,0.14,0.11,0.12,0.12,0.15,0.1,0.0,0.11,0.1,0.11,0.09,0.08,0.17,0.08,0.08,0.11,0.0,0.08,0.08,0.09,0.0,0.07,0.07,0.08,0.09,0.08,0.07,0.06,0.06,0.05,0.07,0.07,0.07,0.05,0.07,0.09,0.08,0.07,0.06,0.06,0.06,0.06,0.05,0.06,0.06,0.05,0.09,0.08,0.07,0.05,0.06,0.04,0.05,0.04,0.06,0.05,0.0,0.04,0.06,0.04,0.05,0.03,0.03,0.0,0.05,0.0,0.05,0.03,0.06,0.06,0.05,0.08,0.06,0.07,0.05,0.03,0.05,0.0,0.0,0.04,0.0,0.0,0.04,0.04,0.03,0.04,0.03,0.0,0.04,0.03,0.03,0.03,0.05,0.03,0.04,0.0,0.04,0.04,0.0,0.04,0.03,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.04,0.03,0.0,0.03,0.03,0.04,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.87
08/25/2021,7.09,6.75,9.73,5.26,4.98,3.82,3.76,3.59,0.0,4.58,2.61,2.13,1.83,1.71,1.71,1.56,1.21,1.37,0.99,0.87,1.26,1.01,0.88,0.87,0.69,0.66,0.99,0.65,0.55,0.64,0.67,0.67,0.49,0.64,0.44,0.38,0.48,0.38,0.09,0.3,0.41,0.39,0.43,0.38,0.52,0.42,0.43,0.32,0.31,0.39,0.38,0.35,0.4,0.34,0.28,0.28,0.21,0.36,0.24,0.2,0.29,0.22,0.25,0.22,0.2,0.22,0.2,0.21,0.3,0.18,0.21,0.19,0.16,0.23,0.19,0.24,0.2,0.19,0.18,0.16,0.13,0.19,0.24,0.17,0.1,0.16,0.19,0.2,0.2,0.1,0.12,0.13,0.08,0.09,0.12,0.12,0.14,0.16,0.05,0.12,0.1,0.18,0.11,0.13,0.14,0.11,0.12,0.12,0.15,0.1,0.0,0.11,0.1,0.11,0.09,0.08,0.17,0.08,0.08,0.11,0.0,0.08,0.08,0.09,0.0,0.07,0.07,0.08,0.09,0.08,0.07,0.06,0.06,0.05,0.07,0.07,0.07,0.05,0.07,0.09,0.08,0.07,0.06,0.06,0.06,0.06,0.05,0.06,0.06,0.05,0.09,0.08,0.07,0.05,0.06,0.04,0.05,0.04,0.06,0.05,0.0,0.04,0.06,0.04,0.05,0.03,0.03,0.0,0.05,0.0,0.05,0.03,0.06,0.06,0.05,0.08,0.06,0.07,0.05,0.03,0.05,0.0,0.0,0.04,0.0,0.0,0.04,0.04,0.03,0.04,0.03,0.0,0.04,0.03,0.03,0.03,0.05,0.03,0.04,0.0,0.04,0.04,0.0,0.04,0.03,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.04,0.03,0.0,0.03,0.03,0.04,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.87
08/26/2021,6.96,6.57,10.17,5.03,4.87,3.76,3.7,3.49,0.0,4.88,2.54,2.15,1.78,1.67,1.68,1.52,1.19,1.33,1.06,0.87,1.33,0.99,0.9,0.89,0.71,0.69,0.98,0.64,0.57,0.63,0.69,0.66,0.51,0.62,0.46,0.37,0.48,0.39,0.09,0.31,0.41,0.4,0.44,0.39,0.52,0.42,0.4,0.33,0.32,0.38,0.37,0.35,0.4,0.33,0.28,0.28,0.22,0.34,0.26,0.2,0.29,0.23,0.26,0.23,0.19,0.23,0.2,0.21,0.32,0.18,0.21,0.2,0.16,0.22,0.19,0.24,0.2,0.19,0.18,0.16,0.13,0.19,0.24,0.17,0.1,0.16,0.19,0.2,0.2,0.11,0.11,0.13,0.07,0.09,0.13,0.13,0.14,0.15,0.05,0.12,0.1,0.18,0.11,0.13,0.14,0.11,0.12,0.12,0.16,0.1,0.0,0.11,0.1,0.11,0.09,0.09,0.17,0.08,0.08,0.11,0.0,0.08,0.08,0.09,0.0,0.08,0.08,0.08,0.1,0.08,0.07,0.06,0.06,0.05,0.07,0.07,0.07,0.05,0.06,0.09,0.08,0.07,0.06,0.07,0.06,0.06,0.05,0.06,0.06,0.05,0.1,0.08,0.07,0.05,0.06,0.04,0.05,0.05,0.06,0.05,0.0,0.04,0.06,0.04,0.05,0.0,0.03,0.0,0.05,0.0,0.05,0.0,0.06,0.06,0.05,0.08,0.06,0.07,0.05,0.03,0.05,0.03,0.0,0.04,0.0,0.0,0.04,0.04,0.03,0.04,0.03,0.03,0.04,0.03,0.0,0.03,0.05,0.03,0.04,0.0,0.04,0.04,0.0,0.03,0.03,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.04,0.03,0.0,0.03,0.03,0.04,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.82
08/27/2021,6.93,6.56,9.78,5.05,4.9,3.8,3.74,3.53,0.0,4.71,2.53,2.18,1.79,1.7,1.64,1.53,1.19,1.37,1.11,0.88,1.24,1.01,0.93,0.93,0.74,0.7,1.0,0.67,0.58,0.63,0.71,0.65,0.52,0.64,0.46,0.38,0.48,0.39,0.09,0.32,0.41,0.41,0.44,0.4,0.52,0.42,0.43,0.35,0.33,0.39,0.38,0.35,0.4,0.33,0.29,0.28,0.22,0.35,0.27,0.2,0.28,0.22,0.26,0.23,0.19,0.24,0.2,0.2,0.32,0.18,0.2,0.2,0.17,0.22,0.2,0.23,0.2,0.2,0.19,0.16,0.13,0.2,0.25,0.17,0.1,0.16,0.19,0.2,0.21,0.11,0.12,0.13,0.07,0.09,0.13,0.13,0.13,0.15,0.05,0.12,0.1,0.18,0.11,0.13,0.14,0.11,0.12,0.12,0.16,0.1,0.0,0.11,0.1,0.11,0.09,0.08,0.17,0.08,0.08,0.11,0.0,0.08,0.08,0.09,0.0,0.08,0.08,0.08,0.1,0.07,0.07,0.06,0.06,0.05,0.06,0.07,0.08,0.05,0.07,0.09,0.08,0.07,0.06,0.06,0.06,0.06,0.05,0.06,0.06,0.05,0.1,0.08,0.07,0.05,0.05,0.04,0.05,0.05,0.06,0.05,0.0,0.04,0.06,0.04,0.05,0.03,0.03,0.0,0.05,0.03,0.05,0.0,0.06,0.04,0.05,0.08,0.06,0.07,0.05,0.03,0.05,0.03,0.0,0.04,0.0,0.0,0.04,0.04,0.03,0.04,0.03,0.03,0.04,0.03,0.0,0.03,0.05,0.03,0.04,0.0,0.04,0.04,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.0,0.03,0.03,0.04,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.79
08/30/2021,6.85,6.49,9.92,4.97,4.88,3.73,3.71,3.56,0.0,4.74,2.59,2.2,1.81,1.71,1.64,1.57,1.19,1.37,1.1,0.86,1.23,1.04,0.88,0.93,0.77,0.66,1.01,0.67,0.56,0.63,0.67,0.65,0.58,0.65,0.46,0.37,0.49,0.4,0.09,0.3,0.41,0.39,0.45,0.41,0.52,0.42,0.43,0.33,0.34,0.38,0.38,0.34,0.39,0.41,0.29,0.29,0.22,0.35,0.25,0.19,0.29,0.22,0.25,0.24,0.19,0.25,0.2,0.2,0.31,0.19,0.2,0.21,0.16,0.22,0.2,0.23,0.21,0.2,0.18,0.16,0.13,0.21,0.25,0.17,0.1,0.17,0.18,0.22,0.21,0.11,0.11,0.13,0.07,0.09,0.13,0.12,0.13,0.15,0.05,0.11,0.1,0.17,0.1,0.13,0.13,0.11,0.12,0.13,0.16,0.1,0.0,0.11,0.1,0.11,0.09,0.08,0.17,0.08,0.08,0.11,0.03,0.07,0.08,0.09,0.0,0.08,0.09,0.08,0.1,0.08,0.07,0.06,0.07,0.05,0.06,0.07,0.07,0.05,0.07,0.09,0.08,0.08,0.06,0.06,0.06,0.06,0.05,0.06,0.06,0.05,0.11,0.08,0.07,0.05,0.05,0.04,0.05,0.05,0.06,0.05,0.0,0.04,0.07,0.04,0.05,0.0,0.03,0.0,0.05,0.0,0.05,0.0,0.06,0.03,0.05,0.09,0.06,0.07,0.05,0.0,0.05,0.04,0.0,0.04,0.0,0.0,0.04,0.04,0.03,0.04,0.03,0.03,0.04,0.03,0.0,0.03,0.05,0.03,0.04,0.0,0.04,0.04,0.0,0.03,0.03,0.0,0.03,0.0,0.04,0.0,0.0,0.0,0.04,0.03,0.0,0.03,0.03,0.04,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,98.81
