,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,JNJ,NVDA,HD,BRK.B,UNH,JPM,TGT,ADBE,WMT,ACN,V,INTC,NKE,TSLA,PG,F,MA,COST,CMCSA,LOW,PYPL,IDXX,LLY,TXN,TMO,ORCL,PEP,CVS,EL,ABBV,CSCO,LRCX,BAC,INTU,KR,DIS,VZ,CDNS,CRM,VIAC,AVGO,BMY,T,AMD,MRK,MTD,AZO,PFE,AMGN,MCO,AMAT,CI,ORLY,WBA,PM,IBM,SNPS,ABT,EW,NOW,NFLX,DPZ,BBY,VTRS,LEN,MS,DHR,CHTR,QCOM,SPGI,FAST,CBRE,URI,C,ANTM,DG,KHC,CNC,BIIB,OMC,ZTS,GWW,UPS,TSN,ROKU,CL,ADSK,CLX,POOL,MMM,TSCO,KO,MTCH,WAB,TROW,HSY,GILD,FTNT,FDX,EBAY,SYF,PINS,LDOS,SWKS,PHM,NEE,WRK,YUM,VRSN,DOCU,FIS,HON,QRVO,CAT,BKNG,CHRW,CDW,CTAS,ITW,RMD,LUMN,ZM,TJX,W,SHW,ALGN,EA,DE,GPC,MMC,ATVI,MRNA,CARR,MCD,ALXN,KMB,SSNC,MU,ULTA,CMI,CTXS,ALLY,CERN,MO,XOM,JCI,MNST,MSI,BLK,ETSY,HPQ,HUM,TT,CVX,RNG,GE,LH,BK,MET,PGR,WAT,SJM,ETN,VRTX,EMR,NOC,SYY,LB,ROK,UNP,DELL,TER,BURL,A,SQ,WST,STX,CFG,IT,CRWD,AJG,ISRG,PH,J,GNRC,AON,BF.B,SYK,MASI,AAP,BX,SNAP,FISV,COF,IP,LMT,MDT,DLR,GRMN,SUI,USD,PANW,SBUX,1164.HK,CTSH,GE.,NUE,KLAC,HPE,WFC,DLTR,ADP,PSA,SCHW,ALL,n/a,DRI,SGEN,PAYX,BBWI WI,STLA.MI,PNC,REGN,ADI,HUBS,NTAP,ESZ1,PKI,SUM
08/11/2021,5.11,4.94,3.22,2.07,1.84,1.8,1.07,1.0,1.0,0.93,0.82,0.83,0.8,0.78,0.76,0.72,0.69,0.64,0.69,0.7,0.64,0.55,0.57,0.57,0.55,0.52,0.49,0.45,0.57,0.51,0.52,0.54,0.5,0.48,0.49,0.47,0.49,0.38,0.44,0.46,0.48,0.43,0.27,0.32,0.43,0.48,0.41,0.41,0.39,0.42,0.38,0.41,0.41,0.44,0.36,0.38,0.39,0.32,0.35,0.34,0.4,0.34,0.28,0.34,0.34,0.29,0.24,0.36,0.32,0.41,0.23,0.35,0.34,0.31,0.31,0.32,0.32,0.33,0.27,0.3,0.29,0.31,0.27,0.26,0.28,0.25,0.25,0.27,0.25,0.29,0.18,0.25,0.3,0.23,0.26,0.24,0.25,0.26,0.22,0.25,0.25,0.24,0.23,0.28,0.26,0.22,0.23,0.17,0.18,0.21,0.2,0.19,0.27,0.26,0.2,0.23,0.2,0.21,0.2,0.2,0.0,0.2,0.22,0.21,0.2,0.23,0.18,0.18,0.21,0.18,0.22,0.23,0.19,0.21,0.19,0.21,0.17,0.26,0.23,0.19,0.0,0.18,0.2,0.19,0.19,0.18,0.16,0.2,0.18,0.18,0.19,0.2,0.19,0.18,0.17,0.16,0.17,0.16,0.19,0.17,0.0,0.0,0.19,0.18,0.0,0.17,0.19,0.16,0.18,0.17,0.17,0.16,0.0,0.0,0.16,0.15,0.16,0.15,0.16,0.16,0.0,0.18,0.17,0.0,0.17,0.0,0.0,0.15,0.15,0.0,0.0,0.16,0.0,0.0,0.16,0.15,0.3,0.16,0.17,0.24,0.16,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.21,0.0,0.17,0.16,0.0,0.0,0.31,0.29,0.18,0.18,0.17,0.18,0.17,0.0,0.16,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.23
08/12/2021,5.11,4.92,3.22,2.06,1.85,1.81,1.07,1.0,0.99,0.94,0.81,0.83,0.81,0.77,0.77,0.71,0.69,0.64,0.68,0.71,0.64,0.55,0.56,0.57,0.55,0.52,0.49,0.45,0.58,0.51,0.52,0.54,0.5,0.49,0.48,0.46,0.49,0.37,0.44,0.46,0.48,0.43,0.27,0.32,0.43,0.47,0.41,0.41,0.38,0.41,0.38,0.41,0.41,0.45,0.36,0.38,0.39,0.33,0.35,0.34,0.4,0.34,0.28,0.35,0.33,0.29,0.24,0.35,0.32,0.43,0.23,0.35,0.34,0.31,0.31,0.32,0.31,0.33,0.27,0.3,0.29,0.31,0.27,0.26,0.28,0.25,0.25,0.27,0.25,0.32,0.18,0.25,0.3,0.24,0.26,0.24,0.25,0.26,0.21,0.25,0.25,0.24,0.23,0.28,0.26,0.22,0.23,0.17,0.18,0.21,0.19,0.19,0.27,0.26,0.2,0.23,0.2,0.21,0.2,0.2,0.0,0.19,0.22,0.21,0.2,0.23,0.19,0.18,0.2,0.19,0.22,0.22,0.19,0.21,0.19,0.21,0.17,0.31,0.23,0.19,0.0,0.18,0.2,0.19,0.19,0.18,0.16,0.2,0.18,0.18,0.19,0.2,0.19,0.18,0.17,0.16,0.17,0.16,0.19,0.17,0.0,0.0,0.19,0.18,0.15,0.17,0.19,0.17,0.18,0.17,0.17,0.16,0.0,0.0,0.16,0.0,0.16,0.15,0.16,0.17,0.0,0.18,0.17,0.0,0.16,0.0,0.0,0.0,0.15,0.0,0.0,0.16,0.0,0.15,0.16,0.0,0.3,0.16,0.17,0.24,0.16,0.0,0.0,0.0,0.16,0.15,0.0,0.0,0.21,0.0,0.17,0.16,0.15,0.0,0.3,0.29,0.18,0.18,0.18,0.18,0.17,0.0,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.24
08/13/2021,5.09,4.88,3.2,2.05,1.85,1.81,1.07,0.98,1.0,0.94,0.82,0.84,0.81,0.76,0.78,0.72,0.68,0.64,0.68,0.71,0.64,0.55,0.56,0.58,0.55,0.52,0.48,0.44,0.59,0.5,0.52,0.54,0.5,0.49,0.48,0.47,0.49,0.36,0.45,0.45,0.49,0.43,0.27,0.32,0.42,0.47,0.4,0.41,0.39,0.4,0.38,0.4,0.41,0.47,0.36,0.38,0.37,0.33,0.35,0.35,0.4,0.34,0.28,0.35,0.33,0.28,0.24,0.35,0.32,0.43,0.23,0.35,0.35,0.31,0.31,0.32,0.31,0.33,0.27,0.31,0.29,0.31,0.27,0.25,0.27,0.26,0.25,0.27,0.25,0.33,0.17,0.25,0.3,0.24,0.26,0.24,0.25,0.26,0.21,0.26,0.25,0.24,0.24,0.28,0.25,0.23,0.24,0.16,0.18,0.21,0.2,0.19,0.28,0.26,0.2,0.22,0.19,0.21,0.2,0.21,0.0,0.19,0.22,0.21,0.2,0.23,0.19,0.18,0.21,0.19,0.22,0.22,0.19,0.22,0.19,0.21,0.17,0.29,0.23,0.19,0.0,0.18,0.2,0.18,0.19,0.18,0.16,0.21,0.18,0.18,0.19,0.2,0.19,0.18,0.17,0.17,0.17,0.16,0.19,0.17,0.0,0.0,0.19,0.18,0.15,0.17,0.19,0.17,0.18,0.16,0.18,0.16,0.15,0.0,0.17,0.16,0.16,0.0,0.17,0.17,0.0,0.17,0.17,0.0,0.17,0.0,0.0,0.0,0.15,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.29,0.16,0.17,0.25,0.16,0.0,0.0,0.0,0.16,0.15,0.0,0.0,0.21,0.0,0.17,0.17,0.16,0.0,0.31,0.29,0.19,0.18,0.18,0.19,0.17,0.0,0.16,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.25999999999999
08/16/2021,5.17,4.91,3.17,2.05,1.85,1.81,1.08,0.97,1.0,0.94,0.8,0.85,0.8,0.78,0.78,0.72,0.66,0.63,0.67,0.72,0.64,0.55,0.54,0.58,0.55,0.53,0.48,0.44,0.57,0.5,0.52,0.54,0.5,0.5,0.48,0.47,0.49,0.34,0.45,0.46,0.48,0.43,0.27,0.32,0.42,0.46,0.4,0.41,0.39,0.4,0.38,0.4,0.41,0.46,0.35,0.37,0.35,0.32,0.35,0.35,0.4,0.34,0.28,0.34,0.32,0.29,0.24,0.34,0.33,0.42,0.23,0.36,0.35,0.31,0.31,0.32,0.31,0.33,0.29,0.31,0.28,0.31,0.27,0.24,0.27,0.26,0.25,0.27,0.25,0.33,0.17,0.25,0.3,0.24,0.26,0.25,0.25,0.26,0.21,0.26,0.25,0.24,0.24,0.28,0.26,0.23,0.24,0.16,0.18,0.21,0.2,0.19,0.28,0.26,0.19,0.22,0.2,0.21,0.2,0.21,0.0,0.2,0.23,0.21,0.2,0.23,0.19,0.17,0.21,0.21,0.23,0.23,0.19,0.22,0.19,0.21,0.17,0.25,0.23,0.19,0.0,0.18,0.2,0.16,0.2,0.19,0.16,0.21,0.18,0.18,0.19,0.2,0.19,0.18,0.18,0.17,0.18,0.15,0.19,0.17,0.0,0.0,0.19,0.19,0.0,0.17,0.19,0.17,0.18,0.16,0.18,0.16,0.0,0.0,0.16,0.16,0.16,0.0,0.16,0.17,0.0,0.18,0.17,0.0,0.17,0.0,0.0,0.0,0.0,0.15,0.0,0.16,0.0,0.0,0.0,0.15,0.29,0.16,0.17,0.26,0.16,0.0,0.0,0.0,0.16,0.0,0.17,0.0,0.21,0.0,0.18,0.17,0.17,0.0,0.31,0.3,0.18,0.18,0.18,0.19,0.17,0.0,0.16,0.0,0.15,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,79.28
08/17/2021,5.18,4.96,3.16,2.06,1.85,1.81,1.08,0.99,1.0,0.93,0.81,0.84,0.8,0.78,0.78,0.72,0.66,0.63,0.68,0.71,0.64,0.54,0.55,0.58,0.55,0.52,0.48,0.44,0.57,0.5,0.52,0.54,0.5,0.5,0.48,0.47,0.49,0.34,0.45,0.46,0.48,0.44,0.27,0.32,0.43,0.45,0.4,0.41,0.39,0.41,0.39,0.41,0.4,0.47,0.36,0.38,0.35,0.32,0.35,0.35,0.41,0.34,0.28,0.35,0.33,0.29,0.24,0.34,0.32,0.42,0.24,0.36,0.35,0.31,0.31,0.32,0.31,0.32,0.28,0.31,0.28,0.31,0.27,0.24,0.28,0.26,0.25,0.27,0.25,0.34,0.16,0.25,0.3,0.24,0.26,0.24,0.25,0.26,0.2,0.26,0.25,0.24,0.24,0.29,0.26,0.25,0.24,0.16,0.18,0.21,0.2,0.19,0.28,0.26,0.19,0.22,0.2,0.21,0.2,0.21,0.0,0.2,0.23,0.21,0.2,0.23,0.19,0.17,0.21,0.21,0.23,0.22,0.19,0.22,0.19,0.21,0.17,0.25,0.23,0.19,0.0,0.19,0.2,0.16,0.2,0.19,0.16,0.21,0.18,0.19,0.19,0.2,0.19,0.19,0.17,0.17,0.17,0.15,0.18,0.17,0.0,0.0,0.19,0.18,0.15,0.16,0.19,0.17,0.18,0.16,0.18,0.16,0.15,0.0,0.16,0.16,0.16,0.0,0.16,0.17,0.0,0.18,0.17,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.15,0.0,0.3,0.16,0.17,0.26,0.16,0.0,0.0,0.0,0.16,0.15,0.0,0.0,0.21,0.0,0.18,0.16,0.17,0.0,0.31,0.3,0.19,0.18,0.18,0.18,0.17,0.0,0.16,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.38
08/18/2021,5.17,4.96,3.15,2.05,1.85,1.8,1.08,0.99,0.99,0.93,0.81,0.84,0.8,0.78,0.78,0.72,0.66,0.63,0.68,0.71,0.64,0.54,0.54,0.58,0.55,0.52,0.48,0.44,0.57,0.5,0.52,0.54,0.5,0.5,0.48,0.47,0.49,0.34,0.45,0.46,0.48,0.44,0.27,0.32,0.43,0.45,0.4,0.41,0.39,0.41,0.39,0.41,0.4,0.47,0.36,0.38,0.35,0.32,0.35,0.35,0.41,0.34,0.28,0.34,0.33,0.29,0.24,0.34,0.32,0.42,0.24,0.36,0.35,0.31,0.31,0.32,0.31,0.32,0.28,0.31,0.28,0.31,0.27,0.24,0.28,0.26,0.25,0.27,0.25,0.34,0.16,0.25,0.3,0.24,0.26,0.24,0.25,0.26,0.2,0.26,0.25,0.24,0.24,0.29,0.26,0.25,0.24,0.16,0.18,0.21,0.2,0.19,0.28,0.26,0.19,0.22,0.2,0.21,0.2,0.21,0.0,0.2,0.23,0.21,0.2,0.23,0.19,0.17,0.21,0.21,0.23,0.22,0.19,0.22,0.19,0.21,0.17,0.25,0.23,0.19,0.0,0.18,0.2,0.16,0.2,0.19,0.16,0.21,0.18,0.19,0.19,0.2,0.19,0.18,0.17,0.17,0.17,0.0,0.18,0.17,0.0,0.0,0.19,0.18,0.15,0.16,0.19,0.17,0.18,0.16,0.18,0.16,0.15,0.0,0.16,0.16,0.16,0.0,0.16,0.17,0.0,0.18,0.17,0.0,0.17,0.0,0.0,0.0,0.0,0.15,0.0,0.16,0.0,0.15,0.0,0.0,0.3,0.16,0.17,0.26,0.16,0.0,0.0,0.0,0.16,0.15,0.17,0.0,0.21,0.0,0.18,0.16,0.17,0.0,0.31,0.3,0.18,0.18,0.18,0.18,0.17,0.0,0.16,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.3
08/19/2021,5.23,4.97,3.15,2.07,1.85,1.81,1.09,0.97,1.0,0.93,0.82,0.83,0.8,0.78,0.79,0.73,0.67,0.63,0.68,0.68,0.64,0.53,0.54,0.58,0.55,0.53,0.48,0.44,0.58,0.5,0.53,0.54,0.51,0.5,0.48,0.48,0.49,0.34,0.44,0.46,0.49,0.43,0.27,0.32,0.42,0.44,0.4,0.41,0.39,0.4,0.39,0.41,0.41,0.47,0.36,0.38,0.35,0.32,0.35,0.35,0.41,0.34,0.28,0.35,0.33,0.28,0.24,0.34,0.32,0.42,0.24,0.36,0.35,0.31,0.31,0.32,0.31,0.32,0.28,0.3,0.28,0.31,0.27,0.25,0.28,0.26,0.25,0.27,0.25,0.33,0.16,0.25,0.29,0.24,0.26,0.25,0.26,0.26,0.2,0.26,0.25,0.24,0.24,0.28,0.26,0.25,0.24,0.16,0.18,0.21,0.2,0.2,0.28,0.26,0.19,0.21,0.19,0.21,0.19,0.21,0.0,0.2,0.23,0.21,0.21,0.23,0.19,0.16,0.21,0.2,0.23,0.22,0.19,0.22,0.19,0.21,0.17,0.23,0.23,0.19,0.0,0.19,0.19,0.16,0.19,0.19,0.16,0.21,0.18,0.18,0.18,0.2,0.19,0.19,0.18,0.17,0.17,0.0,0.19,0.17,0.0,0.0,0.2,0.18,0.0,0.17,0.19,0.17,0.18,0.16,0.18,0.16,0.15,0.0,0.16,0.16,0.16,0.0,0.16,0.17,0.0,0.18,0.17,0.0,0.17,0.0,0.0,0.0,0.15,0.15,0.0,0.17,0.0,0.15,0.16,0.0,0.29,0.15,0.18,0.26,0.16,0.0,0.0,0.0,0.16,0.0,0.18,0.0,0.21,0.0,0.18,0.16,0.17,0.0,0.31,0.29,0.19,0.18,0.18,0.18,0.17,0.0,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.38
08/20/2021,5.23,4.98,3.12,2.03,1.84,1.8,1.11,0.95,0.97,0.94,0.83,0.83,0.78,0.78,0.79,0.73,0.67,0.62,0.68,0.66,0.65,0.52,0.55,0.59,0.56,0.5,0.47,0.44,0.59,0.49,0.53,0.55,0.51,0.51,0.47,0.49,0.49,0.34,0.44,0.46,0.52,0.43,0.28,0.32,0.42,0.45,0.4,0.42,0.39,0.4,0.4,0.41,0.4,0.49,0.36,0.38,0.35,0.32,0.35,0.35,0.41,0.34,0.28,0.35,0.34,0.29,0.24,0.35,0.31,0.42,0.23,0.35,0.36,0.32,0.31,0.32,0.31,0.32,0.28,0.3,0.29,0.3,0.27,0.25,0.28,0.25,0.26,0.27,0.26,0.33,0.16,0.26,0.29,0.24,0.26,0.24,0.25,0.26,0.2,0.26,0.25,0.25,0.25,0.28,0.26,0.24,0.24,0.16,0.19,0.2,0.19,0.2,0.27,0.27,0.19,0.21,0.2,0.21,0.19,0.21,0.0,0.2,0.23,0.21,0.2,0.24,0.19,0.16,0.2,0.2,0.23,0.22,0.2,0.22,0.19,0.21,0.17,0.25,0.23,0.19,0.0,0.19,0.2,0.16,0.19,0.18,0.16,0.2,0.18,0.19,0.18,0.2,0.19,0.19,0.17,0.17,0.17,0.15,0.19,0.17,0.0,0.0,0.2,0.18,0.15,0.16,0.19,0.17,0.18,0.17,0.18,0.17,0.15,0.0,0.16,0.16,0.0,0.0,0.16,0.17,0.0,0.18,0.17,0.0,0.18,0.0,0.0,0.0,0.0,0.15,0.0,0.17,0.0,0.15,0.16,0.0,0.29,0.15,0.18,0.25,0.16,0.0,0.0,0.0,0.16,0.15,0.18,0.0,0.21,0.0,0.18,0.16,0.16,0.0,0.31,0.29,0.18,0.18,0.18,0.18,0.17,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.35
08/23/2021,5.15,5.09,3.09,2.03,1.84,1.81,1.11,0.98,0.98,0.93,0.85,0.82,0.76,0.79,0.79,0.74,0.67,0.63,0.66,0.68,0.66,0.51,0.54,0.59,0.56,0.56,0.47,0.45,0.59,0.49,0.53,0.54,0.52,0.5,0.49,0.48,0.51,0.34,0.44,0.47,0.53,0.42,0.27,0.33,0.44,0.46,0.4,0.42,0.38,0.39,0.4,0.41,0.41,0.48,0.35,0.37,0.35,0.32,0.36,0.34,0.41,0.33,0.3,0.36,0.35,0.29,0.25,0.35,0.31,0.42,0.23,0.35,0.36,0.32,0.3,0.32,0.32,0.32,0.27,0.3,0.29,0.31,0.27,0.25,0.28,0.24,0.26,0.27,0.25,0.33,0.16,0.25,0.3,0.25,0.26,0.24,0.26,0.26,0.2,0.25,0.25,0.24,0.25,0.28,0.25,0.25,0.23,0.15,0.18,0.2,0.19,0.2,0.27,0.27,0.2,0.21,0.19,0.21,0.19,0.2,0.0,0.19,0.23,0.21,0.2,0.24,0.18,0.16,0.22,0.19,0.23,0.22,0.2,0.21,0.18,0.21,0.17,0.24,0.23,0.19,0.0,0.19,0.19,0.16,0.19,0.18,0.16,0.2,0.18,0.19,0.17,0.2,0.19,0.19,0.17,0.17,0.16,0.16,0.19,0.16,0.0,0.0,0.2,0.18,0.15,0.17,0.19,0.17,0.19,0.16,0.17,0.16,0.15,0.0,0.16,0.16,0.0,0.0,0.17,0.18,0.0,0.18,0.17,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.15,0.16,0.0,0.29,0.0,0.18,0.25,0.16,0.0,0.0,0.0,0.16,0.16,0.2,0.0,0.21,0.0,0.18,0.16,0.16,0.0,0.3,0.28,0.19,0.18,0.18,0.18,0.17,0.0,0.0,0.0,0.15,0.16,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,79.42999999999999
08/24/2021,5.17,5.18,3.08,2.04,1.86,1.81,1.11,1.02,0.99,0.93,0.85,0.82,0.78,0.8,0.8,0.74,0.66,0.62,0.67,0.68,0.65,0.5,0.54,0.59,0.56,0.57,0.48,0.45,0.59,0.49,0.53,0.53,0.51,0.5,0.49,0.48,0.51,0.33,0.44,0.46,0.53,0.42,0.27,0.33,0.44,0.46,0.4,0.42,0.38,0.39,0.4,0.41,0.41,0.47,0.35,0.37,0.34,0.32,0.36,0.34,0.41,0.33,0.3,0.36,0.35,0.3,0.25,0.34,0.32,0.42,0.23,0.35,0.36,0.32,0.3,0.32,0.32,0.32,0.26,0.3,0.29,0.31,0.26,0.25,0.28,0.24,0.26,0.27,0.25,0.33,0.16,0.25,0.3,0.24,0.26,0.24,0.26,0.26,0.2,0.25,0.25,0.24,0.25,0.28,0.25,0.25,0.23,0.15,0.18,0.2,0.19,0.2,0.27,0.27,0.2,0.21,0.19,0.21,0.19,0.2,0.0,0.19,0.23,0.21,0.2,0.24,0.18,0.16,0.22,0.19,0.23,0.22,0.2,0.2,0.19,0.21,0.17,0.24,0.23,0.19,0.0,0.19,0.19,0.16,0.2,0.18,0.16,0.2,0.18,0.19,0.17,0.2,0.19,0.19,0.18,0.18,0.16,0.15,0.19,0.16,0.0,0.0,0.2,0.18,0.0,0.17,0.19,0.17,0.18,0.16,0.17,0.16,0.0,0.0,0.16,0.16,0.15,0.0,0.17,0.18,0.0,0.18,0.17,0.0,0.17,0.0,0.0,0.15,0.0,0.0,0.0,0.17,0.0,0.15,0.16,0.0,0.29,0.15,0.18,0.25,0.16,0.0,0.0,0.0,0.16,0.16,0.0,0.0,0.21,0.0,0.18,0.16,0.16,0.0,0.3,0.28,0.19,0.18,0.18,0.18,0.17,0.0,0.15,0.0,0.0,0.16,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,79.52000000000001
08/25/2021,5.16,5.17,3.07,2.04,1.85,1.81,1.1,1.02,0.99,0.93,0.85,0.82,0.78,0.79,0.79,0.74,0.66,0.62,0.67,0.68,0.65,0.5,0.54,0.59,0.55,0.57,0.47,0.45,0.59,0.49,0.53,0.53,0.51,0.5,0.49,0.48,0.51,0.33,0.44,0.46,0.53,0.42,0.27,0.33,0.44,0.46,0.4,0.42,0.38,0.39,0.4,0.41,0.41,0.47,0.35,0.37,0.34,0.32,0.35,0.34,0.41,0.33,0.3,0.36,0.35,0.3,0.25,0.34,0.31,0.42,0.23,0.35,0.36,0.32,0.3,0.32,0.32,0.32,0.26,0.3,0.29,0.31,0.26,0.25,0.28,0.24,0.26,0.27,0.25,0.33,0.16,0.25,0.3,0.24,0.26,0.24,0.26,0.26,0.2,0.25,0.25,0.24,0.25,0.28,0.25,0.25,0.23,0.15,0.18,0.2,0.19,0.2,0.27,0.26,0.2,0.21,0.19,0.21,0.19,0.2,0.0,0.19,0.23,0.21,0.2,0.24,0.18,0.16,0.22,0.19,0.23,0.22,0.2,0.2,0.19,0.21,0.17,0.24,0.23,0.19,0.0,0.19,0.19,0.16,0.19,0.18,0.16,0.2,0.18,0.19,0.17,0.2,0.19,0.19,0.18,0.18,0.16,0.15,0.19,0.16,0.0,0.16,0.2,0.18,0.15,0.17,0.19,0.17,0.18,0.16,0.17,0.16,0.0,0.0,0.16,0.16,0.0,0.0,0.17,0.18,0.0,0.18,0.17,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.15,0.16,0.0,0.29,0.15,0.18,0.25,0.16,0.0,0.0,0.0,0.16,0.16,0.2,0.0,0.21,0.0,0.18,0.0,0.16,0.0,0.3,0.28,0.19,0.18,0.18,0.18,0.17,0.0,0.0,0.0,0.15,0.16,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,79.44
08/26/2021,5.18,5.14,3.11,2.05,1.87,1.83,1.09,1.07,0.98,0.92,0.83,0.82,0.77,0.8,0.78,0.74,0.66,0.63,0.67,0.7,0.64,0.5,0.54,0.58,0.55,0.56,0.48,0.44,0.58,0.49,0.53,0.53,0.51,0.5,0.49,0.48,0.51,0.34,0.44,0.47,0.53,0.43,0.27,0.33,0.44,0.46,0.4,0.41,0.38,0.41,0.39,0.4,0.4,0.48,0.35,0.37,0.35,0.32,0.35,0.34,0.4,0.33,0.3,0.35,0.34,0.3,0.26,0.34,0.31,0.42,0.23,0.35,0.35,0.32,0.3,0.32,0.31,0.32,0.27,0.3,0.28,0.3,0.26,0.25,0.28,0.25,0.26,0.26,0.25,0.32,0.16,0.25,0.3,0.24,0.25,0.24,0.25,0.26,0.2,0.25,0.25,0.24,0.24,0.28,0.25,0.24,0.23,0.0,0.18,0.21,0.19,0.2,0.27,0.26,0.2,0.21,0.19,0.21,0.19,0.2,0.0,0.19,0.23,0.21,0.2,0.24,0.18,0.16,0.22,0.19,0.23,0.23,0.2,0.21,0.18,0.21,0.17,0.26,0.23,0.19,0.0,0.19,0.19,0.17,0.2,0.18,0.16,0.2,0.18,0.18,0.18,0.2,0.18,0.19,0.18,0.17,0.16,0.15,0.19,0.16,0.0,0.16,0.19,0.18,0.15,0.17,0.19,0.17,0.18,0.16,0.17,0.16,0.0,0.0,0.16,0.15,0.16,0.0,0.16,0.18,0.0,0.18,0.17,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.15,0.16,0.0,0.3,0.16,0.18,0.25,0.16,0.0,0.0,0.0,0.16,0.0,0.21,0.0,0.2,0.0,0.18,0.0,0.16,0.0,0.3,0.28,0.19,0.18,0.18,0.18,0.17,0.0,0.16,0.15,0.0,0.16,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,79.46
08/27/2021,5.16,5.1,3.15,2.06,1.89,1.85,1.07,1.06,0.97,0.92,0.83,0.82,0.76,0.8,0.77,0.73,0.66,0.63,0.67,0.7,0.64,0.52,0.54,0.58,0.55,0.55,0.48,0.44,0.56,0.49,0.52,0.53,0.5,0.49,0.49,0.48,0.51,0.34,0.44,0.47,0.51,0.43,0.27,0.33,0.44,0.47,0.4,0.41,0.37,0.4,0.39,0.4,0.4,0.47,0.35,0.37,0.35,0.32,0.35,0.34,0.4,0.33,0.31,0.35,0.34,0.3,0.26,0.33,0.34,0.41,0.23,0.35,0.35,0.32,0.3,0.32,0.31,0.31,0.27,0.3,0.28,0.3,0.26,0.25,0.28,0.24,0.25,0.26,0.25,0.32,0.16,0.25,0.3,0.24,0.25,0.24,0.25,0.26,0.21,0.25,0.25,0.23,0.24,0.28,0.25,0.24,0.23,0.16,0.18,0.21,0.2,0.2,0.27,0.26,0.19,0.22,0.19,0.21,0.19,0.2,0.0,0.19,0.23,0.21,0.2,0.24,0.19,0.16,0.22,0.19,0.22,0.23,0.2,0.21,0.18,0.21,0.17,0.25,0.23,0.19,0.0,0.18,0.2,0.17,0.2,0.18,0.16,0.2,0.17,0.18,0.18,0.2,0.18,0.19,0.18,0.18,0.17,0.15,0.19,0.16,0.0,0.16,0.19,0.18,0.0,0.16,0.19,0.16,0.18,0.17,0.18,0.16,0.15,0.0,0.16,0.15,0.16,0.0,0.16,0.18,0.0,0.18,0.16,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.16,0.0,0.3,0.16,0.18,0.25,0.16,0.0,0.0,0.0,0.16,0.0,0.21,0.0,0.2,0.0,0.18,0.0,0.17,0.0,0.3,0.28,0.19,0.17,0.18,0.18,0.17,0.0,0.16,0.15,0.0,0.17,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,79.36
