,AAPL,MSFT,AMZN,FB,GOOG,GOOGL,TSLA,BRK.B,NVDA,JPM,INTU,ADBE,MDT,JNJ,HD,NFLX,V,PYPL,KO,UNH,BAC,MA,KMI,DOV,CRM,CMCSA,DIS,ACN,LLY,JCI,ABT,MCD,BMY,AVGO,TMUS,BKNG,WMT,PEP,NEE,CSGP,CVS,T,NOW,TMO,ES,ABBV,PG,LOW,GILD,AMD,DLB,INTC,GPC,MXIM,WFC,UPS,XTSLA,MRK,DD,CSCO,RTX,TXN,UGI,NKE,PFE,YUM,VRTX,UDR,ADI,IQV,C,FMC,J,BLK,AXP,MS,EW,ESS,ILMN,AOS,COP,VZ,CVX,GS,CAT,GE,EIX,CL,EL,SBUX,BXP,WST,HON,CDNS,LHX,SPGI,IBM,APTV,CSX,EXPD,TGT,LEG,WDAY,EQR,WMB,NLOK,SQ,SCHW,BDX,SYK,INCY,RGLD,MMM,ORCL,APH,ALLE,STLD,PNR,CHTR,MCHP,KRC,POOL,AMAT,SHW,NWL,QCOM,LNG,UNP,MLM,JNPR,HAIN,EQIX,MRVL,USB,WBA,MSA,PNC,ICUI,ESI,CHRW,MRNA,HPE,KNX,DE,OLED,ZM,TFC,DELL,FRT,AMGN,XOM,VEEV,MMC,CME,GM,COF,IDXX,SPOT,ATVI,AN,MET,TJX,CTXS,AMCR,TAP,LUV,AON,TT,CLX,MCO,PPG,UBER,SLB,GIS,PGR,ANTM,JBHT,ETSY,HRC,ROKU,CPB,REG,AYI,ARW,PRU,CERN,STZ,IR,MSCI,ICE,BR,TWLO,K,BLL,KHC,WHR,LDOS,EXC,CI,MAA,SPG,BlackRock Cash Funds Treasury SL Agency,FENER.IS,DFS,TRV,KR,HCA,TROW,AMH,SNOW,BX,GE.,CTLT,AFL,n/a,ALK,NXPI,ADP,FDX,IAC,DRI,TNL,SIVB,XYL,MIDD,BKR,QRTEA,PRGO,AIG,NVAX,F,PLTR,BLDR,WLTW,SUM
08/11/2021,5.19,5.03,2.42,2.29,1.8,1.8,1.33,1.25,1.08,1.17,1.1,1.27,1.01,0.91,1.01,1.08,0.68,0.7,1.01,0.66,0.77,0.66,0.67,0.88,0.72,0.71,0.65,1.08,0.83,0.97,0.7,0.33,0.73,0.74,0.86,0.88,0.62,0.62,0.55,0.22,0.8,0.49,0.57,0.53,0.58,0.47,0.5,0.48,0.59,0.54,0.51,0.24,0.7,0.51,0.52,0.24,1.23,0.34,0.51,0.58,0.36,0.41,0.44,0.41,0.44,0.5,0.4,0.41,0.3,0.35,0.36,0.36,0.13,0.35,0.35,0.38,0.37,0.37,0.37,0.44,0.31,0.0,0.15,0.34,0.42,0.0,0.29,0.29,0.33,0.31,0.44,0.33,0.0,0.32,0.35,0.31,0.22,0.3,0.26,0.27,0.38,0.29,0.33,0.32,0.24,0.24,0.28,0.31,0.26,0.25,0.28,0.27,0.25,0.21,0.41,0.24,0.25,0.36,0.16,0.25,0.27,0.26,0.3,0.23,0.25,0.0,0.2,0.0,0.18,0.15,0.19,0.22,0.2,0.2,0.24,0.2,0.2,0.23,0.19,0.16,0.28,0.19,0.0,0.12,0.2,0.13,0.2,0.18,0.24,0.0,0.16,0.16,0.19,0.18,0.16,0.18,0.16,0.14,0.13,0.23,0.16,0.15,0.0,0.0,0.22,0.0,0.19,0.15,0.13,0.15,0.12,0.0,0.14,0.14,0.15,0.0,0.14,0.16,0.17,0.0,0.0,0.14,0.16,0.14,0.13,0.12,0.0,0.0,0.15,0.13,0.26,0.0,0.0,0.19,0.11,0.16,0.17,0.13,0.0,0.0,0.12,0.0,0.0,0.12,0.11,0.12,0.0,0.12,0.0,0.0,0.15,0.31,0.0,0.11,0.0,0.39,0.38,0.31,0.29,0.15,0.14,0.12,0.12,0.12,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0
08/13/2021,5.21,5.02,2.42,2.29,1.83,1.83,1.37,1.27,1.07,1.19,1.1,1.26,0.99,0.92,1.02,1.08,0.67,0.7,1.02,0.66,0.8,0.65,0.68,0.9,0.71,0.72,0.65,1.08,0.85,0.98,0.7,0.32,0.72,0.74,0.88,0.89,0.64,0.63,0.55,0.22,0.83,0.5,0.56,0.53,0.58,0.48,0.5,0.48,0.6,0.53,0.51,0.24,0.71,0.51,0.53,0.24,0.44,0.35,0.52,0.59,0.36,0.4,0.44,0.41,0.48,0.5,0.39,0.41,0.31,0.35,0.38,0.37,0.14,0.36,0.35,0.39,0.36,0.37,0.38,0.44,0.31,0.0,0.15,0.35,0.43,0.0,0.3,0.29,0.33,0.3,0.43,0.33,0.12,0.32,0.36,0.31,0.22,0.32,0.27,0.27,0.39,0.29,0.32,0.31,0.24,0.25,0.28,0.32,0.26,0.24,0.27,0.27,0.25,0.21,0.42,0.24,0.28,0.36,0.16,0.25,0.27,0.26,0.29,0.23,0.25,0.0,0.21,0.0,0.18,0.15,0.2,0.21,0.2,0.21,0.25,0.2,0.2,0.23,0.19,0.16,0.31,0.19,0.0,0.12,0.2,0.13,0.2,0.19,0.24,0.0,0.16,0.15,0.19,0.18,0.16,0.19,0.16,0.14,0.13,0.23,0.16,0.15,0.0,0.0,0.23,0.0,0.2,0.15,0.13,0.15,0.13,0.0,0.14,0.15,0.15,0.0,0.14,0.17,0.16,0.0,0.0,0.14,0.16,0.14,0.13,0.12,0.0,0.0,0.15,0.13,0.25,0.0,0.0,0.2,0.11,0.17,0.17,0.13,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.0,0.12,0.0,0.0,0.15,0.31,0.0,0.11,0.0,0.4,0.39,0.32,0.29,0.15,0.13,0.12,0.12,0.12,0.11,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,90.85
08/16/2021,5.29,5.04,2.4,2.28,1.82,1.82,1.38,1.27,1.06,1.2,1.1,1.28,1.0,0.92,1.02,1.06,0.65,0.69,1.01,0.65,0.81,0.64,0.68,0.89,0.72,0.72,0.66,1.08,0.83,0.98,0.7,0.33,0.71,0.74,0.88,0.88,0.64,0.63,0.57,0.22,0.84,0.49,0.56,0.53,0.58,0.48,0.5,0.48,0.61,0.52,0.51,0.24,0.71,0.49,0.54,0.24,0.44,0.35,0.52,0.59,0.36,0.4,0.44,0.4,0.46,0.5,0.39,0.4,0.3,0.35,0.38,0.36,0.14,0.36,0.34,0.4,0.36,0.36,0.38,0.44,0.32,0.0,0.15,0.35,0.44,0.0,0.3,0.29,0.33,0.3,0.44,0.34,0.12,0.32,0.35,0.31,0.22,0.31,0.27,0.27,0.38,0.3,0.33,0.31,0.24,0.26,0.27,0.32,0.27,0.24,0.27,0.27,0.25,0.21,0.41,0.24,0.3,0.37,0.16,0.25,0.27,0.26,0.27,0.24,0.25,0.0,0.21,0.0,0.19,0.15,0.2,0.21,0.2,0.21,0.25,0.2,0.2,0.22,0.19,0.16,0.27,0.19,0.0,0.12,0.19,0.12,0.2,0.19,0.24,0.0,0.16,0.15,0.19,0.18,0.16,0.19,0.16,0.13,0.13,0.23,0.16,0.15,0.0,0.0,0.23,0.0,0.2,0.14,0.13,0.15,0.13,0.0,0.14,0.15,0.15,0.0,0.15,0.18,0.17,0.0,0.0,0.14,0.16,0.14,0.13,0.12,0.0,0.0,0.15,0.13,0.25,0.0,0.0,0.2,0.0,0.17,0.18,0.13,0.0,0.0,0.11,0.0,0.0,0.13,0.11,0.12,0.0,0.12,0.0,0.0,0.15,0.31,0.0,0.0,0.0,0.4,0.38,0.32,0.29,0.15,0.14,0.12,0.12,0.12,0.0,0.11,0.0,0.0,0.0,0.12,0.11,0.11,0.0,0.0,90.82
08/17/2021,5.27,5.07,2.38,2.27,1.81,1.82,1.36,1.25,1.07,1.18,1.11,1.28,1.0,0.92,1.01,1.06,0.65,0.69,1.02,0.65,0.79,0.63,0.67,0.88,0.72,0.72,0.66,1.08,0.82,0.97,0.7,0.33,0.72,0.73,0.88,0.88,0.64,0.63,0.57,0.22,0.83,0.49,0.56,0.53,0.58,0.48,0.5,0.48,0.61,0.54,0.52,0.24,0.7,0.5,0.53,0.24,0.0,0.35,0.51,0.59,0.36,0.4,0.44,0.4,0.47,0.5,0.39,0.4,0.3,0.35,0.37,0.36,0.14,0.36,0.33,0.39,0.36,0.36,0.38,0.44,0.31,0.0,0.15,0.35,0.43,0.0,0.3,0.29,0.33,0.3,0.44,0.34,0.12,0.32,0.35,0.31,0.22,0.31,0.27,0.27,0.38,0.3,0.33,0.31,0.23,0.26,0.27,0.31,0.27,0.24,0.27,0.27,0.25,0.21,0.41,0.24,0.29,0.37,0.16,0.25,0.27,0.26,0.27,0.24,0.25,0.0,0.2,0.0,0.18,0.15,0.2,0.21,0.2,0.21,0.25,0.2,0.2,0.22,0.19,0.16,0.26,0.19,0.0,0.12,0.19,0.12,0.2,0.19,0.24,0.0,0.16,0.15,0.19,0.18,0.15,0.19,0.16,0.13,0.13,0.23,0.16,0.15,0.0,0.0,0.23,0.0,0.2,0.14,0.13,0.15,0.13,0.0,0.13,0.15,0.15,0.0,0.15,0.17,0.17,0.0,0.0,0.14,0.16,0.14,0.13,0.12,0.0,0.0,0.15,0.13,0.26,0.0,0.0,0.2,0.0,0.17,0.17,0.13,0.0,0.0,0.11,0.0,0.38,0.13,0.11,0.12,0.0,0.12,0.0,0.0,0.15,0.31,0.0,0.0,0.44,0.39,0.38,0.32,0.29,0.14,0.13,0.12,0.12,0.12,0.0,0.11,0.0,0.0,0.0,0.12,0.0,0.11,0.0,0.0,90.79
08/18/2021,5.29,5.09,2.39,2.28,1.82,1.83,1.37,1.26,1.07,1.18,1.11,1.28,1.01,0.93,1.01,1.07,0.65,0.69,1.02,0.66,0.79,0.64,0.68,0.89,0.72,0.72,0.66,1.09,0.83,0.98,0.7,0.33,0.72,0.74,0.88,0.89,0.64,0.63,0.57,0.22,0.83,0.49,0.57,0.53,0.59,0.48,0.5,0.48,0.61,0.54,0.52,0.24,0.7,0.5,0.54,0.24,0.44,0.35,0.51,0.59,0.36,0.4,0.45,0.4,0.48,0.5,0.39,0.4,0.3,0.35,0.37,0.36,0.14,0.36,0.34,0.39,0.36,0.36,0.38,0.44,0.31,0.0,0.15,0.35,0.44,0.0,0.3,0.29,0.33,0.3,0.44,0.34,0.12,0.32,0.35,0.31,0.22,0.31,0.27,0.27,0.38,0.3,0.33,0.31,0.23,0.26,0.27,0.32,0.27,0.25,0.27,0.27,0.25,0.21,0.41,0.24,0.3,0.37,0.16,0.25,0.27,0.26,0.27,0.24,0.25,0.0,0.2,0.0,0.19,0.15,0.2,0.21,0.2,0.21,0.25,0.2,0.2,0.22,0.19,0.16,0.26,0.19,0.0,0.12,0.19,0.12,0.2,0.19,0.24,0.0,0.16,0.15,0.19,0.18,0.15,0.19,0.16,0.13,0.13,0.23,0.16,0.15,0.0,0.0,0.23,0.0,0.2,0.14,0.14,0.15,0.13,0.0,0.13,0.15,0.15,0.0,0.15,0.17,0.17,0.0,0.0,0.14,0.16,0.14,0.13,0.12,0.0,0.0,0.15,0.13,0.26,0.0,0.0,0.2,0.11,0.17,0.18,0.13,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.12,0.0,0.12,0.0,0.0,0.15,0.31,0.0,0.11,0.0,0.39,0.38,0.32,0.3,0.14,0.14,0.12,0.12,0.12,0.0,0.0,0.11,0.0,0.11,0.12,0.11,0.0,0.0,0.0,90.89
08/19/2021,5.35,5.11,2.39,2.3,1.82,1.83,1.31,1.26,1.06,1.18,1.11,1.28,1.02,0.94,1.02,1.07,0.66,0.7,1.02,0.67,0.79,0.64,0.67,0.9,0.72,0.72,0.65,1.1,0.84,0.98,0.71,0.33,0.73,0.74,0.85,0.85,0.65,0.64,0.57,0.22,0.84,0.49,0.56,0.54,0.59,0.49,0.51,0.49,0.62,0.53,0.53,0.24,0.71,0.5,0.52,0.24,0.47,0.35,0.51,0.59,0.36,0.4,0.44,0.4,0.48,0.5,0.38,0.4,0.3,0.36,0.37,0.35,0.14,0.36,0.33,0.39,0.36,0.36,0.39,0.45,0.3,0.0,0.14,0.35,0.43,0.0,0.3,0.29,0.33,0.3,0.43,0.34,0.12,0.32,0.36,0.31,0.22,0.31,0.27,0.27,0.38,0.3,0.32,0.31,0.23,0.26,0.27,0.31,0.27,0.25,0.27,0.27,0.25,0.21,0.42,0.24,0.29,0.37,0.16,0.25,0.27,0.26,0.28,0.24,0.25,0.0,0.2,0.0,0.18,0.15,0.2,0.22,0.2,0.2,0.25,0.2,0.2,0.23,0.19,0.16,0.25,0.19,0.0,0.12,0.19,0.12,0.2,0.19,0.23,0.0,0.16,0.15,0.19,0.18,0.15,0.19,0.16,0.13,0.13,0.24,0.16,0.15,0.0,0.0,0.23,0.0,0.2,0.15,0.14,0.15,0.13,0.0,0.13,0.15,0.15,0.0,0.15,0.17,0.17,0.0,0.0,0.14,0.16,0.14,0.13,0.12,0.0,0.0,0.15,0.13,0.26,0.0,0.0,0.2,0.0,0.17,0.18,0.13,0.0,0.0,0.0,0.0,0.0,0.13,0.12,0.12,0.0,0.12,0.0,0.0,0.15,0.3,0.0,0.0,0.0,0.39,0.38,0.32,0.3,0.15,0.13,0.12,0.12,0.13,0.0,0.0,0.11,0.0,0.11,0.11,0.11,0.11,0.0,0.0,90.98
08/20/2021,5.36,5.12,2.36,2.27,1.82,1.82,1.28,1.27,1.04,1.17,1.11,1.29,1.03,0.95,0.98,1.08,0.66,0.69,1.03,0.68,0.79,0.64,0.66,0.9,0.72,0.73,0.65,1.11,0.86,0.98,0.72,0.33,0.74,0.73,0.86,0.85,0.65,0.64,0.58,0.22,0.86,0.5,0.56,0.55,0.59,0.5,0.51,0.46,0.63,0.53,0.52,0.24,0.7,0.5,0.52,0.25,0.47,0.36,0.51,0.59,0.36,0.39,0.44,0.4,0.5,0.5,0.4,0.4,0.3,0.36,0.37,0.35,0.14,0.36,0.33,0.39,0.38,0.37,0.39,0.44,0.3,0.0,0.15,0.35,0.43,0.0,0.31,0.29,0.33,0.3,0.43,0.35,0.12,0.32,0.36,0.31,0.22,0.3,0.27,0.27,0.37,0.29,0.32,0.31,0.23,0.26,0.27,0.31,0.28,0.25,0.28,0.27,0.25,0.21,0.42,0.24,0.28,0.37,0.16,0.25,0.27,0.26,0.27,0.24,0.25,0.0,0.2,0.0,0.18,0.15,0.2,0.22,0.2,0.2,0.25,0.2,0.2,0.23,0.19,0.16,0.27,0.19,0.0,0.12,0.19,0.12,0.2,0.18,0.23,0.0,0.16,0.15,0.19,0.18,0.15,0.19,0.16,0.13,0.13,0.23,0.16,0.15,0.0,0.0,0.22,0.0,0.2,0.15,0.14,0.15,0.13,0.0,0.13,0.15,0.15,0.0,0.15,0.18,0.17,0.0,0.0,0.14,0.16,0.14,0.13,0.13,0.0,0.0,0.15,0.13,0.26,0.0,0.0,0.2,0.0,0.17,0.18,0.13,0.0,0.0,0.11,0.0,0.0,0.12,0.12,0.13,0.0,0.12,0.0,0.0,0.15,0.3,0.0,0.0,0.0,0.38,0.37,0.32,0.3,0.15,0.13,0.12,0.12,0.13,0.0,0.0,0.11,0.0,0.11,0.0,0.11,0.11,0.0,0.0,91.02
08/23/2021,5.29,5.24,2.35,2.27,1.83,1.83,1.3,1.26,1.07,1.16,1.13,1.3,1.03,0.96,1.0,1.14,0.66,0.69,1.03,0.7,0.78,0.64,0.63,0.91,0.74,0.73,0.64,1.12,0.86,0.99,0.73,0.33,0.74,0.73,0.87,0.85,0.65,0.65,0.59,0.22,0.84,0.49,0.57,0.55,0.6,0.49,0.52,0.52,0.63,0.52,0.52,0.24,0.7,0.52,0.51,0.24,0.47,0.36,0.49,0.61,0.35,0.39,0.44,0.39,0.49,0.51,0.39,0.41,0.3,0.37,0.36,0.34,0.14,0.36,0.33,0.38,0.38,0.37,0.35,0.44,0.29,0.0,0.14,0.34,0.41,0.0,0.31,0.29,0.33,0.3,0.43,0.35,0.12,0.33,0.36,0.31,0.22,0.29,0.27,0.27,0.36,0.29,0.33,0.31,0.23,0.26,0.27,0.31,0.27,0.25,0.28,0.26,0.25,0.21,0.42,0.24,0.28,0.37,0.16,0.25,0.27,0.26,0.28,0.24,0.24,0.0,0.2,0.0,0.18,0.16,0.2,0.22,0.2,0.2,0.25,0.2,0.2,0.24,0.18,0.16,0.26,0.19,0.0,0.12,0.2,0.11,0.19,0.18,0.23,0.0,0.15,0.15,0.19,0.17,0.14,0.19,0.16,0.13,0.13,0.23,0.16,0.16,0.0,0.0,0.22,0.0,0.2,0.15,0.14,0.15,0.12,0.0,0.13,0.15,0.15,0.0,0.15,0.18,0.17,0.0,0.0,0.14,0.16,0.14,0.13,0.13,0.0,0.0,0.14,0.13,0.26,0.0,0.0,0.21,0.11,0.16,0.18,0.13,0.0,0.0,0.11,0.0,0.0,0.12,0.12,0.13,0.0,0.12,0.0,0.0,0.15,0.3,0.0,0.11,0.0,0.37,0.37,0.32,0.29,0.15,0.13,0.0,0.0,0.12,0.0,0.11,0.11,0.0,0.11,0.0,0.11,0.0,0.0,0.0,91.08
08/24/2021,5.27,5.3,2.32,2.27,1.83,1.83,1.3,1.25,1.11,1.15,1.12,1.31,1.02,0.95,1.01,1.13,0.65,0.69,1.01,0.69,0.77,0.62,0.63,0.9,0.74,0.72,0.64,1.12,0.85,0.99,0.72,0.33,0.74,0.72,0.86,0.84,0.65,0.64,0.59,0.21,0.84,0.48,0.58,0.55,0.6,0.49,0.51,0.53,0.63,0.51,0.52,0.23,0.7,0.51,0.51,0.24,0.0,0.36,0.49,0.61,0.35,0.39,0.43,0.39,0.48,0.5,0.39,0.4,0.3,0.36,0.36,0.33,0.14,0.36,0.32,0.38,0.38,0.36,0.36,0.44,0.29,0.0,0.14,0.34,0.41,0.0,0.32,0.29,0.33,0.3,0.42,0.35,0.11,0.33,0.35,0.31,0.22,0.29,0.27,0.27,0.37,0.29,0.33,0.31,0.23,0.26,0.27,0.31,0.27,0.25,0.28,0.26,0.24,0.21,0.42,0.24,0.27,0.37,0.16,0.24,0.27,0.26,0.27,0.24,0.24,0.0,0.2,0.0,0.18,0.15,0.2,0.22,0.2,0.2,0.25,0.2,0.19,0.23,0.18,0.16,0.26,0.19,0.0,0.11,0.2,0.11,0.19,0.18,0.23,0.0,0.15,0.15,0.19,0.17,0.14,0.18,0.16,0.14,0.13,0.23,0.16,0.16,0.0,0.0,0.22,0.0,0.2,0.15,0.14,0.15,0.12,0.0,0.13,0.15,0.15,0.0,0.15,0.18,0.17,0.0,0.0,0.14,0.16,0.14,0.13,0.12,0.0,0.0,0.14,0.13,0.26,0.0,0.0,0.21,0.0,0.16,0.18,0.13,0.0,0.0,0.11,0.0,0.38,0.12,0.12,0.13,0.0,0.12,0.0,0.0,0.15,0.29,0.0,0.11,0.47,0.37,0.37,0.31,0.28,0.15,0.13,0.11,0.11,0.12,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,90.96999999999998
08/25/2021,5.29,5.32,2.33,2.27,1.83,1.83,1.31,1.25,1.11,1.15,1.13,1.31,1.03,0.95,1.01,1.14,0.65,0.69,1.02,0.69,0.78,0.63,0.63,0.9,0.74,0.73,0.65,1.12,0.85,0.99,0.72,0.33,0.74,0.73,0.87,0.84,0.65,0.64,0.59,0.22,0.84,0.49,0.58,0.55,0.6,0.49,0.51,0.53,0.63,0.52,0.52,0.23,0.7,0.51,0.51,0.24,0.47,0.36,0.49,0.62,0.35,0.39,0.44,0.4,0.48,0.5,0.39,0.4,0.3,0.36,0.36,0.34,0.14,0.36,0.32,0.38,0.38,0.37,0.36,0.44,0.29,0.0,0.14,0.34,0.41,0.3,0.32,0.29,0.33,0.3,0.42,0.35,0.0,0.33,0.35,0.31,0.22,0.29,0.27,0.27,0.37,0.29,0.33,0.31,0.23,0.26,0.27,0.31,0.27,0.25,0.28,0.26,0.24,0.21,0.42,0.24,0.27,0.37,0.16,0.24,0.27,0.26,0.27,0.24,0.24,0.0,0.2,0.0,0.18,0.15,0.2,0.22,0.2,0.2,0.25,0.2,0.2,0.24,0.19,0.16,0.26,0.19,0.0,0.11,0.2,0.0,0.19,0.19,0.23,0.0,0.15,0.15,0.19,0.17,0.14,0.18,0.16,0.14,0.13,0.23,0.16,0.16,0.0,0.0,0.22,0.0,0.2,0.15,0.14,0.15,0.12,0.0,0.13,0.15,0.15,0.0,0.15,0.18,0.17,0.0,0.0,0.14,0.16,0.14,0.13,0.12,0.0,0.0,0.15,0.13,0.26,0.0,0.0,0.21,0.11,0.16,0.18,0.13,0.0,0.0,0.11,0.0,0.0,0.12,0.12,0.13,0.0,0.12,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.37,0.37,0.31,0.29,0.15,0.13,0.12,0.11,0.13,0.0,0.11,0.11,0.0,0.11,0.11,0.0,0.11,0.0,0.0,91.03
08/26/2021,5.3,5.28,2.36,2.28,1.85,1.85,1.34,1.24,1.16,1.16,1.13,1.32,1.01,0.93,1.0,1.14,0.66,0.69,1.0,0.68,0.78,0.63,0.64,0.89,0.75,0.72,0.65,1.12,0.84,0.99,0.71,0.33,0.73,0.73,0.86,0.86,0.64,0.64,0.57,0.22,0.83,0.48,0.6,0.54,0.59,0.49,0.5,0.52,0.62,0.53,0.52,0.24,0.69,0.53,0.51,0.24,0.47,0.36,0.49,0.61,0.35,0.39,0.43,0.4,0.49,0.5,0.39,0.4,0.3,0.36,0.36,0.34,0.14,0.36,0.32,0.39,0.37,0.36,0.35,0.44,0.3,0.0,0.14,0.34,0.42,0.3,0.31,0.28,0.34,0.3,0.42,0.35,0.0,0.33,0.35,0.31,0.22,0.29,0.27,0.27,0.37,0.29,0.33,0.31,0.23,0.26,0.27,0.31,0.27,0.25,0.28,0.26,0.24,0.21,0.42,0.24,0.28,0.36,0.16,0.25,0.27,0.25,0.28,0.24,0.24,0.0,0.2,0.0,0.18,0.15,0.19,0.22,0.21,0.2,0.25,0.2,0.2,0.23,0.18,0.16,0.28,0.19,0.0,0.12,0.2,0.11,0.19,0.19,0.23,0.0,0.15,0.15,0.19,0.17,0.14,0.18,0.16,0.14,0.13,0.22,0.16,0.16,0.0,0.0,0.22,0.0,0.2,0.15,0.13,0.15,0.12,0.0,0.13,0.15,0.15,0.0,0.15,0.18,0.17,0.0,0.0,0.14,0.16,0.14,0.13,0.12,0.0,0.0,0.14,0.13,0.25,0.0,0.0,0.21,0.11,0.16,0.18,0.13,0.0,0.0,0.11,0.0,0.0,0.12,0.12,0.13,0.0,0.12,0.0,0.0,0.16,0.0,0.0,0.11,0.0,0.38,0.37,0.31,0.28,0.15,0.14,0.12,0.0,0.12,0.0,0.11,0.11,0.0,0.11,0.12,0.0,0.0,0.0,0.0,91.01
08/27/2021,5.28,5.23,2.38,2.29,1.86,1.86,1.35,1.24,1.15,1.16,1.13,1.32,1.04,0.92,0.99,1.14,0.65,0.7,0.99,0.67,0.79,0.63,0.64,0.9,0.74,0.72,0.65,1.11,0.82,0.99,0.71,0.33,0.73,0.73,0.86,0.89,0.64,0.63,0.57,0.22,0.82,0.48,0.6,0.54,0.59,0.49,0.5,0.51,0.62,0.53,0.52,0.24,0.69,0.52,0.51,0.24,0.47,0.35,0.5,0.62,0.35,0.39,0.43,0.4,0.47,0.49,0.4,0.39,0.29,0.36,0.37,0.34,0.14,0.36,0.32,0.39,0.38,0.36,0.35,0.44,0.3,0.0,0.14,0.34,0.42,0.3,0.31,0.28,0.34,0.29,0.42,0.35,0.0,0.33,0.35,0.31,0.22,0.29,0.27,0.27,0.36,0.29,0.34,0.3,0.23,0.27,0.27,0.31,0.27,0.25,0.28,0.26,0.24,0.2,0.42,0.24,0.29,0.36,0.16,0.25,0.27,0.26,0.27,0.23,0.25,0.0,0.2,0.0,0.18,0.15,0.19,0.22,0.21,0.2,0.25,0.2,0.2,0.23,0.19,0.16,0.27,0.19,0.0,0.12,0.2,0.0,0.19,0.19,0.23,0.0,0.15,0.15,0.19,0.17,0.14,0.18,0.16,0.14,0.13,0.23,0.16,0.16,0.0,0.0,0.22,0.0,0.2,0.15,0.13,0.15,0.12,0.0,0.13,0.14,0.15,0.0,0.15,0.18,0.17,0.0,0.0,0.14,0.16,0.14,0.13,0.12,0.0,0.0,0.14,0.13,0.25,0.0,0.0,0.21,0.11,0.16,0.18,0.13,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.13,0.0,0.12,0.0,0.0,0.16,0.0,0.0,0.11,0.0,0.39,0.38,0.31,0.28,0.15,0.14,0.12,0.12,0.13,0.0,0.12,0.11,0.0,0.11,0.11,0.11,0.0,0.0,0.0,90.97
08/30/2021,5.23,5.19,2.4,2.29,1.87,1.87,1.34,1.24,1.17,1.2,1.13,1.31,1.04,0.91,0.98,1.14,0.65,0.69,0.99,0.67,0.8,0.62,0.63,0.9,0.77,0.72,0.65,1.12,0.82,1.0,0.71,0.33,0.71,0.74,0.83,0.91,0.63,0.62,0.57,0.21,0.82,0.47,0.6,0.54,0.58,0.5,0.5,0.52,0.62,0.53,0.52,0.24,0.69,0.0,0.52,0.24,0.48,0.35,0.5,0.62,0.35,0.39,0.42,0.39,0.46,0.49,0.39,0.4,0.82,0.36,0.37,0.35,0.14,0.36,0.33,0.39,0.37,0.36,0.35,0.44,0.3,0.0,0.14,0.35,0.42,0.3,0.3,0.28,0.34,0.29,0.41,0.35,0.12,0.33,0.36,0.31,0.21,0.29,0.27,0.27,0.36,0.29,0.34,0.31,0.23,0.27,0.27,0.31,0.27,0.25,0.28,0.26,0.24,0.21,0.42,0.24,0.28,0.36,0.16,0.26,0.27,0.26,0.28,0.23,0.25,0.0,0.2,0.0,0.18,0.15,0.18,0.22,0.21,0.2,0.24,0.2,0.2,0.23,0.18,0.16,0.27,0.19,0.0,0.12,0.2,0.0,0.2,0.19,0.23,0.0,0.15,0.15,0.19,0.17,0.14,0.19,0.16,0.14,0.13,0.22,0.16,0.15,0.0,0.0,0.21,0.0,0.2,0.15,0.13,0.15,0.12,0.0,0.13,0.14,0.15,0.0,0.15,0.19,0.17,0.0,0.0,0.14,0.16,0.14,0.13,0.12,0.0,0.0,0.15,0.13,0.25,0.0,0.0,0.21,0.11,0.16,0.18,0.13,0.0,0.0,0.11,0.0,0.0,0.12,0.12,0.13,0.0,0.12,0.0,0.0,0.16,0.0,0.0,0.11,0.0,0.39,0.39,0.3,0.28,0.15,0.14,0.12,0.11,0.13,0.0,0.12,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.0,91.04
