,MSFT,AAPL,AMZN,FB,GOOGL,GOOG,NVDA,V,ADBE,CRM,PYPL,MA,CSCO,ORCL,ACN,IBM,NOW,AVGO,INTC,INTU,AMD,QCOM,TXN,XTSLA,NFLX,SQ,ADP,ADSK,MU,AMAT,SNAP,DOCU,TWLO,CRWD,FIS,ZM,SPGI,FISV,BKNG,WDAY,VEEV,UBER,LRCX,MELI,MRVL,TWTR,FTNT,PANW,SNPS,EBAY,CME,OKTA,ICE,CDNS,ATVI,GPN,MSCI,CTSH,XLNX,ADI,HUBS,TTD,ROKU,SPLK,KLAC,EA,WORK,MTCH,HPQ,PAYX,CSGP,INFO,ANSS,MCO,MCHP,ANET,PINS,COUP,NTAP,DDOG,MXIM,NET,VRSN,EPAM,SWKS,ZS,ZBRA,RNG,IT,DELL,CDW,MMC,MSI,AKAM,HPE,MDB,ALGN,PTC,PAYC,ETSY,EFX,WDC,PTON,CTXS,KEYS,AON,STX,JPM,NLOK,CDAY,TRU,TDOC,IQV,FDX,DT,EQIX,FIVN,DLR,TER,NUAN,QRVO,TYL,ZEN,FFIV,VMW,FICO,FLT,VRSK,ENPH,CRL,CVNA,TRMB,EXPE,AVLR,DXC,CERN,OMC,SMAR,MPWR,BR,CHGG,A,MANH,BL,DBX,IPG,SSNC,PFPT,JNPR,NDAQ,ESTC,PCTY,TTWO,JKHY,GDDY,WLTW,ON,ZTS,BBY,IAC,SCHW,APPN,CPRT,EXPD,CREE,Z,VRNS,CGNX,FDS,NTNX,CBRE,BX,SAIL,AYX,LHX,EVBG,RPD,CIEN,GRMN,LSCC,AZPN,MTD,ROP,MKTX,SEDG,AXON,GWRE,PLAN,TXG,JCOM,FLEX,QTWO,SLAB,G,PEGA,BKI,ROK,BAH,IRM,CBOE,RUN,ZNGA,DFS,ACIW,127.HK,USD,RHI,FSLY,JLL,NEWR,NATI,ALLE,TDC,TW,UPWK,WK,AVTR,SPSC,MSTR,SYNA,SUM
08/13/2021,16.0,11.91,5.87,6.11,5.16,5.11,3.57,2.14,2.16,1.8,1.58,1.61,1.56,1.35,1.11,0.93,0.89,0.86,0.8,0.74,0.77,0.69,0.65,0.77,0.45,0.52,0.48,0.49,0.41,0.42,0.45,0.41,0.36,0.36,0.34,0.33,0.37,0.34,0.32,0.31,0.3,0.26,0.31,0.37,0.3,0.27,0.34,0.26,0.28,0.25,0.25,0.23,0.24,0.26,0.21,0.2,0.26,0.25,0.22,0.22,0.23,0.25,0.18,0.18,0.2,0.18,0.0,0.15,0.17,0.19,0.18,0.19,0.18,0.17,0.17,0.16,0.11,0.12,0.16,0.18,0.14,0.17,0.13,0.17,0.14,0.16,0.16,0.13,0.16,0.14,0.15,0.14,0.13,0.12,0.13,0.13,0.15,0.11,0.14,0.12,0.13,0.11,0.11,0.1,0.12,0.12,0.12,0.1,0.08,0.1,0.1,0.08,0.1,0.09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.08,0.1,0.09,0.08,0.09,0.1,0.09,0.08,0.09,0.08,0.07,0.07,0.08,0.08,0.08,0.07,0.1,0.08,0.08,0.09,0.07,0.06,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.09,0.07,0.07,0.06,0.07,0.08,0.06,0.06,0.05,0.06,0.04,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.06,0.07,0.07,0.04,0.04,0.05,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.05,0.0,0.0,0.04,0.0,0.04,0.04,0.04,0.04,0.0,0.04,0.04,0.04,0.04,0.0,0.04,0.0,0.0,0.04,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.14
08/16/2021,16.12,12.12,5.81,6.11,5.15,5.09,3.55,2.07,2.2,1.83,1.57,1.58,1.57,1.35,1.11,0.93,0.9,0.86,0.79,0.75,0.76,0.69,0.64,0.78,0.44,0.51,0.47,0.49,0.38,0.39,0.45,0.4,0.36,0.35,0.34,0.32,0.37,0.34,0.31,0.31,0.3,0.25,0.29,0.37,0.3,0.26,0.34,0.26,0.29,0.26,0.25,0.23,0.24,0.26,0.21,0.19,0.26,0.26,0.21,0.22,0.23,0.24,0.17,0.19,0.19,0.18,0.0,0.15,0.17,0.19,0.18,0.19,0.18,0.17,0.17,0.15,0.11,0.12,0.16,0.18,0.14,0.16,0.13,0.17,0.14,0.16,0.16,0.12,0.17,0.14,0.15,0.14,0.13,0.12,0.13,0.13,0.15,0.11,0.15,0.12,0.13,0.1,0.11,0.1,0.12,0.13,0.11,0.1,0.09,0.1,0.1,0.08,0.09,0.09,0.1,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.07,0.09,0.09,0.08,0.09,0.1,0.09,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.07,0.1,0.08,0.08,0.09,0.07,0.06,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.09,0.07,0.07,0.06,0.07,0.08,0.06,0.06,0.05,0.06,0.04,0.06,0.06,0.05,0.05,0.06,0.06,0.06,0.06,0.07,0.07,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.0,0.04,0.0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.08
08/17/2021,16.22,12.1,5.77,6.1,5.16,5.08,3.59,2.07,2.2,1.85,1.57,1.58,1.57,1.35,1.11,0.93,0.9,0.86,0.79,0.75,0.79,0.69,0.64,0.79,0.44,0.5,0.47,0.49,0.38,0.39,0.44,0.4,0.35,0.35,0.34,0.31,0.37,0.34,0.31,0.31,0.3,0.25,0.29,0.37,0.3,0.26,0.34,0.26,0.29,0.27,0.24,0.23,0.24,0.26,0.21,0.2,0.26,0.26,0.21,0.22,0.23,0.23,0.17,0.19,0.19,0.18,0.0,0.15,0.17,0.19,0.18,0.19,0.18,0.17,0.17,0.15,0.11,0.12,0.15,0.19,0.14,0.16,0.13,0.17,0.14,0.16,0.16,0.12,0.17,0.14,0.15,0.14,0.13,0.12,0.13,0.13,0.15,0.11,0.15,0.12,0.13,0.11,0.1,0.1,0.12,0.13,0.11,0.1,0.09,0.1,0.1,0.08,0.09,0.09,0.1,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.07,0.09,0.09,0.08,0.09,0.1,0.09,0.08,0.08,0.08,0.07,0.07,0.08,0.08,0.08,0.07,0.1,0.08,0.08,0.09,0.07,0.06,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.09,0.07,0.07,0.06,0.07,0.08,0.06,0.06,0.05,0.06,0.04,0.06,0.06,0.05,0.05,0.06,0.06,0.06,0.06,0.07,0.07,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.0,0.04,0.0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0,0.0,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.15
08/18/2021,16.22,12.1,5.77,6.1,5.16,5.08,3.59,2.07,2.2,1.85,1.57,1.58,1.57,1.35,1.11,0.93,0.9,0.86,0.79,0.75,0.79,0.69,0.64,0.79,0.44,0.5,0.47,0.49,0.38,0.39,0.44,0.4,0.35,0.35,0.34,0.31,0.37,0.34,0.31,0.31,0.3,0.25,0.29,0.37,0.3,0.26,0.34,0.26,0.29,0.27,0.24,0.23,0.24,0.26,0.21,0.2,0.26,0.26,0.21,0.22,0.23,0.23,0.17,0.19,0.19,0.18,0.0,0.15,0.17,0.19,0.18,0.19,0.18,0.17,0.17,0.15,0.11,0.12,0.15,0.19,0.14,0.16,0.13,0.17,0.14,0.16,0.16,0.12,0.17,0.14,0.15,0.14,0.13,0.12,0.13,0.13,0.15,0.11,0.15,0.12,0.13,0.11,0.1,0.1,0.12,0.13,0.11,0.1,0.09,0.1,0.1,0.08,0.09,0.09,0.1,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.07,0.09,0.09,0.08,0.09,0.1,0.09,0.08,0.08,0.08,0.07,0.07,0.08,0.08,0.08,0.07,0.1,0.08,0.08,0.09,0.07,0.06,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.09,0.07,0.07,0.06,0.07,0.08,0.06,0.06,0.05,0.06,0.04,0.06,0.06,0.05,0.05,0.06,0.06,0.06,0.06,0.07,0.07,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.0,0.04,0.0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0,0.0,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.15
08/19/2021,16.29,12.24,5.77,6.14,5.17,5.09,3.54,2.09,2.19,1.83,1.59,1.58,1.56,1.35,1.13,0.93,0.89,0.86,0.79,0.75,0.77,0.69,0.65,0.79,0.44,0.49,0.47,0.48,0.38,0.39,0.43,0.39,0.34,0.33,0.34,0.3,0.37,0.34,0.3,0.31,0.3,0.25,0.29,0.35,0.3,0.25,0.34,0.26,0.29,0.28,0.24,0.23,0.24,0.26,0.21,0.19,0.26,0.26,0.21,0.22,0.23,0.22,0.17,0.18,0.19,0.18,0.0,0.14,0.17,0.19,0.17,0.19,0.18,0.17,0.17,0.15,0.11,0.12,0.15,0.19,0.14,0.16,0.13,0.17,0.14,0.16,0.16,0.12,0.17,0.14,0.15,0.14,0.13,0.12,0.13,0.13,0.15,0.11,0.15,0.12,0.13,0.1,0.1,0.1,0.12,0.13,0.11,0.1,0.09,0.1,0.1,0.08,0.1,0.09,0.1,0.1,0.1,0.11,0.09,0.1,0.1,0.1,0.07,0.09,0.09,0.08,0.09,0.1,0.08,0.08,0.08,0.08,0.07,0.07,0.08,0.08,0.08,0.07,0.1,0.09,0.07,0.09,0.07,0.06,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.09,0.07,0.07,0.06,0.07,0.08,0.06,0.06,0.05,0.06,0.04,0.06,0.06,0.05,0.05,0.06,0.06,0.06,0.06,0.07,0.07,0.04,0.04,0.05,0.04,0.05,0.05,0.05,0.05,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.04,0.0,0.04,0.0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0,0.0,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.21
08/20/2021,16.36,12.28,5.73,6.06,5.15,5.07,3.48,2.1,2.21,1.83,1.56,1.59,1.57,1.37,1.14,0.93,0.9,0.85,0.78,0.75,0.77,0.68,0.64,0.79,0.45,0.49,0.47,0.48,0.38,0.39,0.43,0.39,0.34,0.33,0.34,0.3,0.37,0.34,0.3,0.31,0.3,0.25,0.29,0.35,0.3,0.25,0.33,0.26,0.29,0.27,0.24,0.23,0.24,0.26,0.21,0.19,0.26,0.26,0.21,0.22,0.23,0.22,0.17,0.19,0.19,0.18,0.0,0.14,0.17,0.19,0.18,0.19,0.18,0.17,0.16,0.15,0.11,0.12,0.15,0.19,0.14,0.16,0.13,0.17,0.14,0.16,0.16,0.12,0.17,0.14,0.15,0.15,0.13,0.12,0.13,0.13,0.15,0.11,0.15,0.12,0.13,0.1,0.11,0.1,0.12,0.13,0.11,0.1,0.09,0.1,0.1,0.08,0.1,0.09,0.1,0.1,0.1,0.11,0.09,0.1,0.1,0.1,0.07,0.09,0.09,0.08,0.09,0.1,0.08,0.09,0.08,0.08,0.06,0.08,0.07,0.08,0.08,0.07,0.1,0.09,0.08,0.09,0.07,0.06,0.06,0.08,0.07,0.07,0.07,0.07,0.07,0.09,0.07,0.08,0.06,0.07,0.08,0.06,0.05,0.05,0.06,0.04,0.06,0.06,0.05,0.05,0.06,0.06,0.07,0.06,0.07,0.07,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.04,0.0,0.04,0.0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0,0.0,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.16
08/23/2021,16.64,12.05,5.66,6.04,5.14,5.08,3.56,2.09,2.23,1.88,1.56,1.57,1.61,1.34,1.14,0.91,0.91,0.85,0.78,0.77,0.75,0.66,0.64,0.8,0.47,0.49,0.47,0.49,0.38,0.39,0.42,0.39,0.34,0.34,0.33,0.29,0.37,0.36,0.3,0.31,0.3,0.24,0.29,0.35,0.3,0.25,0.33,0.26,0.31,0.27,0.24,0.23,0.24,0.26,0.21,0.19,0.26,0.26,0.21,0.22,0.23,0.22,0.16,0.18,0.19,0.18,0.0,0.14,0.16,0.19,0.18,0.19,0.18,0.17,0.16,0.15,0.1,0.12,0.15,0.19,0.15,0.16,0.13,0.17,0.14,0.16,0.16,0.12,0.17,0.14,0.15,0.15,0.13,0.12,0.13,0.13,0.15,0.11,0.14,0.12,0.13,0.1,0.1,0.1,0.12,0.13,0.11,0.1,0.09,0.1,0.1,0.08,0.1,0.09,0.1,0.1,0.09,0.11,0.09,0.1,0.1,0.1,0.07,0.09,0.09,0.08,0.09,0.1,0.08,0.09,0.08,0.08,0.06,0.08,0.07,0.08,0.07,0.08,0.1,0.09,0.07,0.09,0.07,0.06,0.06,0.07,0.07,0.07,0.07,0.07,0.07,0.09,0.07,0.07,0.06,0.07,0.08,0.06,0.05,0.05,0.06,0.04,0.06,0.06,0.05,0.04,0.06,0.06,0.06,0.05,0.07,0.07,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.04,0.0,0.04,0.0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0,0.0,0.04,0.0,0.0,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.17
08/24/2021,16.85,12.01,5.6,6.03,5.14,5.07,3.69,2.06,2.23,1.88,1.56,1.54,1.62,1.33,1.14,0.9,0.92,0.84,0.77,0.76,0.75,0.66,0.63,0.79,0.47,0.49,0.46,0.49,0.37,0.38,0.43,0.39,0.33,0.34,0.33,0.29,0.36,0.35,0.29,0.31,0.3,0.24,0.28,0.35,0.3,0.25,0.33,0.26,0.31,0.27,0.23,0.22,0.24,0.27,0.2,0.19,0.26,0.26,0.21,0.21,0.23,0.22,0.16,0.19,0.19,0.18,0.0,0.14,0.16,0.18,0.17,0.18,0.18,0.17,0.16,0.15,0.1,0.12,0.15,0.18,0.14,0.16,0.13,0.18,0.14,0.16,0.16,0.12,0.17,0.14,0.15,0.15,0.13,0.12,0.13,0.13,0.15,0.11,0.15,0.12,0.13,0.1,0.1,0.1,0.12,0.13,0.11,0.1,0.09,0.1,0.1,0.08,0.1,0.08,0.1,0.1,0.09,0.11,0.09,0.1,0.1,0.1,0.07,0.09,0.09,0.08,0.09,0.1,0.08,0.09,0.08,0.08,0.06,0.08,0.07,0.08,0.07,0.08,0.1,0.08,0.07,0.09,0.07,0.06,0.06,0.07,0.07,0.07,0.07,0.07,0.07,0.09,0.07,0.07,0.06,0.07,0.08,0.06,0.05,0.05,0.06,0.04,0.06,0.06,0.05,0.05,0.06,0.06,0.06,0.05,0.07,0.07,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.0,0.04,0.0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.0,0.0,0.04,0.0,0.0,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.15
08/25/2021,16.85,12.01,5.6,6.03,5.14,5.07,3.69,2.06,2.23,1.88,1.56,1.54,1.62,1.33,1.14,0.9,0.92,0.84,0.77,0.76,0.75,0.66,0.63,0.79,0.47,0.49,0.46,0.49,0.37,0.38,0.43,0.39,0.33,0.34,0.33,0.29,0.36,0.35,0.29,0.31,0.3,0.24,0.28,0.35,0.3,0.25,0.33,0.26,0.31,0.27,0.23,0.22,0.24,0.27,0.2,0.19,0.26,0.26,0.21,0.21,0.23,0.22,0.16,0.19,0.19,0.18,0.0,0.14,0.16,0.18,0.17,0.18,0.18,0.17,0.16,0.15,0.1,0.12,0.15,0.18,0.14,0.16,0.13,0.18,0.14,0.16,0.16,0.12,0.17,0.14,0.15,0.15,0.13,0.12,0.13,0.13,0.15,0.11,0.15,0.12,0.13,0.1,0.1,0.1,0.12,0.13,0.11,0.1,0.09,0.1,0.1,0.08,0.1,0.08,0.1,0.1,0.09,0.11,0.09,0.1,0.1,0.1,0.07,0.09,0.09,0.08,0.09,0.1,0.08,0.09,0.08,0.08,0.06,0.08,0.07,0.08,0.07,0.08,0.1,0.08,0.07,0.09,0.07,0.06,0.06,0.07,0.07,0.07,0.07,0.07,0.07,0.09,0.07,0.07,0.06,0.07,0.08,0.06,0.05,0.05,0.06,0.04,0.06,0.06,0.05,0.05,0.06,0.06,0.06,0.05,0.07,0.07,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.0,0.04,0.0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.0,0.0,0.04,0.0,0.0,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.15
08/26/2021,16.63,11.97,5.64,6.01,5.17,5.1,3.84,2.05,2.23,1.88,1.56,1.55,1.6,1.31,1.13,0.89,0.94,0.84,0.77,0.76,0.77,0.66,0.63,0.78,0.47,0.5,0.46,0.48,0.38,0.39,0.44,0.39,0.33,0.34,0.32,0.29,0.36,0.35,0.3,0.32,0.3,0.24,0.28,0.35,0.31,0.25,0.34,0.26,0.31,0.27,0.24,0.23,0.23,0.27,0.2,0.19,0.26,0.25,0.22,0.22,0.23,0.22,0.16,0.18,0.19,0.18,0.0,0.14,0.16,0.18,0.17,0.18,0.18,0.17,0.16,0.15,0.1,0.12,0.15,0.18,0.15,0.16,0.13,0.17,0.14,0.16,0.16,0.12,0.17,0.14,0.15,0.14,0.13,0.12,0.13,0.13,0.15,0.11,0.15,0.12,0.12,0.1,0.1,0.1,0.12,0.12,0.11,0.1,0.09,0.1,0.1,0.08,0.1,0.08,0.1,0.1,0.09,0.11,0.09,0.1,0.1,0.1,0.07,0.09,0.09,0.08,0.09,0.1,0.08,0.09,0.08,0.08,0.06,0.08,0.07,0.08,0.07,0.08,0.1,0.08,0.07,0.09,0.07,0.06,0.06,0.07,0.07,0.07,0.07,0.07,0.07,0.09,0.07,0.07,0.06,0.07,0.08,0.06,0.05,0.05,0.06,0.04,0.06,0.06,0.05,0.05,0.06,0.06,0.06,0.05,0.07,0.07,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.04,0.0,0.04,0.0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0,0.0,0.04,0.0,0.0,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.13
08/27/2021,14.78,12.25,5.7,5.56,4.93,4.84,3.79,2.32,2.23,1.86,1.8,1.71,1.62,1.26,1.12,0.99,0.94,0.84,0.78,0.9,0.76,0.76,0.63,0.77,0.47,0.66,0.45,0.49,0.38,0.39,0.56,0.39,0.54,0.37,0.32,0.29,0.36,0.35,0.31,0.39,0.29,0.3,0.28,0.36,0.31,0.25,0.33,0.3,0.31,0.26,0.23,0.33,0.23,0.27,0.27,0.19,0.25,0.26,0.22,0.21,0.23,0.22,0.16,0.19,0.19,0.18,0.0,0.15,0.16,0.18,0.17,0.18,0.18,0.17,0.16,0.15,0.1,0.13,0.15,0.31,0.15,0.16,0.13,0.17,0.14,0.17,0.16,0.12,0.16,0.14,0.15,0.14,0.13,0.12,0.13,0.13,0.15,0.11,0.15,0.12,0.12,0.1,0.1,0.1,0.13,0.12,0.11,0.31,0.09,0.1,0.1,0.08,0.1,0.08,0.1,0.22,0.09,0.1,0.09,0.1,0.1,0.1,0.07,0.09,0.09,0.08,0.09,0.1,0.08,0.09,0.08,0.08,0.07,0.08,0.07,0.08,0.07,0.08,0.1,0.08,0.07,0.09,0.07,0.06,0.06,0.07,0.07,0.07,0.07,0.07,0.07,0.09,0.07,0.07,0.06,0.07,0.08,0.06,0.06,0.05,0.0,0.0,0.06,0.05,0.05,0.05,0.06,0.06,0.06,0.05,0.07,0.08,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.05,0.0,0.04,0.0,0.04,0.0,0.04,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.08,0.08,0.08,0.07,0.07,0.07,99.19
08/30/2021,14.67,12.13,5.74,5.57,4.95,4.85,3.85,2.3,2.22,1.93,1.77,1.68,1.63,1.27,1.13,0.99,0.94,0.85,0.77,0.9,0.76,0.75,0.63,0.78,0.47,0.65,0.45,0.45,0.38,0.39,0.54,0.4,0.54,0.39,0.32,0.29,0.36,0.35,0.32,0.4,0.3,0.31,0.28,0.36,0.31,0.25,0.34,0.31,0.31,0.28,0.23,0.35,0.23,0.27,0.27,0.18,0.26,0.25,0.22,0.36,0.24,0.22,0.16,0.19,0.19,0.18,0.0,0.14,0.16,0.18,0.17,0.18,0.17,0.17,0.17,0.15,0.11,0.12,0.16,0.3,0.0,0.16,0.13,0.17,0.14,0.17,0.16,0.12,0.17,0.14,0.15,0.14,0.13,0.12,0.13,0.13,0.15,0.11,0.15,0.13,0.13,0.1,0.1,0.1,0.13,0.13,0.1,0.32,0.09,0.1,0.1,0.08,0.1,0.08,0.1,0.22,0.09,0.1,0.09,0.1,0.1,0.1,0.07,0.09,0.09,0.08,0.09,0.1,0.08,0.09,0.08,0.08,0.06,0.08,0.07,0.08,0.07,0.08,0.1,0.08,0.07,0.1,0.07,0.06,0.06,0.07,0.07,0.07,0.07,0.07,0.07,0.09,0.07,0.07,0.06,0.07,0.08,0.06,0.06,0.05,0.0,0.04,0.06,0.05,0.05,0.05,0.06,0.06,0.06,0.05,0.07,0.08,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.04,0.0,0.04,0.04,0.04,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.08,0.08,0.08,0.07,0.07,0.08,99.23000000000002
08/31/2021,14.53,12.08,5.73,5.63,4.99,4.88,3.91,2.29,2.22,1.89,1.78,1.67,1.6,1.26,1.13,0.98,0.95,0.86,0.78,0.91,0.78,0.76,0.63,0.47,0.47,0.65,0.45,0.45,0.38,0.4,0.55,0.4,0.55,0.39,0.32,0.29,0.36,0.35,0.32,0.43,0.3,0.3,0.29,0.36,0.3,0.25,0.34,0.31,0.32,0.28,0.23,0.35,0.23,0.27,0.27,0.18,0.26,0.25,0.22,0.35,0.24,0.22,0.16,0.2,0.2,0.18,0.0,0.15,0.16,0.18,0.17,0.18,0.17,0.17,0.17,0.15,0.11,0.13,0.16,0.31,0.0,0.16,0.13,0.17,0.14,0.18,0.16,0.12,0.17,0.13,0.15,0.14,0.13,0.11,0.13,0.13,0.15,0.11,0.15,0.12,0.13,0.1,0.09,0.1,0.13,0.13,0.11,0.32,0.09,0.11,0.1,0.08,0.1,0.08,0.1,0.22,0.09,0.1,0.1,0.1,0.1,0.1,0.07,0.09,0.08,0.08,0.09,0.1,0.08,0.09,0.08,0.08,0.06,0.08,0.07,0.08,0.07,0.08,0.1,0.08,0.07,0.09,0.07,0.06,0.06,0.07,0.07,0.07,0.07,0.07,0.07,0.09,0.07,0.07,0.06,0.07,0.08,0.06,0.06,0.05,0.0,0.0,0.06,0.05,0.05,0.05,0.06,0.06,0.06,0.06,0.07,0.08,0.0,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.0,0.0,0.04,0.0,0.04,0.04,0.04,0.04,0.0,0.04,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.08,0.08,0.08,0.07,0.07,0.08,98.99
09/01/2021,14.53,12.08,5.73,5.63,4.99,4.88,3.91,2.29,2.22,1.89,1.78,1.67,1.6,1.26,1.13,0.98,0.95,0.86,0.78,0.91,0.78,0.76,0.63,0.47,0.47,0.65,0.45,0.45,0.38,0.4,0.55,0.4,0.55,0.39,0.32,0.29,0.36,0.35,0.32,0.43,0.3,0.3,0.29,0.36,0.3,0.25,0.34,0.31,0.32,0.28,0.23,0.35,0.23,0.27,0.27,0.18,0.26,0.25,0.22,0.35,0.24,0.22,0.16,0.2,0.2,0.18,0.0,0.15,0.16,0.18,0.17,0.18,0.17,0.17,0.17,0.15,0.11,0.13,0.16,0.31,0.0,0.16,0.13,0.17,0.14,0.18,0.16,0.12,0.17,0.13,0.15,0.14,0.13,0.11,0.13,0.13,0.15,0.11,0.15,0.12,0.13,0.1,0.09,0.1,0.13,0.13,0.11,0.32,0.09,0.11,0.1,0.08,0.1,0.08,0.1,0.22,0.09,0.1,0.1,0.1,0.1,0.1,0.07,0.09,0.08,0.08,0.09,0.1,0.08,0.09,0.08,0.08,0.06,0.08,0.07,0.08,0.07,0.08,0.1,0.08,0.07,0.09,0.07,0.06,0.06,0.07,0.07,0.07,0.07,0.07,0.07,0.09,0.07,0.07,0.06,0.07,0.08,0.06,0.06,0.05,0.0,0.0,0.06,0.05,0.05,0.05,0.06,0.06,0.06,0.06,0.07,0.08,0.0,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.0,0.0,0.04,0.0,0.04,0.04,0.04,0.04,0.0,0.04,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.08,0.08,0.08,0.07,0.07,0.08,98.99
