,700.HK,3690.HK,BIDU,2382.HK,BILI,GDS,TME,268.HK,1024.HK,601012 C1,772.HK,ATHM,YY,WB,KC,1347.HK,909.HK,000725 C2,MOMO,603501 C1,696.HK,DADA,300782 C2,002371 C2,600703 C1,002230 C2,OCFT,002027 C2,900926 CH,603986 C1,002129 C2,600588 C1,002049 C2,600570 C1,300408 C2,3396.HK,600584 C1,688008 C1,002600 C2,300316 C2,300496 C2,002414 C2,300033 C2,600183 C1,300661 C2,688002 C1,300751 C2,200725 CH,002185 C2,000066 C2,600845 C1,300223 C2,000977 C2,603019 C1,300454 C2,300253 C2,002153 C2,600392 C1,300001 C2,002156 C2,000050 C2,300724 C2,000938 C2,002008 C2,002938 C2,600536 C1,002841 C2,000021 C2,AGPXX,002463 C2,300115 C2,002065 C2,002456 C2,300458 C2,002028 C2,002056 C2,300383 C2,002212 C2,300296 C2,603160 C1,002916 C2,300376 C2,000997 C2,603000 C1,002273 C2,000062 C2,002373 C2,300212 C2,002268 C2,300017 C2,300188 C2,601231 C1,600446 C1,300166 C2,002368 C2,300085 C2,300369 C2,002635 C2,300002 C2,300113 C2,603228 C1,002195 C2,300078 C2,603927 C1,300010 C2,-China Yua,-HongKong,Cash/Receivables/Payables,n/a,700 HK,2382 HK,3690 HK,268 HK,772 HK,1024 HK,1347 HK,909 HK,696 HK,3396 HK,SUM
08/25/2021,8.96,7.12,7.4,8.46,5.27,3.17,2.43,4.41,1.64,3.37,2.35,1.68,1.81,2.03,1.72,1.94,1.46,1.52,1.34,1.23,1.13,0.91,0.98,1.43,1.3,0.9,0.37,0.82,1.04,0.88,1.1,0.93,1.03,0.61,0.56,0.56,0.49,0.52,0.39,0.62,0.38,0.53,0.46,0.45,0.64,0.42,0.54,0.33,0.27,0.36,0.37,0.46,0.35,0.34,0.33,0.23,0.21,0.32,0.24,0.21,0.26,0.49,0.27,0.25,0.22,0.2,0.22,0.2,0.13,0.18,0.16,0.17,0.16,0.16,0.18,0.19,0.18,0.16,0.21,0.16,0.13,0.2,0.13,0.11,0.13,0.11,0.13,0.15,0.22,0.12,0.12,0.09,0.1,0.08,0.1,0.09,0.11,0.07,0.08,0.06,0.07,0.05,0.05,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
08/26/2021,8.85,6.96,7.43,8.38,5.38,3.26,2.55,4.59,1.63,3.34,2.32,1.7,1.84,2.01,1.7,1.92,1.44,1.47,1.34,1.26,1.12,0.91,0.94,1.5,1.32,0.91,0.36,0.86,1.03,0.84,1.14,0.93,1.05,0.62,0.55,0.54,0.48,0.52,0.38,0.62,0.37,0.53,0.46,0.44,0.63,0.41,0.59,0.32,0.27,0.35,0.38,0.45,0.34,0.34,0.33,0.23,0.21,0.33,0.24,0.21,0.26,0.47,0.26,0.25,0.21,0.2,0.2,0.19,0.12,0.18,0.16,0.17,0.16,0.16,0.19,0.19,0.17,0.16,0.21,0.15,0.13,0.19,0.13,0.11,0.13,0.11,0.13,0.14,0.23,0.12,0.12,0.09,0.1,0.08,0.09,0.09,0.12,0.07,0.08,0.06,0.07,0.05,0.05,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
08/27/2021,9.13,7.5,7.65,8.07,5.7,3.27,2.73,4.65,1.78,3.3,2.26,1.71,1.95,2.02,1.76,1.87,1.46,1.38,1.33,1.18,1.09,0.97,0.95,1.4,1.26,0.85,0.37,0.83,0.99,0.86,1.09,0.88,0.99,0.59,0.52,0.52,0.45,0.49,0.36,0.58,0.35,0.49,0.45,0.41,0.62,0.4,0.56,0.3,0.26,0.33,0.37,0.44,0.32,0.32,0.3,0.22,0.2,0.31,0.22,0.2,0.25,0.43,0.25,0.24,0.2,0.19,0.19,0.18,0.05,0.17,0.15,0.16,0.15,0.15,0.18,0.18,0.17,0.15,0.19,0.14,0.13,0.19,0.13,0.11,0.12,0.11,0.12,0.14,0.24,0.11,0.11,0.09,0.09,0.08,0.09,0.08,0.11,0.06,0.07,0.05,0.07,0.05,0.04,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
08/31/2021,9.17,7.73,7.69,8.07,5.57,3.02,2.61,4.62,1.61,3.62,2.18,1.67,2.23,1.84,1.82,1.95,1.23,1.42,1.38,1.19,1.16,0.97,0.88,1.43,1.21,0.86,0.35,0.8,1.0,0.86,1.17,0.85,1.03,0.56,0.52,0.53,0.44,0.49,0.36,0.68,0.34,0.47,0.45,0.42,0.56,0.4,0.58,0.3,0.26,0.31,0.37,0.42,0.32,0.31,0.3,0.22,0.19,0.32,0.25,0.2,0.24,0.45,0.24,0.25,0.2,0.18,0.19,0.18,0.05,0.16,0.15,0.17,0.15,0.15,0.18,0.19,0.17,0.16,0.19,0.14,0.12,0.2,0.12,0.11,0.13,0.11,0.12,0.16,0.29,0.11,0.12,0.09,0.09,0.08,0.09,0.08,0.11,0.06,0.07,0.05,0.07,0.05,0.04,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.09
09/01/2021,9.17,7.73,7.69,8.07,5.57,3.02,2.61,4.62,1.61,3.62,2.18,1.67,2.23,1.84,1.82,1.95,1.23,1.42,1.38,1.19,1.16,0.97,0.88,1.43,1.21,0.86,0.35,0.8,1.0,0.86,1.17,0.85,1.03,0.56,0.52,0.53,0.44,0.49,0.36,0.68,0.34,0.47,0.45,0.42,0.56,0.4,0.58,0.3,0.26,0.31,0.37,0.42,0.32,0.31,0.3,0.22,0.19,0.32,0.25,0.2,0.24,0.45,0.24,0.25,0.2,0.18,0.19,0.18,0.05,0.16,0.15,0.17,0.15,0.15,0.18,0.19,0.17,0.16,0.19,0.14,0.12,0.2,0.12,0.11,0.13,0.11,0.12,0.16,0.29,0.11,0.12,0.09,0.09,0.08,0.09,0.08,0.11,0.06,0.07,0.05,0.07,0.05,0.04,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.09
09/02/2021,9.07,7.76,7.6,8.2,5.42,3.27,2.56,4.55,1.73,3.84,2.2,1.7,2.2,1.84,1.88,1.94,1.22,1.43,1.34,1.18,1.12,0.98,0.84,1.27,1.18,0.84,0.36,0.77,0.98,0.82,1.22,0.83,0.99,0.53,0.51,0.55,0.43,0.52,0.35,0.72,0.34,0.47,0.44,0.4,0.57,0.41,0.6,0.3,0.25,0.32,0.35,0.42,0.32,0.31,0.3,0.22,0.19,0.34,0.24,0.2,0.24,0.46,0.24,0.26,0.19,0.18,0.17,0.17,0.0,0.15,0.15,0.17,0.14,0.15,0.19,0.19,0.16,0.15,0.19,0.14,0.12,0.21,0.12,0.11,0.13,0.11,0.11,0.17,0.31,0.11,0.12,0.08,0.08,0.08,0.1,0.08,0.11,0.06,0.07,0.06,0.07,0.05,0.04,0.04,0.03,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
09/03/2021,9.11,8.23,7.57,8.32,5.7,3.32,2.58,4.55,1.83,3.44,2.19,1.76,2.19,1.84,1.95,1.89,1.25,1.4,1.34,1.04,1.14,0.99,0.8,1.25,1.15,0.83,0.38,0.75,0.96,0.72,1.16,0.78,0.96,0.51,0.48,0.54,0.43,0.51,0.34,0.71,0.32,0.46,0.44,0.38,0.53,0.39,0.57,0.3,0.25,0.31,0.34,0.38,0.31,0.29,0.28,0.22,0.18,0.35,0.24,0.19,0.23,0.45,0.22,0.24,0.19,0.17,0.15,0.17,0.4,0.15,0.15,0.17,0.14,0.14,0.18,0.18,0.15,0.15,0.18,0.13,0.11,0.2,0.12,0.1,0.12,0.1,0.11,0.16,0.29,0.1,0.11,0.08,0.08,0.07,0.09,0.08,0.12,0.06,0.07,0.05,0.06,0.05,0.04,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/06/2021,9.3,8.3,7.74,8.4,5.88,3.48,2.55,4.57,1.89,3.35,2.32,1.85,2.23,1.91,2.02,1.84,1.32,1.39,1.36,1.03,1.13,1.04,0.77,1.1,1.05,0.78,0.38,0.74,0.94,0.68,1.1,0.75,0.95,0.5,0.46,0.64,0.41,0.48,0.34,0.7,0.31,0.44,0.46,0.37,0.5,0.37,0.5,0.29,0.24,0.3,0.35,0.36,0.3,0.29,0.26,0.22,0.19,0.31,0.23,0.19,0.23,0.39,0.22,0.23,0.19,0.17,0.14,0.16,0.0,0.15,0.14,0.17,0.14,0.14,0.18,0.19,0.16,0.15,0.18,0.13,0.11,0.15,0.13,0.11,0.12,0.11,0.11,0.15,0.29,0.1,0.1,0.09,0.09,0.07,0.1,0.08,0.11,0.06,0.07,0.05,0.06,0.05,0.04,0.04,0.03,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.08
09/07/2021,0.0,0.0,7.82,0.0,6.08,3.56,2.6,0.0,0.0,3.27,0.0,1.83,2.22,1.95,2.04,0.0,0.0,1.39,1.35,1.0,0.0,1.06,0.76,1.15,1.05,0.78,0.37,0.75,0.95,0.69,1.06,0.76,0.93,0.56,0.47,0.0,0.42,0.48,0.35,0.68,0.31,0.45,0.45,0.37,0.51,0.35,0.48,0.29,0.24,0.29,0.36,0.37,0.31,0.29,0.26,0.22,0.21,0.28,0.22,0.19,0.23,0.36,0.22,0.23,0.19,0.17,0.14,0.17,0.0,0.16,0.14,0.17,0.15,0.14,0.19,0.18,0.16,0.15,0.18,0.13,0.11,0.16,0.12,0.11,0.12,0.1,0.11,0.16,0.28,0.1,0.1,0.09,0.1,0.07,0.11,0.08,0.1,0.06,0.07,0.05,0.06,0.05,0.04,0.04,0.03,0.0,0.0,0.0,-0.11,9.2,8.36,8.06,4.51,2.31,1.94,1.88,1.36,1.17,0.68,100.07
09/08/2021,9.2,8.06,7.82,8.36,6.08,3.56,2.6,4.51,1.94,3.27,2.31,1.83,2.22,1.95,2.04,1.88,1.36,1.39,1.35,1.0,1.17,1.06,0.76,1.15,1.05,0.78,0.37,0.75,0.95,0.69,1.06,0.76,0.93,0.56,0.47,0.68,0.42,0.48,0.35,0.68,0.31,0.45,0.45,0.37,0.51,0.35,0.48,0.29,0.24,0.29,0.36,0.37,0.31,0.29,0.26,0.22,0.21,0.28,0.22,0.19,0.23,0.36,0.22,0.23,0.19,0.17,0.14,0.17,0.0,0.16,0.14,0.17,0.15,0.14,0.19,0.18,0.16,0.15,0.18,0.13,0.11,0.16,0.12,0.11,0.12,0.1,0.11,0.16,0.28,0.1,0.1,0.09,0.1,0.07,0.11,0.08,0.1,0.06,0.07,0.05,0.06,0.05,0.04,0.04,0.03,0.0,0.0,0.0,-0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.07
09/09/2021,9.2,8.06,7.82,8.36,6.08,3.56,2.6,4.51,1.94,3.27,2.31,1.83,2.22,1.95,2.04,1.88,1.36,1.39,1.35,1.0,1.17,1.06,0.76,1.15,1.05,0.78,0.37,0.75,0.95,0.69,1.06,0.76,0.93,0.56,0.47,0.68,0.42,0.48,0.35,0.68,0.31,0.45,0.45,0.37,0.51,0.35,0.48,0.29,0.24,0.29,0.36,0.37,0.31,0.29,0.26,0.22,0.21,0.28,0.22,0.19,0.23,0.36,0.22,0.23,0.19,0.17,0.14,0.17,0.0,0.16,0.14,0.17,0.15,0.14,0.19,0.18,0.16,0.15,0.18,0.13,0.11,0.16,0.12,0.11,0.12,0.1,0.11,0.16,0.28,0.1,0.1,0.09,0.1,0.07,0.11,0.08,0.1,0.06,0.07,0.05,0.06,0.05,0.04,0.04,0.03,0.0,0.0,0.0,-0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.07
09/10/2021,9.43,8.22,7.76,7.97,6.25,3.6,2.54,4.34,2.13,3.25,2.26,1.83,2.24,1.9,2.04,1.86,1.42,1.35,1.33,1.02,1.13,1.07,0.74,1.17,1.05,0.79,0.36,0.75,0.92,0.71,1.03,0.76,0.92,0.59,0.46,0.75,0.41,0.45,0.35,0.65,0.31,0.44,0.5,0.37,0.49,0.34,0.47,0.28,0.24,0.29,0.34,0.37,0.3,0.29,0.25,0.22,0.2,0.29,0.22,0.19,0.23,0.36,0.22,0.23,0.19,0.17,0.14,0.17,0.05,0.16,0.13,0.17,0.15,0.14,0.2,0.19,0.15,0.14,0.18,0.13,0.11,0.15,0.12,0.1,0.12,0.11,0.11,0.15,0.26,0.1,0.1,0.09,0.1,0.07,0.1,0.08,0.09,0.06,0.08,0.05,0.07,0.05,0.04,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.08
