,BIIB,ORCL,CHTR,EBAY,FTNT,ALL,HPQ,INTC,MCK,AMP,SYF,KSU,MOH,MAS,L,CTXS,DVA,EQH,SC,CSL,ATUS,SCI,ARW,JEF,CACC,VOYA,SLM,AMG,TOL,POST,FCNCA,HALO,JCOM,HLF,BPOP,AYI,LPX,SLG,CAR,GPK,TNL,MSTR,THG,DISCA,AM,FCN,XRX,ALSN,HRB,AR,PFSI,BHF,MUSA,AGO,SPB,NAVI,TRTN,DDS,COS.,EAF,TRN,NUS,GHC,TPH,SANM,MOG.A,FL2P.,AVYA,BALY,ARI,LGND,RILY,BSIG,AMCX,MTOR,CASH,LC,SBTA.,PRIM,EIG,WRLD,COWN,CAL,TBI,RFP,HMST,CTRN,HVT,ETH,MSGN,MBI,MSBI,LPG,CIO,DHIL,ACBI,WSBF,SGU,UVE,AGPXX,CATO,FRGI,PCSB,CVLG,FLXS,IMMR,ELVT,CARV,Cash/Receivables/Payables,CNO,FBC,SBGI,Carver Bancorp Inc,Interest/Overdraft,Securities Lending - Bnym,n/a,ETD,MOG/A,ZD,CCSI,CO2A.,SUM
08/26/2021,4.98,5.7,5.5,5.19,6.16,5.04,4.21,4.72,3.84,3.77,3.54,0.0,1.88,1.89,1.79,1.56,1.72,1.58,1.55,1.32,0.98,1.3,1.08,1.08,1.15,0.96,0.73,0.83,0.9,0.88,0.92,0.71,0.73,0.72,0.75,0.81,0.74,0.61,0.78,0.68,0.54,0.69,0.62,0.59,0.53,0.59,0.53,0.5,0.57,0.45,0.54,0.49,0.51,0.46,0.41,0.48,0.44,0.43,0.0,0.35,0.39,0.32,0.3,0.34,0.3,0.27,0.0,0.22,0.25,0.26,0.24,0.22,0.26,0.19,0.21,0.19,0.34,0.0,0.16,0.14,0.16,0.12,0.11,0.12,0.11,0.11,0.09,0.07,0.0,0.0,0.08,0.07,0.06,0.09,0.07,0.06,0.06,0.05,0.05,0.1,0.05,0.04,0.04,0.04,0.03,0.03,0.02,0.01,0.0,0.39,0.0,0.19,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,100.09
08/27/2021,5.01,5.65,5.46,5.15,5.99,5.01,4.25,4.76,3.79,3.8,3.57,0.0,1.91,1.9,1.79,1.56,1.71,1.62,1.56,1.32,0.96,1.28,1.08,1.09,1.16,0.96,0.72,0.84,0.92,0.88,0.93,0.7,0.74,0.72,0.76,0.81,0.76,0.61,0.78,0.69,0.57,0.68,0.61,0.59,0.53,0.6,0.54,0.5,0.57,0.46,0.54,0.5,0.51,0.46,0.41,0.49,0.44,0.44,0.0,0.35,0.39,0.32,0.3,0.35,0.3,0.27,0.0,0.21,0.25,0.26,0.24,0.22,0.26,0.18,0.21,0.2,0.35,0.0,0.17,0.14,0.16,0.12,0.12,0.11,0.11,0.11,0.1,0.07,0.0,0.0,0.08,0.07,0.06,0.09,0.07,0.06,0.06,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.03,0.03,0.02,0.01,0.0,0.39,0.0,0.19,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,100.06000000000002
08/31/2021,4.84,5.6,5.46,5.31,6.2,4.94,4.17,4.68,3.74,3.85,3.63,0.0,1.89,1.89,1.79,1.52,1.67,1.62,1.53,1.34,0.93,1.27,1.09,1.12,1.14,0.96,0.74,0.87,0.96,0.86,0.95,0.72,0.76,0.74,0.75,0.81,0.8,0.59,0.76,0.7,0.58,0.66,0.61,0.57,0.56,0.57,0.53,0.5,0.56,0.5,0.54,0.51,0.51,0.46,0.41,0.5,0.45,0.42,0.0,0.36,0.39,0.31,0.3,0.34,0.31,0.28,0.0,0.21,0.26,0.26,0.23,0.22,0.26,0.18,0.21,0.19,0.34,0.0,0.17,0.14,0.16,0.12,0.11,0.12,0.12,0.11,0.1,0.07,0.0,0.0,0.08,0.07,0.07,0.08,0.07,0.06,0.06,0.05,0.05,0.06,0.05,0.04,0.04,0.04,0.03,0.03,0.02,0.01,0.0,0.39,0.0,0.19,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,100.06
09/02/2021,4.87,5.63,5.53,5.41,6.29,4.86,4.31,4.71,3.75,3.81,3.46,0.0,1.87,1.9,1.77,1.54,1.68,1.6,1.54,1.35,0.91,1.27,1.09,1.1,1.14,0.95,0.72,0.86,0.95,0.86,0.95,0.72,0.75,0.73,0.74,0.8,0.81,0.58,0.76,0.7,0.57,0.66,0.61,0.57,0.55,0.58,0.52,0.5,0.56,0.5,0.54,0.5,0.51,0.45,0.41,0.49,0.45,0.41,0.0,0.36,0.39,0.31,0.3,0.34,0.31,0.28,0.0,0.21,0.26,0.26,0.24,0.22,0.26,0.18,0.21,0.19,0.33,0.0,0.17,0.14,0.15,0.12,0.12,0.12,0.12,0.1,0.1,0.07,0.0,0.0,0.07,0.07,0.06,0.08,0.07,0.06,0.06,0.05,0.05,0.07,0.05,0.04,0.04,0.04,0.03,0.03,0.02,0.01,0.0,0.39,0.0,0.19,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,100.06
09/03/2021,4.8,5.61,5.55,5.36,6.21,4.89,4.31,4.72,3.81,3.82,3.49,0.0,1.9,1.86,1.78,1.54,1.68,1.6,1.54,1.33,0.91,1.27,1.08,1.1,1.15,0.95,0.73,0.86,0.95,0.86,0.95,0.72,0.75,0.73,0.74,0.8,0.78,0.59,0.77,0.7,0.57,0.65,0.61,0.59,0.55,0.58,0.52,0.49,0.56,0.5,0.54,0.51,0.51,0.45,0.4,0.5,0.45,0.4,0.0,0.36,0.38,0.31,0.3,0.34,0.31,0.28,0.0,0.21,0.26,0.26,0.27,0.22,0.26,0.18,0.21,0.19,0.37,0.0,0.17,0.14,0.16,0.12,0.11,0.12,0.12,0.11,0.1,0.07,0.0,0.0,0.07,0.07,0.07,0.08,0.07,0.06,0.06,0.05,0.05,0.07,0.04,0.04,0.04,0.04,0.03,0.03,0.02,0.01,0.0,0.39,0.0,0.19,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,100.05
09/06/2021,4.74,5.64,5.56,5.32,6.17,4.83,4.28,4.68,3.85,3.82,3.38,0.0,1.92,1.89,1.76,1.55,1.71,1.61,1.52,1.32,0.93,1.3,1.06,1.09,1.3,0.95,0.72,0.84,0.95,0.86,0.96,0.73,0.75,0.74,0.73,0.77,0.78,0.59,0.8,0.71,0.57,0.65,0.61,0.59,0.58,0.57,0.54,0.51,0.57,0.56,0.53,0.5,0.51,0.44,0.4,0.49,0.45,0.41,0.0,0.36,0.38,0.3,0.3,0.34,0.31,0.28,0.0,0.21,0.25,0.26,0.28,0.22,0.26,0.17,0.21,0.19,0.37,0.0,0.17,0.14,0.16,0.12,0.12,0.12,0.12,0.1,0.1,0.07,0.0,0.0,0.07,0.07,0.07,0.08,0.07,0.06,0.06,0.05,0.05,0.09,0.04,0.04,0.04,0.04,0.03,0.03,0.02,0.01,0.0,0.38,0.0,0.18,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,100.05
09/07/2021,4.72,5.66,5.51,5.34,6.31,4.84,4.33,4.67,3.85,3.81,3.33,0.0,1.94,1.87,1.74,1.54,1.69,1.61,1.52,1.31,0.94,1.29,1.05,1.09,1.33,0.94,0.71,0.84,0.95,0.85,0.94,0.73,0.74,0.75,0.73,0.76,0.79,0.59,0.78,0.71,0.56,0.67,0.6,0.58,0.58,0.57,0.52,0.51,0.57,0.59,0.53,0.5,0.51,0.43,0.41,0.5,0.45,0.42,0.0,0.35,0.38,0.31,0.3,0.34,0.31,0.0,0.0,0.21,0.25,0.26,0.28,0.21,0.26,0.17,0.21,0.19,0.36,0.0,0.17,0.14,0.16,0.12,0.11,0.12,0.12,0.1,0.1,0.07,0.0,0.0,0.07,0.07,0.07,0.09,0.07,0.06,0.06,0.05,0.05,0.09,0.04,0.04,0.04,0.04,0.03,0.03,0.02,0.01,0.0,0.38,0.0,0.18,0.0,0.0,0.0,0.0,0.07,0.28,0.0,0.0,0.0,100.04
09/08/2021,4.72,5.66,5.51,5.34,6.31,4.84,4.33,4.67,3.85,3.81,3.33,0.0,1.94,1.87,1.74,1.54,1.69,1.61,1.52,1.31,0.94,1.29,1.05,1.09,1.33,0.94,0.71,0.84,0.95,0.85,0.94,0.73,0.74,0.75,0.73,0.76,0.79,0.59,0.78,0.71,0.56,0.67,0.6,0.58,0.58,0.57,0.52,0.51,0.57,0.59,0.53,0.5,0.51,0.43,0.41,0.5,0.45,0.42,0.0,0.35,0.38,0.31,0.3,0.34,0.31,0.28,0.0,0.21,0.25,0.26,0.28,0.21,0.26,0.17,0.21,0.19,0.36,0.0,0.17,0.14,0.16,0.12,0.11,0.12,0.12,0.1,0.1,0.07,0.0,0.0,0.07,0.07,0.07,0.09,0.07,0.06,0.06,0.05,0.05,0.09,0.04,0.04,0.04,0.04,0.03,0.03,0.02,0.01,0.0,0.38,0.0,0.18,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,100.04
09/10/2021,4.7,5.66,5.52,5.29,6.28,4.81,4.21,4.75,3.89,3.83,3.32,0.0,1.92,1.83,1.77,1.57,1.7,1.61,1.55,1.3,0.91,1.29,1.05,1.11,1.3,0.95,0.71,0.83,0.96,0.84,0.96,0.75,0.74,0.77,0.73,0.76,0.79,0.6,0.8,0.71,0.58,0.62,0.61,0.58,0.59,0.57,0.51,0.5,0.57,0.59,0.53,0.51,0.51,0.44,0.41,0.51,0.45,0.42,0.0,0.37,0.38,0.31,0.3,0.34,0.32,0.28,0.0,0.21,0.26,0.26,0.27,0.22,0.26,0.17,0.21,0.19,0.38,0.0,0.18,0.14,0.16,0.12,0.11,0.12,0.12,0.1,0.1,0.07,0.0,0.0,0.07,0.07,0.07,0.09,0.07,0.06,0.06,0.05,0.05,0.1,0.04,0.04,0.04,0.04,0.03,0.03,0.02,0.01,0.0,0.38,0.0,0.18,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,100.09
09/14/2021,4.38,5.83,5.52,5.23,6.32,4.9,4.19,4.85,3.91,3.85,3.43,0.0,1.84,1.88,1.75,1.66,1.63,1.58,1.58,1.29,0.91,1.3,1.05,1.13,1.23,0.96,0.72,0.83,0.94,0.85,0.95,0.73,0.76,0.79,0.74,0.77,0.8,0.58,0.75,0.71,0.59,0.6,0.6,0.55,0.6,0.58,0.5,0.49,0.56,0.6,0.53,0.49,0.5,0.44,0.49,0.52,0.44,0.41,0.0,0.36,0.39,0.3,0.3,0.32,0.32,0.28,0.0,0.21,0.25,0.26,0.28,0.21,0.26,0.18,0.2,0.2,0.36,0.0,0.17,0.14,0.17,0.12,0.11,0.12,0.12,0.1,0.09,0.07,0.0,0.0,0.07,0.07,0.06,0.09,0.07,0.06,0.06,0.05,0.05,0.1,0.04,0.04,0.04,0.04,0.03,0.03,0.02,0.01,0.0,0.38,0.0,0.17,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,100.06
09/16/2021,4.38,5.74,5.53,5.2,6.0,4.94,4.22,4.92,3.94,3.87,3.5,0.0,1.9,1.88,1.76,1.67,1.64,1.59,1.57,1.29,0.93,1.29,1.05,1.13,1.25,0.96,0.72,0.83,0.93,0.85,0.94,0.72,0.76,0.79,0.74,0.76,0.78,0.58,0.78,0.7,0.6,0.62,0.6,0.57,0.61,0.57,0.5,0.5,0.56,0.62,0.54,0.49,0.5,0.44,0.5,0.52,0.43,0.42,0.0,0.37,0.38,0.29,0.3,0.32,0.32,0.29,0.0,0.2,0.24,0.26,0.27,0.21,0.27,0.18,0.2,0.2,0.35,0.0,0.17,0.14,0.17,0.12,0.11,0.12,0.11,0.1,0.09,0.07,0.0,0.0,0.07,0.07,0.06,0.09,0.07,0.06,0.06,0.05,0.05,0.1,0.04,0.04,0.04,0.04,0.03,0.03,0.02,0.01,0.0,0.39,0.0,0.18,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,100.05
09/17/2021,4.37,5.67,5.4,5.2,6.18,4.98,4.17,4.96,3.97,3.89,3.49,0.0,1.93,1.88,1.76,1.71,1.64,1.58,1.6,1.28,0.92,1.31,1.04,1.14,1.25,0.96,0.71,0.83,0.92,0.87,0.93,0.74,0.77,0.64,0.73,0.76,0.78,0.6,0.79,0.7,0.61,0.61,0.6,0.56,0.61,0.58,0.5,0.5,0.56,0.61,0.55,0.48,0.49,0.44,0.5,0.52,0.43,0.43,0.0,0.36,0.38,0.27,0.3,0.33,0.33,0.29,0.0,0.21,0.24,0.26,0.28,0.21,0.27,0.18,0.2,0.2,0.35,0.0,0.17,0.14,0.17,0.12,0.11,0.12,0.1,0.1,0.08,0.07,0.0,0.0,0.07,0.07,0.06,0.09,0.07,0.06,0.06,0.05,0.05,0.1,0.04,0.04,0.04,0.04,0.03,0.03,0.02,0.01,0.0,0.39,0.0,0.18,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,100.05
09/20/2021,4.37,5.66,5.36,5.38,6.18,4.9,4.19,4.94,4.0,3.91,3.52,0.0,1.96,1.84,1.76,1.72,1.6,1.57,1.58,1.28,0.88,1.3,1.06,1.12,1.22,0.95,0.72,0.83,0.95,0.86,0.9,0.75,0.77,0.63,0.74,0.77,0.78,0.59,0.86,0.69,0.6,0.61,0.59,0.57,0.62,0.58,0.5,0.49,0.56,0.64,0.54,0.48,0.53,0.44,0.5,0.52,0.43,0.43,0.0,0.36,0.37,0.26,0.29,0.33,0.32,0.28,0.0,0.2,0.24,0.26,0.28,0.21,0.26,0.18,0.2,0.21,0.34,0.0,0.17,0.14,0.16,0.12,0.11,0.12,0.1,0.1,0.08,0.07,0.0,0.0,0.07,0.07,0.06,0.09,0.07,0.06,0.06,0.05,0.05,0.07,0.04,0.04,0.04,0.04,0.03,0.03,0.02,0.01,0.0,0.39,0.0,0.18,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,100.03
09/21/2021,4.4,5.63,5.37,5.36,6.11,4.9,4.16,4.9,4.02,3.9,3.52,0.0,2.03,1.82,1.75,1.73,1.61,1.56,1.58,1.3,0.88,1.3,1.04,1.13,1.22,0.94,0.73,0.84,0.97,0.86,0.9,0.75,0.75,0.66,0.74,0.76,0.78,0.59,0.83,0.68,0.61,0.6,0.59,0.57,0.6,0.58,0.5,0.49,0.57,0.63,0.54,0.47,0.56,0.44,0.5,0.53,0.44,0.43,0.0,0.35,0.37,0.27,0.3,0.34,0.31,0.28,0.0,0.21,0.24,0.27,0.3,0.21,0.26,0.18,0.2,0.21,0.35,0.0,0.18,0.14,0.17,0.12,0.11,0.13,0.1,0.1,0.08,0.07,0.0,0.0,0.07,0.07,0.06,0.09,0.07,0.06,0.06,0.05,0.05,0.09,0.05,0.04,0.04,0.04,0.03,0.03,0.02,0.01,0.0,0.38,0.0,0.19,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,100.08
09/23/2021,4.45,5.71,5.41,5.36,6.17,4.93,4.16,4.87,3.97,3.78,3.5,0.0,2.06,1.83,1.75,1.74,1.62,1.53,1.61,1.33,0.88,1.3,1.04,1.13,1.25,0.93,0.72,0.79,0.95,0.86,0.91,0.75,0.76,0.66,0.74,0.77,0.77,0.6,0.84,0.69,0.61,0.58,0.58,0.56,0.6,0.58,0.51,0.49,0.58,0.63,0.55,0.45,0.55,0.44,0.5,0.52,0.42,0.44,0.0,0.35,0.37,0.27,0.3,0.33,0.31,0.28,0.0,0.21,0.23,0.27,0.29,0.2,0.26,0.18,0.19,0.2,0.33,0.0,0.18,0.14,0.17,0.11,0.11,0.12,0.1,0.1,0.08,0.07,0.0,0.0,0.07,0.07,0.06,0.09,0.07,0.06,0.06,0.05,0.05,0.09,0.05,0.04,0.04,0.04,0.03,0.03,0.02,0.01,0.0,0.37,0.0,0.19,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,100.03
09/24/2021,4.42,5.79,5.36,5.32,6.24,4.95,4.11,4.88,3.97,3.75,3.53,0.0,2.08,1.82,1.74,1.72,1.62,1.53,1.62,1.34,0.88,1.3,1.03,1.13,1.24,0.92,0.72,0.78,0.94,0.86,0.91,0.75,0.76,0.66,0.74,0.77,0.77,0.6,0.84,0.69,0.6,0.58,0.58,0.54,0.6,0.58,0.49,0.49,0.58,0.63,0.54,0.45,0.55,0.44,0.5,0.51,0.43,0.44,0.0,0.34,0.37,0.27,0.3,0.33,0.31,0.28,0.0,0.2,0.24,0.27,0.3,0.2,0.27,0.18,0.19,0.2,0.33,0.0,0.17,0.14,0.17,0.11,0.11,0.12,0.11,0.1,0.09,0.07,0.0,0.0,0.08,0.06,0.06,0.1,0.07,0.06,0.06,0.05,0.05,0.18,0.05,0.04,0.04,0.05,0.03,0.03,0.02,0.01,0.0,0.37,0.0,0.19,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,100.06
09/27/2021,4.28,5.8,5.19,5.29,6.31,4.87,4.18,4.86,3.9,3.86,3.61,0.0,2.06,1.79,1.73,1.72,1.61,1.56,1.58,1.33,0.75,1.29,1.04,1.15,1.18,0.93,0.72,0.81,0.92,0.86,0.93,0.74,0.8,0.64,0.75,0.8,0.79,0.62,0.94,0.69,0.63,0.6,0.59,0.54,0.61,0.57,0.49,0.49,0.58,0.67,0.53,0.46,0.55,0.45,0.5,0.5,0.43,0.45,0.0,0.35,0.37,0.26,0.29,0.32,0.32,0.28,0.0,0.21,0.26,0.27,0.3,0.2,0.27,0.18,0.2,0.21,0.35,0.0,0.16,0.14,0.17,0.12,0.12,0.12,0.12,0.1,0.09,0.07,0.0,0.0,0.08,0.07,0.06,0.1,0.07,0.06,0.06,0.05,0.05,0.21,0.05,0.04,0.04,0.05,0.03,0.03,0.02,0.01,0.0,0.38,0.0,0.19,0.0,0.0,0.0,0.01,0.08,0.0,0.0,0.0,0.0,100.11
09/28/2021,4.25,5.83,5.16,5.25,6.33,4.86,4.17,4.88,3.9,3.91,3.63,0.0,2.09,1.77,1.73,1.7,1.6,1.57,1.58,1.33,0.7,1.28,1.04,1.15,1.21,0.92,0.72,0.81,0.92,0.86,0.93,0.71,0.79,0.64,0.76,0.8,0.78,0.63,0.97,0.69,0.63,0.58,0.6,0.53,0.61,0.57,0.5,0.48,0.58,0.66,0.52,0.47,0.55,0.44,0.5,0.5,0.43,0.44,0.0,0.35,0.37,0.25,0.29,0.32,0.32,0.28,0.0,0.21,0.27,0.27,0.29,0.2,0.26,0.18,0.2,0.2,0.34,0.0,0.17,0.14,0.16,0.12,0.11,0.12,0.12,0.1,0.09,0.07,0.0,0.0,0.08,0.07,0.06,0.1,0.07,0.06,0.06,0.05,0.05,0.24,0.05,0.04,0.04,0.05,0.03,0.03,0.02,0.01,0.0,0.38,0.0,0.21,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,100.02
09/30/2021,4.14,5.86,5.09,5.25,6.05,4.81,4.25,4.88,3.9,3.97,3.71,0.0,2.04,1.76,1.75,1.67,1.58,1.61,1.57,1.33,0.66,1.27,1.05,1.15,1.21,0.93,0.72,0.81,0.92,0.86,0.95,0.71,0.79,0.64,0.79,0.79,0.8,0.64,1.04,0.69,0.63,0.57,0.59,0.54,0.62,0.57,0.51,0.49,0.57,0.71,0.51,0.49,0.56,0.44,0.5,0.51,0.44,0.43,0.0,0.36,0.38,0.26,0.29,0.32,0.32,0.28,0.0,0.22,0.28,0.27,0.29,0.21,0.26,0.18,0.21,0.2,0.35,0.0,0.17,0.14,0.17,0.12,0.12,0.13,0.12,0.11,0.09,0.08,0.0,0.0,0.08,0.07,0.06,0.1,0.07,0.07,0.06,0.05,0.05,0.24,0.05,0.04,0.04,0.05,0.03,0.03,0.02,0.01,0.0,0.39,0.0,0.21,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,100.05
10/07/2021,4.19,5.98,5.36,5.09,6.06,4.87,4.33,4.97,3.97,3.94,3.71,0.0,2.02,1.83,1.86,1.69,1.58,1.65,0.0,1.35,0.69,1.32,1.09,1.2,1.27,0.97,0.73,0.8,0.88,0.91,0.97,0.73,0.79,0.65,0.83,0.8,0.8,0.65,1.09,0.7,0.61,0.61,0.6,0.56,0.67,0.61,0.51,0.51,0.6,0.79,0.53,0.51,0.59,0.46,0.54,0.44,0.46,0.41,0.0,0.35,0.4,0.26,0.31,0.33,0.33,0.3,0.0,0.21,0.29,0.27,0.27,0.21,0.26,0.18,0.22,0.23,0.34,0.0,0.17,0.15,0.17,0.12,0.11,0.13,0.12,0.12,0.09,0.07,0.0,0.0,0.09,0.07,0.07,0.1,0.07,0.07,0.07,0.05,0.05,0.14,0.05,0.04,0.04,0.05,0.03,0.03,0.02,0.01,0.0,0.42,0.0,0.21,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,100.1
10/08/2021,4.17,6.05,5.34,5.13,6.18,4.86,4.31,4.95,3.89,4.01,3.7,0.0,2.0,1.8,1.88,1.68,1.55,1.66,0.0,1.33,0.66,1.32,1.09,1.2,1.28,0.98,0.72,0.81,0.87,0.89,0.96,0.72,0.78,0.65,0.82,0.8,0.8,0.63,1.14,0.7,0.61,0.64,0.61,0.56,0.66,0.6,0.51,0.5,0.59,0.8,0.52,0.52,0.56,0.46,0.53,0.43,0.46,0.41,0.0,0.36,0.39,0.26,0.31,0.33,0.33,0.29,0.0,0.21,0.28,0.27,0.27,0.21,0.26,0.18,0.22,0.23,0.35,0.0,0.17,0.15,0.17,0.12,0.11,0.13,0.12,0.11,0.09,0.07,0.0,0.0,0.09,0.07,0.07,0.1,0.07,0.07,0.07,0.05,0.05,0.15,0.05,0.04,0.04,0.05,0.03,0.03,0.02,0.01,0.0,0.42,0.0,0.2,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,100.03
10/11/2021,4.23,6.03,5.23,5.38,6.34,4.78,4.22,4.91,3.87,4.01,3.62,0.0,2.03,1.82,1.88,1.62,1.52,1.67,0.0,1.34,0.66,1.33,1.08,1.22,1.28,0.99,0.72,0.8,0.88,0.86,0.95,0.69,0.81,0.64,0.82,0.89,0.8,0.64,1.11,0.69,0.59,0.68,0.62,0.56,0.65,0.6,0.51,0.48,0.58,0.77,0.52,0.52,0.56,0.47,0.51,0.44,0.45,0.43,0.0,0.35,0.39,0.26,0.31,0.34,0.33,0.29,0.0,0.21,0.28,0.27,0.27,0.21,0.26,0.18,0.23,0.23,0.36,0.0,0.17,0.15,0.17,0.12,0.11,0.14,0.12,0.12,0.09,0.07,0.0,0.0,0.08,0.07,0.07,0.1,0.07,0.07,0.07,0.05,0.05,0.16,0.05,0.04,0.04,0.05,0.03,0.03,0.02,0.01,0.0,0.42,0.0,0.2,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,100.09
10/14/2021,4.22,6.26,4.93,5.43,6.31,4.82,4.19,4.87,3.93,4.05,3.59,0.0,2.05,1.81,1.88,1.48,1.49,1.7,0.0,1.35,0.63,1.31,1.09,1.26,1.28,1.0,0.71,0.79,0.87,0.84,0.94,0.67,0.0,0.64,0.82,0.93,0.82,0.66,1.25,0.67,0.59,0.72,0.61,0.54,0.66,0.6,0.5,0.49,0.57,0.75,0.53,0.54,0.56,0.48,0.51,0.45,0.45,0.43,0.43,0.35,0.4,0.25,0.3,0.34,0.32,0.29,0.0,0.21,0.27,0.27,0.27,0.21,0.26,0.18,0.23,0.23,0.37,0.0,0.18,0.15,0.17,0.12,0.11,0.14,0.14,0.11,0.08,0.07,0.0,0.0,0.08,0.07,0.07,0.1,0.07,0.07,0.07,0.05,0.05,0.16,0.0,0.04,0.04,0.05,0.03,0.03,0.02,0.01,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.08,0.0,0.65,0.12,0.04,100.06
10/15/2021,4.22,6.29,4.91,5.45,6.32,4.79,4.03,4.76,3.91,4.09,3.65,0.0,2.07,1.82,1.89,1.43,1.49,1.72,0.0,1.35,0.61,1.31,1.08,1.26,1.3,1.02,0.71,0.78,0.89,0.85,0.93,0.66,0.0,0.64,0.82,0.94,0.85,0.67,1.35,0.67,0.59,0.7,0.61,0.52,0.66,0.61,0.5,0.48,0.57,0.74,0.54,0.54,0.55,0.48,0.52,0.46,0.45,0.44,0.43,0.36,0.4,0.25,0.31,0.34,0.32,0.29,0.0,0.21,0.27,0.27,0.27,0.21,0.26,0.18,0.23,0.24,0.38,0.0,0.18,0.15,0.17,0.12,0.11,0.15,0.14,0.12,0.09,0.07,0.0,0.0,0.08,0.07,0.07,0.1,0.08,0.07,0.07,0.05,0.05,0.14,0.0,0.04,0.04,0.06,0.03,0.03,0.02,0.01,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.08,0.0,0.65,0.12,0.05,100.11
10/18/2021,4.17,6.19,4.94,5.38,6.38,4.73,4.11,4.85,3.91,4.12,3.59,0.0,2.04,1.85,1.87,1.48,1.47,1.73,0.0,1.39,0.61,1.3,1.09,1.27,1.26,1.03,0.71,0.83,0.92,0.84,0.94,0.68,0.0,0.64,0.79,0.93,0.84,0.65,1.28,0.7,0.58,0.7,0.6,0.53,0.66,0.61,0.49,0.48,0.56,0.74,0.56,0.53,0.56,0.49,0.52,0.45,0.46,0.43,0.42,0.36,0.39,0.26,0.3,0.35,0.32,0.29,0.0,0.21,0.26,0.27,0.27,0.21,0.26,0.18,0.23,0.24,0.41,0.0,0.18,0.14,0.16,0.12,0.11,0.14,0.14,0.11,0.08,0.07,0.0,0.0,0.09,0.07,0.06,0.1,0.08,0.07,0.06,0.05,0.05,0.14,0.0,0.04,0.04,0.06,0.03,0.03,0.02,0.01,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.07,0.0,0.7,0.12,0.04,100.05
10/21/2021,3.91,6.23,4.92,5.31,6.6,4.67,4.25,4.87,3.84,4.14,3.67,0.0,1.99,1.89,1.86,1.54,1.47,1.71,0.0,1.4,0.59,1.3,1.08,1.28,1.25,1.04,0.71,0.82,0.91,0.83,0.93,0.65,0.0,0.64,0.79,0.93,0.84,0.64,1.37,0.72,0.57,0.71,0.59,0.52,0.67,0.61,0.48,0.48,0.55,0.74,0.55,0.53,0.56,0.49,0.5,0.45,0.46,0.47,0.42,0.36,0.39,0.25,0.29,0.35,0.32,0.29,0.0,0.2,0.27,0.27,0.26,0.21,0.26,0.17,0.23,0.24,0.4,0.0,0.18,0.14,0.17,0.12,0.11,0.14,0.13,0.11,0.09,0.07,0.0,0.0,0.09,0.07,0.06,0.1,0.08,0.07,0.06,0.05,0.05,0.15,0.0,0.04,0.04,0.06,0.03,0.03,0.02,0.01,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.07,0.0,0.69,0.11,0.04,100.05
10/22/2021,3.87,6.22,4.97,5.31,6.67,4.65,4.26,4.91,3.85,4.18,3.74,0.0,2.02,1.87,1.86,1.53,1.47,1.74,0.0,1.38,0.58,1.28,1.08,1.28,1.24,1.04,0.7,0.83,0.9,0.82,0.9,0.68,0.0,0.65,0.79,0.92,0.81,0.62,1.37,0.7,0.55,0.7,0.59,0.52,0.67,0.61,0.48,0.47,0.55,0.75,0.55,0.53,0.56,0.5,0.5,0.44,0.46,0.46,0.42,0.36,0.39,0.25,0.29,0.34,0.31,0.29,0.0,0.2,0.27,0.26,0.27,0.21,0.26,0.17,0.23,0.24,0.4,0.0,0.18,0.14,0.17,0.12,0.11,0.13,0.13,0.11,0.09,0.07,0.0,0.0,0.1,0.07,0.07,0.1,0.08,0.07,0.06,0.05,0.05,0.15,0.0,0.04,0.04,0.06,0.03,0.03,0.02,0.01,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.07,0.0,0.69,0.11,0.04,100.11
