,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,NVDA,TSLA,JPM,V,UNH,PYPL,HD,PG,MA,DIS,BAC,ADBE,CMCSA,NFLX,VZ,CRM,INTC,CSCO,PFE,ABT,T,KO,PEP,ABBV,NKE,TMO,MRK,ACN,AVGO,LLY,DHR,TXN,COST,MCD,MDT,QCOM,UPS,ORCL,LIN,BMY,UNP,NEE,C,AMGN,LOW,INTU,SBUX,MS,BLK,AMT,IBM,AMAT,GS,TGT,CAT,AMD,GE,AXP,ISRG,NOW,DE,CVS,SCHW,CHTR,SPGI,ANTM,PLD,FIS,ZTS,MU,BKNG,LRCX,MDLZ,SYK,CCI,TMUS,GILD,ADP,TJX,CI,PNC,USB,CME,EL,CSX,ATVI,TFC,EQIX,GM,BDX,CB,MMC,FDX,COF,CL,ILMN,EW,ICE,NSC,SHW,FISV,ADSK,ITW,APD,ADI,BSX,REGN,MCO,ETN,HCA,NXPI,TWTR,IDXX,GPN,EMR,F,HUM,PGR,WM,AON,XTSLA,FCX,NEM,ROP,JCI,DG,VRTX,BIIB,ECL,IQV,KLAC,PSA,DOW,TROW,EXC,APTV,DXCM,SNPS,INFO,DLR,ALGN,CNC,MET,ROST,CMG,KMB,A,SLB,MSCI,EBAY,TT,TEL,AIG,STZ,PH,CARR,ALL,PRU,MCHP,BK,ORLY,EA,ALXN,BAX,APH,SPG,SRE,PPG,CTSH,SBAC,WELL,DFS,TDG,RMD,KMI,HPQ,IFF,GIS,SYY,CDNS,MPC,MAR,TRV,MSI,PSX,OTIS,WMB,CTVA,ROK,MTD,AZO,MNST,FRC,PAYX,SWK,XLNX,AFL,127.HK,YUM,CMI,HLT,FTNT,CTAS,ZBH,ADM,WBA,AVB,GLW,CBRE,GE.,ANSS,MCK,SIVB,NUE,WST,AWK,KR,PEG,USD,EFX,VRSK,KEYS,SUM
08/12/2021,6.68,6.33,4.17,2.52,2.4,2.29,1.59,1.47,1.6,1.39,1.18,1.13,0.95,1.02,1.01,0.95,0.94,0.89,0.88,0.78,0.67,0.66,0.7,0.64,0.68,0.75,0.64,0.58,0.64,0.62,0.59,0.64,0.62,0.56,0.59,0.58,0.62,0.57,0.51,0.57,0.51,0.5,0.48,0.4,0.48,0.46,0.44,0.43,0.46,0.43,0.38,0.39,0.43,0.4,0.44,0.37,0.37,0.37,0.38,0.4,0.38,0.33,0.38,0.0,0.32,0.36,0.34,0.34,0.31,0.32,0.31,0.31,0.27,0.28,0.24,0.28,0.26,0.26,0.27,0.25,0.25,0.24,0.24,0.25,0.26,0.24,0.21,0.23,0.23,0.22,0.22,0.21,0.18,0.22,0.21,0.2,0.2,0.23,0.22,0.19,0.22,0.19,0.22,0.21,0.2,0.19,0.21,0.19,0.21,0.19,0.18,0.18,0.18,0.19,0.18,0.19,0.19,0.17,0.16,0.17,0.15,0.18,0.16,0.16,0.17,0.17,0.17,0.1,0.16,0.14,0.15,0.15,0.16,0.15,0.15,0.16,0.14,0.16,0.14,0.13,0.14,0.13,0.13,0.15,0.13,0.13,0.13,0.15,0.11,0.13,0.13,0.15,0.13,0.14,0.11,0.15,0.12,0.13,0.14,0.13,0.11,0.11,0.13,0.12,0.12,0.12,0.13,0.12,0.11,0.0,0.11,0.13,0.13,0.12,0.11,0.11,0.11,0.1,0.11,0.0,0.12,0.1,0.0,0.11,0.0,0.11,0.12,0.11,0.11,0.11,0.11,0.0,0.11,0.0,0.1,0.11,0.0,0.0,0.11,0.0,0.11,0.0,0.11,0.0,0.0,0.12,0.1,0.0,0.12,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.33,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.73000000000002
08/13/2021,6.65,6.28,4.14,2.52,2.4,2.29,1.59,1.45,1.59,1.4,1.17,1.13,0.94,1.03,1.01,0.94,0.94,0.91,0.87,0.78,0.67,0.67,0.68,0.63,0.68,0.79,0.63,0.58,0.64,0.62,0.59,0.64,0.62,0.55,0.59,0.57,0.62,0.57,0.51,0.57,0.51,0.49,0.48,0.4,0.47,0.46,0.44,0.43,0.46,0.44,0.38,0.39,0.42,0.4,0.44,0.38,0.36,0.37,0.37,0.4,0.38,0.34,0.38,0.0,0.32,0.34,0.33,0.34,0.32,0.33,0.31,0.3,0.27,0.28,0.24,0.28,0.25,0.26,0.26,0.25,0.24,0.24,0.24,0.25,0.27,0.25,0.21,0.24,0.23,0.22,0.22,0.22,0.19,0.23,0.21,0.2,0.2,0.23,0.22,0.19,0.22,0.19,0.22,0.2,0.2,0.19,0.21,0.19,0.21,0.19,0.18,0.18,0.18,0.19,0.18,0.19,0.18,0.17,0.15,0.17,0.15,0.18,0.16,0.16,0.16,0.17,0.18,0.11,0.16,0.14,0.15,0.15,0.16,0.15,0.15,0.16,0.14,0.15,0.14,0.14,0.14,0.14,0.13,0.14,0.13,0.13,0.13,0.15,0.11,0.13,0.13,0.15,0.13,0.14,0.12,0.15,0.13,0.13,0.14,0.13,0.11,0.11,0.13,0.12,0.12,0.12,0.13,0.12,0.11,0.0,0.11,0.13,0.13,0.12,0.12,0.11,0.11,0.0,0.12,0.1,0.12,0.1,0.0,0.11,0.0,0.12,0.12,0.11,0.11,0.11,0.11,0.0,0.11,0.0,0.1,0.11,0.0,0.1,0.11,0.1,0.11,0.0,0.0,0.0,0.0,0.12,0.1,0.0,0.12,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.6
08/16/2021,6.76,6.32,4.1,2.52,2.39,2.28,1.59,1.44,1.61,1.42,1.14,1.11,0.93,1.03,1.01,0.92,0.94,0.92,0.88,0.78,0.66,0.67,0.69,0.63,0.69,0.77,0.63,0.58,0.64,0.62,0.59,0.63,0.62,0.56,0.59,0.57,0.61,0.58,0.5,0.57,0.51,0.5,0.48,0.41,0.47,0.46,0.43,0.44,0.47,0.44,0.38,0.39,0.43,0.39,0.45,0.38,0.37,0.37,0.34,0.41,0.38,0.35,0.37,0.0,0.32,0.34,0.33,0.35,0.32,0.33,0.31,0.3,0.26,0.28,0.24,0.28,0.23,0.26,0.24,0.25,0.25,0.24,0.25,0.26,0.26,0.25,0.21,0.24,0.23,0.22,0.22,0.22,0.19,0.23,0.21,0.2,0.21,0.24,0.22,0.19,0.23,0.19,0.22,0.2,0.19,0.19,0.21,0.19,0.21,0.19,0.18,0.18,0.18,0.18,0.18,0.19,0.18,0.17,0.15,0.17,0.14,0.18,0.16,0.15,0.16,0.17,0.18,0.11,0.16,0.14,0.15,0.15,0.16,0.15,0.15,0.16,0.14,0.15,0.14,0.14,0.14,0.14,0.13,0.14,0.13,0.13,0.13,0.15,0.11,0.13,0.13,0.15,0.13,0.14,0.12,0.15,0.13,0.13,0.15,0.13,0.0,0.11,0.13,0.12,0.12,0.12,0.13,0.12,0.12,0.0,0.11,0.13,0.13,0.12,0.12,0.12,0.11,0.1,0.12,0.1,0.12,0.1,0.11,0.11,0.0,0.12,0.12,0.11,0.0,0.11,0.11,0.0,0.11,0.0,0.1,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.1,0.0,0.0,0.11,0.1,0.1,0.12,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.64999999999999
08/17/2021,6.76,6.37,4.08,2.51,2.39,2.28,1.58,1.45,1.6,1.4,1.14,1.12,0.93,1.02,1.02,0.92,0.95,0.91,0.88,0.79,0.66,0.67,0.7,0.62,0.69,0.78,0.63,0.58,0.64,0.63,0.59,0.63,0.62,0.56,0.59,0.57,0.61,0.58,0.5,0.57,0.51,0.5,0.48,0.41,0.47,0.46,0.44,0.44,0.47,0.44,0.38,0.39,0.43,0.4,0.45,0.38,0.37,0.37,0.34,0.4,0.37,0.35,0.39,0.0,0.31,0.34,0.34,0.35,0.32,0.32,0.31,0.31,0.26,0.28,0.24,0.28,0.23,0.26,0.24,0.26,0.25,0.24,0.25,0.26,0.26,0.25,0.21,0.23,0.23,0.21,0.22,0.22,0.19,0.22,0.21,0.2,0.21,0.24,0.22,0.2,0.23,0.19,0.22,0.2,0.19,0.19,0.21,0.19,0.21,0.19,0.18,0.18,0.18,0.19,0.18,0.19,0.18,0.17,0.15,0.17,0.15,0.18,0.15,0.15,0.16,0.17,0.18,0.12,0.16,0.14,0.15,0.15,0.16,0.15,0.15,0.16,0.14,0.15,0.14,0.14,0.14,0.14,0.13,0.14,0.13,0.13,0.13,0.14,0.11,0.13,0.13,0.15,0.13,0.14,0.11,0.15,0.14,0.13,0.15,0.14,0.1,0.11,0.13,0.12,0.12,0.12,0.13,0.12,0.11,0.0,0.11,0.13,0.13,0.12,0.12,0.12,0.11,0.0,0.12,0.1,0.12,0.1,0.1,0.11,0.11,0.12,0.12,0.11,0.0,0.11,0.11,0.0,0.11,0.0,0.1,0.11,0.0,0.0,0.0,0.1,0.11,0.0,0.0,0.0,0.0,0.12,0.1,0.1,0.12,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.7
08/18/2021,6.76,6.37,4.08,2.51,2.39,2.28,1.58,1.45,1.6,1.4,1.14,1.12,0.93,1.02,1.02,0.92,0.95,0.91,0.88,0.79,0.66,0.67,0.7,0.62,0.69,0.78,0.63,0.58,0.64,0.63,0.59,0.63,0.62,0.56,0.59,0.57,0.61,0.58,0.5,0.57,0.51,0.5,0.48,0.41,0.47,0.46,0.44,0.44,0.47,0.44,0.38,0.39,0.43,0.4,0.45,0.38,0.37,0.37,0.34,0.4,0.37,0.35,0.39,0.0,0.31,0.34,0.34,0.35,0.32,0.32,0.31,0.31,0.26,0.28,0.24,0.28,0.23,0.26,0.24,0.26,0.25,0.24,0.25,0.26,0.26,0.25,0.21,0.23,0.23,0.21,0.22,0.22,0.19,0.22,0.21,0.2,0.21,0.24,0.22,0.2,0.23,0.19,0.22,0.2,0.19,0.19,0.21,0.19,0.21,0.19,0.18,0.18,0.18,0.19,0.18,0.19,0.18,0.17,0.15,0.17,0.15,0.18,0.15,0.15,0.16,0.17,0.18,0.12,0.16,0.14,0.15,0.15,0.16,0.15,0.15,0.16,0.14,0.15,0.14,0.14,0.14,0.14,0.13,0.14,0.13,0.13,0.13,0.14,0.11,0.13,0.13,0.15,0.13,0.14,0.11,0.15,0.14,0.13,0.15,0.14,0.1,0.11,0.13,0.12,0.12,0.12,0.13,0.12,0.11,0.0,0.11,0.13,0.13,0.12,0.12,0.12,0.11,0.0,0.12,0.1,0.12,0.1,0.1,0.11,0.11,0.12,0.12,0.11,0.0,0.11,0.11,0.0,0.11,0.0,0.1,0.11,0.0,0.0,0.0,0.1,0.11,0.0,0.0,0.0,0.0,0.12,0.1,0.1,0.12,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.7
08/19/2021,6.83,6.39,4.07,2.53,2.4,2.28,1.58,1.43,1.52,1.39,1.15,1.13,0.94,1.03,1.02,0.92,0.94,0.9,0.88,0.78,0.66,0.67,0.69,0.62,0.68,0.79,0.64,0.58,0.64,0.63,0.6,0.63,0.63,0.57,0.6,0.57,0.62,0.58,0.5,0.58,0.52,0.5,0.48,0.41,0.47,0.47,0.44,0.43,0.47,0.43,0.38,0.39,0.43,0.4,0.44,0.38,0.37,0.37,0.35,0.4,0.38,0.34,0.38,0.0,0.31,0.35,0.33,0.34,0.32,0.32,0.31,0.31,0.27,0.28,0.24,0.28,0.23,0.25,0.24,0.26,0.25,0.24,0.24,0.26,0.27,0.24,0.21,0.23,0.22,0.21,0.22,0.22,0.19,0.22,0.21,0.19,0.21,0.24,0.22,0.2,0.23,0.19,0.22,0.2,0.19,0.19,0.21,0.19,0.21,0.19,0.18,0.18,0.18,0.19,0.18,0.19,0.19,0.17,0.15,0.17,0.14,0.18,0.15,0.15,0.16,0.17,0.18,0.12,0.16,0.14,0.15,0.15,0.16,0.14,0.15,0.16,0.14,0.15,0.14,0.14,0.14,0.14,0.13,0.14,0.13,0.13,0.13,0.14,0.11,0.13,0.13,0.15,0.13,0.14,0.11,0.15,0.14,0.13,0.15,0.13,0.0,0.11,0.13,0.12,0.12,0.12,0.13,0.12,0.12,0.0,0.11,0.13,0.12,0.12,0.12,0.12,0.11,0.0,0.12,0.1,0.12,0.1,0.0,0.11,0.11,0.12,0.12,0.11,0.0,0.11,0.11,0.0,0.11,0.0,0.1,0.11,0.11,0.1,0.0,0.0,0.11,0.0,0.1,0.0,0.0,0.12,0.1,0.1,0.12,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.71000000000001
08/20/2021,6.83,6.4,4.03,2.49,2.38,2.27,1.59,1.41,1.49,1.38,1.15,1.15,0.92,0.99,1.03,0.92,0.93,0.9,0.88,0.79,0.67,0.67,0.69,0.62,0.69,0.82,0.65,0.58,0.64,0.63,0.61,0.63,0.63,0.58,0.61,0.57,0.63,0.59,0.5,0.58,0.52,0.51,0.47,0.41,0.48,0.47,0.45,0.43,0.48,0.43,0.39,0.37,0.43,0.4,0.44,0.37,0.38,0.37,0.34,0.4,0.37,0.34,0.38,0.0,0.31,0.36,0.33,0.34,0.33,0.32,0.32,0.31,0.27,0.29,0.24,0.29,0.23,0.25,0.24,0.26,0.25,0.25,0.24,0.27,0.26,0.24,0.21,0.23,0.22,0.21,0.22,0.22,0.19,0.22,0.22,0.19,0.21,0.24,0.23,0.2,0.23,0.2,0.22,0.21,0.19,0.19,0.21,0.19,0.21,0.19,0.18,0.18,0.19,0.2,0.18,0.19,0.19,0.17,0.15,0.17,0.14,0.18,0.15,0.16,0.16,0.17,0.18,0.14,0.15,0.14,0.15,0.15,0.16,0.15,0.15,0.16,0.14,0.14,0.14,0.13,0.14,0.14,0.12,0.14,0.13,0.13,0.13,0.14,0.11,0.13,0.13,0.15,0.14,0.14,0.11,0.15,0.14,0.13,0.14,0.13,0.0,0.11,0.13,0.12,0.12,0.12,0.13,0.12,0.12,0.0,0.11,0.13,0.12,0.12,0.11,0.12,0.11,0.1,0.12,0.1,0.12,0.0,0.1,0.11,0.11,0.12,0.12,0.11,0.0,0.12,0.11,0.0,0.11,0.0,0.1,0.11,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.12,0.1,0.1,0.12,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,85.74
08/23/2021,6.73,6.54,3.99,2.49,2.39,2.28,1.58,1.44,1.52,1.37,1.15,1.18,0.93,1.0,1.04,0.91,0.92,0.89,0.89,0.79,0.71,0.67,0.71,0.62,0.71,0.8,0.65,0.57,0.64,0.64,0.61,0.62,0.63,0.58,0.61,0.57,0.63,0.59,0.5,0.59,0.52,0.51,0.46,0.41,0.47,0.47,0.45,0.43,0.48,0.42,0.38,0.42,0.43,0.39,0.43,0.37,0.38,0.36,0.35,0.39,0.36,0.33,0.37,0.0,0.3,0.37,0.34,0.33,0.32,0.31,0.32,0.31,0.27,0.29,0.23,0.29,0.23,0.25,0.24,0.26,0.25,0.25,0.24,0.26,0.26,0.26,0.21,0.23,0.22,0.21,0.22,0.22,0.19,0.22,0.22,0.18,0.21,0.24,0.23,0.19,0.22,0.2,0.2,0.21,0.19,0.19,0.21,0.2,0.21,0.19,0.18,0.18,0.18,0.2,0.18,0.19,0.19,0.16,0.14,0.17,0.14,0.18,0.15,0.16,0.16,0.17,0.18,0.14,0.14,0.13,0.15,0.15,0.16,0.15,0.15,0.16,0.14,0.14,0.14,0.13,0.14,0.14,0.12,0.14,0.14,0.13,0.13,0.14,0.11,0.13,0.13,0.15,0.14,0.15,0.11,0.15,0.14,0.14,0.14,0.13,0.11,0.11,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.0,0.11,0.13,0.12,0.12,0.11,0.12,0.12,0.1,0.11,0.1,0.12,0.0,0.1,0.11,0.11,0.11,0.12,0.0,0.0,0.12,0.12,0.0,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.1,0.11,0.0,0.0,0.0,0.0,0.12,0.1,0.1,0.12,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,85.76
08/24/2021,6.74,6.65,3.98,2.5,2.4,2.29,1.57,1.5,1.52,1.36,1.14,1.18,0.93,1.01,1.03,0.9,0.92,0.88,0.9,0.79,0.7,0.67,0.72,0.61,0.71,0.79,0.65,0.57,0.64,0.63,0.61,0.62,0.63,0.58,0.61,0.56,0.63,0.59,0.5,0.59,0.52,0.51,0.46,0.41,0.47,0.47,0.45,0.43,0.49,0.42,0.37,0.43,0.43,0.39,0.43,0.38,0.38,0.36,0.34,0.39,0.36,0.33,0.37,0.0,0.3,0.36,0.34,0.32,0.32,0.31,0.32,0.31,0.27,0.29,0.23,0.29,0.23,0.25,0.23,0.26,0.25,0.25,0.24,0.26,0.26,0.26,0.21,0.23,0.22,0.21,0.22,0.22,0.19,0.22,0.22,0.18,0.21,0.24,0.23,0.19,0.22,0.19,0.21,0.21,0.19,0.19,0.21,0.2,0.21,0.19,0.17,0.18,0.18,0.2,0.18,0.19,0.19,0.16,0.14,0.17,0.14,0.18,0.14,0.16,0.17,0.17,0.18,0.14,0.14,0.13,0.15,0.15,0.16,0.15,0.15,0.16,0.14,0.14,0.14,0.13,0.14,0.14,0.12,0.15,0.14,0.13,0.13,0.14,0.11,0.13,0.13,0.15,0.14,0.15,0.11,0.15,0.14,0.13,0.14,0.13,0.0,0.11,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.0,0.11,0.13,0.12,0.12,0.11,0.12,0.12,0.0,0.11,0.1,0.12,0.0,0.1,0.11,0.11,0.11,0.13,0.0,0.0,0.12,0.12,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.1,0.11,0.0,0.1,0.0,0.0,0.12,0.1,0.1,0.12,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,85.84
08/25/2021,6.74,6.65,3.98,2.5,2.4,2.29,1.57,1.5,1.52,1.36,1.14,1.18,0.93,1.01,1.03,0.9,0.92,0.88,0.9,0.79,0.7,0.67,0.72,0.61,0.71,0.79,0.65,0.57,0.64,0.63,0.61,0.62,0.63,0.58,0.61,0.56,0.63,0.59,0.5,0.59,0.52,0.51,0.46,0.41,0.47,0.47,0.45,0.43,0.49,0.42,0.37,0.43,0.43,0.39,0.43,0.38,0.38,0.36,0.34,0.39,0.36,0.33,0.37,0.32,0.3,0.36,0.34,0.32,0.32,0.31,0.32,0.31,0.27,0.29,0.23,0.29,0.23,0.25,0.23,0.26,0.25,0.25,0.24,0.26,0.26,0.26,0.21,0.23,0.22,0.21,0.22,0.22,0.19,0.22,0.22,0.18,0.21,0.24,0.23,0.19,0.22,0.19,0.21,0.21,0.19,0.19,0.21,0.2,0.21,0.19,0.17,0.18,0.18,0.2,0.18,0.19,0.19,0.16,0.14,0.17,0.14,0.18,0.14,0.16,0.17,0.17,0.18,0.14,0.14,0.13,0.15,0.15,0.16,0.15,0.15,0.16,0.14,0.14,0.14,0.13,0.14,0.14,0.12,0.15,0.14,0.13,0.13,0.14,0.11,0.13,0.13,0.15,0.14,0.15,0.11,0.15,0.14,0.13,0.14,0.13,0.0,0.11,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.0,0.11,0.13,0.12,0.12,0.11,0.12,0.12,0.0,0.11,0.1,0.12,0.0,0.1,0.11,0.11,0.11,0.13,0.0,0.0,0.12,0.12,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.1,0.11,0.0,0.1,0.0,0.0,0.12,0.1,0.1,0.12,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,85.84
08/26/2021,6.75,6.6,4.02,2.5,2.43,2.31,1.56,1.57,1.56,1.36,1.14,1.16,0.94,1.0,1.02,0.91,0.93,0.89,0.9,0.79,0.71,0.66,0.72,0.62,0.71,0.8,0.64,0.56,0.63,0.63,0.61,0.62,0.62,0.57,0.61,0.57,0.61,0.58,0.5,0.58,0.51,0.5,0.47,0.4,0.47,0.47,0.44,0.43,0.48,0.42,0.37,0.42,0.44,0.39,0.44,0.38,0.38,0.36,0.35,0.39,0.36,0.33,0.38,0.32,0.3,0.36,0.35,0.32,0.32,0.31,0.32,0.3,0.27,0.28,0.23,0.28,0.23,0.25,0.24,0.25,0.25,0.24,0.24,0.26,0.26,0.26,0.2,0.23,0.22,0.21,0.23,0.22,0.18,0.22,0.21,0.18,0.21,0.24,0.23,0.19,0.22,0.19,0.2,0.21,0.19,0.19,0.21,0.2,0.21,0.19,0.17,0.18,0.18,0.2,0.18,0.19,0.19,0.17,0.15,0.16,0.14,0.18,0.14,0.15,0.16,0.17,0.18,0.12,0.14,0.13,0.14,0.15,0.16,0.15,0.15,0.16,0.14,0.15,0.14,0.13,0.14,0.14,0.12,0.14,0.14,0.13,0.13,0.15,0.11,0.13,0.13,0.15,0.13,0.15,0.11,0.15,0.14,0.13,0.14,0.13,0.0,0.11,0.13,0.12,0.12,0.12,0.13,0.12,0.12,0.0,0.11,0.13,0.12,0.12,0.11,0.12,0.11,0.0,0.11,0.1,0.12,0.0,0.1,0.11,0.0,0.11,0.13,0.0,0.0,0.11,0.12,0.0,0.0,0.0,0.0,0.11,0.0,0.1,0.1,0.1,0.11,0.0,0.11,0.0,0.0,0.12,0.1,0.1,0.12,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.14,0.0,0.0,0.0,85.84
08/27/2021,6.74,6.55,4.07,2.52,2.44,2.33,1.56,1.56,1.57,1.37,1.14,1.15,0.94,0.99,1.01,0.91,0.93,0.9,0.9,0.78,0.71,0.65,0.72,0.62,0.72,0.78,0.64,0.56,0.62,0.62,0.61,0.62,0.62,0.57,0.6,0.56,0.6,0.58,0.5,0.57,0.51,0.51,0.47,0.4,0.46,0.47,0.44,0.42,0.47,0.43,0.37,0.41,0.44,0.39,0.44,0.38,0.37,0.36,0.35,0.4,0.36,0.33,0.37,0.32,0.3,0.36,0.35,0.33,0.32,0.32,0.32,0.3,0.26,0.28,0.23,0.28,0.23,0.26,0.24,0.25,0.25,0.24,0.24,0.26,0.25,0.26,0.21,0.23,0.22,0.21,0.23,0.22,0.18,0.22,0.21,0.18,0.21,0.24,0.23,0.19,0.22,0.19,0.2,0.21,0.19,0.19,0.21,0.2,0.22,0.19,0.17,0.17,0.18,0.2,0.17,0.19,0.19,0.17,0.15,0.16,0.14,0.18,0.15,0.15,0.16,0.17,0.18,0.13,0.15,0.13,0.15,0.15,0.16,0.15,0.15,0.16,0.14,0.15,0.14,0.14,0.14,0.14,0.12,0.14,0.14,0.13,0.13,0.15,0.11,0.13,0.13,0.15,0.13,0.15,0.11,0.15,0.14,0.14,0.14,0.13,0.11,0.11,0.13,0.12,0.12,0.12,0.13,0.12,0.12,0.0,0.11,0.13,0.12,0.12,0.11,0.12,0.11,0.0,0.11,0.1,0.12,0.0,0.1,0.11,0.1,0.11,0.13,0.11,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.11,0.1,0.0,0.12,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.11,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,85.81000000000002
08/30/2021,6.67,6.49,4.1,2.52,2.45,2.33,1.56,1.59,1.56,1.41,1.12,1.13,0.93,0.99,1.01,0.89,0.92,0.91,0.9,0.78,0.7,0.65,0.75,0.62,0.72,0.76,0.64,0.56,0.62,0.62,0.61,0.61,0.63,0.56,0.61,0.57,0.6,0.58,0.5,0.57,0.51,0.52,0.46,0.4,0.46,0.47,0.43,0.42,0.47,0.43,0.37,0.42,0.44,0.39,0.45,0.38,0.37,0.36,0.35,0.4,0.36,0.33,0.38,0.33,0.31,0.36,0.36,0.34,0.31,0.32,0.32,0.3,0.26,0.28,0.23,0.28,0.23,0.27,0.24,0.25,0.26,0.24,0.23,0.26,0.25,0.26,0.21,0.23,0.22,0.21,0.23,0.22,0.18,0.22,0.21,0.18,0.21,0.24,0.23,0.19,0.22,0.19,0.2,0.21,0.19,0.19,0.21,0.2,0.2,0.19,0.17,0.26,0.18,0.2,0.17,0.19,0.19,0.18,0.14,0.16,0.14,0.18,0.15,0.15,0.16,0.17,0.18,0.2,0.15,0.13,0.15,0.15,0.15,0.15,0.15,0.16,0.14,0.15,0.14,0.14,0.14,0.14,0.12,0.15,0.15,0.13,0.13,0.15,0.11,0.13,0.12,0.15,0.13,0.15,0.11,0.15,0.14,0.14,0.14,0.13,0.0,0.11,0.13,0.12,0.12,0.12,0.13,0.12,0.12,0.0,0.11,0.13,0.12,0.12,0.11,0.12,0.11,0.1,0.11,0.1,0.12,0.0,0.1,0.11,0.1,0.12,0.13,0.11,0.0,0.12,0.12,0.0,0.11,0.0,0.0,0.11,0.0,0.1,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.1,0.0,0.12,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,85.91
08/31/2021,6.66,6.45,4.1,2.55,2.48,2.35,1.55,1.61,1.57,1.41,1.12,1.13,0.93,0.98,1.0,0.89,0.93,0.92,0.9,0.78,0.71,0.65,0.74,0.62,0.71,0.75,0.63,0.55,0.62,0.61,0.6,0.61,0.62,0.55,0.61,0.58,0.59,0.58,0.5,0.57,0.51,0.51,0.47,0.4,0.46,0.47,0.42,0.42,0.47,0.43,0.36,0.42,0.44,0.39,0.45,0.39,0.37,0.35,0.36,0.41,0.35,0.33,0.39,0.33,0.31,0.35,0.36,0.34,0.31,0.32,0.32,0.3,0.26,0.28,0.23,0.28,0.24,0.27,0.25,0.25,0.25,0.23,0.23,0.25,0.25,0.25,0.21,0.24,0.23,0.21,0.23,0.22,0.18,0.22,0.21,0.18,0.21,0.24,0.23,0.19,0.23,0.19,0.19,0.21,0.19,0.19,0.21,0.2,0.2,0.19,0.17,0.26,0.18,0.2,0.17,0.19,0.19,0.18,0.14,0.16,0.14,0.18,0.15,0.15,0.16,0.17,0.18,0.1,0.15,0.13,0.14,0.15,0.15,0.15,0.15,0.16,0.14,0.15,0.14,0.14,0.14,0.14,0.12,0.14,0.15,0.13,0.13,0.15,0.11,0.13,0.12,0.15,0.13,0.15,0.12,0.15,0.14,0.14,0.14,0.13,0.0,0.11,0.14,0.12,0.12,0.13,0.13,0.12,0.12,0.0,0.11,0.13,0.12,0.12,0.11,0.12,0.11,0.0,0.12,0.1,0.12,0.0,0.1,0.11,0.0,0.12,0.13,0.11,0.0,0.12,0.12,0.0,0.11,0.0,0.0,0.11,0.0,0.1,0.1,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.1,0.1,0.12,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,85.79000000000002
