,T,JPM,VZ,PM,MO,KO,C,ABBV,PFE,CSCO,AVGO,IBM,MMM,COP,NOVN.SW,SBRCY,939.HK,USB,RIO.L,GILD,PNC,VALE3.SA,GSK.L,FMG.AX,RDSA.AS,CBA.AX,DUK,TFC,BHP.AX,D,BATS.L,SO,DOW,SAN.PA,WMB,ENB.TO,MET,KHC,9434.T,TD.TO,RY.TO,1398.HK,ALV.DE,BX,2317.TW,BNS.TO,EOG,WELL,SIE.DE,GIS,9433.T,PSA,EXC,8306.T,DTE.DE,EQNR.OL,9432.T,BAS.DE,IBE.MC,HPQ,NILSY,BK,LUMN,ENEL.MI,BAYN.DE,VOD.L,ZURN.SW,NAB.AX,PCAR,BMO.TO,AEP,EQR,BHP.L,ANZ.AX,FITB,PPL,8316.T,D05.SI,AVB,CM.TO,RIO.AX,CNQ.TO,OJS1.,IRM,2914.T,CS.PA,2881.TW,PEG,IP,2891.TW,BMW.DE,GLPI,EIX,BCE.TO,O,8058.T,FE,8001.T,TRP.TO,WES.AX,2388.HK,STT,NG.L,4502.T,SYF,ABBN.SW,WPC,4338.SR,PEAK,8411.T,BXP,ED,O39.SI,NUE,11.HK,MTB,MFC.TO,16.HK,BKR,OMC,7751.T,HAL,NTRS,5108.T,U11.SI,ESS,005490.KS,TEL.OL,NTGY.MC,1301.TW,NTAP,VICI,KIM,APO,OMF,TLS.AX,K,BEN,DTE,IPG,AD.AS,MPW,2882.TW,ETR,HOLN.SW,BN.PA,086790.KS,EXR,1101.TW,REG,GWO.TO,2886.TW,EQC,CAH,MUV2.DE,2.HK,T.TO,8725.T,2357.TW,Z74.SI,ELE.MC,UDR,NTR.TO,2412.TW,POWERGRID.NS,1326.TW,ORA.PA,FORTUM.HE,12.HK,OMV.VI,8766.T,ATAD.L,6.HK,NWL,GPC,GMEXICOB.MX,1288.HK,2382.TW,MAA,2890.TW,POW.TO,CUBE,EVRG,CNP,MQG.AX,SAMPO.HE,BBRI.JK,688.HK,MBT,BBAS3.SA,AGR,G.MI,FRT,5876.TW,PBCT,SSE.L,SLF.TO,AM,EMN,FNF,E.ON SE,TSCO.L,NNN,CPT,TELIA.ST,STLD,Tatneft PJSC ADR,BA.L,SCMN.SW,2301.TW,n/a,LSI,DTH,BIDI11.SA,SUM
08/16/2021,4.88,3.77,3.08,2.94,2.43,2.5,2.44,1.98,2.19,1.82,1.41,1.37,1.27,0.98,1.06,1.04,0.77,0.84,0.8,0.81,0.75,0.68,0.73,0.66,0.71,0.75,0.69,0.64,0.64,0.62,0.57,0.64,0.58,0.56,0.52,0.54,0.57,0.49,0.54,0.51,0.52,0.46,0.44,0.53,0.42,0.41,0.34,0.41,0.4,0.37,0.37,0.39,0.38,0.36,0.35,0.34,0.35,0.35,0.34,0.33,0.32,0.36,0.29,0.31,0.29,0.3,0.32,0.29,0.26,0.28,0.29,0.29,0.3,0.27,0.26,0.27,0.26,0.27,0.27,0.26,0.25,0.23,0.24,0.26,0.24,0.25,0.25,0.24,0.23,0.23,0.2,0.23,0.22,0.22,0.23,0.23,0.21,0.22,0.2,0.22,0.19,0.22,0.21,0.2,0.21,0.21,0.2,0.0,0.2,0.19,0.19,0.2,0.19,0.26,0.17,0.18,0.19,0.17,0.16,0.17,0.19,0.15,0.17,0.17,0.17,0.17,0.16,0.17,0.16,0.16,0.16,0.16,0.22,0.14,0.15,0.15,0.16,0.16,0.16,0.17,0.17,0.15,0.16,0.16,0.14,0.16,0.14,0.15,0.15,0.15,0.15,0.15,0.14,0.13,0.15,0.14,0.14,0.15,0.12,0.14,0.13,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.12,0.12,0.13,0.11,0.12,0.12,0.12,0.12,0.12,0.0,0.15,0.12,0.12,0.12,0.13,0.12,0.11,0.12,0.11,0.11,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.12,0.0,0.11,0.0,0.11,0.11,0.13,0.0,0.11,0.13,0.11,0.21,0.0,0.0,0.0,83.99000000000001
08/17/2021,4.88,3.74,3.09,2.99,2.45,2.52,2.4,2.03,2.29,1.84,1.42,1.37,1.26,0.96,1.08,1.05,0.77,0.83,0.74,0.82,0.74,0.66,0.75,0.66,0.69,0.72,0.68,0.62,0.65,0.63,0.57,0.64,0.58,0.57,0.52,0.53,0.56,0.49,0.54,0.51,0.52,0.45,0.44,0.53,0.41,0.4,0.33,0.41,0.41,0.37,0.37,0.39,0.38,0.36,0.36,0.35,0.36,0.35,0.34,0.32,0.32,0.35,0.28,0.31,0.29,0.3,0.34,0.3,0.26,0.27,0.29,0.29,0.3,0.28,0.26,0.27,0.26,0.26,0.27,0.26,0.23,0.22,0.24,0.25,0.24,0.26,0.25,0.25,0.22,0.23,0.2,0.23,0.22,0.22,0.23,0.23,0.22,0.22,0.2,0.22,0.19,0.21,0.21,0.2,0.21,0.22,0.2,0.0,0.2,0.19,0.19,0.2,0.18,0.26,0.17,0.17,0.19,0.17,0.16,0.17,0.19,0.15,0.17,0.17,0.18,0.17,0.16,0.17,0.16,0.16,0.16,0.16,0.22,0.14,0.15,0.16,0.16,0.16,0.16,0.17,0.17,0.15,0.15,0.16,0.15,0.16,0.14,0.15,0.14,0.15,0.15,0.14,0.14,0.13,0.15,0.14,0.14,0.15,0.12,0.14,0.13,0.14,0.14,0.13,0.17,0.12,0.13,0.13,0.12,0.12,0.13,0.11,0.13,0.12,0.12,0.12,0.11,0.0,0.15,0.12,0.12,0.12,0.13,0.12,0.12,0.12,0.11,0.11,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.12,0.0,0.11,0.0,0.11,0.11,0.14,0.0,0.11,0.13,0.0,0.21,0.11,0.0,0.0,84.05000000000001
08/18/2021,4.88,3.74,3.09,2.99,2.45,2.52,2.4,2.03,2.29,1.84,1.42,1.37,1.26,0.96,1.08,1.05,0.77,0.83,0.74,0.82,0.74,0.66,0.75,0.66,0.69,0.72,0.68,0.62,0.65,0.63,0.57,0.64,0.58,0.57,0.52,0.53,0.56,0.49,0.54,0.51,0.52,0.45,0.44,0.53,0.41,0.4,0.33,0.41,0.41,0.37,0.37,0.39,0.38,0.36,0.36,0.35,0.36,0.35,0.34,0.32,0.32,0.35,0.28,0.31,0.29,0.3,0.34,0.3,0.26,0.27,0.29,0.29,0.3,0.28,0.26,0.27,0.26,0.26,0.27,0.26,0.23,0.22,0.24,0.25,0.24,0.26,0.25,0.25,0.22,0.23,0.2,0.23,0.22,0.22,0.23,0.23,0.22,0.22,0.2,0.22,0.19,0.21,0.21,0.2,0.21,0.22,0.2,0.0,0.2,0.19,0.19,0.2,0.18,0.26,0.17,0.17,0.19,0.17,0.16,0.17,0.19,0.15,0.17,0.17,0.18,0.17,0.16,0.17,0.16,0.16,0.16,0.16,0.22,0.14,0.15,0.16,0.16,0.16,0.16,0.17,0.17,0.15,0.15,0.16,0.15,0.16,0.14,0.15,0.14,0.15,0.15,0.14,0.14,0.13,0.15,0.14,0.14,0.15,0.12,0.14,0.13,0.14,0.14,0.13,0.17,0.12,0.13,0.13,0.12,0.12,0.13,0.11,0.13,0.12,0.12,0.12,0.11,0.0,0.15,0.12,0.12,0.12,0.13,0.12,0.12,0.12,0.11,0.11,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.12,0.0,0.11,0.0,0.11,0.11,0.14,0.0,0.11,0.13,0.0,0.21,0.11,0.0,0.0,84.05000000000001
08/19/2021,4.88,3.74,3.09,2.99,2.45,2.52,2.4,2.03,2.29,1.84,1.42,1.37,1.26,0.96,1.08,1.05,0.77,0.83,0.74,0.82,0.74,0.66,0.75,0.66,0.69,0.72,0.68,0.62,0.65,0.63,0.57,0.64,0.58,0.57,0.52,0.53,0.56,0.49,0.54,0.51,0.52,0.45,0.44,0.53,0.41,0.4,0.33,0.41,0.41,0.37,0.37,0.39,0.38,0.36,0.36,0.35,0.36,0.35,0.34,0.32,0.32,0.35,0.28,0.31,0.29,0.3,0.34,0.3,0.26,0.27,0.29,0.29,0.3,0.28,0.26,0.27,0.26,0.26,0.27,0.26,0.23,0.22,0.24,0.25,0.24,0.26,0.25,0.25,0.22,0.23,0.2,0.23,0.22,0.22,0.23,0.23,0.22,0.22,0.2,0.22,0.19,0.21,0.21,0.2,0.21,0.22,0.2,0.0,0.2,0.19,0.19,0.2,0.18,0.26,0.17,0.17,0.19,0.17,0.16,0.17,0.19,0.15,0.17,0.17,0.18,0.17,0.16,0.17,0.16,0.16,0.16,0.16,0.22,0.14,0.15,0.16,0.16,0.16,0.16,0.17,0.17,0.15,0.15,0.16,0.15,0.16,0.14,0.15,0.14,0.15,0.15,0.14,0.14,0.13,0.15,0.14,0.14,0.15,0.12,0.14,0.13,0.14,0.14,0.13,0.17,0.12,0.13,0.13,0.12,0.12,0.13,0.11,0.13,0.12,0.12,0.12,0.11,0.0,0.15,0.12,0.12,0.12,0.13,0.12,0.12,0.12,0.11,0.11,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.12,0.0,0.11,0.0,0.11,0.11,0.14,0.0,0.11,0.13,0.0,0.21,0.11,0.0,0.0,84.05000000000001
08/20/2021,4.88,3.71,3.09,3.01,2.44,2.53,2.37,2.06,2.31,1.83,1.42,1.38,1.27,0.94,1.08,1.04,0.77,0.82,0.72,0.83,0.74,0.67,0.75,0.64,0.68,0.7,0.69,0.62,0.63,0.64,0.57,0.65,0.57,0.57,0.51,0.53,0.56,0.5,0.54,0.51,0.51,0.45,0.44,0.53,0.41,0.4,0.32,0.41,0.41,0.38,0.37,0.39,0.38,0.36,0.36,0.34,0.35,0.35,0.34,0.32,0.32,0.35,0.28,0.31,0.29,0.3,0.34,0.29,0.26,0.27,0.29,0.29,0.29,0.27,0.26,0.27,0.26,0.26,0.27,0.26,0.23,0.22,0.24,0.25,0.24,0.26,0.24,0.25,0.22,0.21,0.2,0.23,0.22,0.22,0.23,0.23,0.22,0.22,0.2,0.22,0.19,0.21,0.21,0.2,0.21,0.22,0.2,0.0,0.2,0.19,0.19,0.2,0.18,0.26,0.17,0.17,0.18,0.17,0.16,0.17,0.19,0.15,0.17,0.17,0.17,0.17,0.16,0.17,0.16,0.15,0.16,0.16,0.22,0.14,0.15,0.16,0.16,0.16,0.16,0.17,0.17,0.15,0.15,0.16,0.14,0.16,0.14,0.15,0.14,0.15,0.15,0.14,0.14,0.13,0.15,0.14,0.14,0.15,0.12,0.14,0.13,0.14,0.14,0.13,0.16,0.12,0.13,0.13,0.12,0.12,0.13,0.11,0.13,0.12,0.12,0.12,0.12,0.0,0.15,0.12,0.12,0.13,0.13,0.12,0.11,0.12,0.11,0.12,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.12,0.0,0.11,0.0,0.11,0.11,0.13,0.0,0.11,0.13,0.0,0.21,0.0,0.2,0.0,83.94
08/23/2021,4.87,3.68,3.1,3.0,2.46,2.52,2.36,2.07,2.35,1.82,1.38,1.35,1.25,0.93,1.1,1.08,0.79,0.81,0.7,0.84,0.73,0.64,0.77,0.63,0.69,0.68,0.69,0.61,0.58,0.64,0.58,0.65,0.57,0.59,0.51,0.52,0.56,0.49,0.54,0.51,0.52,0.46,0.44,0.52,0.41,0.4,0.32,0.41,0.41,0.38,0.37,0.4,0.39,0.36,0.37,0.35,0.35,0.35,0.35,0.32,0.32,0.35,0.27,0.31,0.29,0.3,0.34,0.29,0.26,0.27,0.29,0.29,0.28,0.26,0.26,0.27,0.26,0.26,0.27,0.26,0.22,0.21,0.24,0.25,0.24,0.26,0.25,0.25,0.22,0.22,0.2,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.2,0.22,0.19,0.21,0.21,0.2,0.2,0.22,0.2,0.0,0.2,0.19,0.18,0.2,0.18,0.25,0.17,0.17,0.18,0.18,0.16,0.16,0.19,0.14,0.17,0.17,0.17,0.18,0.16,0.18,0.16,0.16,0.16,0.16,0.21,0.14,0.15,0.16,0.16,0.15,0.17,0.17,0.17,0.15,0.15,0.16,0.14,0.16,0.14,0.15,0.14,0.15,0.15,0.14,0.14,0.13,0.15,0.14,0.14,0.15,0.12,0.14,0.13,0.14,0.13,0.14,0.17,0.13,0.13,0.14,0.13,0.12,0.13,0.11,0.13,0.11,0.12,0.12,0.12,0.0,0.15,0.12,0.12,0.13,0.13,0.12,0.11,0.13,0.12,0.12,0.0,0.0,0.12,0.11,0.0,0.0,0.0,0.12,0.11,0.0,0.0,0.12,0.0,0.11,0.0,0.11,0.12,0.13,0.0,0.11,0.13,0.0,0.22,0.11,0.2,0.0,83.92999999999999
08/24/2021,4.87,3.69,3.13,3.04,2.5,2.55,2.35,2.11,2.34,1.93,1.41,1.36,1.24,0.92,1.09,1.04,0.78,0.81,0.69,0.85,0.74,0.59,0.76,0.59,0.66,0.67,0.7,0.62,0.53,0.66,0.58,0.67,0.56,0.6,0.51,0.52,0.56,0.49,0.54,0.5,0.51,0.46,0.44,0.54,0.4,0.4,0.32,0.42,0.4,0.39,0.38,0.41,0.4,0.36,0.37,0.33,0.35,0.34,0.36,0.32,0.31,0.35,0.28,0.32,0.29,0.3,0.34,0.29,0.26,0.27,0.3,0.29,0.28,0.26,0.26,0.28,0.26,0.26,0.27,0.26,0.21,0.21,0.23,0.26,0.24,0.26,0.25,0.25,0.22,0.21,0.19,0.23,0.23,0.22,0.23,0.22,0.22,0.22,0.19,0.22,0.19,0.21,0.22,0.2,0.2,0.22,0.2,0.0,0.2,0.19,0.19,0.2,0.18,0.25,0.17,0.17,0.18,0.18,0.16,0.16,0.19,0.14,0.17,0.17,0.17,0.18,0.15,0.17,0.17,0.15,0.16,0.16,0.22,0.14,0.15,0.16,0.16,0.15,0.17,0.17,0.18,0.15,0.15,0.17,0.14,0.16,0.13,0.16,0.13,0.15,0.15,0.14,0.14,0.13,0.16,0.14,0.14,0.15,0.12,0.14,0.14,0.14,0.13,0.13,0.17,0.12,0.13,0.14,0.12,0.12,0.13,0.11,0.13,0.11,0.12,0.11,0.12,0.0,0.15,0.12,0.12,0.13,0.13,0.12,0.11,0.13,0.11,0.11,0.0,0.0,0.12,0.11,0.0,0.0,0.0,0.12,0.11,0.0,0.0,0.12,0.0,0.11,0.0,0.11,0.12,0.13,0.0,0.11,0.13,0.0,0.22,0.11,0.2,0.0,84.00999999999999
08/25/2021,4.87,3.69,3.13,3.04,2.5,2.55,2.35,2.11,2.34,1.93,1.41,1.36,1.24,0.92,1.09,1.04,0.78,0.81,0.69,0.85,0.74,0.59,0.76,0.59,0.66,0.67,0.7,0.62,0.53,0.66,0.58,0.67,0.56,0.6,0.51,0.52,0.56,0.49,0.54,0.5,0.51,0.46,0.44,0.54,0.4,0.4,0.32,0.42,0.4,0.39,0.38,0.41,0.4,0.36,0.37,0.33,0.35,0.34,0.36,0.32,0.31,0.35,0.28,0.32,0.29,0.3,0.34,0.29,0.26,0.27,0.3,0.29,0.28,0.26,0.26,0.28,0.26,0.26,0.27,0.26,0.21,0.21,0.23,0.26,0.24,0.26,0.25,0.25,0.22,0.21,0.19,0.23,0.23,0.22,0.23,0.22,0.22,0.22,0.19,0.22,0.19,0.21,0.22,0.2,0.2,0.22,0.2,0.0,0.2,0.19,0.19,0.2,0.18,0.25,0.17,0.17,0.18,0.18,0.16,0.16,0.19,0.14,0.17,0.17,0.17,0.18,0.15,0.17,0.17,0.15,0.16,0.16,0.22,0.14,0.15,0.16,0.16,0.15,0.17,0.17,0.18,0.15,0.15,0.17,0.14,0.16,0.13,0.16,0.13,0.15,0.15,0.14,0.14,0.13,0.16,0.14,0.14,0.15,0.12,0.14,0.14,0.14,0.13,0.13,0.17,0.12,0.13,0.14,0.12,0.12,0.13,0.11,0.13,0.11,0.12,0.11,0.12,0.0,0.15,0.12,0.12,0.13,0.13,0.12,0.11,0.13,0.11,0.11,0.0,0.0,0.12,0.11,0.0,0.0,0.0,0.12,0.11,0.0,0.0,0.12,0.0,0.11,0.0,0.11,0.12,0.13,0.0,0.11,0.13,0.0,0.0,0.11,0.2,0.22,84.00999999999999
08/26/2021,4.87,3.69,3.13,3.04,2.5,2.55,2.35,2.11,2.34,1.93,1.41,1.36,1.24,0.92,1.09,1.04,0.78,0.81,0.69,0.85,0.74,0.59,0.76,0.59,0.66,0.67,0.7,0.62,0.53,0.66,0.58,0.67,0.56,0.6,0.51,0.52,0.56,0.49,0.54,0.5,0.51,0.46,0.44,0.54,0.4,0.4,0.32,0.42,0.4,0.39,0.38,0.41,0.4,0.36,0.37,0.33,0.35,0.34,0.36,0.32,0.31,0.35,0.28,0.32,0.29,0.3,0.34,0.29,0.26,0.27,0.3,0.29,0.28,0.26,0.26,0.28,0.26,0.26,0.27,0.26,0.21,0.21,0.23,0.26,0.24,0.26,0.25,0.25,0.22,0.21,0.19,0.23,0.23,0.22,0.23,0.22,0.22,0.22,0.19,0.22,0.19,0.21,0.22,0.2,0.2,0.22,0.2,0.0,0.2,0.19,0.19,0.2,0.18,0.25,0.17,0.17,0.18,0.18,0.16,0.16,0.19,0.14,0.17,0.17,0.17,0.18,0.15,0.17,0.17,0.15,0.16,0.16,0.22,0.14,0.15,0.16,0.16,0.15,0.17,0.17,0.18,0.15,0.15,0.17,0.14,0.16,0.13,0.16,0.13,0.15,0.15,0.14,0.14,0.13,0.16,0.14,0.14,0.15,0.12,0.14,0.14,0.14,0.13,0.13,0.17,0.12,0.13,0.14,0.12,0.12,0.13,0.11,0.13,0.11,0.12,0.11,0.12,0.0,0.15,0.12,0.12,0.13,0.13,0.12,0.11,0.13,0.11,0.11,0.0,0.0,0.12,0.11,0.0,0.0,0.0,0.12,0.11,0.0,0.0,0.12,0.0,0.11,0.0,0.11,0.12,0.13,0.0,0.11,0.13,0.0,0.0,0.11,0.2,0.22,84.00999999999999
08/27/2021,4.83,3.71,3.1,3.0,2.48,2.52,2.36,2.11,2.39,1.93,1.42,1.36,1.24,0.95,1.1,1.04,0.78,0.81,0.69,0.85,0.74,0.58,0.75,0.57,0.68,0.68,0.69,0.62,0.54,0.65,0.58,0.66,0.57,0.59,0.52,0.53,0.56,0.48,0.54,0.51,0.52,0.46,0.44,0.54,0.41,0.4,0.33,0.41,0.4,0.38,0.38,0.4,0.39,0.36,0.37,0.34,0.36,0.34,0.36,0.32,0.32,0.36,0.28,0.31,0.29,0.3,0.34,0.29,0.26,0.27,0.29,0.29,0.28,0.26,0.26,0.27,0.26,0.26,0.27,0.26,0.21,0.22,0.23,0.25,0.24,0.26,0.25,0.25,0.22,0.22,0.19,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.2,0.22,0.19,0.21,0.22,0.2,0.2,0.22,0.2,0.0,0.2,0.19,0.19,0.2,0.18,0.25,0.17,0.17,0.18,0.18,0.17,0.16,0.19,0.14,0.17,0.17,0.17,0.18,0.15,0.17,0.17,0.15,0.16,0.15,0.22,0.14,0.15,0.16,0.16,0.15,0.17,0.17,0.18,0.15,0.16,0.17,0.14,0.16,0.14,0.16,0.14,0.15,0.15,0.14,0.14,0.13,0.16,0.14,0.14,0.15,0.12,0.14,0.14,0.14,0.13,0.13,0.16,0.12,0.13,0.14,0.13,0.12,0.13,0.11,0.13,0.11,0.12,0.11,0.12,0.0,0.15,0.12,0.13,0.13,0.13,0.12,0.11,0.12,0.11,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.12,0.11,0.0,0.0,0.12,0.0,0.11,0.0,0.11,0.12,0.13,0.0,0.11,0.13,0.0,0.0,0.11,0.2,0.22,84.03000000000002
08/30/2021,4.78,3.79,3.06,3.0,2.48,2.49,2.42,2.11,2.26,1.95,1.42,1.35,1.23,0.97,1.06,1.02,0.77,0.83,0.71,0.83,0.75,0.62,0.74,0.59,0.68,0.69,0.68,0.63,0.55,0.64,0.58,0.65,0.58,0.58,0.52,0.53,0.57,0.48,0.54,0.5,0.52,0.45,0.44,0.56,0.42,0.4,0.34,0.42,0.4,0.37,0.38,0.39,0.39,0.35,0.36,0.34,0.36,0.34,0.35,0.33,0.32,0.36,0.29,0.31,0.29,0.3,0.34,0.29,0.26,0.28,0.29,0.29,0.29,0.26,0.27,0.27,0.25,0.26,0.27,0.27,0.21,0.22,0.23,0.25,0.24,0.26,0.26,0.25,0.22,0.22,0.19,0.23,0.23,0.22,0.23,0.23,0.22,0.21,0.2,0.21,0.19,0.22,0.21,0.2,0.21,0.21,0.2,0.0,0.2,0.18,0.19,0.19,0.18,0.25,0.17,0.18,0.18,0.17,0.17,0.16,0.19,0.15,0.18,0.17,0.17,0.18,0.15,0.17,0.16,0.16,0.16,0.16,0.22,0.14,0.15,0.15,0.16,0.16,0.17,0.17,0.17,0.15,0.16,0.17,0.14,0.15,0.14,0.16,0.14,0.15,0.15,0.14,0.14,0.13,0.15,0.14,0.14,0.15,0.12,0.14,0.13,0.14,0.13,0.13,0.16,0.12,0.13,0.14,0.12,0.12,0.13,0.12,0.13,0.11,0.12,0.11,0.12,0.0,0.15,0.12,0.13,0.13,0.13,0.12,0.12,0.13,0.11,0.11,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.12,0.0,0.0,0.0,0.12,0.0,0.11,0.0,0.11,0.11,0.13,0.0,0.11,0.13,0.0,0.0,0.11,0.2,0.22,83.95
08/31/2021,4.72,3.83,3.05,3.02,2.51,2.47,2.41,2.09,2.21,1.93,1.45,1.34,1.23,0.98,1.07,1.03,0.78,0.84,0.71,0.83,0.76,0.63,0.74,0.58,0.69,0.7,0.67,0.63,0.54,0.64,0.57,0.65,0.6,0.58,0.52,0.54,0.57,0.48,0.54,0.49,0.52,0.45,0.44,0.58,0.41,0.4,0.34,0.42,0.4,0.36,0.38,0.39,0.39,0.35,0.36,0.36,0.36,0.34,0.35,0.32,0.32,0.37,0.28,0.31,0.29,0.3,0.33,0.29,0.26,0.27,0.29,0.29,0.29,0.26,0.27,0.27,0.26,0.26,0.27,0.26,0.21,0.23,0.23,0.26,0.24,0.26,0.27,0.25,0.23,0.23,0.19,0.23,0.22,0.23,0.23,0.23,0.22,0.21,0.2,0.21,0.18,0.22,0.21,0.2,0.21,0.21,0.2,0.0,0.2,0.18,0.18,0.19,0.18,0.25,0.16,0.18,0.18,0.17,0.18,0.16,0.18,0.15,0.18,0.17,0.17,0.18,0.15,0.17,0.16,0.16,0.17,0.16,0.22,0.14,0.15,0.15,0.15,0.16,0.17,0.17,0.17,0.15,0.16,0.16,0.14,0.15,0.14,0.16,0.14,0.15,0.15,0.14,0.14,0.13,0.15,0.14,0.14,0.15,0.12,0.14,0.13,0.14,0.13,0.13,0.16,0.13,0.13,0.14,0.12,0.12,0.13,0.11,0.12,0.12,0.12,0.11,0.12,0.0,0.15,0.12,0.13,0.13,0.13,0.12,0.12,0.13,0.11,0.11,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.12,0.0,0.11,0.0,0.11,0.11,0.13,0.0,0.11,0.13,0.0,0.0,0.11,0.2,0.22,83.93
09/01/2021,4.72,3.83,3.05,3.02,2.51,2.47,2.41,2.09,2.21,1.93,1.45,1.34,1.23,0.98,1.07,1.03,0.78,0.84,0.71,0.83,0.76,0.63,0.74,0.58,0.69,0.7,0.67,0.63,0.54,0.64,0.57,0.65,0.6,0.58,0.52,0.54,0.57,0.48,0.54,0.49,0.52,0.45,0.44,0.58,0.41,0.4,0.34,0.42,0.4,0.36,0.38,0.39,0.39,0.35,0.36,0.36,0.36,0.34,0.35,0.32,0.32,0.37,0.28,0.31,0.29,0.3,0.33,0.29,0.26,0.27,0.29,0.29,0.29,0.26,0.27,0.27,0.26,0.26,0.27,0.26,0.21,0.23,0.23,0.26,0.24,0.26,0.27,0.25,0.23,0.23,0.19,0.23,0.22,0.23,0.23,0.23,0.22,0.21,0.2,0.21,0.18,0.22,0.21,0.2,0.21,0.21,0.2,0.0,0.2,0.18,0.18,0.19,0.18,0.25,0.16,0.18,0.18,0.17,0.18,0.16,0.18,0.15,0.18,0.17,0.17,0.18,0.15,0.17,0.16,0.16,0.17,0.16,0.22,0.14,0.15,0.15,0.15,0.16,0.17,0.17,0.17,0.15,0.16,0.16,0.14,0.15,0.14,0.16,0.14,0.15,0.15,0.14,0.14,0.13,0.15,0.14,0.14,0.15,0.12,0.14,0.13,0.14,0.13,0.13,0.16,0.13,0.13,0.14,0.12,0.12,0.13,0.11,0.12,0.12,0.12,0.11,0.12,0.0,0.15,0.12,0.13,0.13,0.13,0.12,0.12,0.13,0.11,0.11,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.12,0.0,0.11,0.0,0.11,0.11,0.13,0.0,0.11,0.13,0.0,0.0,0.11,0.2,0.22,83.93
09/02/2021,4.72,3.83,3.05,3.02,2.51,2.47,2.41,2.09,2.21,1.93,1.45,1.34,1.23,0.98,1.07,1.03,0.78,0.84,0.71,0.83,0.76,0.63,0.74,0.58,0.69,0.7,0.67,0.63,0.54,0.64,0.57,0.65,0.6,0.58,0.52,0.54,0.57,0.48,0.54,0.49,0.52,0.45,0.44,0.58,0.41,0.4,0.34,0.42,0.4,0.36,0.38,0.39,0.39,0.35,0.36,0.36,0.36,0.34,0.35,0.32,0.32,0.37,0.28,0.31,0.29,0.3,0.33,0.29,0.26,0.27,0.29,0.29,0.29,0.26,0.27,0.27,0.26,0.26,0.27,0.26,0.21,0.23,0.23,0.26,0.24,0.26,0.27,0.25,0.23,0.23,0.19,0.23,0.22,0.23,0.23,0.23,0.22,0.21,0.2,0.21,0.18,0.22,0.21,0.2,0.21,0.21,0.2,0.0,0.2,0.18,0.18,0.19,0.18,0.25,0.16,0.18,0.18,0.17,0.18,0.16,0.18,0.15,0.18,0.17,0.17,0.18,0.15,0.17,0.16,0.16,0.17,0.16,0.22,0.14,0.15,0.15,0.15,0.16,0.17,0.17,0.17,0.15,0.16,0.16,0.14,0.15,0.14,0.16,0.14,0.15,0.15,0.14,0.14,0.13,0.15,0.14,0.14,0.15,0.12,0.14,0.13,0.14,0.13,0.13,0.16,0.13,0.13,0.14,0.12,0.12,0.13,0.11,0.12,0.12,0.12,0.11,0.12,0.0,0.15,0.12,0.13,0.13,0.13,0.12,0.12,0.13,0.11,0.11,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.12,0.0,0.11,0.0,0.11,0.11,0.13,0.0,0.11,0.13,0.0,0.0,0.11,0.2,0.22,83.93
