,XTSLA,DCOM,CLNE,FNKO,CUBI,ANF,MOV,TLYS,MOD,TILE,CASH,COWN,SCHN,ODP,MYRG,ATI,HIBB,BGCP,HWC,WCC,TBK,TITN,KALU,ASIX,NESR,KNL,VNDA,HSII,HAFC,UFS,SITC,CRS,AOSL,XHR,AMKR,HAYN,DXPE,AKR,SEM,GMS,MSBI,ETH,PPBI,FFIC,VRA,HCI,VLY,URBN,EBSB,KRG,CMTL,TCBI,RES,APOG,SASR,DAN,HZO,XPER,FFBC,UFI,TOWN,REVG,CNOB,IIIN,BKU,NSIT,CATY,PFC,CPF,PIPR,INN,PFS,ZUMZ,EME,LBAI,SCHL,AVNT,SBCF,FFWM,FBMS,TBI,AIMC,FRME,SGH,ARCB,MEI,IBCP,NPO,HOPE,TCBK,NFBK,BECN,UCBI,KRNY,FULT,OFG,ISBC,WASH,HTBK,DCO,LPG,SP,SFNC,AUB,BANC,EFSC,HBNC,UBSI,FBP,PRIM,NTB,CXP,STBA,MATX,BMTC,SSB,IBTX,FHI,CFB,MLHR,RCII,BRKL,WIRE,STRL,HOMB,CMC,GLDD,BUSE,PEBO,RDN,ANDE,WRLD,MLI,MATW,ABTX,SIGI,MTX,WSFS,SPNT,CMCO,SCS,SRCE,PQG,INT,ACCO,BANF,ESGR,GSBC,THR,CNO,WAFD,TRMK,AEL,B,CTBI,GBX,CNX,FDP,SANM,BV,VSH,COLB,CCS,HMST,PBH,BCC,BHE,SR,UTL,BXS,PDM,FUL,EIG,SOI,KN,HOFT,PRA,KELYA,TSC,HNI,SBRA,WOR,ACA,NTCT,INDB,TMP,NX,RUSHA,MHO,POWL,SPWH,NWE,TTMI,THFF,ONB,PFBC,DHT,UFCS,AVA,BKH,WNC,RGP,NMIH,CHCO,HFWA,NBTB,STC,TRST,ABM,TPH,GABC,NCBS,CVLG,ECVT,KAR,AAWW,SPTN,ETD,HCC,LAUR,EZPW,HMN,SUM
08/12/2021,0.94,0.97,0.73,0.81,0.88,0.67,0.77,0.63,0.58,0.57,0.65,0.62,0.66,0.58,0.67,0.58,0.56,0.62,0.6,0.66,0.63,0.54,0.57,0.72,0.44,0.0,0.42,0.52,0.58,0.53,0.55,0.52,0.46,0.48,0.63,0.55,0.51,0.52,0.44,0.52,0.49,0.45,0.5,0.55,0.48,0.58,0.49,0.47,0.49,0.44,0.48,0.52,0.37,0.48,0.48,0.5,0.5,0.46,0.48,0.46,0.47,0.49,0.51,0.53,0.47,0.44,0.46,0.44,0.48,0.48,0.44,0.47,0.38,0.45,0.43,0.42,0.46,0.45,0.48,0.49,0.43,0.41,0.46,0.47,0.53,0.43,0.43,0.39,0.46,0.39,0.47,0.44,0.44,0.45,0.43,0.48,0.46,0.43,0.44,0.41,0.38,0.43,0.45,0.44,0.43,0.43,0.45,0.41,0.57,0.37,0.39,0.36,0.42,0.45,0.41,0.38,0.41,0.39,0.41,0.65,0.48,0.43,0.47,0.4,0.33,0.43,0.39,0.38,0.41,0.4,0.37,0.44,0.4,0.35,0.41,0.41,0.39,0.4,0.36,0.34,0.35,0.38,0.0,0.41,0.4,0.33,0.41,0.37,0.35,0.36,0.4,0.36,0.38,0.35,0.36,0.38,0.0,0.35,0.36,0.33,0.37,0.38,0.4,0.38,0.41,0.0,0.0,0.33,0.33,0.37,0.35,0.36,0.34,0.0,0.34,0.33,0.36,0.34,0.4,0.0,0.32,0.36,0.0,0.32,0.34,0.35,0.33,0.34,0.34,0.0,0.32,0.32,0.32,0.33,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.32,0.32,0.34,0.34,0.34,0.33,0.33,0.33,0.33,0.35,0.33,0.0,0.4,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.9
08/13/2021,0.95,0.96,0.76,0.79,0.87,0.71,0.8,0.66,0.58,0.56,0.65,0.62,0.69,0.58,0.67,0.58,0.58,0.58,0.6,0.67,0.63,0.55,0.59,0.73,0.45,0.0,0.41,0.53,0.58,0.53,0.54,0.53,0.46,0.48,0.61,0.57,0.51,0.52,0.43,0.52,0.49,0.47,0.5,0.55,0.5,0.58,0.49,0.47,0.5,0.43,0.49,0.52,0.39,0.48,0.48,0.5,0.51,0.44,0.48,0.45,0.47,0.5,0.51,0.55,0.47,0.43,0.46,0.44,0.48,0.48,0.43,0.46,0.39,0.44,0.42,0.41,0.46,0.45,0.47,0.49,0.43,0.42,0.46,0.45,0.52,0.42,0.43,0.38,0.46,0.39,0.47,0.43,0.44,0.44,0.43,0.48,0.46,0.42,0.43,0.41,0.39,0.43,0.44,0.44,0.44,0.43,0.45,0.41,0.57,0.37,0.38,0.36,0.42,0.45,0.41,0.37,0.41,0.39,0.4,0.65,0.49,0.43,0.47,0.41,0.33,0.44,0.39,0.38,0.41,0.4,0.37,0.43,0.4,0.35,0.41,0.41,0.39,0.4,0.35,0.34,0.35,0.38,0.0,0.41,0.4,0.32,0.41,0.37,0.35,0.36,0.4,0.36,0.38,0.35,0.36,0.39,0.33,0.35,0.35,0.0,0.37,0.39,0.4,0.38,0.41,0.0,0.0,0.33,0.33,0.37,0.34,0.36,0.34,0.0,0.34,0.34,0.38,0.35,0.4,0.31,0.0,0.37,0.0,0.0,0.35,0.35,0.34,0.34,0.34,0.0,0.31,0.0,0.32,0.33,0.32,0.31,0.0,0.0,0.0,0.33,0.0,0.0,0.32,0.34,0.34,0.34,0.33,0.33,0.32,0.33,0.35,0.33,0.33,0.33,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.96000000000001
08/16/2021,0.95,0.95,0.76,0.78,0.88,0.7,0.84,0.65,0.57,0.57,0.65,0.61,0.71,0.59,0.67,0.57,0.57,0.59,0.6,0.67,0.62,0.55,0.59,0.72,0.45,0.0,0.41,0.53,0.59,0.53,0.54,0.52,0.46,0.48,0.59,0.57,0.47,0.51,0.42,0.53,0.49,0.49,0.51,0.55,0.49,0.57,0.49,0.46,0.49,0.42,0.48,0.52,0.38,0.48,0.47,0.5,0.5,0.44,0.48,0.46,0.48,0.49,0.52,0.58,0.48,0.43,0.46,0.44,0.48,0.49,0.44,0.47,0.39,0.44,0.42,0.4,0.47,0.45,0.47,0.48,0.42,0.42,0.46,0.41,0.54,0.43,0.43,0.39,0.46,0.38,0.47,0.42,0.45,0.45,0.43,0.48,0.49,0.42,0.43,0.42,0.39,0.42,0.45,0.44,0.44,0.43,0.45,0.42,0.58,0.37,0.38,0.37,0.43,0.46,0.41,0.37,0.41,0.39,0.39,0.65,0.52,0.43,0.47,0.42,0.33,0.45,0.39,0.37,0.41,0.41,0.38,0.43,0.4,0.35,0.41,0.4,0.39,0.41,0.35,0.34,0.34,0.38,0.0,0.41,0.41,0.32,0.4,0.37,0.35,0.37,0.4,0.36,0.37,0.35,0.37,0.39,0.32,0.34,0.35,0.31,0.37,0.39,0.41,0.39,0.4,0.32,0.0,0.32,0.32,0.38,0.34,0.37,0.34,0.0,0.33,0.33,0.39,0.34,0.4,0.0,0.0,0.37,0.0,0.31,0.36,0.35,0.34,0.34,0.36,0.0,0.31,0.0,0.0,0.32,0.32,0.0,0.0,0.0,0.0,0.33,0.0,0.32,0.32,0.34,0.34,0.34,0.33,0.33,0.32,0.34,0.35,0.33,0.32,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.02000000000001
08/17/2021,0.74,0.95,0.7,0.78,0.87,0.68,0.84,0.64,0.58,0.55,0.65,0.6,0.71,0.59,0.67,0.56,0.56,0.59,0.61,0.67,0.62,0.55,0.6,0.72,0.46,0.0,0.43,0.53,0.59,0.53,0.54,0.51,0.46,0.48,0.59,0.56,0.46,0.52,0.42,0.53,0.49,0.47,0.5,0.54,0.48,0.57,0.48,0.46,0.5,0.43,0.48,0.52,0.36,0.49,0.47,0.5,0.5,0.44,0.48,0.45,0.48,0.49,0.51,0.58,0.48,0.44,0.45,0.44,0.48,0.49,0.45,0.47,0.38,0.44,0.42,0.4,0.48,0.45,0.47,0.48,0.42,0.42,0.46,0.41,0.54,0.43,0.42,0.39,0.46,0.38,0.47,0.41,0.45,0.45,0.43,0.49,0.49,0.42,0.43,0.41,0.38,0.41,0.45,0.44,0.44,0.43,0.45,0.42,0.58,0.37,0.39,0.38,0.43,0.46,0.41,0.37,0.4,0.39,0.39,0.65,0.52,0.43,0.47,0.42,0.33,0.46,0.39,0.37,0.41,0.41,0.38,0.43,0.42,0.35,0.4,0.41,0.39,0.41,0.36,0.34,0.35,0.38,0.0,0.41,0.42,0.32,0.39,0.37,0.34,0.37,0.4,0.36,0.37,0.36,0.37,0.39,0.0,0.35,0.36,0.0,0.37,0.39,0.41,0.39,0.41,0.32,0.0,0.33,0.32,0.38,0.34,0.37,0.34,0.0,0.34,0.34,0.39,0.33,0.4,0.0,0.0,0.37,0.0,0.0,0.36,0.36,0.34,0.34,0.36,0.0,0.0,0.32,0.32,0.33,0.32,0.0,0.0,0.0,0.0,0.34,0.0,0.34,0.32,0.34,0.34,0.34,0.33,0.33,0.33,0.34,0.34,0.33,0.32,0.31,0.33,0.32,0.0,0.0,0.0,0.0,0.0,0.0,89.77000000000001
08/18/2021,0.74,0.95,0.7,0.78,0.88,0.68,0.84,0.64,0.58,0.55,0.66,0.6,0.71,0.59,0.67,0.56,0.56,0.59,0.61,0.67,0.62,0.55,0.6,0.72,0.46,0.0,0.43,0.53,0.59,0.53,0.54,0.51,0.46,0.48,0.59,0.56,0.46,0.52,0.42,0.53,0.49,0.47,0.51,0.54,0.48,0.57,0.48,0.46,0.5,0.43,0.48,0.52,0.36,0.49,0.47,0.5,0.51,0.44,0.5,0.45,0.48,0.49,0.51,0.58,0.49,0.44,0.45,0.44,0.49,0.49,0.45,0.47,0.38,0.44,0.42,0.4,0.48,0.46,0.47,0.48,0.42,0.42,0.46,0.41,0.54,0.43,0.42,0.39,0.47,0.38,0.47,0.41,0.47,0.45,0.43,0.49,0.51,0.42,0.43,0.41,0.38,0.41,0.47,0.44,0.45,0.43,0.45,0.42,0.63,0.37,0.39,0.38,0.44,0.46,0.41,0.37,0.4,0.39,0.39,0.65,0.52,0.44,0.47,0.42,0.33,0.46,0.39,0.37,0.41,0.41,0.38,0.43,0.42,0.35,0.41,0.41,0.39,0.43,0.36,0.34,0.35,0.38,0.0,0.41,0.42,0.32,0.39,0.37,0.34,0.37,0.4,0.36,0.38,0.36,0.37,0.39,0.0,0.35,0.36,0.0,0.37,0.4,0.41,0.41,0.41,0.32,0.0,0.33,0.32,0.38,0.34,0.37,0.34,0.0,0.34,0.34,0.41,0.33,0.4,0.0,0.0,0.37,0.0,0.0,0.38,0.36,0.34,0.34,0.36,0.0,0.0,0.32,0.32,0.33,0.34,0.48,0.0,0.0,0.0,0.34,0.0,0.34,0.32,0.35,0.35,0.35,0.35,0.33,0.33,0.34,0.34,0.33,0.32,0.0,0.33,0.32,0.0,0.0,0.0,0.0,0.0,0.0,90.36
08/19/2021,0.72,0.96,0.67,0.79,0.85,0.67,0.84,0.64,0.57,0.56,0.63,0.6,0.69,0.59,0.67,0.56,0.56,0.57,0.61,0.66,0.62,0.54,0.58,0.71,0.44,0.0,0.42,0.53,0.57,0.51,0.54,0.5,0.44,0.47,0.59,0.58,0.49,0.51,0.43,0.52,0.49,0.46,0.48,0.54,0.48,0.56,0.48,0.45,0.5,0.42,0.47,0.52,0.36,0.49,0.47,0.5,0.51,0.44,0.47,0.45,0.48,0.49,0.51,0.56,0.46,0.44,0.46,0.44,0.46,0.5,0.44,0.45,0.38,0.44,0.42,0.4,0.48,0.43,0.47,0.47,0.42,0.42,0.46,0.4,0.54,0.43,0.42,0.39,0.45,0.38,0.45,0.41,0.43,0.45,0.43,0.47,0.47,0.43,0.43,0.41,0.38,0.41,0.43,0.44,0.44,0.43,0.45,0.42,0.56,0.36,0.39,0.38,0.41,0.47,0.41,0.37,0.4,0.39,0.4,0.64,0.52,0.41,0.47,0.41,0.33,0.45,0.4,0.37,0.41,0.41,0.37,0.43,0.42,0.36,0.39,0.41,0.39,0.4,0.36,0.34,0.34,0.38,0.0,0.4,0.42,0.32,0.4,0.37,0.34,0.37,0.4,0.36,0.36,0.36,0.37,0.38,0.0,0.36,0.36,0.0,0.37,0.38,0.41,0.38,0.41,0.0,0.0,0.33,0.32,0.37,0.34,0.37,0.33,0.0,0.34,0.34,0.38,0.32,0.4,0.31,0.0,0.37,0.0,0.31,0.35,0.36,0.34,0.34,0.36,0.0,0.0,0.32,0.32,0.33,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.34,0.32,0.33,0.33,0.33,0.32,0.31,0.33,0.34,0.34,0.33,0.33,0.31,0.32,0.32,0.0,0.0,0.0,0.0,0.0,0.0,88.99
08/20/2021,0.74,0.97,0.66,0.76,0.84,0.66,0.81,0.63,0.56,0.56,0.63,0.6,0.69,0.58,0.67,0.56,0.54,0.57,0.62,0.65,0.62,0.54,0.59,0.71,0.45,0.0,0.44,0.54,0.57,0.52,0.53,0.49,0.44,0.47,0.57,0.57,0.5,0.5,0.42,0.51,0.51,0.45,0.49,0.55,0.47,0.57,0.49,0.44,0.5,0.42,0.46,0.52,0.35,0.49,0.47,0.49,0.49,0.45,0.47,0.46,0.48,0.49,0.52,0.55,0.46,0.44,0.46,0.45,0.46,0.49,0.44,0.46,0.37,0.44,0.43,0.41,0.48,0.43,0.47,0.47,0.43,0.41,0.46,0.4,0.56,0.43,0.43,0.4,0.45,0.38,0.46,0.41,0.43,0.46,0.44,0.47,0.46,0.43,0.43,0.42,0.39,0.42,0.44,0.45,0.45,0.43,0.45,0.43,0.56,0.36,0.39,0.39,0.42,0.47,0.42,0.38,0.42,0.39,0.4,0.65,0.5,0.41,0.47,0.41,0.34,0.44,0.4,0.38,0.41,0.41,0.39,0.45,0.42,0.36,0.4,0.42,0.39,0.4,0.36,0.34,0.36,0.38,0.0,0.4,0.41,0.32,0.4,0.37,0.34,0.38,0.4,0.36,0.37,0.35,0.38,0.39,0.0,0.36,0.37,0.0,0.38,0.38,0.39,0.38,0.42,0.0,0.0,0.34,0.33,0.37,0.34,0.37,0.33,0.0,0.34,0.33,0.39,0.0,0.4,0.33,0.0,0.36,0.0,0.32,0.35,0.36,0.33,0.34,0.36,0.0,0.0,0.33,0.33,0.33,0.32,0.0,0.0,0.0,0.0,0.35,0.0,0.34,0.32,0.34,0.33,0.33,0.33,0.32,0.33,0.33,0.34,0.34,0.34,0.0,0.32,0.33,0.32,0.0,0.0,0.0,0.0,0.0,89.32
08/23/2021,1.36,0.98,0.64,0.78,0.79,0.71,0.8,0.65,0.54,0.56,0.59,0.57,0.65,0.58,0.67,0.55,0.55,0.56,0.62,0.65,0.63,0.54,0.58,0.68,0.45,0.0,0.42,0.54,0.53,0.53,0.55,0.47,0.45,0.47,0.58,0.57,0.48,0.51,0.4,0.51,0.51,0.46,0.45,0.55,0.47,0.56,0.49,0.46,0.51,0.42,0.47,0.53,0.34,0.49,0.47,0.48,0.48,0.47,0.44,0.44,0.48,0.48,0.53,0.56,0.43,0.44,0.46,0.45,0.43,0.49,0.44,0.45,0.39,0.46,0.44,0.42,0.48,0.4,0.47,0.47,0.43,0.41,0.46,0.41,0.52,0.42,0.43,0.4,0.42,0.38,0.45,0.41,0.4,0.47,0.44,0.44,0.43,0.43,0.44,0.41,0.39,0.43,0.41,0.46,0.44,0.44,0.46,0.43,0.52,0.35,0.39,0.42,0.39,0.47,0.42,0.37,0.42,0.4,0.4,0.64,0.52,0.39,0.47,0.41,0.33,0.43,0.4,0.39,0.43,0.41,0.41,0.47,0.43,0.35,0.4,0.43,0.39,0.38,0.37,0.34,0.35,0.39,0.0,0.37,0.4,0.32,0.4,0.39,0.35,0.38,0.41,0.37,0.37,0.35,0.38,0.37,0.0,0.35,0.36,0.32,0.37,0.35,0.4,0.36,0.42,0.31,0.0,0.33,0.34,0.35,0.36,0.37,0.0,0.0,0.34,0.32,0.37,0.0,0.39,0.32,0.0,0.36,0.0,0.33,0.34,0.37,0.33,0.34,0.36,0.0,0.32,0.33,0.33,0.34,0.0,0.33,0.0,0.31,0.0,0.35,0.0,0.35,0.33,0.32,0.0,0.0,0.31,0.0,0.34,0.33,0.34,0.35,0.34,0.0,0.31,0.32,0.33,0.0,0.0,0.0,0.0,0.0,89.3
08/24/2021,1.96,0.97,0.65,0.8,0.81,0.71,0.82,0.66,0.53,0.57,0.6,0.57,0.63,0.58,0.66,0.53,0.56,0.56,0.62,0.65,0.63,0.53,0.58,0.68,0.43,0.0,0.42,0.54,0.54,0.52,0.55,0.46,0.45,0.48,0.58,0.56,0.48,0.51,0.4,0.52,0.52,0.46,0.46,0.55,0.47,0.53,0.49,0.47,0.52,0.42,0.48,0.53,0.35,0.5,0.48,0.48,0.48,0.47,0.45,0.44,0.48,0.49,0.53,0.55,0.43,0.44,0.46,0.45,0.43,0.5,0.44,0.45,0.39,0.45,0.43,0.42,0.48,0.41,0.48,0.48,0.43,0.41,0.47,0.41,0.53,0.43,0.43,0.39,0.43,0.38,0.45,0.42,0.4,0.46,0.44,0.44,0.43,0.44,0.45,0.41,0.39,0.44,0.41,0.46,0.45,0.44,0.47,0.44,0.53,0.35,0.39,0.4,0.39,0.47,0.42,0.37,0.42,0.4,0.4,0.65,0.53,0.39,0.47,0.41,0.33,0.42,0.4,0.39,0.43,0.41,0.41,0.47,0.42,0.36,0.4,0.42,0.39,0.38,0.37,0.34,0.35,0.4,0.0,0.37,0.4,0.32,0.39,0.39,0.34,0.38,0.41,0.37,0.37,0.35,0.38,0.37,0.0,0.35,0.36,0.32,0.37,0.36,0.4,0.36,0.41,0.31,0.0,0.33,0.33,0.35,0.35,0.37,0.0,0.0,0.34,0.32,0.37,0.0,0.4,0.32,0.0,0.36,0.0,0.33,0.34,0.37,0.33,0.34,0.36,0.0,0.32,0.33,0.32,0.34,0.0,0.34,0.0,0.31,0.0,0.35,0.0,0.36,0.33,0.32,0.0,0.0,0.31,0.0,0.34,0.33,0.35,0.35,0.34,0.31,0.0,0.32,0.34,0.0,0.0,0.0,0.0,0.0,90.07000000000001
08/25/2021,1.96,0.97,0.65,0.8,0.81,0.71,0.82,0.66,0.53,0.57,0.6,0.57,0.63,0.58,0.66,0.53,0.56,0.56,0.62,0.65,0.63,0.53,0.58,0.68,0.43,0.0,0.42,0.54,0.54,0.52,0.55,0.46,0.45,0.48,0.58,0.56,0.48,0.51,0.4,0.52,0.52,0.0,0.46,0.55,0.47,0.53,0.49,0.47,0.52,0.42,0.48,0.53,0.35,0.5,0.48,0.48,0.48,0.47,0.45,0.44,0.48,0.49,0.53,0.55,0.43,0.44,0.46,0.45,0.43,0.5,0.44,0.45,0.39,0.45,0.43,0.42,0.48,0.41,0.48,0.48,0.43,0.41,0.47,0.41,0.53,0.43,0.43,0.39,0.43,0.38,0.45,0.42,0.4,0.46,0.44,0.44,0.43,0.44,0.45,0.41,0.39,0.44,0.41,0.46,0.45,0.44,0.47,0.44,0.53,0.35,0.39,0.4,0.39,0.47,0.42,0.37,0.42,0.4,0.4,0.65,0.53,0.39,0.47,0.41,0.33,0.42,0.4,0.39,0.43,0.41,0.41,0.47,0.42,0.36,0.4,0.42,0.39,0.38,0.37,0.34,0.35,0.4,0.0,0.37,0.4,0.32,0.39,0.39,0.34,0.38,0.41,0.37,0.37,0.35,0.38,0.37,0.0,0.35,0.36,0.32,0.37,0.36,0.4,0.36,0.41,0.31,0.0,0.33,0.33,0.35,0.35,0.37,0.0,0.0,0.34,0.32,0.37,0.0,0.4,0.32,0.0,0.36,0.0,0.33,0.34,0.37,0.33,0.34,0.36,0.0,0.32,0.33,0.32,0.34,0.0,0.34,0.0,0.31,0.0,0.35,0.0,0.36,0.33,0.32,0.0,0.0,0.31,0.0,0.34,0.33,0.35,0.35,0.34,0.31,0.0,0.32,0.34,0.46,0.0,0.0,0.0,0.0,90.07000000000001
08/26/2021,1.94,0.96,0.69,0.8,0.8,0.71,0.84,0.67,0.54,0.57,0.59,0.58,0.64,0.58,0.68,0.53,0.57,0.56,0.62,0.66,0.62,0.55,0.58,0.69,0.45,0.0,0.43,0.55,0.54,0.52,0.55,0.47,0.46,0.48,0.58,0.57,0.49,0.5,0.4,0.53,0.51,0.0,0.46,0.55,0.48,0.53,0.49,0.47,0.52,0.42,0.47,0.53,0.36,0.5,0.48,0.48,0.48,0.48,0.44,0.44,0.48,0.49,0.53,0.54,0.43,0.44,0.46,0.44,0.43,0.49,0.44,0.45,0.4,0.45,0.43,0.42,0.48,0.41,0.47,0.48,0.43,0.42,0.47,0.41,0.54,0.42,0.43,0.39,0.42,0.38,0.45,0.42,0.4,0.46,0.44,0.44,0.43,0.43,0.44,0.41,0.4,0.44,0.41,0.45,0.45,0.43,0.46,0.43,0.52,0.35,0.39,0.4,0.39,0.48,0.42,0.38,0.42,0.4,0.4,0.65,0.53,0.39,0.47,0.41,0.33,0.43,0.39,0.39,0.43,0.41,0.41,0.47,0.42,0.36,0.4,0.42,0.4,0.38,0.37,0.33,0.35,0.39,0.0,0.38,0.4,0.32,0.38,0.38,0.34,0.38,0.41,0.37,0.36,0.35,0.38,0.38,0.0,0.35,0.36,0.32,0.37,0.35,0.39,0.36,0.4,0.31,0.0,0.32,0.33,0.35,0.35,0.37,0.31,0.0,0.34,0.32,0.37,0.0,0.4,0.32,0.0,0.36,0.0,0.33,0.34,0.36,0.33,0.34,0.36,0.0,0.0,0.33,0.32,0.33,0.0,0.34,0.0,0.31,0.0,0.34,0.0,0.35,0.32,0.0,0.31,0.31,0.31,0.0,0.34,0.33,0.35,0.35,0.34,0.0,0.31,0.0,0.33,0.45,0.0,0.0,0.0,0.0,90.03999999999999
08/27/2021,1.88,0.95,0.72,0.83,0.8,0.76,0.88,0.7,0.53,0.57,0.6,0.58,0.64,0.58,0.68,0.53,0.59,0.55,0.62,0.67,0.62,0.57,0.58,0.68,0.45,0.0,0.42,0.54,0.53,0.52,0.55,0.48,0.46,0.49,0.59,0.58,0.49,0.51,0.39,0.53,0.5,0.0,0.46,0.55,0.49,0.54,0.49,0.49,0.51,0.42,0.47,0.53,0.38,0.5,0.48,0.48,0.49,0.47,0.44,0.43,0.48,0.5,0.52,0.53,0.43,0.44,0.46,0.44,0.43,0.49,0.44,0.45,0.4,0.45,0.42,0.41,0.49,0.41,0.47,0.48,0.42,0.41,0.46,0.41,0.54,0.42,0.42,0.39,0.42,0.37,0.45,0.42,0.4,0.46,0.44,0.43,0.43,0.43,0.43,0.4,0.41,0.43,0.41,0.45,0.45,0.43,0.46,0.43,0.52,0.36,0.38,0.39,0.39,0.48,0.42,0.37,0.41,0.4,0.39,0.66,0.54,0.38,0.47,0.41,0.33,0.43,0.4,0.38,0.42,0.41,0.41,0.45,0.42,0.36,0.4,0.41,0.39,0.37,0.37,0.34,0.36,0.39,0.0,0.38,0.4,0.32,0.37,0.38,0.34,0.39,0.41,0.37,0.36,0.35,0.38,0.38,0.0,0.35,0.36,0.32,0.36,0.35,0.4,0.35,0.4,0.0,0.0,0.32,0.33,0.34,0.34,0.37,0.31,0.0,0.34,0.33,0.36,0.0,0.39,0.32,0.0,0.36,0.0,0.33,0.33,0.36,0.33,0.33,0.36,0.0,0.0,0.32,0.32,0.33,0.0,0.33,0.0,0.0,0.0,0.34,0.0,0.34,0.33,0.0,0.0,0.31,0.32,0.0,0.33,0.34,0.34,0.34,0.34,0.0,0.31,0.0,0.33,0.46,0.32,0.31,0.31,0.0,89.99
08/30/2021,1.92,0.95,0.72,0.86,0.81,0.66,0.94,0.69,0.51,0.59,0.58,0.57,0.61,0.59,0.69,0.53,0.64,0.55,0.62,0.68,0.62,0.56,0.57,0.69,0.45,0.0,0.44,0.54,0.54,0.52,0.55,0.47,0.48,0.48,0.6,0.57,0.48,0.51,0.41,0.53,0.5,0.0,0.46,0.55,0.48,0.54,0.49,0.43,0.51,0.44,0.47,0.54,0.36,0.5,0.48,0.48,0.48,0.47,0.44,0.44,0.48,0.49,0.51,0.52,0.43,0.45,0.46,0.45,0.43,0.49,0.45,0.45,0.39,0.45,0.43,0.41,0.5,0.4,0.46,0.48,0.43,0.42,0.45,0.43,0.53,0.42,0.43,0.39,0.41,0.37,0.45,0.44,0.4,0.46,0.44,0.43,0.44,0.43,0.43,0.41,0.41,0.44,0.4,0.45,0.44,0.42,0.46,0.44,0.52,0.35,0.39,0.4,0.39,0.48,0.42,0.37,0.41,0.4,0.39,0.65,0.53,0.38,0.47,0.42,0.33,0.42,0.39,0.39,0.42,0.41,0.4,0.45,0.42,0.36,0.39,0.41,0.39,0.37,0.37,0.34,0.36,0.39,0.0,0.38,0.4,0.31,0.37,0.38,0.34,0.39,0.41,0.39,0.36,0.35,0.38,0.39,0.0,0.36,0.37,0.33,0.36,0.35,0.4,0.36,0.39,0.32,0.0,0.31,0.32,0.35,0.34,0.37,0.0,0.0,0.34,0.33,0.37,0.0,0.38,0.31,0.0,0.35,0.0,0.33,0.33,0.35,0.33,0.33,0.36,0.0,0.32,0.32,0.32,0.33,0.0,0.34,0.0,0.0,0.0,0.34,0.0,0.33,0.33,0.0,0.31,0.0,0.32,0.0,0.34,0.34,0.33,0.35,0.34,0.0,0.0,0.31,0.33,0.45,0.33,0.0,0.31,0.0,90.06
08/31/2021,1.89,0.94,0.75,0.81,0.87,0.67,0.94,0.66,0.51,0.6,0.58,0.57,0.61,0.59,0.7,0.53,0.57,0.55,0.62,0.68,0.63,0.55,0.58,0.71,0.46,0.0,0.44,0.55,0.54,0.51,0.56,0.47,0.49,0.49,0.62,0.58,0.49,0.51,0.41,0.54,0.5,0.0,0.46,0.55,0.48,0.55,0.49,0.41,0.5,0.44,0.47,0.53,0.38,0.5,0.48,0.49,0.48,0.48,0.44,0.44,0.48,0.5,0.52,0.51,0.43,0.45,0.46,0.45,0.42,0.49,0.46,0.45,0.39,0.45,0.43,0.4,0.5,0.4,0.46,0.49,0.44,0.42,0.46,0.44,0.53,0.42,0.43,0.39,0.41,0.37,0.45,0.44,0.4,0.45,0.44,0.43,0.44,0.43,0.43,0.41,0.42,0.43,0.41,0.45,0.44,0.42,0.46,0.43,0.53,0.35,0.39,0.4,0.38,0.49,0.42,0.37,0.41,0.4,0.39,0.65,0.53,0.38,0.46,0.41,0.33,0.43,0.39,0.39,0.42,0.41,0.4,0.45,0.42,0.36,0.39,0.41,0.39,0.37,0.37,0.35,0.36,0.39,0.0,0.39,0.41,0.31,0.37,0.38,0.35,0.39,0.4,0.38,0.35,0.35,0.38,0.39,0.0,0.36,0.37,0.34,0.37,0.35,0.4,0.35,0.39,0.33,0.0,0.0,0.32,0.35,0.33,0.37,0.0,0.0,0.33,0.32,0.37,0.0,0.39,0.31,0.0,0.35,0.3,0.33,0.33,0.36,0.33,0.33,0.36,0.0,0.31,0.32,0.31,0.33,0.0,0.34,0.0,0.0,0.0,0.33,0.0,0.34,0.33,0.0,0.31,0.0,0.32,0.0,0.34,0.33,0.34,0.35,0.33,0.31,0.0,0.0,0.33,0.45,0.33,0.0,0.31,0.0,90.13
