,VNA.DE,GMG.AX,8801.T,16.HK,8802.T,DWNI.DE,823.HK,1925.T,SGRO.L,8830.T,1113.HK,URW.AS,SCG.AX,LEG.DE,8951.T,1997.HK,AT1.DE,8952.T,DXSDB.AX,MGR.AX,GFC.PA,3283.T,SGP.AX,1878.T,3462.T,8953.T,SPSN.SW,3281.T,C38U.SI,A17U.SI,17.HK,LAND.L,C31.SI,GPT.AX,BALD B.ST,CAST.ST,BLND.L,12.HK,UTG.L,4.HK,8984.T,LLC.AX,3003.T,H78.SI,PSPN.SW,WDP.BR,8954.T,DLN.L,LI.PA,CHC.AX,83.HK,TEG.DE,AED.BR,BBOX.L,3269.T,8960.T,COFB.BR,M44U.SI,VCX.AX,FABG.ST,101.HK,COV.PA,CAR.UN.TO,ME8U.SI,3249.T,ENTRA.OL,SBB B.ST,8955.T,3289.T,3309.T,MRL.MC,N2IU.SI,WALL B.ST,AOX.DE,3279.T,3231.T,8972.T,1972.HK,BUOU.SI,BYG.L,WIHL.ST,8804.T,CAI.VI,3466.T,LMP.L,3226.T,PHP.L,SAFE.L,GYC.DE,AGR.L,8967.T,ALLN.SW,REI.UN.TO,8985.T,ICAD.PA,GRI.L,3471.T,COL.MC,U14.SI,GPOR.L,AZRG.TA,T82U.SI,TCN.TO,3234.T,NYF.ST,AJBU.SI,J69U.SI,C09.SI,SHB.L,NXI.PA,8963.T,ADJ.DE,14.HK,8986.T,8964.T,8976.T,IIA.VI,HMSO.L,KLED.ST,3292.T,AP.UN.TO,10.HK,GRT.UN.TO,3278.T,MOBN.SW,3295.T,HUFV A.ST,3282.T,CAPC.L,683.HK,SCP.AX,ALHE.TA,8956.T,CLW.AX,HR.UN.TO,GMT.NZ,CHP.UN.TO,3296.T,8987.T,MVNE.TA,K71U.SI,3481.T,8957.T,3298.T,SRE.L,SRU.UN.TO,NSR.AX,RW0U.SI,FCR.UN.TO,WKP.L,778.HK,BWP.AX,SMP.L,CATE.ST,3453.T,8905.T,MLSR.TA,GVYM.TA,8966.T,3287.T,CQR.AX,8919.T,WPR.AX,VGP.BR,HMN.SI,INS.DE,PCT.NZ,8975.T,8961.T,AUD,INA.AX,C2PU.SI,CMW.AX,DIGS.L,CNI.AX,8968.T,KPG.NZ,CIP.AX,SUPR.L,SHUR.BR,AMOT.TA,BTOU.SI,DIR-U.NE,SMU.UN.TO,MONT.BR,ATRLJ B.ST,JPY,41.HK,LXI.L,8803.T,BIG.TA,DEQ.DE,SPI.VI,8977.T,LIC.AX,ARPT.TA,BEFB.BR,2778.HK,XIOR.BR,8958.T,DXS.AX,PLAZ B.ST,CIBUS.ST,EUR,BCPT.L,CSH.L,GBP,HBRN.IR,RIT1.TA,AU8U.SI,IIP.UN.TO,777.DE,ARG.NZ,2979.T,ARF.AX,SUM
08/20/2021,4.03,2.79,2.2,2.21,2.21,2.27,2.0,2.05,2.14,1.54,1.33,1.22,0.97,1.18,1.12,0.89,0.97,0.89,0.0,0.88,0.87,0.91,0.81,0.78,0.75,0.7,0.83,0.81,0.72,0.76,0.7,0.76,0.74,0.68,0.77,0.72,0.69,0.64,0.69,0.5,0.62,0.58,0.58,0.51,0.57,0.63,0.52,0.59,0.49,0.58,0.5,0.51,0.53,0.56,0.48,0.47,0.5,0.45,0.45,0.5,0.5,0.46,0.41,0.42,0.41,0.44,0.46,0.36,0.34,0.38,0.39,0.34,0.37,0.38,0.31,0.32,0.31,0.31,0.32,0.35,0.34,0.32,0.21,0.32,0.33,0.3,0.31,0.33,0.29,0.29,0.29,0.3,0.28,0.26,0.28,0.29,0.29,0.28,0.25,0.28,0.29,0.24,0.27,0.24,0.29,0.24,0.23,0.24,0.26,0.25,0.22,0.21,0.22,0.24,0.22,0.21,0.24,0.2,0.27,0.24,0.22,0.23,0.23,0.22,0.24,0.21,0.22,0.21,0.21,0.19,0.21,0.2,0.19,0.21,0.18,0.2,0.19,0.19,0.17,0.19,0.16,0.19,0.16,0.0,0.18,0.17,0.18,0.16,0.16,0.17,0.17,0.14,0.0,0.18,0.16,0.15,0.16,0.15,0.14,0.13,0.14,0.16,0.16,0.17,0.14,0.16,0.14,0.14,0.14,0.17,0.13,0.14,0.12,0.14,0.14,0.12,0.12,0.13,0.14,0.14,0.12,0.11,0.12,0.14,0.14,0.12,0.25,0.11,0.12,0.12,0.13,0.12,0.0,0.0,0.13,0.12,0.11,0.11,0.12,0.11,0.84,0.13,0.0,0.0,0.11,0.0,0.23,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,90.15
08/23/2021,4.07,2.78,2.17,2.25,2.19,2.28,2.0,2.05,2.14,1.51,1.34,1.22,0.97,1.19,1.09,0.88,0.97,0.88,0.0,0.89,0.86,0.91,0.8,0.79,0.76,0.69,0.83,0.81,0.71,0.76,0.69,0.75,0.74,0.67,0.75,0.71,0.68,0.64,0.68,0.5,0.62,0.59,0.58,0.5,0.57,0.63,0.52,0.58,0.49,0.58,0.49,0.51,0.53,0.56,0.48,0.46,0.49,0.45,0.45,0.49,0.49,0.45,0.4,0.42,0.42,0.42,0.46,0.37,0.33,0.38,0.39,0.34,0.36,0.38,0.31,0.31,0.31,0.31,0.32,0.36,0.33,0.32,0.21,0.32,0.33,0.3,0.31,0.33,0.3,0.29,0.29,0.3,0.27,0.26,0.28,0.3,0.29,0.28,0.25,0.27,0.32,0.24,0.26,0.25,0.29,0.24,0.23,0.24,0.26,0.24,0.22,0.22,0.22,0.24,0.22,0.22,0.24,0.19,0.27,0.24,0.21,0.23,0.23,0.22,0.24,0.21,0.22,0.21,0.2,0.2,0.21,0.21,0.19,0.21,0.18,0.2,0.19,0.19,0.17,0.2,0.16,0.19,0.16,0.0,0.18,0.17,0.18,0.16,0.15,0.17,0.17,0.14,0.0,0.18,0.16,0.15,0.16,0.15,0.14,0.14,0.14,0.16,0.16,0.18,0.14,0.16,0.14,0.14,0.14,0.18,0.14,0.14,0.12,0.14,0.14,0.12,0.13,0.13,0.14,0.15,0.13,0.11,0.12,0.14,0.14,0.12,0.24,0.11,0.12,0.13,0.14,0.12,0.0,0.0,0.14,0.12,0.11,0.11,0.11,0.11,0.84,0.13,0.0,0.0,0.11,0.0,0.23,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,90.03
08/24/2021,4.09,2.82,2.17,2.27,2.18,2.27,2.02,2.05,2.15,1.51,1.32,1.21,0.97,1.2,1.08,0.87,0.98,0.87,0.0,0.88,0.86,0.92,0.79,0.79,0.76,0.7,0.83,0.81,0.71,0.76,0.69,0.75,0.76,0.68,0.76,0.72,0.68,0.63,0.68,0.49,0.61,0.59,0.58,0.5,0.57,0.64,0.52,0.59,0.49,0.59,0.49,0.51,0.53,0.56,0.47,0.45,0.49,0.46,0.45,0.5,0.48,0.45,0.41,0.42,0.42,0.42,0.47,0.36,0.33,0.38,0.39,0.34,0.36,0.38,0.31,0.31,0.31,0.31,0.32,0.36,0.34,0.31,0.21,0.32,0.33,0.3,0.31,0.34,0.3,0.29,0.29,0.31,0.27,0.26,0.28,0.3,0.29,0.28,0.25,0.28,0.32,0.24,0.26,0.25,0.29,0.24,0.23,0.24,0.26,0.24,0.22,0.22,0.22,0.24,0.22,0.21,0.24,0.2,0.27,0.24,0.21,0.23,0.23,0.22,0.24,0.21,0.22,0.21,0.2,0.2,0.21,0.21,0.19,0.21,0.18,0.2,0.19,0.19,0.17,0.2,0.16,0.19,0.16,0.0,0.18,0.17,0.18,0.16,0.15,0.17,0.17,0.14,0.0,0.18,0.16,0.15,0.16,0.15,0.14,0.14,0.14,0.16,0.16,0.18,0.14,0.16,0.14,0.14,0.14,0.19,0.14,0.14,0.12,0.14,0.14,0.12,0.12,0.13,0.14,0.16,0.13,0.11,0.12,0.14,0.14,0.12,0.24,0.11,0.13,0.13,0.14,0.12,0.0,0.0,0.13,0.12,0.11,0.11,0.12,0.11,0.84,0.13,0.0,0.0,0.11,0.0,0.23,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,90.18
08/25/2021,4.09,2.82,2.17,2.27,2.18,2.27,2.02,2.05,2.15,1.51,1.32,1.21,0.97,1.2,1.08,0.87,0.0,0.87,0.0,0.88,0.86,0.92,0.79,0.79,0.76,0.7,0.83,0.81,0.71,0.76,0.69,0.75,0.76,0.68,0.76,0.72,0.68,0.63,0.68,0.49,0.61,0.59,0.58,0.5,0.57,0.64,0.52,0.59,0.49,0.59,0.49,0.51,0.53,0.56,0.47,0.45,0.49,0.46,0.45,0.5,0.48,0.45,0.41,0.42,0.42,0.42,0.47,0.36,0.33,0.38,0.39,0.34,0.36,0.38,0.31,0.31,0.31,0.31,0.32,0.36,0.34,0.31,0.21,0.32,0.33,0.3,0.31,0.34,0.3,0.29,0.29,0.31,0.27,0.26,0.28,0.3,0.29,0.28,0.25,0.28,0.32,0.24,0.26,0.25,0.29,0.24,0.23,0.24,0.26,0.24,0.22,0.22,0.22,0.24,0.22,0.21,0.24,0.2,0.27,0.24,0.21,0.23,0.23,0.22,0.24,0.21,0.22,0.21,0.2,0.2,0.21,0.21,0.19,0.21,0.18,0.2,0.19,0.19,0.17,0.2,0.16,0.19,0.16,0.0,0.18,0.17,0.18,0.16,0.15,0.17,0.17,0.14,0.0,0.18,0.16,0.15,0.16,0.15,0.14,0.14,0.14,0.16,0.16,0.18,0.14,0.16,0.14,0.14,0.14,0.19,0.14,0.14,0.12,0.14,0.14,0.12,0.12,0.13,0.14,0.16,0.13,0.11,0.12,0.14,0.14,0.12,0.24,0.11,0.13,0.13,0.14,0.12,0.0,0.0,0.13,0.12,0.11,0.11,0.12,0.11,0.84,0.13,0.0,0.0,0.11,0.0,0.23,0.0,0.0,0.0,0.1,0.98,0.0,0.0,0.0,90.18
08/26/2021,4.0,2.86,2.18,2.27,2.2,2.27,2.0,2.08,2.17,1.51,1.32,1.2,0.97,1.19,1.06,0.87,0.0,0.85,0.0,0.9,0.85,0.91,0.82,0.8,0.74,0.69,0.84,0.8,0.71,0.77,0.69,0.75,0.76,0.68,0.74,0.71,0.68,0.64,0.67,0.49,0.6,0.6,0.59,0.49,0.57,0.63,0.51,0.59,0.49,0.63,0.5,0.51,0.53,0.56,0.47,0.45,0.49,0.45,0.45,0.5,0.48,0.45,0.41,0.42,0.41,0.42,0.47,0.36,0.33,0.38,0.39,0.34,0.36,0.38,0.3,0.31,0.3,0.3,0.32,0.36,0.33,0.31,0.21,0.32,0.33,0.3,0.31,0.34,0.3,0.29,0.28,0.31,0.27,0.25,0.27,0.3,0.29,0.28,0.25,0.28,0.33,0.24,0.26,0.24,0.28,0.24,0.23,0.24,0.27,0.25,0.22,0.22,0.22,0.24,0.21,0.21,0.24,0.2,0.27,0.24,0.22,0.23,0.23,0.22,0.24,0.21,0.21,0.2,0.2,0.2,0.21,0.21,0.19,0.21,0.18,0.2,0.19,0.19,0.17,0.2,0.16,0.19,0.16,0.0,0.18,0.17,0.18,0.16,0.15,0.17,0.16,0.14,0.0,0.18,0.16,0.16,0.17,0.15,0.14,0.13,0.14,0.17,0.16,0.17,0.14,0.16,0.14,0.13,0.13,0.18,0.14,0.14,0.12,0.14,0.14,0.12,0.12,0.13,0.14,0.16,0.13,0.11,0.12,0.14,0.14,0.12,0.25,0.11,0.13,0.13,0.14,0.12,0.0,0.0,0.14,0.12,0.11,0.11,0.12,0.11,0.84,0.12,0.0,0.0,0.11,0.1,0.23,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,90.02
08/27/2021,3.97,2.87,2.22,2.27,2.21,2.28,1.99,2.06,2.14,1.54,1.31,1.21,1.05,1.19,1.07,0.87,0.0,0.85,0.0,0.91,0.85,0.91,0.82,0.78,0.73,0.69,0.84,0.79,0.71,0.77,0.69,0.75,0.77,0.69,0.74,0.71,0.68,0.63,0.67,0.51,0.6,0.61,0.59,0.51,0.57,0.62,0.51,0.58,0.49,0.63,0.51,0.51,0.53,0.57,0.47,0.45,0.49,0.45,0.48,0.5,0.48,0.45,0.41,0.42,0.41,0.42,0.46,0.37,0.34,0.37,0.39,0.34,0.36,0.37,0.3,0.31,0.31,0.31,0.33,0.35,0.33,0.31,0.21,0.32,0.33,0.31,0.31,0.34,0.3,0.29,0.28,0.3,0.28,0.26,0.27,0.3,0.29,0.28,0.25,0.28,0.32,0.24,0.27,0.24,0.28,0.24,0.23,0.24,0.27,0.24,0.23,0.22,0.22,0.23,0.21,0.22,0.24,0.2,0.27,0.23,0.22,0.23,0.23,0.21,0.24,0.21,0.22,0.2,0.2,0.21,0.21,0.22,0.19,0.21,0.18,0.2,0.19,0.19,0.17,0.2,0.16,0.19,0.16,0.0,0.18,0.17,0.18,0.16,0.15,0.17,0.16,0.14,0.0,0.18,0.16,0.16,0.17,0.15,0.14,0.14,0.15,0.17,0.16,0.17,0.14,0.15,0.14,0.13,0.13,0.16,0.14,0.14,0.13,0.14,0.14,0.12,0.12,0.14,0.14,0.15,0.13,0.11,0.12,0.14,0.14,0.12,0.17,0.11,0.13,0.13,0.14,0.12,0.0,0.0,0.14,0.12,0.11,0.11,0.11,0.11,0.84,0.12,0.0,0.0,0.11,0.0,0.22,0.0,0.0,0.0,0.0,0.97,0.1,0.0,0.0,90.12
08/30/2021,3.92,2.83,2.23,2.23,2.21,2.28,1.96,2.06,2.13,1.56,1.31,1.22,1.06,1.17,1.08,0.85,0.0,0.86,0.0,0.9,0.84,0.92,0.82,0.79,0.74,0.71,0.83,0.78,0.71,0.77,0.69,0.75,0.77,0.69,0.73,0.7,0.7,0.63,0.67,0.52,0.59,0.62,0.59,0.5,0.57,0.62,0.51,0.59,0.5,0.62,0.51,0.5,0.52,0.56,0.47,0.45,0.48,0.45,0.48,0.49,0.47,0.45,0.42,0.42,0.41,0.42,0.46,0.37,0.35,0.37,0.38,0.34,0.35,0.37,0.3,0.31,0.32,0.3,0.33,0.36,0.32,0.32,0.21,0.31,0.33,0.31,0.31,0.34,0.29,0.29,0.29,0.31,0.28,0.27,0.27,0.3,0.29,0.27,0.25,0.28,0.33,0.24,0.27,0.24,0.27,0.24,0.23,0.24,0.27,0.25,0.24,0.22,0.22,0.24,0.22,0.23,0.24,0.2,0.27,0.24,0.22,0.22,0.23,0.21,0.23,0.21,0.21,0.21,0.2,0.21,0.21,0.22,0.19,0.21,0.18,0.2,0.19,0.19,0.17,0.2,0.16,0.19,0.16,0.0,0.18,0.18,0.18,0.16,0.16,0.17,0.16,0.14,0.0,0.18,0.16,0.16,0.17,0.16,0.14,0.15,0.14,0.17,0.16,0.17,0.14,0.15,0.15,0.14,0.14,0.17,0.14,0.14,0.13,0.14,0.14,0.12,0.13,0.14,0.14,0.15,0.13,0.11,0.12,0.14,0.14,0.12,0.26,0.11,0.13,0.13,0.14,0.12,0.0,0.0,0.14,0.12,0.11,0.11,0.11,0.11,0.83,0.12,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.1,0.0,0.92,0.1,0.0,0.0,89.97999999999999
08/31/2021,3.94,2.81,2.19,2.2,2.2,2.25,1.94,2.04,2.14,1.54,1.3,1.23,1.08,1.18,1.1,0.85,0.0,0.87,0.0,0.9,0.85,0.93,0.81,0.78,0.76,0.73,0.83,0.8,0.7,0.76,0.68,0.75,0.76,0.69,0.74,0.72,0.69,0.62,0.68,0.51,0.6,0.62,0.58,0.5,0.58,0.62,0.52,0.59,0.5,0.61,0.47,0.51,0.53,0.57,0.48,0.46,0.49,0.45,0.49,0.5,0.46,0.47,0.42,0.42,0.42,0.43,0.48,0.38,0.35,0.38,0.39,0.34,0.36,0.37,0.3,0.31,0.32,0.3,0.33,0.36,0.33,0.32,0.2,0.32,0.33,0.31,0.31,0.34,0.29,0.29,0.29,0.3,0.28,0.27,0.28,0.3,0.29,0.28,0.25,0.28,0.33,0.24,0.27,0.25,0.28,0.24,0.23,0.24,0.27,0.25,0.24,0.22,0.22,0.24,0.22,0.23,0.24,0.21,0.27,0.24,0.22,0.22,0.23,0.22,0.24,0.21,0.22,0.21,0.2,0.21,0.21,0.22,0.19,0.21,0.18,0.21,0.19,0.19,0.17,0.2,0.16,0.19,0.17,0.0,0.18,0.18,0.18,0.16,0.16,0.17,0.16,0.14,0.0,0.18,0.16,0.15,0.17,0.16,0.14,0.15,0.14,0.16,0.16,0.18,0.14,0.15,0.15,0.14,0.14,0.17,0.14,0.14,0.13,0.14,0.14,0.12,0.13,0.14,0.14,0.15,0.13,0.11,0.12,0.14,0.15,0.12,0.26,0.11,0.13,0.13,0.14,0.12,0.0,0.0,0.14,0.12,0.11,0.11,0.11,0.11,0.83,0.12,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.94,0.0,0.11,0.0,90.18
09/01/2021,3.94,2.81,2.19,2.2,2.2,2.25,1.94,2.04,2.14,1.54,1.3,1.23,1.08,1.18,1.1,0.85,0.0,0.87,0.0,0.9,0.85,0.93,0.81,0.78,0.76,0.73,0.83,0.8,0.7,0.76,0.68,0.75,0.76,0.69,0.74,0.72,0.69,0.62,0.68,0.51,0.6,0.62,0.58,0.5,0.58,0.62,0.52,0.59,0.5,0.61,0.47,0.51,0.53,0.57,0.48,0.46,0.49,0.45,0.49,0.5,0.46,0.47,0.42,0.42,0.42,0.43,0.48,0.38,0.35,0.38,0.39,0.34,0.36,0.37,0.3,0.31,0.32,0.3,0.33,0.36,0.33,0.32,0.2,0.32,0.33,0.31,0.31,0.34,0.29,0.29,0.29,0.3,0.28,0.27,0.28,0.3,0.29,0.28,0.25,0.28,0.33,0.24,0.27,0.25,0.28,0.24,0.23,0.24,0.27,0.25,0.24,0.22,0.22,0.24,0.22,0.23,0.24,0.21,0.27,0.24,0.22,0.22,0.23,0.22,0.24,0.21,0.22,0.21,0.2,0.21,0.21,0.22,0.19,0.21,0.18,0.21,0.19,0.19,0.17,0.2,0.16,0.19,0.17,0.0,0.18,0.18,0.18,0.16,0.16,0.17,0.16,0.14,0.0,0.18,0.16,0.15,0.17,0.16,0.14,0.15,0.14,0.16,0.16,0.18,0.14,0.15,0.15,0.14,0.14,0.17,0.14,0.14,0.13,0.14,0.14,0.12,0.13,0.14,0.14,0.15,0.13,0.11,0.12,0.14,0.15,0.12,0.26,0.11,0.13,0.13,0.14,0.12,0.0,0.0,0.14,0.12,0.11,0.11,0.11,0.11,0.83,0.12,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.94,0.0,0.11,0.0,90.18
09/02/2021,3.91,2.79,2.23,2.19,2.22,2.24,1.94,2.06,2.13,1.56,1.3,1.23,1.09,1.17,1.1,0.85,0.0,0.88,0.0,0.9,0.85,0.94,0.81,0.8,0.74,0.7,0.83,0.79,0.7,0.76,0.68,0.74,0.76,0.68,0.74,0.73,0.69,0.62,0.67,0.52,0.61,0.61,0.59,0.5,0.58,0.62,0.5,0.59,0.5,0.6,0.47,0.5,0.53,0.56,0.48,0.46,0.49,0.45,0.49,0.5,0.46,0.46,0.41,0.43,0.42,0.39,0.48,0.38,0.36,0.38,0.39,0.34,0.36,0.37,0.31,0.32,0.33,0.3,0.33,0.36,0.33,0.33,0.2,0.32,0.33,0.31,0.31,0.34,0.29,0.29,0.29,0.3,0.28,0.28,0.27,0.3,0.3,0.28,0.25,0.27,0.33,0.24,0.27,0.25,0.27,0.24,0.23,0.24,0.27,0.25,0.25,0.22,0.22,0.25,0.22,0.23,0.24,0.21,0.27,0.24,0.22,0.22,0.23,0.22,0.23,0.2,0.22,0.21,0.2,0.21,0.21,0.22,0.19,0.21,0.18,0.21,0.19,0.19,0.17,0.2,0.16,0.19,0.17,0.0,0.18,0.17,0.18,0.16,0.16,0.17,0.16,0.14,0.0,0.18,0.16,0.15,0.17,0.17,0.14,0.15,0.14,0.16,0.16,0.18,0.14,0.15,0.15,0.14,0.14,0.17,0.14,0.14,0.12,0.14,0.14,0.12,0.13,0.13,0.13,0.15,0.13,0.0,0.12,0.14,0.15,0.12,0.34,0.11,0.13,0.13,0.14,0.12,0.0,0.11,0.14,0.12,0.11,0.11,0.11,0.11,0.83,0.12,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.11,0.11,90.16
09/03/2021,3.86,2.87,2.24,2.19,2.21,2.26,1.94,2.06,2.14,1.55,1.3,1.22,1.1,1.16,1.08,0.87,0.0,0.87,0.0,0.91,0.85,0.94,0.81,0.76,0.73,0.69,0.82,0.8,0.7,0.75,0.68,0.74,0.75,0.69,0.73,0.72,0.69,0.62,0.68,0.52,0.6,0.61,0.59,0.49,0.57,0.63,0.5,0.59,0.5,0.62,0.47,0.5,0.53,0.57,0.48,0.45,0.49,0.44,0.49,0.5,0.45,0.47,0.41,0.42,0.42,0.38,0.48,0.37,0.35,0.37,0.39,0.33,0.36,0.36,0.3,0.31,0.32,0.29,0.32,0.35,0.33,0.33,0.21,0.31,0.33,0.3,0.31,0.34,0.29,0.29,0.29,0.3,0.28,0.27,0.27,0.3,0.3,0.28,0.25,0.28,0.34,0.24,0.27,0.24,0.27,0.24,0.23,0.24,0.27,0.25,0.24,0.23,0.22,0.24,0.21,0.23,0.25,0.21,0.27,0.23,0.22,0.22,0.23,0.22,0.23,0.2,0.22,0.21,0.21,0.21,0.21,0.22,0.19,0.21,0.19,0.2,0.19,0.19,0.17,0.21,0.15,0.19,0.16,0.0,0.18,0.17,0.18,0.16,0.16,0.17,0.16,0.14,0.0,0.18,0.16,0.16,0.17,0.17,0.14,0.15,0.14,0.17,0.16,0.19,0.14,0.15,0.15,0.14,0.14,0.15,0.14,0.14,0.13,0.14,0.14,0.12,0.13,0.14,0.13,0.15,0.13,0.11,0.12,0.14,0.15,0.12,0.34,0.11,0.13,0.13,0.14,0.12,0.11,0.0,0.14,0.12,0.11,0.11,0.0,0.11,0.85,0.12,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.11,0.11,90.00999999999999
09/06/2021,3.73,2.89,2.25,2.18,2.2,2.25,1.93,2.09,2.18,1.58,1.28,1.19,1.11,1.13,1.1,0.88,0.0,0.87,0.0,0.92,0.84,0.95,0.83,0.79,0.73,0.7,0.82,0.79,0.71,0.76,0.67,0.76,0.77,0.7,0.73,0.72,0.71,0.63,0.68,0.52,0.64,0.61,0.59,0.5,0.57,0.63,0.5,0.58,0.5,0.63,0.48,0.49,0.53,0.57,0.48,0.45,0.49,0.46,0.51,0.49,0.46,0.46,0.42,0.42,0.42,0.4,0.49,0.37,0.36,0.37,0.4,0.34,0.36,0.35,0.3,0.31,0.32,0.29,0.33,0.36,0.32,0.32,0.2,0.32,0.33,0.3,0.31,0.35,0.29,0.29,0.29,0.3,0.28,0.26,0.27,0.3,0.3,0.27,0.25,0.28,0.35,0.24,0.27,0.24,0.27,0.24,0.24,0.24,0.28,0.25,0.23,0.22,0.21,0.24,0.21,0.22,0.24,0.21,0.27,0.23,0.22,0.22,0.24,0.21,0.25,0.2,0.21,0.21,0.21,0.21,0.21,0.22,0.19,0.22,0.19,0.2,0.19,0.19,0.17,0.21,0.16,0.19,0.16,0.0,0.19,0.18,0.19,0.16,0.16,0.17,0.16,0.15,0.0,0.18,0.16,0.16,0.17,0.17,0.14,0.15,0.15,0.17,0.17,0.19,0.15,0.15,0.15,0.13,0.13,0.13,0.14,0.14,0.13,0.14,0.15,0.12,0.13,0.14,0.13,0.15,0.14,0.0,0.12,0.14,0.15,0.12,0.22,0.11,0.13,0.13,0.14,0.12,0.11,0.0,0.15,0.12,0.11,0.11,0.0,0.11,0.85,0.12,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.11,0.11,90.15
09/07/2021,3.69,2.91,2.31,2.15,2.24,2.25,1.91,2.12,2.17,1.64,1.26,1.16,1.13,1.12,1.11,0.89,0.0,0.87,0.0,0.91,0.83,0.94,0.83,0.79,0.73,0.71,0.81,0.8,0.71,0.76,0.67,0.77,0.75,0.72,0.72,0.7,0.71,0.61,0.68,0.52,0.65,0.61,0.6,0.5,0.56,0.63,0.49,0.59,0.49,0.63,0.47,0.49,0.52,0.57,0.48,0.44,0.49,0.45,0.52,0.48,0.45,0.45,0.42,0.42,0.42,0.4,0.49,0.37,0.36,0.36,0.39,0.34,0.36,0.35,0.3,0.32,0.32,0.28,0.33,0.36,0.32,0.32,0.2,0.32,0.33,0.3,0.31,0.35,0.29,0.29,0.29,0.3,0.28,0.27,0.27,0.31,0.3,0.27,0.25,0.28,0.35,0.24,0.27,0.24,0.27,0.24,0.24,0.24,0.28,0.25,0.24,0.22,0.21,0.24,0.21,0.22,0.24,0.21,0.27,0.23,0.22,0.21,0.24,0.21,0.24,0.2,0.21,0.2,0.21,0.2,0.22,0.22,0.19,0.22,0.19,0.2,0.19,0.19,0.17,0.21,0.16,0.19,0.16,0.0,0.19,0.18,0.2,0.16,0.16,0.17,0.16,0.15,0.0,0.18,0.16,0.16,0.17,0.17,0.13,0.15,0.15,0.18,0.17,0.19,0.15,0.15,0.15,0.13,0.14,0.0,0.14,0.14,0.13,0.14,0.15,0.12,0.13,0.14,0.13,0.15,0.14,0.0,0.12,0.14,0.15,0.12,0.31,0.11,0.13,0.13,0.14,0.12,0.11,0.0,0.15,0.12,0.11,0.11,0.11,0.11,0.85,0.12,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.11,0.11,90.16999999999999
