,M,SAIA,OMCL,GTLS,POWI,EXPO,STMP,IIPR,MSTR,NEO,AMN,ADC,UFPI,SPSC,WTS,JBT,REZI,BCPC,MTH,ENSG,KLIC,CBU,EXLS,PDCE,BKU,DIOD,RCII,SIG,ROG,CNMD,VIAV,DDD,AGO,PPBI,KFY,ALRM,ABG,FN,LXP,ITRI,LCII,EPRT,PRFT,LTHM,FHB,SEM,MXL,MMSI,FUL,ARNC,UNF,ONTO,ABCB,AIT,LGIH,NSIT,SFBS,HI,FLOW,AEIS,MATX,AWR,ITGR,TRUP,ABM,KWR,WDFC,FELE,CWT,AJRD,SHOO,VG,SHAK,ISBC,SFNC,BMI,WWW,BBBY,MTDR,WD,SMPL,AVA,MDC,SPXC,PBH,THRM,IBP,FORM,AAON,GPI,OMI,HP,DORM,AEL,ONB,EVTC,FIX,FBP,ALGT,HSKA,MYGN,RMBS,GDOT,SITC,RPAI,VICR,MED,COLB,COOP,UCBI,KTB,CVBF,IBTX,INDB,BOOT,PCRX,ANF,MLI,CADE,BRC,PLXS,SJI,AX,SSTK,SCL,EAT,ACA,SANM,JJSF,VCEL,WGO,REGI,ODP,FSS,FWRD,BDN,ROCK,AIN,GKOS,SNBR,ESE,OI,EPC,IRBT,VSTO,MODV,FBC,FFBC,IOSP,MDRX,AVAV,HUBG,CPK,XPER,B,CVET,VRTS,MOG.A,CORT,SKYW,IDCC,MGLN,HTH,CVCO,BCC,CENTA,SBH,SYKE,MANT,WSFS,GMS,FMBI,CTRE,RAVN,BLMN,ROIC,FCPT,PIPR,AAWW,WRE,IRT,CCS,RLGY,PRGS,RNST,CORE,PRLB,BANR,UNFI,ARI,KALU,PSMT,XHR,CELH,NMIH,AAT,TTEC,PATK,SM,MNRO,CAKE,UCTT,TSE,XNCR,TTGT,BGS,MHO,MOG/A,PMT,STAR,PRAA,TBK,MD,TWO,INT,TRMK,ARCB,MDP,AGPXX,WIRE,GNW,SBCF,VBTX,GWB,EGBN,FMF.,FW2N.,AKR,LKFN,KN,SKT,DHR.,BLFS,NPO,ACLS,GPRE,STC,LNTH,VGR,COKE,PRK,MTOR,CASH,GVA,MEI,CUBI,RRC,AMEH,LGND,EBS,NTCT,CIVI,THS,FLGT,MSEX,PFS,ECPG,CRVL,DEA,CSGS,CDMO,EXTR,CPE,HOPE,TBBK,SUM
09/27/2021,0.79,0.0,0.68,0.74,0.68,0.64,0.63,0.61,0.0,0.59,0.57,0.49,0.47,0.61,0.49,0.51,0.42,0.49,0.42,0.41,0.43,0.39,0.43,0.49,0.41,0.44,0.4,0.48,0.4,0.4,0.37,0.38,0.39,0.4,0.41,0.41,0.41,0.4,0.37,0.39,0.37,0.35,0.42,0.41,0.4,0.39,0.37,0.37,0.37,0.33,0.35,0.39,0.38,0.36,0.36,0.35,0.38,0.35,0.36,0.38,0.35,0.33,0.32,0.32,0.33,0.33,0.33,0.33,0.31,0.31,0.35,0.38,0.32,0.35,0.34,0.33,0.31,0.3,0.4,0.35,0.31,0.28,0.29,0.27,0.3,0.29,0.28,0.32,0.3,0.36,0.26,0.3,0.29,0.27,0.29,0.29,0.28,0.29,0.31,0.28,0.28,0.27,0.0,0.28,0.28,0.3,0.24,0.28,0.27,0.28,0.27,0.27,0.27,0.26,0.32,0.28,0.27,0.25,0.28,0.27,0.27,0.26,0.26,0.28,0.25,0.26,0.26,0.27,0.24,0.24,0.24,0.26,0.25,0.26,0.25,0.24,0.24,0.25,0.0,0.26,0.22,0.24,0.21,0.23,0.27,0.23,0.25,0.24,0.22,0.21,0.0,0.25,0.22,0.22,0.22,0.22,0.24,0.24,0.22,0.27,0.23,0.23,0.23,0.23,0.23,0.23,0.22,0.0,0.21,0.24,0.21,0.23,0.21,0.22,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.0,0.22,0.21,0.21,0.0,0.0,0.21,0.22,0.21,0.0,0.0,0.23,0.31,0.2,0.2,0.0,0.0,0.27,0.22,0.24,0.22,0.23,0.21,0.22,0.2,0.0,0.0,0.2,0.0,0.0,0.21,0.28,0.22,0.22,0.21,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.95
09/28/2021,0.81,0.0,0.67,0.73,0.68,0.65,0.63,0.6,0.0,0.55,0.56,0.48,0.46,0.62,0.49,0.49,0.41,0.49,0.42,0.41,0.42,0.4,0.43,0.49,0.41,0.44,0.38,0.47,0.4,0.4,0.37,0.37,0.39,0.4,0.41,0.4,0.42,0.4,0.36,0.39,0.37,0.35,0.42,0.39,0.41,0.39,0.37,0.37,0.37,0.32,0.35,0.38,0.39,0.36,0.36,0.34,0.38,0.35,0.35,0.38,0.34,0.33,0.32,0.31,0.33,0.33,0.34,0.33,0.31,0.32,0.35,0.38,0.33,0.35,0.34,0.33,0.3,0.29,0.39,0.34,0.31,0.28,0.29,0.27,0.3,0.29,0.27,0.32,0.3,0.36,0.25,0.3,0.29,0.27,0.29,0.29,0.28,0.29,0.31,0.27,0.27,0.27,0.0,0.28,0.28,0.3,0.24,0.29,0.27,0.28,0.26,0.27,0.28,0.26,0.31,0.28,0.27,0.25,0.28,0.27,0.28,0.26,0.26,0.28,0.25,0.25,0.25,0.27,0.24,0.24,0.24,0.25,0.25,0.25,0.25,0.24,0.24,0.25,0.0,0.26,0.22,0.23,0.21,0.24,0.26,0.24,0.25,0.24,0.22,0.21,0.0,0.25,0.22,0.22,0.22,0.21,0.24,0.24,0.22,0.27,0.23,0.23,0.23,0.22,0.23,0.23,0.22,0.0,0.22,0.24,0.21,0.23,0.21,0.21,0.23,0.22,0.22,0.23,0.23,0.22,0.22,0.0,0.22,0.25,0.21,0.0,0.0,0.21,0.22,0.21,0.0,0.0,0.23,0.31,0.0,0.2,0.0,0.0,0.27,0.21,0.25,0.22,0.22,0.21,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.28,0.22,0.22,0.22,0.2,0.25,0.3,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.870000000000005
09/29/2021,0.81,0.0,0.67,0.73,0.68,0.65,0.63,0.6,0.0,0.55,0.56,0.48,0.46,0.62,0.49,0.49,0.41,0.49,0.42,0.41,0.42,0.4,0.43,0.49,0.41,0.44,0.38,0.47,0.4,0.4,0.37,0.37,0.39,0.4,0.41,0.4,0.42,0.4,0.36,0.39,0.37,0.35,0.42,0.39,0.41,0.39,0.37,0.37,0.37,0.32,0.35,0.38,0.39,0.36,0.36,0.34,0.38,0.35,0.35,0.38,0.34,0.33,0.32,0.31,0.33,0.33,0.34,0.33,0.31,0.32,0.35,0.38,0.33,0.35,0.34,0.33,0.3,0.29,0.39,0.34,0.31,0.28,0.29,0.27,0.3,0.29,0.27,0.32,0.3,0.36,0.25,0.3,0.29,0.27,0.29,0.29,0.28,0.29,0.31,0.27,0.27,0.27,0.0,0.28,0.28,0.3,0.24,0.29,0.27,0.28,0.26,0.27,0.28,0.26,0.31,0.28,0.27,0.25,0.28,0.27,0.28,0.26,0.26,0.28,0.25,0.25,0.25,0.27,0.24,0.24,0.24,0.25,0.25,0.25,0.25,0.24,0.24,0.25,0.0,0.26,0.22,0.23,0.21,0.24,0.26,0.24,0.25,0.24,0.22,0.21,0.0,0.25,0.22,0.22,0.22,0.21,0.24,0.24,0.22,0.27,0.23,0.23,0.23,0.22,0.23,0.23,0.22,0.0,0.22,0.24,0.21,0.23,0.21,0.21,0.23,0.22,0.22,0.23,0.23,0.22,0.22,0.0,0.22,0.25,0.21,0.0,0.0,0.21,0.22,0.21,0.0,0.0,0.23,0.31,0.0,0.2,0.0,0.0,0.27,0.21,0.25,0.22,0.22,0.21,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.28,0.22,0.22,0.22,0.2,0.25,0.3,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.870000000000005
09/30/2021,0.82,0.0,0.66,0.71,0.67,0.64,0.62,0.59,0.0,0.54,0.55,0.48,0.46,0.59,0.49,0.5,0.42,0.49,0.42,0.41,0.4,0.4,0.42,0.52,0.42,0.43,0.38,0.48,0.4,0.4,0.37,0.37,0.38,0.41,0.41,0.4,0.43,0.4,0.35,0.38,0.37,0.34,0.41,0.39,0.42,0.4,0.37,0.36,0.37,0.32,0.35,0.38,0.4,0.37,0.36,0.34,0.39,0.35,0.34,0.38,0.35,0.32,0.32,0.31,0.33,0.33,0.33,0.33,0.3,0.32,0.34,0.38,0.32,0.36,0.35,0.33,0.3,0.29,0.42,0.35,0.3,0.27,0.3,0.27,0.29,0.29,0.27,0.31,0.3,0.37,0.25,0.31,0.29,0.27,0.3,0.29,0.28,0.3,0.31,0.27,0.26,0.27,0.0,0.27,0.28,0.29,0.24,0.29,0.28,0.29,0.27,0.28,0.28,0.27,0.32,0.28,0.27,0.25,0.29,0.27,0.28,0.25,0.27,0.28,0.25,0.25,0.26,0.27,0.24,0.23,0.24,0.26,0.26,0.25,0.25,0.23,0.24,0.25,0.0,0.27,0.22,0.24,0.22,0.24,0.26,0.24,0.26,0.24,0.23,0.21,0.0,0.25,0.22,0.22,0.22,0.21,0.24,0.24,0.22,0.28,0.22,0.23,0.23,0.22,0.23,0.23,0.23,0.0,0.22,0.25,0.21,0.23,0.2,0.21,0.24,0.22,0.22,0.23,0.23,0.21,0.22,0.0,0.22,0.23,0.22,0.0,0.0,0.21,0.22,0.21,0.0,0.0,0.23,0.29,0.0,0.0,0.0,0.0,0.29,0.22,0.25,0.22,0.24,0.21,0.21,0.2,0.0,0.0,0.0,0.0,0.0,0.22,0.27,0.22,0.23,0.22,0.21,0.25,0.0,0.21,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.87
10/01/2021,0.86,0.0,0.65,0.71,0.65,0.63,0.63,0.58,0.0,0.54,0.54,0.48,0.47,0.6,0.49,0.49,0.41,0.51,0.41,0.41,0.39,0.4,0.43,0.51,0.42,0.43,0.37,0.49,0.4,0.4,0.37,0.36,0.38,0.42,0.4,0.39,0.43,0.4,0.36,0.38,0.38,0.34,0.4,0.38,0.42,0.4,0.35,0.37,0.37,0.33,0.35,0.37,0.4,0.37,0.36,0.34,0.39,0.35,0.34,0.38,0.35,0.32,0.31,0.3,0.33,0.33,0.34,0.33,0.3,0.32,0.35,0.37,0.32,0.37,0.35,0.33,0.3,0.29,0.43,0.34,0.3,0.28,0.29,0.26,0.3,0.29,0.27,0.3,0.3,0.37,0.24,0.31,0.29,0.27,0.3,0.29,0.28,0.31,0.31,0.26,0.26,0.26,0.0,0.28,0.28,0.29,0.24,0.3,0.28,0.29,0.28,0.28,0.29,0.27,0.31,0.27,0.27,0.25,0.29,0.27,0.28,0.25,0.27,0.27,0.25,0.25,0.26,0.27,0.24,0.23,0.26,0.26,0.26,0.25,0.25,0.24,0.24,0.25,0.0,0.27,0.22,0.26,0.22,0.24,0.26,0.25,0.26,0.25,0.23,0.21,0.0,0.25,0.22,0.22,0.22,0.2,0.23,0.24,0.22,0.27,0.22,0.23,0.23,0.22,0.23,0.24,0.24,0.0,0.22,0.26,0.21,0.23,0.21,0.22,0.24,0.22,0.22,0.23,0.24,0.21,0.22,0.0,0.21,0.23,0.22,0.0,0.0,0.21,0.28,0.21,0.0,0.0,0.23,0.29,0.21,0.0,0.0,0.0,0.28,0.21,0.24,0.21,0.24,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.22,0.28,0.22,0.22,0.22,0.21,0.25,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.900000000000006
10/05/2021,0.78,0.0,0.66,0.72,0.64,0.62,0.63,0.57,0.0,0.57,0.56,0.48,0.46,0.6,0.48,0.46,0.4,0.5,0.4,0.41,0.37,0.41,0.44,0.45,0.43,0.42,0.36,0.47,0.4,0.41,0.37,0.35,0.39,0.43,0.41,0.39,0.42,0.39,0.36,0.37,0.39,0.34,0.41,0.39,0.42,0.4,0.35,0.37,0.36,0.33,0.34,0.36,0.41,0.38,0.34,0.34,0.39,0.37,0.34,0.37,0.35,0.32,0.32,0.29,0.34,0.33,0.34,0.33,0.3,0.31,0.33,0.38,0.31,0.37,0.35,0.32,0.28,0.21,0.46,0.35,0.31,0.27,0.27,0.27,0.3,0.3,0.26,0.3,0.3,0.34,0.25,0.32,0.29,0.28,0.3,0.29,0.29,0.31,0.3,0.27,0.26,0.26,0.0,0.29,0.29,0.3,0.23,0.3,0.28,0.3,0.25,0.28,0.29,0.28,0.29,0.27,0.26,0.25,0.29,0.27,0.27,0.25,0.29,0.27,0.26,0.25,0.26,0.27,0.24,0.24,0.27,0.27,0.25,0.25,0.24,0.24,0.25,0.25,0.0,0.24,0.22,0.25,0.22,0.23,0.26,0.25,0.27,0.25,0.22,0.21,0.0,0.24,0.22,0.22,0.22,0.0,0.23,0.25,0.21,0.28,0.23,0.23,0.23,0.22,0.23,0.23,0.22,0.0,0.22,0.26,0.0,0.23,0.2,0.21,0.24,0.22,0.22,0.22,0.24,0.22,0.22,0.0,0.21,0.23,0.22,0.0,0.0,0.22,0.29,0.21,0.0,0.0,0.22,0.3,0.21,0.0,0.0,0.21,0.31,0.2,0.25,0.0,0.24,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.21,0.25,0.27,0.21,0.2,0.22,0.22,0.25,0.0,0.0,0.21,0.21,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.61
10/06/2021,0.78,0.0,0.66,0.72,0.64,0.62,0.63,0.57,0.0,0.57,0.56,0.48,0.46,0.6,0.48,0.46,0.4,0.5,0.4,0.41,0.37,0.41,0.44,0.45,0.43,0.42,0.36,0.47,0.4,0.41,0.37,0.35,0.39,0.43,0.41,0.39,0.42,0.39,0.36,0.37,0.39,0.34,0.41,0.39,0.42,0.4,0.35,0.37,0.36,0.33,0.34,0.36,0.41,0.38,0.34,0.34,0.39,0.37,0.34,0.37,0.35,0.32,0.32,0.29,0.34,0.33,0.34,0.33,0.3,0.31,0.33,0.38,0.31,0.37,0.35,0.32,0.28,0.21,0.46,0.35,0.31,0.27,0.27,0.27,0.3,0.3,0.26,0.3,0.3,0.34,0.25,0.32,0.29,0.28,0.3,0.29,0.29,0.31,0.3,0.27,0.26,0.26,0.0,0.29,0.29,0.3,0.23,0.3,0.28,0.3,0.25,0.28,0.29,0.28,0.29,0.27,0.26,0.25,0.29,0.27,0.27,0.25,0.29,0.27,0.26,0.25,0.26,0.27,0.24,0.24,0.27,0.27,0.25,0.25,0.24,0.24,0.25,0.25,0.0,0.24,0.22,0.25,0.22,0.23,0.26,0.25,0.27,0.25,0.22,0.21,0.0,0.24,0.22,0.22,0.22,0.0,0.23,0.25,0.21,0.28,0.23,0.23,0.23,0.22,0.23,0.23,0.22,0.0,0.22,0.26,0.0,0.23,0.2,0.21,0.24,0.22,0.22,0.22,0.24,0.22,0.22,0.0,0.21,0.23,0.22,0.0,0.0,0.22,0.29,0.21,0.0,0.0,0.22,0.3,0.21,0.0,0.0,0.21,0.31,0.2,0.25,0.0,0.24,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.21,0.25,0.27,0.21,0.2,0.22,0.22,0.25,0.0,0.0,0.21,0.21,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.61
10/07/2021,0.79,0.0,0.68,0.73,0.62,0.63,0.0,0.57,0.0,0.51,0.58,0.48,0.46,0.58,0.49,0.47,0.4,0.51,0.41,0.41,0.35,0.42,0.44,0.49,0.44,0.41,0.36,0.49,0.39,0.4,0.36,0.33,0.4,0.44,0.42,0.39,0.44,0.39,0.36,0.37,0.39,0.35,0.41,0.38,0.42,0.4,0.34,0.36,0.37,0.32,0.35,0.36,0.41,0.38,0.34,0.35,0.39,0.38,0.34,0.36,0.35,0.33,0.32,0.28,0.34,0.34,0.34,0.33,0.31,0.32,0.34,0.38,0.3,0.38,0.36,0.32,0.29,0.0,0.47,0.36,0.31,0.28,0.28,0.28,0.3,0.31,0.26,0.29,0.3,0.35,0.26,0.34,0.3,0.28,0.31,0.29,0.3,0.32,0.31,0.27,0.25,0.26,0.0,0.29,0.3,0.31,0.22,0.31,0.28,0.31,0.26,0.29,0.29,0.29,0.3,0.24,0.27,0.26,0.29,0.27,0.28,0.26,0.3,0.27,0.26,0.25,0.26,0.27,0.24,0.24,0.28,0.27,0.26,0.26,0.24,0.25,0.25,0.26,0.0,0.24,0.23,0.24,0.22,0.23,0.26,0.25,0.27,0.25,0.23,0.21,0.0,0.25,0.23,0.21,0.22,0.0,0.24,0.25,0.21,0.29,0.23,0.23,0.23,0.22,0.23,0.24,0.22,0.0,0.23,0.27,0.0,0.24,0.2,0.22,0.23,0.23,0.22,0.23,0.24,0.22,0.23,0.0,0.21,0.23,0.23,0.0,0.0,0.22,0.28,0.21,0.0,0.0,0.22,0.29,0.21,0.0,0.0,0.21,0.32,0.21,0.25,0.0,0.24,0.22,0.0,0.0,0.0,0.0,0.21,0.0,0.21,0.25,0.27,0.22,0.21,0.23,0.23,0.25,0.0,0.21,0.21,0.21,0.21,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.77
10/08/2021,0.76,0.0,0.7,0.7,0.63,0.64,0.0,0.57,0.0,0.51,0.58,0.48,0.47,0.59,0.5,0.47,0.4,0.5,0.41,0.41,0.35,0.42,0.44,0.49,0.43,0.41,0.35,0.5,0.39,0.4,0.36,0.34,0.4,0.44,0.42,0.38,0.43,0.4,0.37,0.36,0.39,0.34,0.41,0.39,0.42,0.39,0.34,0.37,0.37,0.32,0.35,0.37,0.41,0.38,0.33,0.35,0.38,0.37,0.34,0.36,0.35,0.33,0.32,0.29,0.35,0.33,0.35,0.33,0.31,0.31,0.34,0.38,0.3,0.38,0.36,0.32,0.29,0.0,0.48,0.36,0.31,0.29,0.28,0.28,0.31,0.3,0.26,0.29,0.3,0.35,0.26,0.35,0.3,0.29,0.31,0.29,0.3,0.31,0.31,0.27,0.26,0.26,0.0,0.29,0.3,0.3,0.22,0.31,0.28,0.3,0.26,0.28,0.29,0.28,0.3,0.23,0.27,0.26,0.29,0.27,0.28,0.26,0.3,0.27,0.26,0.24,0.27,0.27,0.24,0.24,0.27,0.28,0.26,0.26,0.25,0.24,0.25,0.26,0.0,0.24,0.23,0.25,0.22,0.23,0.26,0.23,0.27,0.25,0.23,0.21,0.0,0.25,0.23,0.22,0.22,0.0,0.24,0.25,0.22,0.29,0.22,0.23,0.23,0.22,0.23,0.23,0.22,0.0,0.22,0.27,0.0,0.24,0.0,0.22,0.23,0.22,0.22,0.24,0.25,0.22,0.22,0.0,0.21,0.23,0.23,0.0,0.0,0.22,0.29,0.21,0.0,0.0,0.22,0.3,0.21,0.0,0.0,0.2,0.33,0.2,0.24,0.0,0.25,0.22,0.0,0.0,0.0,0.0,0.21,0.0,0.21,0.26,0.27,0.22,0.21,0.22,0.23,0.24,0.0,0.21,0.22,0.21,0.21,0.21,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.73
10/11/2021,0.77,0.0,0.7,0.71,0.63,0.63,0.0,0.58,0.0,0.52,0.59,0.49,0.49,0.6,0.5,0.47,0.39,0.51,0.41,0.39,0.35,0.42,0.43,0.5,0.42,0.41,0.36,0.5,0.38,0.42,0.36,0.34,0.41,0.44,0.42,0.39,0.44,0.38,0.38,0.35,0.39,0.34,0.42,0.39,0.42,0.38,0.35,0.37,0.37,0.32,0.36,0.36,0.41,0.39,0.34,0.35,0.37,0.37,0.33,0.37,0.35,0.33,0.32,0.3,0.34,0.32,0.34,0.34,0.31,0.32,0.34,0.37,0.3,0.38,0.36,0.33,0.28,0.0,0.48,0.36,0.32,0.29,0.28,0.29,0.31,0.3,0.26,0.29,0.31,0.35,0.25,0.34,0.29,0.29,0.31,0.3,0.3,0.31,0.29,0.28,0.26,0.26,0.0,0.3,0.3,0.31,0.23,0.31,0.28,0.31,0.25,0.28,0.29,0.29,0.31,0.23,0.27,0.26,0.29,0.27,0.28,0.26,0.3,0.28,0.26,0.24,0.27,0.27,0.24,0.25,0.27,0.28,0.26,0.26,0.25,0.24,0.25,0.26,0.0,0.25,0.22,0.24,0.21,0.24,0.26,0.23,0.27,0.25,0.22,0.21,0.0,0.25,0.23,0.21,0.22,0.21,0.24,0.25,0.21,0.28,0.23,0.23,0.23,0.21,0.23,0.24,0.21,0.0,0.23,0.28,0.0,0.24,0.0,0.22,0.22,0.22,0.22,0.24,0.24,0.22,0.22,0.0,0.22,0.23,0.23,0.0,0.0,0.22,0.28,0.21,0.0,0.0,0.22,0.31,0.21,0.0,0.0,0.0,0.34,0.0,0.23,0.0,0.25,0.22,0.21,0.0,0.0,0.0,0.21,0.0,0.21,0.26,0.26,0.22,0.21,0.22,0.23,0.26,0.0,0.22,0.22,0.21,0.21,0.21,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.89000000000001
10/12/2021,0.78,0.0,0.69,0.69,0.63,0.63,0.0,0.57,0.0,0.49,0.59,0.48,0.48,0.59,0.51,0.47,0.38,0.51,0.41,0.39,0.34,0.43,0.44,0.51,0.42,0.4,0.35,0.49,0.39,0.43,0.36,0.34,0.42,0.44,0.42,0.38,0.45,0.38,0.39,0.35,0.39,0.34,0.41,0.38,0.41,0.38,0.34,0.37,0.36,0.32,0.36,0.36,0.41,0.39,0.34,0.34,0.37,0.38,0.33,0.37,0.35,0.33,0.31,0.31,0.34,0.32,0.34,0.34,0.31,0.32,0.34,0.37,0.3,0.38,0.36,0.33,0.27,0.0,0.49,0.36,0.31,0.28,0.28,0.29,0.31,0.31,0.26,0.28,0.31,0.35,0.25,0.35,0.29,0.29,0.31,0.3,0.31,0.31,0.29,0.27,0.25,0.26,0.0,0.29,0.3,0.3,0.22,0.31,0.28,0.31,0.24,0.28,0.29,0.29,0.31,0.23,0.27,0.26,0.3,0.27,0.28,0.26,0.3,0.28,0.27,0.24,0.27,0.27,0.24,0.24,0.27,0.28,0.26,0.26,0.24,0.24,0.26,0.26,0.0,0.24,0.23,0.24,0.21,0.23,0.26,0.23,0.27,0.25,0.22,0.22,0.0,0.25,0.23,0.21,0.22,0.22,0.24,0.25,0.22,0.28,0.22,0.23,0.23,0.21,0.23,0.24,0.21,0.0,0.23,0.28,0.0,0.24,0.0,0.22,0.21,0.22,0.22,0.24,0.23,0.22,0.22,0.0,0.22,0.23,0.23,0.0,0.0,0.23,0.28,0.21,0.0,0.0,0.21,0.3,0.21,0.0,0.0,0.2,0.34,0.21,0.23,0.0,0.24,0.23,0.0,0.0,0.0,0.0,0.21,0.0,0.21,0.26,0.26,0.22,0.22,0.23,0.23,0.26,0.0,0.22,0.22,0.22,0.21,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.74
