,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,NVDA,TSLA,JPM,JNJ,V,UNH,HD,PYPL,PG,MA,DIS,BAC,ADBE,CMCSA,XOM,NFLX,VZ,CRM,INTC,CSCO,PFE,PEP,ABT,CVX,KO,NKE,T,ABBV,TMO,MRK,WMT,ACN,AVGO,LLY,COST,WFC,DHR,TXN,MDT,MCD,QCOM,HON,ORCL,LIN,PM,UPS,UNP,NEE,BMY,LOW,AMGN,C,INTU,BLK,SBUX,BA,MS,GS,RTX,IBM,AMAT,AMT,TGT,CAT,MMM,GE,DE,AMD,AXP,ISRG,NOW,SCHW,CVS,SPGI,CHTR,ANTM,ZTS,BKNG,LMT,MU,SYK,MDLZ,PLD,CCI,GILD,FIS,MO,LRCX,ADP,TMUS,PNC,TJX,CI,COP,DUK,USB,CB,GM,MMC,CASH,ATVI,BDX,EQIX,CME,COF,TFC,EL,ICE,CSX,FDX,NSC,CL,SO,EW,ADSK,SHW,ILMN,ADI,REGN,FISV,ITW,APD,ETN,HUM,TWTR,AON,F,EMR,PGR,D,MCO,BSX,HCA,NEM,ROP,DG,IQV,GPN,IDXX,NXPI,WM,FCX,BIIB,NOC,VRTX,LHX,TEL,KLAC,DOW,PSA,MSCI,TROW,KMB,CMG,DXCM,EOG,JCI,ECL,A,CNC,TT,APTV,APH,AEP,SRE,SLB,ALGN,INFO,EXC,SPG,MET,GD,ROST,STZ,PXD,DD,CARR,MPC,SBAC,CTAS,XEL,PRU,PPG,HPQ,ALL,SNPS,WELL,EBAY,ALXN,AIG,BK,DLR,YUM,BAX,ORLY,PSX,TRV,DFS,ANSS,MCHP,CDNS,SYY,ROK,AZO,IFF,MTD,PAYX,WBA,MRNA,FTNT,GIS,TDG,Cash,MSI,KMI,RMD,GENERAL ELECTRIC CO,AFL,GEN.,MAR,EA,n/a,PH,CTSH,GE.,AWK,XLNX,KR,WST,GNRC,MLM,URI,SUM
08/13/2021,6.15,5.81,3.82,2.32,2.21,2.1,1.47,1.33,1.46,1.29,1.22,1.08,1.04,0.94,0.87,0.93,0.86,0.86,0.83,0.81,0.72,0.67,0.61,0.61,0.61,0.59,0.63,0.74,0.57,0.59,0.52,0.6,0.58,0.54,0.55,0.58,0.52,0.54,0.55,0.54,0.57,0.52,0.55,0.53,0.48,0.46,0.47,0.43,0.42,0.43,0.42,0.42,0.38,0.4,0.43,0.41,0.35,0.36,0.41,0.39,0.34,0.37,0.34,0.41,0.36,0.37,0.33,0.34,0.34,0.36,0.33,0.3,0.3,0.3,0.35,0.29,0.32,0.31,0.29,0.29,0.29,0.29,0.25,0.26,0.25,0.24,0.23,0.21,0.23,0.26,0.21,0.23,0.21,0.24,0.24,0.24,0.22,0.21,0.24,0.2,0.2,0.23,0.22,0.21,0.19,0.2,0.0,0.17,0.19,0.19,0.2,0.22,0.21,0.21,0.17,0.19,0.17,0.18,0.17,0.19,0.19,0.2,0.19,0.19,0.17,0.18,0.18,0.18,0.17,0.17,0.14,0.14,0.17,0.15,0.17,0.16,0.16,0.17,0.16,0.16,0.13,0.12,0.16,0.12,0.13,0.15,0.16,0.16,0.15,0.14,0.14,0.13,0.12,0.12,0.14,0.13,0.13,0.14,0.13,0.13,0.15,0.12,0.11,0.14,0.14,0.13,0.0,0.12,0.12,0.12,0.12,0.12,0.11,0.13,0.12,0.13,0.12,0.13,0.13,0.12,0.1,0.0,0.11,0.12,0.0,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.12,0.0,0.11,0.0,0.12,0.12,0.11,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.36,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.66
08/16/2021,6.26,5.85,3.78,2.32,2.21,2.1,1.47,1.32,1.48,1.3,1.23,1.04,1.02,0.94,0.87,0.93,0.84,0.86,0.84,0.82,0.73,0.66,0.6,0.61,0.62,0.58,0.64,0.72,0.57,0.59,0.52,0.59,0.58,0.54,0.55,0.58,0.52,0.54,0.56,0.54,0.55,0.52,0.57,0.54,0.47,0.46,0.47,0.44,0.42,0.43,0.42,0.42,0.38,0.41,0.45,0.4,0.36,0.36,0.41,0.4,0.34,0.37,0.34,0.42,0.37,0.37,0.33,0.32,0.34,0.35,0.33,0.31,0.3,0.31,0.35,0.29,0.32,0.31,0.29,0.3,0.29,0.29,0.24,0.26,0.25,0.24,0.21,0.22,0.23,0.26,0.22,0.23,0.22,0.24,0.23,0.24,0.22,0.21,0.24,0.2,0.2,0.22,0.22,0.21,0.19,0.2,0.0,0.18,0.19,0.2,0.2,0.23,0.22,0.21,0.17,0.2,0.17,0.18,0.17,0.19,0.19,0.2,0.2,0.19,0.17,0.18,0.18,0.18,0.17,0.17,0.14,0.14,0.18,0.15,0.17,0.16,0.17,0.17,0.16,0.16,0.13,0.12,0.16,0.12,0.13,0.15,0.16,0.16,0.15,0.14,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.14,0.13,0.13,0.15,0.12,0.11,0.14,0.14,0.14,0.0,0.12,0.12,0.12,0.12,0.12,0.11,0.14,0.12,0.13,0.13,0.13,0.13,0.12,0.0,0.0,0.11,0.12,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.12,0.0,0.11,0.0,0.13,0.12,0.11,0.0,0.0,0.11,0.0,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.31,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.88
08/17/2021,6.27,5.86,3.79,2.32,2.21,2.1,1.47,1.32,1.48,1.31,1.23,1.04,1.02,0.94,0.87,0.93,0.84,0.87,0.84,0.82,0.73,0.66,0.6,0.61,0.62,0.58,0.64,0.72,0.57,0.59,0.52,0.6,0.58,0.54,0.55,0.58,0.52,0.54,0.56,0.54,0.55,0.52,0.57,0.54,0.47,0.47,0.47,0.44,0.42,0.43,0.42,0.42,0.38,0.41,0.45,0.4,0.36,0.36,0.41,0.4,0.34,0.37,0.34,0.42,0.37,0.37,0.33,0.32,0.34,0.36,0.33,0.31,0.0,0.31,0.35,0.29,0.32,0.31,0.29,0.3,0.29,0.29,0.24,0.26,0.25,0.24,0.21,0.22,0.23,0.26,0.22,0.23,0.22,0.24,0.23,0.24,0.22,0.21,0.24,0.2,0.2,0.22,0.22,0.21,0.19,0.2,0.0,0.18,0.19,0.2,0.2,0.23,0.22,0.21,0.17,0.2,0.17,0.18,0.17,0.19,0.19,0.2,0.2,0.19,0.17,0.18,0.18,0.18,0.17,0.17,0.14,0.14,0.18,0.15,0.17,0.16,0.17,0.17,0.16,0.16,0.13,0.12,0.16,0.12,0.13,0.15,0.16,0.16,0.15,0.14,0.14,0.13,0.12,0.13,0.13,0.13,0.13,0.14,0.13,0.13,0.15,0.12,0.11,0.14,0.14,0.14,0.0,0.12,0.12,0.12,0.12,0.12,0.11,0.14,0.12,0.13,0.13,0.13,0.13,0.12,0.0,0.0,0.11,0.12,0.11,0.11,0.0,0.11,0.12,0.11,0.11,0.11,0.12,0.0,0.11,0.0,0.13,0.12,0.11,0.0,0.0,0.11,0.0,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.31,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.9
08/18/2021,6.27,5.91,3.77,2.32,2.22,2.1,1.46,1.34,1.47,1.29,1.24,1.05,1.03,0.93,0.87,0.93,0.84,0.87,0.83,0.82,0.73,0.65,0.61,0.61,0.63,0.58,0.64,0.74,0.57,0.59,0.52,0.6,0.58,0.54,0.55,0.58,0.53,0.54,0.56,0.54,0.55,0.52,0.56,0.54,0.47,0.47,0.48,0.44,0.42,0.43,0.42,0.43,0.38,0.41,0.45,0.41,0.35,0.36,0.41,0.4,0.34,0.37,0.34,0.42,0.36,0.36,0.33,0.32,0.35,0.35,0.33,0.3,0.3,0.31,0.36,0.28,0.32,0.31,0.29,0.29,0.29,0.29,0.24,0.26,0.25,0.24,0.22,0.22,0.23,0.26,0.22,0.23,0.22,0.24,0.22,0.24,0.22,0.21,0.23,0.2,0.2,0.22,0.22,0.21,0.19,0.21,0.0,0.17,0.19,0.2,0.2,0.23,0.21,0.21,0.17,0.2,0.17,0.18,0.18,0.19,0.19,0.2,0.2,0.19,0.17,0.18,0.18,0.18,0.17,0.17,0.14,0.14,0.18,0.15,0.17,0.16,0.17,0.17,0.16,0.16,0.13,0.12,0.16,0.12,0.13,0.15,0.16,0.16,0.15,0.14,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.14,0.13,0.13,0.15,0.12,0.11,0.14,0.14,0.14,0.0,0.12,0.12,0.12,0.12,0.12,0.11,0.13,0.12,0.13,0.12,0.13,0.13,0.12,0.0,0.0,0.0,0.12,0.1,0.11,0.0,0.11,0.11,0.11,0.0,0.11,0.12,0.0,0.12,0.0,0.13,0.12,0.11,0.0,0.0,0.11,0.0,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.11,0.1,0.0,0.0,0.31,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.96000000000001
08/19/2021,6.34,5.93,3.77,2.34,2.23,2.1,1.46,1.32,1.4,1.28,1.24,1.06,1.05,0.94,0.88,0.94,0.84,0.86,0.82,0.82,0.73,0.64,0.61,0.61,0.62,0.58,0.64,0.74,0.58,0.59,0.51,0.6,0.58,0.54,0.56,0.59,0.54,0.55,0.57,0.54,0.56,0.52,0.55,0.55,0.47,0.47,0.48,0.44,0.42,0.43,0.43,0.43,0.39,0.41,0.45,0.41,0.36,0.36,0.4,0.4,0.34,0.37,0.33,0.42,0.36,0.36,0.33,0.33,0.35,0.35,0.33,0.31,0.29,0.31,0.35,0.28,0.33,0.31,0.29,0.3,0.29,0.29,0.25,0.27,0.24,0.24,0.22,0.22,0.23,0.27,0.22,0.23,0.21,0.24,0.23,0.24,0.21,0.21,0.23,0.2,0.19,0.23,0.21,0.21,0.19,0.21,0.0,0.17,0.2,0.2,0.2,0.23,0.21,0.21,0.17,0.2,0.18,0.18,0.18,0.19,0.19,0.2,0.2,0.19,0.17,0.18,0.18,0.18,0.17,0.17,0.14,0.14,0.18,0.14,0.17,0.16,0.17,0.17,0.17,0.17,0.13,0.12,0.16,0.12,0.13,0.15,0.16,0.16,0.15,0.14,0.14,0.13,0.12,0.13,0.13,0.13,0.13,0.14,0.13,0.13,0.15,0.12,0.0,0.14,0.14,0.14,0.0,0.12,0.12,0.12,0.12,0.12,0.0,0.13,0.12,0.13,0.12,0.13,0.13,0.12,0.0,0.0,0.0,0.12,0.0,0.11,0.0,0.11,0.11,0.11,0.0,0.11,0.12,0.0,0.12,0.0,0.13,0.12,0.11,0.1,0.0,0.11,0.0,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.29,0.11,0.1,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.41,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,85.08999999999999
08/20/2021,6.33,5.92,3.72,2.3,2.21,2.08,1.47,1.29,1.37,1.27,1.26,1.06,1.06,0.91,0.86,0.95,0.84,0.85,0.82,0.82,0.73,0.64,0.61,0.62,0.62,0.58,0.64,0.77,0.58,0.6,0.51,0.6,0.58,0.54,0.57,0.59,0.54,0.55,0.57,0.53,0.57,0.53,0.54,0.55,0.47,0.48,0.48,0.43,0.42,0.43,0.43,0.43,0.39,0.41,0.45,0.42,0.34,0.36,0.4,0.4,0.34,0.37,0.32,0.42,0.36,0.36,0.33,0.32,0.35,0.35,0.32,0.3,0.29,0.3,0.35,0.28,0.33,0.31,0.28,0.3,0.29,0.29,0.25,0.27,0.24,0.24,0.22,0.22,0.23,0.27,0.22,0.24,0.22,0.24,0.22,0.24,0.21,0.21,0.23,0.2,0.19,0.23,0.21,0.21,0.18,0.21,0.0,0.17,0.2,0.2,0.2,0.22,0.21,0.2,0.17,0.2,0.18,0.18,0.18,0.19,0.2,0.19,0.2,0.19,0.17,0.19,0.18,0.18,0.17,0.17,0.14,0.14,0.18,0.14,0.17,0.16,0.17,0.17,0.17,0.17,0.13,0.13,0.15,0.12,0.13,0.15,0.15,0.16,0.14,0.14,0.14,0.13,0.12,0.12,0.13,0.12,0.13,0.14,0.13,0.13,0.15,0.12,0.0,0.14,0.14,0.14,0.0,0.12,0.12,0.12,0.12,0.12,0.0,0.13,0.12,0.13,0.12,0.13,0.13,0.12,0.1,0.0,0.0,0.12,0.0,0.12,0.0,0.11,0.11,0.0,0.0,0.11,0.12,0.0,0.12,0.0,0.13,0.12,0.11,0.0,0.1,0.11,0.0,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.11,0.1,0.0,0.0,0.32,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,84.85
08/23/2021,6.21,6.03,3.67,2.29,2.2,2.09,1.45,1.32,1.39,1.25,1.26,1.05,1.08,0.92,0.87,0.95,0.84,0.84,0.81,0.83,0.73,0.61,0.64,0.61,0.64,0.58,0.65,0.75,0.59,0.6,0.48,0.6,0.56,0.53,0.56,0.59,0.54,0.55,0.57,0.53,0.57,0.53,0.53,0.56,0.47,0.47,0.48,0.42,0.42,0.43,0.43,0.43,0.38,0.41,0.46,0.41,0.38,0.35,0.39,0.41,0.34,0.36,0.31,0.41,0.35,0.35,0.32,0.32,0.36,0.33,0.31,0.3,0.28,0.29,0.34,0.27,0.34,0.31,0.28,0.3,0.29,0.29,0.25,0.27,0.24,0.24,0.22,0.22,0.23,0.27,0.22,0.23,0.21,0.24,0.22,0.23,0.21,0.2,0.24,0.19,0.19,0.23,0.21,0.22,0.17,0.21,0.0,0.17,0.2,0.2,0.19,0.22,0.2,0.21,0.17,0.2,0.17,0.18,0.18,0.19,0.2,0.2,0.2,0.18,0.17,0.19,0.18,0.18,0.16,0.17,0.14,0.14,0.18,0.14,0.17,0.16,0.17,0.16,0.17,0.17,0.13,0.12,0.15,0.12,0.12,0.15,0.15,0.16,0.13,0.14,0.13,0.13,0.12,0.12,0.13,0.12,0.13,0.14,0.13,0.13,0.15,0.12,0.0,0.14,0.14,0.14,0.0,0.12,0.11,0.12,0.12,0.12,0.0,0.13,0.12,0.13,0.12,0.12,0.13,0.12,0.1,0.0,0.0,0.12,0.1,0.12,0.0,0.11,0.11,0.0,0.0,0.11,0.13,0.0,0.12,0.0,0.12,0.12,0.12,0.0,0.1,0.11,0.0,0.11,0.11,0.0,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,84.49000000000001
08/24/2021,6.21,6.03,3.67,2.29,2.2,2.09,1.45,1.32,1.39,1.25,1.26,1.05,1.08,0.92,0.87,0.95,0.84,0.84,0.81,0.83,0.73,0.61,0.64,0.61,0.64,0.58,0.65,0.75,0.59,0.6,0.48,0.6,0.56,0.53,0.56,0.59,0.54,0.55,0.57,0.53,0.57,0.53,0.53,0.56,0.47,0.47,0.48,0.42,0.42,0.43,0.43,0.43,0.38,0.41,0.46,0.41,0.38,0.35,0.39,0.41,0.34,0.36,0.31,0.41,0.35,0.35,0.32,0.32,0.36,0.33,0.31,0.3,0.28,0.29,0.34,0.27,0.34,0.31,0.28,0.3,0.29,0.29,0.25,0.27,0.24,0.24,0.22,0.22,0.23,0.27,0.22,0.23,0.21,0.24,0.22,0.23,0.21,0.2,0.24,0.19,0.19,0.23,0.21,0.22,0.17,0.21,0.0,0.17,0.2,0.2,0.19,0.22,0.2,0.21,0.17,0.2,0.17,0.18,0.18,0.19,0.2,0.2,0.2,0.18,0.17,0.19,0.18,0.18,0.16,0.17,0.14,0.14,0.18,0.14,0.17,0.16,0.17,0.16,0.17,0.17,0.13,0.12,0.15,0.12,0.12,0.15,0.15,0.16,0.13,0.14,0.13,0.13,0.12,0.12,0.13,0.12,0.13,0.14,0.13,0.13,0.15,0.12,0.0,0.14,0.14,0.14,0.0,0.12,0.11,0.12,0.12,0.12,0.0,0.13,0.12,0.13,0.12,0.12,0.13,0.12,0.1,0.0,0.0,0.12,0.1,0.12,0.0,0.11,0.11,0.0,0.0,0.11,0.13,0.0,0.12,0.0,0.12,0.12,0.12,0.0,0.1,0.11,0.0,0.11,0.11,0.0,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,84.49000000000001
08/25/2021,6.25,6.16,3.67,2.31,2.22,2.1,1.45,1.39,1.4,1.25,1.25,1.04,1.08,0.93,0.87,0.95,0.83,0.85,0.81,0.84,0.73,0.6,0.65,0.61,0.64,0.57,0.66,0.74,0.58,0.6,0.48,0.59,0.57,0.53,0.57,0.59,0.54,0.55,0.58,0.53,0.57,0.53,0.53,0.56,0.46,0.47,0.48,0.42,0.42,0.43,0.43,0.43,0.38,0.41,0.46,0.42,0.39,0.35,0.39,0.41,0.34,0.36,0.31,0.41,0.35,0.35,0.33,0.32,0.36,0.34,0.31,0.3,0.28,0.28,0.34,0.27,0.34,0.32,0.28,0.3,0.29,0.3,0.25,0.27,0.23,0.24,0.21,0.22,0.23,0.27,0.22,0.24,0.21,0.24,0.22,0.23,0.22,0.2,0.25,0.19,0.19,0.23,0.21,0.22,0.17,0.21,0.0,0.17,0.2,0.2,0.19,0.21,0.21,0.21,0.17,0.2,0.17,0.18,0.17,0.2,0.2,0.2,0.2,0.18,0.17,0.19,0.18,0.18,0.16,0.17,0.14,0.14,0.18,0.14,0.17,0.16,0.17,0.16,0.17,0.17,0.13,0.12,0.16,0.12,0.12,0.15,0.15,0.16,0.13,0.14,0.13,0.13,0.12,0.12,0.13,0.12,0.13,0.14,0.13,0.13,0.15,0.13,0.0,0.14,0.14,0.14,0.0,0.12,0.11,0.12,0.12,0.12,0.0,0.13,0.12,0.13,0.12,0.12,0.13,0.12,0.1,0.0,0.0,0.12,0.1,0.12,0.0,0.11,0.11,0.0,0.0,0.11,0.13,0.0,0.12,0.0,0.12,0.12,0.12,0.0,0.1,0.11,0.0,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.11,0.1,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,84.52000000000001
08/26/2021,6.27,6.13,3.72,2.32,2.25,2.13,1.44,1.45,1.44,1.26,1.24,1.05,1.07,0.92,0.88,0.94,0.83,0.85,0.81,0.84,0.73,0.63,0.65,0.61,0.65,0.58,0.66,0.76,0.58,0.6,0.49,0.59,0.57,0.52,0.57,0.59,0.54,0.54,0.57,0.53,0.56,0.53,0.53,0.55,0.47,0.47,0.48,0.43,0.42,0.42,0.43,0.42,0.38,0.4,0.45,0.41,0.38,0.35,0.39,0.41,0.34,0.36,0.31,0.41,0.35,0.35,0.33,0.33,0.35,0.34,0.32,0.29,0.29,0.29,0.35,0.27,0.34,0.33,0.28,0.29,0.29,0.29,0.25,0.27,0.24,0.24,0.22,0.22,0.23,0.27,0.22,0.23,0.21,0.24,0.23,0.23,0.22,0.2,0.25,0.19,0.19,0.22,0.21,0.21,0.17,0.21,0.0,0.17,0.2,0.2,0.19,0.21,0.21,0.21,0.17,0.2,0.17,0.18,0.17,0.19,0.2,0.2,0.2,0.18,0.17,0.19,0.19,0.18,0.16,0.17,0.14,0.14,0.18,0.14,0.17,0.16,0.17,0.16,0.16,0.17,0.13,0.12,0.15,0.12,0.13,0.15,0.16,0.16,0.14,0.14,0.13,0.13,0.12,0.12,0.13,0.12,0.13,0.14,0.13,0.13,0.15,0.12,0.11,0.14,0.14,0.14,0.0,0.12,0.11,0.12,0.12,0.11,0.0,0.13,0.12,0.13,0.12,0.12,0.13,0.12,0.1,0.0,0.0,0.12,0.0,0.12,0.0,0.11,0.11,0.0,0.0,0.11,0.13,0.0,0.12,0.0,0.13,0.12,0.11,0.0,0.0,0.11,0.0,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.32,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,84.74000000000001
08/27/2021,6.25,6.1,4.06,2.34,1.98,1.95,1.46,1.46,1.39,1.26,1.23,1.05,1.08,0.93,0.89,0.92,0.82,0.86,0.83,0.84,0.73,0.62,0.69,0.6,0.66,0.59,0.67,0.72,0.56,0.6,0.5,0.58,0.59,0.52,0.57,0.55,0.53,0.53,0.54,0.49,0.57,0.56,0.53,0.53,0.48,0.47,0.46,0.42,0.43,0.42,0.41,0.42,0.37,0.42,0.44,0.41,0.39,0.36,0.39,0.38,0.32,0.37,0.34,0.4,0.38,0.36,0.32,0.33,0.36,0.33,0.33,0.31,0.3,0.33,0.35,0.26,0.34,0.37,0.29,0.29,0.28,0.27,0.24,0.26,0.0,0.23,0.21,0.25,0.23,0.25,0.23,0.23,0.21,0.23,0.2,0.25,0.22,0.23,0.24,0.2,0.19,0.21,0.2,0.23,0.17,0.2,0.0,0.16,0.17,0.24,0.19,0.22,0.2,0.21,0.18,0.2,0.17,0.17,0.17,0.19,0.19,0.21,0.19,0.16,0.16,0.21,0.19,0.16,0.17,0.17,0.13,0.14,0.18,0.14,0.17,0.16,0.17,0.14,0.17,0.16,0.13,0.14,0.15,0.15,0.11,0.19,0.15,0.15,0.14,0.12,0.12,0.13,0.14,0.14,0.12,0.12,0.11,0.18,0.14,0.13,0.0,0.15,0.11,0.14,0.14,0.16,0.0,0.12,0.11,0.12,0.12,0.12,0.11,0.19,0.12,0.13,0.13,0.12,0.13,0.12,0.0,0.0,0.0,0.13,0.0,0.11,0.11,0.1,0.11,0.0,0.1,0.0,0.11,0.0,0.12,0.0,0.12,0.12,0.11,0.0,0.1,0.16,0.0,0.11,0.12,0.0,0.0,0.11,0.0,0.0,0.0,0.1,0.0,0.11,0.1,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.11,0.0,0.0,0.12,0.11,0.0,0.0,85.32
08/30/2021,6.17,6.04,4.09,2.34,1.99,1.95,1.46,1.48,1.38,1.3,1.22,1.04,1.06,0.92,0.87,0.92,0.8,0.85,0.85,0.84,0.72,0.62,0.68,0.6,0.68,0.58,0.67,0.71,0.55,0.6,0.5,0.57,0.58,0.51,0.58,0.55,0.52,0.53,0.55,0.49,0.57,0.56,0.54,0.53,0.48,0.48,0.46,0.42,0.44,0.43,0.41,0.42,0.37,0.42,0.44,0.41,0.39,0.35,0.4,0.38,0.32,0.36,0.33,0.41,0.39,0.35,0.32,0.34,0.36,0.33,0.33,0.31,0.3,0.34,0.35,0.27,0.34,0.38,0.29,0.29,0.28,0.27,0.24,0.26,0.0,0.23,0.21,0.25,0.23,0.26,0.23,0.23,0.21,0.24,0.2,0.25,0.22,0.23,0.24,0.2,0.19,0.21,0.21,0.23,0.17,0.2,0.0,0.16,0.17,0.24,0.19,0.22,0.2,0.21,0.18,0.2,0.17,0.17,0.17,0.19,0.19,0.19,0.19,0.16,0.23,0.21,0.19,0.16,0.17,0.17,0.13,0.14,0.18,0.14,0.17,0.16,0.17,0.14,0.17,0.16,0.13,0.14,0.15,0.15,0.11,0.19,0.15,0.15,0.13,0.12,0.12,0.13,0.14,0.14,0.12,0.12,0.11,0.18,0.14,0.13,0.0,0.15,0.11,0.14,0.14,0.16,0.0,0.13,0.0,0.12,0.12,0.12,0.11,0.19,0.12,0.13,0.12,0.12,0.13,0.11,0.0,0.0,0.0,0.13,0.0,0.11,0.11,0.1,0.11,0.0,0.1,0.1,0.11,0.0,0.12,0.0,0.12,0.12,0.11,0.0,0.0,0.16,0.0,0.0,0.12,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.81,0.0,0.1,0.0,0.11,0.0,0.0,0.12,0.11,0.11,0.1,85.28
