,AMZN,FB,GOOGL,GOOG,BRK.B,TSLA,JPM,JNJ,UNH,HD,PG,DIS,BAC,XOM,CMCSA,NFLX,VZ,PFE,KO,ABT,T,PEP,CVX,ABBV,TMO,NKE,MRK,WMT,WFC,LLY,COST,MCD,DHR,MDT,PM,HON,UPS,LIN,BMY,UNP,C,NEE,AMGN,LOW,MS,SBUX,BA,RTX,GS,BLK,AMT,TGT,CAT,GE,MMM,DE,CVS,SCHW,ISRG,AXP,CHTR,SPGI,ANTM,BKNG,LMT,ZTS,PLD,MO,MDLZ,GILD,SYK,TMUS,CCI,COP,CI,TJX,PNC,USB,CME,DUK,GM,TFC,ATVI,EL,CSX,FDX,MMC,EQIX,CB,BDX,COF,ILMN,CL,ICE,NSC,SHW,ITW,EW,SO,APD,Cash,BSX,ETN,D,MCO,F,REGN,EMR,PGR,HUM,TWTR,HCA,WM,NOC,FCX,IDXX,AON,VRTX,BIIB,ECL,DG,NEM,ROP,JCI,EOG,DOW,IQV,PSA,KMB,EBAY,TROW,A,LHX,SLB,MET,CMG,ROST,TT,MSCI,ALGN,EXC,GD,SPG,APTV,DLR,INFO,CNC,AEP,SRE,DXCM,BK,EA,DD,AIG,ALXN,PPG,PRU,ORLY,BAX,SYY,CARR,PH,STZ,ALL,MPC,TRV,PXD,WBA,PSX,IFF,GIS,MAR,DFS,RMD,CMI,KMI,XEL,SBAC,TDG,MTD,YUM,WELL,CTAS,MNST,ADM,AFL,ROK,HLT,ZBH,SWK,FRC,OTIS,CTVA,WMB,AZO,VLO,LUV,AME,PCAR,PEG,MRNA,CBRE,AVB,MCK,FAST,DHI,VRSK,n/a,SIVB,KR,AMP,STT,EFX,AWK,WST,NUE,AJG,MTCH,WEC,ES,ETSY,SUM
08/13/2021,5.3,3.18,2.98,2.87,1.97,1.98,1.71,1.69,1.44,1.3,1.3,1.19,1.08,0.91,1.01,0.85,0.86,0.89,0.83,0.8,0.75,0.81,0.73,0.77,0.79,0.8,0.72,0.73,0.71,0.72,0.7,0.67,0.7,0.66,0.58,0.6,0.51,0.6,0.57,0.54,0.52,0.57,0.52,0.51,0.53,0.53,0.46,0.49,0.48,0.46,0.48,0.48,0.42,0.42,0.43,0.42,0.4,0.38,0.43,0.41,0.39,0.39,0.35,0.34,0.34,0.36,0.35,0.33,0.33,0.32,0.33,0.31,0.31,0.28,0.29,0.31,0.29,0.28,0.28,0.3,0.27,0.27,0.24,0.29,0.27,0.25,0.28,0.26,0.28,0.28,0.27,0.27,0.25,0.25,0.24,0.26,0.24,0.26,0.25,0.24,0.0,0.24,0.23,0.23,0.23,0.2,0.21,0.22,0.21,0.21,0.21,0.24,0.21,0.2,0.21,0.21,0.22,0.19,0.18,0.21,0.21,0.19,0.18,0.19,0.16,0.17,0.18,0.18,0.17,0.16,0.17,0.17,0.18,0.15,0.16,0.17,0.16,0.18,0.18,0.18,0.17,0.16,0.15,0.17,0.16,0.16,0.15,0.16,0.15,0.18,0.15,0.15,0.15,0.15,0.0,0.15,0.15,0.15,0.14,0.14,0.17,0.15,0.14,0.14,0.13,0.14,0.13,0.13,0.12,0.14,0.13,0.14,0.14,0.15,0.13,0.13,0.14,0.14,0.12,0.0,0.15,0.13,0.13,0.13,0.12,0.13,0.13,0.14,0.13,0.12,0.13,0.13,0.12,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.4,0.12,0.12,0.12,0.12,0.12,0.12,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.24
08/16/2021,5.3,3.18,2.98,2.87,1.97,1.98,1.71,1.69,1.44,1.3,1.3,1.19,1.08,0.91,1.01,0.85,0.86,0.89,0.83,0.8,0.75,0.81,0.73,0.77,0.79,0.8,0.72,0.73,0.71,0.72,0.7,0.67,0.7,0.66,0.58,0.6,0.51,0.6,0.57,0.54,0.52,0.57,0.52,0.51,0.53,0.53,0.46,0.49,0.48,0.46,0.48,0.48,0.42,0.42,0.43,0.42,0.4,0.38,0.43,0.41,0.39,0.39,0.35,0.34,0.34,0.36,0.35,0.33,0.33,0.32,0.33,0.31,0.31,0.28,0.29,0.31,0.29,0.28,0.28,0.3,0.27,0.27,0.24,0.29,0.27,0.25,0.28,0.26,0.28,0.28,0.27,0.27,0.25,0.25,0.24,0.26,0.24,0.26,0.25,0.24,0.0,0.24,0.23,0.23,0.23,0.2,0.21,0.22,0.21,0.21,0.21,0.24,0.21,0.2,0.21,0.21,0.22,0.19,0.18,0.21,0.21,0.19,0.18,0.19,0.16,0.17,0.18,0.18,0.17,0.16,0.17,0.17,0.18,0.15,0.16,0.17,0.16,0.18,0.18,0.18,0.17,0.16,0.15,0.17,0.16,0.16,0.15,0.16,0.15,0.18,0.15,0.15,0.15,0.15,0.0,0.15,0.15,0.15,0.14,0.14,0.17,0.15,0.14,0.14,0.13,0.14,0.13,0.13,0.12,0.14,0.13,0.14,0.14,0.15,0.13,0.13,0.14,0.14,0.12,0.0,0.15,0.13,0.13,0.13,0.12,0.13,0.13,0.14,0.13,0.12,0.13,0.13,0.12,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.4,0.12,0.12,0.12,0.12,0.12,0.12,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.24
08/17/2021,5.3,3.18,2.98,2.87,1.97,1.98,1.71,1.69,1.44,1.3,1.3,1.19,1.08,0.91,1.01,0.85,0.86,0.89,0.83,0.8,0.75,0.81,0.73,0.77,0.79,0.8,0.72,0.73,0.71,0.72,0.7,0.67,0.7,0.66,0.58,0.6,0.51,0.6,0.57,0.54,0.52,0.57,0.52,0.51,0.53,0.53,0.46,0.49,0.48,0.46,0.48,0.48,0.42,0.42,0.43,0.42,0.4,0.38,0.43,0.41,0.39,0.39,0.35,0.34,0.34,0.36,0.35,0.33,0.33,0.32,0.33,0.31,0.31,0.28,0.29,0.31,0.29,0.28,0.28,0.3,0.27,0.27,0.24,0.29,0.27,0.25,0.28,0.26,0.28,0.28,0.27,0.27,0.25,0.25,0.24,0.26,0.24,0.26,0.25,0.24,0.0,0.24,0.23,0.23,0.23,0.2,0.21,0.22,0.21,0.21,0.21,0.24,0.21,0.2,0.21,0.21,0.22,0.19,0.18,0.21,0.21,0.19,0.18,0.19,0.16,0.17,0.18,0.18,0.17,0.16,0.17,0.17,0.18,0.15,0.16,0.17,0.16,0.18,0.18,0.18,0.17,0.16,0.15,0.17,0.16,0.16,0.15,0.16,0.15,0.18,0.15,0.15,0.15,0.15,0.0,0.15,0.15,0.15,0.14,0.14,0.17,0.15,0.14,0.14,0.13,0.14,0.13,0.13,0.12,0.14,0.13,0.14,0.14,0.15,0.13,0.13,0.14,0.14,0.12,0.0,0.15,0.13,0.13,0.13,0.12,0.13,0.13,0.14,0.13,0.12,0.13,0.13,0.12,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.4,0.12,0.12,0.12,0.12,0.12,0.12,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.24
08/18/2021,5.3,3.18,2.98,2.87,1.97,1.98,1.71,1.69,1.44,1.3,1.3,1.19,1.08,0.91,1.01,0.85,0.86,0.89,0.83,0.8,0.75,0.81,0.73,0.77,0.79,0.8,0.72,0.73,0.71,0.72,0.7,0.67,0.7,0.66,0.58,0.6,0.51,0.6,0.57,0.54,0.52,0.57,0.52,0.51,0.53,0.53,0.46,0.49,0.48,0.46,0.48,0.48,0.42,0.42,0.43,0.42,0.4,0.38,0.43,0.41,0.39,0.39,0.35,0.34,0.34,0.36,0.35,0.33,0.33,0.32,0.33,0.31,0.31,0.28,0.29,0.31,0.29,0.28,0.28,0.3,0.27,0.27,0.24,0.29,0.27,0.25,0.28,0.26,0.28,0.28,0.27,0.27,0.25,0.25,0.24,0.26,0.24,0.26,0.25,0.24,0.0,0.24,0.23,0.23,0.23,0.2,0.21,0.22,0.21,0.21,0.21,0.24,0.21,0.2,0.21,0.21,0.22,0.19,0.18,0.21,0.21,0.19,0.18,0.19,0.16,0.17,0.18,0.18,0.17,0.16,0.17,0.17,0.18,0.15,0.16,0.17,0.16,0.18,0.18,0.18,0.17,0.16,0.15,0.17,0.16,0.16,0.15,0.16,0.15,0.18,0.15,0.15,0.15,0.15,0.0,0.15,0.15,0.15,0.14,0.14,0.17,0.15,0.14,0.14,0.13,0.14,0.13,0.13,0.12,0.14,0.13,0.14,0.14,0.15,0.13,0.13,0.14,0.14,0.12,0.0,0.15,0.13,0.13,0.13,0.12,0.13,0.13,0.14,0.13,0.12,0.13,0.13,0.12,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.4,0.12,0.12,0.12,0.12,0.12,0.12,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.24
08/19/2021,5.3,3.18,2.98,2.87,1.97,1.98,1.71,1.69,1.44,1.3,1.3,1.19,1.08,0.91,1.01,0.85,0.86,0.89,0.83,0.8,0.75,0.81,0.73,0.77,0.79,0.8,0.72,0.73,0.71,0.72,0.7,0.67,0.7,0.66,0.58,0.6,0.51,0.6,0.57,0.54,0.52,0.57,0.52,0.51,0.53,0.53,0.46,0.49,0.48,0.46,0.48,0.48,0.42,0.42,0.43,0.42,0.4,0.38,0.43,0.41,0.39,0.39,0.35,0.34,0.34,0.36,0.35,0.33,0.33,0.32,0.33,0.31,0.31,0.28,0.29,0.31,0.29,0.28,0.28,0.3,0.27,0.27,0.24,0.29,0.27,0.25,0.28,0.26,0.28,0.28,0.27,0.27,0.25,0.25,0.24,0.26,0.24,0.26,0.25,0.24,0.0,0.24,0.23,0.23,0.23,0.2,0.21,0.22,0.21,0.21,0.21,0.24,0.21,0.2,0.21,0.21,0.22,0.19,0.18,0.21,0.21,0.19,0.18,0.19,0.16,0.17,0.18,0.18,0.17,0.16,0.17,0.17,0.18,0.15,0.16,0.17,0.16,0.18,0.18,0.18,0.17,0.16,0.15,0.17,0.16,0.16,0.15,0.16,0.15,0.18,0.15,0.15,0.15,0.15,0.0,0.15,0.15,0.15,0.14,0.14,0.17,0.15,0.14,0.14,0.13,0.14,0.13,0.13,0.12,0.14,0.13,0.14,0.14,0.15,0.13,0.13,0.14,0.14,0.12,0.0,0.15,0.13,0.13,0.13,0.12,0.13,0.13,0.14,0.13,0.12,0.13,0.13,0.12,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.4,0.12,0.12,0.12,0.12,0.12,0.12,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.24
08/20/2021,5.3,3.18,2.98,2.87,1.97,1.98,1.71,1.69,1.44,1.3,1.3,1.19,1.08,0.91,1.01,0.85,0.86,0.89,0.83,0.8,0.75,0.81,0.73,0.77,0.79,0.8,0.72,0.73,0.71,0.72,0.7,0.67,0.7,0.66,0.58,0.6,0.51,0.6,0.57,0.54,0.52,0.57,0.52,0.51,0.53,0.53,0.46,0.49,0.48,0.46,0.48,0.48,0.42,0.42,0.43,0.42,0.4,0.38,0.43,0.41,0.39,0.39,0.35,0.34,0.34,0.36,0.35,0.33,0.33,0.32,0.33,0.31,0.31,0.28,0.29,0.31,0.29,0.28,0.28,0.3,0.27,0.27,0.24,0.29,0.27,0.25,0.28,0.26,0.28,0.28,0.27,0.27,0.25,0.25,0.24,0.26,0.24,0.26,0.25,0.24,0.0,0.24,0.23,0.23,0.23,0.2,0.21,0.22,0.21,0.21,0.21,0.24,0.21,0.2,0.21,0.21,0.22,0.19,0.18,0.21,0.21,0.19,0.18,0.19,0.16,0.17,0.18,0.18,0.17,0.16,0.17,0.17,0.18,0.15,0.16,0.17,0.16,0.18,0.18,0.18,0.17,0.16,0.15,0.17,0.16,0.16,0.15,0.16,0.15,0.18,0.15,0.15,0.15,0.15,0.0,0.15,0.15,0.15,0.14,0.14,0.17,0.15,0.14,0.14,0.13,0.14,0.13,0.13,0.12,0.14,0.13,0.14,0.14,0.15,0.13,0.13,0.14,0.14,0.12,0.0,0.15,0.13,0.13,0.13,0.12,0.13,0.13,0.14,0.13,0.12,0.13,0.13,0.12,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.4,0.12,0.12,0.12,0.12,0.12,0.12,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.24
08/23/2021,5.3,3.18,2.98,2.87,1.97,1.98,1.71,1.69,1.44,1.3,1.3,1.19,1.08,0.91,1.01,0.85,0.86,0.89,0.83,0.8,0.75,0.81,0.73,0.77,0.79,0.8,0.72,0.73,0.71,0.72,0.7,0.67,0.7,0.66,0.58,0.6,0.51,0.6,0.57,0.54,0.52,0.57,0.52,0.51,0.53,0.53,0.46,0.49,0.48,0.46,0.48,0.48,0.42,0.42,0.43,0.42,0.4,0.38,0.43,0.41,0.39,0.39,0.35,0.34,0.34,0.36,0.35,0.33,0.33,0.32,0.33,0.31,0.31,0.28,0.29,0.31,0.29,0.28,0.28,0.3,0.27,0.27,0.24,0.29,0.27,0.25,0.28,0.26,0.28,0.28,0.27,0.27,0.25,0.25,0.24,0.26,0.24,0.26,0.25,0.24,0.0,0.24,0.23,0.23,0.23,0.2,0.21,0.22,0.21,0.21,0.21,0.24,0.21,0.2,0.21,0.21,0.22,0.19,0.18,0.21,0.21,0.19,0.18,0.19,0.16,0.17,0.18,0.18,0.17,0.16,0.17,0.17,0.18,0.15,0.16,0.17,0.16,0.18,0.18,0.18,0.17,0.16,0.15,0.17,0.16,0.16,0.15,0.16,0.15,0.18,0.15,0.15,0.15,0.15,0.0,0.15,0.15,0.15,0.14,0.14,0.17,0.15,0.14,0.14,0.13,0.14,0.13,0.13,0.12,0.14,0.13,0.14,0.14,0.15,0.13,0.13,0.14,0.14,0.12,0.0,0.15,0.13,0.13,0.13,0.12,0.13,0.13,0.14,0.13,0.12,0.13,0.13,0.12,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.4,0.12,0.12,0.12,0.12,0.12,0.12,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.24
08/24/2021,5.3,3.18,2.98,2.87,1.97,1.98,1.71,1.69,1.44,1.3,1.3,1.19,1.08,0.91,1.01,0.85,0.86,0.89,0.83,0.8,0.75,0.81,0.73,0.77,0.79,0.8,0.72,0.73,0.71,0.72,0.7,0.67,0.7,0.66,0.58,0.6,0.51,0.6,0.57,0.54,0.52,0.57,0.52,0.51,0.53,0.53,0.46,0.49,0.48,0.46,0.48,0.48,0.42,0.42,0.43,0.42,0.4,0.38,0.43,0.41,0.39,0.39,0.35,0.34,0.34,0.36,0.35,0.33,0.33,0.32,0.33,0.31,0.31,0.28,0.29,0.31,0.29,0.28,0.28,0.3,0.27,0.27,0.24,0.29,0.27,0.25,0.28,0.26,0.28,0.28,0.27,0.27,0.25,0.25,0.24,0.26,0.24,0.26,0.25,0.24,0.0,0.24,0.23,0.23,0.23,0.2,0.21,0.22,0.21,0.21,0.21,0.24,0.21,0.2,0.21,0.21,0.22,0.19,0.18,0.21,0.21,0.19,0.18,0.19,0.16,0.17,0.18,0.18,0.17,0.16,0.17,0.17,0.18,0.15,0.16,0.17,0.16,0.18,0.18,0.18,0.17,0.16,0.15,0.17,0.16,0.16,0.15,0.16,0.15,0.18,0.15,0.15,0.15,0.15,0.0,0.15,0.15,0.15,0.14,0.14,0.17,0.15,0.14,0.14,0.13,0.14,0.13,0.13,0.12,0.14,0.13,0.14,0.14,0.15,0.13,0.13,0.14,0.14,0.12,0.0,0.15,0.13,0.13,0.13,0.12,0.13,0.13,0.14,0.13,0.12,0.13,0.13,0.12,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.4,0.12,0.12,0.12,0.12,0.12,0.12,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.24
08/25/2021,5.3,3.18,2.98,2.87,1.97,1.98,1.71,1.69,1.44,1.3,1.3,1.19,1.08,0.91,1.01,0.85,0.86,0.89,0.83,0.8,0.75,0.81,0.73,0.77,0.79,0.8,0.72,0.73,0.71,0.72,0.7,0.67,0.7,0.66,0.58,0.6,0.51,0.6,0.57,0.54,0.52,0.57,0.52,0.51,0.53,0.53,0.46,0.49,0.48,0.46,0.48,0.48,0.42,0.42,0.43,0.42,0.4,0.38,0.43,0.41,0.39,0.39,0.35,0.34,0.34,0.36,0.35,0.33,0.33,0.32,0.33,0.31,0.31,0.28,0.29,0.31,0.29,0.28,0.28,0.3,0.27,0.27,0.24,0.29,0.27,0.25,0.28,0.26,0.28,0.28,0.27,0.27,0.25,0.25,0.24,0.26,0.24,0.26,0.25,0.24,0.0,0.24,0.23,0.23,0.23,0.2,0.21,0.22,0.21,0.21,0.21,0.24,0.21,0.2,0.21,0.21,0.22,0.19,0.18,0.21,0.21,0.19,0.18,0.19,0.16,0.17,0.18,0.18,0.17,0.16,0.17,0.17,0.18,0.15,0.16,0.17,0.16,0.18,0.18,0.18,0.17,0.16,0.15,0.17,0.16,0.16,0.15,0.16,0.15,0.18,0.15,0.15,0.15,0.15,0.0,0.15,0.15,0.15,0.14,0.14,0.17,0.15,0.14,0.14,0.13,0.14,0.13,0.13,0.12,0.14,0.13,0.14,0.14,0.15,0.13,0.13,0.14,0.14,0.12,0.0,0.15,0.13,0.13,0.13,0.12,0.13,0.13,0.14,0.13,0.12,0.13,0.13,0.12,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.4,0.12,0.12,0.12,0.12,0.12,0.12,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.24
08/26/2021,5.3,3.18,2.98,2.87,1.97,1.98,1.71,1.69,1.44,1.3,1.3,1.19,1.08,0.91,1.01,0.85,0.86,0.89,0.83,0.8,0.75,0.81,0.73,0.77,0.79,0.8,0.72,0.73,0.71,0.72,0.7,0.67,0.7,0.66,0.58,0.6,0.51,0.6,0.57,0.54,0.52,0.57,0.52,0.51,0.53,0.53,0.46,0.49,0.48,0.46,0.48,0.48,0.42,0.42,0.43,0.42,0.4,0.38,0.43,0.41,0.39,0.39,0.35,0.34,0.34,0.36,0.35,0.33,0.33,0.32,0.33,0.31,0.31,0.28,0.29,0.31,0.29,0.28,0.28,0.3,0.27,0.27,0.24,0.29,0.27,0.25,0.28,0.26,0.28,0.28,0.27,0.27,0.25,0.25,0.24,0.26,0.24,0.26,0.25,0.24,0.0,0.24,0.23,0.23,0.23,0.2,0.21,0.22,0.21,0.21,0.21,0.24,0.21,0.2,0.21,0.21,0.22,0.19,0.18,0.21,0.21,0.19,0.18,0.19,0.16,0.17,0.18,0.18,0.17,0.16,0.17,0.17,0.18,0.15,0.16,0.17,0.16,0.18,0.18,0.18,0.17,0.16,0.15,0.17,0.16,0.16,0.15,0.16,0.15,0.18,0.15,0.15,0.15,0.15,0.0,0.15,0.15,0.15,0.14,0.14,0.17,0.15,0.14,0.14,0.13,0.14,0.13,0.13,0.12,0.14,0.13,0.14,0.14,0.15,0.13,0.13,0.14,0.14,0.12,0.0,0.15,0.13,0.13,0.13,0.12,0.13,0.13,0.14,0.13,0.12,0.13,0.13,0.12,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.4,0.12,0.12,0.12,0.12,0.12,0.12,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.24
08/27/2021,5.3,3.18,2.98,2.87,1.97,1.98,1.71,1.69,1.44,1.3,1.3,1.19,1.08,0.91,1.01,0.85,0.86,0.89,0.83,0.8,0.75,0.81,0.73,0.77,0.79,0.8,0.72,0.73,0.71,0.72,0.7,0.67,0.7,0.66,0.58,0.6,0.51,0.6,0.57,0.54,0.52,0.57,0.52,0.51,0.53,0.53,0.46,0.49,0.48,0.46,0.48,0.48,0.42,0.42,0.43,0.42,0.4,0.38,0.43,0.41,0.39,0.39,0.35,0.34,0.34,0.36,0.35,0.33,0.33,0.32,0.33,0.31,0.31,0.28,0.29,0.31,0.29,0.28,0.28,0.3,0.27,0.27,0.24,0.29,0.27,0.25,0.28,0.26,0.28,0.28,0.27,0.27,0.25,0.25,0.24,0.26,0.24,0.26,0.25,0.24,0.0,0.24,0.23,0.23,0.23,0.2,0.21,0.22,0.21,0.21,0.21,0.24,0.21,0.2,0.21,0.21,0.22,0.19,0.18,0.21,0.21,0.19,0.18,0.19,0.16,0.17,0.18,0.18,0.17,0.16,0.17,0.17,0.18,0.15,0.16,0.17,0.16,0.18,0.18,0.18,0.17,0.16,0.15,0.17,0.16,0.16,0.15,0.16,0.15,0.18,0.15,0.15,0.15,0.15,0.0,0.15,0.15,0.15,0.14,0.14,0.17,0.15,0.14,0.14,0.13,0.14,0.13,0.13,0.12,0.14,0.13,0.14,0.14,0.15,0.13,0.13,0.14,0.14,0.12,0.0,0.15,0.13,0.13,0.13,0.12,0.13,0.13,0.14,0.13,0.12,0.13,0.13,0.12,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.4,0.12,0.12,0.12,0.12,0.12,0.12,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.24
08/30/2021,5.3,3.18,2.98,2.87,1.97,1.98,1.71,1.69,1.44,1.3,1.3,1.19,1.08,0.91,1.01,0.85,0.86,0.89,0.83,0.8,0.75,0.81,0.73,0.77,0.79,0.8,0.72,0.73,0.71,0.72,0.7,0.67,0.7,0.66,0.58,0.6,0.51,0.6,0.57,0.54,0.52,0.57,0.52,0.51,0.53,0.53,0.46,0.49,0.48,0.46,0.48,0.48,0.42,0.42,0.43,0.42,0.4,0.38,0.43,0.41,0.39,0.39,0.35,0.34,0.34,0.36,0.35,0.33,0.33,0.32,0.33,0.31,0.31,0.28,0.29,0.31,0.29,0.28,0.28,0.3,0.27,0.27,0.24,0.29,0.27,0.25,0.28,0.26,0.28,0.28,0.27,0.27,0.25,0.25,0.24,0.26,0.24,0.26,0.25,0.24,0.0,0.24,0.23,0.23,0.23,0.2,0.21,0.22,0.21,0.21,0.21,0.24,0.21,0.2,0.21,0.21,0.22,0.19,0.18,0.21,0.21,0.19,0.18,0.19,0.16,0.17,0.18,0.18,0.17,0.16,0.17,0.17,0.18,0.15,0.16,0.17,0.16,0.18,0.18,0.18,0.17,0.16,0.15,0.17,0.16,0.16,0.15,0.16,0.15,0.18,0.15,0.15,0.15,0.15,0.0,0.15,0.15,0.15,0.14,0.14,0.17,0.15,0.14,0.14,0.13,0.14,0.13,0.13,0.12,0.14,0.13,0.14,0.14,0.15,0.13,0.13,0.14,0.14,0.12,0.0,0.15,0.13,0.13,0.13,0.12,0.13,0.13,0.14,0.13,0.12,0.13,0.13,0.12,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.4,0.12,0.12,0.12,0.12,0.12,0.12,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.24
08/31/2021,5.3,3.18,2.98,2.87,1.97,1.98,1.71,1.69,1.44,1.3,1.3,1.19,1.08,0.91,1.01,0.85,0.86,0.89,0.83,0.8,0.75,0.81,0.73,0.77,0.79,0.8,0.72,0.73,0.71,0.72,0.7,0.67,0.7,0.66,0.58,0.6,0.51,0.6,0.57,0.54,0.52,0.57,0.52,0.51,0.53,0.53,0.46,0.49,0.48,0.46,0.48,0.48,0.42,0.42,0.43,0.42,0.4,0.38,0.43,0.41,0.39,0.39,0.35,0.34,0.34,0.36,0.35,0.33,0.33,0.32,0.33,0.31,0.31,0.28,0.29,0.31,0.29,0.28,0.28,0.3,0.27,0.27,0.24,0.29,0.27,0.25,0.28,0.26,0.28,0.28,0.27,0.27,0.25,0.25,0.24,0.26,0.24,0.26,0.25,0.24,0.0,0.24,0.23,0.23,0.23,0.2,0.21,0.22,0.21,0.21,0.21,0.24,0.21,0.2,0.21,0.21,0.22,0.19,0.18,0.21,0.21,0.19,0.18,0.19,0.16,0.17,0.18,0.18,0.17,0.16,0.17,0.17,0.18,0.15,0.16,0.17,0.16,0.18,0.18,0.18,0.17,0.16,0.15,0.17,0.16,0.16,0.15,0.16,0.15,0.18,0.15,0.15,0.15,0.15,0.0,0.15,0.15,0.15,0.14,0.14,0.17,0.15,0.14,0.14,0.13,0.14,0.13,0.13,0.12,0.14,0.13,0.14,0.14,0.15,0.13,0.13,0.14,0.14,0.12,0.0,0.15,0.13,0.13,0.13,0.12,0.13,0.13,0.14,0.13,0.12,0.13,0.13,0.12,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.4,0.12,0.12,0.12,0.12,0.12,0.12,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.24
09/01/2021,5.3,3.18,2.98,2.87,1.97,1.98,1.71,1.69,1.44,1.3,1.3,1.19,1.08,0.91,1.01,0.85,0.86,0.89,0.83,0.8,0.75,0.81,0.73,0.77,0.79,0.8,0.72,0.73,0.71,0.72,0.7,0.67,0.7,0.66,0.58,0.6,0.51,0.6,0.57,0.54,0.52,0.57,0.52,0.51,0.53,0.53,0.46,0.49,0.48,0.46,0.48,0.48,0.42,0.42,0.43,0.42,0.4,0.38,0.43,0.41,0.39,0.39,0.35,0.34,0.34,0.36,0.35,0.33,0.33,0.32,0.33,0.31,0.31,0.28,0.29,0.31,0.29,0.28,0.28,0.3,0.27,0.27,0.24,0.29,0.27,0.25,0.28,0.26,0.28,0.28,0.27,0.27,0.25,0.25,0.24,0.26,0.24,0.26,0.25,0.24,0.0,0.24,0.23,0.23,0.23,0.2,0.21,0.22,0.21,0.21,0.21,0.24,0.21,0.2,0.21,0.21,0.22,0.19,0.18,0.21,0.21,0.19,0.18,0.19,0.16,0.17,0.18,0.18,0.17,0.16,0.17,0.17,0.18,0.15,0.16,0.17,0.16,0.18,0.18,0.18,0.17,0.16,0.15,0.17,0.16,0.16,0.15,0.16,0.15,0.18,0.15,0.15,0.15,0.15,0.0,0.15,0.15,0.15,0.14,0.14,0.17,0.15,0.14,0.14,0.13,0.14,0.13,0.13,0.12,0.14,0.13,0.14,0.14,0.15,0.13,0.13,0.14,0.14,0.12,0.0,0.15,0.13,0.13,0.13,0.12,0.13,0.13,0.14,0.13,0.12,0.13,0.13,0.12,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.4,0.12,0.12,0.12,0.12,0.12,0.12,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.24
