,PAGS,EXAS,JAZZ,NVCR,CINF,WAL,HBAN,FITB,RGA,GIL,EME,AYI,HEI,TS,ESNT,ROLL,PACW,LOPE,GKOS,AMBA,HP,SHOO,PRG,YELP,JJSF,RVLV,BLUE,CORE,MOMO,NMIH,KALU,STRA,MCY,HOPE,IPAR,INGN,EIG,DRQ,SAFT,PI,VNDA,AAN,BANF,DNOW,TBI,MNRL,MGPI,PRDO,PUMP,ANIK,EGRX,DREYFUS GOVT CASH MGMT,n/a,LVS,GDS,COUP,NVTA,SPLK,SRPT,CTXS,MKC,IONS,FSLY,AYX,IQ,TPTX,HAE,PTCT,FOLD,VNET,SAGE,BAND,GO,YPF,SILK,TREE,RLAY,INO,GBT,ALLO,NG,MPLN,TVTX,CHRS,KURA,GBIO,WKHS,ADCT,MODN,CERS,QURE,HYLN,FMTX,KDMN,ITOS,TRHC,ARKO,GOEV,SLP,ORIC,XL,GOSS,OTRK,SUM
08/23/2021,6.52,4.52,3.9,3.74,5.32,5.01,4.99,4.76,4.63,4.17,3.7,3.62,3.09,2.61,2.91,3.17,2.65,2.22,1.22,1.86,1.46,1.78,1.69,1.49,1.39,1.17,0.67,1.09,0.84,1.07,1.07,1.02,0.9,0.93,0.74,0.67,0.65,0.46,0.68,0.61,0.48,0.55,0.56,0.44,0.51,0.42,0.45,0.42,0.29,0.34,0.32,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95
08/24/2021,6.51,4.59,3.9,3.79,5.31,5.04,4.96,4.72,4.5,4.21,3.67,3.64,3.05,2.53,2.93,3.18,2.69,2.24,1.24,1.87,1.43,1.79,1.71,1.5,1.37,1.17,0.67,1.07,0.87,1.08,1.07,1.04,0.89,0.93,0.74,0.68,0.65,0.46,0.67,0.62,0.48,0.54,0.56,0.44,0.51,0.42,0.46,0.42,0.28,0.35,0.33,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95
08/25/2021,6.51,4.59,3.9,3.79,5.31,5.04,4.96,4.72,4.5,4.21,3.67,3.64,3.05,2.53,2.93,3.18,2.69,2.24,1.24,1.87,1.43,1.79,1.71,1.5,1.37,1.17,0.67,1.07,0.87,1.08,1.07,1.04,0.89,0.93,0.74,0.68,0.65,0.46,0.67,0.62,0.48,0.54,0.56,0.44,0.51,0.42,0.46,0.42,0.28,0.35,0.33,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95
08/26/2021,6.47,4.74,4.0,3.81,5.23,5.03,4.98,4.71,4.46,4.19,3.61,3.64,3.03,2.56,2.89,3.15,2.69,2.22,1.25,1.91,1.48,1.79,1.68,1.51,1.35,1.2,0.67,1.08,0.88,1.05,1.06,1.04,0.88,0.92,0.74,0.67,0.64,0.46,0.65,0.64,0.48,0.51,0.56,0.45,0.51,0.44,0.46,0.42,0.3,0.35,0.33,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95
08/27/2021,6.49,4.76,3.88,3.81,5.17,5.05,5.01,4.71,4.45,4.2,3.61,3.64,3.04,2.56,2.89,3.12,2.7,2.23,1.27,1.91,1.5,1.79,1.71,1.51,1.35,1.24,0.66,1.08,0.92,1.05,1.07,1.04,0.88,0.91,0.73,0.66,0.63,0.47,0.64,0.65,0.48,0.52,0.54,0.45,0.5,0.44,0.46,0.42,0.31,0.34,0.31,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.93000000000002
08/30/2021,6.5,4.92,3.82,3.75,5.19,5.03,5.09,4.79,4.41,4.21,3.63,3.66,2.98,2.59,2.86,3.09,2.7,2.25,1.35,1.9,1.48,1.75,1.71,1.51,1.34,1.13,0.67,1.1,0.94,1.05,1.04,1.02,0.87,0.9,0.72,0.63,0.63,0.46,0.64,0.68,0.5,0.51,0.54,0.46,0.51,0.45,0.46,0.42,0.31,0.33,0.3,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
08/31/2021,6.68,4.91,3.73,3.69,5.13,5.08,5.04,4.75,4.39,4.11,3.64,3.62,2.93,2.59,2.86,3.12,2.72,2.22,1.38,1.94,1.58,1.76,1.74,1.5,1.33,1.1,0.66,1.1,0.92,1.06,1.06,1.01,0.86,0.91,0.71,0.63,0.63,0.47,0.65,0.71,0.51,0.51,0.54,0.47,0.52,0.46,0.46,0.42,0.32,0.33,0.3,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.93
09/01/2021,6.68,4.91,3.73,3.69,5.13,5.08,5.04,4.75,4.39,4.11,3.64,3.62,2.93,2.59,2.86,3.12,2.72,2.22,1.38,1.94,1.58,1.76,1.74,1.5,1.33,1.1,0.66,1.1,0.92,1.06,1.06,1.01,0.86,0.91,0.71,0.63,0.63,0.47,0.65,0.71,0.51,0.51,0.54,0.47,0.52,0.46,0.46,0.42,0.32,0.33,0.3,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.93
09/02/2021,6.69,4.95,3.72,3.73,5.13,5.0,5.01,4.7,4.31,4.15,3.65,3.61,2.92,2.59,2.84,3.18,2.67,2.25,1.4,2.02,1.55,1.76,1.77,1.49,1.33,1.12,0.65,1.1,0.91,1.05,1.06,1.03,0.88,0.89,0.72,0.63,0.63,0.47,0.65,0.7,0.5,0.52,0.53,0.47,0.52,0.45,0.46,0.41,0.32,0.34,0.31,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.94
09/03/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,5.26,5.15,5.09,5.05,4.93,4.81,4.7,4.66,4.51,3.7,3.5,2.79,2.7,2.58,2.43,2.42,2.06,1.94,1.9,1.79,1.67,1.62,1.56,1.46,1.45,1.42,1.39,1.33,1.27,1.07,0.92,0.92,0.91,0.91,0.91,0.88,0.88,0.82,0.79,0.74,0.74,0.69,0.6,0.59,0.58,0.56,0.54,0.53,0.44,0.09,100.46
09/06/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,5.0,5.26,5.14,5.11,4.92,4.72,4.58,4.58,4.44,3.87,3.43,2.95,2.77,2.62,2.39,2.43,2.06,1.91,1.92,1.73,1.56,1.71,1.52,1.47,1.43,1.46,1.46,1.26,1.27,1.03,0.91,0.92,0.9,0.83,0.9,0.88,0.86,0.86,0.78,0.73,0.71,0.69,0.59,0.59,0.6,0.57,0.55,0.51,0.44,0.09,100.12
09/07/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.93,5.38,5.29,5.17,4.96,4.81,4.56,4.61,4.35,3.85,3.49,2.98,2.71,2.58,2.38,2.4,2.2,1.89,1.91,1.74,1.53,1.75,1.51,1.39,1.39,1.45,1.44,1.31,1.25,1.0,0.88,0.92,0.86,0.81,0.84,0.89,0.86,0.86,0.77,0.7,0.69,0.68,0.58,0.6,0.6,0.57,0.54,0.51,0.43,0.08,99.88
09/08/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.93,5.38,5.29,5.17,4.96,4.81,4.56,4.61,4.35,3.85,3.49,2.98,2.71,2.58,2.38,2.4,2.2,1.89,1.91,1.74,1.53,1.75,1.51,1.39,1.39,1.45,1.44,1.31,1.25,1.0,0.88,0.92,0.86,0.81,0.84,0.89,0.86,0.86,0.77,0.7,0.69,0.68,0.58,0.6,0.6,0.57,0.54,0.51,0.43,0.08,99.88
09/09/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.93,5.38,5.29,5.17,4.96,4.81,4.56,4.61,4.35,3.85,3.49,2.98,2.71,2.58,2.38,2.4,2.2,1.89,1.91,1.74,1.53,1.75,1.51,1.39,1.39,1.45,1.44,1.31,1.25,1.0,0.88,0.92,0.86,0.81,0.84,0.89,0.86,0.86,0.77,0.7,0.69,0.68,0.58,0.6,0.6,0.57,0.54,0.51,0.43,0.08,99.88
09/10/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,5.12,5.59,5.3,5.23,4.9,4.68,4.58,4.54,4.12,3.81,3.42,3.03,2.69,2.57,2.33,2.34,2.24,1.86,1.9,1.68,1.65,1.7,1.48,1.49,1.39,1.43,1.43,1.26,1.25,1.07,0.84,0.92,0.9,0.82,0.81,0.9,0.84,0.96,0.81,0.73,0.69,0.69,0.56,0.59,0.61,0.56,0.59,0.51,0.43,0.08,100.0
09/13/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,4.99,5.42,5.15,5.25,4.89,4.82,4.81,4.55,4.0,3.76,3.42,2.92,2.63,2.62,2.29,2.37,2.17,1.82,1.94,1.67,1.63,1.65,1.46,1.45,1.37,1.45,1.42,1.27,1.28,1.12,0.89,0.98,0.9,0.81,0.82,0.92,0.83,0.98,0.77,0.7,1.19,0.68,0.57,0.55,0.57,0.56,0.56,0.49,0.44,0.08,99.96
09/14/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,4.86,5.36,5.09,5.25,4.9,4.89,4.85,4.56,4.04,3.68,3.38,2.91,2.72,2.74,2.29,2.29,2.18,1.87,1.93,1.7,1.63,1.66,1.44,1.45,1.32,1.37,1.42,1.26,1.31,1.13,0.88,1.02,0.97,0.8,0.82,0.94,0.83,0.99,0.75,0.69,1.21,0.66,0.54,0.56,0.55,0.56,0.6,0.48,0.44,0.08,99.93
09/15/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,4.86,5.36,5.09,5.25,4.9,4.89,4.85,4.56,4.04,3.68,3.38,2.91,2.72,2.74,2.29,2.29,2.18,1.87,1.93,1.7,1.63,1.66,1.44,1.45,1.32,1.37,1.42,1.26,1.31,1.13,0.88,1.02,0.97,0.8,0.82,0.94,0.83,0.99,0.75,0.69,1.21,0.66,0.54,0.56,0.55,0.56,0.6,0.48,0.44,0.08,99.93
09/16/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,4.98,5.36,5.02,5.05,4.8,4.97,4.91,4.53,4.06,3.68,3.37,2.81,2.74,2.76,2.28,2.36,2.16,1.88,1.98,1.7,1.71,1.53,1.44,1.6,1.29,1.33,1.42,1.3,1.31,1.15,0.92,0.98,0.98,0.79,0.83,0.94,0.82,0.99,0.75,0.68,1.2,0.66,0.56,0.57,0.56,0.55,0.58,0.48,0.46,0.08,99.93999999999998
09/17/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,4.57,5.38,5.08,5.09,4.87,4.96,5.02,4.6,4.12,3.75,3.38,2.77,2.72,2.81,2.28,2.31,2.1,1.83,1.98,1.7,1.72,1.59,1.43,1.62,1.27,1.3,1.45,1.32,1.25,1.16,0.93,0.99,0.95,0.78,0.82,0.92,0.83,1.04,0.75,0.74,1.18,0.67,0.55,0.58,0.56,0.55,0.61,0.48,0.46,0.08,99.99
09/20/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,4.41,5.08,5.12,5.06,4.94,5.26,5.06,4.64,4.13,3.75,3.35,2.74,2.75,2.81,2.25,2.35,1.98,1.9,1.96,1.67,1.71,1.6,1.45,1.68,1.3,1.3,1.42,1.28,1.28,1.09,0.93,1.0,0.99,0.76,0.86,0.92,0.85,1.04,0.74,0.74,1.19,0.7,0.55,0.58,0.54,0.56,0.59,0.48,0.47,0.08,99.99
09/21/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,4.43,5.15,5.02,5.3,4.83,5.25,5.03,4.59,4.17,3.75,3.35,2.64,2.7,2.85,2.34,2.31,1.99,1.92,1.88,1.62,1.63,1.57,1.43,1.67,1.35,1.37,1.45,1.24,1.32,1.08,1.0,1.03,0.9,0.78,0.88,0.91,0.89,1.03,0.77,0.72,1.16,0.69,0.58,0.57,0.55,0.55,0.6,0.5,0.46,0.08,99.98
09/22/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,4.43,5.15,5.02,5.3,4.83,5.25,5.03,4.59,4.17,3.75,3.35,2.64,2.7,2.85,2.34,2.31,1.99,1.92,1.88,1.62,1.63,1.57,1.43,1.67,1.35,1.37,1.45,1.24,1.32,1.08,1.0,1.03,0.9,0.78,0.88,0.91,0.89,1.03,0.77,0.72,1.16,0.69,0.58,0.57,0.55,0.55,0.6,0.5,0.46,0.08,99.98
09/23/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,4.43,5.15,5.02,5.3,4.83,5.25,5.03,4.59,4.17,3.75,3.35,2.64,2.7,2.85,2.34,2.31,1.99,1.92,1.88,1.62,1.63,1.57,1.43,1.67,1.35,1.37,1.45,1.24,1.32,1.08,1.0,1.03,0.9,0.78,0.88,0.91,0.89,1.03,0.77,0.72,1.16,0.69,0.58,0.57,0.55,0.55,0.6,0.5,0.46,0.08,99.98
09/24/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,4.23,5.08,5.11,5.47,4.82,5.44,5.01,4.65,4.15,3.62,3.34,2.56,2.78,2.92,2.44,2.36,1.85,1.91,1.89,1.61,1.52,1.57,1.43,1.7,1.33,1.35,1.48,1.25,1.24,1.14,1.01,1.02,0.96,0.77,0.88,0.9,0.87,1.1,0.75,0.71,1.2,0.67,0.58,0.55,0.55,0.52,0.59,0.48,0.51,0.07,100.04
09/27/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,4.36,5.22,5.11,5.45,4.89,5.54,5.05,4.54,4.19,3.63,3.4,2.59,2.72,2.84,2.18,2.34,1.87,1.93,1.8,1.54,1.47,1.55,1.46,1.67,1.34,1.3,1.59,1.23,1.28,1.21,1.01,1.0,0.96,0.7,0.9,0.89,0.9,1.01,0.78,0.73,1.19,0.68,0.59,0.55,0.6,0.5,0.59,0.5,0.55,0.07,100.1
09/28/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,4.39,5.09,5.22,5.18,4.93,5.64,5.09,4.61,4.16,3.61,3.62,2.47,2.64,2.89,2.21,2.34,1.86,1.93,1.84,1.53,1.47,1.54,1.46,1.69,1.32,1.28,1.51,1.24,1.26,1.22,1.04,1.02,0.94,0.7,0.89,0.89,0.9,0.97,0.79,0.69,1.21,0.68,0.57,0.56,0.74,0.5,0.58,0.48,0.54,0.07,100.11
09/29/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,4.39,5.09,5.22,5.18,4.93,5.64,5.09,4.61,4.16,3.61,3.62,2.47,2.64,2.89,2.21,2.34,1.86,1.93,1.84,1.53,1.47,1.54,1.46,1.69,1.32,1.28,1.51,1.24,1.26,1.22,1.04,1.02,0.94,0.7,0.89,0.89,0.9,0.97,0.79,0.69,1.21,0.68,0.57,0.56,0.74,0.5,0.58,0.48,0.54,0.07,100.11
09/30/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,4.5,5.12,5.03,5.17,4.84,5.65,5.02,4.59,4.1,3.66,3.6,2.54,2.58,2.88,2.18,2.3,1.86,1.98,1.84,1.53,1.47,1.55,1.44,1.72,1.32,1.31,1.51,1.23,1.25,1.22,1.04,1.05,0.95,0.77,0.93,0.9,0.88,0.95,0.85,0.71,1.21,0.67,0.58,0.59,0.68,0.5,0.56,0.53,0.58,0.07,100.12
10/01/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,4.57,5.17,4.81,5.06,4.68,5.9,5.09,4.68,4.06,3.53,3.54,2.57,2.56,2.99,2.22,2.25,1.84,1.97,1.8,1.56,1.53,1.55,1.38,1.75,1.3,1.37,1.53,1.29,1.23,1.22,1.02,1.03,0.95,0.78,0.91,0.89,0.88,0.96,0.81,0.76,1.24,0.67,0.58,0.6,0.65,0.51,0.57,0.5,0.61,0.08,100.14
10/04/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,4.53,5.24,4.8,5.1,4.91,5.99,5.16,4.6,4.0,3.61,3.64,2.6,2.45,3.05,2.17,2.13,1.89,1.96,1.75,1.56,1.57,1.58,1.37,1.51,1.27,1.33,1.57,1.33,1.25,1.24,0.98,0.98,0.96,0.75,0.89,0.91,0.87,0.96,0.79,0.75,1.24,0.69,0.53,0.61,0.66,0.53,0.53,0.5,0.59,0.07,100.01
