,AAPL,MSFT,GOOGL,GOOG,TSLA,NVDA,JNJ,V,UNH,HD,PYPL,PG,MA,DIS,BAC,ADBE,CMCSA,INTC,VZ,CRM,KO,CSCO,T,ABT,PEP,TMO,NKE,ABBV,LLY,MRK,ACN,AVGO,TXN,COST,MCD,DHR,MDT,QCOM,UPS,LIN,UNP,C,NEE,AMGN,LOW,MS,SBUX,INTU,AMAT,IBM,TGT,AMT,GE,MMM,AMD,ISRG,SCHW,CVS,NOW,AXP,SPGI,DE,ANTM,BKNG,LRCX,MU,PLD,GILD,ADP,CCI,CI,PNC,MRNA,TJX,SNAP,TFC,MELI,CSX,FDX,ATVI,MMC,EQIX,CL,ILMN,NSC,EL,SHW,ICE,BX,EW,ADSK,ITW,APD,FISV,CB,ADI,TWLO,ETN,WM,REGN,MCO,HUM,PGR,GPN,HCA,IDXX,TWTR,ECL,AON,BIIB,DOCU,VRTX,NEM,JCI,ROP,KLAC,ROKU,DOW,IQV,ALGN,EBAY,SLB,TEL,KMB,A,PSA,TT,LULU,ROST,CMG,MSCI,WDAY,APTV,SPG,SNPS,DLR,DD,CNC,INFO,PINS,AIG,DXCM,MET,BK,EA,SRE,PRU,PPG,PH,MPC,ALL,ALXN,PSX,HPQ,CDNS,TRV,SYY,IFF,MSI,MAR,CTSH,GIS,RMD,KMI,OTIS,XLNX,WELL,PANW,PAYX,SBAC,HLT,WBA,CTAS,FTNT,AFL,ADM,FRC,ROK,WMB,MTD,CSGP,VLO,SWKS,DHI,ANSS,SIVB,PEG,FAST,WLTW,OKTA,EFX,AVB,AMP,EQR,ZBRA,NUE,VRSK,AWK,KEYS,EPAM,ES,KR,BLL,CBRE,WST,GE.,LH,ODFL,LBRDK,HUBS,4300.SR,n/a,DDOG,AJG,ARE,SYF,ETSY,ALB,ENPH,ANET,SUM
08/12/2021,8.72,7.63,2.9,2.78,1.96,1.72,1.63,1.44,1.37,1.26,1.16,1.24,1.15,1.14,1.1,1.07,0.94,0.78,0.78,0.82,0.78,0.77,0.71,0.77,0.76,0.76,0.77,0.7,0.81,0.67,0.72,0.68,0.62,0.69,0.62,0.69,0.61,0.59,0.49,0.56,0.52,0.53,0.56,0.47,0.48,0.53,0.49,0.51,0.46,0.45,0.46,0.44,0.4,0.41,0.46,0.43,0.39,0.38,0.41,0.37,0.37,0.37,0.33,0.31,0.32,0.32,0.34,0.31,0.32,0.3,0.26,0.28,0.59,0.27,0.31,0.27,0.3,0.26,0.24,0.22,0.27,0.26,0.24,0.26,0.23,0.25,0.26,0.24,0.27,0.25,0.26,0.23,0.22,0.23,0.24,0.22,0.21,0.23,0.22,0.22,0.22,0.19,0.2,0.18,0.23,0.21,0.19,0.2,0.21,0.18,0.2,0.18,0.17,0.18,0.18,0.19,0.16,0.16,0.17,0.18,0.15,0.14,0.18,0.16,0.17,0.16,0.16,0.17,0.15,0.18,0.18,0.15,0.16,0.15,0.16,0.16,0.14,0.13,0.15,0.11,0.16,0.18,0.15,0.15,0.14,0.14,0.15,0.14,0.14,0.13,0.14,0.0,0.11,0.13,0.15,0.14,0.13,0.14,0.14,0.13,0.14,0.13,0.14,0.12,0.14,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.13,0.15,0.13,0.12,0.13,0.13,0.11,0.12,0.12,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.1
08/13/2021,8.7,7.59,2.9,2.79,1.95,1.69,1.63,1.43,1.38,1.27,1.14,1.24,1.14,1.14,1.12,1.06,0.95,0.78,0.79,0.8,0.78,0.77,0.71,0.77,0.76,0.76,0.77,0.71,0.81,0.67,0.72,0.67,0.62,0.7,0.62,0.7,0.6,0.59,0.49,0.56,0.53,0.54,0.56,0.47,0.48,0.54,0.49,0.5,0.45,0.45,0.47,0.43,0.0,0.41,0.46,0.42,0.4,0.39,0.4,0.36,0.37,0.38,0.33,0.32,0.31,0.3,0.34,0.31,0.33,0.29,0.26,0.29,0.55,0.28,0.3,0.28,0.32,0.27,0.24,0.23,0.27,0.25,0.24,0.26,0.23,0.25,0.25,0.24,0.27,0.25,0.26,0.24,0.22,0.23,0.25,0.22,0.21,0.24,0.22,0.22,0.22,0.19,0.2,0.18,0.23,0.2,0.18,0.2,0.21,0.18,0.2,0.18,0.17,0.19,0.18,0.19,0.15,0.17,0.17,0.18,0.16,0.14,0.18,0.16,0.17,0.16,0.16,0.17,0.16,0.18,0.18,0.15,0.16,0.15,0.16,0.15,0.15,0.13,0.15,0.11,0.16,0.17,0.15,0.15,0.14,0.14,0.15,0.14,0.14,0.14,0.14,0.0,0.12,0.13,0.15,0.14,0.14,0.14,0.14,0.13,0.14,0.13,0.14,0.12,0.14,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.13,0.15,0.13,0.12,0.12,0.13,0.11,0.12,0.12,0.0,0.11,0.12,0.11,0.11,0.11,0.11,0.0,0.0,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.12,0.11,0.11,0.0,0.11,0.11,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.08
08/16/2021,8.85,7.63,2.89,2.78,1.97,1.67,1.63,1.38,1.35,1.27,1.14,1.24,1.12,1.15,1.13,1.07,0.95,0.77,0.79,0.81,0.78,0.78,0.71,0.77,0.76,0.75,0.76,0.71,0.79,0.67,0.72,0.67,0.61,0.7,0.63,0.7,0.61,0.59,0.49,0.57,0.54,0.55,0.58,0.46,0.49,0.55,0.48,0.51,0.42,0.45,0.46,0.44,0.0,0.41,0.46,0.42,0.4,0.39,0.4,0.36,0.37,0.38,0.32,0.32,0.29,0.28,0.34,0.32,0.33,0.29,0.26,0.29,0.47,0.28,0.29,0.28,0.31,0.27,0.24,0.23,0.27,0.26,0.24,0.26,0.24,0.25,0.26,0.23,0.27,0.24,0.26,0.24,0.22,0.23,0.25,0.22,0.21,0.24,0.22,0.22,0.22,0.19,0.2,0.17,0.23,0.2,0.18,0.2,0.22,0.18,0.2,0.18,0.17,0.19,0.18,0.18,0.15,0.17,0.16,0.18,0.16,0.14,0.18,0.16,0.17,0.17,0.16,0.17,0.16,0.18,0.18,0.15,0.16,0.15,0.16,0.16,0.15,0.13,0.15,0.11,0.16,0.17,0.15,0.16,0.14,0.14,0.15,0.14,0.13,0.14,0.14,0.0,0.12,0.13,0.15,0.14,0.14,0.14,0.14,0.13,0.14,0.13,0.14,0.12,0.14,0.13,0.12,0.12,0.13,0.13,0.12,0.13,0.12,0.15,0.13,0.12,0.12,0.13,0.11,0.12,0.12,0.0,0.11,0.12,0.11,0.11,0.11,0.11,0.0,0.0,0.11,0.11,0.11,0.11,0.11,0.13,0.11,0.11,0.11,0.12,0.11,0.11,0.0,0.11,0.11,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.05000000000001
08/17/2021,8.83,7.69,2.89,2.77,1.95,1.69,1.64,1.38,1.36,1.26,1.14,1.24,1.12,1.16,1.12,1.07,0.95,0.77,0.79,0.82,0.78,0.78,0.71,0.76,0.76,0.75,0.76,0.71,0.79,0.68,0.73,0.67,0.61,0.7,0.63,0.7,0.61,0.6,0.49,0.57,0.54,0.54,0.58,0.47,0.48,0.55,0.48,0.51,0.42,0.45,0.46,0.44,0.0,0.41,0.47,0.42,0.39,0.39,0.41,0.35,0.38,0.38,0.32,0.32,0.29,0.28,0.34,0.32,0.32,0.3,0.26,0.28,0.47,0.28,0.29,0.27,0.31,0.27,0.24,0.23,0.27,0.26,0.24,0.27,0.24,0.25,0.26,0.23,0.27,0.25,0.26,0.24,0.22,0.23,0.25,0.22,0.2,0.24,0.22,0.23,0.22,0.19,0.2,0.18,0.23,0.2,0.18,0.2,0.22,0.18,0.2,0.18,0.17,0.18,0.18,0.18,0.14,0.17,0.16,0.18,0.17,0.14,0.18,0.16,0.17,0.16,0.16,0.17,0.15,0.19,0.18,0.15,0.16,0.15,0.16,0.16,0.15,0.13,0.16,0.1,0.17,0.17,0.15,0.15,0.14,0.14,0.15,0.14,0.13,0.14,0.14,0.0,0.11,0.13,0.15,0.14,0.14,0.14,0.14,0.13,0.15,0.13,0.14,0.12,0.14,0.13,0.13,0.12,0.13,0.13,0.12,0.12,0.12,0.15,0.13,0.12,0.12,0.13,0.11,0.13,0.12,0.0,0.11,0.12,0.11,0.11,0.12,0.11,0.0,0.0,0.11,0.11,0.11,0.11,0.11,0.13,0.11,0.11,0.11,0.12,0.11,0.11,0.0,0.11,0.11,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.12
08/18/2021,8.83,7.69,2.89,2.77,1.95,1.69,1.64,1.38,1.36,1.26,1.14,1.24,1.12,1.16,1.12,1.07,0.95,0.77,0.79,0.82,0.78,0.78,0.71,0.76,0.76,0.75,0.76,0.71,0.79,0.68,0.73,0.67,0.61,0.7,0.63,0.7,0.61,0.6,0.49,0.57,0.54,0.54,0.58,0.47,0.48,0.55,0.48,0.51,0.42,0.45,0.46,0.44,0.0,0.41,0.47,0.42,0.39,0.39,0.41,0.35,0.38,0.38,0.32,0.32,0.29,0.28,0.34,0.32,0.32,0.3,0.26,0.28,0.47,0.28,0.29,0.27,0.31,0.27,0.24,0.23,0.27,0.26,0.24,0.27,0.24,0.25,0.26,0.23,0.27,0.25,0.26,0.24,0.22,0.23,0.25,0.22,0.2,0.24,0.22,0.23,0.22,0.19,0.2,0.18,0.23,0.2,0.18,0.2,0.22,0.18,0.2,0.18,0.17,0.18,0.18,0.18,0.14,0.17,0.16,0.18,0.17,0.14,0.18,0.16,0.17,0.16,0.16,0.17,0.15,0.19,0.18,0.15,0.16,0.15,0.16,0.16,0.15,0.13,0.16,0.1,0.17,0.17,0.15,0.15,0.14,0.14,0.15,0.14,0.13,0.14,0.14,0.0,0.11,0.13,0.15,0.14,0.14,0.14,0.14,0.13,0.15,0.13,0.14,0.12,0.14,0.13,0.13,0.12,0.13,0.13,0.12,0.12,0.12,0.15,0.13,0.12,0.12,0.13,0.11,0.13,0.12,0.0,0.11,0.12,0.11,0.11,0.12,0.11,0.0,0.0,0.11,0.11,0.11,0.11,0.11,0.13,0.11,0.11,0.11,0.12,0.11,0.11,0.0,0.11,0.11,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.12
08/19/2021,8.93,7.71,2.89,2.77,1.86,1.67,1.65,1.4,1.38,1.27,1.15,1.25,1.12,1.14,1.1,1.07,0.95,0.77,0.79,0.81,0.78,0.77,0.71,0.77,0.77,0.77,0.76,0.72,0.81,0.69,0.73,0.68,0.62,0.7,0.63,0.71,0.61,0.59,0.5,0.57,0.53,0.53,0.58,0.47,0.49,0.54,0.49,0.51,0.42,0.45,0.46,0.44,0.0,0.41,0.46,0.42,0.39,0.39,0.4,0.35,0.38,0.38,0.32,0.31,0.3,0.28,0.35,0.32,0.33,0.3,0.26,0.28,0.45,0.28,0.28,0.27,0.3,0.27,0.24,0.23,0.27,0.26,0.24,0.27,0.24,0.25,0.26,0.23,0.27,0.25,0.25,0.24,0.22,0.23,0.25,0.22,0.19,0.24,0.23,0.23,0.22,0.19,0.2,0.17,0.23,0.2,0.17,0.2,0.22,0.18,0.19,0.17,0.17,0.19,0.18,0.18,0.14,0.17,0.17,0.18,0.17,0.14,0.18,0.16,0.17,0.17,0.16,0.17,0.15,0.18,0.18,0.15,0.16,0.15,0.16,0.16,0.14,0.13,0.16,0.0,0.17,0.17,0.15,0.15,0.14,0.14,0.15,0.14,0.14,0.13,0.14,0.0,0.11,0.13,0.15,0.14,0.14,0.14,0.14,0.12,0.14,0.13,0.14,0.12,0.14,0.12,0.13,0.12,0.13,0.13,0.12,0.12,0.12,0.15,0.13,0.12,0.12,0.13,0.11,0.13,0.11,0.0,0.11,0.12,0.11,0.11,0.11,0.11,0.0,0.0,0.11,0.11,0.11,0.11,0.11,0.13,0.11,0.12,0.11,0.12,0.11,0.11,0.0,0.11,0.11,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.13
08/20/2021,8.93,7.72,2.88,2.75,1.82,1.64,1.67,1.4,1.4,1.22,1.12,1.26,1.12,1.13,1.1,1.07,0.96,0.76,0.79,0.81,0.79,0.77,0.71,0.78,0.77,0.77,0.76,0.74,0.82,0.7,0.74,0.67,0.61,0.71,0.63,0.72,0.62,0.58,0.51,0.57,0.53,0.53,0.58,0.47,0.46,0.54,0.49,0.51,0.42,0.45,0.45,0.45,0.0,0.41,0.46,0.43,0.39,0.4,0.4,0.35,0.38,0.37,0.33,0.31,0.29,0.28,0.35,0.32,0.33,0.3,0.26,0.28,0.48,0.27,0.28,0.27,0.3,0.27,0.24,0.23,0.28,0.26,0.24,0.27,0.24,0.24,0.26,0.23,0.27,0.26,0.25,0.24,0.22,0.23,0.25,0.22,0.19,0.24,0.23,0.23,0.22,0.19,0.2,0.17,0.23,0.2,0.17,0.2,0.22,0.19,0.19,0.18,0.17,0.19,0.18,0.18,0.14,0.16,0.17,0.18,0.17,0.13,0.18,0.17,0.17,0.17,0.16,0.17,0.15,0.18,0.18,0.15,0.15,0.15,0.16,0.16,0.14,0.13,0.16,0.11,0.16,0.17,0.15,0.15,0.14,0.14,0.15,0.14,0.13,0.13,0.14,0.0,0.11,0.13,0.15,0.14,0.14,0.14,0.14,0.12,0.14,0.13,0.14,0.12,0.14,0.12,0.13,0.12,0.13,0.14,0.12,0.12,0.13,0.15,0.13,0.12,0.12,0.13,0.11,0.13,0.11,0.0,0.0,0.11,0.11,0.11,0.12,0.11,0.0,0.0,0.11,0.11,0.11,0.11,0.11,0.13,0.11,0.12,0.11,0.12,0.11,0.11,0.0,0.11,0.11,0.39,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.09
08/23/2021,8.78,7.87,2.88,2.77,1.85,1.68,1.68,1.39,1.44,1.24,1.13,1.27,1.11,1.12,1.09,1.08,0.96,0.76,0.79,0.84,0.79,0.8,0.7,0.79,0.78,0.77,0.74,0.73,0.82,0.7,0.74,0.66,0.61,0.72,0.63,0.72,0.62,0.57,0.5,0.58,0.53,0.52,0.59,0.46,0.52,0.53,0.48,0.52,0.42,0.44,0.44,0.46,0.0,0.4,0.45,0.44,0.38,0.39,0.41,0.34,0.37,0.36,0.33,0.3,0.29,0.28,0.35,0.32,0.32,0.3,0.25,0.28,0.46,0.29,0.28,0.26,0.3,0.27,0.23,0.23,0.28,0.26,0.24,0.24,0.23,0.25,0.26,0.23,0.27,0.26,0.26,0.23,0.21,0.24,0.26,0.22,0.19,0.24,0.23,0.24,0.22,0.19,0.2,0.17,0.23,0.21,0.17,0.2,0.22,0.18,0.19,0.18,0.16,0.19,0.18,0.18,0.14,0.16,0.17,0.18,0.17,0.13,0.17,0.17,0.18,0.17,0.16,0.17,0.16,0.19,0.17,0.15,0.15,0.15,0.17,0.16,0.14,0.13,0.15,0.0,0.16,0.17,0.15,0.15,0.14,0.14,0.15,0.14,0.13,0.13,0.14,0.0,0.0,0.12,0.15,0.14,0.13,0.13,0.14,0.12,0.14,0.13,0.15,0.11,0.14,0.12,0.12,0.12,0.13,0.14,0.12,0.12,0.13,0.15,0.13,0.12,0.12,0.13,0.0,0.13,0.11,0.0,0.0,0.11,0.11,0.1,0.12,0.11,0.0,0.0,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.12,0.11,0.12,0.11,0.12,0.11,0.11,0.12,0.39,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.13
08/24/2021,8.79,8.0,2.89,2.77,1.85,1.75,1.67,1.38,1.43,1.25,1.13,1.26,1.09,1.12,1.08,1.09,0.95,0.75,0.78,0.84,0.78,0.8,0.69,0.79,0.77,0.77,0.75,0.73,0.81,0.7,0.75,0.66,0.6,0.72,0.63,0.72,0.62,0.57,0.49,0.58,0.53,0.52,0.6,0.45,0.53,0.53,0.48,0.51,0.41,0.44,0.45,0.46,0.0,0.4,0.45,0.43,0.38,0.39,0.41,0.34,0.37,0.35,0.33,0.3,0.29,0.28,0.35,0.32,0.32,0.3,0.25,0.28,0.46,0.29,0.28,0.26,0.3,0.27,0.23,0.22,0.28,0.26,0.24,0.25,0.23,0.25,0.26,0.23,0.27,0.26,0.26,0.23,0.21,0.24,0.26,0.22,0.19,0.24,0.23,0.24,0.22,0.19,0.2,0.17,0.23,0.2,0.17,0.2,0.22,0.18,0.19,0.18,0.16,0.19,0.18,0.17,0.14,0.16,0.17,0.18,0.17,0.13,0.17,0.16,0.18,0.17,0.16,0.17,0.15,0.19,0.17,0.15,0.15,0.15,0.17,0.16,0.14,0.13,0.15,0.0,0.16,0.18,0.15,0.15,0.14,0.14,0.15,0.13,0.13,0.13,0.14,0.0,0.0,0.12,0.15,0.14,0.13,0.13,0.14,0.12,0.14,0.13,0.15,0.11,0.14,0.13,0.12,0.12,0.13,0.14,0.12,0.12,0.12,0.15,0.13,0.12,0.12,0.13,0.0,0.13,0.11,0.0,0.0,0.11,0.11,0.1,0.12,0.11,0.0,0.0,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.12,0.11,0.12,0.11,0.12,0.11,0.11,0.12,0.39,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.17
08/25/2021,8.79,8.0,2.89,2.77,1.85,1.75,1.67,1.38,1.43,1.25,1.13,1.26,1.09,1.12,1.08,1.09,0.95,0.75,0.78,0.84,0.78,0.8,0.69,0.79,0.77,0.77,0.75,0.73,0.81,0.7,0.75,0.66,0.6,0.72,0.63,0.72,0.62,0.57,0.49,0.58,0.53,0.52,0.6,0.45,0.53,0.53,0.48,0.51,0.41,0.44,0.45,0.46,0.39,0.4,0.45,0.43,0.38,0.39,0.41,0.34,0.37,0.35,0.33,0.3,0.29,0.28,0.35,0.32,0.32,0.3,0.25,0.28,0.46,0.29,0.28,0.26,0.3,0.27,0.23,0.22,0.28,0.26,0.24,0.25,0.23,0.25,0.26,0.23,0.27,0.26,0.26,0.23,0.21,0.24,0.26,0.22,0.19,0.24,0.23,0.24,0.22,0.19,0.2,0.17,0.23,0.2,0.17,0.2,0.22,0.18,0.19,0.18,0.16,0.19,0.18,0.17,0.14,0.16,0.17,0.18,0.17,0.13,0.17,0.16,0.18,0.17,0.16,0.17,0.15,0.19,0.17,0.15,0.15,0.15,0.17,0.16,0.14,0.13,0.15,0.0,0.16,0.18,0.15,0.15,0.14,0.14,0.15,0.13,0.13,0.13,0.14,0.0,0.0,0.12,0.15,0.14,0.13,0.13,0.14,0.12,0.14,0.13,0.15,0.11,0.14,0.13,0.12,0.12,0.13,0.14,0.12,0.12,0.12,0.15,0.13,0.12,0.12,0.13,0.0,0.13,0.11,0.0,0.0,0.11,0.11,0.1,0.12,0.11,0.0,0.0,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.12,0.11,0.12,0.11,0.12,0.11,0.11,0.12,0.0,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.17
08/26/2021,8.81,7.94,2.92,2.8,1.91,1.83,1.64,1.38,1.4,1.23,1.14,1.24,1.1,1.13,1.09,1.1,0.95,0.76,0.78,0.85,0.77,0.8,0.69,0.78,0.76,0.76,0.75,0.73,0.8,0.69,0.74,0.66,0.61,0.7,0.63,0.71,0.61,0.57,0.49,0.57,0.52,0.52,0.58,0.45,0.52,0.53,0.47,0.52,0.42,0.44,0.44,0.45,0.39,0.39,0.46,0.43,0.38,0.39,0.42,0.34,0.37,0.36,0.32,0.31,0.29,0.28,0.34,0.32,0.32,0.3,0.25,0.28,0.49,0.29,0.29,0.26,0.3,0.27,0.23,0.22,0.28,0.26,0.23,0.24,0.23,0.25,0.26,0.23,0.27,0.25,0.26,0.23,0.21,0.24,0.25,0.22,0.19,0.24,0.22,0.24,0.21,0.19,0.2,0.17,0.23,0.2,0.17,0.2,0.22,0.18,0.19,0.18,0.16,0.19,0.18,0.18,0.14,0.16,0.17,0.18,0.17,0.13,0.17,0.16,0.18,0.17,0.16,0.17,0.15,0.19,0.17,0.15,0.15,0.15,0.17,0.16,0.14,0.13,0.15,0.0,0.16,0.17,0.15,0.15,0.14,0.14,0.14,0.13,0.13,0.13,0.14,0.0,0.11,0.12,0.15,0.14,0.13,0.13,0.14,0.12,0.14,0.13,0.14,0.11,0.14,0.13,0.12,0.12,0.13,0.14,0.12,0.12,0.12,0.15,0.13,0.12,0.12,0.13,0.0,0.12,0.11,0.0,0.1,0.11,0.11,0.11,0.11,0.11,0.0,0.0,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.12,0.11,0.12,0.11,0.12,0.11,0.11,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.09
08/27/2021,8.79,7.88,2.94,2.82,1.91,1.81,1.62,1.38,1.39,1.22,1.15,1.23,1.1,1.13,1.1,1.1,0.95,0.77,0.77,0.84,0.76,0.81,0.69,0.77,0.75,0.76,0.75,0.73,0.78,0.68,0.74,0.66,0.61,0.7,0.62,0.71,0.63,0.57,0.49,0.57,0.52,0.53,0.58,0.45,0.51,0.54,0.47,0.52,0.42,0.44,0.44,0.44,0.39,0.39,0.46,0.43,0.39,0.38,0.43,0.34,0.37,0.36,0.32,0.32,0.29,0.28,0.34,0.32,0.31,0.29,0.26,0.28,0.47,0.29,0.29,0.27,0.31,0.27,0.23,0.22,0.27,0.26,0.23,0.24,0.23,0.25,0.26,0.23,0.28,0.26,0.26,0.23,0.21,0.24,0.25,0.21,0.2,0.24,0.23,0.24,0.21,0.19,0.2,0.17,0.23,0.2,0.17,0.2,0.22,0.18,0.19,0.18,0.16,0.19,0.18,0.18,0.14,0.16,0.17,0.18,0.17,0.14,0.17,0.16,0.18,0.17,0.16,0.17,0.15,0.19,0.17,0.16,0.15,0.15,0.17,0.16,0.14,0.13,0.15,0.0,0.16,0.17,0.15,0.15,0.14,0.14,0.15,0.14,0.13,0.13,0.14,0.0,0.11,0.13,0.15,0.14,0.13,0.13,0.14,0.13,0.14,0.12,0.14,0.11,0.14,0.13,0.12,0.15,0.13,0.13,0.12,0.12,0.12,0.15,0.13,0.12,0.12,0.13,0.0,0.12,0.12,0.0,0.0,0.11,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.13,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.1,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.06
08/30/2021,8.71,7.83,2.96,2.83,1.9,1.85,1.61,1.37,1.38,1.22,1.13,1.23,1.08,1.13,1.12,1.1,0.94,0.76,0.77,0.87,0.76,0.81,0.68,0.78,0.75,0.76,0.74,0.74,0.78,0.67,0.74,0.67,0.61,0.7,0.62,0.71,0.63,0.57,0.49,0.57,0.52,0.53,0.58,0.45,0.52,0.54,0.47,0.52,0.43,0.44,0.44,0.44,0.4,0.4,0.46,0.43,0.39,0.38,0.43,0.35,0.37,0.38,0.32,0.33,0.29,0.29,0.34,0.32,0.31,0.29,0.25,0.28,0.48,0.29,0.28,0.27,0.31,0.27,0.23,0.22,0.27,0.26,0.23,0.24,0.23,0.25,0.26,0.23,0.29,0.25,0.24,0.23,0.21,0.24,0.25,0.22,0.2,0.24,0.23,0.24,0.21,0.18,0.2,0.17,0.23,0.2,0.17,0.2,0.22,0.18,0.19,0.18,0.16,0.19,0.18,0.18,0.14,0.17,0.17,0.18,0.17,0.14,0.18,0.16,0.19,0.17,0.17,0.17,0.15,0.19,0.18,0.16,0.15,0.15,0.17,0.16,0.14,0.13,0.15,0.11,0.16,0.17,0.15,0.16,0.14,0.14,0.15,0.13,0.14,0.13,0.14,0.0,0.11,0.13,0.15,0.14,0.14,0.13,0.14,0.12,0.14,0.12,0.14,0.11,0.14,0.13,0.12,0.15,0.13,0.13,0.12,0.12,0.12,0.15,0.13,0.12,0.12,0.13,0.0,0.13,0.11,0.0,0.0,0.11,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.09000000000002
08/31/2021,8.7,7.78,2.99,2.86,1.92,1.88,1.59,1.37,1.37,1.21,1.14,1.22,1.08,1.14,1.13,1.1,0.94,0.77,0.76,0.86,0.75,0.8,0.67,0.76,0.75,0.75,0.74,0.72,0.77,0.67,0.74,0.68,0.61,0.69,0.62,0.71,0.63,0.57,0.49,0.57,0.51,0.53,0.57,0.45,0.52,0.55,0.47,0.53,0.43,0.43,0.43,0.44,0.4,0.39,0.47,0.42,0.4,0.38,0.43,0.36,0.37,0.37,0.32,0.33,0.3,0.29,0.34,0.31,0.31,0.29,0.25,0.29,0.45,0.29,0.28,0.27,0.31,0.26,0.23,0.22,0.28,0.26,0.23,0.24,0.23,0.25,0.26,0.23,0.29,0.25,0.24,0.23,0.21,0.24,0.25,0.31,0.2,0.24,0.23,0.24,0.21,0.18,0.2,0.17,0.23,0.2,0.17,0.2,0.22,0.18,0.2,0.18,0.16,0.19,0.17,0.18,0.14,0.17,0.17,0.18,0.17,0.14,0.18,0.16,0.18,0.16,0.16,0.17,0.15,0.19,0.18,0.17,0.15,0.15,0.18,0.16,0.14,0.13,0.15,0.0,0.17,0.17,0.15,0.16,0.14,0.14,0.15,0.13,0.14,0.14,0.14,0.0,0.11,0.13,0.16,0.14,0.14,0.13,0.14,0.13,0.14,0.12,0.14,0.11,0.14,0.13,0.12,0.15,0.13,0.13,0.12,0.12,0.12,0.15,0.13,0.12,0.12,0.13,0.0,0.13,0.11,0.0,0.0,0.11,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.08
