,MSFT,GOOG,GOOGL,NVDA,TSLA,JNJ,V,HD,MA,PG,DIS,ADBE,VZ,CRM,INTC,CSCO,KO,PEP,TMO,NKE,MRK,ACN,LLY,TXN,MCD,UPS,LIN,UNP,BMY,LOW,AMGN,INTU,BLK,SBUX,MS,AMAT,IBM,TGT,AMT,CAT,AXP,MMM,DE,SCHW,SPGI,ZTS,BKNG,PLD,LRCX,GILD,CCI,ADP,CI,TJX,USB,PNC,CME,CSX,EL,TFC,EQIX,ATVI,CB,MMC,ITW,MELI,SHW,ILMN,NSC,EW,ICE,CL,ADSK,MCO,WM,ETN,HUM,HCA,PGR,IDXX,ECL,AON,BIIB,VRTX,NEM,ROP,JCI,EBAY,TROW,LULU,KMB,A,ALGN,TT,SLB,INFO,CNC,DXCM,APTV,SRE,WDAY,BK,EA,DD,AIG,PRU,BAX,PPG,ALL,CDNS,MPC,TRV,HPQ,PSX,MSI,GIS,IFF,RMD,DFS,WELL,HLT,AFL,CMI,MTD,ROK,FRC,SWK,WMB,ANSS,VLO,SIVB,PCAR,FAST,OKTA,WLTW,AWK,STT,KEYS,ZBRA,CBRE,AMP,CPRT,ES,Cash & Cash Equivalents,WST,VFC,LYB,EQR,BLL,GNRC,KR,LH,AJG,BBY,WY,OKE,KSU,ED,CERN,KDP,WAT,XYL,TSCO,MKC,FTV,DOV,HIG,GRMN,CLX,TDOC,TRMB,URI,NTRS,IP,LNG,KMX,STE,BURL,GWW,HBAN,EXPD,EIX,KEY,HZNP,RF,HPE,TTWO,PEAK,NVR,ALLY,TDY,ABC,CTLT,DRI,NDAQ,GPC,MTB,TFX,PODD,CFG,POOL,BXP,DPZ,IEX,DGX,HOLX,PFG,BON.PA,n/a,MKTX,TECH,AMCR,042660.KS,688185.SS,SUM
08/23/2021,10.64,4.05,4.08,2.45,2.59,2.35,1.97,1.74,1.59,1.79,1.58,1.52,1.15,1.23,1.07,1.21,1.17,1.1,1.09,1.06,1.0,1.05,1.1,0.85,0.89,0.7,0.82,0.75,0.77,0.74,0.65,0.75,0.69,0.68,0.7,0.6,0.62,0.62,0.64,0.56,0.55,0.57,0.53,0.51,0.52,0.49,0.43,0.49,0.41,0.45,0.42,0.45,0.36,0.44,0.4,0.39,0.36,0.38,0.38,0.37,0.37,0.32,0.42,0.39,0.36,0.4,0.39,0.34,0.33,0.37,0.33,0.32,0.37,0.32,0.32,0.33,0.27,0.34,0.28,0.29,0.28,0.31,0.26,0.25,0.23,0.25,0.26,0.25,0.24,0.25,0.24,0.26,0.26,0.23,0.19,0.22,0.19,0.24,0.21,0.21,0.21,0.22,0.2,0.2,0.23,0.21,0.19,0.19,0.2,0.22,0.18,0.2,0.17,0.15,0.2,0.18,0.18,0.21,0.19,0.18,0.17,0.18,0.17,0.18,0.18,0.17,0.15,0.14,0.16,0.12,0.15,0.14,0.16,0.14,0.14,0.17,0.15,0.16,0.15,0.15,0.15,0.14,0.16,0.0,0.17,0.13,0.13,0.14,0.15,0.12,0.16,0.14,0.13,0.13,0.13,0.11,0.13,0.13,0.12,0.12,0.13,0.12,0.12,0.11,0.12,0.13,0.12,0.13,0.1,0.09,0.12,0.12,0.11,0.1,0.1,0.1,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.11,0.1,0.1,0.0,0.1,0.09,0.1,0.1,0.1,0.1,0.0,0.11,0.0,0.0,0.0,0.09,0.0,0.09,0.0,0.1,0.0,0.1,0.1,0.09,0.0,0.16,0.0,0.0,0.09,0.0,0.0,95.21
08/24/2021,10.8,4.05,4.09,2.55,2.59,2.33,1.95,1.76,1.56,1.77,1.58,1.53,1.14,1.23,1.05,1.22,1.15,1.09,1.09,1.06,0.99,1.05,1.09,0.84,0.88,0.69,0.81,0.74,0.77,0.76,0.64,0.74,0.7,0.67,0.7,0.58,0.62,0.63,0.64,0.55,0.54,0.56,0.52,0.52,0.52,0.49,0.42,0.49,0.4,0.45,0.42,0.45,0.36,0.44,0.39,0.39,0.35,0.38,0.38,0.37,0.37,0.32,0.42,0.39,0.36,0.4,0.39,0.35,0.33,0.37,0.33,0.32,0.37,0.31,0.32,0.33,0.27,0.34,0.28,0.29,0.28,0.31,0.26,0.25,0.22,0.25,0.26,0.25,0.24,0.24,0.23,0.25,0.25,0.23,0.18,0.22,0.19,0.25,0.21,0.21,0.21,0.22,0.2,0.19,0.23,0.21,0.19,0.19,0.2,0.22,0.18,0.2,0.17,0.14,0.2,0.18,0.18,0.21,0.19,0.18,0.17,0.18,0.17,0.18,0.18,0.17,0.15,0.14,0.16,0.12,0.15,0.14,0.16,0.14,0.14,0.17,0.15,0.16,0.15,0.15,0.15,0.14,0.16,0.0,0.17,0.13,0.13,0.14,0.15,0.12,0.16,0.14,0.13,0.13,0.13,0.11,0.13,0.13,0.12,0.12,0.13,0.12,0.12,0.11,0.12,0.13,0.12,0.13,0.1,0.09,0.12,0.11,0.11,0.1,0.1,0.1,0.11,0.11,0.1,0.11,0.1,0.11,0.1,0.11,0.1,0.1,0.0,0.1,0.09,0.1,0.1,0.1,0.1,0.0,0.11,0.0,0.0,0.0,0.09,0.0,0.09,0.0,0.09,0.0,0.1,0.1,0.09,0.0,0.0,0.0,0.0,0.09,0.12,0.0,95.1
08/25/2021,10.8,4.05,4.09,2.55,2.59,2.33,1.95,1.76,1.56,1.77,1.58,1.53,1.14,1.23,1.05,1.22,1.15,1.09,1.09,1.06,0.99,1.05,1.09,0.84,0.88,0.69,0.81,0.74,0.77,0.76,0.64,0.74,0.7,0.67,0.7,0.58,0.62,0.63,0.64,0.55,0.54,0.56,0.52,0.52,0.52,0.49,0.42,0.49,0.4,0.45,0.42,0.45,0.36,0.44,0.39,0.39,0.35,0.38,0.38,0.37,0.37,0.32,0.42,0.39,0.36,0.4,0.39,0.35,0.33,0.37,0.33,0.32,0.37,0.31,0.32,0.33,0.27,0.34,0.28,0.29,0.28,0.31,0.26,0.25,0.22,0.25,0.26,0.25,0.24,0.24,0.23,0.25,0.25,0.23,0.18,0.22,0.19,0.25,0.21,0.21,0.21,0.22,0.2,0.19,0.23,0.21,0.19,0.19,0.2,0.22,0.18,0.2,0.17,0.14,0.2,0.18,0.18,0.21,0.19,0.18,0.17,0.18,0.17,0.18,0.18,0.17,0.15,0.14,0.16,0.12,0.15,0.14,0.16,0.14,0.14,0.17,0.15,0.16,0.15,0.15,0.15,0.14,0.16,0.0,0.17,0.13,0.13,0.14,0.15,0.12,0.16,0.14,0.13,0.13,0.13,0.11,0.13,0.13,0.12,0.12,0.13,0.12,0.12,0.11,0.12,0.13,0.12,0.13,0.1,0.09,0.12,0.11,0.11,0.1,0.1,0.1,0.11,0.11,0.1,0.11,0.1,0.11,0.1,0.11,0.1,0.1,0.0,0.1,0.09,0.1,0.1,0.1,0.1,0.0,0.11,0.0,0.0,0.0,0.09,0.0,0.09,0.0,0.09,0.0,0.1,0.1,0.09,0.0,0.0,0.0,0.0,0.09,0.0,0.12,95.1
08/26/2021,10.73,4.1,4.14,2.67,2.67,2.29,1.96,1.74,1.58,1.75,1.59,1.54,1.13,1.24,1.07,1.22,1.14,1.07,1.07,1.06,0.98,1.04,1.07,0.85,0.88,0.68,0.81,0.74,0.76,0.74,0.64,0.75,0.7,0.67,0.71,0.59,0.61,0.62,0.63,0.56,0.54,0.56,0.53,0.51,0.52,0.48,0.43,0.49,0.41,0.45,0.41,0.44,0.36,0.44,0.39,0.39,0.36,0.38,0.38,0.37,0.37,0.31,0.41,0.39,0.36,0.4,0.38,0.34,0.33,0.36,0.33,0.31,0.37,0.31,0.32,0.33,0.26,0.34,0.28,0.28,0.28,0.31,0.26,0.25,0.23,0.25,0.26,0.25,0.24,0.25,0.23,0.26,0.26,0.23,0.19,0.22,0.18,0.24,0.21,0.21,0.21,0.23,0.2,0.19,0.23,0.2,0.19,0.19,0.2,0.22,0.18,0.2,0.18,0.15,0.19,0.18,0.18,0.21,0.19,0.17,0.17,0.18,0.17,0.18,0.18,0.17,0.15,0.14,0.16,0.13,0.15,0.14,0.16,0.14,0.14,0.16,0.15,0.16,0.15,0.15,0.15,0.14,0.15,0.0,0.17,0.13,0.13,0.14,0.15,0.13,0.16,0.14,0.13,0.13,0.13,0.11,0.13,0.13,0.12,0.12,0.13,0.12,0.12,0.11,0.11,0.13,0.12,0.13,0.1,0.1,0.12,0.12,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.11,0.1,0.1,0.0,0.1,0.09,0.1,0.1,0.1,0.1,0.0,0.11,0.0,0.0,0.0,0.09,0.0,0.09,0.0,0.09,0.0,0.1,0.1,0.09,0.0,0.18,0.0,0.0,0.09,0.0,0.0,95.2
08/27/2021,10.66,4.14,4.17,2.65,2.67,2.26,1.96,1.72,1.58,1.73,1.6,1.54,1.12,1.24,1.08,1.23,1.13,1.06,1.07,1.06,0.97,1.04,1.05,0.85,0.88,0.68,0.81,0.73,0.76,0.73,0.64,0.75,0.7,0.67,0.72,0.59,0.62,0.62,0.62,0.57,0.54,0.56,0.54,0.53,0.52,0.48,0.45,0.48,0.41,0.45,0.41,0.43,0.37,0.44,0.4,0.39,0.35,0.38,0.38,0.38,0.36,0.31,0.41,0.39,0.36,0.41,0.38,0.34,0.32,0.36,0.33,0.31,0.37,0.31,0.32,0.33,0.26,0.34,0.28,0.28,0.28,0.31,0.26,0.26,0.23,0.25,0.26,0.24,0.24,0.25,0.23,0.26,0.26,0.23,0.19,0.22,0.18,0.24,0.21,0.2,0.21,0.23,0.2,0.2,0.23,0.21,0.19,0.19,0.2,0.22,0.19,0.2,0.18,0.15,0.19,0.18,0.18,0.2,0.19,0.17,0.17,0.18,0.17,0.18,0.18,0.17,0.15,0.14,0.16,0.13,0.16,0.14,0.16,0.15,0.14,0.16,0.16,0.16,0.15,0.15,0.15,0.14,0.15,0.0,0.16,0.13,0.14,0.14,0.15,0.13,0.16,0.14,0.13,0.14,0.13,0.12,0.13,0.12,0.12,0.12,0.13,0.13,0.12,0.11,0.12,0.13,0.12,0.13,0.1,0.1,0.12,0.12,0.11,0.1,0.1,0.1,0.1,0.11,0.1,0.11,0.1,0.1,0.1,0.11,0.1,0.1,0.0,0.1,0.09,0.1,0.1,0.09,0.1,0.0,0.11,0.0,0.0,0.0,0.09,0.0,0.09,0.0,0.09,0.0,0.1,0.1,0.1,0.0,0.18,0.0,0.0,0.09,0.0,0.0,95.20000000000002
08/30/2021,10.57,4.14,4.19,2.69,2.65,2.25,1.93,1.71,1.55,1.73,1.59,1.54,1.12,1.28,1.07,1.24,1.12,1.06,1.08,1.05,0.96,1.05,1.05,0.86,0.87,0.68,0.81,0.73,0.74,0.74,0.63,0.75,0.71,0.67,0.72,0.6,0.61,0.62,0.62,0.57,0.56,0.56,0.56,0.53,0.52,0.48,0.46,0.48,0.41,0.44,0.4,0.43,0.36,0.44,0.4,0.4,0.35,0.38,0.38,0.38,0.36,0.31,0.41,0.39,0.36,0.41,0.38,0.34,0.32,0.36,0.33,0.31,0.34,0.31,0.32,0.33,0.26,0.34,0.28,0.29,0.28,0.31,0.26,0.25,0.22,0.25,0.26,0.25,0.25,0.25,0.23,0.26,0.26,0.23,0.19,0.22,0.18,0.25,0.21,0.21,0.22,0.23,0.2,0.2,0.23,0.21,0.18,0.19,0.2,0.22,0.19,0.2,0.18,0.15,0.2,0.17,0.18,0.21,0.2,0.18,0.17,0.18,0.17,0.18,0.18,0.17,0.15,0.14,0.16,0.13,0.15,0.14,0.16,0.15,0.13,0.16,0.16,0.16,0.15,0.16,0.15,0.15,0.15,0.0,0.17,0.13,0.13,0.14,0.15,0.13,0.16,0.14,0.13,0.14,0.13,0.12,0.13,0.12,0.12,0.12,0.13,0.13,0.11,0.11,0.12,0.13,0.12,0.13,0.1,0.09,0.12,0.12,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.11,0.1,0.1,0.0,0.1,0.09,0.1,0.1,0.09,0.11,0.09,0.11,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.09,0.0,0.12,95.07000000000002
08/31/2021,10.5,4.18,4.23,2.74,2.67,2.22,1.93,1.71,1.55,1.71,1.6,1.54,1.11,1.27,1.07,1.22,1.12,1.05,1.06,1.04,0.95,1.04,1.03,0.86,0.87,0.68,0.81,0.73,0.73,0.74,0.63,0.76,0.72,0.66,0.73,0.61,0.61,0.61,0.62,0.57,0.57,0.55,0.55,0.54,0.52,0.48,0.46,0.48,0.43,0.44,0.4,0.43,0.36,0.43,0.41,0.4,0.35,0.37,0.38,0.38,0.36,0.31,0.41,0.39,0.36,0.41,0.38,0.33,0.32,0.36,0.33,0.31,0.34,0.31,0.32,0.33,0.26,0.34,0.28,0.28,0.28,0.32,0.26,0.25,0.23,0.25,0.26,0.26,0.25,0.25,0.23,0.26,0.26,0.23,0.2,0.22,0.18,0.25,0.21,0.2,0.23,0.23,0.2,0.2,0.23,0.21,0.18,0.19,0.2,0.22,0.19,0.2,0.18,0.16,0.2,0.17,0.18,0.2,0.2,0.18,0.17,0.18,0.17,0.18,0.18,0.17,0.15,0.14,0.16,0.13,0.16,0.14,0.16,0.15,0.14,0.16,0.16,0.16,0.15,0.16,0.15,0.15,0.15,0.0,0.16,0.12,0.14,0.14,0.15,0.13,0.16,0.14,0.13,0.13,0.13,0.12,0.13,0.12,0.12,0.12,0.13,0.13,0.12,0.11,0.12,0.13,0.12,0.13,0.1,0.09,0.12,0.12,0.11,0.11,0.11,0.1,0.1,0.09,0.1,0.11,0.1,0.1,0.1,0.11,0.1,0.1,0.0,0.1,0.09,0.1,0.1,0.1,0.11,0.09,0.11,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.09,0.0,0.12,95.05
09/01/2021,10.5,4.18,4.23,2.74,2.67,2.22,1.93,1.71,1.55,1.71,1.6,1.54,1.11,1.27,1.07,1.22,1.12,1.05,1.06,1.04,0.95,1.04,1.03,0.86,0.87,0.68,0.81,0.73,0.73,0.74,0.63,0.76,0.72,0.66,0.73,0.61,0.61,0.61,0.62,0.57,0.57,0.55,0.55,0.54,0.52,0.48,0.46,0.48,0.43,0.44,0.4,0.43,0.36,0.43,0.41,0.4,0.35,0.37,0.38,0.38,0.36,0.31,0.41,0.39,0.36,0.41,0.38,0.33,0.32,0.36,0.33,0.31,0.34,0.31,0.32,0.33,0.26,0.34,0.28,0.28,0.28,0.32,0.26,0.25,0.23,0.25,0.26,0.26,0.25,0.25,0.23,0.26,0.26,0.23,0.2,0.22,0.18,0.25,0.21,0.2,0.23,0.23,0.2,0.2,0.23,0.21,0.18,0.19,0.2,0.22,0.19,0.2,0.18,0.16,0.2,0.17,0.18,0.2,0.2,0.18,0.17,0.18,0.17,0.18,0.18,0.17,0.15,0.14,0.16,0.13,0.16,0.14,0.16,0.15,0.14,0.16,0.16,0.16,0.15,0.16,0.15,0.15,0.15,0.0,0.16,0.12,0.14,0.14,0.15,0.13,0.16,0.14,0.13,0.13,0.13,0.12,0.13,0.12,0.12,0.12,0.13,0.13,0.12,0.11,0.12,0.13,0.12,0.13,0.1,0.09,0.12,0.12,0.11,0.11,0.11,0.1,0.1,0.09,0.1,0.11,0.1,0.1,0.1,0.11,0.1,0.1,0.0,0.1,0.09,0.1,0.1,0.1,0.11,0.09,0.11,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.09,0.0,0.12,95.05
09/02/2021,10.62,4.19,4.24,2.74,2.74,2.23,1.92,1.72,1.53,1.72,1.6,1.55,1.11,1.26,1.07,1.22,1.13,1.05,1.08,1.04,0.95,1.05,1.04,0.86,0.86,0.68,0.81,0.72,0.74,0.73,0.63,0.76,0.71,0.67,0.72,0.61,0.61,0.61,0.63,0.56,0.55,0.56,0.55,0.52,0.52,0.48,0.46,0.48,0.43,0.44,0.4,0.43,0.36,0.43,0.4,0.39,0.35,0.37,0.39,0.37,0.37,0.31,0.41,0.39,0.36,0.41,0.38,0.32,0.32,0.36,0.33,0.31,0.34,0.31,0.32,0.33,0.26,0.34,0.28,0.29,0.28,0.32,0.26,0.25,0.22,0.25,0.26,0.26,0.25,0.25,0.23,0.26,0.26,0.23,0.19,0.22,0.18,0.25,0.2,0.2,0.23,0.23,0.2,0.19,0.23,0.21,0.19,0.19,0.2,0.22,0.19,0.2,0.18,0.15,0.2,0.17,0.18,0.21,0.19,0.18,0.17,0.18,0.17,0.18,0.18,0.17,0.15,0.14,0.16,0.13,0.15,0.14,0.16,0.15,0.13,0.16,0.16,0.16,0.15,0.16,0.15,0.15,0.15,0.0,0.17,0.13,0.13,0.14,0.15,0.13,0.16,0.14,0.13,0.13,0.13,0.12,0.13,0.12,0.11,0.12,0.13,0.13,0.12,0.11,0.12,0.13,0.12,0.13,0.1,0.1,0.12,0.12,0.11,0.1,0.11,0.1,0.1,0.09,0.1,0.11,0.1,0.1,0.1,0.11,0.1,0.1,0.0,0.1,0.09,0.1,0.1,0.09,0.11,0.09,0.11,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.0,0.1,0.1,0.1,0.0,0.2,0.0,0.0,0.09,0.0,0.0,95.25
09/03/2021,10.57,4.15,4.25,2.73,2.95,2.23,1.91,1.7,1.5,1.71,1.62,1.55,1.12,1.26,1.07,1.22,1.13,1.06,1.07,1.03,0.95,1.05,1.03,0.86,0.87,0.69,0.8,0.7,0.73,0.7,0.63,0.76,0.7,0.68,0.71,0.61,0.62,0.6,0.65,0.56,0.56,0.55,0.55,0.52,0.52,0.48,0.46,0.49,0.42,0.45,0.41,0.43,0.36,0.43,0.39,0.4,0.36,0.36,0.38,0.37,0.37,0.31,0.4,0.39,0.36,0.41,0.38,0.33,0.31,0.36,0.33,0.31,0.34,0.31,0.32,0.33,0.26,0.33,0.28,0.28,0.28,0.32,0.25,0.26,0.23,0.25,0.26,0.26,0.25,0.24,0.23,0.26,0.26,0.23,0.19,0.22,0.18,0.25,0.2,0.21,0.25,0.23,0.21,0.19,0.23,0.21,0.19,0.18,0.2,0.22,0.19,0.2,0.18,0.15,0.2,0.17,0.18,0.21,0.19,0.18,0.17,0.18,0.17,0.17,0.19,0.17,0.15,0.14,0.16,0.13,0.16,0.14,0.16,0.16,0.14,0.16,0.16,0.16,0.15,0.16,0.15,0.15,0.15,0.0,0.16,0.12,0.13,0.14,0.15,0.13,0.16,0.14,0.15,0.13,0.13,0.11,0.12,0.12,0.12,0.13,0.12,0.12,0.11,0.11,0.12,0.12,0.12,0.14,0.1,0.1,0.12,0.13,0.12,0.11,0.1,0.1,0.11,0.1,0.09,0.11,0.11,0.11,0.1,0.12,0.09,0.1,0.0,0.09,0.0,0.1,0.11,0.0,0.11,0.09,0.11,0.0,0.0,0.09,0.1,0.0,0.09,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.16,0.0,0.1,0.1,0.0,0.0,95.32000000000002
09/06/2021,10.53,4.11,4.2,2.73,2.93,2.25,1.86,1.7,1.47,1.72,1.62,1.55,1.12,1.25,1.06,1.22,1.14,1.06,1.08,1.02,0.96,1.06,1.03,0.85,0.88,0.7,0.8,0.71,0.72,0.71,0.63,0.75,0.7,0.68,0.72,0.6,0.61,0.6,0.67,0.57,0.54,0.55,0.56,0.52,0.53,0.49,0.46,0.5,0.42,0.44,0.41,0.43,0.37,0.43,0.39,0.4,0.35,0.36,0.39,0.37,0.38,0.31,0.4,0.4,0.36,0.43,0.39,0.34,0.31,0.37,0.33,0.31,0.31,0.32,0.32,0.33,0.26,0.33,0.28,0.29,0.29,0.32,0.24,0.25,0.23,0.25,0.26,0.26,0.25,0.24,0.23,0.27,0.27,0.23,0.2,0.22,0.18,0.25,0.2,0.21,0.25,0.22,0.21,0.19,0.23,0.2,0.2,0.18,0.2,0.22,0.18,0.2,0.18,0.15,0.2,0.17,0.18,0.21,0.19,0.18,0.17,0.18,0.17,0.17,0.19,0.17,0.15,0.15,0.16,0.13,0.16,0.14,0.16,0.17,0.14,0.17,0.16,0.16,0.15,0.16,0.15,0.15,0.16,0.0,0.16,0.12,0.13,0.15,0.16,0.14,0.16,0.14,0.15,0.13,0.13,0.12,0.13,0.13,0.11,0.13,0.13,0.12,0.11,0.11,0.12,0.12,0.12,0.14,0.1,0.1,0.12,0.13,0.12,0.11,0.11,0.1,0.11,0.1,0.09,0.11,0.11,0.11,0.1,0.12,0.09,0.1,0.0,0.09,0.0,0.1,0.11,0.0,0.12,0.09,0.11,0.0,0.0,0.09,0.1,0.0,0.09,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.15,0.0,0.1,0.1,0.0,0.0,95.35
09/07/2021,10.53,4.11,4.2,2.73,2.93,2.25,1.86,1.7,1.47,1.72,1.62,1.55,1.12,1.25,1.06,1.22,1.14,1.06,1.08,1.02,0.96,1.06,1.03,0.85,0.88,0.7,0.8,0.71,0.72,0.71,0.63,0.75,0.7,0.68,0.72,0.6,0.61,0.6,0.67,0.57,0.54,0.55,0.56,0.52,0.53,0.49,0.46,0.5,0.42,0.44,0.41,0.43,0.37,0.43,0.39,0.4,0.35,0.36,0.39,0.37,0.38,0.31,0.4,0.4,0.36,0.43,0.39,0.34,0.31,0.37,0.33,0.31,0.31,0.32,0.32,0.33,0.26,0.33,0.28,0.29,0.29,0.32,0.24,0.25,0.23,0.25,0.26,0.26,0.25,0.24,0.23,0.27,0.27,0.23,0.2,0.22,0.18,0.25,0.2,0.21,0.25,0.22,0.21,0.19,0.23,0.2,0.2,0.18,0.2,0.22,0.18,0.2,0.18,0.15,0.2,0.17,0.18,0.21,0.19,0.18,0.17,0.18,0.17,0.17,0.19,0.17,0.15,0.15,0.16,0.13,0.16,0.14,0.16,0.17,0.14,0.17,0.16,0.16,0.15,0.16,0.15,0.15,0.16,0.0,0.16,0.12,0.13,0.15,0.16,0.14,0.16,0.14,0.15,0.13,0.13,0.12,0.13,0.13,0.11,0.13,0.13,0.12,0.11,0.11,0.12,0.12,0.12,0.14,0.1,0.1,0.12,0.13,0.12,0.11,0.11,0.1,0.11,0.1,0.09,0.11,0.11,0.11,0.1,0.12,0.09,0.1,0.0,0.09,0.0,0.1,0.11,0.0,0.12,0.09,0.11,0.0,0.0,0.09,0.1,0.0,0.09,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.15,0.0,0.1,0.1,0.0,0.0,95.35
09/08/2021,10.53,4.13,4.22,2.78,2.94,2.25,1.87,1.72,1.47,1.73,1.61,1.56,1.12,1.27,1.06,1.22,1.14,1.06,1.09,1.02,0.96,1.07,1.03,0.86,0.87,0.7,0.8,0.7,0.71,0.71,0.63,0.75,0.69,0.68,0.71,0.61,0.61,0.59,0.67,0.56,0.53,0.55,0.57,0.51,0.53,0.49,0.46,0.5,0.43,0.44,0.42,0.43,0.37,0.42,0.39,0.4,0.34,0.36,0.39,0.37,0.39,0.31,0.4,0.4,0.35,0.43,0.38,0.34,0.31,0.37,0.33,0.31,0.31,0.32,0.32,0.32,0.26,0.33,0.28,0.29,0.28,0.32,0.24,0.25,0.23,0.25,0.26,0.26,0.24,0.24,0.23,0.27,0.27,0.23,0.19,0.22,0.18,0.26,0.2,0.21,0.26,0.22,0.21,0.19,0.23,0.2,0.21,0.18,0.2,0.22,0.19,0.19,0.18,0.15,0.2,0.17,0.18,0.21,0.18,0.18,0.17,0.18,0.17,0.17,0.18,0.17,0.15,0.15,0.16,0.13,0.16,0.14,0.16,0.17,0.14,0.17,0.16,0.16,0.15,0.16,0.15,0.15,0.16,0.0,0.16,0.12,0.13,0.15,0.16,0.14,0.16,0.14,0.15,0.12,0.14,0.12,0.13,0.13,0.11,0.12,0.13,0.12,0.11,0.11,0.12,0.12,0.12,0.14,0.1,0.1,0.12,0.12,0.12,0.11,0.11,0.1,0.11,0.1,0.09,0.11,0.1,0.11,0.1,0.12,0.09,0.1,0.0,0.09,0.0,0.09,0.1,0.09,0.12,0.0,0.11,0.0,0.0,0.09,0.1,0.0,0.09,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.16,0.0,0.1,0.1,0.0,0.0,95.39
09/09/2021,10.52,4.13,4.22,2.78,2.94,2.25,1.87,1.72,1.47,1.73,1.61,1.56,1.12,1.27,1.06,1.22,1.14,1.06,1.09,1.02,0.96,1.07,1.03,0.86,0.87,0.69,0.8,0.7,0.71,0.71,0.63,0.75,0.69,0.68,0.71,0.61,0.61,0.59,0.67,0.56,0.53,0.55,0.57,0.51,0.53,0.49,0.46,0.5,0.43,0.44,0.42,0.43,0.37,0.42,0.39,0.4,0.34,0.36,0.39,0.37,0.39,0.31,0.4,0.4,0.35,0.43,0.38,0.34,0.31,0.37,0.33,0.31,0.31,0.32,0.32,0.32,0.26,0.33,0.28,0.29,0.28,0.32,0.24,0.25,0.23,0.25,0.26,0.26,0.24,0.24,0.23,0.27,0.26,0.23,0.19,0.22,0.18,0.26,0.2,0.21,0.26,0.22,0.21,0.19,0.23,0.2,0.21,0.18,0.2,0.22,0.19,0.19,0.18,0.15,0.2,0.17,0.18,0.21,0.18,0.18,0.17,0.18,0.17,0.17,0.18,0.17,0.15,0.15,0.16,0.13,0.16,0.14,0.16,0.17,0.14,0.17,0.16,0.16,0.15,0.16,0.15,0.15,0.16,0.0,0.16,0.12,0.13,0.15,0.16,0.14,0.16,0.14,0.15,0.12,0.14,0.12,0.13,0.13,0.11,0.12,0.13,0.12,0.11,0.11,0.12,0.12,0.12,0.14,0.1,0.1,0.12,0.12,0.12,0.11,0.11,0.1,0.11,0.1,0.09,0.11,0.1,0.11,0.1,0.12,0.09,0.1,0.0,0.09,0.0,0.09,0.1,0.09,0.12,0.0,0.11,0.0,0.0,0.09,0.1,0.0,0.09,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.12,0.0,0.1,0.1,0.0,0.0,95.32
09/10/2021,10.55,4.17,4.26,2.77,3.03,2.23,1.89,1.72,1.5,1.73,1.65,1.55,1.12,1.27,1.07,1.22,1.12,1.05,1.1,1.02,0.95,1.07,1.02,0.86,0.87,0.69,0.81,0.7,0.71,0.71,0.62,0.75,0.69,0.67,0.72,0.62,0.61,0.59,0.67,0.56,0.54,0.53,0.55,0.51,0.53,0.49,0.47,0.5,0.42,0.44,0.41,0.42,0.37,0.42,0.39,0.4,0.34,0.35,0.38,0.37,0.39,0.3,0.4,0.4,0.34,0.43,0.38,0.34,0.31,0.38,0.33,0.31,0.31,0.32,0.32,0.32,0.26,0.33,0.27,0.29,0.29,0.32,0.24,0.25,0.23,0.25,0.26,0.25,0.24,0.24,0.23,0.27,0.26,0.23,0.19,0.22,0.18,0.26,0.2,0.21,0.26,0.22,0.21,0.19,0.23,0.21,0.21,0.17,0.19,0.22,0.19,0.19,0.18,0.15,0.2,0.17,0.18,0.21,0.18,0.18,0.17,0.18,0.17,0.18,0.18,0.17,0.14,0.14,0.16,0.13,0.17,0.14,0.15,0.16,0.14,0.17,0.15,0.17,0.15,0.16,0.15,0.15,0.15,0.0,0.16,0.12,0.13,0.14,0.16,0.14,0.16,0.14,0.15,0.12,0.13,0.12,0.12,0.12,0.11,0.12,0.13,0.12,0.11,0.11,0.12,0.12,0.12,0.14,0.1,0.09,0.12,0.12,0.11,0.11,0.11,0.1,0.11,0.1,0.0,0.11,0.1,0.11,0.1,0.12,0.09,0.09,0.0,0.09,0.0,0.09,0.1,0.09,0.12,0.09,0.11,0.0,0.0,0.09,0.1,0.0,0.09,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.16,0.0,0.1,0.09,0.0,0.0,95.38000000000002
