,XTSLA,GME,OMCL,SAIA,NEO,GTLS,POWI,MSTR,ADC,IIPR,EXPO,AMN,DDD,ENSG,SEM,UFPI,ITRI,JBT,BCPC,AEIS,REZI,CNMD,SIG,TRUP,LPSN,VIAV,ALRM,WTS,SHAK,GKOS,M,FHB,ROG,KFY,SPSC,STMP,LGIH,EXLS,MTH,HP,ARNC,FN,ONTO,VG,AIT,NSIT,WDFC,KLIC,LXP,ABG,DIOD,UNF,FUL,MED,SHOO,LCII,HI,EPRT,BBBY,CCOI,SMPL,KWR,RCII,MMSI,OMI,ITGR,FELE,LTHM,SFBS,SHEN,EGHT,REGI,ABM,BMI,DORM,SJI,MXL,WD,AWR,CWT,FIX,PRFT,ACA,WWW,UFS,FORM,SPXC,MATX,ALGT,EAT,ANF,MDC,CBU,EVTC,IBTX,RMBS,IBP,SNBR,BRC,AIN,FLOW,KTB,GPI,PRLB,PLXS,OI,SITC,PCRX,AAON,CVET,SCL,PPBI,BKU,MDRX,PBH,ATI,MD,JJSF,BOOT,FWRD,CAKE,SBH,MYGN,ESE,ODP,UNIT,ROCK,SANM,VCEL,IRBT,RPAI,B,CORT,HSKA,EPC,BDN,AX,MLI,FSS,CELH,WGO,SSTK,UCTT,COOP,HUBG,ABCB,HTH,VICR,THRM,RLGY,SKYW,SYKE,FCPT,BLMN,IOSP,XPER,TSE,IDCC,AVAV,BCC,PRGS,XHR,MODV,PMT,SFNC,WSFS,RAVN,PSMT,ROIC,CPK,MNRO,ISBC,WRE,CYH,NPO,AGO,VRTS,AVA,FBC,UNFI,ARI,BIG,XNCR,BGS,GMS,DLX,CCS,PIPR,CENTA,KN,AAWW,KRG,MEI,KALU,PLAY,HNI,NMIH,GNW,SKT,CVCO,AEL,CADE,COLB,LNTH,IRT,FBP,GVA,AMCX,CRS,ONB,AAT,AKR,TTEC,COKE,DEA,UCBI,GDOT,CVBF,INDB,CTRE,MGLN,FFBC,FMBI,RNST,DRH,CYTK,FOE,ILPT,COHU,AVNS,PATK,PRAA,STAR,TTGT,FLGT,MHO,LNN,MDP,MTOR,WIRE,TBK,MYRG,SUM
08/11/2021,3.12,0.0,0.69,0.65,0.56,0.61,0.62,0.59,0.52,0.56,0.61,0.51,0.35,0.45,0.41,0.46,0.35,0.48,0.44,0.37,0.47,0.38,0.34,0.34,0.4,0.38,0.42,0.46,0.33,0.24,0.59,0.38,0.37,0.37,0.42,0.61,0.35,0.4,0.42,0.3,0.34,0.35,0.39,0.35,0.35,0.35,0.34,0.41,0.38,0.38,0.39,0.33,0.35,0.31,0.33,0.38,0.35,0.36,0.3,0.34,0.31,0.35,0.35,0.34,0.3,0.32,0.32,0.36,0.36,0.0,0.28,0.29,0.32,0.3,0.29,0.29,0.35,0.31,0.34,0.34,0.28,0.34,0.25,0.3,0.28,0.31,0.3,0.32,0.28,0.25,0.23,0.29,0.27,0.28,0.27,0.29,0.28,0.25,0.27,0.24,0.34,0.28,0.29,0.23,0.26,0.24,0.28,0.27,0.28,0.23,0.26,0.25,0.37,0.25,0.3,0.25,0.29,0.25,0.27,0.24,0.21,0.22,0.27,0.25,0.24,0.31,0.24,0.26,0.23,0.25,0.28,0.24,0.23,0.26,0.25,0.24,0.26,0.25,0.24,0.25,0.25,0.23,0.21,0.27,0.22,0.24,0.22,0.26,0.28,0.21,0.21,0.22,0.22,0.21,0.22,0.22,0.21,0.22,0.24,0.21,0.21,0.2,0.22,0.0,0.21,0.19,0.21,0.2,0.21,0.23,0.2,0.28,0.21,0.0,0.0,0.27,0.23,0.2,0.23,0.0,0.2,0.0,0.19,0.0,0.21,0.0,0.21,0.2,0.0,0.0,0.2,0.0,0.19,0.2,0.0,0.0,0.2,0.0,0.0,0.22,0.29,0.24,0.25,0.0,0.21,0.22,0.0,0.0,0.0,0.19,0.0,0.0,0.2,0.19,0.0,0.0,0.0,0.26,0.0,0.22,0.22,0.0,0.0,0.0,0.2,0.26,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.14
08/13/2021,3.03,0.0,0.67,0.65,0.51,0.63,0.61,0.59,0.51,0.55,0.61,0.5,0.44,0.44,0.39,0.47,0.37,0.47,0.43,0.35,0.45,0.37,0.36,0.34,0.4,0.38,0.4,0.46,0.34,0.24,0.61,0.37,0.38,0.37,0.41,0.61,0.35,0.4,0.42,0.31,0.36,0.35,0.38,0.33,0.35,0.35,0.34,0.44,0.37,0.39,0.39,0.33,0.35,0.29,0.34,0.38,0.35,0.36,0.32,0.33,0.3,0.35,0.36,0.33,0.29,0.3,0.32,0.41,0.35,0.0,0.28,0.28,0.32,0.3,0.29,0.29,0.35,0.31,0.33,0.33,0.29,0.35,0.25,0.31,0.28,0.3,0.29,0.32,0.29,0.25,0.25,0.29,0.27,0.28,0.27,0.28,0.29,0.25,0.26,0.24,0.34,0.27,0.3,0.23,0.26,0.24,0.27,0.25,0.29,0.24,0.26,0.25,0.37,0.25,0.3,0.26,0.29,0.25,0.26,0.24,0.2,0.22,0.26,0.25,0.25,0.31,0.24,0.25,0.22,0.25,0.28,0.23,0.22,0.26,0.25,0.24,0.26,0.25,0.24,0.26,0.25,0.24,0.21,0.27,0.22,0.24,0.22,0.26,0.28,0.2,0.21,0.22,0.21,0.21,0.24,0.22,0.21,0.23,0.24,0.22,0.2,0.2,0.22,0.19,0.21,0.0,0.21,0.2,0.21,0.23,0.2,0.28,0.2,0.0,0.0,0.27,0.23,0.2,0.23,0.2,0.2,0.0,0.19,0.2,0.22,0.0,0.21,0.21,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.22,0.29,0.24,0.25,0.0,0.21,0.22,0.19,0.0,0.19,0.19,0.0,0.19,0.0,0.19,0.0,0.0,0.0,0.26,0.0,0.21,0.22,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.00000000000001
08/16/2021,2.59,0.0,0.67,0.66,0.51,0.63,0.6,0.57,0.51,0.56,0.61,0.51,0.42,0.44,0.39,0.47,0.38,0.46,0.43,0.34,0.46,0.36,0.36,0.34,0.41,0.37,0.39,0.46,0.34,0.23,0.52,0.37,0.38,0.38,0.42,0.61,0.36,0.41,0.43,0.31,0.35,0.34,0.36,0.32,0.36,0.35,0.34,0.4,0.38,0.39,0.39,0.34,0.36,0.28,0.33,0.38,0.34,0.36,0.31,0.31,0.31,0.34,0.39,0.33,0.3,0.31,0.32,0.42,0.35,0.0,0.28,0.27,0.32,0.31,0.29,0.29,0.35,0.3,0.33,0.33,0.28,0.34,0.25,0.31,0.24,0.28,0.3,0.33,0.29,0.25,0.24,0.29,0.23,0.28,0.27,0.27,0.29,0.25,0.26,0.24,0.34,0.28,0.3,0.23,0.25,0.24,0.27,0.26,0.29,0.25,0.25,0.32,0.32,0.25,0.3,0.26,0.3,0.25,0.26,0.25,0.21,0.22,0.26,0.25,0.25,0.31,0.24,0.26,0.22,0.26,0.27,0.24,0.22,0.27,0.25,0.24,0.26,0.26,0.25,0.25,0.25,0.23,0.0,0.27,0.22,0.2,0.22,0.26,0.28,0.21,0.22,0.22,0.21,0.22,0.24,0.22,0.2,0.23,0.24,0.23,0.2,0.2,0.23,0.19,0.0,0.0,0.21,0.2,0.21,0.23,0.0,0.27,0.21,0.0,0.0,0.24,0.22,0.0,0.24,0.0,0.2,0.19,0.19,0.2,0.22,0.0,0.21,0.21,0.0,0.19,0.21,0.0,0.0,0.21,0.0,0.0,0.2,0.0,0.0,0.22,0.25,0.21,0.22,0.0,0.21,0.19,0.2,0.0,0.0,0.0,0.2,0.19,0.2,0.0,0.0,0.0,0.22,0.22,0.0,0.0,0.19,0.0,0.0,0.0,0.19,0.27,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.19,0.0,0.19,0.19,0.0,0.0,0.0,62.13999999999999
08/17/2021,2.39,0.0,0.67,0.66,0.51,0.63,0.61,0.57,0.52,0.57,0.61,0.51,0.39,0.44,0.39,0.48,0.37,0.46,0.43,0.34,0.46,0.37,0.37,0.33,0.41,0.37,0.39,0.46,0.33,0.23,0.51,0.37,0.38,0.37,0.43,0.61,0.35,0.41,0.44,0.3,0.36,0.34,0.36,0.32,0.36,0.35,0.34,0.41,0.38,0.39,0.39,0.34,0.36,0.28,0.33,0.38,0.34,0.37,0.3,0.31,0.31,0.34,0.39,0.33,0.3,0.31,0.33,0.42,0.35,0.0,0.27,0.26,0.33,0.31,0.29,0.29,0.35,0.3,0.34,0.33,0.28,0.35,0.25,0.31,0.28,0.28,0.3,0.32,0.28,0.25,0.24,0.29,0.23,0.29,0.27,0.28,0.28,0.25,0.27,0.24,0.33,0.28,0.3,0.22,0.26,0.24,0.27,0.26,0.29,0.25,0.25,0.32,0.32,0.25,0.3,0.25,0.29,0.25,0.26,0.25,0.21,0.22,0.26,0.24,0.25,0.31,0.24,0.26,0.22,0.26,0.28,0.24,0.22,0.27,0.25,0.24,0.26,0.26,0.24,0.24,0.25,0.24,0.0,0.27,0.23,0.2,0.22,0.26,0.29,0.21,0.22,0.22,0.21,0.22,0.24,0.22,0.2,0.23,0.23,0.23,0.2,0.2,0.22,0.19,0.0,0.0,0.21,0.2,0.21,0.24,0.0,0.27,0.21,0.0,0.19,0.24,0.23,0.0,0.24,0.0,0.2,0.19,0.0,0.2,0.22,0.0,0.21,0.21,0.0,0.19,0.22,0.0,0.0,0.21,0.0,0.0,0.2,0.0,0.0,0.22,0.29,0.21,0.22,0.0,0.21,0.19,0.0,0.0,0.0,0.0,0.2,0.19,0.2,0.0,0.19,0.0,0.22,0.23,0.0,0.0,0.22,0.0,0.0,0.0,0.19,0.27,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.19,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,62.06999999999999
08/18/2021,2.39,0.0,0.67,0.66,0.51,0.63,0.61,0.57,0.52,0.57,0.61,0.51,0.39,0.44,0.39,0.48,0.37,0.46,0.43,0.34,0.46,0.37,0.37,0.33,0.41,0.37,0.39,0.46,0.33,0.23,0.51,0.37,0.38,0.37,0.43,0.61,0.35,0.41,0.44,0.3,0.36,0.34,0.36,0.32,0.36,0.35,0.34,0.41,0.38,0.39,0.39,0.34,0.36,0.28,0.33,0.38,0.34,0.37,0.3,0.31,0.31,0.34,0.39,0.33,0.3,0.31,0.33,0.42,0.35,0.0,0.27,0.26,0.33,0.31,0.29,0.29,0.35,0.3,0.34,0.33,0.28,0.35,0.25,0.31,0.28,0.28,0.3,0.32,0.28,0.25,0.24,0.29,0.23,0.29,0.27,0.28,0.28,0.25,0.27,0.24,0.33,0.28,0.3,0.22,0.26,0.24,0.27,0.26,0.29,0.25,0.25,0.32,0.32,0.25,0.3,0.25,0.29,0.25,0.26,0.25,0.21,0.22,0.26,0.24,0.25,0.31,0.24,0.26,0.22,0.26,0.28,0.24,0.22,0.27,0.25,0.24,0.26,0.26,0.24,0.24,0.25,0.24,0.0,0.27,0.23,0.2,0.22,0.26,0.29,0.21,0.22,0.22,0.21,0.22,0.24,0.22,0.2,0.23,0.23,0.23,0.2,0.2,0.22,0.19,0.0,0.0,0.21,0.2,0.21,0.24,0.0,0.27,0.21,0.0,0.19,0.24,0.23,0.0,0.24,0.0,0.2,0.19,0.0,0.2,0.22,0.0,0.21,0.21,0.0,0.19,0.22,0.0,0.0,0.21,0.0,0.0,0.2,0.0,0.0,0.22,0.29,0.21,0.22,0.0,0.21,0.19,0.0,0.0,0.0,0.0,0.2,0.19,0.2,0.0,0.19,0.0,0.22,0.23,0.0,0.0,0.22,0.0,0.0,0.0,0.19,0.27,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.19,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,62.06999999999999
08/19/2021,2.4,0.0,0.67,0.67,0.51,0.64,0.61,0.55,0.52,0.56,0.61,0.53,0.37,0.44,0.39,0.48,0.36,0.46,0.44,0.34,0.45,0.38,0.37,0.32,0.4,0.38,0.38,0.47,0.33,0.23,0.52,0.37,0.38,0.38,0.44,0.61,0.36,0.42,0.45,0.29,0.35,0.34,0.36,0.32,0.35,0.35,0.34,0.42,0.38,0.4,0.39,0.34,0.36,0.28,0.33,0.38,0.34,0.37,0.3,0.32,0.31,0.34,0.39,0.34,0.29,0.32,0.33,0.4,0.35,0.0,0.27,0.26,0.32,0.32,0.29,0.29,0.36,0.3,0.34,0.34,0.28,0.36,0.25,0.31,0.28,0.28,0.3,0.33,0.29,0.25,0.23,0.3,0.24,0.29,0.27,0.28,0.29,0.25,0.27,0.24,0.34,0.28,0.31,0.21,0.26,0.24,0.27,0.26,0.29,0.24,0.25,0.32,0.32,0.25,0.31,0.25,0.29,0.25,0.26,0.25,0.21,0.22,0.26,0.24,0.25,0.31,0.25,0.25,0.23,0.25,0.27,0.24,0.22,0.27,0.25,0.24,0.26,0.26,0.25,0.24,0.25,0.24,0.0,0.27,0.23,0.2,0.22,0.26,0.29,0.2,0.22,0.22,0.21,0.22,0.24,0.22,0.2,0.23,0.23,0.22,0.2,0.0,0.23,0.0,0.0,0.0,0.21,0.2,0.21,0.24,0.2,0.27,0.21,0.0,0.19,0.24,0.23,0.0,0.24,0.2,0.2,0.19,0.0,0.2,0.22,0.0,0.21,0.21,0.0,0.0,0.22,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.23,0.29,0.21,0.22,0.0,0.21,0.19,0.0,0.0,0.0,0.0,0.2,0.19,0.2,0.0,0.0,0.0,0.22,0.23,0.0,0.0,0.23,0.0,0.0,0.0,0.19,0.26,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.19,0.0,0.0,0.0,0.19,0.19,0.19,0.19,0.0,62.18000000000001
08/20/2021,4.5,0.0,0.68,0.67,0.52,0.62,0.61,0.53,0.53,0.57,0.62,0.53,0.36,0.44,0.39,0.48,0.36,0.46,0.44,0.33,0.45,0.38,0.35,0.31,0.4,0.38,0.37,0.47,0.33,0.24,0.51,0.37,0.38,0.38,0.44,0.62,0.35,0.42,0.43,0.29,0.36,0.37,0.34,0.32,0.36,0.36,0.33,0.41,0.39,0.39,0.39,0.34,0.36,0.28,0.32,0.38,0.34,0.38,0.29,0.32,0.31,0.34,0.38,0.34,0.3,0.33,0.33,0.38,0.35,0.0,0.27,0.26,0.33,0.31,0.29,0.3,0.35,0.3,0.35,0.34,0.28,0.36,0.25,0.31,0.29,0.28,0.29,0.34,0.28,0.24,0.23,0.29,0.24,0.29,0.27,0.28,0.28,0.24,0.27,0.24,0.34,0.28,0.29,0.21,0.26,0.24,0.26,0.26,0.29,0.24,0.26,0.32,0.32,0.25,0.31,0.25,0.29,0.26,0.26,0.25,0.2,0.21,0.27,0.24,0.24,0.32,0.24,0.26,0.24,0.25,0.27,0.23,0.22,0.28,0.25,0.24,0.26,0.27,0.25,0.23,0.25,0.24,0.19,0.27,0.24,0.2,0.22,0.26,0.29,0.2,0.22,0.22,0.22,0.21,0.24,0.22,0.2,0.23,0.23,0.22,0.2,0.0,0.23,0.0,0.0,0.0,0.22,0.2,0.21,0.24,0.0,0.27,0.21,0.0,0.0,0.24,0.23,0.0,0.24,0.2,0.2,0.19,0.2,0.21,0.21,0.0,0.2,0.21,0.0,0.0,0.22,0.0,0.19,0.2,0.0,0.0,0.2,0.0,0.0,0.23,0.29,0.21,0.22,0.0,0.21,0.19,0.19,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.22,0.23,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.19,0.0,0.19,0.19,0.19,0.0,0.0,0.19,0.0,64.19
08/23/2021,4.2,0.0,0.68,0.67,0.53,0.64,0.63,0.55,0.53,0.58,0.63,0.53,0.36,0.44,0.37,0.48,0.36,0.46,0.45,0.34,0.43,0.39,0.37,0.31,0.41,0.39,0.37,0.47,0.32,0.23,0.61,0.37,0.39,0.38,0.46,0.63,0.35,0.43,0.43,0.28,0.36,0.39,0.34,0.33,0.35,0.35,0.34,0.42,0.39,0.38,0.4,0.36,0.36,0.27,0.32,0.37,0.35,0.38,0.29,0.32,0.31,0.33,0.39,0.36,0.29,0.34,0.33,0.38,0.35,0.0,0.27,0.25,0.34,0.31,0.29,0.29,0.36,0.3,0.35,0.34,0.28,0.36,0.25,0.31,0.29,0.29,0.29,0.33,0.27,0.25,0.25,0.29,0.24,0.29,0.27,0.28,0.28,0.24,0.26,0.24,0.35,0.28,0.29,0.2,0.26,0.24,0.27,0.25,0.3,0.23,0.26,0.32,0.32,0.24,0.31,0.24,0.29,0.26,0.25,0.25,0.2,0.21,0.28,0.24,0.24,0.31,0.24,0.25,0.24,0.24,0.28,0.23,0.23,0.28,0.25,0.24,0.26,0.27,0.25,0.23,0.24,0.24,0.0,0.27,0.23,0.35,0.22,0.27,0.29,0.2,0.21,0.23,0.22,0.21,0.24,0.23,0.0,0.23,0.23,0.22,0.2,0.0,0.23,0.0,0.0,0.0,0.22,0.2,0.21,0.24,0.19,0.26,0.22,0.0,0.0,0.24,0.23,0.2,0.24,0.19,0.2,0.0,0.19,0.2,0.21,0.0,0.21,0.21,0.0,0.19,0.22,0.0,0.19,0.2,0.0,0.0,0.2,0.0,0.0,0.22,0.29,0.26,0.22,0.0,0.21,0.19,0.0,0.0,0.0,0.0,0.2,0.19,0.2,0.0,0.0,0.0,0.23,0.23,0.0,0.21,0.23,0.0,0.0,0.0,0.0,0.26,0.0,0.19,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.19,0.19,0.0,0.0,0.0,0.19,0.0,64.35
08/24/2021,3.84,0.0,0.69,0.68,0.54,0.66,0.63,0.58,0.53,0.58,0.63,0.53,0.36,0.44,0.37,0.47,0.36,0.46,0.45,0.33,0.44,0.39,0.38,0.31,0.41,0.38,0.37,0.47,0.32,0.24,0.62,0.37,0.39,0.38,0.46,0.62,0.35,0.42,0.43,0.27,0.35,0.4,0.34,0.32,0.35,0.35,0.33,0.41,0.39,0.37,0.4,0.36,0.36,0.27,0.32,0.37,0.35,0.38,0.3,0.32,0.31,0.33,0.39,0.36,0.29,0.33,0.33,0.4,0.35,0.0,0.27,0.23,0.34,0.32,0.29,0.29,0.35,0.31,0.35,0.34,0.28,0.37,0.25,0.32,0.29,0.28,0.29,0.33,0.27,0.24,0.25,0.3,0.24,0.29,0.27,0.28,0.29,0.24,0.26,0.25,0.34,0.26,0.28,0.2,0.26,0.24,0.27,0.26,0.29,0.23,0.25,0.32,0.32,0.23,0.3,0.24,0.29,0.25,0.25,0.25,0.2,0.21,0.28,0.24,0.25,0.31,0.24,0.25,0.24,0.23,0.28,0.23,0.23,0.28,0.25,0.24,0.26,0.26,0.25,0.23,0.24,0.24,0.0,0.27,0.24,0.35,0.23,0.27,0.29,0.2,0.21,0.22,0.22,0.21,0.23,0.23,0.0,0.22,0.23,0.22,0.2,0.0,0.24,0.0,0.0,0.0,0.22,0.2,0.21,0.23,0.0,0.26,0.22,0.0,0.0,0.24,0.22,0.2,0.24,0.2,0.2,0.19,0.0,0.2,0.22,0.0,0.21,0.21,0.0,0.19,0.22,0.0,0.19,0.2,0.0,0.0,0.2,0.0,0.0,0.22,0.29,0.26,0.22,0.0,0.22,0.19,0.19,0.0,0.0,0.0,0.2,0.19,0.2,0.0,0.19,0.0,0.23,0.23,0.0,0.21,0.23,0.0,0.0,0.0,0.0,0.26,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.19,0.0,0.0,0.0,0.19,0.0,63.97
08/25/2021,3.84,0.0,0.69,0.68,0.54,0.66,0.63,0.58,0.53,0.58,0.63,0.53,0.36,0.44,0.37,0.47,0.36,0.46,0.45,0.33,0.44,0.39,0.38,0.31,0.41,0.38,0.37,0.47,0.32,0.24,0.62,0.37,0.39,0.38,0.46,0.62,0.35,0.42,0.43,0.27,0.35,0.4,0.34,0.32,0.35,0.35,0.33,0.41,0.39,0.37,0.4,0.36,0.36,0.27,0.32,0.37,0.35,0.38,0.3,0.32,0.31,0.33,0.39,0.36,0.29,0.33,0.33,0.4,0.35,0.0,0.27,0.23,0.34,0.32,0.29,0.29,0.35,0.31,0.35,0.34,0.28,0.37,0.25,0.32,0.29,0.28,0.29,0.33,0.27,0.24,0.25,0.3,0.24,0.29,0.27,0.28,0.29,0.24,0.26,0.25,0.34,0.26,0.28,0.2,0.26,0.24,0.27,0.26,0.29,0.23,0.25,0.32,0.32,0.23,0.3,0.24,0.29,0.25,0.25,0.25,0.2,0.21,0.28,0.24,0.25,0.31,0.24,0.25,0.24,0.23,0.28,0.23,0.23,0.28,0.25,0.24,0.26,0.26,0.25,0.23,0.24,0.24,0.0,0.27,0.24,0.35,0.23,0.27,0.29,0.2,0.21,0.22,0.22,0.21,0.23,0.23,0.0,0.22,0.23,0.22,0.2,0.0,0.24,0.0,0.0,0.0,0.22,0.2,0.21,0.23,0.0,0.26,0.22,0.0,0.0,0.24,0.22,0.2,0.24,0.2,0.2,0.19,0.0,0.2,0.22,0.0,0.21,0.21,0.0,0.19,0.22,0.0,0.19,0.2,0.0,0.0,0.2,0.0,0.0,0.22,0.29,0.26,0.22,0.0,0.22,0.19,0.19,0.0,0.0,0.0,0.2,0.19,0.2,0.0,0.19,0.0,0.23,0.23,0.0,0.21,0.23,0.0,0.0,0.0,0.0,0.26,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.19,0.0,0.0,0.0,0.19,0.0,63.97
08/26/2021,3.32,0.0,0.68,0.69,0.54,0.65,0.64,0.57,0.52,0.58,0.63,0.54,0.38,0.44,0.37,0.47,0.37,0.46,0.45,0.33,0.44,0.39,0.38,0.33,0.41,0.39,0.38,0.47,0.32,0.24,0.54,0.37,0.39,0.38,0.47,0.62,0.35,0.41,0.43,0.28,0.35,0.38,0.35,0.33,0.35,0.35,0.33,0.42,0.38,0.38,0.4,0.36,0.36,0.27,0.32,0.37,0.34,0.37,0.3,0.31,0.31,0.33,0.39,0.36,0.29,0.33,0.33,0.41,0.35,0.0,0.27,0.24,0.34,0.32,0.29,0.29,0.36,0.31,0.34,0.33,0.28,0.37,0.25,0.31,0.25,0.29,0.29,0.34,0.28,0.25,0.25,0.29,0.21,0.29,0.27,0.28,0.28,0.24,0.26,0.24,0.34,0.26,0.28,0.2,0.26,0.24,0.27,0.27,0.29,0.22,0.25,0.28,0.28,0.24,0.3,0.24,0.3,0.25,0.26,0.25,0.2,0.21,0.28,0.24,0.25,0.31,0.24,0.25,0.25,0.23,0.27,0.23,0.23,0.28,0.25,0.24,0.26,0.26,0.25,0.24,0.24,0.24,0.19,0.27,0.23,0.3,0.23,0.27,0.29,0.2,0.21,0.22,0.21,0.21,0.23,0.23,0.19,0.23,0.23,0.22,0.2,0.2,0.24,0.0,0.0,0.0,0.21,0.2,0.21,0.23,0.0,0.23,0.21,0.0,0.0,0.21,0.23,0.0,0.21,0.2,0.2,0.19,0.2,0.0,0.22,0.0,0.2,0.21,0.0,0.19,0.21,0.0,0.19,0.2,0.0,0.0,0.2,0.0,0.0,0.22,0.25,0.23,0.19,0.0,0.21,0.0,0.19,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.19,0.0,0.2,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.19,0.19,0.0,0.19,0.0,0.0,0.19,0.0,0.0,0.0,0.19,0.0,62.92
09/07/2021,4.88,0.0,0.7,0.0,0.62,0.7,0.68,0.57,0.52,0.62,0.62,0.56,0.41,0.44,0.39,0.46,0.38,0.48,0.47,0.35,0.47,0.38,0.44,0.31,0.44,0.4,0.39,0.48,0.32,0.28,0.51,0.36,0.39,0.4,0.49,0.62,0.36,0.42,0.42,0.3,0.34,0.39,0.39,0.35,0.35,0.36,0.33,0.47,0.4,0.35,0.42,0.36,0.36,0.28,0.31,0.35,0.35,0.39,0.29,0.32,0.31,0.35,0.39,0.37,0.3,0.33,0.34,0.41,0.35,0.0,0.28,0.23,0.33,0.31,0.27,0.28,0.38,0.34,0.35,0.33,0.28,0.41,0.25,0.31,0.28,0.32,0.28,0.37,0.28,0.24,0.22,0.29,0.2,0.28,0.25,0.28,0.28,0.23,0.26,0.24,0.34,0.26,0.28,0.22,0.27,0.25,0.28,0.26,0.28,0.22,0.26,0.27,0.27,0.22,0.29,0.23,0.27,0.25,0.26,0.25,0.21,0.2,0.28,0.23,0.25,0.31,0.25,0.26,0.27,0.24,0.29,0.22,0.23,0.27,0.23,0.24,0.25,0.26,0.25,0.29,0.24,0.26,0.21,0.28,0.24,0.29,0.22,0.28,0.28,0.22,0.23,0.0,0.22,0.21,0.23,0.22,0.2,0.22,0.24,0.23,0.21,0.2,0.25,0.19,0.0,0.0,0.21,0.2,0.22,0.23,0.2,0.23,0.22,0.0,0.0,0.2,0.23,0.0,0.24,0.21,0.2,0.0,0.2,0.2,0.22,0.0,0.21,0.21,0.0,0.0,0.21,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.22,0.28,0.23,0.0,0.19,0.22,0.0,0.19,0.0,0.0,0.0,0.2,0.19,0.21,0.19,0.19,0.0,0.23,0.0,0.0,0.19,0.22,0.0,0.0,0.0,0.0,0.27,0.0,0.19,0.0,0.0,0.0,0.2,0.0,0.22,0.0,0.2,0.0,0.0,0.0,0.0,0.19,0.19,65.07
09/08/2021,4.88,0.0,0.7,0.0,0.62,0.7,0.68,0.57,0.52,0.62,0.62,0.56,0.41,0.44,0.39,0.46,0.38,0.48,0.47,0.35,0.47,0.38,0.44,0.31,0.44,0.4,0.39,0.48,0.32,0.28,0.51,0.36,0.39,0.4,0.49,0.62,0.36,0.42,0.42,0.3,0.34,0.39,0.39,0.35,0.35,0.36,0.33,0.47,0.4,0.35,0.42,0.36,0.36,0.28,0.31,0.35,0.35,0.39,0.29,0.32,0.31,0.35,0.39,0.37,0.3,0.33,0.34,0.41,0.35,0.0,0.28,0.23,0.33,0.31,0.27,0.28,0.38,0.34,0.35,0.33,0.28,0.41,0.25,0.31,0.28,0.32,0.28,0.37,0.28,0.24,0.22,0.29,0.2,0.28,0.25,0.28,0.28,0.23,0.26,0.24,0.34,0.26,0.28,0.22,0.27,0.25,0.28,0.26,0.28,0.22,0.26,0.27,0.27,0.22,0.29,0.23,0.27,0.25,0.26,0.25,0.21,0.2,0.28,0.23,0.25,0.31,0.25,0.26,0.27,0.24,0.29,0.22,0.23,0.27,0.23,0.24,0.25,0.26,0.25,0.29,0.24,0.26,0.21,0.28,0.24,0.29,0.22,0.28,0.28,0.22,0.23,0.0,0.22,0.21,0.23,0.22,0.2,0.22,0.24,0.23,0.21,0.2,0.25,0.19,0.0,0.0,0.21,0.2,0.22,0.23,0.2,0.23,0.22,0.0,0.0,0.2,0.23,0.0,0.24,0.21,0.2,0.0,0.2,0.2,0.22,0.0,0.21,0.21,0.0,0.0,0.21,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.22,0.28,0.23,0.0,0.19,0.22,0.0,0.19,0.0,0.0,0.0,0.2,0.19,0.21,0.19,0.19,0.0,0.23,0.0,0.0,0.19,0.22,0.0,0.0,0.0,0.0,0.27,0.0,0.19,0.0,0.0,0.0,0.2,0.0,0.22,0.0,0.2,0.0,0.0,0.0,0.0,0.19,0.19,65.07
