,AMC,CDEV,EXPR,CLR,DDS,MTDR,B7S.,CHS,HRI,RRC,GMS,VVV,AMN,CAL,FTNT,SKT,CACC,MLHR,GVA,GCO,CLF,CNDT,STNG,GEF,BDC,RGLD,WBT,VRSN,HZNP,ECPG,EPC,CZR,LADR,PBH,GWB,ESNT,WEN,DEN,LYFT,FCFS,MDRX,KTB,GPRE,EGP,JW.A,UE,CBU,SCS,CLI,CWK,MCY,CRUS,SIRI,SSF.,AKR,BYD,ENTG,RH,HOPE,AMKR,MHO,MTX,ESRT,COLD,BGCP,NSP,REXR,BLD,WRE,GRA,SMCI,AY,FBP,ADT,SSB,TECH,BWXT,CG,W,HELE,AIMC,ITGR,CHX,CNA,KW,KFY,TYL,DOOR,NUVA,PPD,UIS,HAIN,PRTY,HI,SYNA,ITRI,LGIH,MLI,RLI,JELD,PCH,CADE,CAKE,MOG.A,HTH,NTCT,PLCE,EXP,HMN,SPTN,APAM,QTS,ROIC,VEEV,FUO.,COR,NHI,PANW,APG,ENR,KRG,LCII,B,HMHC,MGY,BHLB,TDC,CVBF,PPC,NWN,SYKE,RUSHA,FFBC,C6M.,RNST,WWW,AWI,LOPE,HCSG,LHCG,SQ,WTM,ARCB,DNOW,ABCB,SAIA,USCR,FLOW,GNL,TGI,BANR,SSD,AUB,COOP,SHOO,CLB,ESGR,ACA,LFUS,CABO,HOV,NGVT,TWNK,SCHN,FIX,CENTA,CFFN,WDAY,PRAA,SFL,SPLK,GCI,GMED,KRA,HNI,LPI,CCOI,AJRD,SCL,H,VGR,MASI,CONN,IART,JACK,AAT,HLI,SITE,FIVE,TTEK,LITE,ACIW,MYRG,LANC,RC,RRR,WTS,CCS,COKE,CHE,MSGE,BRKR,FFIN,BKD,SXT,DLB,CORE,FL2P.,CEIX,STC,WOR,FBC,ILPT,NWBI,MGEE,ATKR,FND,IAA,GTLS,AGPXX,HEES,Interest/Overdraft,VNE,NYT,ROLL,ARCH,LC,LIVN,SCCO,CGNX,VSTO,MC,MYGN,FRME,PFSI,TNET,MELI,IDI.,AX,EXLS,ALKS,FN,EYE,CDAY,DIOD,DAC,IRDM,CWEN,OTTR,JW/A,MOG/A,ABMD,ICUI,MRNA,ROL,EXEL,AM,VRNT,ATGE,n/a,MPWR,PFS,SUM
08/11/2021,0.39,0.24,0.3,0.28,0.26,0.23,0.0,0.25,0.27,0.23,0.25,0.22,0.24,0.2,0.26,0.2,0.26,0.25,0.21,0.2,0.24,0.2,0.14,0.21,0.21,0.2,0.19,0.18,0.22,0.2,0.2,0.18,0.19,0.22,0.2,0.21,0.19,0.18,0.16,0.21,0.19,0.19,0.2,0.2,0.18,0.19,0.19,0.18,0.19,0.2,0.17,0.17,0.18,0.0,0.18,0.19,0.19,0.18,0.19,0.22,0.19,0.19,0.16,0.17,0.18,0.2,0.19,0.2,0.18,0.18,0.2,0.18,0.19,0.15,0.16,0.18,0.16,0.18,0.15,0.17,0.16,0.17,0.17,0.17,0.18,0.17,0.18,0.17,0.15,0.17,0.16,0.17,0.0,0.17,0.18,0.0,0.16,0.17,0.17,0.18,0.16,0.16,0.0,0.15,0.15,0.16,0.15,0.17,0.17,0.17,0.16,0.16,0.16,0.17,0.0,0.16,0.15,0.16,0.16,0.15,0.15,0.18,0.15,0.19,0.15,0.16,0.15,0.15,0.15,0.16,0.15,0.16,0.15,0.0,0.14,0.16,0.15,0.15,0.0,0.0,0.17,0.15,0.18,0.0,0.15,0.17,0.15,0.19,0.15,0.15,0.16,0.15,0.15,0.17,0.14,0.0,0.17,0.0,0.16,0.15,0.17,0.15,0.14,0.15,0.15,0.0,0.14,0.14,0.16,0.0,0.14,0.19,0.14,0.16,0.0,0.0,0.14,0.0,0.14,0.14,0.15,0.15,0.0,0.14,0.0,0.14,0.15,0.16,0.14,0.15,0.14,0.0,0.15,0.0,0.0,0.14,0.16,0.15,0.14,0.0,0.14,0.14,0.0,0.22,0.18,0.15,0.14,0.0,0.16,0.14,0.0,0.15,0.0,0.0,0.0,0.16,0.14,0.0,0.15,0.15,0.14,0.0,0.21,0.15,0.14,0.14,0.16,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.92
08/13/2021,0.38,0.26,0.34,0.3,0.27,0.23,0.21,0.26,0.28,0.23,0.25,0.22,0.24,0.21,0.26,0.21,0.26,0.26,0.21,0.21,0.26,0.2,0.14,0.21,0.22,0.19,0.19,0.18,0.22,0.21,0.21,0.18,0.2,0.22,0.2,0.21,0.18,0.18,0.17,0.21,0.18,0.19,0.22,0.19,0.18,0.19,0.19,0.18,0.18,0.2,0.17,0.17,0.17,0.19,0.18,0.19,0.19,0.19,0.19,0.21,0.19,0.19,0.16,0.17,0.18,0.2,0.18,0.21,0.18,0.18,0.2,0.18,0.19,0.15,0.16,0.18,0.17,0.17,0.16,0.17,0.17,0.16,0.17,0.17,0.18,0.17,0.17,0.18,0.14,0.17,0.16,0.17,0.0,0.17,0.18,0.0,0.16,0.17,0.17,0.18,0.16,0.17,0.0,0.15,0.15,0.16,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.15,0.16,0.15,0.15,0.17,0.14,0.14,0.18,0.15,0.2,0.15,0.16,0.16,0.15,0.16,0.15,0.15,0.16,0.15,0.15,0.14,0.17,0.15,0.15,0.0,0.0,0.16,0.15,0.17,0.0,0.15,0.18,0.15,0.19,0.14,0.14,0.16,0.15,0.16,0.17,0.15,0.0,0.17,0.0,0.16,0.15,0.17,0.15,0.14,0.16,0.15,0.0,0.14,0.14,0.15,0.0,0.14,0.18,0.0,0.16,0.0,0.0,0.14,0.0,0.14,0.14,0.15,0.14,0.0,0.14,0.0,0.14,0.15,0.16,0.15,0.16,0.0,0.0,0.16,0.0,0.0,0.14,0.15,0.15,0.14,0.0,0.14,0.14,0.14,0.0,0.0,0.0,0.0,0.16,0.16,0.14,0.0,0.0,0.0,0.0,0.0,0.18,0.15,0.0,0.15,0.0,0.14,0.0,0.21,0.15,0.14,0.14,0.16,0.0,0.14,0.0,0.14,0.14,0.0,0.14,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.150000000000006
08/16/2021,0.39,0.26,0.32,0.3,0.28,0.22,0.21,0.25,0.29,0.22,0.26,0.22,0.24,0.2,0.27,0.2,0.26,0.26,0.22,0.21,0.25,0.21,0.15,0.22,0.22,0.19,0.19,0.18,0.23,0.2,0.21,0.19,0.19,0.22,0.2,0.21,0.2,0.18,0.17,0.21,0.18,0.19,0.22,0.19,0.18,0.19,0.19,0.18,0.18,0.19,0.17,0.17,0.17,0.19,0.18,0.19,0.17,0.19,0.19,0.21,0.2,0.19,0.16,0.17,0.18,0.2,0.19,0.21,0.18,0.18,0.19,0.18,0.19,0.15,0.16,0.18,0.17,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.18,0.17,0.17,0.19,0.14,0.17,0.16,0.17,0.0,0.17,0.18,0.14,0.16,0.18,0.17,0.19,0.16,0.17,0.14,0.15,0.15,0.15,0.18,0.18,0.17,0.17,0.16,0.16,0.16,0.16,0.15,0.16,0.14,0.15,0.16,0.15,0.14,0.18,0.15,0.2,0.15,0.15,0.17,0.15,0.16,0.15,0.15,0.16,0.15,0.15,0.15,0.17,0.15,0.14,0.0,0.0,0.16,0.14,0.18,0.0,0.16,0.18,0.15,0.19,0.14,0.14,0.16,0.15,0.16,0.17,0.15,0.0,0.16,0.0,0.16,0.15,0.17,0.15,0.14,0.17,0.15,0.0,0.14,0.14,0.15,0.14,0.15,0.17,0.14,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.14,0.0,0.14,0.0,0.14,0.15,0.16,0.16,0.16,0.0,0.0,0.16,0.0,0.0,0.14,0.16,0.16,0.15,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.14,0.0,0.0,0.0,0.0,0.0,0.18,0.14,0.0,0.16,0.0,0.15,0.0,0.2,0.15,0.14,0.15,0.17,0.0,0.0,0.0,0.14,0.14,0.0,0.14,0.0,0.14,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.3
08/17/2021,0.4,0.24,0.33,0.3,0.29,0.21,0.0,0.24,0.29,0.21,0.25,0.22,0.24,0.2,0.27,0.2,0.27,0.26,0.22,0.21,0.25,0.21,0.15,0.22,0.23,0.2,0.19,0.18,0.23,0.2,0.21,0.18,0.2,0.23,0.2,0.21,0.2,0.18,0.17,0.21,0.18,0.19,0.21,0.2,0.19,0.19,0.19,0.18,0.19,0.2,0.17,0.17,0.17,0.0,0.18,0.19,0.18,0.19,0.19,0.21,0.2,0.19,0.16,0.17,0.18,0.2,0.19,0.21,0.18,0.18,0.18,0.18,0.19,0.15,0.16,0.18,0.16,0.18,0.18,0.18,0.17,0.17,0.16,0.16,0.18,0.17,0.17,0.19,0.15,0.17,0.16,0.18,0.0,0.17,0.18,0.0,0.16,0.18,0.17,0.19,0.16,0.17,0.14,0.15,0.15,0.15,0.18,0.18,0.17,0.17,0.16,0.16,0.16,0.16,0.0,0.16,0.15,0.15,0.16,0.15,0.14,0.17,0.15,0.21,0.15,0.15,0.18,0.15,0.19,0.16,0.15,0.16,0.15,0.0,0.15,0.17,0.15,0.15,0.0,0.0,0.16,0.14,0.18,0.0,0.15,0.18,0.15,0.18,0.14,0.14,0.16,0.15,0.16,0.17,0.14,0.0,0.16,0.0,0.16,0.15,0.16,0.15,0.14,0.17,0.15,0.0,0.14,0.14,0.15,0.14,0.15,0.17,0.0,0.16,0.0,0.0,0.0,0.0,0.14,0.0,0.15,0.14,0.0,0.14,0.0,0.14,0.15,0.16,0.16,0.16,0.0,0.0,0.16,0.0,0.0,0.14,0.16,0.16,0.15,0.0,0.14,0.14,0.0,0.21,0.19,0.15,0.15,0.0,0.16,0.14,0.0,0.16,0.0,0.0,0.14,0.18,0.14,0.0,0.16,0.0,0.15,0.0,0.21,0.15,0.14,0.15,0.17,0.0,0.14,0.0,0.14,0.14,0.0,0.14,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.379999999999995
08/18/2021,0.4,0.24,0.33,0.3,0.29,0.21,0.0,0.24,0.29,0.21,0.25,0.22,0.24,0.2,0.27,0.2,0.27,0.26,0.22,0.21,0.25,0.21,0.15,0.22,0.23,0.2,0.19,0.18,0.23,0.2,0.21,0.18,0.2,0.23,0.2,0.21,0.2,0.18,0.17,0.21,0.18,0.19,0.21,0.2,0.19,0.19,0.19,0.18,0.19,0.2,0.17,0.17,0.17,0.0,0.18,0.19,0.18,0.19,0.19,0.21,0.2,0.19,0.16,0.17,0.18,0.2,0.19,0.21,0.18,0.18,0.18,0.18,0.19,0.15,0.16,0.18,0.16,0.18,0.18,0.18,0.17,0.17,0.16,0.16,0.18,0.17,0.17,0.19,0.15,0.17,0.16,0.18,0.0,0.17,0.18,0.0,0.16,0.18,0.17,0.19,0.16,0.17,0.14,0.15,0.15,0.15,0.18,0.18,0.17,0.17,0.16,0.16,0.16,0.16,0.0,0.16,0.15,0.15,0.16,0.15,0.14,0.17,0.15,0.21,0.15,0.15,0.18,0.15,0.19,0.16,0.15,0.16,0.15,0.0,0.15,0.17,0.15,0.15,0.0,0.0,0.16,0.14,0.18,0.0,0.15,0.18,0.15,0.18,0.14,0.14,0.16,0.15,0.16,0.17,0.14,0.0,0.16,0.0,0.16,0.15,0.16,0.15,0.14,0.17,0.15,0.0,0.14,0.14,0.15,0.14,0.15,0.17,0.0,0.16,0.0,0.0,0.0,0.0,0.14,0.0,0.15,0.14,0.0,0.14,0.0,0.14,0.15,0.16,0.16,0.16,0.0,0.0,0.16,0.0,0.0,0.14,0.16,0.16,0.15,0.0,0.14,0.14,0.0,0.21,0.19,0.15,0.15,0.0,0.16,0.14,0.0,0.16,0.0,0.0,0.14,0.18,0.14,0.0,0.16,0.0,0.15,0.0,0.21,0.15,0.14,0.15,0.17,0.0,0.14,0.0,0.14,0.14,0.0,0.14,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.379999999999995
08/19/2021,0.43,0.23,0.33,0.29,0.31,0.21,0.21,0.24,0.29,0.21,0.25,0.22,0.25,0.2,0.27,0.2,0.27,0.25,0.22,0.22,0.25,0.21,0.15,0.22,0.22,0.2,0.19,0.18,0.23,0.2,0.21,0.18,0.2,0.23,0.2,0.21,0.2,0.18,0.16,0.21,0.18,0.2,0.21,0.2,0.19,0.19,0.19,0.18,0.19,0.19,0.17,0.18,0.17,0.19,0.18,0.19,0.18,0.19,0.19,0.21,0.21,0.19,0.16,0.17,0.17,0.2,0.19,0.21,0.19,0.18,0.19,0.17,0.19,0.15,0.16,0.18,0.17,0.18,0.17,0.18,0.17,0.17,0.16,0.16,0.18,0.17,0.17,0.19,0.15,0.17,0.16,0.18,0.0,0.17,0.18,0.0,0.16,0.18,0.17,0.19,0.16,0.17,0.14,0.15,0.16,0.16,0.18,0.18,0.18,0.18,0.16,0.16,0.16,0.16,0.16,0.17,0.14,0.15,0.17,0.15,0.14,0.18,0.15,0.2,0.14,0.15,0.18,0.16,0.19,0.16,0.15,0.16,0.15,0.15,0.15,0.17,0.15,0.15,0.0,0.0,0.16,0.15,0.18,0.0,0.15,0.18,0.15,0.19,0.14,0.14,0.16,0.15,0.16,0.17,0.14,0.0,0.16,0.0,0.17,0.16,0.16,0.15,0.14,0.16,0.15,0.0,0.14,0.14,0.15,0.14,0.14,0.17,0.14,0.17,0.0,0.0,0.0,0.0,0.14,0.0,0.15,0.15,0.0,0.15,0.0,0.14,0.15,0.16,0.16,0.16,0.0,0.0,0.16,0.0,0.0,0.14,0.16,0.16,0.15,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.14,0.0,0.0,0.0,0.0,0.14,0.18,0.14,0.0,0.16,0.0,0.15,0.0,0.2,0.15,0.14,0.15,0.17,0.0,0.0,0.0,0.14,0.14,0.0,0.14,0.0,0.15,0.0,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.53
08/20/2021,0.45,0.23,0.31,0.29,0.29,0.22,0.21,0.23,0.28,0.21,0.25,0.22,0.25,0.2,0.27,0.2,0.28,0.26,0.21,0.21,0.25,0.21,0.15,0.22,0.22,0.2,0.19,0.19,0.23,0.21,0.21,0.17,0.2,0.23,0.2,0.21,0.2,0.18,0.16,0.22,0.18,0.2,0.21,0.2,0.19,0.19,0.19,0.18,0.19,0.2,0.17,0.17,0.18,0.19,0.17,0.19,0.18,0.19,0.19,0.2,0.2,0.19,0.16,0.17,0.17,0.2,0.19,0.21,0.19,0.18,0.19,0.18,0.19,0.14,0.16,0.19,0.17,0.18,0.17,0.18,0.16,0.18,0.16,0.17,0.18,0.17,0.17,0.18,0.15,0.17,0.15,0.18,0.0,0.17,0.18,0.0,0.16,0.18,0.18,0.19,0.16,0.17,0.0,0.15,0.16,0.16,0.18,0.18,0.18,0.18,0.16,0.16,0.16,0.16,0.16,0.17,0.15,0.15,0.17,0.15,0.14,0.18,0.15,0.2,0.14,0.15,0.17,0.16,0.2,0.16,0.16,0.16,0.16,0.15,0.15,0.17,0.15,0.14,0.0,0.0,0.16,0.15,0.18,0.0,0.15,0.18,0.15,0.19,0.15,0.14,0.16,0.15,0.16,0.17,0.14,0.0,0.16,0.0,0.16,0.16,0.16,0.15,0.15,0.16,0.15,0.0,0.15,0.14,0.16,0.14,0.15,0.17,0.14,0.17,0.0,0.0,0.14,0.0,0.14,0.0,0.15,0.15,0.0,0.15,0.0,0.14,0.15,0.16,0.16,0.16,0.14,0.0,0.16,0.0,0.0,0.0,0.16,0.15,0.15,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.15,0.0,0.0,0.0,0.0,0.14,0.18,0.14,0.0,0.15,0.0,0.14,0.0,0.21,0.16,0.14,0.15,0.16,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.14,0.15,0.0,0.0,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.57
08/23/2021,0.42,0.22,0.36,0.28,0.3,0.21,0.21,0.24,0.27,0.2,0.25,0.22,0.25,0.21,0.27,0.2,0.28,0.25,0.21,0.22,0.24,0.21,0.15,0.22,0.22,0.2,0.19,0.19,0.23,0.21,0.21,0.17,0.2,0.23,0.2,0.21,0.21,0.17,0.15,0.22,0.18,0.2,0.22,0.21,0.18,0.19,0.19,0.18,0.19,0.2,0.17,0.17,0.18,0.19,0.18,0.18,0.18,0.18,0.19,0.2,0.2,0.18,0.16,0.18,0.17,0.21,0.19,0.21,0.19,0.18,0.18,0.18,0.19,0.14,0.16,0.19,0.17,0.18,0.17,0.18,0.16,0.18,0.16,0.17,0.18,0.17,0.17,0.18,0.15,0.18,0.15,0.18,0.0,0.17,0.18,0.0,0.16,0.18,0.18,0.19,0.16,0.17,0.0,0.16,0.16,0.16,0.17,0.18,0.18,0.19,0.16,0.16,0.16,0.16,0.16,0.18,0.14,0.15,0.17,0.15,0.14,0.17,0.15,0.2,0.0,0.15,0.17,0.16,0.2,0.16,0.16,0.16,0.16,0.15,0.14,0.17,0.15,0.14,0.0,0.0,0.16,0.15,0.17,0.0,0.15,0.18,0.15,0.19,0.15,0.0,0.16,0.15,0.16,0.17,0.14,0.0,0.16,0.0,0.17,0.16,0.16,0.15,0.15,0.15,0.15,0.0,0.15,0.15,0.16,0.15,0.15,0.16,0.14,0.16,0.0,0.0,0.0,0.0,0.14,0.0,0.15,0.16,0.0,0.15,0.0,0.15,0.15,0.16,0.16,0.16,0.15,0.0,0.16,0.0,0.0,0.0,0.16,0.15,0.15,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.16,0.15,0.15,0.0,0.0,0.14,0.0,0.14,0.17,0.14,0.0,0.16,0.0,0.14,0.0,0.21,0.16,0.14,0.0,0.16,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.0,0.15,0.14,0.0,0.0,0.14,0.15,0.14,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.56
08/24/2021,0.42,0.22,0.37,0.28,0.3,0.2,0.0,0.25,0.27,0.2,0.25,0.22,0.25,0.21,0.27,0.2,0.28,0.25,0.21,0.23,0.23,0.21,0.14,0.22,0.23,0.19,0.19,0.19,0.23,0.21,0.21,0.18,0.2,0.22,0.2,0.21,0.2,0.17,0.15,0.22,0.17,0.18,0.2,0.2,0.18,0.19,0.19,0.18,0.19,0.19,0.17,0.18,0.18,0.0,0.17,0.18,0.18,0.19,0.19,0.2,0.2,0.18,0.15,0.18,0.17,0.21,0.19,0.21,0.19,0.18,0.18,0.18,0.19,0.14,0.16,0.19,0.17,0.18,0.17,0.17,0.16,0.18,0.16,0.17,0.18,0.17,0.17,0.18,0.15,0.18,0.15,0.17,0.0,0.17,0.18,0.0,0.16,0.18,0.18,0.19,0.16,0.17,0.0,0.16,0.16,0.16,0.17,0.18,0.18,0.19,0.16,0.16,0.16,0.16,0.0,0.17,0.14,0.15,0.17,0.15,0.14,0.17,0.15,0.2,0.0,0.15,0.17,0.16,0.19,0.16,0.16,0.16,0.16,0.0,0.14,0.17,0.15,0.15,0.0,0.0,0.16,0.15,0.17,0.0,0.15,0.18,0.15,0.19,0.14,0.0,0.16,0.15,0.16,0.17,0.14,0.0,0.16,0.0,0.17,0.16,0.17,0.15,0.14,0.15,0.15,0.0,0.15,0.15,0.16,0.15,0.15,0.16,0.14,0.17,0.0,0.0,0.0,0.0,0.14,0.0,0.15,0.16,0.0,0.15,0.0,0.14,0.15,0.16,0.16,0.16,0.15,0.0,0.15,0.0,0.0,0.0,0.16,0.15,0.15,0.0,0.0,0.15,0.0,0.21,0.19,0.16,0.15,0.0,0.15,0.15,0.0,0.16,0.14,0.0,0.14,0.17,0.15,0.0,0.16,0.0,0.14,0.0,0.2,0.16,0.14,0.14,0.17,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.0,0.15,0.14,0.0,0.0,0.14,0.15,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.44
08/25/2021,0.42,0.22,0.37,0.28,0.3,0.2,0.0,0.25,0.27,0.2,0.25,0.22,0.25,0.21,0.27,0.2,0.28,0.25,0.21,0.23,0.23,0.21,0.14,0.22,0.23,0.19,0.19,0.19,0.23,0.21,0.21,0.18,0.2,0.22,0.2,0.21,0.2,0.17,0.15,0.22,0.17,0.18,0.2,0.2,0.18,0.19,0.19,0.18,0.19,0.19,0.17,0.18,0.18,0.0,0.17,0.18,0.18,0.19,0.19,0.2,0.2,0.18,0.15,0.18,0.17,0.21,0.19,0.21,0.19,0.18,0.18,0.18,0.19,0.14,0.16,0.19,0.17,0.18,0.17,0.17,0.16,0.18,0.16,0.17,0.18,0.17,0.17,0.18,0.15,0.18,0.15,0.17,0.0,0.17,0.18,0.0,0.16,0.18,0.18,0.19,0.16,0.17,0.0,0.16,0.16,0.16,0.17,0.18,0.18,0.19,0.16,0.16,0.16,0.16,0.0,0.17,0.14,0.15,0.17,0.15,0.14,0.17,0.15,0.2,0.0,0.15,0.17,0.16,0.19,0.16,0.16,0.16,0.16,0.0,0.14,0.17,0.15,0.15,0.0,0.0,0.16,0.15,0.17,0.0,0.15,0.18,0.15,0.19,0.14,0.0,0.16,0.15,0.16,0.17,0.14,0.0,0.16,0.0,0.17,0.16,0.17,0.15,0.14,0.15,0.15,0.0,0.15,0.15,0.16,0.15,0.15,0.16,0.14,0.17,0.0,0.0,0.0,0.0,0.14,0.0,0.15,0.16,0.0,0.15,0.0,0.14,0.15,0.16,0.16,0.16,0.15,0.0,0.15,0.0,0.0,0.0,0.16,0.15,0.15,0.0,0.0,0.15,0.0,0.21,0.19,0.16,0.15,0.0,0.15,0.15,0.0,0.16,0.14,0.0,0.14,0.17,0.15,0.0,0.16,0.0,0.14,0.0,0.2,0.16,0.14,0.14,0.17,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.0,0.15,0.14,0.0,0.0,0.14,0.15,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.44
08/26/2021,0.44,0.23,0.38,0.3,0.31,0.21,0.0,0.25,0.28,0.2,0.25,0.22,0.25,0.2,0.27,0.2,0.27,0.25,0.22,0.23,0.24,0.2,0.15,0.21,0.22,0.19,0.19,0.19,0.23,0.2,0.21,0.18,0.2,0.22,0.2,0.21,0.2,0.18,0.15,0.21,0.18,0.18,0.2,0.2,0.18,0.18,0.19,0.18,0.19,0.19,0.17,0.18,0.18,0.0,0.17,0.19,0.18,0.18,0.19,0.2,0.2,0.18,0.15,0.17,0.17,0.21,0.19,0.2,0.19,0.18,0.18,0.18,0.19,0.14,0.16,0.19,0.17,0.18,0.16,0.17,0.16,0.18,0.16,0.16,0.18,0.18,0.17,0.18,0.15,0.17,0.16,0.17,0.0,0.17,0.19,0.0,0.16,0.18,0.18,0.18,0.16,0.17,0.0,0.15,0.16,0.16,0.17,0.18,0.18,0.19,0.16,0.16,0.16,0.16,0.0,0.17,0.14,0.15,0.17,0.14,0.0,0.17,0.15,0.2,0.14,0.15,0.17,0.16,0.19,0.15,0.15,0.16,0.16,0.0,0.14,0.17,0.15,0.14,0.0,0.0,0.17,0.15,0.18,0.0,0.15,0.18,0.15,0.19,0.14,0.0,0.16,0.16,0.16,0.17,0.14,0.0,0.16,0.0,0.17,0.15,0.16,0.15,0.14,0.15,0.15,0.0,0.15,0.15,0.16,0.15,0.15,0.17,0.14,0.17,0.0,0.0,0.0,0.0,0.14,0.0,0.15,0.16,0.0,0.15,0.0,0.14,0.15,0.16,0.17,0.16,0.15,0.0,0.16,0.0,0.0,0.14,0.16,0.15,0.14,0.0,0.15,0.15,0.0,0.22,0.19,0.16,0.16,0.0,0.15,0.15,0.0,0.16,0.0,0.0,0.14,0.17,0.14,0.0,0.16,0.0,0.14,0.0,0.2,0.16,0.14,0.15,0.17,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.0,0.15,0.14,0.0,0.0,0.0,0.14,0.0,0.14,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.47
08/27/2021,0.53,0.24,0.39,0.3,0.31,0.21,0.0,0.26,0.27,0.2,0.25,0.22,0.24,0.21,0.26,0.2,0.27,0.26,0.22,0.23,0.24,0.2,0.15,0.21,0.23,0.19,0.19,0.18,0.23,0.2,0.2,0.19,0.2,0.22,0.2,0.21,0.19,0.18,0.15,0.21,0.17,0.18,0.2,0.19,0.18,0.18,0.19,0.18,0.19,0.19,0.17,0.18,0.18,0.0,0.17,0.19,0.18,0.19,0.19,0.2,0.2,0.18,0.15,0.17,0.17,0.21,0.18,0.21,0.18,0.18,0.18,0.18,0.19,0.14,0.16,0.19,0.17,0.18,0.16,0.17,0.16,0.18,0.16,0.16,0.18,0.17,0.17,0.18,0.15,0.17,0.16,0.17,0.0,0.17,0.19,0.0,0.16,0.18,0.18,0.18,0.16,0.17,0.14,0.15,0.16,0.16,0.18,0.18,0.18,0.19,0.16,0.16,0.16,0.16,0.0,0.17,0.14,0.18,0.17,0.14,0.0,0.17,0.15,0.2,0.15,0.14,0.17,0.16,0.19,0.15,0.15,0.16,0.15,0.0,0.14,0.17,0.15,0.15,0.0,0.0,0.16,0.15,0.18,0.0,0.15,0.18,0.15,0.19,0.14,0.0,0.16,0.16,0.16,0.17,0.14,0.0,0.15,0.0,0.16,0.15,0.16,0.15,0.14,0.15,0.15,0.0,0.14,0.15,0.16,0.15,0.15,0.18,0.14,0.17,0.0,0.0,0.0,0.0,0.14,0.14,0.15,0.16,0.0,0.15,0.0,0.14,0.15,0.16,0.17,0.16,0.15,0.0,0.16,0.0,0.0,0.14,0.16,0.15,0.14,0.0,0.15,0.15,0.0,0.22,0.19,0.15,0.16,0.0,0.15,0.15,0.0,0.16,0.0,0.0,0.0,0.18,0.14,0.0,0.16,0.0,0.14,0.0,0.2,0.16,0.14,0.16,0.17,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.0,0.15,0.14,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.56
