,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,TSLA,NVDA,JPM,JNJ,V,UNH,PYPL,HD,PG,MA,DIS,BAC,ADBE,CMCSA,XOM,NFLX,VZ,INTC,CSCO,CRM,PFE,KO,T,ABT,PEP,ABBV,TMO,NKE,CVX,LLY,WMT,MRK,ACN,AVGO,WFC,DHR,TXN,COST,MCD,MDT,QCOM,PM,UPS,UNP,BMY,HON,NEE,ORCL,C,AMGN,LOW,SBUX,BLK,INTU,RTX,BA,MS,AMAT,AMT,IBM,GS,TGT,CAT,AMD,SCHW,AXP,MMM,ISRG,GE,NOW,CVS,SPGI,DE,SQ,CHTR,ANTM,LMT,MU,FIS,PLD,ZTS,SYK,BKNG,LRCX,MDLZ,TMUS,MO,CCI,GILD,ZM,ADP,TJX,UBER,COP,GM,MRNA,CI,PNC,DUK,USB,CME,CSX,TFC,EQIX,XTSLA,ILMN,COF,ITW,FDX,BDX,CB,MMC,ATVI,EL,ICE,ADSK,FISV,SO,CL,EW,BX,SHW,NSC,TWLO,APD,ADI,BSX,D,PGR,GPN,F,EMR,HUM,REGN,ETN,MCO,WM,AON,ECL,DG,FCX,DOCU,TWTR,NXPI,IDXX,NOC,HCA,ROP,EOG,JCI,BIIB,ROKU,NEM,VRTX,A,PINS,CMG,VEEV,WDAY,MSCI,TT,ROST,LHX,EXC,KMB,DOW,MRVL,PSA,GD,EBAY,IQV,ALGN,KLAC,TROW,ALXN,DD,BAX,EA,BK,APH,PLTR,AIG,ORLY,PPG,SPG,CARR,SRE,INFO,LULU,MTCH,SLB,DLR,MET,APTV,CNC,DXCM,AEP,ALL,PH,SNPS,CRWD,PRU,USD,MAR,CDNS,TEAM,GE.,XLNX,FTNT,DFS,CTSH,RMD,TRV,YUM,PANW,SNOW,MCHP,SUM
08/13/2021,5.39,5.09,3.4,2.04,1.94,1.85,1.28,1.3,1.12,1.13,1.08,0.95,0.91,0.76,0.84,0.82,0.76,0.76,0.74,0.7,0.63,0.58,0.53,0.54,0.51,0.55,0.53,0.63,0.52,0.47,0.5,0.5,0.48,0.5,0.5,0.47,0.54,0.5,0.45,0.48,0.45,0.48,0.46,0.41,0.46,0.41,0.4,0.39,0.37,0.33,0.35,0.35,0.38,0.37,0.37,0.36,0.31,0.32,0.32,0.31,0.32,0.31,0.3,0.33,0.3,0.29,0.3,0.32,0.31,0.28,0.3,0.28,0.26,0.27,0.28,0.0,0.27,0.26,0.25,0.25,0.25,0.24,0.22,0.21,0.2,0.19,0.22,0.22,0.21,0.21,0.21,0.2,0.2,0.21,0.19,0.2,0.19,0.22,0.2,0.16,0.18,0.18,0.36,0.17,0.19,0.19,0.18,0.18,0.18,0.18,0.17,0.18,0.17,0.18,0.17,0.16,0.16,0.19,0.18,0.15,0.18,0.16,0.17,0.16,0.16,0.15,0.16,0.18,0.17,0.15,0.14,0.14,0.15,0.14,0.15,0.13,0.12,0.13,0.14,0.13,0.15,0.16,0.15,0.15,0.14,0.13,0.13,0.13,0.14,0.12,0.14,0.13,0.13,0.15,0.12,0.0,0.12,0.12,0.1,0.11,0.12,0.11,0.0,0.12,0.1,0.1,0.12,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.13,0.12,0.11,0.0,0.1,0.0,0.0,0.1,0.1,0.09,0.11,0.1,0.0,0.1,0.12,0.1,0.1,0.11,0.0,0.0,0.1,0.11,0.11,0.0,0.11,0.1,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.4
08/16/2021,5.49,5.13,3.36,2.04,1.94,1.84,1.28,1.31,1.12,1.14,1.08,0.92,0.9,0.76,0.84,0.82,0.74,0.76,0.75,0.71,0.63,0.57,0.52,0.54,0.51,0.56,0.54,0.62,0.52,0.47,0.5,0.5,0.48,0.5,0.5,0.47,0.52,0.5,0.45,0.48,0.45,0.5,0.47,0.41,0.46,0.41,0.4,0.39,0.37,0.33,0.35,0.35,0.38,0.38,0.37,0.36,0.31,0.32,0.32,0.31,0.32,0.31,0.3,0.34,0.28,0.3,0.3,0.32,0.31,0.28,0.3,0.28,0.26,0.27,0.28,0.0,0.27,0.26,0.25,0.26,0.25,0.24,0.21,0.21,0.18,0.19,0.22,0.22,0.21,0.21,0.19,0.2,0.2,0.21,0.19,0.21,0.18,0.21,0.2,0.16,0.18,0.18,0.31,0.17,0.19,0.19,0.19,0.18,0.18,0.18,0.17,0.18,0.17,0.19,0.17,0.16,0.17,0.19,0.18,0.15,0.18,0.15,0.17,0.16,0.16,0.15,0.16,0.18,0.17,0.16,0.14,0.14,0.15,0.15,0.15,0.13,0.12,0.13,0.15,0.12,0.14,0.16,0.14,0.15,0.14,0.13,0.13,0.13,0.13,0.12,0.14,0.13,0.13,0.15,0.12,0.1,0.12,0.12,0.1,0.11,0.12,0.11,0.0,0.12,0.0,0.1,0.12,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.13,0.12,0.11,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.11,0.1,0.0,0.1,0.11,0.1,0.1,0.11,0.0,0.0,0.1,0.11,0.1,0.0,0.11,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.27,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.38000000000001
08/17/2021,5.49,5.17,3.35,2.04,1.94,1.84,1.27,1.3,1.13,1.13,1.09,0.92,0.9,0.76,0.83,0.82,0.74,0.77,0.74,0.71,0.63,0.56,0.52,0.54,0.51,0.56,0.54,0.63,0.52,0.47,0.5,0.51,0.48,0.5,0.5,0.46,0.52,0.5,0.46,0.48,0.45,0.49,0.47,0.41,0.46,0.42,0.4,0.39,0.37,0.33,0.35,0.35,0.38,0.38,0.37,0.35,0.31,0.32,0.32,0.31,0.32,0.31,0.29,0.34,0.28,0.3,0.3,0.32,0.31,0.28,0.31,0.27,0.25,0.27,0.28,0.0,0.27,0.26,0.25,0.25,0.24,0.24,0.21,0.21,0.19,0.19,0.23,0.22,0.21,0.21,0.19,0.21,0.2,0.21,0.2,0.21,0.18,0.21,0.2,0.16,0.18,0.17,0.31,0.17,0.19,0.19,0.18,0.17,0.18,0.18,0.17,0.2,0.18,0.19,0.17,0.16,0.17,0.19,0.18,0.15,0.18,0.15,0.17,0.16,0.16,0.16,0.16,0.18,0.18,0.16,0.14,0.14,0.15,0.15,0.15,0.13,0.12,0.12,0.14,0.12,0.15,0.16,0.15,0.15,0.15,0.13,0.13,0.13,0.13,0.12,0.14,0.13,0.13,0.15,0.12,0.0,0.12,0.12,0.1,0.11,0.12,0.11,0.0,0.12,0.1,0.0,0.12,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.11,0.13,0.12,0.11,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.11,0.1,0.0,0.1,0.11,0.1,0.1,0.11,0.0,0.0,0.1,0.11,0.1,0.0,0.11,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.27,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,74.43
08/18/2021,5.49,5.17,3.35,2.04,1.94,1.84,1.27,1.3,1.13,1.13,1.09,0.92,0.9,0.76,0.83,0.82,0.74,0.77,0.74,0.71,0.63,0.56,0.52,0.54,0.51,0.56,0.54,0.63,0.52,0.47,0.5,0.51,0.48,0.5,0.5,0.46,0.52,0.5,0.46,0.48,0.45,0.49,0.47,0.41,0.46,0.42,0.4,0.39,0.37,0.33,0.35,0.35,0.38,0.38,0.37,0.35,0.31,0.32,0.32,0.31,0.32,0.31,0.29,0.34,0.28,0.3,0.3,0.32,0.31,0.28,0.31,0.27,0.25,0.27,0.28,0.0,0.27,0.26,0.25,0.25,0.24,0.24,0.21,0.21,0.19,0.19,0.23,0.22,0.21,0.21,0.19,0.21,0.2,0.21,0.2,0.21,0.18,0.21,0.2,0.16,0.18,0.17,0.31,0.17,0.19,0.19,0.18,0.17,0.18,0.18,0.17,0.2,0.18,0.19,0.17,0.16,0.17,0.19,0.18,0.15,0.18,0.15,0.17,0.16,0.16,0.16,0.16,0.18,0.18,0.16,0.14,0.14,0.15,0.15,0.15,0.13,0.12,0.12,0.14,0.12,0.15,0.16,0.15,0.15,0.15,0.13,0.13,0.13,0.13,0.12,0.14,0.13,0.13,0.15,0.12,0.0,0.12,0.12,0.1,0.11,0.12,0.11,0.0,0.12,0.1,0.1,0.12,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.11,0.13,0.12,0.11,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.11,0.1,0.0,0.1,0.11,0.1,0.1,0.11,0.0,0.0,0.1,0.11,0.1,0.0,0.11,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.27,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.43
08/19/2021,5.55,5.2,3.35,2.05,1.95,1.84,1.27,1.25,1.12,1.12,1.1,0.93,0.92,0.77,0.84,0.82,0.74,0.76,0.73,0.71,0.63,0.55,0.52,0.54,0.51,0.56,0.54,0.64,0.52,0.47,0.51,0.51,0.49,0.51,0.5,0.46,0.54,0.51,0.46,0.49,0.46,0.48,0.47,0.41,0.47,0.42,0.41,0.39,0.37,0.33,0.35,0.36,0.38,0.39,0.37,0.35,0.31,0.32,0.32,0.31,0.32,0.31,0.29,0.34,0.28,0.3,0.3,0.32,0.31,0.28,0.3,0.27,0.25,0.27,0.28,0.0,0.27,0.26,0.25,0.25,0.24,0.24,0.22,0.21,0.19,0.19,0.23,0.23,0.22,0.2,0.2,0.21,0.19,0.21,0.2,0.21,0.17,0.22,0.2,0.16,0.17,0.17,0.3,0.17,0.19,0.19,0.18,0.17,0.18,0.18,0.17,0.2,0.18,0.19,0.17,0.16,0.17,0.19,0.18,0.15,0.18,0.15,0.17,0.16,0.16,0.16,0.17,0.18,0.18,0.16,0.13,0.15,0.15,0.15,0.15,0.13,0.12,0.12,0.14,0.12,0.15,0.16,0.15,0.15,0.15,0.13,0.13,0.13,0.13,0.12,0.14,0.13,0.13,0.15,0.12,0.0,0.12,0.12,0.1,0.11,0.12,0.12,0.0,0.12,0.1,0.1,0.12,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.11,0.13,0.12,0.11,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.11,0.1,0.0,0.1,0.12,0.1,0.1,0.11,0.0,0.0,0.11,0.11,0.1,0.0,0.11,0.11,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.26,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.65
08/20/2021,5.56,5.21,3.32,2.02,1.94,1.84,1.28,1.22,1.1,1.11,1.12,0.94,0.94,0.75,0.81,0.83,0.75,0.75,0.73,0.71,0.64,0.55,0.53,0.55,0.5,0.56,0.54,0.66,0.52,0.47,0.51,0.51,0.5,0.51,0.5,0.46,0.54,0.51,0.47,0.49,0.45,0.48,0.48,0.41,0.47,0.42,0.41,0.38,0.38,0.34,0.35,0.36,0.38,0.39,0.37,0.35,0.31,0.31,0.32,0.31,0.32,0.31,0.28,0.34,0.28,0.3,0.3,0.32,0.3,0.28,0.31,0.27,0.25,0.27,0.29,0.0,0.27,0.27,0.25,0.25,0.24,0.24,0.22,0.21,0.19,0.2,0.23,0.23,0.22,0.2,0.19,0.21,0.2,0.21,0.2,0.22,0.17,0.22,0.2,0.16,0.17,0.16,0.32,0.17,0.19,0.2,0.18,0.17,0.18,0.18,0.17,0.12,0.18,0.18,0.17,0.16,0.17,0.19,0.19,0.15,0.17,0.15,0.17,0.16,0.17,0.16,0.17,0.18,0.18,0.16,0.13,0.15,0.14,0.15,0.15,0.13,0.12,0.12,0.14,0.13,0.15,0.16,0.15,0.15,0.15,0.13,0.13,0.12,0.13,0.12,0.13,0.14,0.13,0.15,0.12,0.0,0.12,0.12,0.1,0.11,0.12,0.12,0.0,0.12,0.1,0.1,0.12,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.13,0.12,0.11,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.11,0.1,0.0,0.1,0.11,0.1,0.11,0.11,0.0,0.0,0.11,0.11,0.1,0.0,0.12,0.11,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.26,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,74.60000000000002
08/23/2021,5.49,5.33,3.29,2.02,1.94,1.85,1.27,1.24,1.13,1.11,1.12,0.93,0.96,0.76,0.83,0.84,0.74,0.75,0.72,0.72,0.64,0.53,0.56,0.55,0.51,0.58,0.56,0.65,0.53,0.47,0.52,0.52,0.5,0.52,0.49,0.43,0.55,0.51,0.47,0.5,0.45,0.47,0.48,0.41,0.48,0.42,0.41,0.38,0.38,0.33,0.35,0.36,0.38,0.39,0.37,0.34,0.31,0.35,0.32,0.31,0.33,0.3,0.27,0.33,0.28,0.31,0.29,0.31,0.29,0.27,0.3,0.27,0.25,0.27,0.3,0.0,0.27,0.26,0.25,0.24,0.24,0.25,0.22,0.21,0.19,0.19,0.23,0.23,0.22,0.2,0.2,0.21,0.2,0.21,0.2,0.21,0.17,0.21,0.21,0.15,0.17,0.16,0.3,0.17,0.19,0.2,0.18,0.17,0.18,0.18,0.18,0.12,0.16,0.18,0.17,0.16,0.17,0.2,0.19,0.15,0.18,0.15,0.17,0.17,0.17,0.16,0.17,0.18,0.18,0.16,0.13,0.14,0.15,0.15,0.15,0.13,0.11,0.12,0.14,0.13,0.16,0.16,0.15,0.15,0.15,0.13,0.13,0.11,0.13,0.12,0.13,0.14,0.13,0.15,0.12,0.0,0.13,0.12,0.0,0.11,0.12,0.12,0.0,0.12,0.1,0.1,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.13,0.12,0.11,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.11,0.1,0.0,0.0,0.11,0.1,0.1,0.11,0.0,0.0,0.11,0.11,0.1,0.0,0.12,0.11,0.1,0.0,0.11,0.0,0.1,0.0,0.0,0.1,0.1,0.26,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,74.74000000000001
08/24/2021,5.49,5.42,3.28,2.03,1.95,1.85,1.26,1.25,1.18,1.1,1.12,0.92,0.95,0.76,0.84,0.83,0.73,0.75,0.72,0.73,0.64,0.53,0.56,0.54,0.5,0.58,0.56,0.64,0.52,0.46,0.52,0.52,0.5,0.51,0.49,0.43,0.54,0.51,0.47,0.5,0.45,0.46,0.48,0.4,0.48,0.42,0.41,0.38,0.37,0.33,0.35,0.36,0.37,0.4,0.37,0.34,0.3,0.35,0.32,0.31,0.33,0.3,0.27,0.33,0.27,0.31,0.29,0.31,0.3,0.26,0.3,0.27,0.25,0.27,0.29,0.0,0.28,0.26,0.25,0.23,0.24,0.25,0.22,0.21,0.19,0.19,0.23,0.23,0.22,0.2,0.19,0.21,0.2,0.21,0.2,0.21,0.17,0.21,0.21,0.15,0.17,0.16,0.31,0.17,0.19,0.2,0.18,0.17,0.18,0.18,0.18,0.12,0.17,0.18,0.17,0.15,0.17,0.2,0.19,0.15,0.18,0.15,0.17,0.16,0.17,0.16,0.17,0.18,0.18,0.15,0.13,0.14,0.14,0.15,0.15,0.13,0.11,0.12,0.14,0.13,0.16,0.16,0.14,0.15,0.15,0.13,0.13,0.11,0.13,0.11,0.13,0.14,0.13,0.15,0.12,0.0,0.12,0.12,0.1,0.11,0.12,0.12,0.0,0.12,0.1,0.1,0.12,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.11,0.13,0.12,0.11,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.11,0.1,0.0,0.1,0.11,0.1,0.1,0.11,0.0,0.0,0.11,0.11,0.1,0.09,0.12,0.11,0.1,0.0,0.11,0.0,0.1,0.0,0.0,0.1,0.11,0.26,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,74.65
08/25/2021,5.49,5.42,3.28,2.03,1.95,1.85,1.26,1.25,1.18,1.1,1.12,0.92,0.95,0.76,0.84,0.83,0.73,0.75,0.72,0.73,0.64,0.53,0.56,0.54,0.5,0.58,0.56,0.64,0.52,0.46,0.52,0.52,0.5,0.51,0.49,0.43,0.54,0.51,0.47,0.5,0.45,0.46,0.48,0.4,0.48,0.42,0.41,0.38,0.37,0.33,0.35,0.36,0.37,0.4,0.37,0.34,0.3,0.35,0.32,0.31,0.33,0.3,0.27,0.33,0.27,0.31,0.29,0.31,0.3,0.26,0.3,0.27,0.25,0.27,0.29,0.26,0.28,0.26,0.25,0.23,0.24,0.25,0.22,0.21,0.19,0.19,0.23,0.23,0.22,0.2,0.19,0.21,0.2,0.21,0.2,0.21,0.17,0.21,0.21,0.15,0.17,0.16,0.31,0.17,0.19,0.2,0.18,0.17,0.18,0.18,0.18,0.12,0.17,0.18,0.17,0.15,0.17,0.2,0.19,0.15,0.18,0.15,0.17,0.16,0.17,0.16,0.17,0.18,0.18,0.15,0.13,0.14,0.14,0.15,0.15,0.13,0.11,0.12,0.14,0.13,0.16,0.16,0.14,0.15,0.15,0.13,0.13,0.11,0.13,0.11,0.13,0.14,0.13,0.15,0.12,0.0,0.12,0.12,0.1,0.11,0.12,0.12,0.0,0.12,0.1,0.1,0.12,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.11,0.13,0.12,0.11,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.11,0.1,0.0,0.1,0.11,0.1,0.1,0.11,0.0,0.0,0.11,0.11,0.1,0.09,0.12,0.11,0.1,0.0,0.11,0.0,0.1,0.0,0.0,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,74.65
08/26/2021,5.5,5.37,3.32,2.03,1.97,1.87,1.25,1.28,1.23,1.1,1.1,0.93,0.94,0.76,0.82,0.82,0.74,0.75,0.72,0.73,0.64,0.54,0.56,0.54,0.5,0.58,0.56,0.65,0.51,0.46,0.51,0.51,0.49,0.51,0.49,0.44,0.53,0.51,0.46,0.5,0.45,0.46,0.47,0.41,0.47,0.42,0.4,0.38,0.37,0.33,0.35,0.36,0.37,0.39,0.36,0.34,0.3,0.34,0.32,0.31,0.33,0.3,0.27,0.33,0.28,0.3,0.29,0.31,0.29,0.27,0.31,0.27,0.24,0.26,0.29,0.26,0.29,0.26,0.25,0.24,0.25,0.24,0.22,0.21,0.19,0.19,0.23,0.23,0.22,0.2,0.19,0.21,0.2,0.21,0.2,0.21,0.17,0.21,0.21,0.15,0.17,0.15,0.33,0.17,0.19,0.19,0.18,0.17,0.18,0.18,0.17,0.12,0.16,0.18,0.17,0.15,0.17,0.19,0.19,0.15,0.18,0.15,0.17,0.16,0.16,0.15,0.17,0.18,0.17,0.15,0.13,0.14,0.15,0.15,0.15,0.13,0.11,0.12,0.14,0.12,0.16,0.16,0.14,0.15,0.15,0.13,0.13,0.12,0.13,0.12,0.14,0.13,0.13,0.15,0.12,0.0,0.13,0.12,0.1,0.11,0.12,0.12,0.0,0.12,0.1,0.1,0.12,0.11,0.1,0.11,0.11,0.11,0.11,0.12,0.11,0.12,0.12,0.11,0.13,0.12,0.11,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.11,0.1,0.0,0.0,0.11,0.1,0.1,0.11,0.0,0.0,0.11,0.11,0.1,0.0,0.12,0.0,0.1,0.0,0.11,0.0,0.1,0.1,0.0,0.1,0.11,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,74.62
08/27/2021,5.48,5.32,3.35,2.04,1.98,1.88,1.25,1.28,1.22,1.11,1.08,0.93,0.93,0.77,0.81,0.81,0.74,0.76,0.73,0.73,0.63,0.55,0.56,0.53,0.51,0.58,0.56,0.63,0.51,0.46,0.51,0.5,0.49,0.5,0.49,0.44,0.52,0.5,0.46,0.49,0.45,0.47,0.47,0.41,0.47,0.42,0.42,0.38,0.37,0.33,0.34,0.36,0.37,0.38,0.36,0.35,0.3,0.34,0.32,0.31,0.33,0.3,0.28,0.33,0.28,0.3,0.29,0.31,0.29,0.27,0.3,0.27,0.24,0.26,0.29,0.26,0.29,0.26,0.25,0.24,0.25,0.24,0.22,0.21,0.19,0.19,0.22,0.23,0.22,0.21,0.19,0.2,0.2,0.21,0.19,0.21,0.17,0.21,0.21,0.15,0.18,0.16,0.31,0.17,0.19,0.19,0.18,0.17,0.18,0.18,0.17,0.12,0.16,0.18,0.17,0.15,0.17,0.19,0.18,0.15,0.18,0.15,0.17,0.17,0.16,0.15,0.17,0.19,0.17,0.15,0.13,0.14,0.14,0.15,0.15,0.13,0.11,0.12,0.14,0.12,0.16,0.16,0.14,0.15,0.15,0.13,0.13,0.12,0.13,0.12,0.14,0.13,0.13,0.15,0.12,0.0,0.13,0.12,0.1,0.11,0.12,0.12,0.0,0.13,0.1,0.11,0.12,0.11,0.1,0.11,0.11,0.11,0.11,0.12,0.11,0.12,0.12,0.11,0.13,0.12,0.11,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.11,0.1,0.0,0.0,0.11,0.1,0.0,0.11,0.0,0.0,0.11,0.11,0.1,0.0,0.12,0.1,0.1,0.0,0.11,0.1,0.1,0.1,0.0,0.1,0.11,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,74.54
08/30/2021,5.42,5.28,3.37,2.04,1.99,1.89,1.25,1.27,1.24,1.14,1.07,0.91,0.92,0.75,0.81,0.81,0.72,0.75,0.74,0.73,0.63,0.54,0.56,0.53,0.5,0.59,0.58,0.62,0.51,0.45,0.51,0.5,0.5,0.51,0.48,0.44,0.52,0.5,0.45,0.5,0.45,0.48,0.47,0.41,0.46,0.41,0.42,0.38,0.37,0.33,0.34,0.35,0.38,0.38,0.36,0.35,0.3,0.34,0.32,0.31,0.33,0.3,0.27,0.34,0.28,0.3,0.29,0.32,0.29,0.27,0.3,0.27,0.25,0.27,0.29,0.26,0.29,0.26,0.25,0.25,0.24,0.24,0.21,0.21,0.19,0.19,0.22,0.23,0.22,0.22,0.19,0.2,0.19,0.21,0.19,0.21,0.17,0.21,0.21,0.15,0.17,0.16,0.32,0.17,0.19,0.19,0.18,0.17,0.18,0.18,0.17,0.13,0.16,0.18,0.17,0.15,0.17,0.19,0.18,0.15,0.18,0.15,0.16,0.16,0.16,0.15,0.17,0.19,0.17,0.15,0.13,0.14,0.21,0.15,0.15,0.13,0.11,0.12,0.14,0.12,0.16,0.16,0.14,0.15,0.15,0.13,0.13,0.12,0.13,0.11,0.14,0.13,0.13,0.15,0.12,0.0,0.13,0.12,0.0,0.11,0.12,0.12,0.0,0.12,0.1,0.11,0.12,0.11,0.1,0.11,0.11,0.11,0.11,0.12,0.11,0.12,0.12,0.11,0.13,0.12,0.11,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.11,0.1,0.0,0.1,0.12,0.1,0.1,0.11,0.0,0.0,0.1,0.11,0.1,0.0,0.12,0.1,0.1,0.0,0.12,0.1,0.1,0.0,0.0,0.0,0.11,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,74.50000000000001
08/31/2021,5.41,5.24,3.37,2.07,2.01,1.9,1.25,1.28,1.26,1.14,1.06,0.91,0.91,0.76,0.81,0.8,0.72,0.76,0.74,0.73,0.63,0.55,0.56,0.53,0.51,0.58,0.57,0.6,0.5,0.45,0.5,0.5,0.49,0.5,0.48,0.44,0.51,0.49,0.45,0.5,0.46,0.48,0.47,0.41,0.46,0.41,0.42,0.38,0.37,0.32,0.34,0.34,0.37,0.38,0.36,0.35,0.3,0.34,0.31,0.32,0.33,0.3,0.28,0.34,0.29,0.3,0.29,0.32,0.29,0.27,0.31,0.28,0.25,0.26,0.28,0.27,0.29,0.26,0.24,0.25,0.24,0.25,0.21,0.21,0.19,0.18,0.22,0.22,0.22,0.22,0.2,0.2,0.19,0.21,0.19,0.21,0.17,0.21,0.21,0.15,0.18,0.16,0.3,0.17,0.19,0.19,0.18,0.17,0.18,0.18,0.17,0.13,0.16,0.18,0.17,0.15,0.17,0.19,0.18,0.15,0.18,0.15,0.16,0.16,0.16,0.15,0.17,0.2,0.17,0.15,0.14,0.14,0.21,0.15,0.15,0.13,0.11,0.12,0.14,0.12,0.15,0.16,0.14,0.15,0.15,0.13,0.13,0.12,0.13,0.11,0.15,0.13,0.13,0.15,0.12,0.0,0.12,0.12,0.1,0.11,0.12,0.12,0.0,0.12,0.1,0.11,0.12,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.11,0.13,0.12,0.12,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.11,0.0,0.0,0.1,0.12,0.1,0.1,0.11,0.0,0.0,0.1,0.11,0.1,0.0,0.12,0.1,0.1,0.0,0.12,0.0,0.1,0.0,0.0,0.1,0.11,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,74.45
09/01/2021,5.41,5.24,3.37,2.07,2.01,1.9,1.25,1.28,1.26,1.14,1.06,0.91,0.91,0.76,0.81,0.8,0.72,0.76,0.74,0.73,0.63,0.55,0.56,0.53,0.51,0.58,0.57,0.6,0.5,0.45,0.5,0.5,0.49,0.5,0.48,0.44,0.51,0.49,0.45,0.5,0.46,0.48,0.47,0.41,0.46,0.41,0.42,0.38,0.37,0.32,0.34,0.34,0.37,0.38,0.36,0.35,0.3,0.34,0.31,0.32,0.33,0.3,0.28,0.34,0.29,0.3,0.29,0.32,0.29,0.27,0.31,0.28,0.25,0.26,0.28,0.27,0.29,0.26,0.24,0.25,0.24,0.25,0.21,0.21,0.19,0.18,0.22,0.22,0.22,0.22,0.2,0.2,0.19,0.21,0.19,0.21,0.17,0.21,0.21,0.15,0.18,0.16,0.3,0.17,0.19,0.19,0.18,0.17,0.18,0.18,0.17,0.13,0.16,0.18,0.17,0.15,0.17,0.19,0.18,0.15,0.18,0.15,0.16,0.16,0.16,0.15,0.17,0.2,0.17,0.15,0.14,0.14,0.21,0.15,0.15,0.13,0.11,0.12,0.14,0.12,0.15,0.16,0.14,0.15,0.15,0.13,0.13,0.12,0.13,0.11,0.15,0.13,0.13,0.15,0.12,0.0,0.12,0.12,0.1,0.11,0.12,0.12,0.0,0.12,0.1,0.11,0.12,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.11,0.13,0.12,0.12,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.11,0.0,0.0,0.1,0.12,0.1,0.1,0.11,0.0,0.0,0.1,0.11,0.1,0.0,0.12,0.1,0.1,0.0,0.12,0.0,0.1,0.0,0.0,0.1,0.11,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,74.45
