,BAC,WFC,JPM,GS,MS,C,BRK.B,SCHW,AXP,USB,TFC,COF,PGR,UNH,MMC,MET,FIS,AIG,PRU,TRV,CI,ALL,AFL,XTSLA,BK,SPGI,TROW,ICE,CAT,ANTM,SIVB,STT,MCO,FITB,MA,AMP,CME,BX,CVS,DFS,AON,NTRS,ADP,HIG,HBAN,KEY,CFG,AJG,RF,SYF,KKR,CINF,PFG,FISV,GPN,ALLY,RJF,WLTW,MSCI,MKL,APO,VRSK,ACGL,LNC,WRB,MTB,EFX,NDAQ,EWBC,RE,BRO,EQH,FNF,FHN,ATH,CMA,GL,Y,AFG,ZION,PAYX,WY,VOYA,BR,CBSH,LPLA,MKTX,FFIN,PBCT,CFR,IP,PNFP,SNV,SLM,WAL,PB,AIZ,BPOP,L,FAF,BEN,CBOE,SF,RNR,THG,UNM,NYCB,NVR,SSB,MOH,STL,AMG,LYFT,FLT,CG,GBCI,MTG,PACW,USD,SEIC,OZK,RLI,ORI,WBS,CBU,WTFC,FCNCA,KMPR,IVZ,SIGI,UMBF,FNB,PRI,NLY,JEF,CIT,ESNT,CNC,VLY,BOH,RDN,UMPQ,CACC,WEX,HWC,HOMB,BKU,FHB,WTM,OMF,ASB,ISBC,CATY,KNSL,BHF,SSNC,WU,AXS,HE,SCI,SFBS,FULT,HTH,ONB,COLB,IBOC,FDS,VRT,EVR,WAFD,ARES,CVBF,FFBC,CNO,SFNC,AUB,NAVI,ERIE,WSFS,SC,INDB,AX,RNST,MORN,FMBI,V,FHI,FBP,TRUP,ESGR,IBKR,TW,BOKF,AGNC,FCF,HOG,WD,EEFT,APAM,WSBC,PFSI,GNW,FIBK,TCBI,MCY,WABC,127.HK,LKFN,AGO,NBTB,UCBI,BKI,GWB,VRTS,ANAT,HOPE,LOB,HLI,PRK,EGBN,PPBI,n/a,PIPR,PLMR,COOP,AVLR,SUM
08/13/2021,4.92,5.18,4.47,3.29,3.3,2.95,2.61,2.32,2.12,2.14,2.12,1.88,1.44,1.44,1.36,1.22,1.01,1.25,1.16,1.04,0.89,0.99,0.99,1.08,0.99,0.94,0.91,0.81,0.8,0.77,0.82,0.84,0.76,0.75,0.71,0.77,0.72,0.83,0.72,0.76,0.71,0.62,0.67,0.66,0.61,0.58,0.54,0.54,0.55,0.55,0.55,0.51,0.51,0.47,0.41,0.47,0.44,0.39,0.42,0.37,0.34,0.37,0.35,0.36,0.3,0.3,0.31,0.31,0.31,0.29,0.28,0.3,0.31,0.27,0.27,0.3,0.27,0.27,0.29,0.28,0.28,0.26,0.27,0.24,0.22,0.23,0.21,0.22,0.19,0.21,0.2,0.22,0.2,0.18,0.21,0.19,0.19,0.18,0.18,0.2,0.19,0.19,0.19,0.18,0.17,0.16,0.18,0.16,0.15,0.17,0.16,0.16,0.13,0.15,0.15,0.14,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.13,0.13,0.15,0.13,0.13,0.14,0.14,0.13,0.13,0.12,0.13,0.14,0.13,0.11,0.12,0.12,0.11,0.12,0.14,0.1,0.12,0.11,0.12,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.09,0.11,0.11,0.09,0.08,0.08,0.09,0.09,0.09,0.08,0.08,0.09,0.08,0.07,0.08,0.08,0.08,0.08,0.09,0.07,0.08,0.07,0.07,0.07,0.0,0.07,0.07,0.07,0.07,0.08,0.06,0.08,0.07,0.07,0.07,0.0,0.06,0.0,0.0,0.0,0.06,0.0,0.07,0.0,0.0,0.0,0.06,0.0,0.0,0.07,0.0,0.0,0.0,0.06,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,96.14
08/16/2021,4.95,5.27,4.49,3.3,3.35,2.96,2.59,2.32,2.08,2.16,2.12,1.92,1.43,1.4,1.35,1.22,1.01,1.25,1.17,1.04,0.88,0.98,0.99,1.07,1.0,0.93,0.89,0.79,0.81,0.75,0.83,0.83,0.75,0.76,0.69,0.78,0.71,0.81,0.73,0.76,0.73,0.63,0.65,0.66,0.62,0.58,0.55,0.54,0.56,0.56,0.54,0.51,0.52,0.47,0.4,0.47,0.44,0.39,0.42,0.37,0.33,0.37,0.36,0.37,0.29,0.3,0.31,0.3,0.31,0.29,0.28,0.3,0.31,0.27,0.26,0.3,0.27,0.27,0.29,0.28,0.28,0.26,0.26,0.24,0.22,0.23,0.2,0.21,0.19,0.21,0.2,0.22,0.2,0.18,0.21,0.19,0.19,0.18,0.18,0.2,0.19,0.2,0.19,0.18,0.17,0.16,0.18,0.16,0.14,0.16,0.16,0.16,0.13,0.15,0.15,0.14,0.15,0.15,0.18,0.14,0.15,0.15,0.15,0.15,0.13,0.13,0.15,0.12,0.13,0.14,0.13,0.13,0.13,0.12,0.13,0.14,0.13,0.1,0.12,0.12,0.12,0.12,0.14,0.1,0.12,0.11,0.12,0.11,0.1,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.09,0.11,0.11,0.09,0.08,0.08,0.09,0.09,0.09,0.08,0.08,0.09,0.08,0.07,0.08,0.08,0.08,0.08,0.09,0.07,0.08,0.07,0.07,0.07,0.0,0.07,0.07,0.0,0.07,0.08,0.06,0.08,0.07,0.07,0.07,0.0,0.06,0.0,0.06,0.0,0.06,0.0,0.07,0.06,0.06,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,96.15
08/17/2021,4.91,5.22,4.46,3.29,3.34,2.94,2.59,2.29,2.06,2.15,2.09,1.94,1.43,1.43,1.36,1.23,1.02,1.28,1.18,1.05,0.89,0.99,0.99,1.07,0.99,0.95,0.89,0.79,0.81,0.75,0.82,0.83,0.76,0.76,0.7,0.78,0.71,0.83,0.73,0.77,0.74,0.62,0.66,0.66,0.62,0.58,0.54,0.54,0.56,0.56,0.55,0.52,0.52,0.47,0.41,0.48,0.44,0.39,0.43,0.37,0.33,0.37,0.36,0.37,0.3,0.29,0.31,0.31,0.31,0.3,0.28,0.3,0.31,0.27,0.26,0.3,0.27,0.27,0.29,0.28,0.28,0.26,0.26,0.24,0.22,0.23,0.21,0.21,0.19,0.21,0.2,0.22,0.2,0.18,0.21,0.19,0.19,0.18,0.18,0.2,0.19,0.2,0.19,0.18,0.18,0.16,0.18,0.16,0.15,0.16,0.16,0.16,0.13,0.15,0.15,0.14,0.15,0.15,0.19,0.14,0.15,0.15,0.15,0.14,0.13,0.13,0.14,0.12,0.13,0.14,0.13,0.12,0.13,0.12,0.13,0.14,0.13,0.11,0.12,0.12,0.12,0.12,0.14,0.1,0.12,0.11,0.12,0.11,0.1,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.11,0.11,0.09,0.08,0.08,0.09,0.09,0.09,0.08,0.08,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.09,0.07,0.08,0.07,0.07,0.07,0.0,0.07,0.07,0.0,0.07,0.08,0.0,0.07,0.07,0.07,0.07,0.0,0.06,0.0,0.06,0.0,0.0,0.0,0.07,0.0,0.06,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.0,0.06,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.0,0.0,0.0,96.22
08/18/2021,4.91,5.22,4.46,3.29,3.34,2.94,2.59,2.29,2.06,2.15,2.09,1.94,1.43,1.43,1.36,1.23,1.02,1.28,1.18,1.05,0.89,0.99,0.99,1.07,0.99,0.95,0.89,0.79,0.81,0.75,0.82,0.83,0.76,0.76,0.7,0.78,0.71,0.83,0.73,0.77,0.74,0.62,0.66,0.66,0.62,0.58,0.54,0.54,0.56,0.56,0.55,0.52,0.52,0.47,0.41,0.48,0.44,0.39,0.43,0.37,0.33,0.37,0.36,0.37,0.3,0.29,0.31,0.31,0.31,0.3,0.28,0.3,0.31,0.27,0.26,0.3,0.27,0.27,0.29,0.28,0.28,0.26,0.26,0.24,0.22,0.23,0.21,0.21,0.19,0.21,0.2,0.22,0.2,0.18,0.21,0.19,0.19,0.18,0.18,0.2,0.19,0.2,0.19,0.18,0.18,0.16,0.18,0.16,0.15,0.16,0.16,0.16,0.13,0.15,0.15,0.14,0.15,0.15,0.19,0.14,0.15,0.15,0.15,0.14,0.13,0.13,0.14,0.12,0.13,0.14,0.13,0.12,0.13,0.12,0.13,0.14,0.13,0.11,0.12,0.12,0.12,0.12,0.14,0.1,0.12,0.11,0.12,0.11,0.1,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.11,0.11,0.09,0.08,0.08,0.09,0.09,0.09,0.08,0.08,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.09,0.07,0.08,0.07,0.07,0.07,0.0,0.07,0.07,0.0,0.07,0.08,0.0,0.07,0.07,0.07,0.07,0.0,0.06,0.0,0.06,0.0,0.0,0.0,0.07,0.0,0.06,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.0,0.06,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.0,0.0,0.0,96.22
08/19/2021,4.89,5.14,4.45,3.28,3.34,2.9,2.61,2.27,2.06,2.13,2.08,1.94,1.45,1.46,1.38,1.22,1.01,1.28,1.17,1.06,0.89,1.0,1.0,1.08,1.0,0.96,0.9,0.79,0.81,0.77,0.82,0.83,0.77,0.75,0.7,0.78,0.71,0.83,0.74,0.77,0.74,0.63,0.66,0.66,0.61,0.58,0.54,0.55,0.55,0.56,0.54,0.52,0.52,0.48,0.41,0.47,0.44,0.39,0.43,0.37,0.33,0.37,0.36,0.36,0.3,0.29,0.31,0.31,0.3,0.3,0.29,0.29,0.31,0.27,0.26,0.3,0.28,0.28,0.29,0.28,0.28,0.26,0.26,0.24,0.22,0.23,0.21,0.21,0.19,0.21,0.2,0.22,0.2,0.18,0.21,0.19,0.19,0.18,0.18,0.2,0.19,0.2,0.19,0.19,0.18,0.16,0.18,0.16,0.15,0.16,0.16,0.16,0.12,0.15,0.15,0.14,0.15,0.15,0.19,0.15,0.15,0.15,0.15,0.14,0.13,0.13,0.14,0.12,0.13,0.14,0.13,0.12,0.13,0.12,0.13,0.13,0.13,0.11,0.12,0.12,0.12,0.12,0.14,0.1,0.12,0.11,0.12,0.11,0.1,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.11,0.11,0.09,0.08,0.08,0.09,0.09,0.09,0.08,0.08,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.09,0.07,0.08,0.07,0.07,0.07,0.0,0.07,0.07,0.07,0.07,0.08,0.0,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.06,0.0,0.06,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.0,0.06,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.0,0.0,0.0,96.17000000000002
08/20/2021,4.9,5.11,4.43,3.28,3.34,2.91,2.63,2.27,2.07,2.12,2.07,1.92,1.44,1.48,1.4,1.22,1.03,1.28,1.17,1.08,0.9,0.99,1.0,1.09,1.0,0.96,0.89,0.8,0.8,0.78,0.8,0.82,0.77,0.75,0.7,0.78,0.71,0.82,0.75,0.76,0.75,0.62,0.66,0.67,0.61,0.58,0.53,0.55,0.55,0.56,0.53,0.53,0.52,0.49,0.41,0.46,0.44,0.39,0.43,0.37,0.33,0.38,0.37,0.36,0.3,0.29,0.32,0.31,0.3,0.3,0.29,0.29,0.31,0.27,0.26,0.3,0.28,0.28,0.29,0.27,0.28,0.26,0.26,0.25,0.22,0.23,0.21,0.21,0.19,0.21,0.2,0.22,0.2,0.18,0.2,0.19,0.19,0.18,0.18,0.2,0.18,0.19,0.19,0.19,0.18,0.16,0.18,0.16,0.15,0.17,0.16,0.16,0.12,0.15,0.15,0.14,0.15,0.14,0.2,0.15,0.15,0.15,0.15,0.14,0.13,0.13,0.14,0.13,0.13,0.15,0.13,0.12,0.13,0.12,0.13,0.13,0.13,0.11,0.12,0.12,0.12,0.12,0.14,0.1,0.12,0.11,0.12,0.11,0.1,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.11,0.1,0.09,0.08,0.08,0.09,0.09,0.09,0.08,0.08,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.09,0.07,0.08,0.07,0.07,0.07,0.0,0.07,0.07,0.07,0.07,0.07,0.0,0.07,0.07,0.07,0.07,0.0,0.06,0.0,0.06,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.0,0.06,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,96.19
08/23/2021,4.89,5.05,4.44,3.25,3.31,2.89,2.64,2.27,2.03,2.11,2.07,1.9,1.48,1.54,1.43,1.22,1.01,1.28,1.17,1.1,0.9,1.01,1.0,1.11,1.0,0.96,0.91,0.81,0.78,0.79,0.79,0.81,0.77,0.76,0.71,0.77,0.7,0.82,0.75,0.74,0.76,0.63,0.66,0.66,0.61,0.57,0.52,0.56,0.55,0.55,0.53,0.53,0.51,0.51,0.4,0.46,0.44,0.39,0.42,0.38,0.32,0.39,0.37,0.35,0.31,0.29,0.32,0.31,0.29,0.3,0.3,0.28,0.32,0.26,0.26,0.3,0.28,0.28,0.3,0.27,0.28,0.26,0.26,0.25,0.22,0.23,0.22,0.21,0.19,0.21,0.2,0.21,0.2,0.18,0.2,0.19,0.19,0.18,0.18,0.2,0.18,0.2,0.19,0.19,0.18,0.16,0.18,0.16,0.14,0.17,0.15,0.15,0.12,0.15,0.15,0.14,0.15,0.14,0.21,0.15,0.15,0.15,0.16,0.14,0.13,0.13,0.14,0.13,0.12,0.15,0.13,0.12,0.13,0.12,0.13,0.14,0.13,0.11,0.12,0.12,0.12,0.12,0.15,0.1,0.12,0.11,0.12,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.11,0.1,0.09,0.08,0.08,0.09,0.09,0.09,0.08,0.08,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.09,0.07,0.08,0.07,0.07,0.07,0.0,0.07,0.07,0.07,0.07,0.07,0.0,0.07,0.07,0.07,0.07,0.0,0.06,0.0,0.06,0.0,0.0,0.0,0.07,0.0,0.06,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,96.15
08/24/2021,4.87,5.03,4.42,3.24,3.31,2.89,2.62,2.28,2.03,2.1,2.07,1.88,1.49,1.53,1.43,1.21,1.01,1.28,1.16,1.1,0.9,1.0,1.0,1.1,1.0,0.96,0.92,0.8,0.78,0.79,0.8,0.81,0.77,0.76,0.7,0.77,0.7,0.84,0.75,0.74,0.76,0.63,0.66,0.66,0.61,0.57,0.53,0.56,0.56,0.55,0.54,0.54,0.51,0.5,0.4,0.46,0.44,0.4,0.43,0.38,0.32,0.39,0.37,0.35,0.31,0.29,0.32,0.31,0.3,0.3,0.3,0.29,0.32,0.27,0.26,0.3,0.28,0.28,0.3,0.28,0.28,0.26,0.26,0.25,0.22,0.23,0.22,0.22,0.19,0.21,0.2,0.22,0.2,0.18,0.2,0.19,0.19,0.18,0.18,0.2,0.18,0.21,0.19,0.19,0.18,0.16,0.18,0.16,0.14,0.18,0.16,0.15,0.11,0.15,0.15,0.14,0.15,0.15,0.21,0.15,0.15,0.16,0.16,0.14,0.13,0.13,0.15,0.13,0.13,0.15,0.13,0.12,0.13,0.12,0.13,0.14,0.13,0.11,0.12,0.13,0.12,0.12,0.15,0.1,0.12,0.11,0.12,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.11,0.11,0.09,0.08,0.09,0.09,0.09,0.09,0.08,0.08,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.09,0.07,0.08,0.07,0.07,0.07,0.0,0.07,0.07,0.07,0.07,0.08,0.0,0.07,0.07,0.07,0.07,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.06,0.0,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.0,0.0,0.0,96.22
08/25/2021,4.87,5.03,4.42,3.24,3.31,2.89,2.62,2.28,2.03,2.1,2.07,1.88,1.49,1.53,1.43,1.21,1.01,1.28,1.16,1.1,0.9,1.0,1.0,1.1,1.0,0.96,0.92,0.8,0.78,0.79,0.8,0.81,0.77,0.76,0.7,0.77,0.7,0.84,0.75,0.74,0.76,0.63,0.66,0.66,0.61,0.57,0.53,0.56,0.56,0.55,0.54,0.54,0.51,0.5,0.4,0.46,0.44,0.4,0.43,0.38,0.32,0.39,0.37,0.35,0.31,0.29,0.32,0.31,0.3,0.3,0.3,0.29,0.32,0.27,0.26,0.3,0.28,0.28,0.3,0.28,0.28,0.26,0.26,0.25,0.22,0.23,0.22,0.22,0.19,0.21,0.2,0.22,0.2,0.18,0.2,0.19,0.19,0.18,0.18,0.2,0.18,0.21,0.19,0.19,0.18,0.16,0.18,0.16,0.14,0.18,0.16,0.15,0.11,0.15,0.15,0.14,0.15,0.15,0.21,0.15,0.15,0.16,0.16,0.14,0.13,0.13,0.15,0.13,0.13,0.15,0.13,0.12,0.13,0.12,0.13,0.14,0.13,0.11,0.12,0.13,0.12,0.12,0.15,0.1,0.12,0.11,0.12,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.11,0.11,0.09,0.08,0.09,0.09,0.09,0.09,0.08,0.08,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.09,0.07,0.08,0.07,0.07,0.07,0.0,0.07,0.07,0.07,0.07,0.08,0.0,0.07,0.07,0.07,0.07,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.06,0.0,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.0,0.0,0.0,96.22
08/26/2021,4.9,5.01,4.44,3.26,3.33,2.89,2.61,2.27,2.02,2.1,2.07,1.88,1.47,1.5,1.42,1.22,1.0,1.29,1.16,1.09,0.89,1.02,1.0,1.09,1.0,0.96,0.91,0.81,0.79,0.78,0.8,0.82,0.77,0.76,0.7,0.77,0.7,0.85,0.74,0.75,0.75,0.63,0.66,0.66,0.62,0.58,0.53,0.56,0.56,0.55,0.54,0.53,0.52,0.51,0.41,0.46,0.44,0.39,0.43,0.37,0.32,0.39,0.37,0.36,0.31,0.29,0.32,0.31,0.3,0.3,0.3,0.28,0.32,0.27,0.26,0.3,0.28,0.28,0.3,0.28,0.28,0.26,0.26,0.24,0.22,0.23,0.22,0.22,0.19,0.21,0.2,0.22,0.2,0.18,0.2,0.19,0.19,0.18,0.18,0.21,0.18,0.2,0.19,0.19,0.18,0.16,0.18,0.16,0.14,0.17,0.16,0.15,0.12,0.15,0.15,0.14,0.15,0.15,0.22,0.15,0.15,0.16,0.16,0.14,0.13,0.13,0.15,0.13,0.13,0.15,0.13,0.12,0.13,0.12,0.14,0.14,0.13,0.11,0.12,0.12,0.12,0.12,0.14,0.1,0.12,0.11,0.12,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.11,0.11,0.09,0.08,0.09,0.09,0.09,0.09,0.08,0.08,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.09,0.07,0.08,0.07,0.07,0.07,0.0,0.07,0.07,0.07,0.07,0.08,0.0,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.06,0.0,0.06,0.0,0.0,0.0,0.07,0.07,0.0,0.0,0.06,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,96.23000000000002
08/27/2021,4.93,5.06,4.44,3.3,3.34,2.92,2.59,2.31,2.02,2.11,2.08,1.87,1.45,1.49,1.41,1.22,1.0,1.28,1.16,1.09,0.9,1.01,0.99,1.08,1.01,0.95,0.91,0.79,0.8,0.77,0.81,0.83,0.76,0.76,0.7,0.78,0.69,0.86,0.73,0.75,0.75,0.63,0.64,0.66,0.63,0.58,0.53,0.55,0.57,0.55,0.54,0.53,0.52,0.51,0.41,0.46,0.44,0.39,0.42,0.37,0.32,0.39,0.37,0.36,0.31,0.29,0.31,0.31,0.3,0.3,0.3,0.29,0.31,0.27,0.26,0.3,0.28,0.27,0.29,0.28,0.27,0.27,0.26,0.24,0.22,0.23,0.22,0.21,0.19,0.21,0.2,0.22,0.2,0.18,0.2,0.19,0.19,0.18,0.18,0.2,0.18,0.2,0.2,0.19,0.17,0.16,0.18,0.16,0.14,0.17,0.16,0.16,0.12,0.15,0.15,0.14,0.15,0.15,0.22,0.15,0.15,0.16,0.15,0.14,0.13,0.13,0.15,0.13,0.13,0.15,0.13,0.13,0.13,0.13,0.14,0.14,0.13,0.11,0.12,0.12,0.12,0.12,0.14,0.1,0.12,0.11,0.12,0.11,0.1,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.09,0.11,0.11,0.09,0.08,0.09,0.09,0.09,0.09,0.08,0.08,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.09,0.07,0.08,0.07,0.07,0.07,0.0,0.07,0.07,0.07,0.07,0.08,0.06,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.0,0.06,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,96.27
08/30/2021,4.99,5.12,4.54,3.32,3.36,2.93,2.58,2.29,2.07,2.12,2.09,1.89,1.44,1.46,1.4,1.22,0.98,1.27,1.16,1.08,0.88,1.0,0.98,1.08,1.02,0.94,0.91,0.79,0.79,0.76,0.8,0.85,0.75,0.77,0.68,0.78,0.69,0.88,0.72,0.75,0.75,0.64,0.64,0.66,0.63,0.58,0.53,0.55,0.56,0.55,0.53,0.52,0.52,0.5,0.39,0.46,0.45,0.38,0.42,0.37,0.32,0.39,0.36,0.36,0.3,0.3,0.32,0.31,0.3,0.29,0.29,0.29,0.31,0.27,0.26,0.3,0.27,0.27,0.29,0.28,0.27,0.27,0.26,0.24,0.22,0.24,0.21,0.21,0.19,0.21,0.2,0.21,0.2,0.18,0.2,0.19,0.19,0.18,0.18,0.21,0.18,0.19,0.2,0.18,0.17,0.16,0.18,0.16,0.14,0.17,0.16,0.16,0.12,0.15,0.15,0.14,0.15,0.15,0.22,0.15,0.15,0.15,0.15,0.14,0.13,0.13,0.15,0.13,0.13,0.14,0.13,0.12,0.13,0.12,0.14,0.14,0.13,0.11,0.12,0.12,0.12,0.12,0.14,0.1,0.12,0.11,0.12,0.11,0.1,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.09,0.11,0.1,0.09,0.08,0.08,0.08,0.08,0.09,0.08,0.08,0.09,0.09,0.07,0.08,0.08,0.08,0.08,0.09,0.07,0.08,0.07,0.07,0.07,0.0,0.07,0.07,0.0,0.07,0.07,0.0,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.07,0.06,0.0,0.06,0.0,0.0,0.0,0.07,0.07,0.0,0.0,0.06,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,96.24
08/31/2021,4.97,5.12,4.51,3.33,3.36,2.9,2.55,2.33,2.07,2.13,2.09,1.9,1.44,1.44,1.39,1.22,0.97,1.27,1.16,1.08,0.88,0.99,0.98,1.06,1.02,0.93,0.92,0.79,0.78,0.75,0.8,0.85,0.75,0.77,0.68,0.79,0.68,0.89,0.71,0.76,0.75,0.64,0.63,0.66,0.63,0.58,0.54,0.55,0.56,0.56,0.53,0.52,0.52,0.5,0.39,0.47,0.45,0.39,0.42,0.37,0.32,0.38,0.36,0.36,0.3,0.3,0.32,0.31,0.3,0.29,0.29,0.29,0.31,0.27,0.26,0.3,0.27,0.27,0.29,0.29,0.27,0.27,0.25,0.23,0.22,0.24,0.21,0.21,0.19,0.21,0.2,0.22,0.2,0.18,0.2,0.19,0.19,0.18,0.18,0.2,0.19,0.19,0.2,0.18,0.18,0.16,0.18,0.16,0.14,0.17,0.16,0.16,0.12,0.15,0.15,0.14,0.15,0.15,0.22,0.15,0.15,0.15,0.15,0.15,0.13,0.13,0.15,0.13,0.13,0.14,0.13,0.13,0.13,0.12,0.14,0.14,0.13,0.11,0.12,0.12,0.12,0.12,0.14,0.1,0.12,0.11,0.12,0.11,0.1,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.09,0.11,0.09,0.11,0.11,0.09,0.08,0.08,0.09,0.09,0.09,0.08,0.08,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.09,0.07,0.08,0.07,0.07,0.07,0.0,0.07,0.07,0.0,0.07,0.08,0.0,0.07,0.07,0.07,0.07,0.0,0.06,0.0,0.0,0.0,0.0,0.06,0.07,0.06,0.0,0.06,0.0,0.0,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.0,96.20000000000002
09/01/2021,4.97,5.12,4.51,3.33,3.36,2.9,2.55,2.33,2.07,2.13,2.09,1.9,1.44,1.44,1.39,1.22,0.97,1.27,1.16,1.08,0.88,0.99,0.98,1.06,1.02,0.93,0.92,0.79,0.78,0.75,0.8,0.85,0.75,0.77,0.68,0.79,0.68,0.89,0.71,0.76,0.75,0.64,0.63,0.66,0.63,0.58,0.54,0.55,0.56,0.56,0.53,0.52,0.52,0.5,0.39,0.47,0.45,0.39,0.42,0.37,0.32,0.38,0.36,0.36,0.3,0.3,0.32,0.31,0.3,0.29,0.29,0.29,0.31,0.27,0.26,0.3,0.27,0.27,0.29,0.29,0.27,0.27,0.25,0.23,0.22,0.24,0.21,0.21,0.19,0.21,0.2,0.22,0.2,0.18,0.2,0.19,0.19,0.18,0.18,0.2,0.19,0.19,0.2,0.18,0.18,0.16,0.18,0.16,0.14,0.17,0.16,0.16,0.12,0.15,0.15,0.14,0.15,0.15,0.22,0.15,0.15,0.15,0.15,0.15,0.13,0.13,0.15,0.13,0.13,0.14,0.13,0.13,0.13,0.12,0.14,0.14,0.13,0.11,0.12,0.12,0.12,0.12,0.14,0.1,0.12,0.11,0.12,0.11,0.1,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.09,0.11,0.09,0.11,0.11,0.09,0.08,0.08,0.09,0.09,0.09,0.08,0.08,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.09,0.07,0.08,0.07,0.07,0.07,0.0,0.07,0.07,0.0,0.07,0.08,0.0,0.07,0.07,0.07,0.07,0.0,0.06,0.0,0.0,0.0,0.0,0.06,0.07,0.06,0.0,0.06,0.0,0.0,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.0,96.20000000000002
