,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,NVDA,TSLA,JPM,JNJ,V,UNH,PYPL,HD,PG,MA,DIS,BAC,ADBE,CMCSA,XOM,NFLX,VZ,CRM,INTC,CSCO,PFE,ABT,KO,T,PEP,ABBV,NKE,TMO,CVX,MRK,ACN,AVGO,WMT,LLY,WFC,DHR,TXN,COST,MCD,MDT,QCOM,PM,UPS,HON,ORCL,LIN,BMY,UNP,NEE,C,AMGN,LOW,INTU,SBUX,MS,RTX,BA,BLK,GS,AMAT,AMT,IBM,TGT,CAT,AMD,MMM,GE,ISRG,AXP,NOW,DE,CVS,SCHW,CHTR,SPGI,ANTM,LMT,ZTS,BKNG,MU,PLD,FIS,LRCX,MDLZ,SYK,MO,CCI,TMUS,GILD,ADP,TJX,COP,CI,PNC,DUK,USB,CME,EL,CSX,EQIX,ATVI,GM,TFC,CB,MMC,BDX,FDX,COF,CL,ILMN,NSC,ICE,EW,SHW,SO,ADSK,FISV,ITW,APD,BSX,ADI,REGN,D,ETN,MCO,HUM,EMR,PGR,GPN,F,HCA,IDXX,TWTR,NXPI,WM,NOC,AON,FCX,ECL,BIIB,VRTX,DG,NEM,ROP,JCI,EOG,IQV,KLAC,PSA,DOW,TROW,KMB,MSCI,A,ROST,LHX,TEL,EBAY,CMG,TT,EXC,MET,SLB,ALGN,AEP,SNPS,APTV,DXCM,INFO,GD,CNC,DLR,SRE,SPG,APH,DD,EA,ALXN,BAX,ORLY,PPG,AIG,MCHP,BK,PRU,ALL,CARR,PH,STZ,CDNS,SYY,MPC,TRV,DFS,MSI,AGPXX,WELL,XEL,GIS,RMD,MRNA,MAR,CTSH,YUM,GE.,FTNT,IFF,SBAC,n/a,XLNX,MTCH,SUM
08/16/2021,6.33,5.91,3.83,2.35,2.23,2.13,1.49,1.34,1.51,1.32,1.25,1.06,1.04,0.87,0.96,0.95,0.86,0.88,0.86,0.82,0.73,0.65,0.61,0.62,0.65,0.58,0.64,0.71,0.59,0.6,0.54,0.58,0.55,0.59,0.58,0.54,0.52,0.56,0.54,0.56,0.57,0.57,0.54,0.47,0.53,0.48,0.47,0.45,0.42,0.38,0.44,0.44,0.43,0.41,0.41,0.44,0.42,0.36,0.37,0.4,0.37,0.42,0.36,0.36,0.35,0.38,0.32,0.35,0.35,0.35,0.33,0.35,0.32,0.0,0.32,0.3,0.31,0.33,0.3,0.31,0.29,0.29,0.24,0.24,0.26,0.25,0.21,0.26,0.23,0.23,0.24,0.23,0.24,0.23,0.23,0.24,0.25,0.23,0.21,0.2,0.22,0.22,0.22,0.2,0.21,0.21,0.2,0.18,0.19,0.21,0.22,0.21,0.19,0.18,0.22,0.18,0.2,0.18,0.18,0.19,0.2,0.19,0.2,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.18,0.17,0.14,0.17,0.15,0.13,0.15,0.17,0.16,0.14,0.16,0.16,0.15,0.17,0.15,0.15,0.14,0.14,0.15,0.13,0.14,0.14,0.11,0.13,0.14,0.13,0.13,0.13,0.12,0.14,0.13,0.12,0.13,0.14,0.12,0.14,0.12,0.13,0.13,0.11,0.14,0.12,0.12,0.12,0.13,0.12,0.12,0.0,0.12,0.11,0.12,0.12,0.11,0.11,0.0,0.0,0.11,0.11,0.13,0.11,0.12,0.12,0.11,0.12,0.0,0.0,0.12,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.32,0.0,0.11,0.11,0.32,0.11,0.0,0.0,0.0,0.0,0.0,85.68
08/17/2021,6.33,5.97,3.82,2.35,2.24,2.13,1.47,1.36,1.49,1.31,1.25,1.06,1.04,0.87,0.95,0.95,0.86,0.89,0.85,0.82,0.73,0.65,0.62,0.62,0.66,0.58,0.64,0.73,0.59,0.6,0.55,0.58,0.55,0.59,0.58,0.53,0.53,0.56,0.54,0.56,0.57,0.56,0.54,0.47,0.53,0.48,0.47,0.45,0.43,0.38,0.44,0.45,0.44,0.41,0.41,0.44,0.41,0.36,0.37,0.4,0.37,0.42,0.36,0.35,0.35,0.38,0.32,0.35,0.35,0.35,0.32,0.36,0.32,0.0,0.32,0.29,0.31,0.33,0.3,0.3,0.29,0.29,0.24,0.24,0.26,0.25,0.22,0.26,0.23,0.22,0.24,0.23,0.24,0.23,0.23,0.24,0.25,0.23,0.2,0.2,0.22,0.22,0.21,0.2,0.21,0.21,0.2,0.18,0.19,0.21,0.22,0.21,0.19,0.18,0.22,0.18,0.21,0.18,0.18,0.19,0.2,0.19,0.2,0.18,0.18,0.17,0.17,0.17,0.18,0.17,0.18,0.17,0.14,0.17,0.15,0.14,0.14,0.17,0.16,0.14,0.16,0.16,0.15,0.17,0.15,0.15,0.14,0.14,0.15,0.13,0.14,0.14,0.11,0.13,0.14,0.13,0.13,0.13,0.12,0.14,0.13,0.12,0.13,0.14,0.13,0.14,0.12,0.13,0.13,0.11,0.14,0.12,0.12,0.12,0.13,0.12,0.12,0.0,0.12,0.11,0.12,0.12,0.11,0.11,0.0,0.0,0.11,0.11,0.13,0.11,0.12,0.12,0.11,0.12,0.0,0.0,0.12,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.11,0.32,0.0,0.11,0.11,0.31,0.11,0.0,0.0,0.0,0.0,0.0,85.73
08/18/2021,6.33,5.97,3.82,2.35,2.24,2.13,1.47,1.36,1.49,1.31,1.25,1.06,1.04,0.87,0.95,0.95,0.86,0.89,0.85,0.82,0.73,0.65,0.62,0.62,0.66,0.58,0.64,0.73,0.59,0.6,0.55,0.58,0.55,0.59,0.58,0.53,0.53,0.56,0.54,0.56,0.57,0.56,0.54,0.47,0.53,0.48,0.47,0.45,0.43,0.38,0.44,0.45,0.44,0.41,0.41,0.44,0.41,0.36,0.37,0.4,0.37,0.42,0.36,0.35,0.35,0.38,0.32,0.35,0.35,0.35,0.32,0.36,0.32,0.0,0.32,0.29,0.31,0.33,0.3,0.3,0.29,0.29,0.24,0.24,0.26,0.25,0.22,0.26,0.23,0.22,0.24,0.23,0.24,0.23,0.23,0.24,0.25,0.23,0.2,0.2,0.22,0.22,0.21,0.2,0.21,0.21,0.2,0.18,0.19,0.21,0.22,0.21,0.19,0.18,0.22,0.18,0.21,0.18,0.18,0.19,0.2,0.19,0.2,0.18,0.18,0.17,0.17,0.17,0.18,0.17,0.18,0.17,0.14,0.17,0.15,0.14,0.14,0.17,0.16,0.14,0.16,0.16,0.15,0.17,0.15,0.15,0.14,0.14,0.15,0.13,0.14,0.14,0.11,0.13,0.14,0.13,0.13,0.13,0.12,0.14,0.13,0.12,0.13,0.14,0.13,0.14,0.12,0.13,0.13,0.11,0.14,0.12,0.12,0.12,0.13,0.12,0.12,0.0,0.12,0.11,0.12,0.12,0.11,0.11,0.0,0.0,0.11,0.11,0.13,0.11,0.12,0.12,0.11,0.12,0.0,0.0,0.12,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.11,0.32,0.0,0.11,0.11,0.31,0.11,0.0,0.0,0.0,0.0,0.0,85.73
08/19/2021,6.41,6.0,3.83,2.38,2.25,2.14,1.48,1.34,1.43,1.3,1.27,1.08,1.06,0.88,0.96,0.96,0.86,0.88,0.84,0.82,0.73,0.64,0.62,0.63,0.65,0.58,0.64,0.74,0.6,0.6,0.55,0.59,0.56,0.6,0.59,0.53,0.54,0.57,0.54,0.56,0.58,0.55,0.55,0.48,0.54,0.49,0.47,0.45,0.43,0.39,0.44,0.45,0.44,0.42,0.41,0.45,0.4,0.36,0.37,0.4,0.38,0.42,0.36,0.34,0.36,0.38,0.33,0.35,0.35,0.35,0.32,0.35,0.32,0.0,0.33,0.29,0.31,0.32,0.31,0.3,0.29,0.29,0.25,0.24,0.26,0.24,0.22,0.27,0.22,0.23,0.24,0.24,0.24,0.23,0.22,0.24,0.25,0.23,0.2,0.2,0.22,0.23,0.21,0.2,0.21,0.21,0.2,0.18,0.18,0.21,0.23,0.21,0.2,0.19,0.22,0.18,0.21,0.18,0.18,0.19,0.2,0.19,0.2,0.18,0.18,0.17,0.17,0.17,0.18,0.17,0.18,0.17,0.14,0.17,0.15,0.14,0.14,0.18,0.16,0.14,0.16,0.16,0.15,0.17,0.15,0.15,0.14,0.13,0.15,0.13,0.14,0.14,0.0,0.13,0.14,0.13,0.13,0.13,0.13,0.14,0.13,0.12,0.13,0.14,0.13,0.14,0.13,0.13,0.13,0.11,0.14,0.12,0.12,0.12,0.13,0.12,0.12,0.0,0.12,0.11,0.12,0.12,0.11,0.11,0.0,0.0,0.11,0.11,0.13,0.11,0.12,0.12,0.11,0.13,0.0,0.0,0.12,0.11,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.11,0.31,0.0,0.11,0.11,0.31,0.11,0.0,0.0,0.0,0.0,0.0,86.1
08/20/2021,6.38,5.98,3.76,2.32,2.23,2.12,1.48,1.31,1.39,1.28,1.28,1.07,1.08,0.86,0.92,0.96,0.86,0.86,0.84,0.82,0.74,0.63,0.62,0.63,0.65,0.57,0.64,0.76,0.61,0.6,0.55,0.59,0.57,0.59,0.59,0.53,0.54,0.57,0.53,0.56,0.59,0.55,0.55,0.47,0.54,0.49,0.48,0.44,0.43,0.39,0.44,0.45,0.44,0.42,0.41,0.45,0.4,0.36,0.35,0.4,0.37,0.42,0.36,0.33,0.35,0.37,0.32,0.35,0.35,0.34,0.32,0.36,0.31,0.0,0.33,0.29,0.31,0.32,0.31,0.3,0.3,0.29,0.25,0.24,0.27,0.24,0.22,0.27,0.23,0.22,0.24,0.24,0.24,0.23,0.22,0.25,0.25,0.23,0.2,0.2,0.22,0.23,0.21,0.2,0.2,0.21,0.2,0.18,0.18,0.21,0.23,0.21,0.2,0.18,0.21,0.18,0.21,0.18,0.18,0.2,0.2,0.19,0.19,0.18,0.18,0.17,0.17,0.17,0.18,0.17,0.18,0.17,0.15,0.17,0.15,0.13,0.14,0.18,0.16,0.14,0.16,0.16,0.15,0.17,0.14,0.15,0.14,0.14,0.15,0.13,0.14,0.14,0.0,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.13,0.12,0.13,0.14,0.13,0.14,0.13,0.13,0.12,0.0,0.13,0.12,0.12,0.12,0.13,0.12,0.12,0.0,0.12,0.12,0.11,0.12,0.11,0.11,0.0,0.0,0.11,0.11,0.13,0.11,0.12,0.11,0.11,0.12,0.0,0.0,0.11,0.11,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.11,0.33,0.0,0.11,0.11,0.3,0.11,0.0,0.11,0.0,0.0,0.0,85.61
08/23/2021,6.23,6.05,3.7,2.3,2.21,2.11,1.46,1.33,1.4,1.26,1.27,1.06,1.09,0.86,0.93,0.96,0.84,0.85,0.82,0.82,0.73,0.6,0.65,0.62,0.66,0.57,0.65,0.74,0.61,0.6,0.53,0.59,0.56,0.57,0.59,0.5,0.54,0.57,0.53,0.56,0.58,0.53,0.55,0.46,0.54,0.48,0.47,0.43,0.43,0.38,0.43,0.44,0.44,0.42,0.4,0.45,0.39,0.35,0.39,0.4,0.37,0.4,0.34,0.32,0.35,0.36,0.32,0.36,0.34,0.33,0.3,0.34,0.31,0.0,0.34,0.28,0.31,0.3,0.3,0.29,0.29,0.28,0.25,0.24,0.27,0.23,0.21,0.27,0.22,0.22,0.24,0.24,0.24,0.23,0.22,0.24,0.24,0.24,0.19,0.19,0.21,0.22,0.2,0.19,0.21,0.21,0.2,0.18,0.17,0.2,0.23,0.21,0.2,0.18,0.21,0.18,0.19,0.18,0.18,0.2,0.2,0.19,0.2,0.19,0.18,0.16,0.17,0.17,0.19,0.17,0.18,0.16,0.15,0.17,0.15,0.13,0.14,0.18,0.16,0.13,0.15,0.16,0.15,0.17,0.13,0.15,0.14,0.14,0.15,0.12,0.14,0.14,0.0,0.13,0.13,0.13,0.12,0.13,0.13,0.14,0.14,0.12,0.13,0.13,0.13,0.14,0.13,0.13,0.12,0.0,0.13,0.12,0.13,0.11,0.13,0.12,0.12,0.0,0.12,0.11,0.12,0.12,0.11,0.11,0.0,0.0,0.11,0.1,0.12,0.11,0.12,0.11,0.11,0.12,0.0,0.0,0.12,0.11,0.0,0.11,0.1,0.11,0.0,0.0,0.0,0.0,0.11,0.31,0.0,0.11,0.11,0.3,0.11,0.0,0.11,0.0,0.0,0.0,84.79
08/24/2021,6.34,6.26,3.74,2.35,2.26,2.15,1.47,1.41,1.43,1.28,1.29,1.07,1.1,0.87,0.95,0.97,0.85,0.87,0.83,0.84,0.74,0.61,0.66,0.63,0.68,0.57,0.67,0.74,0.61,0.6,0.54,0.59,0.57,0.59,0.6,0.5,0.54,0.58,0.53,0.57,0.59,0.54,0.56,0.47,0.55,0.49,0.48,0.44,0.43,0.38,0.43,0.44,0.45,0.42,0.41,0.46,0.4,0.35,0.4,0.41,0.37,0.41,0.35,0.32,0.36,0.37,0.32,0.36,0.34,0.34,0.31,0.35,0.31,0.0,0.34,0.28,0.32,0.3,0.31,0.3,0.3,0.29,0.25,0.24,0.27,0.23,0.22,0.27,0.22,0.22,0.24,0.24,0.25,0.23,0.23,0.25,0.25,0.24,0.19,0.19,0.22,0.23,0.21,0.19,0.21,0.21,0.2,0.18,0.17,0.2,0.23,0.22,0.2,0.18,0.21,0.18,0.19,0.18,0.18,0.2,0.2,0.19,0.2,0.19,0.18,0.16,0.17,0.17,0.19,0.18,0.18,0.17,0.15,0.17,0.16,0.13,0.13,0.18,0.16,0.14,0.15,0.16,0.15,0.17,0.13,0.15,0.14,0.14,0.15,0.12,0.14,0.14,0.0,0.13,0.13,0.14,0.12,0.13,0.13,0.14,0.14,0.12,0.13,0.13,0.13,0.15,0.13,0.13,0.12,0.0,0.13,0.12,0.13,0.11,0.14,0.12,0.12,0.0,0.13,0.11,0.12,0.12,0.11,0.11,0.0,0.0,0.12,0.1,0.13,0.11,0.12,0.11,0.11,0.12,0.0,0.0,0.12,0.11,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.11,0.32,0.0,0.11,0.11,0.3,0.11,0.0,0.11,0.0,0.0,0.0,86.18
08/25/2021,6.34,6.26,3.74,2.35,2.26,2.15,1.47,1.41,1.43,1.28,1.29,1.07,1.1,0.87,0.95,0.97,0.85,0.87,0.83,0.84,0.74,0.61,0.66,0.63,0.68,0.57,0.67,0.74,0.61,0.6,0.54,0.59,0.57,0.59,0.6,0.5,0.54,0.58,0.53,0.57,0.59,0.54,0.56,0.47,0.55,0.49,0.48,0.44,0.43,0.38,0.43,0.44,0.45,0.42,0.41,0.46,0.4,0.35,0.4,0.41,0.37,0.41,0.35,0.32,0.36,0.37,0.32,0.36,0.34,0.34,0.31,0.35,0.31,0.3,0.34,0.28,0.32,0.3,0.31,0.3,0.3,0.29,0.25,0.24,0.27,0.23,0.22,0.27,0.22,0.22,0.24,0.24,0.25,0.23,0.23,0.25,0.25,0.24,0.19,0.19,0.22,0.23,0.21,0.19,0.21,0.21,0.2,0.18,0.17,0.2,0.23,0.22,0.2,0.18,0.21,0.18,0.19,0.18,0.18,0.2,0.2,0.19,0.2,0.19,0.18,0.16,0.17,0.17,0.19,0.18,0.18,0.17,0.15,0.17,0.16,0.13,0.13,0.18,0.16,0.14,0.15,0.16,0.15,0.17,0.13,0.15,0.14,0.14,0.15,0.12,0.14,0.14,0.0,0.13,0.13,0.14,0.12,0.13,0.13,0.14,0.14,0.12,0.13,0.13,0.13,0.15,0.13,0.13,0.12,0.0,0.13,0.12,0.13,0.11,0.14,0.12,0.12,0.0,0.13,0.11,0.12,0.12,0.11,0.11,0.0,0.0,0.12,0.1,0.13,0.11,0.12,0.11,0.11,0.12,0.0,0.0,0.12,0.11,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.11,0.32,0.0,0.11,0.11,0.0,0.11,0.0,0.11,0.0,0.0,0.0,86.18
08/26/2021,6.29,6.14,3.75,2.33,2.26,2.15,1.45,1.47,1.46,1.27,1.25,1.06,1.08,0.87,0.93,0.95,0.85,0.86,0.83,0.84,0.73,0.62,0.66,0.61,0.67,0.58,0.66,0.75,0.6,0.59,0.53,0.58,0.56,0.58,0.58,0.5,0.53,0.57,0.53,0.55,0.57,0.53,0.54,0.46,0.54,0.48,0.46,0.44,0.42,0.37,0.43,0.43,0.44,0.41,0.4,0.44,0.39,0.35,0.39,0.4,0.36,0.41,0.35,0.32,0.35,0.37,0.32,0.35,0.33,0.33,0.31,0.35,0.3,0.3,0.33,0.28,0.33,0.3,0.3,0.29,0.29,0.28,0.25,0.23,0.26,0.24,0.22,0.26,0.22,0.22,0.24,0.23,0.24,0.23,0.22,0.24,0.24,0.24,0.2,0.19,0.21,0.22,0.2,0.19,0.21,0.21,0.2,0.17,0.17,0.2,0.22,0.21,0.2,0.17,0.21,0.18,0.19,0.18,0.18,0.2,0.2,0.19,0.2,0.19,0.18,0.16,0.17,0.17,0.19,0.17,0.18,0.16,0.14,0.17,0.15,0.13,0.13,0.18,0.15,0.14,0.16,0.16,0.15,0.17,0.13,0.15,0.14,0.14,0.15,0.12,0.14,0.14,0.11,0.13,0.14,0.13,0.12,0.13,0.12,0.14,0.14,0.12,0.13,0.13,0.13,0.14,0.13,0.13,0.12,0.0,0.13,0.12,0.13,0.11,0.13,0.12,0.12,0.0,0.12,0.11,0.11,0.12,0.11,0.11,0.0,0.0,0.11,0.0,0.12,0.11,0.12,0.11,0.11,0.12,0.0,0.0,0.12,0.11,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.34,0.0,0.11,0.11,0.0,0.11,0.0,0.11,0.4,0.0,0.0,85.57000000000001
08/27/2021,6.31,6.13,3.81,2.35,2.28,2.18,1.46,1.46,1.47,1.28,1.24,1.07,1.07,0.88,0.93,0.94,0.85,0.87,0.84,0.84,0.73,0.63,0.66,0.61,0.67,0.58,0.67,0.73,0.6,0.58,0.53,0.58,0.57,0.58,0.58,0.51,0.53,0.57,0.53,0.55,0.56,0.54,0.55,0.47,0.54,0.48,0.48,0.44,0.42,0.38,0.43,0.43,0.44,0.41,0.4,0.44,0.4,0.35,0.39,0.41,0.36,0.41,0.35,0.33,0.35,0.37,0.32,0.35,0.34,0.33,0.31,0.35,0.3,0.31,0.33,0.28,0.33,0.31,0.3,0.3,0.29,0.28,0.25,0.24,0.26,0.25,0.22,0.26,0.22,0.23,0.24,0.24,0.24,0.22,0.22,0.24,0.24,0.24,0.2,0.2,0.22,0.22,0.21,0.19,0.21,0.2,0.2,0.17,0.17,0.21,0.22,0.21,0.19,0.18,0.21,0.18,0.19,0.18,0.18,0.2,0.2,0.19,0.2,0.19,0.18,0.16,0.17,0.16,0.19,0.17,0.18,0.16,0.14,0.17,0.15,0.13,0.14,0.18,0.15,0.14,0.16,0.16,0.15,0.17,0.14,0.15,0.14,0.14,0.15,0.12,0.14,0.14,0.11,0.13,0.14,0.13,0.13,0.13,0.12,0.14,0.14,0.12,0.13,0.13,0.13,0.15,0.13,0.13,0.12,0.11,0.14,0.12,0.13,0.12,0.13,0.12,0.12,0.0,0.12,0.11,0.12,0.12,0.11,0.11,0.0,0.0,0.11,0.0,0.13,0.11,0.12,0.11,0.11,0.12,0.0,0.0,0.12,0.11,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.11,0.32,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,85.69
08/30/2021,6.23,6.06,3.83,2.35,2.29,2.18,1.46,1.48,1.45,1.32,1.23,1.05,1.06,0.87,0.92,0.94,0.83,0.86,0.85,0.84,0.73,0.62,0.66,0.61,0.7,0.58,0.67,0.71,0.6,0.58,0.52,0.58,0.57,0.57,0.58,0.51,0.52,0.57,0.53,0.54,0.56,0.55,0.54,0.47,0.53,0.48,0.48,0.43,0.42,0.37,0.43,0.43,0.44,0.4,0.4,0.44,0.4,0.34,0.39,0.41,0.36,0.42,0.35,0.32,0.36,0.38,0.33,0.35,0.33,0.33,0.31,0.35,0.3,0.31,0.33,0.29,0.33,0.32,0.29,0.3,0.3,0.28,0.24,0.24,0.26,0.25,0.22,0.26,0.21,0.22,0.23,0.24,0.24,0.22,0.22,0.24,0.24,0.24,0.2,0.19,0.22,0.22,0.21,0.19,0.21,0.2,0.2,0.17,0.17,0.21,0.22,0.21,0.19,0.18,0.21,0.18,0.19,0.17,0.18,0.2,0.19,0.19,0.18,0.19,0.18,0.16,0.17,0.17,0.19,0.17,0.18,0.16,0.14,0.17,0.15,0.13,0.14,0.18,0.15,0.13,0.16,0.16,0.15,0.17,0.14,0.15,0.14,0.14,0.14,0.12,0.14,0.14,0.11,0.13,0.14,0.13,0.13,0.13,0.12,0.14,0.14,0.11,0.13,0.13,0.13,0.14,0.13,0.13,0.12,0.11,0.14,0.12,0.13,0.11,0.13,0.12,0.12,0.0,0.12,0.11,0.12,0.12,0.11,0.11,0.0,0.0,0.11,0.0,0.12,0.11,0.12,0.11,0.11,0.13,0.11,0.0,0.12,0.11,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.11,0.33,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,85.36000000000001
08/31/2021,6.23,6.06,3.83,2.35,2.29,2.18,1.46,1.48,1.45,1.32,1.23,1.05,1.06,0.87,0.92,0.94,0.83,0.86,0.85,0.84,0.73,0.62,0.66,0.61,0.7,0.58,0.67,0.71,0.6,0.58,0.52,0.58,0.57,0.57,0.58,0.51,0.52,0.57,0.53,0.54,0.56,0.55,0.54,0.47,0.53,0.48,0.48,0.43,0.42,0.37,0.43,0.43,0.44,0.4,0.4,0.44,0.4,0.34,0.39,0.41,0.36,0.42,0.35,0.32,0.36,0.38,0.33,0.35,0.33,0.33,0.31,0.35,0.3,0.31,0.33,0.29,0.33,0.32,0.29,0.3,0.3,0.28,0.24,0.24,0.26,0.25,0.22,0.26,0.21,0.22,0.23,0.24,0.24,0.22,0.22,0.24,0.24,0.24,0.2,0.19,0.22,0.22,0.21,0.19,0.21,0.2,0.2,0.17,0.17,0.21,0.22,0.21,0.19,0.18,0.21,0.18,0.19,0.17,0.18,0.2,0.19,0.19,0.18,0.19,0.18,0.16,0.17,0.17,0.19,0.17,0.18,0.16,0.14,0.17,0.15,0.13,0.14,0.18,0.15,0.13,0.16,0.16,0.15,0.17,0.14,0.15,0.14,0.14,0.14,0.12,0.14,0.14,0.11,0.13,0.14,0.13,0.13,0.13,0.12,0.14,0.14,0.11,0.13,0.13,0.13,0.14,0.13,0.13,0.12,0.11,0.14,0.12,0.13,0.11,0.13,0.12,0.12,0.0,0.12,0.11,0.12,0.12,0.11,0.11,0.0,0.0,0.11,0.0,0.12,0.11,0.12,0.11,0.11,0.13,0.11,0.0,0.12,0.11,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.11,0.33,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,85.36000000000001
09/01/2021,6.25,6.05,3.85,2.39,2.32,2.21,1.46,1.51,1.47,1.32,1.22,1.06,1.06,0.88,0.92,0.93,0.83,0.88,0.86,0.84,0.73,0.63,0.66,0.61,0.69,0.58,0.67,0.7,0.59,0.58,0.52,0.57,0.57,0.57,0.58,0.51,0.52,0.57,0.54,0.54,0.55,0.55,0.54,0.47,0.53,0.47,0.48,0.44,0.43,0.37,0.43,0.44,0.44,0.4,0.39,0.44,0.4,0.34,0.39,0.41,0.36,0.42,0.35,0.33,0.36,0.38,0.34,0.35,0.33,0.33,0.31,0.36,0.3,0.31,0.33,0.29,0.33,0.32,0.3,0.3,0.3,0.28,0.24,0.24,0.26,0.25,0.22,0.26,0.21,0.23,0.23,0.24,0.25,0.22,0.22,0.24,0.24,0.24,0.21,0.19,0.22,0.22,0.21,0.19,0.21,0.2,0.2,0.17,0.17,0.21,0.22,0.21,0.19,0.18,0.21,0.18,0.18,0.17,0.18,0.19,0.19,0.19,0.19,0.19,0.18,0.16,0.17,0.24,0.19,0.17,0.18,0.16,0.14,0.17,0.15,0.13,0.14,0.18,0.15,0.14,0.17,0.16,0.15,0.17,0.14,0.15,0.14,0.14,0.14,0.12,0.14,0.14,0.11,0.13,0.14,0.13,0.13,0.14,0.12,0.14,0.14,0.11,0.13,0.14,0.13,0.15,0.13,0.13,0.13,0.11,0.14,0.12,0.14,0.11,0.14,0.12,0.12,0.0,0.12,0.11,0.12,0.12,0.11,0.11,0.0,0.0,0.11,0.0,0.13,0.12,0.12,0.11,0.11,0.13,0.11,0.0,0.12,0.11,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.11,0.31,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,85.76
09/02/2021,6.43,6.12,3.92,2.44,2.33,2.22,1.45,1.51,1.51,1.3,1.22,1.05,1.06,0.91,0.93,0.94,0.83,0.88,0.84,0.85,0.73,0.63,0.67,0.61,0.68,0.58,0.67,0.7,0.6,0.58,0.52,0.58,0.57,0.57,0.59,0.51,0.52,0.57,0.55,0.54,0.56,0.54,0.56,0.47,0.54,0.47,0.48,0.44,0.43,0.38,0.43,0.44,0.44,0.4,0.39,0.44,0.4,0.34,0.39,0.41,0.36,0.41,0.34,0.32,0.36,0.38,0.33,0.36,0.33,0.33,0.31,0.36,0.3,0.31,0.34,0.29,0.34,0.32,0.3,0.3,0.3,0.29,0.24,0.24,0.26,0.25,0.22,0.27,0.21,0.23,0.23,0.24,0.25,0.22,0.22,0.24,0.24,0.24,0.2,0.19,0.22,0.22,0.21,0.19,0.21,0.2,0.2,0.17,0.17,0.2,0.22,0.21,0.2,0.17,0.2,0.18,0.18,0.17,0.18,0.2,0.2,0.19,0.18,0.19,0.18,0.16,0.17,0.24,0.19,0.17,0.18,0.16,0.14,0.17,0.15,0.13,0.14,0.18,0.16,0.14,0.17,0.16,0.15,0.17,0.14,0.15,0.14,0.14,0.14,0.12,0.14,0.14,0.11,0.13,0.14,0.13,0.13,0.14,0.12,0.14,0.14,0.11,0.13,0.14,0.13,0.15,0.13,0.13,0.12,0.11,0.14,0.12,0.14,0.11,0.14,0.12,0.12,0.0,0.12,0.11,0.12,0.12,0.11,0.11,0.0,0.0,0.11,0.0,0.12,0.12,0.12,0.11,0.11,0.13,0.0,0.0,0.12,0.11,0.0,0.11,0.1,0.11,0.0,0.0,0.0,0.0,0.11,0.3,0.0,0.11,0.0,0.0,0.12,0.0,0.11,0.0,0.0,0.0,86.24
