,AAPL,MSFT,AMZN,FB,GOOG,GOOGL,NVDA,TSLA,JPM,JNJ,V,UNH,BRK.B,NESN.SW,HD,MA,PYPL,PG,DIS,BAC,ADBE,ASML.AS,ROG.SW,CMCSA,XOM,NFLX,CRM,INTC,VZ,CSCO,PFE,KO,WMT,ABT,MC.PA,T,CVX,NOVN.SW,TMO,ABBV,NKE,PEP,MRK,ACN,LLY,AVGO,7203.T,DHR,COST,TXN,WFC,SHOP,MDT,MCD,AZN.L,QCOM,ORCL,ULVR.L,1299.HK,UNP,UPS,PM,NOVO B.CO,BMY,HON,LIN,NEE,SAP.DE,LOW,BLK,C,AMGN,INTU,RY.TO,6758.T,RTX,BA,SBUX,GS,CBA.AX,AMAT,AMT,TD.TO,SIE.DE,TGT,IBM,MS,HSBA.L,CAT,AXP,SAN.PA,GE,DGE.L,OR.PA,MMM,ISRG,NOW,AMD,TTE.PA,SPGI,BHP.AX,DE,CVS,CHTR,SCHW,ALV.DE,GSK.L,SQ,LMT,MU,PLD,RIO.L,6861.T,BKNG,FIS,ANTM,ZTS,CSL.AX,ADP,SU.PA,MO,CCI,GILD,LRCX,BP.L,MDLZ,9984.T,SYK,TMUS,ENB.TO,COP,ZM,RDSA.AS,AI.PA,TJX,CI,BATS.L,CNR.TO,FDX,DUK,CSX,RYDBF,IBE.MC,TFC,BNS.TO,DAI.DE,AIR.PA,ENEL.MI,USB,PNC,CME,ITW,CB,MMC,NSC,8035.T,388.HK,ADS.DE,BNP.PA,DTE.DE,EW,SHW,6098.T,DPW.DE,BAS.DE,EL,ATVI,BDX,EQIX,GM,COF,MELI,ILMN,MRNA,8306.T,TWLO,4063.T,BAM.A.TO,NAB.AX,SNAP,IDXX,REGN,BSX,ABBN.SW,ETN,XTSLA,WBC.AX,RITN.,BHP.L,7974.T,BMO.TO,BX,CL,FISV,MCO,ICE,ADSK,APD,SAN.MC,KER.PA,LONN.SW,RKT.L,NXPI,ADYEN.AS,HUM,SO,D,WM,HCA,9433.T,UBSG.SW,GE.,7741.T,6367.T,ZURN.SW,AON,PRX.AS,BAM,ADI,EMR,SUM
08/16/2021,4.16,3.45,2.36,1.45,1.36,1.37,0.82,0.93,0.8,0.76,0.65,0.64,0.66,0.59,0.6,0.54,0.52,0.57,0.54,0.53,0.52,0.55,0.47,0.45,0.41,0.38,0.39,0.36,0.37,0.39,0.44,0.38,0.38,0.37,0.37,0.33,0.33,0.35,0.36,0.34,0.36,0.35,0.32,0.34,0.36,0.33,0.32,0.34,0.33,0.28,0.35,0.28,0.29,0.29,0.26,0.28,0.28,0.25,0.24,0.25,0.23,0.26,0.3,0.25,0.27,0.27,0.27,0.25,0.24,0.24,0.25,0.22,0.24,0.24,0.22,0.23,0.22,0.22,0.24,0.22,0.2,0.2,0.2,0.22,0.22,0.21,0.23,0.19,0.2,0.19,0.19,0.0,0.2,0.2,0.19,0.2,0.19,0.21,0.19,0.18,0.19,0.19,0.18,0.18,0.18,0.16,0.17,0.18,0.14,0.13,0.16,0.15,0.18,0.15,0.14,0.15,0.16,0.16,0.15,0.16,0.15,0.14,0.15,0.14,0.14,0.15,0.13,0.15,0.15,0.13,0.13,0.12,0.14,0.14,0.15,0.12,0.13,0.13,0.11,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.13,0.14,0.13,0.12,0.12,0.13,0.12,0.12,0.0,0.12,0.11,0.12,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.11,0.12,0.12,0.11,0.14,0.14,0.13,0.2,0.12,0.0,0.0,0.12,0.11,0.12,0.11,0.11,0.0,0.11,0.11,0.12,0.11,0.11,0.12,0.0,0.11,0.13,0.11,0.11,0.11,0.11,0.12,0.0,0.11,0.12,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.11,0.2,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,59.46000000000001
08/17/2021,4.16,3.48,2.34,1.45,1.36,1.37,0.83,0.92,0.79,0.76,0.65,0.64,0.65,0.6,0.59,0.53,0.52,0.58,0.54,0.53,0.52,0.55,0.47,0.45,0.4,0.38,0.39,0.36,0.37,0.39,0.45,0.38,0.38,0.37,0.37,0.33,0.33,0.35,0.36,0.34,0.36,0.35,0.32,0.34,0.36,0.33,0.32,0.34,0.33,0.28,0.34,0.28,0.29,0.29,0.26,0.28,0.28,0.25,0.24,0.25,0.23,0.26,0.3,0.26,0.27,0.27,0.27,0.25,0.24,0.24,0.25,0.22,0.25,0.24,0.23,0.22,0.22,0.22,0.24,0.22,0.2,0.2,0.2,0.22,0.22,0.21,0.23,0.19,0.2,0.19,0.19,0.0,0.2,0.2,0.19,0.2,0.19,0.22,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.16,0.17,0.18,0.14,0.13,0.16,0.15,0.18,0.15,0.14,0.15,0.16,0.17,0.15,0.16,0.15,0.14,0.15,0.14,0.14,0.15,0.13,0.15,0.15,0.13,0.13,0.12,0.14,0.14,0.14,0.13,0.14,0.13,0.0,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.13,0.14,0.13,0.12,0.12,0.13,0.12,0.12,0.0,0.12,0.12,0.12,0.12,0.12,0.13,0.13,0.12,0.13,0.12,0.11,0.12,0.12,0.11,0.14,0.14,0.13,0.2,0.12,0.0,0.0,0.12,0.0,0.11,0.11,0.11,0.0,0.11,0.11,0.12,0.11,0.0,0.12,0.0,0.11,0.13,0.11,0.11,0.11,0.11,0.12,0.11,0.0,0.12,0.11,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.11,0.0,0.11,0.19,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.0,59.51000000000001
08/18/2021,4.16,3.48,2.34,1.45,1.36,1.37,0.83,0.92,0.79,0.76,0.65,0.64,0.65,0.6,0.59,0.53,0.52,0.58,0.54,0.53,0.52,0.55,0.47,0.45,0.4,0.38,0.39,0.36,0.37,0.39,0.45,0.38,0.38,0.37,0.37,0.33,0.33,0.35,0.36,0.34,0.36,0.35,0.32,0.34,0.36,0.33,0.32,0.34,0.33,0.28,0.34,0.28,0.29,0.29,0.26,0.28,0.28,0.25,0.24,0.25,0.23,0.26,0.3,0.26,0.27,0.27,0.27,0.25,0.24,0.24,0.25,0.22,0.25,0.24,0.23,0.22,0.22,0.22,0.24,0.22,0.2,0.2,0.2,0.22,0.22,0.21,0.23,0.19,0.2,0.19,0.19,0.0,0.2,0.2,0.19,0.2,0.19,0.22,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.16,0.17,0.18,0.14,0.13,0.16,0.15,0.18,0.15,0.14,0.15,0.16,0.17,0.15,0.16,0.15,0.14,0.15,0.14,0.14,0.15,0.13,0.15,0.15,0.13,0.13,0.12,0.14,0.14,0.14,0.13,0.14,0.13,0.11,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.13,0.14,0.13,0.12,0.12,0.13,0.12,0.12,0.0,0.12,0.12,0.12,0.12,0.12,0.13,0.13,0.12,0.13,0.12,0.11,0.12,0.12,0.11,0.14,0.14,0.13,0.2,0.12,0.0,0.0,0.12,0.11,0.11,0.0,0.11,0.0,0.11,0.11,0.12,0.11,0.11,0.12,0.0,0.11,0.13,0.11,0.11,0.11,0.11,0.12,0.0,0.11,0.12,0.11,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.11,0.0,0.11,0.19,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,59.51000000000001
08/19/2021,4.22,3.5,2.35,1.47,1.36,1.38,0.82,0.88,0.79,0.77,0.65,0.65,0.66,0.6,0.6,0.54,0.52,0.58,0.54,0.52,0.52,0.55,0.48,0.45,0.4,0.38,0.39,0.36,0.37,0.39,0.46,0.39,0.38,0.37,0.36,0.33,0.33,0.35,0.36,0.35,0.36,0.35,0.33,0.35,0.37,0.33,0.32,0.35,0.34,0.29,0.34,0.28,0.29,0.3,0.26,0.28,0.29,0.25,0.24,0.25,0.23,0.27,0.31,0.26,0.27,0.27,0.27,0.25,0.24,0.24,0.25,0.23,0.25,0.23,0.22,0.22,0.21,0.22,0.24,0.21,0.2,0.21,0.2,0.22,0.22,0.21,0.23,0.19,0.2,0.19,0.19,0.0,0.2,0.2,0.19,0.2,0.19,0.21,0.19,0.19,0.18,0.19,0.18,0.19,0.18,0.16,0.18,0.17,0.14,0.13,0.17,0.14,0.18,0.15,0.14,0.15,0.16,0.17,0.16,0.16,0.15,0.14,0.15,0.14,0.14,0.15,0.13,0.15,0.14,0.13,0.12,0.12,0.14,0.14,0.14,0.13,0.14,0.12,0.12,0.13,0.13,0.12,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.13,0.13,0.12,0.0,0.11,0.11,0.12,0.12,0.12,0.13,0.13,0.12,0.12,0.12,0.11,0.12,0.12,0.0,0.14,0.14,0.13,0.19,0.12,0.0,0.0,0.12,0.11,0.0,0.11,0.11,0.11,0.11,0.12,0.12,0.11,0.11,0.11,0.0,0.11,0.13,0.11,0.11,0.0,0.11,0.12,0.11,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.11,0.0,0.0,0.11,0.19,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.0,59.650000000000006
08/20/2021,4.22,3.51,2.32,1.44,1.36,1.37,0.81,0.86,0.78,0.78,0.66,0.66,0.66,0.61,0.58,0.54,0.51,0.59,0.53,0.52,0.52,0.55,0.48,0.45,0.4,0.39,0.39,0.36,0.38,0.39,0.47,0.39,0.38,0.38,0.36,0.33,0.33,0.36,0.37,0.35,0.36,0.36,0.34,0.35,0.38,0.32,0.32,0.35,0.34,0.28,0.33,0.28,0.3,0.3,0.27,0.27,0.29,0.25,0.25,0.25,0.23,0.27,0.31,0.26,0.27,0.28,0.28,0.26,0.23,0.24,0.25,0.23,0.24,0.23,0.22,0.22,0.21,0.22,0.24,0.21,0.2,0.21,0.2,0.22,0.22,0.21,0.23,0.19,0.2,0.19,0.2,0.0,0.2,0.2,0.19,0.21,0.19,0.22,0.19,0.19,0.18,0.19,0.19,0.19,0.18,0.16,0.18,0.17,0.15,0.13,0.17,0.14,0.18,0.15,0.14,0.15,0.17,0.17,0.16,0.16,0.15,0.14,0.15,0.14,0.14,0.15,0.13,0.15,0.15,0.13,0.12,0.12,0.14,0.14,0.14,0.13,0.14,0.12,0.12,0.13,0.13,0.12,0.12,0.13,0.12,0.12,0.13,0.13,0.13,0.13,0.12,0.12,0.13,0.13,0.12,0.0,0.0,0.11,0.12,0.12,0.12,0.13,0.13,0.12,0.12,0.12,0.11,0.12,0.12,0.11,0.13,0.14,0.13,0.2,0.12,0.0,0.0,0.12,0.11,0.0,0.11,0.12,0.11,0.11,0.11,0.14,0.0,0.11,0.12,0.0,0.11,0.13,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.0,0.11,0.0,0.0,0.11,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.19,0.11,0.0,0.11,0.11,0.13,0.0,0.0,0.0,59.75000000000001
08/23/2021,4.17,3.6,2.31,1.45,1.37,1.38,0.83,0.88,0.78,0.79,0.66,0.68,0.66,0.62,0.59,0.54,0.52,0.59,0.53,0.52,0.53,0.56,0.49,0.45,0.38,0.41,0.4,0.36,0.38,0.4,0.46,0.39,0.39,0.38,0.32,0.33,0.31,0.35,0.37,0.35,0.35,0.36,0.34,0.35,0.38,0.32,0.31,0.35,0.35,0.28,0.33,0.28,0.3,0.3,0.27,0.27,0.28,0.25,0.26,0.25,0.23,0.27,0.32,0.26,0.27,0.28,0.28,0.26,0.26,0.24,0.24,0.22,0.25,0.23,0.22,0.22,0.2,0.22,0.23,0.21,0.2,0.21,0.2,0.21,0.21,0.2,0.22,0.19,0.19,0.19,0.2,0.0,0.2,0.19,0.19,0.21,0.2,0.21,0.18,0.19,0.16,0.18,0.18,0.19,0.17,0.16,0.18,0.17,0.15,0.13,0.17,0.14,0.18,0.15,0.14,0.15,0.17,0.17,0.15,0.16,0.15,0.15,0.15,0.14,0.14,0.15,0.13,0.15,0.15,0.13,0.12,0.12,0.13,0.14,0.15,0.12,0.14,0.13,0.11,0.13,0.13,0.12,0.13,0.13,0.12,0.12,0.13,0.13,0.13,0.13,0.12,0.12,0.14,0.13,0.12,0.0,0.11,0.11,0.12,0.12,0.13,0.13,0.13,0.12,0.12,0.12,0.11,0.12,0.12,0.0,0.13,0.14,0.12,0.19,0.12,0.0,0.0,0.12,0.11,0.11,0.0,0.12,0.11,0.12,0.12,0.0,0.0,0.0,0.11,0.0,0.11,0.13,0.11,0.12,0.0,0.11,0.12,0.0,0.11,0.0,0.12,0.0,0.0,0.12,0.0,0.11,0.11,0.11,0.11,0.0,0.11,0.19,0.11,0.11,0.11,0.11,0.13,0.0,0.0,0.0,59.78
08/24/2021,4.19,3.67,2.31,1.46,1.38,1.39,0.87,0.88,0.78,0.79,0.65,0.68,0.66,0.62,0.6,0.53,0.52,0.59,0.53,0.52,0.53,0.56,0.48,0.45,0.38,0.41,0.41,0.35,0.37,0.41,0.46,0.39,0.39,0.38,0.33,0.32,0.31,0.35,0.37,0.35,0.36,0.36,0.34,0.36,0.38,0.32,0.29,0.35,0.35,0.28,0.33,0.27,0.3,0.3,0.27,0.27,0.28,0.25,0.25,0.25,0.23,0.27,0.32,0.27,0.27,0.28,0.29,0.26,0.26,0.24,0.24,0.22,0.25,0.23,0.22,0.22,0.2,0.22,0.23,0.2,0.2,0.21,0.2,0.21,0.22,0.2,0.23,0.19,0.19,0.19,0.2,0.0,0.19,0.2,0.18,0.21,0.2,0.21,0.18,0.19,0.15,0.18,0.18,0.19,0.18,0.16,0.18,0.18,0.15,0.13,0.17,0.13,0.17,0.14,0.14,0.15,0.17,0.17,0.15,0.16,0.15,0.14,0.15,0.14,0.13,0.15,0.12,0.15,0.15,0.13,0.12,0.12,0.13,0.14,0.15,0.12,0.14,0.13,0.11,0.13,0.13,0.12,0.13,0.13,0.12,0.12,0.13,0.13,0.13,0.13,0.12,0.12,0.14,0.13,0.11,0.0,0.11,0.11,0.12,0.12,0.13,0.13,0.13,0.12,0.12,0.12,0.11,0.12,0.12,0.0,0.13,0.14,0.12,0.2,0.12,0.0,0.0,0.12,0.11,0.11,0.11,0.12,0.11,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.11,0.13,0.11,0.12,0.11,0.11,0.12,0.0,0.11,0.0,0.12,0.0,0.0,0.12,0.0,0.11,0.11,0.11,0.11,0.0,0.11,0.19,0.11,0.11,0.11,0.11,0.13,0.0,0.0,0.0,59.860000000000014
08/25/2021,4.19,3.67,2.31,1.46,1.38,1.39,0.87,0.88,0.78,0.79,0.65,0.68,0.66,0.62,0.6,0.53,0.52,0.59,0.53,0.52,0.53,0.56,0.48,0.45,0.38,0.41,0.41,0.35,0.37,0.41,0.46,0.39,0.39,0.38,0.33,0.32,0.31,0.35,0.37,0.35,0.36,0.36,0.34,0.36,0.38,0.32,0.29,0.35,0.35,0.28,0.33,0.27,0.3,0.3,0.27,0.27,0.28,0.25,0.25,0.25,0.23,0.27,0.32,0.27,0.27,0.28,0.29,0.26,0.26,0.24,0.24,0.22,0.25,0.23,0.22,0.22,0.2,0.22,0.23,0.2,0.2,0.21,0.2,0.21,0.22,0.2,0.23,0.19,0.19,0.19,0.2,0.19,0.19,0.2,0.18,0.21,0.2,0.21,0.18,0.19,0.15,0.18,0.18,0.19,0.18,0.16,0.18,0.18,0.15,0.13,0.17,0.13,0.17,0.14,0.14,0.15,0.17,0.17,0.15,0.16,0.15,0.14,0.15,0.14,0.13,0.15,0.12,0.15,0.15,0.13,0.12,0.12,0.13,0.14,0.15,0.12,0.14,0.13,0.11,0.13,0.13,0.12,0.13,0.13,0.12,0.12,0.13,0.13,0.13,0.13,0.12,0.12,0.14,0.13,0.11,0.0,0.11,0.11,0.12,0.12,0.13,0.13,0.13,0.12,0.12,0.12,0.11,0.12,0.12,0.0,0.13,0.14,0.12,0.2,0.12,0.0,0.0,0.0,0.11,0.11,0.11,0.12,0.11,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.11,0.13,0.11,0.12,0.11,0.11,0.12,0.0,0.11,0.0,0.12,0.0,0.0,0.12,0.0,0.11,0.11,0.11,0.11,0.0,0.11,0.0,0.11,0.11,0.11,0.11,0.13,0.12,0.0,0.0,59.860000000000014
08/26/2021,4.19,3.63,2.33,1.46,1.39,1.4,0.91,0.91,0.78,0.77,0.65,0.67,0.65,0.61,0.59,0.53,0.52,0.58,0.54,0.52,0.53,0.57,0.48,0.45,0.39,0.41,0.41,0.36,0.37,0.41,0.47,0.38,0.38,0.37,0.33,0.32,0.31,0.35,0.36,0.35,0.36,0.36,0.33,0.35,0.37,0.33,0.3,0.35,0.34,0.28,0.32,0.28,0.29,0.29,0.26,0.27,0.28,0.25,0.25,0.25,0.23,0.26,0.32,0.26,0.27,0.28,0.28,0.26,0.26,0.24,0.24,0.22,0.25,0.23,0.22,0.22,0.2,0.21,0.23,0.21,0.2,0.21,0.2,0.21,0.21,0.2,0.23,0.18,0.19,0.18,0.2,0.19,0.19,0.2,0.18,0.21,0.21,0.22,0.18,0.18,0.15,0.18,0.18,0.19,0.17,0.16,0.17,0.18,0.14,0.13,0.17,0.14,0.18,0.15,0.14,0.15,0.17,0.17,0.15,0.16,0.15,0.14,0.15,0.14,0.14,0.15,0.12,0.15,0.15,0.13,0.12,0.12,0.13,0.14,0.15,0.12,0.14,0.13,0.11,0.13,0.13,0.12,0.13,0.13,0.12,0.12,0.13,0.13,0.13,0.13,0.12,0.12,0.14,0.13,0.11,0.0,0.11,0.11,0.12,0.12,0.12,0.13,0.13,0.12,0.12,0.12,0.11,0.12,0.12,0.0,0.13,0.14,0.12,0.21,0.12,0.0,0.0,0.0,0.11,0.12,0.11,0.12,0.0,0.11,0.12,0.0,0.0,0.0,0.11,0.0,0.11,0.13,0.11,0.12,0.11,0.11,0.12,0.0,0.11,0.0,0.12,0.0,0.0,0.13,0.0,0.11,0.0,0.11,0.11,0.0,0.11,0.0,0.11,0.11,0.11,0.11,0.12,0.12,0.0,0.0,59.790000000000006
08/27/2021,4.17,3.6,2.35,1.46,1.4,1.41,0.9,0.91,0.78,0.76,0.65,0.66,0.65,0.61,0.58,0.53,0.52,0.57,0.54,0.52,0.53,0.57,0.48,0.45,0.39,0.41,0.41,0.36,0.37,0.41,0.45,0.38,0.38,0.37,0.33,0.32,0.32,0.35,0.36,0.35,0.36,0.35,0.33,0.35,0.36,0.32,0.3,0.35,0.34,0.28,0.33,0.29,0.3,0.29,0.26,0.27,0.28,0.24,0.25,0.25,0.23,0.26,0.31,0.26,0.27,0.28,0.28,0.26,0.25,0.24,0.25,0.22,0.25,0.24,0.23,0.22,0.2,0.21,0.24,0.21,0.2,0.21,0.2,0.21,0.21,0.2,0.23,0.18,0.19,0.18,0.19,0.19,0.19,0.19,0.18,0.21,0.21,0.21,0.18,0.18,0.16,0.18,0.18,0.19,0.18,0.16,0.17,0.18,0.14,0.13,0.16,0.14,0.18,0.15,0.14,0.15,0.16,0.17,0.15,0.16,0.15,0.14,0.15,0.14,0.14,0.14,0.12,0.15,0.15,0.13,0.12,0.12,0.13,0.14,0.15,0.13,0.13,0.13,0.11,0.13,0.13,0.12,0.13,0.13,0.12,0.12,0.13,0.13,0.13,0.13,0.12,0.12,0.14,0.13,0.11,0.0,0.11,0.11,0.12,0.12,0.12,0.13,0.13,0.12,0.12,0.12,0.11,0.12,0.12,0.0,0.13,0.14,0.12,0.2,0.12,0.0,0.0,0.0,0.11,0.11,0.11,0.12,0.11,0.11,0.12,0.0,0.0,0.0,0.11,0.0,0.11,0.13,0.0,0.12,0.11,0.11,0.13,0.0,0.11,0.0,0.12,0.0,0.0,0.13,0.0,0.11,0.0,0.11,0.11,0.0,0.11,0.0,0.11,0.12,0.11,0.11,0.13,0.12,0.0,0.0,59.7
08/30/2021,4.13,3.57,2.37,1.46,1.4,1.41,0.91,0.9,0.8,0.75,0.64,0.65,0.65,0.61,0.58,0.52,0.52,0.57,0.53,0.53,0.53,0.57,0.47,0.45,0.39,0.41,0.42,0.36,0.36,0.41,0.44,0.38,0.37,0.37,0.33,0.31,0.32,0.35,0.36,0.36,0.35,0.35,0.32,0.35,0.36,0.33,0.31,0.35,0.34,0.28,0.33,0.28,0.3,0.29,0.26,0.27,0.28,0.24,0.24,0.25,0.23,0.26,0.31,0.25,0.27,0.28,0.28,0.25,0.26,0.24,0.25,0.22,0.25,0.24,0.23,0.22,0.2,0.21,0.24,0.21,0.2,0.21,0.2,0.21,0.21,0.2,0.23,0.19,0.19,0.19,0.2,0.19,0.19,0.2,0.18,0.21,0.21,0.21,0.18,0.18,0.16,0.19,0.18,0.19,0.18,0.16,0.17,0.17,0.15,0.14,0.16,0.14,0.18,0.16,0.14,0.15,0.16,0.17,0.15,0.16,0.15,0.14,0.15,0.14,0.14,0.14,0.12,0.15,0.14,0.13,0.12,0.12,0.13,0.14,0.15,0.12,0.13,0.13,0.11,0.13,0.13,0.12,0.12,0.13,0.12,0.12,0.13,0.13,0.13,0.13,0.12,0.12,0.14,0.13,0.11,0.0,0.11,0.0,0.12,0.12,0.12,0.13,0.13,0.12,0.12,0.12,0.11,0.12,0.12,0.0,0.13,0.14,0.12,0.2,0.12,0.0,0.0,0.0,0.11,0.0,0.11,0.12,0.11,0.11,0.12,0.0,0.11,0.0,0.11,0.0,0.11,0.14,0.0,0.12,0.11,0.11,0.0,0.0,0.11,0.0,0.12,0.0,0.11,0.13,0.0,0.11,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.12,0.11,0.11,0.13,0.12,0.15,0.11,59.64000000000001
08/31/2021,4.13,3.55,2.37,1.48,1.41,1.43,0.93,0.91,0.8,0.75,0.64,0.65,0.65,0.61,0.58,0.52,0.52,0.57,0.54,0.54,0.53,0.58,0.47,0.45,0.39,0.41,0.42,0.36,0.36,0.41,0.43,0.37,0.37,0.37,0.33,0.31,0.32,0.34,0.36,0.35,0.35,0.35,0.32,0.35,0.35,0.33,0.31,0.35,0.33,0.29,0.34,0.28,0.3,0.29,0.26,0.27,0.28,0.24,0.25,0.25,0.23,0.26,0.3,0.25,0.27,0.28,0.27,0.25,0.26,0.25,0.25,0.22,0.26,0.23,0.23,0.22,0.2,0.21,0.24,0.21,0.21,0.21,0.19,0.21,0.21,0.2,0.23,0.18,0.19,0.19,0.19,0.2,0.19,0.19,0.18,0.21,0.21,0.22,0.18,0.18,0.15,0.19,0.18,0.19,0.18,0.16,0.17,0.18,0.15,0.14,0.16,0.14,0.18,0.16,0.14,0.15,0.16,0.17,0.15,0.16,0.15,0.14,0.15,0.15,0.14,0.14,0.12,0.15,0.14,0.13,0.13,0.12,0.14,0.14,0.15,0.12,0.13,0.13,0.11,0.13,0.13,0.12,0.12,0.13,0.12,0.12,0.13,0.13,0.14,0.13,0.12,0.12,0.14,0.13,0.11,0.0,0.11,0.0,0.12,0.12,0.12,0.13,0.13,0.12,0.12,0.13,0.11,0.12,0.12,0.0,0.13,0.14,0.12,0.19,0.12,0.0,0.0,0.0,0.11,0.11,0.0,0.12,0.11,0.11,0.12,0.0,0.11,0.0,0.11,0.0,0.11,0.14,0.0,0.12,0.11,0.11,0.12,0.0,0.11,0.0,0.12,0.0,0.11,0.13,0.0,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.11,0.12,0.11,0.11,0.13,0.12,0.15,0.0,59.73
09/01/2021,4.13,3.55,2.37,1.48,1.41,1.43,0.93,0.91,0.8,0.75,0.64,0.65,0.65,0.61,0.58,0.52,0.52,0.57,0.54,0.54,0.53,0.58,0.47,0.45,0.39,0.41,0.42,0.36,0.36,0.41,0.43,0.37,0.37,0.37,0.33,0.31,0.32,0.34,0.36,0.35,0.35,0.35,0.32,0.35,0.35,0.33,0.31,0.35,0.33,0.29,0.34,0.28,0.3,0.29,0.26,0.27,0.28,0.24,0.25,0.25,0.23,0.26,0.3,0.25,0.27,0.28,0.27,0.25,0.26,0.25,0.25,0.22,0.26,0.23,0.23,0.22,0.2,0.21,0.24,0.21,0.21,0.21,0.19,0.21,0.21,0.2,0.23,0.18,0.19,0.19,0.19,0.2,0.19,0.19,0.18,0.21,0.21,0.22,0.18,0.18,0.15,0.19,0.18,0.19,0.18,0.16,0.17,0.18,0.15,0.14,0.16,0.14,0.18,0.16,0.14,0.15,0.16,0.17,0.15,0.16,0.15,0.14,0.15,0.15,0.14,0.14,0.12,0.15,0.14,0.13,0.13,0.12,0.14,0.14,0.15,0.12,0.13,0.13,0.11,0.13,0.13,0.12,0.12,0.13,0.12,0.12,0.13,0.13,0.14,0.13,0.12,0.12,0.14,0.13,0.11,0.0,0.11,0.0,0.12,0.12,0.12,0.13,0.13,0.12,0.12,0.13,0.11,0.12,0.12,0.0,0.13,0.14,0.12,0.19,0.12,0.0,0.0,0.0,0.11,0.11,0.0,0.12,0.11,0.11,0.12,0.0,0.11,0.0,0.11,0.0,0.11,0.14,0.0,0.12,0.11,0.11,0.12,0.0,0.11,0.0,0.12,0.0,0.11,0.13,0.0,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.11,0.12,0.11,0.11,0.13,0.12,0.15,0.0,59.73
09/02/2021,4.24,3.58,2.42,1.51,1.42,1.43,0.93,0.93,0.79,0.75,0.64,0.65,0.64,0.61,0.58,0.52,0.54,0.57,0.54,0.52,0.54,0.58,0.47,0.45,0.39,0.41,0.41,0.36,0.36,0.41,0.43,0.37,0.37,0.37,0.33,0.31,0.32,0.34,0.36,0.35,0.35,0.35,0.32,0.35,0.36,0.33,0.31,0.35,0.34,0.29,0.33,0.29,0.3,0.29,0.26,0.27,0.28,0.24,0.24,0.24,0.23,0.27,0.3,0.25,0.27,0.28,0.27,0.26,0.25,0.24,0.24,0.22,0.25,0.23,0.23,0.22,0.2,0.21,0.24,0.21,0.21,0.21,0.19,0.21,0.21,0.2,0.23,0.18,0.19,0.19,0.19,0.19,0.19,0.2,0.18,0.21,0.21,0.22,0.18,0.19,0.16,0.19,0.18,0.19,0.18,0.16,0.17,0.18,0.14,0.14,0.16,0.14,0.19,0.16,0.13,0.15,0.16,0.17,0.15,0.16,0.15,0.14,0.15,0.15,0.14,0.14,0.12,0.15,0.14,0.13,0.13,0.12,0.14,0.14,0.15,0.12,0.13,0.13,0.11,0.13,0.12,0.12,0.12,0.13,0.12,0.12,0.13,0.13,0.13,0.13,0.12,0.12,0.13,0.13,0.11,0.0,0.11,0.11,0.12,0.11,0.12,0.13,0.13,0.12,0.12,0.13,0.0,0.12,0.12,0.0,0.13,0.14,0.11,0.19,0.12,0.0,0.0,0.0,0.11,0.11,0.11,0.12,0.11,0.11,0.12,0.0,0.0,0.0,0.11,0.0,0.0,0.14,0.0,0.12,0.11,0.11,0.11,0.0,0.11,0.0,0.12,0.0,0.11,0.13,0.0,0.11,0.0,0.11,0.11,0.0,0.11,0.0,0.11,0.12,0.0,0.11,0.13,0.12,0.15,0.11,59.89000000000001
