,JNJ,JPM,NESN.SW,PG,BAC,INTC,PFE,NOVN.SW,KO,CSCO,MRK,7203.T,TXN,AZN.L,NEE,SAP.DE,C,RY.TO,SIE.DE,MS,MMM,SAN.PA,TD.TO,CVS,BHP.AX,OR.PA,ALV.DE,LMT,BATS.L,MDLZ,RIO.L,ADP,SU.PA,IBE.MC,PNC,BNS.TO,USB,DPW.DE,TFC,MMC,APD,BHP.L,ETN,DG.PA,BMO.TO,BX,9432.T,EMR,ABBN.SW,ZURN.SW,PGR,CS.PA,7267.T,6501.T,TRP.TO,AAL.L,GD,BN.PA,CM.TO,9433.T,EXC,GIVN.SW,CNQ.TO,AEP,SRE,8316.T,8001.T,XEL,CRH.L,INVE B.ST,MET,IFF,MQG.AX,GIS,PAYX,PRU,WOW.AX,BK,ROK,MUV2.DE,TRV,MFC.TO,RIO.AX,ADM,FMG.AX,CMI,DFS,3382.T,VNA.DE,8058.T,ALL,FERG.L,FAST,HOLN.SW,AFL,PEG,8031.T,KNEBV.HE,O39.SI,8411.T,WEC,NUE,SAND.ST,LYB,ES,SLF.TO,AHT.L,KR,HSY,MG.TO,VIAC,GMG.AX,STT,FITB,SYF,IP,U11.SI,TSCO.L,RSG,NA.TO,DTE,RWE.DE,BA.L,ORA.PA,PPL,TSN,AEE,1.HK,GRMN,RCI.B.TO,ETR,AKZA.AS,NTRS,2502.T,HIG,ESSITY B.ST,FTS.TO,FRE.DE,AV.L,ARE,LGEN.L,16.HK,KNIN.SW,AMCR,DWNI.DE,EXR,2.HK,2914.T,HEN3.DE,CMS,2503.T,RF,OMC,CE,ESS,IFC.TO,7269.T,PAH3.DE,KEY,CFG,COL.AX,SGRO.L,6857.T,CAG,EMN,ALLY,MTB,1925.T,SHL.AX,CINF,LNT,SK3.IR,4578.T,SJM,4507.T,BXP,EVRG,8591.T,III.L,8002.T,PFG,1113.HK,SJR.B.TO,MRU.TO,HRL,HAS,8750.T,PSN.L,BNZL.L,HBAN,MNDI.L,5020.T,PKG,ATO,SNA,SRG.MI,3407.T,1COV.DE,EMA.TO,NN.AS,TRN.MI,8951.T,KESKOB.HE,RO.SW,EN.PA,FORTUM.HE,ROG.SW,ULVR.L,TTE.PA,GILD,SO,7974.T,4502.T,AIG,DOW,NEM,TROW,PHIA.AS,EOG,FGXXX,WBA,AD.AS,SGO.PA,8766.T,AVB,DB1.DE,4503.T,GLW,ED,BBY,5108.T,SSE.L,G.MI,UPM.HE,HPE,GPC,6502.T,FME.DE,CAH,8725.T,NWG.L,SUM
08/11/2021,3.89,3.47,2.91,2.98,2.26,1.89,2.16,1.87,1.91,1.87,1.63,1.73,1.53,1.26,1.36,1.28,1.11,1.12,1.13,1.11,1.0,0.93,0.92,0.9,0.97,0.84,0.7,0.73,0.71,0.74,0.77,0.78,0.8,0.67,0.6,0.58,0.58,0.59,0.57,0.58,0.52,0.55,0.55,0.5,0.49,0.59,0.49,0.52,0.53,0.47,0.42,0.47,0.44,0.41,0.42,0.46,0.41,0.41,0.39,0.37,0.4,0.4,0.32,0.37,0.34,0.33,0.35,0.33,0.32,0.35,0.31,0.31,0.32,0.3,0.33,0.31,0.32,0.3,0.33,0.29,0.29,0.29,0.3,0.27,0.27,0.26,0.3,0.26,0.3,0.3,0.26,0.27,0.28,0.26,0.27,0.27,0.27,0.26,0.26,0.25,0.26,0.25,0.24,0.22,0.26,0.23,0.23,0.24,0.23,0.2,0.2,0.23,0.22,0.2,0.21,0.19,0.21,0.22,0.22,0.2,0.21,0.2,0.21,0.18,0.19,0.18,0.19,0.17,0.2,0.17,0.18,0.17,0.17,0.17,0.18,0.17,0.17,0.17,0.16,0.19,0.17,0.16,0.16,0.16,0.17,0.17,0.16,0.16,0.15,0.16,0.14,0.14,0.14,0.15,0.16,0.14,0.14,0.14,0.13,0.13,0.15,0.16,0.14,0.12,0.13,0.14,0.12,0.13,0.14,0.12,0.14,0.13,0.12,0.12,0.13,0.13,0.13,0.13,0.14,0.12,0.12,0.11,0.12,0.12,0.11,0.12,0.12,0.11,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.0,0.0,0.11,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.99
08/13/2021,3.87,3.59,2.86,2.95,2.38,1.88,2.3,1.86,1.9,1.85,1.61,1.69,1.49,1.21,1.35,1.24,1.15,1.13,1.09,1.15,1.0,0.93,0.94,0.93,0.93,0.82,0.72,0.73,0.7,0.74,0.78,0.78,0.79,0.66,0.61,0.59,0.59,0.57,0.59,0.57,0.49,0.55,0.56,0.49,0.5,0.58,0.49,0.52,0.52,0.47,0.42,0.47,0.44,0.41,0.41,0.46,0.41,0.4,0.39,0.37,0.4,0.39,0.33,0.36,0.34,0.33,0.34,0.33,0.32,0.34,0.32,0.33,0.32,0.3,0.33,0.32,0.32,0.31,0.33,0.3,0.29,0.29,0.29,0.28,0.26,0.27,0.3,0.26,0.29,0.29,0.27,0.27,0.28,0.25,0.27,0.26,0.27,0.25,0.26,0.25,0.26,0.29,0.23,0.23,0.26,0.23,0.23,0.25,0.23,0.21,0.2,0.23,0.23,0.2,0.21,0.2,0.21,0.21,0.21,0.2,0.21,0.2,0.21,0.18,0.19,0.2,0.2,0.17,0.2,0.17,0.18,0.17,0.17,0.17,0.18,0.16,0.17,0.17,0.16,0.19,0.17,0.15,0.16,0.17,0.16,0.17,0.16,0.16,0.15,0.16,0.14,0.15,0.14,0.15,0.15,0.14,0.14,0.14,0.14,0.13,0.14,0.16,0.14,0.13,0.13,0.14,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.14,0.12,0.13,0.13,0.14,0.11,0.12,0.11,0.12,0.12,0.11,0.12,0.12,0.11,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.0,0.0,0.11,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.08
08/16/2021,3.85,3.6,2.82,2.93,2.4,1.85,2.23,1.86,1.89,1.86,1.61,1.69,1.47,1.23,1.38,1.25,1.16,1.12,1.11,1.17,1.0,0.93,0.94,0.94,0.95,0.83,0.72,0.72,0.7,0.74,0.7,0.77,0.8,0.65,0.61,0.59,0.6,0.58,0.59,0.57,0.49,0.54,0.56,0.49,0.5,0.57,0.49,0.53,0.52,0.49,0.42,0.47,0.43,0.42,0.41,0.46,0.41,0.4,0.39,0.37,0.4,0.39,0.33,0.36,0.34,0.33,0.34,0.33,0.33,0.34,0.32,0.32,0.32,0.3,0.33,0.32,0.32,0.32,0.33,0.3,0.3,0.3,0.27,0.28,0.26,0.27,0.31,0.26,0.29,0.3,0.27,0.27,0.28,0.26,0.27,0.26,0.26,0.25,0.25,0.25,0.26,0.31,0.24,0.23,0.26,0.23,0.24,0.25,0.22,0.2,0.19,0.22,0.22,0.21,0.22,0.2,0.21,0.22,0.22,0.2,0.21,0.19,0.21,0.18,0.19,0.2,0.19,0.17,0.2,0.16,0.18,0.17,0.17,0.16,0.18,0.16,0.17,0.17,0.17,0.18,0.17,0.15,0.16,0.17,0.16,0.17,0.16,0.16,0.15,0.16,0.13,0.15,0.14,0.15,0.15,0.14,0.15,0.14,0.14,0.13,0.14,0.15,0.13,0.12,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.14,0.12,0.13,0.14,0.13,0.11,0.12,0.11,0.12,0.12,0.11,0.12,0.12,0.11,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.0,0.0,0.11,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.98
08/17/2021,3.85,3.6,2.82,2.93,2.4,1.85,2.23,1.86,1.89,1.86,1.61,1.69,1.47,1.23,1.38,1.25,1.16,1.12,1.11,1.17,1.0,0.93,0.94,0.94,0.95,0.83,0.72,0.72,0.7,0.74,0.7,0.77,0.8,0.65,0.61,0.59,0.6,0.58,0.59,0.57,0.49,0.54,0.56,0.49,0.5,0.57,0.49,0.53,0.52,0.49,0.42,0.47,0.43,0.42,0.41,0.46,0.41,0.4,0.39,0.37,0.4,0.39,0.33,0.36,0.34,0.33,0.34,0.33,0.33,0.34,0.32,0.32,0.32,0.3,0.33,0.32,0.32,0.32,0.33,0.3,0.3,0.3,0.27,0.28,0.26,0.27,0.31,0.26,0.29,0.3,0.27,0.27,0.28,0.26,0.27,0.26,0.26,0.25,0.25,0.25,0.26,0.31,0.24,0.23,0.26,0.23,0.24,0.25,0.22,0.2,0.19,0.22,0.22,0.21,0.22,0.2,0.21,0.22,0.22,0.2,0.21,0.19,0.21,0.18,0.19,0.2,0.19,0.17,0.2,0.16,0.18,0.17,0.17,0.16,0.18,0.16,0.17,0.17,0.17,0.18,0.17,0.15,0.16,0.17,0.16,0.17,0.16,0.16,0.15,0.16,0.13,0.15,0.14,0.15,0.15,0.14,0.15,0.14,0.14,0.13,0.14,0.15,0.13,0.12,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.14,0.12,0.13,0.14,0.13,0.11,0.12,0.11,0.12,0.12,0.11,0.12,0.12,0.11,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.0,0.0,0.11,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.98
08/18/2021,3.86,3.55,2.86,2.93,2.36,1.84,2.28,1.87,1.89,1.86,1.62,1.7,1.47,1.24,1.38,1.25,1.14,1.12,1.11,1.15,0.99,0.93,0.93,0.93,0.94,0.83,0.72,0.71,0.7,0.75,0.7,0.77,0.81,0.65,0.6,0.59,0.59,0.58,0.57,0.57,0.49,0.55,0.56,0.49,0.49,0.58,0.5,0.52,0.53,0.5,0.42,0.48,0.43,0.42,0.4,0.46,0.41,0.41,0.4,0.37,0.4,0.39,0.32,0.36,0.34,0.33,0.34,0.33,0.33,0.34,0.32,0.32,0.32,0.31,0.33,0.32,0.32,0.31,0.32,0.31,0.29,0.29,0.27,0.28,0.26,0.27,0.31,0.26,0.29,0.3,0.27,0.27,0.28,0.26,0.27,0.26,0.27,0.25,0.24,0.25,0.26,0.31,0.24,0.23,0.26,0.23,0.23,0.25,0.23,0.2,0.19,0.22,0.22,0.2,0.22,0.2,0.21,0.22,0.22,0.2,0.21,0.19,0.21,0.18,0.19,0.2,0.2,0.17,0.2,0.16,0.18,0.17,0.17,0.17,0.18,0.16,0.17,0.17,0.17,0.18,0.17,0.15,0.16,0.17,0.16,0.17,0.16,0.16,0.15,0.16,0.13,0.15,0.14,0.15,0.15,0.14,0.15,0.14,0.13,0.13,0.15,0.16,0.13,0.13,0.13,0.14,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.12,0.13,0.14,0.14,0.11,0.12,0.11,0.11,0.12,0.11,0.12,0.12,0.11,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.0,0.0,0.11,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.95
08/19/2021,3.86,3.55,2.86,2.93,2.36,1.84,2.28,1.87,1.89,1.86,1.62,1.7,1.47,1.24,1.38,1.25,1.14,1.12,1.11,1.15,0.99,0.93,0.93,0.93,0.94,0.83,0.72,0.71,0.7,0.75,0.7,0.77,0.81,0.65,0.6,0.59,0.59,0.58,0.57,0.57,0.49,0.55,0.56,0.49,0.49,0.58,0.5,0.52,0.53,0.5,0.42,0.48,0.43,0.42,0.4,0.46,0.41,0.41,0.4,0.37,0.4,0.39,0.32,0.36,0.34,0.33,0.34,0.33,0.33,0.34,0.32,0.32,0.32,0.31,0.33,0.32,0.32,0.31,0.32,0.31,0.29,0.29,0.27,0.28,0.26,0.27,0.31,0.26,0.29,0.3,0.27,0.27,0.28,0.26,0.27,0.26,0.27,0.25,0.24,0.25,0.26,0.31,0.24,0.23,0.26,0.23,0.23,0.25,0.23,0.2,0.19,0.22,0.22,0.2,0.22,0.2,0.21,0.22,0.22,0.2,0.21,0.19,0.21,0.18,0.19,0.2,0.2,0.17,0.2,0.16,0.18,0.17,0.17,0.17,0.18,0.16,0.17,0.17,0.17,0.18,0.17,0.15,0.16,0.17,0.16,0.17,0.16,0.16,0.15,0.16,0.13,0.15,0.14,0.15,0.15,0.14,0.15,0.14,0.13,0.13,0.15,0.16,0.13,0.13,0.13,0.14,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.12,0.13,0.14,0.14,0.11,0.12,0.11,0.11,0.12,0.11,0.12,0.12,0.11,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.0,0.0,0.11,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.95
08/20/2021,3.9,3.53,2.88,2.95,2.35,1.84,2.31,1.88,1.9,1.85,1.65,1.68,1.48,1.25,1.39,1.25,1.12,1.12,1.1,1.15,1.0,0.94,0.93,0.94,0.93,0.82,0.72,0.72,0.7,0.75,0.69,0.77,0.81,0.66,0.6,0.58,0.58,0.57,0.57,0.58,0.5,0.54,0.56,0.49,0.49,0.58,0.5,0.52,0.53,0.5,0.42,0.48,0.43,0.42,0.4,0.45,0.41,0.41,0.39,0.37,0.4,0.39,0.31,0.36,0.34,0.33,0.34,0.33,0.32,0.33,0.32,0.32,0.32,0.31,0.33,0.32,0.32,0.31,0.33,0.31,0.3,0.29,0.26,0.29,0.25,0.27,0.31,0.26,0.29,0.3,0.27,0.27,0.28,0.25,0.27,0.27,0.26,0.25,0.24,0.25,0.26,0.3,0.23,0.23,0.26,0.23,0.23,0.25,0.23,0.2,0.19,0.22,0.22,0.2,0.22,0.2,0.2,0.22,0.22,0.2,0.21,0.2,0.21,0.18,0.19,0.2,0.2,0.17,0.2,0.16,0.19,0.17,0.17,0.17,0.18,0.16,0.17,0.17,0.17,0.18,0.17,0.15,0.16,0.17,0.16,0.17,0.16,0.16,0.14,0.16,0.13,0.15,0.14,0.15,0.15,0.14,0.15,0.13,0.13,0.13,0.15,0.16,0.13,0.13,0.13,0.14,0.12,0.13,0.13,0.13,0.14,0.13,0.13,0.13,0.14,0.12,0.14,0.13,0.13,0.11,0.12,0.11,0.11,0.12,0.11,0.12,0.12,0.11,0.12,0.11,0.12,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.11,0.11,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.97
08/23/2021,4.0,3.49,2.96,3.02,2.33,1.84,2.35,1.9,1.92,1.92,1.69,1.62,1.47,1.3,1.43,1.26,1.11,1.11,1.09,1.13,0.99,0.97,0.92,0.95,0.79,0.81,0.71,0.72,0.71,0.77,0.65,0.77,0.82,0.69,0.59,0.57,0.57,0.6,0.56,0.59,0.49,0.51,0.57,0.49,0.49,0.57,0.5,0.52,0.53,0.5,0.43,0.47,0.42,0.41,0.39,0.4,0.41,0.41,0.39,0.37,0.41,0.4,0.3,0.37,0.34,0.33,0.34,0.34,0.32,0.32,0.32,0.32,0.32,0.31,0.33,0.31,0.32,0.31,0.33,0.32,0.31,0.29,0.24,0.28,0.23,0.27,0.29,0.26,0.3,0.3,0.27,0.26,0.28,0.25,0.27,0.27,0.25,0.25,0.24,0.25,0.26,0.29,0.22,0.22,0.27,0.23,0.23,0.27,0.23,0.19,0.19,0.22,0.21,0.2,0.21,0.2,0.2,0.22,0.22,0.2,0.21,0.21,0.21,0.18,0.19,0.2,0.2,0.17,0.2,0.16,0.19,0.17,0.17,0.17,0.18,0.16,0.17,0.17,0.17,0.19,0.16,0.16,0.17,0.18,0.16,0.17,0.16,0.16,0.14,0.16,0.14,0.14,0.13,0.15,0.15,0.15,0.15,0.13,0.13,0.12,0.15,0.16,0.13,0.13,0.13,0.14,0.12,0.13,0.14,0.13,0.14,0.13,0.13,0.13,0.15,0.12,0.14,0.13,0.13,0.11,0.12,0.11,0.11,0.12,0.11,0.11,0.12,0.11,0.12,0.11,0.12,0.0,0.12,0.11,0.0,0.11,0.0,0.0,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.07
08/24/2021,4.0,3.49,2.96,3.02,2.33,1.84,2.35,1.9,1.92,1.92,1.69,1.62,1.47,1.3,1.43,1.26,1.11,1.11,1.09,1.13,0.99,0.97,0.92,0.95,0.79,0.81,0.71,0.72,0.71,0.77,0.65,0.77,0.82,0.69,0.59,0.57,0.57,0.6,0.56,0.59,0.49,0.51,0.57,0.49,0.49,0.57,0.5,0.52,0.53,0.5,0.43,0.47,0.42,0.41,0.39,0.4,0.41,0.41,0.39,0.37,0.41,0.4,0.3,0.37,0.34,0.33,0.34,0.34,0.32,0.32,0.32,0.32,0.32,0.31,0.33,0.31,0.32,0.31,0.33,0.32,0.31,0.29,0.24,0.28,0.23,0.27,0.29,0.26,0.3,0.3,0.27,0.26,0.28,0.25,0.27,0.27,0.25,0.25,0.24,0.25,0.26,0.29,0.22,0.22,0.27,0.23,0.23,0.27,0.23,0.19,0.19,0.22,0.21,0.2,0.21,0.2,0.2,0.22,0.22,0.2,0.21,0.21,0.21,0.18,0.19,0.2,0.2,0.17,0.2,0.16,0.19,0.17,0.17,0.17,0.18,0.16,0.17,0.17,0.17,0.19,0.16,0.16,0.17,0.18,0.16,0.17,0.16,0.16,0.14,0.16,0.14,0.14,0.13,0.15,0.15,0.15,0.15,0.13,0.13,0.12,0.15,0.16,0.13,0.13,0.13,0.14,0.12,0.13,0.14,0.13,0.14,0.13,0.13,0.13,0.15,0.12,0.14,0.13,0.13,0.11,0.12,0.11,0.11,0.12,0.11,0.11,0.12,0.11,0.12,0.11,0.12,0.0,0.12,0.11,0.0,0.11,0.0,0.0,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.07
08/25/2021,4.01,3.5,2.96,3.02,2.34,1.83,2.34,1.9,1.91,1.95,1.7,1.55,1.47,1.29,1.45,1.27,1.12,1.12,1.09,1.14,0.98,0.98,0.92,0.95,0.78,0.82,0.71,0.73,0.71,0.76,0.65,0.77,0.81,0.7,0.6,0.57,0.58,0.6,0.57,0.6,0.48,0.52,0.57,0.49,0.49,0.58,0.5,0.52,0.53,0.5,0.43,0.47,0.4,0.4,0.39,0.39,0.41,0.4,0.39,0.38,0.42,0.4,0.3,0.37,0.35,0.33,0.33,0.34,0.32,0.32,0.32,0.32,0.32,0.31,0.33,0.31,0.32,0.31,0.33,0.32,0.31,0.29,0.24,0.27,0.23,0.27,0.3,0.26,0.3,0.29,0.27,0.27,0.28,0.25,0.27,0.27,0.24,0.25,0.24,0.24,0.27,0.29,0.22,0.22,0.27,0.23,0.23,0.27,0.23,0.19,0.19,0.22,0.22,0.2,0.21,0.2,0.2,0.22,0.22,0.2,0.21,0.21,0.21,0.19,0.2,0.2,0.2,0.17,0.21,0.16,0.2,0.17,0.17,0.17,0.18,0.16,0.17,0.17,0.17,0.19,0.16,0.16,0.17,0.18,0.16,0.17,0.16,0.16,0.14,0.17,0.14,0.15,0.13,0.15,0.15,0.15,0.14,0.12,0.13,0.13,0.15,0.16,0.13,0.13,0.13,0.14,0.12,0.13,0.14,0.13,0.14,0.13,0.13,0.13,0.15,0.12,0.14,0.13,0.13,0.11,0.12,0.11,0.11,0.12,0.11,0.12,0.12,0.11,0.12,0.11,0.12,0.0,0.12,0.11,0.0,0.11,0.0,0.0,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.17
08/26/2021,4.01,3.5,2.96,3.02,2.34,1.83,2.34,1.9,1.91,1.95,1.7,1.55,1.47,1.29,1.45,1.27,1.12,1.12,1.09,1.14,0.98,0.98,0.92,0.95,0.78,0.82,0.71,0.73,0.71,0.76,0.65,0.77,0.81,0.7,0.6,0.57,0.58,0.6,0.57,0.6,0.48,0.52,0.57,0.49,0.49,0.58,0.5,0.52,0.53,0.5,0.43,0.47,0.4,0.4,0.39,0.39,0.41,0.4,0.39,0.38,0.42,0.4,0.3,0.37,0.35,0.33,0.33,0.34,0.32,0.32,0.32,0.32,0.32,0.31,0.33,0.31,0.32,0.31,0.33,0.32,0.31,0.29,0.24,0.27,0.23,0.27,0.3,0.26,0.3,0.29,0.27,0.27,0.28,0.25,0.27,0.27,0.24,0.25,0.24,0.24,0.27,0.29,0.22,0.22,0.27,0.23,0.23,0.27,0.23,0.19,0.19,0.22,0.22,0.2,0.21,0.2,0.2,0.22,0.22,0.2,0.21,0.21,0.21,0.19,0.2,0.2,0.2,0.17,0.21,0.16,0.2,0.17,0.17,0.17,0.18,0.16,0.17,0.17,0.17,0.19,0.16,0.16,0.17,0.18,0.16,0.17,0.16,0.16,0.14,0.17,0.14,0.15,0.13,0.15,0.15,0.15,0.14,0.12,0.13,0.13,0.15,0.16,0.13,0.13,0.13,0.14,0.12,0.13,0.14,0.13,0.14,0.13,0.13,0.13,0.15,0.12,0.14,0.13,0.13,0.11,0.12,0.11,0.11,0.12,0.11,0.12,0.12,0.11,0.12,0.11,0.12,0.0,0.12,0.11,0.0,0.11,0.0,0.0,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.17
08/27/2021,3.94,3.52,2.95,2.98,2.35,1.85,2.38,1.9,1.89,1.95,1.68,1.59,1.48,1.27,1.41,1.27,1.12,1.12,1.09,1.15,0.98,0.96,0.93,0.94,0.79,0.82,0.71,0.72,0.71,0.75,0.66,0.76,0.81,0.69,0.6,0.58,0.58,0.6,0.57,0.59,0.48,0.52,0.57,0.49,0.49,0.59,0.51,0.52,0.53,0.5,0.43,0.48,0.4,0.41,0.4,0.4,0.41,0.4,0.39,0.38,0.41,0.41,0.32,0.37,0.34,0.33,0.33,0.33,0.32,0.33,0.32,0.32,0.32,0.31,0.33,0.31,0.32,0.31,0.33,0.32,0.31,0.29,0.23,0.27,0.22,0.27,0.3,0.27,0.29,0.29,0.28,0.27,0.28,0.25,0.27,0.27,0.24,0.25,0.24,0.24,0.26,0.3,0.23,0.22,0.26,0.23,0.23,0.27,0.23,0.19,0.2,0.22,0.22,0.2,0.21,0.2,0.2,0.23,0.22,0.21,0.21,0.21,0.21,0.19,0.19,0.2,0.19,0.17,0.21,0.16,0.19,0.17,0.17,0.17,0.18,0.16,0.17,0.17,0.17,0.19,0.16,0.16,0.17,0.18,0.16,0.17,0.16,0.16,0.14,0.16,0.14,0.15,0.13,0.15,0.15,0.14,0.14,0.13,0.13,0.13,0.15,0.16,0.12,0.13,0.13,0.14,0.12,0.13,0.13,0.13,0.14,0.13,0.13,0.12,0.15,0.12,0.14,0.13,0.13,0.11,0.12,0.11,0.12,0.12,0.11,0.12,0.12,0.0,0.12,0.11,0.12,0.0,0.12,0.11,0.11,0.11,0.0,0.0,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.09
08/30/2021,3.85,3.64,2.92,2.95,2.42,1.85,2.27,1.86,1.87,1.97,1.64,1.64,1.49,1.27,1.41,1.26,1.15,1.14,1.09,1.17,0.98,0.95,0.91,0.93,0.8,0.82,0.72,0.73,0.71,0.73,0.66,0.75,0.81,0.68,0.61,0.58,0.59,0.59,0.58,0.59,0.48,0.53,0.57,0.5,0.49,0.62,0.51,0.53,0.53,0.5,0.42,0.48,0.4,0.41,0.4,0.41,0.41,0.4,0.39,0.38,0.41,0.4,0.32,0.36,0.34,0.33,0.33,0.33,0.34,0.32,0.32,0.32,0.32,0.3,0.33,0.31,0.32,0.32,0.33,0.31,0.31,0.29,0.24,0.28,0.23,0.27,0.3,0.26,0.29,0.3,0.28,0.27,0.28,0.25,0.27,0.26,0.24,0.26,0.24,0.24,0.26,0.29,0.23,0.23,0.26,0.23,0.23,0.26,0.22,0.19,0.19,0.22,0.23,0.21,0.22,0.2,0.21,0.23,0.23,0.21,0.21,0.21,0.2,0.18,0.19,0.19,0.2,0.17,0.21,0.16,0.19,0.17,0.17,0.17,0.18,0.16,0.17,0.17,0.17,0.19,0.17,0.16,0.17,0.18,0.16,0.18,0.16,0.16,0.14,0.16,0.14,0.15,0.13,0.15,0.15,0.14,0.14,0.13,0.14,0.13,0.14,0.16,0.13,0.12,0.13,0.14,0.12,0.13,0.14,0.13,0.14,0.13,0.13,0.12,0.15,0.12,0.14,0.14,0.13,0.11,0.12,0.11,0.12,0.12,0.11,0.12,0.12,0.11,0.12,0.12,0.11,0.0,0.12,0.11,0.11,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.14
